nch18_gm_gds (ll=3.5e-07) X,nch18_gm_gds (ll=3.5e-07) Y,nch18_gm_gds (ll=4e-07) X,nch18_gm_gds (ll=4e-07) Y,nch18_gm_gds (ll=5e-07) X,nch18_gm_gds (ll=5e-07) Y,nch18_gm_gds (ll=6e-07) X,nch18_gm_gds (ll=6e-07) Y,nch18_gm_gds (ll=7e-07) X,nch18_gm_gds (ll=7e-07) Y,nch18_gm_gds (ll=8e-07) X,nch18_gm_gds (ll=8e-07) Y,nch18_gm_gds (ll=9e-07) X,nch18_gm_gds (ll=9e-07) Y,nch18_gm_gds (ll=1e-06) X,nch18_gm_gds (ll=1e-06) Y,nch18_gm_gds (ll=1.2e-06) X,nch18_gm_gds (ll=1.2e-06) Y,nch18_gm_gds (ll=1.4e-06) X,nch18_gm_gds (ll=1.4e-06) Y,nch18_gm_gds (ll=1.6e-06) X,nch18_gm_gds (ll=1.6e-06) Y,nch18_gm_gds (ll=1.8e-06) X,nch18_gm_gds (ll=1.8e-06) Y,nch18_gm_gds (ll=2e-06) X,nch18_gm_gds (ll=2e-06) Y,nch18_gm_gds (ll=2.2e-06) X,nch18_gm_gds (ll=2.2e-06) Y,nch18_gm_gds (ll=2.4e-06) X,nch18_gm_gds (ll=2.4e-06) Y
0.4900000000000003,257.1760203042862,0.4900000000000003,321.880393281449,0.4900000000000003,402.6519068655032,0.4900000000000003,449.6881252982639,0.4900000000000003,484.7793031996041,0.4900000000000003,514.3880337183158,0.4900000000000003,540.4644973309856,0.4900000000000003,563.8394259830045,0.4900000000000003,604.329818723328,0.4900000000000003,638.4405125716492,0.4900000000000003,667.7360077955856,0.4900000000000003,693.2596347136537,0.4900000000000003,715.7475755238065,0.4900000000000003,735.7415558334797,0.4900000000000003,753.6532595965793
0.5000000000000002,253.1665599047554,0.5000000000000002,315.8852767550372,0.5000000000000002,394.1160955501979,0.5000000000000002,439.8922427294531,0.5000000000000002,474.1964987279962,0.5000000000000002,503.2379043539941,0.5000000000000002,528.8944209314146,0.5000000000000002,551.964578750034,0.5000000000000002,592.1063605987803,0.5000000000000002,626.113063171635,0.5000000000000002,655.4622080290678,0.5000000000000002,681.1401896855123,0.5000000000000002,703.8459516192905,0.5000000000000002,724.096680759425,0.5000000000000002,742.2877430344361
0.5100000000000002,248.7960470372724,0.5100000000000002,309.3744320683755,0.5100000000000002,384.8870263905966,0.5100000000000002,429.3339281076605,0.5100000000000002,462.8326949264808,0.5100000000000002,491.3140772974906,0.5100000000000002,516.5716119884719,0.5100000000000002,539.3647555460899,0.5100000000000002,579.2195369150762,0.5100000000000002,613.1814549702657,0.5100000000000002,642.6369049911937,0.5100000000000002,668.5150080999434,0.5100000000000002,691.4782736405198,0.5100000000000002,712.0203654038304,0.5100000000000002,730.5212597215216
0.5200000000000002,244.0925695527569,0.5200000000000002,302.4169594476833,0.5200000000000002,375.1081440397156,0.5200000000000002,418.2079377474728,0.5200000000000002,450.9183326129311,0.5200000000000002,478.8717980998654,0.5200000000000002,503.7679762464441,0.5200000000000002,526.3224334005945,0.5200000000000002,565.960805558178,0.5200000000000002,599.9366864922912,0.5200000000000002,629.5460012596646,0.5200000000000002,655.6627842469085,0.5200000000000002,678.9152301783396,0.5200000000000002,699.7751758709194,0.5200000000000002,718.608481731933
0.5300000000000002,239.1038900664598,0.5300000000000002,295.1060128868095,0.5300000000000002,364.943794476676,0.5300000000000002,406.7196176788688,0.5300000000000002,438.6824312676084,0.5300000000000002,466.1532717147822,0.5300000000000002,490.7319704189716,0.5300000000000002,513.0876729652496,0.5300000000000002,552.5753098276562,0.5300000000000002,586.613789151149,0.5300000000000002,616.412720961507,0.5300000000000002,642.7948069467875,0.5300000000000002,666.3567186899946,0.5300000000000002,687.5504194470697,0.5300000000000002,706.7289929800313
0.5400000000000003,233.8894329148546,0.5400000000000003,287.5452560338177,0.5400000000000003,354.5582747386359,0.5400000000000003,395.0614529139692,0.5400000000000003,426.3293489255385,0.5400000000000003,453.3660183949169,0.5400000000000003,477.669207777302,0.5400000000000003,499.8612094541086,0.5400000000000003,539.2498312616364,0.5400000000000003,573.383992988367,0.5400000000000003,603.3932420327294,0.5400000000000003,630.0534054523081,0.5400000000000003,653.9325776331472,0.5400000000000003,675.4647476746525,0.5400000000000003,694.9914378553281
0.5500000000000003,228.5121084224213,0.5500000000000003,279.8365244378673,0.5500000000000003,344.0996235217333,0.5500000000000003,383.3972024518196,0.5500000000000003,414.0250405340207,0.5500000000000003,440.6718805907008,0.5500000000000003,464.7343073437242,0.5500000000000003,486.7889936470661,0.5500000000000003,526.1119414579997,0.5500000000000003,560.3574443496293,0.5500000000000003,590.5821310492174,0.5500000000000003,617.5194663517368,0.5500000000000003,641.7117194376564,0.5500000000000003,663.5765626679303,0.5500000000000003,683.444946096031
0.5600000000000003,223.031520391984,0.5600000000000003,272.0706370058722,0.5600000000000003,333.6897347075331,0.5600000000000003,371.8541514329768,0.5600000000000003,401.8922300112777,0.5600000000000003,428.1851247397865,0.5600000000000003,452.0316542553306,0.5600000000000003,473.9652584379396,0.5600000000000003,513.2366726368347,0.5600000000000003,547.5924145874098,0.5600000000000003,578.023350038838,0.5600000000000003,605.2247367966471,0.5600000000000003,629.7153879586698,0.5600000000000003,651.8979915331687,0.5600000000000003,672.0936564120284
0.5700000000000003,217.499372354669,0.5700000000000003,264.3220608828154,0.5700000000000003,323.420562221325,0.5700000000000003,360.5221954463447,0.5700000000000003,390.0123635101962,0.5700000000000003,415.9768962255823,0.5700000000000003,439.6219226488419,0.5700000000000003,461.4407089148533,0.5700000000000003,500.6570941282869,0.5700000000000003,535.107388742304,0.5700000000000003,565.7233172287494,0.5700000000000003,593.1655227462664,0.5700000000000003,617.9312831817791,0.5700000000000003,640.4093014058748,0.5700000000000003,660.9113320460892
0.5800000000000003,211.9571931395333,0.5800000000000003,256.6471386184304,0.5800000000000003,313.3550766439821,0.5800000000000003,349.4576356442206,0.5800000000000003,378.431744457421,0.5800000000000003,404.0831724732203,0.5800000000000003,427.531400210325,0.5800000000000003,449.2328644922399,0.5800000000000003,488.3759493984285,0.5800000000000003,522.89338801591,0.5800000000000003,553.6635815995171,0.5800000000000003,581.3155319821833,0.5800000000000003,606.3264705413997,0.5800000000000003,629.0718180149937,0.5800000000000003,649.8542569855897
0.5900000000000003,206.4360190360689,0.5900000000000003,249.0850139479126,0.5900000000000003,303.5312450144089,0.5900000000000003,338.6895149856049,0.5900000000000003,367.1695179809677,0.5900000000000003,392.5138749553208,0.5900000000000003,415.7618519605742,0.5900000000000003,437.3364084057876,0.5900000000000003,476.3764794597318,0.5900000000000003,510.9249074483168,0.5900000000000003,541.8117112397389,0.5900000000000003,569.6366431430508,0.5900000000000003,594.8580053882562,0.5900000000000003,617.8384016255777,0.5900000000000003,638.8715692488745
0.6000000000000003,200.9574406874674,0.6000000000000003,241.6602205599402,0.6000000000000003,293.9674300173367,0.6000000000000003,328.2267344258029,0.6000000000000003,356.2257835771353,0.6000000000000003,381.2615426035905,0.6000000000000003,404.2994794109349,0.6000000000000003,425.7322583827839,0.6000000000000003,464.6314329102446,0.6000000000000003,499.1687003422203,0.6000000000000003,530.1298079055047,0.6000000000000003,558.0871543334413,0.6000000000000003,583.4809372880893,0.6000000000000003,606.6612336211907,0.6000000000000003,627.9128560536935
0.6100000000000003,195.5354008864806,0.6100000000000003,234.3860013866749,0.6100000000000003,284.6679901561322,0.6100000000000003,318.0647559831145,0.6100000000000003,345.5887789223978,0.6100000000000003,370.3086737953602,0.6100000000000003,393.1222431972482,0.6100000000000003,414.3947725479046,0.6100000000000003,453.1099146445348,0.6100000000000003,487.5902364092036,0.6100000000000003,518.5806030681795,0.6100000000000003,546.6275619729208,0.6100000000000003,572.1538169921432,0.6100000000000003,595.4970921852454,0.6100000000000003,616.9332329257521
0.6200000000000003,190.1782334802296,0.6200000000000003,227.2676629868719,0.6200000000000003,275.6283079892318,0.6200000000000003,308.1912344237011,0.6200000000000003,335.2406342108199,0.6200000000000003,359.6333888713748,0.6200000000000003,382.205334856606,0.6200000000000003,403.2969888467794,0.6200000000000003,441.7821417193438,0.6200000000000003,476.1580179395817,0.6200000000000003,507.1313997544779,0.6200000000000003,535.2241907089722,0.6200000000000003,560.8420677634724,0.6200000000000003,584.3105089347846,0.6200000000000003,605.8963213040693
0.6300000000000003,184.8905878503836,0.6300000000000003,220.3055319789594,0.6300000000000003,266.8388611044567,0.6300000000000003,298.5903310508021,0.6300000000000003,325.1615896666424,0.6300000000000003,349.2134246334164,0.6300000000000003,371.5249053554535,0.6300000000000003,392.4140818462373,0.6300000000000003,430.6223976787552,0.6300000000000003,464.846112651367,0.6300000000000003,495.7562620394056,0.6300000000000003,523.8511046633209,0.6300000000000003,549.5196704117931,0.6300000000000003,573.0752688944779,0.6300000000000003,594.7755960331922
0.6400000000000003,179.6750354314563,0.6400000000000003,213.497305384575,0.6400000000000003,258.28823325361,0.6400000000000003,289.2457337263191,0.6400000000000003,315.3328059728739,0.6400000000000003,339.0286721650077,0.6400000000000003,361.0603230679158,0.6400000000000003,381.7253552745463,0.6400000000000003,419.6105628586365,0.6400000000000003,453.6353136902831,0.6400000000000003,484.4368812023433,0.6400000000000003,512.4907394116234,0.6400000000000003,538.169607077975,0.6400000000000003,561.7747016506644,0.6400000000000003,583.5545516432758
0.6500000000000004,174.5332770563147,0.6500000000000004,206.8397496761071,0.6500000000000004,249.9651393270233,0.6500000000000004,280.1425565450175,0.6500000000000004,305.7380125786842,0.6500000000000004,329.062552891088,0.6500000000000004,350.7952905119654,0.6500000000000004,371.2151230433064,0.6500000000000004,408.732599749495,0.6500000000000004,442.5133170228614,0.6500000000000004,473.1625125660494,0.6500000000000004,501.1336488509101,0.6500000000000004,526.783456263291,0.6500000000000004,550.4011536658545,0.6500000000000004,572.2260745191719
0.6600000000000004,169.4669541951686,0.6600000000000004,200.3298042132691,0.6600000000000004,241.859627695785,0.6600000000000004,271.2683533914841,0.6600000000000004,296.3642715978085,0.6600000000000004,319.3025371965168,0.6600000000000004,340.718140024849,0.6600000000000004,360.8728079000396,0.6600000000000004,397.980328879982,0.6600000000000004,431.4742505537649,0.6600000000000004,461.9293133875618,0.6600000000000004,489.7776924692241,0.6600000000000004,515.3604596818193,0.6600000000000004,538.9549576421224,0.6600000000000004,560.7913325152842
0.6700000000000004,164.4781162838752,0.6700000000000004,193.9651953309578,0.6700000000000004,233.9636528441765,0.6700000000000004,262.6134840187445,0.6700000000000004,287.2021190313124,0.6700000000000004,309.7400784583915,0.6700000000000004,330.8215856052332,0.6700000000000004,350.692535448067,0.6700000000000004,387.350768453236,0.6700000000000004,420.5178211443877,0.6700000000000004,450.7393407553319,0.6700000000000004,478.4269153500804,0.6700000000000004,503.9063074307506,0.6700000000000004,527.4431403500732,0.6700000000000004,549.2584190262495
0.6800000000000004,159.5694181778843,0.6800000000000004,187.7446825869721,0.6800000000000004,226.2712036486631,0.6800000000000004,254.1710447491505,0.6800000000000004,278.2453050689392,0.6800000000000004,300.3701860717691,0.6800000000000004,321.1021525149039,0.6800000000000004,340.6724413189917,0.6800000000000004,376.8452461781193,0.6800000000000004,409.6482788740371,0.6800000000000004,439.5994009272644,0.6800000000000004,467.0903057204729,0.6800000000000004,492.4318207877583,0.6800000000000004,515.878043659604,0.6800000000000004,537.6409224232196
0.6900000000000004,154.7441250866407,0.6900000000000004,181.6680522441939,0.6900000000000004,218.7781460380571,0.6900000000000004,245.936536113681,0.6900000000000004,269.490307373099,0.6900000000000004,291.1908082534339,0.6900000000000004,311.5594504633513,0.6900000000000004,330.8138517986037,0.6900000000000004,366.4684329488815,0.6900000000000004,398.873339174312,0.6900000000000004,428.5198834604633,0.6900000000000004,455.7805575901213,0.6900000000000004,480.9516555479287,0.6900000000000004,504.2759779560253,0.6900000000000004,525.956537009645
0.7000000000000004,150.0059947469466,0.7000000000000004,175.7359554698368,0.7000000000000004,211.4819051766387,0.7000000000000004,237.9073977174934,0.7000000000000004,260.9357449098745,0.7000000000000004,282.202146921255,0.7000000000000004,302.195406781309,0.7000000000000004,321.1204485599113,0.7000000000000004,356.2273989451954,0.7000000000000004,388.2031554605223,0.7000000000000004,417.513666633627,0.7000000000000004,444.5129202738794,0.7000000000000004,469.483104047853,0.7000000000000004,492.6559832426855,0.7000000000000004,514.2257885498848
0.7100000000000004,145.3590937976264,0.7100000000000004,169.9496671762819,0.7100000000000004,204.3810790244792,0.7100000000000004,230.0825023663481,0.7100000000000004,252.5817797410692,0.7100000000000004,273.4059862953964,0.7100000000000004,293.0135355218637,0.7100000000000004,311.5974882090496,0.7100000000000004,346.1307541669067,0.7100000000000004,377.6493977375402,0.7100000000000004,406.5951447729901,0.7100000000000004,433.3041817728222,0.7100000000000004,458.0450401191782,0.7100000000000004,481.0387400999033,0.7100000000000004,502.4709149587674
0.7200000000000004,140.8075911524293,0.7200000000000004,164.3108202881746,0.7200000000000004,197.4750459380255,0.7200000000000004,222.4616696898259,0.7200000000000004,244.4295619229086,0.7200000000000004,264.8050849680461,0.7200000000000004,284.0182872325626,0.7200000000000004,302.2511169726039,0.7200000000000004,336.1879066571294,0.7200000000000004,367.2244652901618,0.7200000000000004,395.7794018625628,0.7200000000000004,422.1718076816128,0.7200000000000004,446.6570266532766,0.7200000000000004,469.4456487248197,0.7200000000000004,490.7149193049431
0.7300000000000004,136.3555579130219,0.7300000000000004,158.821151805199,0.7300000000000004,190.7636053809987,0.7300000000000004,215.0452347912568,0.7300000000000004,236.4807482431237,0.7300000000000004,256.4026575242399,0.7300000000000004,275.2145013519354,0.7300000000000004,293.0877989305617,0.7300000000000004,326.4084512727008,0.7300000000000004,356.9408423856015,0.7300000000000004,385.0815375781694,0.7300000000000004,411.1332397760838,0.7300000000000004,435.3385885179479,0.7300000000000004,457.8980777894475,0.7300000000000004,478.9807961599817
0.7400000000000004,132.0067921632374,0.7400000000000004,153.4822822534638,0.7400000000000004,184.2466729544328,0.7400000000000004,207.8336893597045,0.7400000000000004,228.7371080665567,0.7400000000000004,248.2019551849926,0.7400000000000004,266.6069674273198,0.7400000000000004,284.1138612304014,0.7400000000000004,316.8016882011804,0.7400000000000004,346.8105932381007,0.7400000000000004,374.5161399345927,0.7400000000000004,400.2053470295532,0.7400000000000004,424.1086425703184,0.7400000000000004,446.4167741724058,0.7400000000000004,467.2909218887285
0.7500000000000004,127.7646782280993,0.7500000000000004,148.2955390473078,0.7500000000000004,177.9240382376731,0.7500000000000004,200.8274001972015,0.7500000000000004,221.2002178070493,0.7500000000000004,240.2059439932636,0.7500000000000004,258.2000911490205,0.7500000000000004,275.335150176291,0.7500000000000004,307.3762619339805,0.7500000000000004,336.844984751083,0.7500000000000004,364.0968915416161,0.7500000000000004,389.4040150005243,0.7500000000000004,412.9850699874108,0.7500000000000004,435.0214183011814,0.7500000000000004,455.6665933074285
0.7600000000000005,123.6320836004528,0.7600000000000005,143.2618265281595,0.7600000000000005,171.7951854648044,0.7600000000000005,194.0264020931363,0.7600000000000005,213.8712382182002,0.7600000000000005,232.417072427467,0.7600000000000005,249.9976551737132,0.7600000000000005,266.7567865905595,0.7600000000000005,298.1399067190742,0.7600000000000005,327.0542214280704,0.7600000000000005,353.8362927270067,0.7600000000000005,378.7438560640646,0.7600000000000005,401.9844128469319,0.7600000000000005,423.7303066797401,0.7600000000000005,444.1276960588371
0.7700000000000005,119.6112924297174,0.7700000000000005,138.3815404221777,0.7700000000000005,165.8591718925975,0.7700000000000005,187.4302573152759,0.7700000000000005,206.7507646378758,0.7700000000000005,224.837116828957,0.7700000000000005,242.0026616931005,0.7700000000000005,258.3830062304033,0.7700000000000005,289.0992825085134,0.7700000000000005,317.4472752417187,0.7700000000000005,343.7454834543765,0.7700000000000005,368.2380218068983,0.7700000000000005,391.1216758552841,0.7700000000000005,412.5601422097968,0.7700000000000005,432.6924831273764
0.7800000000000005,115.7039718320549,0.7800000000000005,133.6545215404089,0.7800000000000005,160.1145559719531,0.7800000000000005,181.0379717284254,0.7800000000000005,199.838738558592,0.7800000000000005,217.4670917036142,0.7800000000000005,234.217242743845,0.7800000000000005,250.2170703839282,0.7800000000000005,280.2598852009734,0.7800000000000005,308.0317933258306,0.7800000000000005,333.8341462254567,0.7800000000000005,357.8980992855628,0.7800000000000005,380.4102145668231,0.7800000000000005,401.5259133986294,0.7800000000000005,421.3774444154607
0.7900000000000005,111.9111659129745,0.7900000000000005,129.0800421602919,0.7900000000000005,154.5593663774714,0.7900000000000005,174.8479569222304,0.7900000000000005,193.1344086581781,0.7900000000000005,210.3072120519048,0.7900000000000005,226.6426246215462,0.7900000000000005,242.2612323573316,0.7900000000000005,271.6260158884265,0.7900000000000005,298.814067469077,0.7900000000000005,324.1104733994532,0.7900000000000005,347.7340741660668,0.7900000000000005,369.8616928002367,0.7900000000000005,390.6408449250382,0.7900000000000005,410.1972496804785
0.8000000000000005,108.2333119266989,0.8000000000000005,124.65681819185,0.8000000000000005,149.1911029942814,0.8000000000000005,168.8580281327892,0.8000000000000005,186.6363301300792,0.8000000000000005,203.3568958340391,0.8000000000000005,219.2791339142403,0.8000000000000005,234.5167468786229,0.8000000000000005,263.2007953608245,0.8000000000000005,289.7990510810979,0.8000000000000005,314.5811841437114,0.8000000000000005,337.7543455983382,0.8000000000000005,359.4860938177042,0.8000000000000005,379.9164039015455,0.8000000000000005,399.1647489930753
0.8100000000000005,104.6702731283694,0.8100000000000005,120.3830405634354,0.8100000000000005,144.0067616670656,0.8100000000000005,163.06542873958,0.8100000000000005,180.3423923783509,0.8100000000000005,196.6147960855589,0.8100000000000005,212.1262342255773,0.8100000000000005,226.9839111147118,0.8100000000000005,254.9862119622221,0.8100000000000005,280.9904112469429,0.8100000000000005,305.2515782416814,0.8100000000000005,327.9657797272044,0.8100000000000005,349.2917718993523,0.8100000000000005,369.362348242535,0.8100000000000005,388.2910169432894
0.8200000000000005,101.2213833687646,0.8200000000000005,116.2564199738994,0.8200000000000005,139.0028755670378,0.8200000000000005,157.4668734014021,0.8200000000000005,174.2498665968715,0.8200000000000005,190.078853787635,0.8200000000000005,205.1825843537538,0.8200000000000005,219.6621277799917,0.8200000000000005,246.9831927964707,0.8200000000000005,272.3906054708658,0.8200000000000005,296.1256160192997,0.8200000000000005,318.3737908077294,0.8200000000000005,339.2855330272457,0.8200000000000005,358.986805634391,0.8200000000000005,377.5854289039945
0.8300000000000005,97.88549916215993,0.8300000000000005,112.2742400472572,0.8300000000000005,134.1755672125157,0.8300000000000005,152.0586032567098,0.8300000000000005,168.3554662433056,0.8300000000000005,183.7463641868798,0.8300000000000005,198.4461103614937,0.8300000000000005,212.5499825470264,0.8300000000000005,239.1916901062017,0.8300000000000005,264.0009745984902,0.8300000000000005,287.2060155807777,0.8300000000000005,308.9824408491544,0.8300000000000005,329.4727353654794,0.8300000000000005,348.796373583492,0.8300000000000005,367.0557596421253
0.8400000000000005,94.66105570450426,0.8400000000000005,108.4334148556513,0.8400000000000005,129.5206063491913,0.8400000000000005,146.8364479259076,0.8400000000000005,162.6554148282941,0.8400000000000005,177.6140507435994,0.8400000000000005,191.9140855153964,0.8400000000000005,205.6453295608361,0.8400000000000005,231.6107763125908,0.8400000000000005,255.8218451211024,0.8400000000000005,278.494360295939,0.8400000000000005,299.7945504883395,0.8400000000000005,319.8574020160589,0.8400000000000005,338.7962328211512,0.8400000000000005,356.7082963763821
0.8500000000000005,91.54612405164775,0.8500000000000005,104.7305476615417,0.8500000000000005,125.0334699751042,0.8500000000000005,141.7958902426107,0.8500000000000005,157.1455167041232,0.8500000000000005,171.6781422074235,0.8500000000000005,185.5832134379815,0.8500000000000005,198.9453802604458,0.8500000000000005,224.2387426633369,0.8500000000000005,247.8526355693742,0.8500000000000005,269.9912110178603,0.8500000000000005,290.8118153548772,0.8500000000000005,310.4423401105045,0.8500000000000005,328.9902679381281,0.8500000000000005,346.5479599822974
0.8600000000000005,88.53846733847989,0.8600000000000005,101.1619885227125,0.8600000000000005,120.7094017409252,0.8600000000000005,136.9321306725025,0.8600000000000005,151.8212276261545,0.8600000000000005,165.9344494515912,0.8600000000000005,179.4497109831118,0.8600000000000005,192.4467919082633,0.8600000000000005,217.0731976815544,0.8600000000000005,240.0919629870309,0.8600000000000005,261.6962188230058,0.8600000000000005,282.0349235287518,0.8600000000000005,301.2292616550797,0.8600000000000005,319.3811904947707,0.8600000000000005,336.5784294306829
0.8700000000000006,85.63559450496324,0.8700000000000006,97.72388908217357,0.8700000000000006,116.5434687531197,0.8700000000000006,132.2401492426766,0.8700000000000006,146.6777227693315,0.8700000000000006,160.3784396402497,0.8700000000000006,173.5093883165139,0.8700000000000006,186.1457532228242,0.8700000000000006,210.1111626436402,0.8700000000000006,232.5377465439052,0.8700000000000006,253.6082351642127,0.8700000000000006,273.4636708131022,0.8700000000000006,292.2189026901187,0.8700000000000006,309.9706610117406,0.8700000000000006,326.8022657183207
0.8800000000000006,82.83481048560185,0.8800000000000006,94.4122534246718,0.8800000000000006,112.5306144576374,0.8800000000000006,127.7147635071649,0.8800000000000006,141.7099606203527,0.8800000000000006,155.005306068491,0.8800000000000006,167.757724471044,0.8800000000000006,180.038065318364,0.8800000000000006,203.3491621566937,0.8800000000000006,225.1873062208101,0.8800000000000006,245.7254172258377,0.8800000000000006,265.0970714676923,0.8800000000000006,283.4111382665112,0.8800000000000006,300.7594072073132,0.8800000000000006,317.2210325246668
0.8900000000000006,80.13326221635361,0.8900000000000006,91.2229843282458,0.8900000000000006,108.6657067965807,0.8900000000000006,123.3506816306196,0.8900000000000006,136.9127417505892,0.8900000000000006,149.8100326212763,0.8900000000000006,162.1899372713459,0.8900000000000006,174.1192167961165,0.8900000000000006,196.7833085775748,0.8900000000000006,218.0374551966349,0.8900000000000006,238.0453269933832,0.8900000000000006,256.9334627933355,0.8900000000000006,274.805091507709,0.8900000000000006,291.747336628998,0.8900000000000006,307.8354116273857
0.9000000000000006,77.52798012487891,0.9000000000000006,88.15192458468498,0.9000000000000006,104.9435812262149,0.9000000000000006,119.1425501005743,0.9000000000000006,132.2807619260619,0.9000000000000006,144.7874522663949,0.9000000000000006,156.8010470067763,0.9000000000000006,168.3844523304607,0.9000000000000006,190.4093795391552,0.9000000000000006,211.0845851157941,0.9000000000000006,230.5650231195466,0.9000000000000006,248.9706025481183,0.9000000000000006,266.3992356348844,0.9000000000000006,282.93364245446,0.9000000000000006,298.645311750055
0.9100000000000006,75.01591500684923,0.9100000000000006,85.19489332114186,0.9100000000000006,101.3590784799625,0.9100000000000006,115.0849958996184,0.9100000000000006,127.8086593498878,0.9100000000000006,139.9322993502178,0.9100000000000006,151.5859335977102,0.9100000000000006,162.8288344708673,0.9100000000000006,184.2228882494589,0.9100000000000006,204.3247438349244,0.9100000000000006,223.2811451096267,0.9100000000000006,241.2057586360836,0.9100000000000006,258.1914883096583,0.9100000000000006,274.3169017294361,0.9100000000000006,289.6499700237562
0.9200000000000006,72.59397036444852,0.9200000000000006,82.34771744115149,0.9200000000000006,97.90707717251151,0.9200000000000006,111.1726632012974,0.9200000000000006,123.4910560797387,0.9200000000000006,135.2392557238632,0.9200000000000006,146.5393872695225,0.9200000000000006,157.4472986594457,0.9200000000000006,178.2191465264032,0.9200000000000006,197.7537055630513,0.9200000000000006,216.1899896821644,0.9200000000000006,233.6357908586894,0.9200000000000006,250.1792980155597,0.9200000000000006,265.8951656915224,0.9200000000000006,280.8480456395448
0.9300000000000006,70.25903040459677,0.9300000000000006,79.60625843087441,0.9300000000000006,94.58252148728933,0.9300000000000006,107.4002448151826,0.9300000000000006,119.3225938361627,0.9300000000000006,130.7029909101514,0.9300000000000006,141.6561529396675,0.9300000000000006,152.2347016629495,0.9300000000000006,172.3933207458247,0.9300000000000006,191.3670335396704,0.9300000000000006,209.2875794061722,0.9300000000000006,226.2572247802059,0.9300000000000006,242.3597224735189,0.9300000000000006,257.6660421170002,0.9300000000000006,272.2377055686806
0.9400000000000006,68.00798397429708,0.9400000000000006,76.96643485795694,0.9400000000000006,91.38044428375623,0.9400000000000006,103.7625087126662,0.9400000000000006,115.2979645327992,0.9400000000000006,126.3181966443938,0.9400000000000006,136.9309686526958,0.9400000000000006,147.1858637539695,0.9400000000000006,166.7404810287932,0.9400000000000006,185.1601355568521,0.9400000000000006,202.5697238911674,0.9400000000000006,219.0663179456068,0.9400000000000006,234.7294992873554,0.9400000000000006,249.6267698404657,0.9400000000000006,263.8167024523556
0.9500000000000006,65.83774475813235,0.9500000000000006,74.42424093669123,0.9500000000000006,88.295986015491,0.9500000000000006,100.2543200285121,0.9500000000000006,111.4119359301226,0.9500000000000006,122.0796161984754,0.9500000000000006,132.3585984796661,0.9500000000000006,142.2956050627352,0.9500000000000006,161.2556440914389,0.9500000000000006,179.1283127392252,0.9500000000000006,196.0320739251299,0.9500000000000006,212.0591188199731,0.9500000000000006,227.2851091564327,0.9500000000000006,241.7742857482765,0.9500000000000006,255.5824449235166
0.9600000000000006,63.74526808608849,0.9600000000000006,71.97576155314643,0.9600000000000006,85.32440987497661,0.9600000000000006,96.8706589647289,0.9600000000000006,107.659372851122,0.9600000000000006,117.9820689388708,0.9600000000000006,127.9338603437054,0.9600000000000006,137.5587765701633,0.9600000000000006,155.9338102379641,0.9600000000000006,173.266802062016,0.9600000000000006,189.6701690309708,0.9600000000000006,205.2315189029349,0.9600000000000006,220.0228320863805,0.9600000000000006,234.105284650608,0.9600000000000006,247.5320607363029
0.9700000000000006,61.72756470508098,0.9700000000000006,69.61718414486222,0.9700000000000006,82.46111358453676,0.9700000000000006,93.606635031538,0.9700000000000006,104.0352544094302,0.9700000000000006,114.020470584552,0.9700000000000006,123.6516492516316,0.9700000000000006,132.9702862340066,0.9700000000000006,150.7699950048703,0.9700000000000006,167.5708131216491,0.9700000000000006,183.4794789538348,0.9700000000000006,198.5792985216222,0.9700000000000006,212.9387970868738,0.9700000000000006,226.6162725018846,0.9700000000000006,239.6624531509154
0.9800000000000006,59.78171185998084,0.9800000000000006,67.34480781735746,0.9800000000000006,79.70163824145837,0.9800000000000006,90.45749805195607,0.9800000000000006,100.5346876947926,0.9800000000000006,110.1898496273227,0.9800000000000006,119.5069564103185,0.9800000000000006,128.5251207407334,0.9800000000000006,145.7592559701253,0.9800000000000006,162.0355596846089,0.9800000000000006,177.4554396089617,0.9800000000000006,192.0981668287747,0.9800000000000006,206.0290258750526,0.9800000000000006,219.3036134763637,0.9800000000000006,231.9703510651702
0.9900000000000007,57.90486201369019,0.9900000000000007,65.15505005857345,0.9900000000000007,77.04167460394542,0.9900000000000007,87.41864633708236,0.9900000000000007,97.15291834300039,0.9900000000000007,106.4853603607758,0.9900000000000007,115.494884691378,0.9900000000000007,124.2183633621608,0.9900000000000007,140.8967152306133,0.9900000000000007,156.6562865337962,0.9900000000000007,171.5934840178949,0.9900000000000007,185.7837965364675,0.9900000000000007,199.2894711122963,0.9900000000000007,212.1635714193847,0.9900000000000007,224.4523534035459
1.000000000000001,56.09424951406924,1.000000000000001,63.04445138589541,1.000000000000001,74.47706717705556,1.000000000000001,84.48563241264176,1.000000000000001,93.88533839178872,1.000000000000001,102.9022929391204,1.000000000000001,111.6106608836073,1.000000000000001,120.0452083725514,1.000000000000001,136.1775780301853,1.000000000000001,151.4282921137239,1.000000000000001,165.8890687465577,1.000000000000001,179.6318539052901,1.000000000000001,192.716049695694,1.000000000000001,205.1923461936765,1.000000000000001,217.1049682789151
