pch18_ft (ll=3.5e-07) X,pch18_ft (ll=3.5e-07) Y,pch18_ft (ll=4e-07) X,pch18_ft (ll=4e-07) Y,pch18_ft (ll=5e-07) X,pch18_ft (ll=5e-07) Y,pch18_ft (ll=6e-07) X,pch18_ft (ll=6e-07) Y,pch18_ft (ll=7e-07) X,pch18_ft (ll=7e-07) Y,pch18_ft (ll=8e-07) X,pch18_ft (ll=8e-07) Y,pch18_ft (ll=9e-07) X,pch18_ft (ll=9e-07) Y,pch18_ft (ll=1e-06) X,pch18_ft (ll=1e-06) Y,pch18_ft (ll=1.2e-06) X,pch18_ft (ll=1.2e-06) Y,pch18_ft (ll=1.4e-06) X,pch18_ft (ll=1.4e-06) Y,pch18_ft (ll=1.6e-06) X,pch18_ft (ll=1.6e-06) Y,pch18_ft (ll=1.8e-06) X,pch18_ft (ll=1.8e-06) Y,pch18_ft (ll=2e-06) X,pch18_ft (ll=2e-06) Y,pch18_ft (ll=2.2e-06) X,pch18_ft (ll=2.2e-06) Y,pch18_ft (ll=2.4e-06) X,pch18_ft (ll=2.4e-06) Y
0.4900000000000003,-665552568.9965483,0.4900000000000003,-524210406.990168,0.4900000000000003,-350997652.4663997,0.4900000000000003,-250880663.9448282,0.4900000000000003,-187708862.0034973,0.4900000000000003,-145430581.7205406,0.4900000000000003,-115833829.9812363,0.4900000000000003,-94353723.99082886,0.4900000000000003,-65987820.55920152,0.4900000000000003,-48678864.31324472,0.4900000000000003,-37365925.85183997,0.4900000000000003,-29575838.95485525,0.4900000000000003,-23987510.13741404,0.4900000000000003,-19844472.63458747,0.4900000000000003,-16688753.33975654
0.5000000000000002,-726351562.6277604,0.5000000000000002,-569056471.3328812,0.5000000000000002,-377945430.4455822,0.5000000000000002,-268662070.2950534,0.5000000000000002,-200243641.7325299,0.5000000000000002,-154709937.3609207,0.5000000000000002,-122965442.7704271,0.5000000000000002,-99998663.34629662,0.5000000000000002,-69769414.12373456,0.5000000000000002,-51384299.3930769,0.5000000000000002,-39395602.06230761,0.5000000000000002,-31154119.48059078,0.5000000000000002,-25249604.71035925,0.5000000000000002,-20876611.3981002,0.5000000000000002,-17548478.57056735
0.5100000000000002,-789614605.9874514,0.5100000000000002,-615586839.6670626,0.5100000000000002,-405840720.1246772,0.5100000000000002,-287072010.3297929,0.5100000000000002,-213236763.1657178,0.5100000000000002,-164343028.0493575,0.5100000000000002,-130380333.4915442,0.5100000000000002,-105876457.6491524,0.5100000000000002,-73717223.03071158,0.5100000000000002,-54214672.01141812,0.5100000000000002,-41522715.37296763,0.5100000000000002,-32810549.94850309,0.5100000000000002,-26575786.0379238,0.5100000000000002,-21962262.21604796,0.5100000000000002,-18453562.0299149
0.5200000000000002,-855447904.0892016,0.5200000000000002,-663924436.8065504,0.5200000000000002,-434800683.0122365,0.5200000000000002,-306206668.0632204,0.5200000000000002,-226764485.8682447,0.5200000000000002,-174390292.5891121,0.5200000000000002,-138126919.1410599,0.5200000000000002,-112026436.3782105,0.5200000000000002,-77858303.77974485,0.5200000000000002,-57189528.10257415,0.5200000000000002,-43761959.77643073,0.5200000000000002,-34556538.19422326,0.5200000000000002,-27975146.08258167,0.5200000000000002,-23108829.80268094,0.5200000000000002,-19410144.30155457
0.5300000000000002,-924023518.4624234,0.5300000000000002,-714236308.5613801,0.5300000000000002,-464960659.1200117,0.5300000000000002,-326168723.4867133,0.5300000000000002,-240904417.2376996,0.5300000000000002,-184911260.3033825,0.5300000000000002,-146251755.0585769,0.5300000000000002,-118485719.7382272,0.5300000000000002,-82217507.39769843,0.5300000000000002,-60326479.01239561,0.5300000000000002,-46126385.51091863,0.5300000000000002,-36402102.239964,0.5300000000000002,-29455596.73039967,0.5300000000000002,-24322709.45694828,0.5300000000000002,-20423495.37371689
0.5400000000000003,-995561485.106789,0.5400000000000003,-766716900.6165183,0.5400000000000003,-496462111.2412754,0.5400000000000003,-347059187.5401807,0.5400000000000003,-255729921.9966094,0.5400000000000003,-195960611.9372492,0.5400000000000003,-154796672.1557192,0.5400000000000003,-125287077.3492395,0.5400000000000003,-86816190.07265459,0.5400000000000003,-63640361.87302776,0.5400000000000003,-48626818.53147265,0.5400000000000003,-38355449.72479025,0.5400000000000003,-31023553.58747149,0.5400000000000003,-25609042.07465739,0.5400000000000003,-21497820.07352454
0.5500000000000003,-1070307366.396958,0.5500000000000003,-821569711.7761021,0.5500000000000003,-529441266.9152072,0.5500000000000003,-368970380.9394723,0.5500000000000003,-271305620.5364709,0.5500000000000003,-207585169.2384897,0.5500000000000003,-163796683.559624,0.5500000000000003,-132457422.009691,0.5500000000000003,-91671365.01427427,0.5500000000000003,-67142718.33952099,0.5500000000000003,-51271518.23179819,0.5500000000000003,-40422741.31866778,0.5500000000000003,-32683765.64249386,0.5500000000000003,-26971587.38215581,0.5500000000000003,-22636161.11159687
0.5600000000000003,-1148508852.772576,0.5600000000000003,-878989823.8553846,0.5600000000000003,-564019555.7734343,0.5600000000000003,-391980518.4303243,0.5600000000000003,-287684157.7261267,0.5600000000000003,-219821868.9745754,0.5600000000000003,-173278658.8451754,0.5600000000000003,-140016910.6016774,0.5600000000000003,-96795252.80610386,0.5600000000000003,-70841550.43579845,0.5600000000000003,-54066037.18379227,0.5600000000000003,-42608007.09968431,0.5600000000000003,-34439264.34937342,0.5600000000000003,-28412692.76504898,0.5600000000000003,-23840380.25306186
0.5700000000000003,-1230394260.284172,0.5700000000000003,-939149010.309912,0.5700000000000003,-600296376.4495993,0.5700000000000003,-416150012.170309,0.5700000000000003,-304904209.4622879,0.5700000000000003,-232696641.424028,0.5700000000000003,-183260675.2821414,0.5700000000000003,-147978564.3952333,0.5700000000000003,-102195158.2207604,0.5700000000000003,-74741296.77843735,0.5700000000000003,-57013238.05608106,0.5700000000000003,-44913179.94508696,0.5700000000000003,-36291402.83487174,0.5700000000000003,-29933333.44452691,0.5700000000000003,-25111197.25912064
0.5800000000000003,-1316154742.131169,0.5800000000000003,-1002184303.520038,0.5800000000000003,-638344281.5191771,0.5800000000000003,-441519374.7980105,0.5800000000000003,-322989569.3196675,0.5800000000000003,-246224044.4042407,0.5800000000000003,-193751916.6274285,0.5800000000000003,-156348298.952825,0.5800000000000003,-107873595.0044012,0.5800000000000003,-78842971.72376415,0.5800000000000003,-60113424.35120191,0.5800000000000003,-47338212.26873489,0.5800000000000003,-38239958.4374807,0.5800000000000003,-31533202.22490583,0.5800000000000003,-26448268.58114359
0.5900000000000003,-1405931061.478434,0.5900000000000003,-1068190235.167266,0.5900000000000003,-678206380.4359545,0.5900000000000003,-468108479.7017397,0.5900000000000003,-341949106.0969067,0.5900000000000003,-260407484.339789,0.5900000000000003,-204752985.2525316,0.5900000000000003,-165125256.0538916,0.5900000000000003,-113828586.9042861,0.5900000000000003,-83144417.10734816,0.5900000000000003,-63364548.04882042,0.5900000000000003,-49881248.03400356,0.5900000000000003,-40283276.58895634,0.5900000000000003,-33210831.16354318,0.5900000000000003,-27850291.35167895
0.6000000000000003,-1499805026.665689,0.6000000000000003,-1137214517.883023,0.6000000000000003,-719895613.801789,0.6000000000000003,-495916895.5367059,0.6000000000000003,-361777380.1121995,0.6000000000000003,-275239865.9519522,0.6000000000000003,-216256507.3870811,0.6000000000000003,-174302344.5046342,0.6000000000000003,-120054085.6020092,0.6000000000000003,-87640626.13764665,0.6000000000000003,-66762465.10048364,0.6000000000000003,-52538828.28206081,0.6000000000000003,-42418439.19397509,0.6000000000000003,-34963731.77028902,0.6000000000000003,-29315121.78718504
0.6100000000000003,-1597795209.666777,0.6100000000000003,-1209256693.575207,0.6100000000000003,-763395508.3443747,0.6100000000000003,-524925022.3206146,0.6100000000000003,-382455729.0220533,0.6100000000000003,-290704535.8088485,0.6100000000000003,-228247932.484109,0.6100000000000003,-183866914.9501635,0.6100000000000003,-126540459.3902678,0.6100000000000003,-92324108.66403732,0.6100000000000003,-70301217.00327389,0.6100000000000003,-55306114.05926075,0.6100000000000003,-44641445.14586355,0.6100000000000003,-36788543.9794338,0.6100000000000003,-30839900.11988662
0.6200000000000003,-1699856318.809588,0.6200000000000003,-1284269182.911257,0.6200000000000003,-808662039.4596395,0.6200000000000003,-555095791.2909042,0.6200000000000003,-403953666.3717281,0.6200000000000003,-306776411.7392561,0.6200000000000003,-240706449.2245025,0.6200000000000003,-193801511.1042168,0.6200000000000003,-133275017.961647,0.6200000000000003,-97185275.10619488,0.6200000000000003,-73973322.57483792,0.6200000000000003,-58177115.09490388,0.6200000000000003,-46947394.10473134,0.6200000000000003,-38681186.92901739,0.6200000000000003,-32421176.4571158
0.6300000000000003,-1805881511.851217,0.6300000000000003,-1362160174.543816,0.6300000000000003,-855626274.6862416,0.6300000000000003,-586376732.7385527,0.6300000000000003,-426230468.4456092,0.6300000000000003,-323423214.4731986,0.6300000000000003,-253605959.195559,0.6300000000000003,-204084654.1447669,0.6300000000000003,-140242547.7700666,0.6300000000000003,-102212822.4971366,0.6300000000000003,-77770068.46125354,0.6300000000000003,-61144915.86900847,0.6300000000000003,-49330667.20063503,0.6300000000000003,-40637006.5925609,0.6300000000000003,-34055033.59575851
0.6400000000000003,-1915706950.783091,0.6400000000000003,-1442797845.703741,0.6400000000000003,-904197526.1089842,0.6400000000000003,-618702255.8023504,0.6400000000000003,-449236852.8951923,0.6400000000000003,-340606737.7927183,0.6400000000000003,-266916063.8972711,0.6400000000000003,-214691628.0581228,0.6400000000000003,-147425839.1928445,0.6400000000000003,-107394110.5826754,0.6400000000000003,-81681790.07243448,0.6400000000000003,-64201893.04300661,0.6400000000000003,-51785100.10893442,0.6400000000000003,-42650916.71328674,0.6400000000000003,-35737203.95214849
0.6500000000000004,-2029117965.442181,0.6500000000000004,-1526015476.965312,0.6500000000000004,-954266791.3900473,0.6500000000000004,-651996017.919598,0.6500000000000004,-472916674.9908367,0.6500000000000004,-358284108.9038658,0.6500000000000004,-280603031.7950291,0.6500000000000004,-225595241.9304488,0.6500000000000004,-154806191.6536959,0.6500000000000004,-112715519.1507639,0.6500000000000004,-85698136.89654896,0.6500000000000004,-67339919.88147698,0.6500000000000004,-54304145.20582295,0.6500000000000004,-44717530.48069214,0.6500000000000004,-37463178.56401271
0.6600000000000004,-2145856277.11028,0.6600000000000004,-1611617096.141728,0.6600000000000004,-1005710307.616372,0.6600000000000004,-686173288.786597,0.6600000000000004,-497208584.7470035,0.6600000000000004,-376409002.5008437,0.6600000000000004,-294630720.4635334,0.6600000000000004,-236766551.3170154,0.6600000000000004,-162363886.5147569,0.6600000000000004,-118162780.1448629,0.6600000000000004,-89808317.80619256,0.6600000000000004,-70550554.51178353,0.6600000000000004,-56881020.44134662,0.6600000000000004,-46831281.11990712,0.6600000000000004,-39228306.70967392
0.6700000000000004,-2265627818.507791,0.6700000000000004,-1699383351.870279,0.6700000000000004,-1058393078.975827,0.6700000000000004,-721143235.3015065,0.6700000000000004,-522047601.7724016,0.6700000000000004,-394932781.1034732,0.6700000000000004,-308961435.2934238,0.6700000000000004,-248175525.5481133,0.6700000000000004,-170078620.3662249,0.6700000000000004,-123721279.965235,0.6700000000000004,-94001323.26695098,0.6700000000000004,-73825209.82589899,0.6700000000000004,-59508843.30092503,0.6700000000000004,-48986530.14367474,0.6700000000000004,-41027885.15846604
0.6800000000000004,-2388110765.593329,0.6800000000000004,-1789077374.624302,0.6800000000000004,-1112172269.656768,0.6800000000000004,-756811071.4571207,0.6800000000000004,-547366575.6413093,0.6800000000000004,-413805541.5832103,0.6800000000000004,-323556711.4224232,0.6800000000000004,-259791651.666564,0.6800000000000004,-177929893.6529394,0.6800000000000004,-129376328.891847,0.6800000000000004,-98266122.44135217,0.6800000000000004,-77155303.6327211,0.6800000000000004,-62180748.84635342,0.6800000000000004,-51177662.50897487,0.6800000000000004,-42857236.46634758
0.6900000000000004,-2512963467.585698,0.6900000000000004,-1880450432.414541,0.6900000000000004,-1166900378.903942,0.6900000000000004,-793080031.7624977,0.6900000000000004,-573097508.7418011,0.6900000000000004,-432977053.9612859,0.6900000000000004,-338378009.9437711,0.6900000000000004,-271584468.9560285,0.6900000000000004,-185897351.5644079,0.6900000000000004,-135113395.8894292,0.6900000000000004,-102591834.1263425,0.6900000000000004,-80532388.37523521,0.6900000000000004,-64889991.3740731,0.6900000000000004,-53399168.35601413,0.6900000000000004,-44711776.08583827
0.7000000000000004,-2639832025.285249,0.7000000000000004,-1973247231.842736,0.7000000000000004,-1222428137.187701,0.7000000000000004,-829853139.3622527,0.7000000000000004,-599172726.4759932,0.7000000000000004,-452397583.920044,0.7000000000000004,-353387323.2753044,0.7000000000000004,-283524030.8780294,0.7000000000000004,-193961075.8655388,0.7000000000000004,-140918308.2292207,0.7000000000000004,-106967871.3012272,0.7000000000000004,-83948260.3547595,0.7000000000000004,-67630029.71555455,0.7000000000000004,-55645711.39579219,0.7000000000000004,-46587068.37638586
0.7100000000000004,-2768357325.286469,0.7100000000000004,-2067210753.77286,0.7100000000000004,-1278607081.812945,0.7100000000000004,-867034751.0724589,0.7100000000000004,-625525886.6417952,0.7100000000000004,-472018595.1763688,0.7100000000000004,-368547687.9400292,0.7100000000000004,-295581293.7491319,0.7100000000000004,-202101827.8842893,0.7100000000000004,-146777416.392911,0.7100000000000004,-111384059.7987662,0.7100000000000004,-87395048.9545643,0.7100000000000004,-70394596.63073526,0.7100000000000004,-57912184.35196563,0.7100000000000004,-48478871.87792829
0.7200000000000004,-2898181389.928179,0.7200000000000004,-2162086547.486563,0.7200000000000004,-1335291787.426423,0.7200000000000004,-904531871.2602787,0.7200000000000004,-652092825.904442,0.7200000000000004,-491793331.9634047,0.7200000000000004,-383823605.9284006,0.7200000000000004,-307728433.6607382,0.7200000000000004,-210301244.1925898,0.7200000000000004,-152677725.6035017,0.7200000000000004,-115830732.2362845,0.7200000000000004,-90865286.81973234,0.7200000000000004,-73177753.10398082,0.7200000000000004,-60193752.14737412,0.7200000000000004,-50383174.44170682
0.7300000000000004,-3028952950.139006,0.7300000000000004,-2257626438.067625,0.7300000000000004,-1392341741.887559,0.7300000000000004,-942255234.8854599,0.7300000000000004,-678812246.4630855,0.7300000000000004,-511677285.3364318,0.7300000000000004,-399181378.2633347,0.7300000000000004,-319939094.9524028,0.7300000000000004,-218541987.6021454,0.7300000000000004,-158606996.0426503,0.7300000000000004,-120298798.8465513,0.7300000000000004,-94351962.32150176,0.7300000000000004,-75973928.63671513,0.7300000000000004,-62485883.75035545,0.7300000000000004,-52296218.99406915
0.7400000000000004,-3160332190.558958,0.7400000000000004,-2353591628.854538,0.7400000000000004,-1449622870.800152,0.7400000000000004,-980120167.051396,0.7400000000000004,-705626250.2952681,0.7400000000000004,-531628549.8304141,0.7400000000000004,-414589356.348087,0.7400000000000004,-332188574.9775596,0.7400000000000004,-226807856.9355017,0.7400000000000004,-164553814.3568365,0.7400000000000004,-124779797.2243283,0.7400000000000004,-97848555.90859804,0.7400000000000004,-78777948.8387849,0.7400000000000004,-64784373.75852357,0.7400000000000004,-54214520.8393253
0.7500000000000004,-3291994653.071453,0.7500000000000004,-2449755203.905085,0.7500000000000004,-1507008724.574493,0.7500000000000004,-1018047232.037597,0.7500000000000004,-732480731.6970179,0.7500000000000004,-551608079.1380125,0.7500000000000004,-430018118.1372078,0.7500000000000004,-344453950.9439247,0.7500000000000004,-235083859.6246638,0.7500000000000004,-170507639.4263969,0.7500000000000004,-129265923.2553903,0.7500000000000004,-101349062.1268101,0.7500000000000004,-81585051.75340469,0.7500000000000004,-67085354.89963154,0.7500000000000004,-56134877.48808464
0.7600000000000005,-3423634315.772475,0.7600000000000005,-2545904054.346945,0.7600000000000005,-1564381350.161605,0.7600000000000005,-1055962689.003354,0.7600000000000005,-759325641.2385949,0.7600000000000005,-571579850.9618735,0.7600000000000005,-445440577.1472799,0.7600000000000005,-356714155.2845942,0.7600000000000005,-243356251.5468771,0.7600000000000005,-176458825.5819851,0.7600000000000005,-133750045.628571,0.7600000000000005,-104847999.1780038,0.7600000000000005,-84390894.41369896,0.7600000000000005,-69385302.67510395,0.7600000000000005,-58054372.03193986
0.7700000000000005,-3554965889.199876,0.7700000000000005,-2641840267.191151,0.7700000000000005,-1621631875.616971,0.7700000000000005,-1093798774.420353,0.7700000000000005,-786115135.7797381,0.7700000000000005,-591510952.0689839,0.7700000000000005,-460832032.8546697,0.7700000000000005,-368950006.3515481,0.7700000000000005,-251612548.6529583,0.7700000000000005,-182398626.519808,0.7700000000000005,-138225706.3615786,0.7700000000000005,-108340407.9016916,0.7700000000000005,-87191551.13130116,0.7700000000000005,-71681033.3692082,0.7700000000000005,-59970371.08006881
0.7800000000000005,-3685726390.36486,0.7800000000000005,-2737382025.774482,0.7800000000000005,-1678660839.549558,0.7800000000000005,-1131493832.924653,0.7800000000000005,-812807629.9203027,0.7800000000000005,-611371594.9075013,0.7800000000000005,-476170171.1677519,0.7800000000000005,-381144201.2659733,0.7800000000000005,-259841514.9090551,0.7800000000000005,-188319183.1126347,0.7800000000000005,-142687109.7149094,0.7800000000000005,-111821842.0094959,0.7800000000000005,-89983504.96978427,0.7800000000000005,-73969696.60432318,0.7800000000000005,-61880518.23552603
0.7900000000000005,-3815676068.051011,0.7900000000000005,-2832364077.765602,0.7900000000000005,-1735378299.513438,0.7900000000000005,-1168992318.831987,0.7900000000000005,-839365764.3188528,0.7900000000000005,-631135077.023399,0.7900000000000005,-491435023.4771746,0.7900000000000005,-393281277.5623216,0.7900000000000005,-268033130.8926121,0.7900000000000005,-194213498.1629079,0.7900000000000005,-147129101.7438681,0.7900000000000005,-115288351.2997294,0.7900000000000005,-92763633.76935647,0.7900000000000005,-76248763.5496591,0.7900000000000005,-63782724.0264798
0.8000000000000005,-3944598760.497029,0.8000000000000005,-2926637830.046201,0.8000000000000005,-1791703753.779216,0.8000000000000005,-1206244690.219519,0.8000000000000005,-865756305.8201225,0.8000000000000005,-650777694.0293733,0.8000000000000005,-506608892.3508191,0.8000000000000005,-405347549.8800839,0.8000000000000005,-276178547.0940726,0.8000000000000005,-200075400.9225466,0.8000000000000005,-151547142.5648501,0.8000000000000005,-118736459.4400183,0.8000000000000005,-95529191.97541602,0.8000000000000005,-78516011.79614247,0.8000000000000005,-65675153.12776829
0.8100000000000005,-4072301769.646567,0.8100000000000005,-3020071130.283889,0.8100000000000005,-1847565909.998546,0.8100000000000005,-1243207216.440333,0.8100000000000005,-891949993.4267117,0.8100000000000005,-670278616.1266873,0.8100000000000005,-521676251.3202105,0.8100000000000005,-417331027.4434556,0.8100000000000005,-284270025.6114513,0.8100000000000005,-205899503.9349124,0.8100000000000005,-155937273.2060634,0.8100000000000005,-122163137.7435455,0.8100000000000005,-98277789.39247803,0.8100000000000005,-80769507.80225022,0.8100000000000005,-67556209.61780339
0.8200000000000005,-4198615335.457882,0.8200000000000005,-3112547793.233023,0.8200000000000005,-1902902332.335948,0.8200000000000005,-1279841718.382779,0.8200000000000005,-917921342.9491134,0.8200000000000005,-689619737.2448462,0.8200000000000005,-536623625.4639699,0.8200000000000005,-429221317.4706241,0.8200000000000005,-292300873.5151969,0.8200000000000005,-211681154.4580217,0.8200000000000005,-160296078.6892769,0.8200000000000005,-125565776.1901037,0.8200000000000005,-101007367.8453492,0.8200000000000005,-83007587.70127092,0.8200000000000005,-69424520.92059867
0.8300000000000005,-4323391790.078103,0.8300000000000005,-3203966926.257735,0.8300000000000005,-1957658996.0195,0.8300000000000005,-1316115258.906443,0.8300000000000005,-943648421.7930173,0.8300000000000005,-708785504.8285375,0.8300000000000005,-551439458.6909482,0.8300000000000005,-441009519.0166767,0.8300000000000005,-300265370.7331441,0.8300000000000005,-217416382.4230694,0.8300000000000005,-164620648.7611751,0.8300000000000005,-128942152.7665437,0.8300000000000005,-103716176.5887005,0.8300000000000005,-85228837.14582124,0.8300000000000005,-71278920.98751128
0.8400000000000005,-4446504465.9074,0.8400000000000005,-3294242103.861392,0.8400000000000005,-2011789775.183495,0.8400000000000005,-1351999798.813659,0.8400000000000005,-969112603.878805,0.8400000000000005,-727762737.2217796,0.8400000000000005,-566113972.8023134,0.8400000000000005,-452688111.1073573,0.8400000000000005,-308158694.8785599,0.8400000000000005,-223101846.580928,0.8400000000000005,-168908537.4693392,0.8400000000000005,-132290402.0290413,0.8400000000000005,-106402747.1696646,0.8400000000000005,-87432070.75454205,0.8400000000000005,-73118433.18146002
0.8500000000000005,-4567846424.328575,0.8500000000000005,-3383300435.533402,0.8500000000000005,-2065255886.590923,0.8500000000000005,-1387471831.585917,0.8500000000000005,-994298313.2179886,0.8500000000000005,-746540434.5333611,0.8500000000000005,-580639022.6072147,0.8500000000000005,-464250838.3941147,0.8500000000000005,-315976845.0354837,0.8500000000000005,-228734780.2029861,0.8500000000000005,-173157722.5666739,0.8500000000000005,-135608983.627588,0.8500000000000005,-109065868.3199683,0.8500000000000005,-89616311.62214521,0.8500000000000005,-74942253.24066706
0.8600000000000005,-4687329063.859345,0.8600000000000005,-3471081565.423691,0.8600000000000005,-2118025308.502596,0.8600000000000005,-1422512008.020506,0.8600000000000005,-1019192763.251674,0.8600000000000005,-765109587.8493859,0.8600000000000005,-595007950.6049206,0.8600000000000005,-475692596.9716225,0.8600000000000005,-323716566.13495,0.8600000000000005,-234312937.4377653,0.8600000000000005,-177366565.5336267,0.8600000000000005,-138896651.3845297,0.8600000000000005,-111704561.3370097,0.8600000000000005,-91780771.25935988,0.8600000000000005,-76749732.62094754
0.8700000000000006,-4804880658.184344,0.8700000000000006,-3557536636.525988,0.8700000000000006,-2170072190.742448,0.8700000000000006,-1457104759.917852,0.8700000000000006,-1043785697.727882,0.8700000000000006,-783462990.7162617,0.8700000000000006,-609215444.0464268,0.8700000000000006,-487009322.4605239,0.8700000000000006,-331375275.2106535,0.8700000000000006,-239834541.186042,0.8700000000000006,-181533772.8330184,0.8700000000000006,-142152423.3860346,0.8700000000000006,-114318056.308738,0.8700000000000006,-93924830.2449902,0.8700000000000006,-78540362.44615163
0.8800000000000006,-4920444866.349634,0.8800000000000006,-3642627246.43313,0.8800000000000006,-2221376268.995537,0.8800000000000006,-1491237930.141604,0.8800000000000006,-1068069137.68602,0.8800000000000006,-801595055.9664457,0.8800000000000006,-623257396.5604359,0.8800000000000006,-498197881.9771675,0.8800000000000006,-338950990.5167142,0.8800000000000006,-245298233.1465753,0.8800000000000006,-185658358.858892,0.8800000000000006,-145375553.4288425,0.8800000000000006,-116905769.4457823,0.8800000000000006,-96048019.79874831,0.8800000000000006,-80313758.23590299
0.8900000000000006,-5033979249.651592,0.8900000000000006,-3726324416.489916,0.8900000000000006,-2271922293.628924,0.8900000000000006,-1524902414.731987,0.8900000000000006,-1092037138.042067,0.8900000000000006,-819501640.2082316,0.8900000000000006,-637130775.9772967,0.8900000000000006,-509255971.192062,0.8900000000000006,-346442264.2246878,0.8900000000000006,-250703026.5025777,0.8900000000000006,-189739610.90873,0.8900000000000006,-148565504.0646132,0.8900000000000006,-119467281.7059771,0.8900000000000006,-98150004.42058147,0.8900000000000006,-82069645.52812985
0.9000000000000006,-5145453822.621493,0.9000000000000006,-3808607591.418547,0.9000000000000006,-2321699480.88377,0.9000000000000006,-1558091821.311492,0.9000000000000006,-1115685556.332837,0.9000000000000006,-837179877.6515725,0.9000000000000006,-650833499.5105518,0.9000000000000006,-520182017.3188154,0.9000000000000006,-353848119.1909299,0.9000000000000006,-256048261.5648479,0.9000000000000006,-193777056.3968042,0.9000000000000006,-151721921.3999095,0.9000000000000006,-122002318.8305604,0.9000000000000006,-100230565.6893981,0.9000000000000006,-83807846.47059692
0.9100000000000006,-5254849659.119209,0.9100000000000006,-3889463682.286573,0.9100000000000006,-2370700992.162179,0.9100000000000006,-1590802146.782521,0.9100000000000006,-1139011835.380179,0.9100000000000006,-854628024.3918356,0.9100000000000006,-664364317.0558885,0.9100000000000006,-530975088.5732172,0.9100000000000006,-361167990.0967835,0.9100000000000006,-261333564.5593574,0.9100000000000006,-197770432.4340732,0.9100000000000006,-154844611.7402317,0.9100000000000006,-124510732.8570959,0.9100000000000006,-102289587.2706655,0.9100000000000006,-85528267.42011219
0.9200000000000006,-5362157568.958793,0.9200000000000006,-3968886162.045699,0.9200000000000006,-2418923445.321691,0.9200000000000006,-1623031476.2716,0.9200000000000006,-1162014800.969454,0.9200000000000006,-871845313.8162646,0.9200000000000006,-677722703.0369684,0.9200000000000006,-541634810.393225,0.9200000000000006,-368401669.1097038,0.9200000000000006,-266558809.6427024,0.9200000000000006,-201719657.8250298,0.9200000000000006,-157933520.1101949,0.9200000000000006,-126992485.1303399,0.9200000000000006,-104327041.1473367,0.9200000000000006,-87230887.55946313
0.9300000000000006,-5467376855.701244,0.9300000000000006,-4046874219.782792,0.9300000000000006,-2466366460.378175,0.9300000000000006,-1654779704.412227,0.9300000000000006,-1184694475.090189,0.9300000000000006,-888831823.4259118,0.9300000000000006,-690908756.9599556,0.9300000000000006,-552161288.5100858,0.9300000000000006,-375549256.0898151,0.9300000000000006,-271724084.1457096,0.9300000000000006,-205624807.472454,0.9300000000000006,-160988710.6373995,0.9300000000000006,-129447630.7977282,0.9300000000000006,-106342975.0610004,0.9300000000000006,-88915748.51968773
0.9400000000000006,-5570514162.236478,0.9400000000000006,-4123431977.261077,0.9400000000000006,-2513032240.781634,0.9400000000000006,-1686048279.360259,0.9400000000000006,-1207051904.849236,0.9400000000000006,-905588353.0697896,0.9400000000000006,-703923112.6269637,0.9400000000000006,-562555038.8028228,0.9400000000000006,-382611113.2698455,0.9400000000000006,-276829656.9808708,0.9400000000000006,-209486089.134987,0.9400000000000006,-164010348.7531901,0.9400000000000006,-131876304.7495999,0.9400000000000006,-108337501.1290575,0.9400000000000006,-90582944.9780899
0.9500000000000006,-5671582407.484006,0.9500000000000006,-4198567769.246141,0.9500000000000006,-2558925190.439804,0.9500000000000006,-1716839969.384812,0.9500000000000006,-1229089006.824248,0.9500000000000006,-922116314.3580649,0.9500000000000006,-716766855.7952538,0.9500000000000006,-572816923.7472434,0.9500000000000006,-389587824.2630241,0.9500000000000006,-281875950.1006333,0.9500000000000006,-213303822.4480053,0.9500000000000006,-166998685.1379421,0.9500000000000006,-134278708.9446069,0.9500000000000006,-110310785.588097,0.9500000000000006,-92232616.18976836
0.9600000000000006,-5770599814.901554,0.9600000000000006,-4272293487.45795,0.9600000000000006,-2604051565.893473,0.9600000000000006,-1747158651.453474,0.9600000000000006,-1250808426.36506,0.9600000000000006,-938417630.8483813,0.9600000000000006,-729441449.9476151,0.9600000000000006,-582948095.1811244,0.9600000000000006,-396480157.1999619,0.9600000000000006,-286863512.8583328,0.9600000000000006,-217078420.0935191,0.9600000000000006,-169954041.32025,0.9600000000000006,-136655101.0467398,0.9600000000000006,-112263039.6026287,0.9600000000000006,-93864938.40149753
0.9700000000000006,-5867589031.425915,0.9700000000000006,-4344623986.712289,0.9700000000000006,-2648419162.463685,0.9700000000000006,-1777009120.916043,0.9700000000000006,-1272213411.160194,0.9700000000000006,-954494648.474667,0.9700000000000006,-741948669.7521726,0.9700000000000006,-592949943.0438147,0.9700000000000006,-403289031.7583143,0.9700000000000006,-291792999.0994403,0.9700000000000006,-220810370.988111,0.9700000000000006,-172876796.8271946,0.9700000000000006,-139005784.2911785,0.9700000000000006,-114194511.0710877,0.9700000000000006,-95480118.09101288
