pch18_gm_gds (ll=3.5e-07) X,pch18_gm_gds (ll=3.5e-07) Y,pch18_gm_gds (ll=4e-07) X,pch18_gm_gds (ll=4e-07) Y,pch18_gm_gds (ll=5e-07) X,pch18_gm_gds (ll=5e-07) Y,pch18_gm_gds (ll=6e-07) X,pch18_gm_gds (ll=6e-07) Y,pch18_gm_gds (ll=7e-07) X,pch18_gm_gds (ll=7e-07) Y,pch18_gm_gds (ll=8e-07) X,pch18_gm_gds (ll=8e-07) Y,pch18_gm_gds (ll=9e-07) X,pch18_gm_gds (ll=9e-07) Y,pch18_gm_gds (ll=1e-06) X,pch18_gm_gds (ll=1e-06) Y,pch18_gm_gds (ll=1.2e-06) X,pch18_gm_gds (ll=1.2e-06) Y,pch18_gm_gds (ll=1.4e-06) X,pch18_gm_gds (ll=1.4e-06) Y,pch18_gm_gds (ll=1.6e-06) X,pch18_gm_gds (ll=1.6e-06) Y,pch18_gm_gds (ll=1.8e-06) X,pch18_gm_gds (ll=1.8e-06) Y,pch18_gm_gds (ll=2e-06) X,pch18_gm_gds (ll=2e-06) Y,pch18_gm_gds (ll=2.2e-06) X,pch18_gm_gds (ll=2.2e-06) Y,pch18_gm_gds (ll=2.4e-06) X,pch18_gm_gds (ll=2.4e-06) Y
0.4800000000000003,190.9045973168769,0.4800000000000003,241.270688405764,0.4800000000000003,304.885137837207,0.4800000000000003,341.1588459481126,0.4800000000000003,367.0074638668088,0.4800000000000003,387.8189446576916,0.4800000000000003,405.3645587505702,0.4800000000000003,420.4602439436501,0.4800000000000003,445.1792495574111,0.4800000000000003,464.59673557524,0.4800000000000003,480.2640863187634,0.4800000000000003,493.1765089975249,0.4800000000000003,504.0040234016615,0.4800000000000003,513.2149337397915,0.4800000000000003,521.1467066145968
0.4900000000000003,187.9712705509221,0.4900000000000003,237.1371591588906,0.4900000000000003,299.5456226543387,0.4900000000000003,335.6072303811392,0.4900000000000003,361.561776099423,0.4900000000000003,382.5804554766241,0.4900000000000003,400.3709005650576,0.4900000000000003,415.7248512518748,0.4900000000000003,440.9590003743233,0.4900000000000003,460.8602558342018,0.4900000000000003,476.9680976393256,0.4900000000000003,490.2769335242582,0.4900000000000003,501.4599426315616,0.4900000000000003,510.9897574491052,0.4900000000000003,519.2082387744323
0.5000000000000002,184.8960266204795,0.5000000000000002,232.8223437342382,0.5000000000000002,294.0038754984667,0.5000000000000002,329.8572072076408,0.5000000000000002,355.9269567737364,0.5000000000000002,377.1635090085151,0.5000000000000002,395.2097994104347,0.5000000000000002,410.8330221804877,0.5000000000000002,436.6037734197508,0.5000000000000002,457.0091174744645,0.5000000000000002,473.5764203396916,0.5000000000000002,487.2992404398098,0.5000000000000002,498.8539516610599,0.5000000000000002,508.7175935679236,0.5000000000000002,517.2365188875551
0.5100000000000002,181.7189251677785,0.5100000000000002,228.388320037114,0.5100000000000002,288.34672813219,0.5100000000000002,324.0035473500507,0.5100000000000002,350.1998619196614,0.5100000000000002,371.6649386850032,0.5100000000000002,389.9771801340196,0.5100000000000002,405.8793812783202,0.5100000000000002,432.2052536532766,0.5100000000000002,453.1321724254852,0.5100000000000002,470.1753974908391,0.5100000000000002,484.3276157525828,0.5100000000000002,496.268400255814,0.5100000000000002,506.4792312619982,0.5100000000000002,515.3110068628698
0.5200000000000002,178.4834901646629,0.5200000000000002,223.8979910395638,0.5200000000000002,282.6556132906172,0.5200000000000002,318.1311426775088,0.5200000000000002,344.4643153880866,0.5200000000000002,366.1662041793916,0.5200000000000002,384.751789048154,0.5200000000000002,400.9399449174997,0.5200000000000002,427.8344028655613,0.5200000000000002,449.2960619782255,0.5200000000000002,466.8280578494889,0.5200000000000002,481.422078911231,0.5200000000000002,493.7607932039014,0.5200000000000002,504.3300616749616,0.5200000000000002,513.4853050685257
0.5300000000000002,175.2315130354161,0.5300000000000002,219.4084716808144,0.5300000000000002,276.9993592893593,0.5300000000000002,312.3083351565536,0.5300000000000002,338.785137059383,0.5300000000000002,360.7280694540422,0.5300000000000002,379.5904364155404,0.5300000000000002,396.0678460442012,0.5300000000000002,423.5379483069559,0.5300000000000002,445.5422722688212,0.5300000000000002,463.5716028409569,0.5300000000000002,478.6163063473431,0.5300000000000002,491.3618820695797,0.5300000000000002,502.2983874396346,0.5300000000000002,511.7856475070993
0.5400000000000003,171.9989966372219,0.5400000000000003,214.9665031848719,0.5400000000000003,271.4301129854809,0.5400000000000003,306.5838013576304,0.5400000000000003,333.2058875336895,0.5400000000000003,355.3890525558989,0.5400000000000003,374.5270185808526,0.5400000000000003,391.2928239524946,0.5400000000000003,419.3385812004199,0.5400000000000003,441.8878373192563,0.5400000000000003,460.4184827781566,0.5400000000000003,475.9189925711891,0.5400000000000003,489.0772494820048,0.5400000000000003,500.3871856537768,0.5400000000000003,510.2128084777742
0.5500000000000003,168.8136273242338,0.5500000000000003,210.6061112565895,0.5500000000000003,265.9821759774362,0.5500000000000003,300.9864730514745,0.5500000000000003,327.7496125595388,0.5500000000000003,350.1667974608239,0.5500000000000003,369.5743772583673,0.5500000000000003,386.6234698948855,0.5500000000000003,415.2377697902173,0.5500000000000003,438.3285437466781,0.5500000000000003,457.3598848786095,0.5500000000000003,473.3175507234886,0.5500000000000003,486.8911738173991,0.5500000000000003,498.5781023404202,0.5500000000000003,508.7462016870706
0.5600000000000003,165.6937790894903,0.5600000000000003,206.3482649664438,0.5600000000000003,260.6731105950697,0.5600000000000003,295.5276403957274,0.5600000000000003,322.4216216633176,0.5600000000000003,345.0613380101338,0.5600000000000003,364.7279272694985,0.5600000000000003,382.0511360054564,0.5600000000000003,411.2200707402562,0.5600000000000003,434.8435129200217,0.5600000000000003,454.3705076307858,0.5600000000000003,470.7830289743576,0.5600000000000003,484.771653863185,0.5600000000000003,496.8365617128632,0.5600000000000003,507.3490569854566
0.5700000000000003,162.6487921301194,0.5700000000000003,202.2020364470966,0.5700000000000003,255.5063198123428,0.5700000000000003,290.2043314122474,0.5700000000000003,317.2133549865621,0.5700000000000003,340.0592953769994,0.5700000000000003,359.9700933104758,0.5700000000000003,377.5545526431255,0.5700000000000003,407.2579989363081,0.5700000000000003,431.4002369096865,0.5700000000000003,451.413712929887,0.5700000000000003,468.2753474993962,0.5700000000000003,482.675709781213,0.5700000000000003,495.1171166285368,0.5700000000000003,505.9738098838068
0.5800000000000003,159.6801448643903,0.5800000000000003,198.1666894741819,0.5800000000000003,250.4743526876863,0.5800000000000003,285.0031869170465,0.5800000000000003,312.1065654549068,0.5800000000000003,335.1382541520113,0.5800000000000003,355.2748203961971,0.5800000000000003,373.1044374319287,0.5800000000000003,403.3167711780177,0.5800000000000003,427.95940938652,0.5800000000000003,448.4464176081307,0.5800000000000003,465.7482341927778,0.5800000000000003,480.5543520919988,0.5800000000000003,493.3684432395521,0.5800000000000003,504.5671163753602
0.5900000000000003,156.7831274526241,0.5900000000000003,194.2341799409817,0.5900000000000003,245.562342530861,0.5900000000000003,279.9042543552839,0.5900000000000003,307.0772716843194,0.5900000000000003,330.2708031436009,0.5900000000000003,350.6116706051987,0.5900000000000003,368.6676310409255,0.5900000000000003,399.3584937671938,0.5900000000000003,424.4791470168187,0.5900000000000003,445.4233391701379,0.5900000000000003,463.1534888914139,0.5900000000000003,478.3568603725242,0.5900000000000003,491.5376312301894,0.5900000000000003,503.0741524859732
0.6000000000000003,153.9486838548573,0.6000000000000003,190.3916703422273,0.6000000000000003,240.7511734940848,0.6000000000000003,274.8843357436963,0.6000000000000003,302.0991557025005,0.6000000000000003,325.4279467956581,0.6000000000000003,345.9492374062089,0.6000000000000003,364.210511318448,0.6000000000000003,395.3455756539657,0.6000000000000003,420.9184038215915,0.6000000000000003,442.3004132965355,0.6000000000000003,460.4444050517815,0.6000000000000003,476.0342094602376,0.6000000000000003,489.573614496845,0.6000000000000003,501.4420491642589
0.6100000000000003,151.1651785872797,0.6100000000000003,186.6237946927977,0.6100000000000003,236.0201450816739,0.6100000000000003,269.9197045500995,0.6100000000000003,297.1462563013201,0.6100000000000003,320.581765114463,0.6100000000000003,341.2577759846517,0.6100000000000003,359.7016000416363,0.6100000000000003,391.2433038409337,0.6100000000000003,417.239530019075,0.6100000000000003,439.037344976365,0.6100000000000003,457.578318285707,0.6100000000000003,473.5416182742624,0.6100000000000003,487.429721824123,0.6100000000000003,499.622445611938
0.6200000000000003,148.4199352395219,0.6200000000000003,182.9145301258372,0.6200000000000003,231.3490407952796,0.6200000000000003,264.9881392121282,0.6200000000000003,292.1949346195744,0.6200000000000003,315.7073191216722,0.6200000000000003,336.5110614288051,0.6200000000000003,355.1133852155589,0.6200000000000003,387.0216190101063,0.6200000000000003,413.4100227148751,0.6200000000000003,435.5993468663949,0.6200000000000003,454.5183396840066,0.6200000000000003,470.8402823115267,0.6200000000000003,485.0654109476765,0.6200000000000003,497.5732262314635
0.6300000000000003,145.7004707341282,0.6300000000000003,179.2486236845323,0.6300000000000003,226.719601915845,0.6300000000000003,260.0703078969963,0.6300000000000003,287.2251676383006,0.6300000000000003,310.7838715829896,0.6300000000000003,331.6875543377234,0.6300000000000003,350.4234455421333,0.6300000000000003,382.6561870880081,0.6300000000000003,409.4035694191464,0.6300000000000003,431.9581690574699,0.6300000000000003,451.2343801265119,0.6300000000000003,467.898397320861,0.6300000000000003,482.4472943662328,0.6300000000000003,495.2595501260586
0.6400000000000003,142.9954063968738,0.6400000000000003,175.6125856234803,0.6400000000000003,222.1164650096796,0.6400000000000003,255.1505881572158,0.6400000000000003,282.2212674971831,0.6400000000000003,305.7955298843335,0.6400000000000003,326.7709866918912,0.6400000000000003,345.6149940035942,0.6400000000000003,378.1288886076173,0.6400000000000003,405.2005087333704,0.6400000000000003,428.0925458247991,0.6400000000000003,447.7035917112447,0.6400000000000003,464.6916004660213,0.6400000000000003,479.5495831776385,0.6400000000000003,492.6542992698139
0.6500000000000004,140.2950744837634,0.6500000000000004,171.9952978416087,0.6500000000000004,217.5276506326692,0.6500000000000004,250.2174264925229,0.6500000000000004,277.1721406338049,0.6500000000000004,300.7314303383752,0.6500000000000004,321.7504905901072,0.6500000000000004,340.6769653093077,0.6500000000000004,373.4278528902143,0.6500000000000004,400.7878360618728,0.6500000000000004,423.9881873426625,0.6500000000000004,443.9103540535595,0.6500000000000004,461.2029563220153,0.6500000000000004,476.3540757962207,0.6500000000000004,489.7380716906314
0.6600000000000004,137.5918601989524,0.6600000000000004,168.388303988298,0.6600000000000004,212.9446996682204,0.6600000000000004,245.2633458196203,0.6600000000000004,272.0712000089569,0.6600000000000004,295.5855800180101,0.6600000000000004,316.6203875970669,0.6600000000000004,335.6037659166897,0.6600000000000004,368.5471565518266,0.6600000000000004,396.158873851899,0.6600000000000004,419.6374354929431,0.6600000000000004,439.8459240374665,0.6600000000000004,457.4226056706343,0.6600000000000004,472.8498088860739,0.6600000000000004,486.4988363822809
0.6700000000000004,134.8803286345705,0.6700000000000004,164.7858523878168,0.6700000000000004,208.3625501869343,0.6700000000000004,240.2847008826361,0.6700000000000004,266.9160332307708,0.6700000000000004,290.3564602481341,0.6700000000000004,311.3797435109653,0.6700000000000004,330.3947917654563,0.6700000000000004,363.4862915648607,0.6700000000000004,391.3127112874092,0.6700000000000004,415.0386882027493,0.6700000000000004,435.5078528841902,0.6700000000000004,453.3471803652862,0.6700000000000004,469.0324731912098,0.6700000000000004,482.9313520593486
0.6800000000000004,132.1571873833545,0.6800000000000004,161.1847592596211,0.6800000000000004,203.7792372363984,0.6800000000000004,235.2812680361021,0.6800000000000004,261.707914223287,0.6800000000000004,285.0464798450349,0.6800000000000004,306.0317768089386,0.6800000000000004,325.0538020187787,0.6800000000000004,358.2494910253782,0.6800000000000004,386.2535012810783,0.6800000000000004,410.1956797616409,0.6800000000000004,430.8992575521362,0.6800000000000004,448.9790708288746,0.6800000000000004,464.9036803793115,0.6800000000000004,479.0364354390895
0.6900000000000004,129.421131973616,0.6900000000000004,157.584151535417,0.6900000000000004,199.1954844084146,0.6900000000000004,230.255740148043,0.6900000000000004,256.4512294592913,0.6900000000000004,279.6613490986324,0.6900000000000004,300.5831917008293,0.6900000000000004,319.5882196780111,0.6900000000000004,352.8449833612667,0.6900000000000004,380.9896853359929,0.6900000000000004,405.1166874861136,0.6900000000000004,426.0280165990898,0.6900000000000004,444.3256160574467,0.6900000000000004,460.4701505033191,0.6900000000000004,474.8201483840027
0.7000000000000004,126.6726150667103,0.7000000000000004,153.985138473582,0.7000000000000004,194.614241852841,0.7000000000000004,225.2131817959088,0.7000000000000004,251.1528736645046,0.7000000000000004,274.2094291527769,0.7000000000000004,295.0434902982127,0.7000000000000004,314.0084135092384,0.7000000000000004,347.2842294020704,0.7000000000000004,375.5332007208347,0.7000000000000004,399.8137191777697,0.7000000000000004,420.9059449204928,0.7000000000000004,439.3982704786443,0.7000000000000004,455.7428743404091,0.7000000000000004,470.2929580574616
0.7100000000000004,123.9135731150332,0.7100000000000004,150.3904508976162,0.7100000000000004,190.0402120629983,0.7100000000000004,220.1604856996327,0.7100000000000004,245.8216553831691,0.7100000000000004,268.701096825922,0.7100000000000004,289.4243037799817,0.7100000000000004,308.3270011258863,0.7100000000000004,341.5811822674571,0.7100000000000004,369.8987101090769,0.7100000000000004,394.3017217096683,0.7100000000000004,415.5479878444242,0.7100000000000004,434.2117882487503,0.7100000000000004,450.7362912568021,0.7100000000000004,465.4689107751449
0.7200000000000004,121.1471369041278,0.7200000000000004,146.8040772061896,0.7200000000000004,185.4793930046737,0.7200000000000004,215.1058590525356,0.7200000000000004,240.4677403722664,0.7200000000000004,263.1481524621349,0.7200000000000004,283.7387699954418,0.7200000000000004,302.5582006651391,0.7200000000000004,335.7515977291125,0.7200000000000004,364.1028816585914,0.7200000000000004,388.5978390373387,0.7200000000000004,409.9714631603544,0.7200000000000004,428.7834537981308,0.7200000000000004,445.4675115948085,0.7200000000000004,460.3648486946689
0.7300000000000004,118.3773456813222,0.7300000000000004,143.2309168198793,0.7300000000000004,180.9386583067718,0.7300000000000004,210.0583582675019,0.7300000000000004,235.1021505951716,0.7300000000000004,257.5632882048488,0.7300000000000004,278.0009747628477,0.7300000000000004,296.7172483347817,0.7300000000000004,329.8124125998957,0.7300000000000004,358.1637374832532,0.7300000000000004,382.7207379912379,0.7300000000000004,404.1953698074168,0.7300000000000004,423.1323776701165,0.7300000000000004,439.9556028983308,0.7300000000000004,454.9996888869076
0.7400000000000004,115.6088787071795,0.7400000000000004,139.6764646419696,0.7400000000000004,176.4253863072718,0.7400000000000004,205.0274826045074,0.7400000000000004,229.7363285301464,0.7400000000000004,251.9596260391493,0.7400000000000004,272.2254660810796,0.7400000000000004,290.8198910726036,0.7400000000000004,323.7812006850691,0.7400000000000004,352.1000804756432,0.7400000000000004,376.6900122516548,0.7400000000000004,398.2397740364813,0.7400000000000004,417.2788688370421,0.7400000000000004,434.2209514809442,0.7400000000000004,449.3937765689632
0.7500000000000004,112.8468131710018,0.7500000000000004,136.1465344280303,0.7500000000000004,171.9471436246618,0.7500000000000004,200.0228310026851,0.7500000000000004,224.381770389001,0.7500000000000004,246.3503288385063,0.7500000000000004,266.4268443597417,0.7500000000000004,284.8819574382394,0.7500000000000004,317.6757096854118,0.7500000000000004,345.9310032803226,0.7500000000000004,370.5256687445848,0.7500000000000004,392.125277705622,0.7500000000000004,411.243888535205,0.7500000000000004,428.2847047192956,0.7500000000000004,443.5683181810476
0.7600000000000005,110.096413487452,0.7600000000000005,132.6470245828075,0.7600000000000005,167.5114243906984,0.7600000000000005,195.053821955374,0.7600000000000005,219.0497273942343,0.7600000000000005,240.7482832134563,0.7600000000000005,260.6194273239346,0.7600000000000005,278.9190053875611,0.7600000000000005,311.5134779220055,0.7600000000000005,339.6754786518698,0.7600000000000005,364.2476960988308,0.7600000000000005,385.872568747047,0.7600000000000005,405.0485860286817,0.7600000000000005,422.1682948174956,0.7600000000000005,437.5448953520663
0.7700000000000005,107.3629539692582,0.7700000000000005,129.183726677759,0.7700000000000005,163.1254430902346,0.7700000000000005,190.1294731681638,0.7700000000000005,213.7509712095097,0.7700000000000005,235.1658499142231,0.7700000000000005,254.8169851891213,0.7700000000000005,272.9460424915338,0.7700000000000005,305.3115265965875,0.7700000000000005,333.3520272109991,0.7700000000000005,357.8757115285254,0.7700000000000005,379.5020505272831,0.7700000000000005,398.7139133627099,0.7700000000000005,415.893041416268,0.7700000000000005,431.3450574123203
0.7800000000000005,104.6515746453322,0.7800000000000005,125.7621747299278,0.7800000000000005,158.7959768596877,0.7800000000000005,185.2582357603801,0.7800000000000005,208.4956176877696,0.7800000000000005,229.6146756158482,0.7800000000000005,249.032539761772,0.7800000000000005,266.9773121917961,0.7800000000000005,299.0861212567694,0.7800000000000005,326.9784564919138,0.7800000000000005,351.428680319751,0.7800000000000005,373.0335445802368,0.7800000000000005,392.2603138816935,0.7800000000000005,409.4798280998782,0.7800000000000005,424.9899877621078
0.7900000000000005,101.9671684433811,0.7900000000000005,122.3875318224344,0.7900000000000005,154.5292518697485,0.7900000000000005,180.4478766691783,0.7900000000000005,203.293002050325,0.7900000000000005,224.105558872413,0.7900000000000005,243.2782200640832,0.7900000000000005,261.0261385992895,0.7900000000000005,292.8525949752635,0.7900000000000005,320.5716639364642,0.7900000000000005,344.9247007909909,0.7900000000000005,366.4860598234753,0.7900000000000005,385.7074778664671,0.7900000000000005,402.9488463911567,0.7900000000000005,418.5002379075058
0.8000000000000005,99.31429696073705,0.8000000000000005,119.0645098124293,0.8000000000000005,150.3308678066506,0.8000000000000005,175.7054024266349,0.8000000000000005,198.1515981694306,0.8000000000000005,218.6483625944788,0.8000000000000005,237.5651666349681,0.8000000000000005,255.1048218695167,0.8000000000000005,286.6252252082654,0.8000000000000005,314.1474958702746,0.8000000000000005,338.3808469059406,0.8000000000000005,359.8776206145654,0.8000000000000005,379.0741578375872,0.8000000000000005,396.3193999714313,0.8000000000000005,411.8955220843304
0.8100000000000005,96.69713146670257,0.8100000000000005,115.7973174858466,0.8100000000000005,146.2057544819895,0.8100000000000005,171.037017623943,0.8100000000000005,193.0789748263581,0.8100000000000005,213.2519656224105,0.8100000000000005,231.9034768755099,0.8100000000000005,249.2245763880805,0.8100000000000005,280.4171564464982,0.8100000000000005,307.7206545827577,0.8100000000000005,331.8130607420155,0.8100000000000005,353.2251459711447,0.8100000000000005,372.378035987536,0.8100000000000005,389.6097617330196,0.8100000000000005,405.1945652201788
0.8200000000000005,94.11941560836138,0.8200000000000005,112.5896325631125,0.8200000000000005,142.1581546365231,0.8200000000000005,166.448111509055,0.8200000000000005,188.081781984812,0.8200000000000005,207.9242461411012,0.8200000000000005,226.3021839673648,0.8200000000000005,243.3955041382605,0.8200000000000005,274.2403608502064,0.8200000000000005,301.3046456447029,0.8200000000000005,325.2360869670771,0.8200000000000005,346.5443721716865,0.8200000000000005,365.6356360488354,0.8200000000000005,382.8370760742869,0.8200000000000005,398.414996752377
0.8300000000000005,91.58444620016706,0.8300000000000005,109.4445930556094,0.8300000000000005,138.1916276592859,0.8300000000000005,161.9432669356031,0.8300000000000005,183.1657609485782,0.8300000000000005,202.6720905393479,0.8300000000000005,220.7692627620576,0.8300000000000005,237.6265964908782,0.8300000000000005,268.1056299056433,0.8300000000000005,294.9117584063849,0.8300000000000005,318.66344224352,0.8300000000000005,339.8498116771293,0.8300000000000005,358.8622725860872,0.8300000000000005,376.0172994886354,0.8300000000000005,391.573283426199
0.8400000000000005,89.09506876444033,0.8400000000000005,106.3648039612701,0.8400000000000005,134.3090693800231,0.8400000000000005,157.5262863969979,0.8400000000000005,178.335772823394,0.8400000000000005,197.5014218814468,0.8400000000000005,215.3116566027659,0.8400000000000005,231.9257582121954,0.8400000000000005,262.022590664171,0.8400000000000005,288.5530731018756,0.8400000000000005,312.1074129193927,0.8400000000000005,333.1547417136746,0.8400000000000005,352.072031064171,0.8400000000000005,369.1651728312175,0.8400000000000005,384.6846944978637
0.8500000000000005,86.65368470477496,0.8500000000000005,103.3523556566061,0.8500000000000005,130.5127437637927,0.8500000000000005,153.2002306315217,0.8500000000000005,173.5958404976873,0.8500000000000005,192.4172429766042,0.8500000000000005,209.9353198702405,0.8500000000000005,226.2998483184855,0.8500000000000005,255.9997409479311,0.8500000000000005,282.2384887860597,0.8500000000000005,305.5790751389025,0.8500000000000005,326.4712166004178,0.8500000000000005,345.2777727576801,0.8500000000000005,362.2942193309815,0.8500000000000005,377.7632934290229
0.8600000000000005,84.26226736213411,0.8600000000000005,100.4088508538911,0.8600000000000005,126.8043229591268,0.8600000000000005,148.9674659731359,0.8600000000000005,168.9492000823551,0.8600000000000005,187.4236897792308,0.8600000000000005,204.6452718036442,0.8600000000000005,220.7547331702243,0.8600000000000005,250.0444986661441,0.8600000000000005,275.9767670747773,0.8600000000000005,299.0883322277939,0.8600000000000005,319.8100986045876,0.8600000000000005,338.491159244373,0.8600000000000005,355.4167630718448,0.8600000000000005,370.8219507909746
0.8700000000000006,81.92238456686404,0.8700000000000006,97.53543747103035,0.8700000000000006,123.1849327538269,0.8700000000000006,144.8297172822082,0.8700000000000006,164.3983584434194,0.8700000000000006,182.5240915689201,0.8700000000000006,199.4456578773948,0.8700000000000006,215.2953479373726,0.8700000000000006,244.1632611286527,0.8700000000000006,269.7755873944756,0.8700000000000006,292.6439649315629,0.8700000000000006,313.181102815129,0.8700000000000006,331.7226919135485,0.8700000000000006,348.5439633378236,0.8700000000000006,363.8723737539735
0.8800000000000006,79.63522566583319,0.8800000000000006,94.7328452210462,0.8800000000000006,119.6552010472754,0.8800000000000006,140.7881238932366,0.8800000000000006,159.9451540951314,0.8800000000000006,177.7210350147371,0.8800000000000006,194.3398156863321,0.8800000000000006,209.9257632491795,0.8800000000000006,238.3614709348793,0.8800000000000006,263.6416101386578,0.8800000000000006,286.253690769031,0.8800000000000006,306.5928521977752,0.8800000000000006,324.9817625837973,0.8800000000000006,341.6858608668925,0.8800000000000006,356.9251481724741
0.8900000000000006,77.40163135152871,0.8900000000000006,92.00142414898131,0.8900000000000006,116.2153074438072,0.8900000000000006,136.8432965522361,0.8900000000000006,155.5908192846607,0.8900000000000006,173.0164298131832,0.8900000000000006,189.3303428924771,0.8900000000000006,204.6492544547142,0.8900000000000006,232.6436856436784,0.8900000000000006,257.5805447604366,0.8900000000000006,279.9242293940418,0.8900000000000006,300.0529396213772,0.8900000000000006,318.2767119412891,0.8900000000000006,334.8514326681995,0.8900000000000006,349.9897898801976
0.9000000000000006,75.22212493859553,0.9000000000000006,89.34118371853086,0.9000000000000006,112.8650325034156,0.9000000000000006,132.9953737813948,0.9000000000000006,151.3360415893299,0.9000000000000006,168.411574098981,0.9000000000000006,184.4191653127467,0.9000000000000006,199.4683714593781,0.9000000000000006,227.013648985489,0.9000000000000006,251.5972203949387,0.9000000000000006,273.6613714253545,0.9000000000000006,293.5679942107638,0.9000000000000006,311.6148930730444,0.9000000000000006,328.0486526141177,0.9000000000000006,343.0748023577199
0.9100000000000006,73.09694401714836,0.9100000000000006,86.75183137580579,0.9100000000000006,109.6038055540764,0.9100000000000006,129.2440765037476,0.9100000000000006,147.1810237645207,0.9100000000000006,163.9072182638496,0.9100000000000006,179.607603678503,0.9100000000000006,194.3850075671948,0.9100000000000006,221.474361861857,0.9100000000000006,245.6956571003169,0.9100000000000006,267.4700487057032,0.9100000000000006,287.1437498839646,0.9100000000000006,305.0027378714162,0.9100000000000006,321.2845555190741,0.9100000000000006,336.1877384345232
0.9200000000000006,71.026071659064,0.9200000000000006,84.23280979386389,0.9200000000000006,106.4307502774077,0.9200000000000006,125.5887600902103,0.9200000000000006,143.1255409292002,0.9200000000000006,159.5036261842041,0.9200000000000006,174.8964379788361,0.9200000000000006,189.4004661524008,0.9200000000000006,216.0281517908774,0.9200000000000006,239.8791362329659,0.9200000000000006,261.3544043854289,0.9200000000000006,280.7851143711453,0.9200000000000006,298.4458245268829,0.9200000000000006,314.5653028574084,0.9200000000000006,329.33526412526
0.9300000000000006,69.00926656367072,0.9300000000000006,81.7833322316752,0.9300000000000006,103.3447275314095,0.9300000000000006,122.0284632611191,0.9300000000000006,139.1689944625666,0.9300000000000006,155.200633160814,0.9300000000000006,170.2859686152572,0.9300000000000006,184.5155243121287,0.9300000000000006,210.6767398049946,0.9300000000000006,234.1502688338201,0.9300000000000006,255.317861597455,0.9300000000000006,274.4962373892299,0.9300000000000006,291.9489447069566,0.9300000000000006,307.8962486555954,0.9300000000000006,322.5232230842294
0.9400000000000006,67.04609170479281,0.9400000000000006,79.40241562913239,0.9400000000000006,100.344375076741,0.9400000000000006,118.561953491343,0.9400000000000006,135.3104622165176,0.9400000000000006,150.997700118349,0.9400000000000006,165.7760738533406,0.9400000000000006,179.7304929211891,0.9400000000000006,205.4213040960892,0.9400000000000006,228.5110612060061,0.9400000000000006,249.3631898032954,0.9400000000000006,268.2805769669733,0.9400000000000006,285.5161693440725,0.9400000000000006,301.2820044215716,0.9400000000000006,315.7567004913253
0.9500000000000006,65.13594118494557,0.9500000000000006,77.0889112103371,0.9500000000000006,97.42814403284345,0.9500000000000006,115.1877687390355,0.9500000000000006,131.5487448317951,0.9500000000000006,146.8939638080623,0.9500000000000006,161.3662632635207,0.9500000000000006,175.0452727273305,0.9500000000000006,200.2625399381219,0.9500000000000006,222.9629771131772,0.9500000000000006,243.4925681501176,0.9500000000000006,262.1409631825361,0.9500000000000006,279.1509122283983,0.9500000000000006,294.7265022513742,0.9500000000000006,309.0400854619019
0.9600000000000006,63.27806511814132,0.9600000000000006,74.84153248564969,0.9600000000000006,94.59433201349923,0.9600000000000006,111.904255450026,0.9600000000000006,127.8824080878322,0.9600000000000006,142.8882829094564,0.9600000000000006,157.0557270060684,0.9600000000000006,170.459406297744,0.9600000000000006,195.2007156069702,0.9600000000000006,217.5069962307896,0.9600000000000006,237.7076453916542,0.9600000000000006,256.0796587969313,0.9600000000000006,272.8559908291398,0.9600000000000006,288.2330554851506,0.9600000000000006,302.3771313095554
0.9700000000000006,61.4715924539461,0.9700000000000006,72.65888063373586,0.9700000000000006,91.84111298415664,0.9700000000000006,108.709602889147,0.9700000000000006,124.3098213240044,0.9700000000000006,138.979280043524,0.9700000000000006,152.8433809411187,0.9700000000000006,165.972125761939,0.9700000000000006,190.2357241666368,0.9700000000000006,212.1436686448511,0.9700000000000006,232.0095960986237,0.9700000000000006,250.0984164475206,0.9700000000000006,266.6336839538386,0.9700000000000006,281.8044164752314,0.9700000000000006,295.7710131839133
0.9800000000000006,59.71555172567963,0.9800000000000006,70.53946731262546,0.9800000000000006,89.16656395085546,0.9800000000000006,105.6018739221695,0.9800000000000006,120.8291920493958,0.9800000000000006,135.1653797971545,0.9800000000000006,148.7279076390754,0.9800000000000006,161.5823963981823,0.9800000000000006,185.367131107012,0.9800000000000006,206.8731653202311,0.9800000000000006,226.3991730213627,0.9800000000000006,244.198532209884,0.9800000000000006,260.4857860069527,0.9800000000000006,275.4428311857685,0.9800000000000006,289.2243827663522
0.9900000000000007,58.00888975843392,0.9900000000000007,68.48173499772857,0.9900000000000007,86.56868863774652,0.9900000000000007,102.5790324226426,0.9900000000000007,117.4385969142594,0.9900000000000007,131.4448429207685,0.9900000000000007,144.7077934361274,0.9900000000000007,157.2889561866121,0.9900000000000007,180.5942179063999,0.9900000000000007,201.6953245595261,0.9900000000000007,220.8767555747953,0.9900000000000007,238.3808954519907,0.9900000000000007,254.4136577290401,0.9900000000000007,269.1500904680818,0.9900000000000007,282.7394198356201
