nch18_Cdd_Cgg (ll=3.5e-07) X,nch18_Cdd_Cgg (ll=3.5e-07) Y,nch18_Cdd_Cgg (ll=4e-07) X,nch18_Cdd_Cgg (ll=4e-07) Y,nch18_Cdd_Cgg (ll=5e-07) X,nch18_Cdd_Cgg (ll=5e-07) Y,nch18_Cdd_Cgg (ll=6e-07) X,nch18_Cdd_Cgg (ll=6e-07) Y,nch18_Cdd_Cgg (ll=7e-07) X,nch18_Cdd_Cgg (ll=7e-07) Y,nch18_Cdd_Cgg (ll=8e-07) X,nch18_Cdd_Cgg (ll=8e-07) Y,nch18_Cdd_Cgg (ll=9e-07) X,nch18_Cdd_Cgg (ll=9e-07) Y,nch18_Cdd_Cgg (ll=1e-06) X,nch18_Cdd_Cgg (ll=1e-06) Y,nch18_Cdd_Cgg (ll=1.2e-06) X,nch18_Cdd_Cgg (ll=1.2e-06) Y,nch18_Cdd_Cgg (ll=1.4e-06) X,nch18_Cdd_Cgg (ll=1.4e-06) Y,nch18_Cdd_Cgg (ll=1.6e-06) X,nch18_Cdd_Cgg (ll=1.6e-06) Y,nch18_Cdd_Cgg (ll=1.8e-06) X,nch18_Cdd_Cgg (ll=1.8e-06) Y,nch18_Cdd_Cgg (ll=2e-06) X,nch18_Cdd_Cgg (ll=2e-06) Y,nch18_Cdd_Cgg (ll=2.2e-06) X,nch18_Cdd_Cgg (ll=2.2e-06) Y,nch18_Cdd_Cgg (ll=2.4e-06) X,nch18_Cdd_Cgg (ll=2.4e-06) Y
0.4900000000000003,0.148092366405977,0.4900000000000003,0.1300155861714412,0.4900000000000003,0.1036251542308281,0.4900000000000003,0.08558402479874318,0.4900000000000003,0.07262920176552037,0.4900000000000003,0.06294646105346288,0.4900000000000003,0.05546994518304473,0.4900000000000003,0.04954100115443074,0.4900000000000003,0.04076461244313771,0.4900000000000003,0.03460265446271051,0.4900000000000003,0.03005011858047252,0.4900000000000003,0.02655441692997438,0.4900000000000003,0.02378822712394043,0.4900000000000003,0.02154597072677673,0.4900000000000003,0.01969230434934627
0.5000000000000002,0.1439274562630221,0.5000000000000002,0.1262520739426981,0.5000000000000002,0.1005659366598307,0.5000000000000002,0.08307000415281071,0.5000000000000002,0.07052837661261847,0.5000000000000002,0.06116113321922501,0.5000000000000002,0.05392933211030349,0.5000000000000002,0.0481935494929243,0.5000000000000002,0.03969872660172317,0.5000000000000002,0.03372909461049991,0.5000000000000002,0.02931454418848039,0.5000000000000002,0.02592183253155637,0.5000000000000002,0.02323501527166766,0.5000000000000002,0.02105555903972542,0.5000000000000002,0.01925267794500293
0.5100000000000002,0.1401237760677359,0.5100000000000002,0.1228330590967522,0.5100000000000002,0.09780942441592498,0.5100000000000002,0.08081779724223211,0.5100000000000002,0.06865417360120953,0.5100000000000002,0.05957334581914266,0.5100000000000002,0.05256246702245798,0.5100000000000002,0.04700033876187748,0.5100000000000002,0.03875754854758151,0.5100000000000002,0.0329593532879215,0.5100000000000002,0.02866745926770816,0.5100000000000002,0.02536611747806337,0.5100000000000002,0.0227496169243328,0.5100000000000002,0.02062573606322143,0.5100000000000002,0.01886776043713446
0.5200000000000002,0.1366695001719774,0.5200000000000002,0.1197428359894426,0.5200000000000002,0.09533607680006118,0.5200000000000002,0.07880719473025603,0.5200000000000002,0.06698712239137744,0.5200000000000002,0.05816489113903985,0.5200000000000002,0.05135252978287862,0.5200000000000002,0.04594589280322009,0.5200000000000002,0.03792795019943922,0.5200000000000002,0.03228216909853104,0.5200000000000002,0.02809907190795847,0.5200000000000002,0.02487864698968891,0.5200000000000002,0.02232434748188727,0.5200000000000002,0.02024958597470958,0.5200000000000002,0.01853127365517328
0.5300000000000002,0.1335474202675154,0.5300000000000002,0.1169617084047941,0.5300000000000002,0.09312447887831113,0.5300000000000002,0.0770173939599911,0.5300000000000002,0.06550789067153406,0.5300000000000002,0.05691810691964664,0.5300000000000002,0.05028346655278352,0.5300000000000002,0.04501561494418064,0.5300000000000002,0.03719774768249256,0.5300000000000002,0.03168719833174927,0.5300000000000002,0.02760045237742697,0.5300000000000002,0.02445159673372145,0.5300000000000002,0.02195226318602688,0.5300000000000002,0.01992087912405843,0.5300000000000002,0.01823757649595687
0.5400000000000003,0.1307368466812038,0.5400000000000003,0.1144676577913519,0.5400000000000003,0.09115253700109341,0.5400000000000003,0.07542782644921407,0.5400000000000003,0.06419785433264956,0.5400000000000003,0.05581627109079406,0.5400000000000003,0.04934026458401963,0.5400000000000003,0.04419597974020733,0.5400000000000003,0.03655579288798157,0.5400000000000003,0.03116505393380953,0.5400000000000003,0.02716354304561453,0.5400000000000003,0.0240779360989754,0.5400000000000003,0.02162714463580799,0.5400000000000003,0.01963404978964213,0.5400000000000003,0.01798163932460777
0.5500000000000003,0.1282151404388392,0.5500000000000003,0.1122376390914439,0.5500000000000003,0.08939834835899194,0.5500000000000003,0.07401872319638936,0.5500000000000003,0.06303946169048184,0.5500000000000003,0.05484383473700497,0.5500000000000003,0.04850909876890235,0.5500000000000003,0.04347462176635161,0.5500000000000003,0.03599199600141034,0.5500000000000003,0.03070729589330528,0.5500000000000003,0.02678113268606075,0.5500000000000003,0.02375139446049576,0.5500000000000003,0.02134345924461011,0.5500000000000003,0.01938415713090273,0.5500000000000003,0.01775900470364869
0.5600000000000003,0.1259588974813302,0.5600000000000003,0.1102485454973007,0.5600000000000003,0.08784080229331405,0.5600000000000003,0.07277147488916896,0.5600000000000003,0.06201644254054545,0.5600000000000003,0.05398653682546133,0.5600000000000003,0.04777738686867873,0.5600000000000003,0.04284035279655136,0.5600000000000003,0.03549730201540942,0.5600000000000003,0.03030639050924069,0.5600000000000003,0.02644680884512432,0.5600000000000003,0.02346641146045231,0.5600000000000003,0.02109631173351484,0.5600000000000003,0.01916683699074145,0.5600000000000003,0.01756574099992396
0.5700000000000003,0.1239448266701217,0.5700000000000003,0.1084778944477228,0.5700000000000003,0.0864599697530912,0.5700000000000003,0.07166883736379372,0.5700000000000003,0.06111390432548607,0.5700000000000003,0.05323143558732346,0.5700000000000003,0.04713378221304505,0.5700000000000003,0.04228313129980776,0.5700000000000003,0.03506363826317035,0.5700000000000003,0.02995565118303522,0.5700000000000003,0.02615489800873473,0.5700000000000003,0.02321807903310014,0.5700000000000003,0.02088138895809881,0.5700000000000003,0.01897824979052207,0.5700000000000003,0.01739839331405387
0.5800000000000003,0.1221503712801338,0.5800000000000003,0.1069042886333339,0.5800000000000003,0.08523733126007593,0.5800000000000003,0.07069502422616564,0.5800000000000003,0.06031834910020515,0.5800000000000003,0.05256688350855492,0.5800000000000003,0.04656812560185505,0.5800000000000003,0.04179400197896554,0.5800000000000003,0.03468384523117471,0.5800000000000003,0.02964916962977625,0.5800000000000003,0.02590040028997563,0.5800000000000003,0.02300208042833208,0.5800000000000003,0.02069490329075625,0.5800000000000003,0.01881502798899007,0.5800000000000003,0.01725393464177826
0.5900000000000003,0.1205541239355762,0.5900000000000003,0.1055077017635953,0.5900000000000003,0.0841558857991095,0.5900000000000003,0.06983572008587284,0.5900000000000003,0.05961763722692823,0.5900000000000003,0.05198246613260582,0.5900000000000003,0.04607137235123802,0.5900000000000003,0.04136501812549113,0.5900000000000003,0.03435159922933713,0.5900000000000003,0.02938174358387718,0.5900000000000003,0.02567892313233538,0.5900000000000003,0.02281462967992777,0.5900000000000003,0.02053353727869534,0.5900000000000003,0.01867422530454386,0.5900000000000003,0.01712971908174979
0.6000000000000003,0.1191360807644306,0.6000000000000003,0.1042696322090181,0.6000000000000003,0.08320017487570863,0.6000000000000003,0.06907804023168125,0.6000000000000003,0.05900091719362067,0.6000000000000003,0.05146891940856042,0.6000000000000003,0.0456355058684029,0.6000000000000003,0.04098915574434555,0.6000000000000003,0.03406133273958165,0.6000000000000003,0.02914880500347106,0.6000000000000003,0.02548661691155162,0.6000000000000003,0.02265241367147229,0.6000000000000003,0.0203943912339688,0.6000000000000003,0.01855326900668728,0.6000000000000003,0.01702343814042316
0.6100000000000003,0.1178777742824101,0.6100000000000003,0.1031731601903859,0.6100000000000003,0.08235624847746767,0.6100000000000003,0.06841045613666805,0.6100000000000003,0.05845853567959949,0.6100000000000003,0.05101803604655777,0.6100000000000003,0.0452534456584908,0.6100000000000003,0.04066022553637877,0.6100000000000003,0.03380815624649011,0.6100000000000003,0.02894635129024504,0.6100000000000003,0.02532011417746621,0.6100000000000003,0.02251253804778905,0.6100000000000003,0.02027493467460949,0.6100000000000003,0.01844991596840487,0.6100000000000003,0.01693308066364166
0.6200000000000003,0.1167623176724132,0.6200000000000003,0.1022029370026514,0.6200000000000003,0.08161159323698307,0.6200000000000003,0.06782270097366079,0.6200000000000003,0.05798193788511865,0.6200000000000003,0.05062256809732647,0.6200000000000003,0.04491895507345163,0.6200000000000003,0.04037278672268377,0.6200000000000003,0.03358778390855253,0.6200000000000003,0.02877088099500351,0.6200000000000003,0.02517647348619309,0.6200000000000003,0.02239247760032425,0.6200000000000003,0.02017296203693839,0.6200000000000003,0.0183622127596576,0.6200000000000003,0.0168568965784226
0.6300000000000003,0.1157743865759329,0.6300000000000003,0.1013451283707948,0.6300000000000003,0.08095503781666741,0.6300000000000003,0.06730566524586486,0.6300000000000003,0.0575635650241284,0.6300000000000003,0.05027613056433412,0.6300000000000003,0.0446265522220458,0.6300000000000003,0.04012206518447669,0.6300000000000003,0.03339646441486912,0.6300000000000003,0.02861933475937528,0.6300000000000003,0.02505312823769701,0.6300000000000003,0.02229003134207483,0.6300000000000003,0.02008655275099381,0.6300000000000003,0.01828845979494058,0.6300000000000003,0.01679336440628082
0.6400000000000003,0.1149001587010791,0.6400000000000003,0.1005873286436418,0.6400000000000003,0.08037664635345955,0.6400000000000003,0.06685128952909992,0.6400000000000003,0.05719675356527903,0.6400000000000003,0.04997310910652161,0.6400000000000003,0.04437142610935545,0.6400000000000003,0.03990387732893264,0.6400000000000003,0.03323091767711604,0.6400000000000003,0.02848904176151122,0.6400000000000003,0.02494784058242133,0.6400000000000003,0.02220328222171943,0.6400000000000003,0.02001403556350991,0.6400000000000003,0.0182271793817576,0.6400000000000003,0.01674116237368027
0.6500000000000004,0.114127226645076,0.6500000000000004,0.09991845815184958,0.6500000000000004,0.0798676075736227,0.6500000000000004,0.0664524590030403,0.6500000000000004,0.05687563912323697,0.6500000000000004,0.04970857364281764,0.6500000000000004,0.04414935912955785,0.6500000000000004,0.03971456036015108,0.6500000000000004,0.03308827754287418,0.6500000000000004,0.02837767162076157,0.6500000000000004,0.02485866023902311,0.6500000000000004,0.02213056126354505,0.6500000000000004,0.01995395686911693,0.6500000000000004,0.01817708742056902,0.6500000000000004,0.01669914286870729
0.6600000000000004,0.113444495333192,0.6600000000000004,0.09932865260011961,0.6600000000000004,0.07942012475182561,0.6600000000000004,0.06610290275342218,0.6600000000000004,0.05659506670295975,0.6600000000000004,0.04947819880071382,0.6600000000000004,0.04395665639083999,0.6600000000000004,0.03955090914503639,0.6600000000000004,0.03296604041802905,0.6600000000000004,0.02828319152296331,0.6600000000000004,0.02478388793406108,0.6600000000000004,0.02207041582754279,0.6600000000000004,0.01990505274387506,0.6600000000000004,0.01813706845775255,0.6600000000000004,0.01666630995642974
0.6700000000000004,0.1128420723120871,0.6700000000000004,0.09880915070072804,0.6700000000000004,0.07902730988717266,0.6700000000000004,0.06579709961233556,0.6700000000000004,0.05635050816338715,0.6700000000000004,0.04927819156080801,0.6700000000000004,0.04379008192420458,0.6700000000000004,0.03941011954806942,0.6700000000000004,0.03286201950391487,0.6700000000000004,0.02820382821742172,0.6700000000000004,0.0247220431050694,0.6700000000000004,0.02202158163972371,0.6700000000000004,0.0198662243469554,0.6700000000000004,0.01810615377543787,0.6700000000000004,0.01664179965497121
0.6800000000000004,0.1123111566880926,0.6800000000000004,0.09835218424612654,0.6800000000000004,0.07868308416267739,0.6800000000000004,0.06553019145203441,0.6800000000000004,0.05613798719910508,0.6800000000000004,0.04910522606102421,0.6800000000000004,0.04364680155658628,0.6800000000000004,0.03928973791583077,0.6800000000000004,0.03277430425341153,0.6800000000000004,0.02813803448246657,0.6800000000000004,0.02467183548043663,0.6800000000000004,0.02198295823001557,0.6800000000000004,0.01983651635292674,0.6800000000000004,0.01808350220457374,0.6800000000000004,0.01662486268056829
0.6900000000000004,0.1118439306464096,0.6900000000000004,0.09795087333180018,0.6900000000000004,0.07838208582738417,0.6900000000000004,0.06529790426585393,0.6900000000000004,0.05595401176578803,0.6900000000000004,0.04895638528058025,0.6900000000000004,0.04352433206715405,0.6900000000000004,0.03918761628434533,0.6900000000000004,0.03270122460347526,0.6900000000000004,0.02808445963974278,0.6900000000000004,0.02463214014849732,0.6900000000000004,0.02195358742265773,0.6900000000000004,0.01981509808942635,0.6900000000000004,0.01806838336254133,0.6900000000000004,0.01661484938623304
0.7000000000000004,0.1114334561092013,0.7000000000000004,0.09759912836248137,0.7000000000000004,0.07811958599783113,0.7000000000000004,0.06509647698543172,0.7000000000000004,0.05579551364230326,0.7000000000000004,0.04882910918187519,0.7000000000000004,0.04342049616015574,0.7000000000000004,0.03910187283273812,0.7000000000000004,0.03264131953115314,0.7000000000000004,0.02804192370484931,0.7000000000000004,0.02460197574417688,0.7000000000000004,0.02193263454392224,0.7000000000000004,0.01980124707661318,0.7000000000000004,0.01806016303876519,0.7000000000000004,0.01661119664066081
0.7100000000000004,0.111073578086741,0.7100000000000004,0.09729155970982672,0.7100000000000004,0.07789141244372402,0.7100000000000004,0.0649225977413205,0.7100000000000004,0.05565979468800071,0.7100000000000004,0.04872114881687765,0.7100000000000004,0.04333338275369401,0.7100000000000004,0.039030857095852,0.7100000000000004,0.03259330949295675,0.7100000000000004,0.02800939478428457,0.7100000000000004,0.02458048540745807,0.7100000000000004,0.0219193720388587,0.7100000000000004,0.01979433469139179,0.7100000000000004,0.01805829047753058,0.7100000000000004,0.0166134164187157
0.7200000000000004,0.1107588355601781,0.7200000000000004,0.09702339536058222,0.7200000000000004,0.07769388114429555,0.7200000000000004,0.06477334713278343,0.7200000000000004,0.05554447928748132,0.7200000000000004,0.04863052588044035,0.7200000000000004,0.04326131208380356,0.7200000000000004,0.03897311946250526,0.7200000000000004,0.03255607233441653,0.7200000000000004,0.02798596935945704,0.7200000000000004,0.02456692019910358,0.7200000000000004,0.02191316521891854,0.7200000000000004,0.01979381370804529,0.7200000000000004,0.01806228733422418,0.7200000000000004,0.01662108590021933
0.7300000000000004,0.1104843802369169,0.7300000000000004,0.09679040653996641,0.7300000000000004,0.07752373523323257,0.7300000000000004,0.06464614800122646,0.7300000000000004,0.05544747245477265,0.7300000000000004,0.04855549719975163,0.7300000000000004,0.04320280514455676,0.7300000000000004,0.03892738451515828,0.7300000000000004,0.03252862229133541,0.7300000000000004,0.0279708551333619,0.7300000000000004,0.0245606246922437,0.7300000000000004,0.02191345989330591,0.7300000000000004,0.01979920749568728,0.7300000000000004,0.01807173810790432,0.7300000000000004,0.01663383889856621
0.7400000000000004,0.1102459031840796,0.7400000000000004,0.09658884106787316,0.7400000000000004,0.07737809085834411,0.7400000000000004,0.06453872117755782,0.7400000000000004,0.0553669230781581,0.7400000000000004,0.04849452367500336,0.7400000000000004,0.04315655701873364,0.7400000000000004,0.03889252780400056,0.7400000000000004,0.03251009174229726,0.7400000000000004,0.02796335615138231,0.7400000000000004,0.02456102449143355,0.7400000000000004,0.0219197716670772,0.7400000000000004,0.01981010068055355,0.7400000000000004,0.01808628187845426,0.7400000000000004,0.01665135846405403
0.7500000000000004,0.110039569127963,0.7500000000000004,0.09641536406886522,0.7500000000000004,0.07725438944269641,0.7500000000000004,0.06444904668004733,0.7500000000000004,0.05530119181418267,0.7500000000000004,0.04844624322282473,0.7500000000000004,0.04312141369350777,0.7500000000000004,0.03886755568899974,0.7500000000000004,0.0324997154103015,0.7500000000000004,0.02796285994247587,0.7500000000000004,0.02456761546212002,0.7500000000000004,0.02193167671726436,0.7500000000000004,0.01982613110675087,0.7500000000000004,0.01810560519989486,0.7500000000000004,0.0166733705281963
0.7600000000000005,0.1098619580735873,0.7600000000000005,0.09626700558278357,0.7600000000000005,0.07715035582839107,0.7600000000000005,0.06437532986372141,0.7600000000000005,0.05524882317612035,0.7600000000000005,0.04840944731502492,0.7600000000000005,0.04309635199713489,0.7600000000000005,0.03885158792385555,0.7600000000000005,0.03249681674785641,0.7600000000000005,0.02796882645932823,0.7600000000000005,0.02457995448212553,0.7600000000000005,0.02194880388388015,0.7600000000000005,0.01984698295208635,0.7600000000000005,0.01812943602228258,0.7600000000000005,0.01669963847431145
0.7700000000000005,0.1097100138220123,0.7700000000000005,0.09614111458992722,0.7700000000000005,0.07706396179893472,0.7700000000000005,0.06431597205604919,0.7700000000000005,0.05520852140233005,0.7700000000000005,0.0483830607463779,0.7700000000000005,0.0430804623325966,0.7700000000000005,0.038843842693661,0.7700000000000005,0.03250079627299599,0.7700000000000005,0.02798077862490912,0.7700000000000005,0.02459765155205655,0.7700000000000005,0.02197082793506413,0.7700000000000005,0.01987238087562768,0.7700000000000005,0.01815753853268234,0.7700000000000005,0.01672995853610952
0.7800000000000005,0.1095809989240075,0.7800000000000005,0.09603531895726104,0.7800000000000005,0.07699339450126035,0.7800000000000005,0.06426954525019346,0.7800000000000005,0.05517912972909506,0.7800000000000005,0.04836612430350224,0.7800000000000005,0.04307293392032881,0.7800000000000005,0.03884362385172499,0.7800000000000005,0.03251112165246785,0.7800000000000005,0.02799829431758989,0.7800000000000005,0.02462036312301927,0.7800000000000005,0.021997463884508,0.7800000000000005,0.019902085090431,0.7800000000000005,0.0181897088207839,0.7800000000000005,0.01676415593966141
0.7900000000000005,0.1094724555919174,0.7900000000000005,0.09594749081824405,0.7900000000000005,0.07693702931674208,0.7900000000000005,0.06423477046186775,0.7900000000000005,0.05515961272772041,0.7900000000000005,0.04835778004026891,0.7900000000000005,0.04307304229306201,0.7900000000000005,0.03885031012935881,0.7900000000000005,0.03252731935213737,0.7900000000000005,0.02802099964716473,0.7900000000000005,0.02464778651739468,0.7900000000000005,0.02202846225446141,0.7900000000000005,0.01993588726827963,0.7900000000000005,0.01822577128671378,0.7900000000000005,0.0168020817149504
0.8000000000000005,0.1093821720862691,0.8000000000000005,0.0958757169103112,0.8000000000000005,0.07689340675707591,0.8000000000000005,0.0642104993858576,0.8000000000000005,0.05514904139494615,0.8000000000000005,0.04835725889234418,0.8000000000000005,0.04308013881056443,0.8000000000000005,0.0388633461148743,0.8000000000000005,0.03254896769315449,0.8000000000000005,0.02804856338959901,0.8000000000000005,0.0246796553316056,0.8000000000000005,0.0220636051890229,0.8000000000000005,0.01997360719328297,0.8000000000000005,0.01826557571748243,0.8000000000000005,0.01684361011118362
0.8100000000000005,0.1093081540924681,0.8100000000000005,0.09581827340528282,0.8100000000000005,0.07686121298265251,0.8100000000000005,0.06419569901183839,0.8100000000000005,0.05514658070817099,0.8100000000000005,0.04836387038391699,0.8100000000000005,0.04309364198043123,0.8100000000000005,0.03888223481446108,0.8100000000000005,0.03257569116566951,0.8100000000000005,0.02808069245920524,0.8100000000000005,0.02471573571892359,0.8100000000000005,0.02210270333019879,0.8100000000000005,0.02001509008792568,0.8100000000000005,0.01830899496442924,0.8100000000000005,0.01688863655530351
0.8200000000000005,0.1092486006013919,0.8200000000000005,0.09577360477596557,0.8200000000000005,0.07683926355667431,0.8200000000000005,0.06418943887576785,0.8200000000000005,0.05515147937251962,0.8200000000000005,0.04837699419355093,0.8200000000000005,0.04311303038329988,0.8200000000000005,0.03890653161836199,0.8200000000000005,0.03260715586025795,0.8200000000000005,0.02811712830360421,0.8200000000000005,0.02475582345577339,0.8200000000000005,0.0221455933736988,0.8200000000000005,0.02006020453894572,0.8200000000000005,0.01835592315727357,0.8200000000000005,0.01693707609595924
0.8300000000000005,0.1092018838040703,0.8300000000000005,0.09574030624603985,0.8300000000000005,0.07682649005788991,0.8300000000000005,0.0641908806334401,0.8300000000000005,0.05516306149622081,0.8300000000000005,0.04839607335429528,0.8300000000000005,0.0431378370078599,0.8300000000000005,0.03893583950169126,0.8300000000000005,0.0326430658814898,0.8300000000000005,0.02815764410996077,0.8300000000000005,0.0247997416973277,0.8300000000000005,0.02219213622320345,0.8300000000000005,0.02010884095176966,0.8300000000000005,0.01840627439142303,0.8300000000000005,0.01698886227600807
0.8400000000000005,0.1091665325053807,0.8400000000000005,0.09571710937094097,0.8400000000000005,0.07682192917986731,0.8400000000000005,0.06419926964832542,0.8400000000000005,0.05518071993564257,0.8400000000000005,0.04842060886717128,0.8400000000000005,0.04316764480415588,0.8400000000000005,0.03896980529164193,0.8400000000000005,0.03268316060939233,0.8400000000000005,0.0282020427115872,0.8400000000000005,0.02484733932832114,0.8400000000000005,0.02224221566166792,0.8400000000000005,0.0201609104618612,0.8400000000000005,0.01845998182468244,0.8400000000000005,0.01704394637601808
0.8500000000000005,0.1091412185569812,0.8500000000000005,0.09570287029719571,0.8500000000000005,0.07682471394764009,0.8500000000000005,0.0642139282889205,0.8500000000000005,0.05520391105381928,0.8500000000000005,0.04845015550890626,0.8500000000000005,0.04320208326477785,0.8500000000000005,0.03900811683338057,0.8500000000000005,0.03272721267433732,0.8500000000000005,0.02825015508332179,0.8500000000000005,0.0248984898140537,0.8500000000000005,0.02229573745710818,0.8500000000000005,0.02021634423013056,0.8500000000000005,0.01851699711825313,0.8500000000000005,0.01710229696997528
0.8600000000000005,0.1091247458089653,0.8600000000000005,0.09569656024991174,0.8600000000000005,0.07683406668644163,0.8600000000000005,0.06423425063430602,0.8600000000000005,0.05523215063893924,0.8600000000000005,0.04848431861660558,0.8600000000000005,0.04324082584467309,0.8600000000000005,0.03905050088752907,0.8600000000000005,0.03277502651074344,0.8600000000000005,0.02830183931351343,0.8600000000000005,0.02495309045571815,0.8600000000000005,0.02235262881933168,0.8600000000000005,0.0202750930484879,0.8600000000000005,0.01857729015581004,0.8600000000000005,0.01716389973328245
0.8700000000000006,0.1091160410867495,0.8700000000000006,0.09569725780647874,0.8700000000000006,0.07684929338536001,0.8700000000000006,0.06425969829336439,0.8700000000000006,0.05526501073463015,0.8700000000000006,0.0485227516362599,0.8700000000000006,0.04328358803359286,0.8700000000000006,0.03909672159468781,0.8700000000000006,0.0328264373565292,0.8700000000000006,0.02835697994135659,0.8700000000000006,0.02501106195469562,0.8700000000000006,0.02241283812431737,0.8700000000000006,0.0203371271816863,0.8700000000000006,0.01864084897438211,0.8700000000000006,0.01722875744298939
0.8800000000000006,0.1091141467180244,0.8800000000000006,0.09570414253234251,0.8800000000000006,0.07686977911402375,0.8800000000000006,0.0642897970557192,0.8800000000000006,0.05530211714426431,0.8800000000000006,0.04856515423060887,0.8800000000000006,0.04333012590244038,0.8800000000000006,0.0391465793486284,0.8800000000000006,0.03288131056988328,0.8800000000000006,0.02841548755193474,0.8800000000000006,0.02507234819337465,0.8800000000000006,0.02247633482535707,0.8800000000000006,0.02040243637363414,0.8800000000000006,0.01870767984251112,0.8800000000000006,0.01729689011172215
0.8900000000000006,0.1091182141666527,0.8900000000000006,0.09571648958426762,0.8900000000000006,0.07689498417492301,0.8900000000000006,0.06432413411274011,0.8900000000000006,0.05534314738850683,0.8900000000000006,0.04861127075636068,0.8900000000000006,0.04338023495729615,0.8900000000000006,0.03919990993074294,0.8900000000000006,0.03293954114361498,0.8900000000000006,0.02847729852848531,0.8900000000000006,0.02513691614610125,0.8900000000000006,0.02254310947530122,0.8900000000000006,0.02047102995095494,0.8900000000000006,0.01877780742526437,0.8900000000000006,0.01736833520047716
0.9000000000000006,0.1091274983769453,0.9000000000000006,0.09573366492862576,0.9000000000000006,0.07692444070846031,0.9000000000000006,0.06436235561561529,0.9000000000000006,0.0553878289195984,0.9000000000000006,0.04866088894167576,0.9000000000000006,0.04343374915319371,0.9000000000000006,0.03925658377455609,0.9000000000000006,0.03300105331051142,0.9000000000000006,0.02854237487244026,0.9000000000000006,0.02520475584335975,0.9000000000000006,0.02261317379257082,0.9000000000000006,0.0205429369639753,0.9000000000000006,0.01885127498234224,0.9000000000000006,0.01744314786150773
0.9100000000000006,0.1091413524916399,0.9100000000000006,0.09575512087597517,0.9100000000000006,0.07695774951163194,0.9100000000000006,0.06440416437400701,0.9100000000000006,0.05543593742694534,0.9100000000000006,0.04871383862177467,0.9100000000000006,0.04349053994345035,0.9100000000000006,0.03931650525027456,0.9100000000000006,0.03306580015049011,0.9100000000000006,0.02861070401649035,0.9100000000000006,0.02527588032501316,0.9100000000000006,0.02268656071482075,0.9100000000000006,0.02061820631535645,0.9100000000000006,0.01892814455459846,0.9100000000000006,0.01752140117081859
0.9200000000000006,0.1091592226770374,0.9200000000000006,0.09578039169586411,0.9200000000000006,0.07699457688223481,0.9200000000000006,0.06444931754139242,0.9200000000000006,0.0554872951049713,0.9200000000000006,0.04876999042219306,0.9200000000000006,0.04355051526833926,0.9200000000000006,0.03937961188438983,0.9200000000000006,0.03313376313099824,0.9200000000000006,0.02868229857349,0.9200000000000006,0.02535032553370782,0.9200000000000006,0.02276332439765329,0.9200000000000006,0.02069690683870258,0.9200000000000006,0.01900849710527434,0.9200000000000006,0.01760318631982846
0.9300000000000006,0.109180642864543,0.9300000000000006,0.09580908914335577,0.9300000000000006,0.07703465135543981,0.9300000000000006,0.06449762417914091,0.9300000000000006,0.05554176879351259,0.9300000000000006,0.04882925431350886,0.9300000000000006,0.04361361841726587,0.9300000000000006,0.03944587345658817,0.9300000000000006,0.03320495153465772,0.9300000000000006,0.02875719598324747,0.9300000000000006,0.02542815011630324,0.9300000000000006,0.02284354013062859,0.9300000000000006,0.02077912730281131,0.9300000000000006,0.01909243259434804,0.9300000000000006,0.01768861274683941
0.9400000000000006,0.1092052292938552,0.9400000000000006,0.09584089779644624,0.9400000000000006,0.07707776025457438,0.9400000000000006,0.06454894263741141,0.9400000000000006,0.05559926794048763,0.9400000000000006,0.0488915779958157,0.9400000000000006,0.04367982672915673,0.9400000000000006,0.03951529094364055,0.9400000000000006,0.03327940175089909,0.9400000000000006,0.02883545803866508,0.9400000000000006,0.02550943511813542,0.9400000000000006,0.02292730415785393,0.9400000000000006,0.02086497633074392,0.9400000000000006,0.0191800699766733,0.9400000000000006,0.01777780820019659
0.9500000000000006,0.1092326748137897,0.9500000000000006,0.09587557016648855,0.9500000000000006,0.07712374602909426,0.9500000000000006,0.0646031777337582,0.9500000000000006,0.05565974237327024,0.9500000000000006,0.04895694510328406,0.9500000000000006,0.04374915012421592,0.9500000000000006,0.03958789530549565,0.9500000000000006,0.03335717642953949,0.9500000000000006,0.02891717029082799,0.9500000000000006,0.02559428357075432,0.9500000000000006,0.02301473340448703,0.9500000000000006,0.02095458223553136,0.9500000000000006,0.01927154712606608,0.9500000000000006,0.01787091873554817
0.9600000000000006,0.1092627429574789,0.9600000000000006,0.0959129215977654,0.9600000000000006,0.07717250239658656,0.9600000000000006,0.06466027774703779,0.9600000000000006,0.05572317989665618,0.9600000000000006,0.04902537324663787,0.9600000000000006,0.04382162948458952,0.9600000000000006,0.03966374613070148,0.9600000000000006,0.03343836351244886,0.9600000000000006,0.02900244134818646,0.9600000000000006,0.02568281998735747,0.9600000000000006,0.02310596512254773,0.9600000000000006,0.02104809278517913,0.9600000000000006,0.01936702069735789,0.9600000000000006,0.01796810865865547
0.9700000000000006,0.1092952618560765,0.9700000000000006,0.09595282501447561,0.9700000000000006,0.0772239703397983,0.9700000000000006,0.06472023127274419,0.9700000000000006,0.05578960375974754,0.9700000000000006,0.04909691193270312,0.9700000000000006,0.04389733492038495,0.9700000000000006,0.03974293017525169,0.9700000000000006,0.033523075173529,0.9700000000000006,0.02909140209701069,0.9700000000000006,0.02577518979064879,0.9700000000000006,0.02320115647876256,0.9700000000000006,0.02114567491802661,0.9700000000000006,0.01946666594606474,0.9700000000000006,0.0180695604322024
