pch18_Vdsat (ll=3.5e-07) X,pch18_Vdsat (ll=3.5e-07) Y,pch18_Vdsat (ll=4e-07) X,pch18_Vdsat (ll=4e-07) Y,pch18_Vdsat (ll=5e-07) X,pch18_Vdsat (ll=5e-07) Y,pch18_Vdsat (ll=6e-07) X,pch18_Vdsat (ll=6e-07) Y,pch18_Vdsat (ll=7e-07) X,pch18_Vdsat (ll=7e-07) Y,pch18_Vdsat (ll=8e-07) X,pch18_Vdsat (ll=8e-07) Y,pch18_Vdsat (ll=9e-07) X,pch18_Vdsat (ll=9e-07) Y,pch18_Vdsat (ll=1e-06) X,pch18_Vdsat (ll=1e-06) Y,pch18_Vdsat (ll=1.2e-06) X,pch18_Vdsat (ll=1.2e-06) Y,pch18_Vdsat (ll=1.4e-06) X,pch18_Vdsat (ll=1.4e-06) Y,pch18_Vdsat (ll=1.6e-06) X,pch18_Vdsat (ll=1.6e-06) Y,pch18_Vdsat (ll=1.8e-06) X,pch18_Vdsat (ll=1.8e-06) Y,pch18_Vdsat (ll=2e-06) X,pch18_Vdsat (ll=2e-06) Y,pch18_Vdsat (ll=2.2e-06) X,pch18_Vdsat (ll=2.2e-06) Y,pch18_Vdsat (ll=2.4e-06) X,pch18_Vdsat (ll=2.4e-06) Y
0.3700000000000002,-0.05027537577191128,0.3700000000000002,-0.04950334277376221,0.3700000000000002,-0.04841743967273683,0.3700000000000002,-0.04769125377774597,0.3700000000000002,-0.04717117466440667,0.3700000000000002,-0.04678003169181864,0.3700000000000002,-0.04647502956612135,0.3700000000000002,-0.04623049915143727,0.3700000000000002,-0.04586279271801366,0.3700000000000002,-0.04559941734295996,0.3700000000000002,-0.04540138540270248,0.3700000000000002,-0.0452469553221055,0.3700000000000002,-0.04512306041249845,0.3700000000000002,-0.04502138207156062,0.3700000000000002,-0.04493637573697003
0.3800000000000002,-0.05097256097531307,0.3800000000000002,-0.05025961548522205,0.3800000000000002,-0.0492749721628953,0.3800000000000002,-0.04862786346272134,0.3800000000000002,-0.04816946753496314,0.3800000000000002,-0.04782716475167111,0.3800000000000002,-0.04756154859045145,0.3800000000000002,-0.04734934603111406,0.3800000000000002,-0.04703139179021724,0.3800000000000002,-0.04680439301224689,0.3800000000000002,-0.04663404192478057,0.3800000000000002,-0.04650133878362347,0.3800000000000002,-0.04639492346370582,0.3800000000000002,-0.04630759294805409,0.3800000000000002,-0.04623456173101312
0.3900000000000002,-0.05181685073307809,0.3900000000000002,-0.05117231174226169,0.3900000000000002,-0.05030329297454088,0.3900000000000002,-0.0497451602487606,0.3900000000000002,-0.04935537953327768,0.3900000000000002,-0.04906691146292909,0.3900000000000002,-0.04884438640243639,0.3900000000000002,-0.04866733435138379,0.3900000000000002,-0.04840308421849383,0.3900000000000002,-0.04821504417861378,0.3900000000000002,-0.04807416062262022,0.3900000000000002,-0.04796447648230991,0.3900000000000002,-0.0478765083104204,0.3900000000000002,-0.04780427092651979,0.3900000000000002,-0.04774380246503197
0.4000000000000002,-0.0528287336037522,0.4000000000000002,-0.0522619600313173,0.4000000000000002,-0.05152241884279188,0.4000000000000002,-0.05106233017123989,0.4000000000000002,-0.05074721888756013,0.4000000000000002,-0.05051675469467914,0.4000000000000002,-0.0503402821622418,0.4000000000000002,-0.05020054369796582,0.4000000000000002,-0.04999285314577816,0.4000000000000002,-0.04984549369337413,0.4000000000000002,-0.04973517850351205,0.4000000000000002,-0.04964924902762418,0.4000000000000002,-0.04958023674400334,0.4000000000000002,-0.04952345387567495,0.4000000000000002,-0.04947581038449882
0.4100000000000002,-0.05402818099292838,0.4100000000000002,-0.05354811223496529,0.4100000000000002,-0.05295059653586418,0.4100000000000002,-0.05259619343200923,0.4100000000000002,-0.05236049186732739,0.4100000000000002,-0.05219105383508019,0.4100000000000002,-0.05206261038656192,0.4100000000000002,-0.05196150458575351,0.4100000000000002,-0.05181187504533769,0.4100000000000002,-0.05170589125193263,0.4100000000000002,-0.05162644600401137,0.4100000000000002,-0.05156436987088481,0.4100000000000002,-0.05151430414181559,0.4100000000000002,-0.05147290843109796,0.4100000000000002,-0.05143799199020503
0.4200000000000002,-0.05543364278173489,0.4200000000000002,-0.0550482963459193,0.4200000000000002,-0.05460325060899727,0.4200000000000002,-0.05436020415232616,0.4200000000000002,-0.05420697419743562,0.4200000000000002,-0.05410019063742817,0.4200000000000002,-0.05402059726675856,0.4200000000000002,-0.05395847903719815,0.4200000000000002,-0.05386690943032866,0.4200000000000002,-0.05380188989461165,0.4200000000000002,-0.05375277301063215,0.4200000000000002,-0.05371398777054401,0.4200000000000002,-0.0536823284295243,0.4200000000000002,-0.05365581778951074,0.4200000000000002,-0.05363316847096227
0.4300000000000002,-0.0570610359683428,0.4300000000000002,-0.0567770195988627,0.4300000000000002,-0.05649208644783969,0.4300000000000002,-0.05636368545361808,0.4300000000000002,-0.05629407524718055,0.4300000000000002,-0.05625004863484395,0.4300000000000002,-0.05621889971813283,0.4300000000000002,-0.05619512499344306,0.4300000000000002,-0.05616009933645697,0.4300000000000002,-0.05613454837630603,0.4300000000000002,-0.05611440946433092,0.4300000000000002,-0.05609772893743983,0.4300000000000002,-0.05608344168047227,0.4300000000000002,-0.05607091379165813,0.4300000000000002,-0.05605974145992795
0.4400000000000002,-0.05892285632448826,0.4400000000000002,-0.05874496004101443,0.4400000000000002,-0.05862448497720139,0.4400000000000002,-0.05861142219229377,0.4400000000000002,-0.05862459949597989,0.4400000000000002,-0.05864191285905879,0.4400000000000002,-0.05865761758834285,0.4400000000000002,-0.05867060050039568,0.4400000000000002,-0.05868921470931292,0.4400000000000002,-0.0587006732954261,0.4400000000000002,-0.05870746027416386,0.4400000000000002,-0.05871116738110903,0.4400000000000002,-0.0587128038472161,0.4400000000000002,-0.05871302539426949,0.4400000000000002,-0.05871226986575955
0.4500000000000002,-0.06102754184571036,0.4500000000000002,-0.06095846973372832,0.4500000000000002,-0.06100328639549844,0.4500000000000002,-0.06110367767097571,0.4500000000000002,-0.06119694297433396,0.4500000000000002,-0.0612728032465161,0.4500000000000002,-0.06133273228875199,0.4500000000000002,-0.06138008437027534,0.4500000000000002,-0.06144829032291015,0.4500000000000002,-0.0614935349580152,0.4500000000000002,-0.06152465565856551,0.4500000000000002,-0.06154663491171178,0.4500000000000002,-0.06156244261609212,0.4500000000000002,-0.06157394162232938,0.4500000000000002,-0.06158235111266751
0.4600000000000002,-0.06337918602175079,0.4600000000000002,-0.06341946774296789,0.4600000000000002,-0.06362699531694832,0.4600000000000002,-0.06383662602423849,0.4600000000000002,-0.06400568446959524,0.4600000000000002,-0.06413617732554334,0.4600000000000002,-0.06423688913946116,0.4600000000000002,-0.06431561663912549,0.4600000000000002,-0.06442854228507333,0.4600000000000002,-0.06450382890602696,0.4600000000000002,-0.06455634083609219,0.4600000000000002,-0.06459422921582808,0.4600000000000002,-0.06462227389203963,0.4600000000000002,-0.06464344065076448,0.4600000000000002,-0.06465965630031498
0.4700000000000003,-0.06597764318053685,0.4700000000000003,-0.06612573514028142,0.4700000000000003,-0.066490365343743,0.4700000000000003,-0.06680311907614504,0.4700000000000003,-0.0670424639736576,0.4700000000000003,-0.06722287727204139,0.4700000000000003,-0.06736038699170141,0.4700000000000003,-0.06746711469557333,0.4700000000000003,-0.06761941040039202,0.4700000000000003,-0.06772072660159661,0.4700000000000003,-0.06779152710137443,0.4700000000000003,-0.06784286174900216,0.4700000000000003,-0.06788114495648208,0.4700000000000003,-0.0679103276569238,0.4700000000000003,-0.06793296266465856
0.4800000000000003,-0.06881900084819391,0.4800000000000003,-0.06907155459024324,0.4800000000000003,-0.06958525776349056,0.4800000000000003,-0.06999365517187332,0.4800000000000003,-0.07029700187742123,0.4800000000000003,-0.07052216834390793,0.4800000000000003,-0.07069221979454374,0.4800000000000003,-0.07082340968527381,0.4800000000000003,-0.07100957400005541,0.4800000000000003,-0.07113286729017941,0.4800000000000003,-0.07121886082193955,0.4800000000000003,-0.0712812061724811,0.4800000000000003,-0.07132776478725322,0.4800000000000003,-0.0713633492660623,0.4800000000000003,-0.07139105410620791
0.4900000000000003,-0.07189633317815707,0.4900000000000003,-0.07224858252634592,0.4900000000000003,-0.0729016330863337,0.4900000000000003,-0.07339739955350917,0.4900000000000003,-0.0737581090043677,0.4900000000000003,-0.07402272339079749,0.4900000000000003,-0.07422103087446329,0.4900000000000003,-0.07437317032296149,0.4900000000000003,-0.07458782023840722,0.4900000000000003,-0.074729180043644,0.4900000000000003,-0.07482740757271601,0.4900000000000003,-0.07489845130186605,0.4900000000000003,-0.07495143110201934,0.4900000000000003,-0.07499189883574613,0.4900000000000003,-0.0750234079968137
0.5000000000000002,-0.07520061068719745,0.5000000000000002,-0.07564681561235653,0.5000000000000002,-0.07642853182641693,0.5000000000000002,-0.07700312131957839,0.5000000000000002,-0.07741456503856899,0.5000000000000002,-0.07771344354876179,0.5000000000000002,-0.077935881409624,0.5000000000000002,-0.07810562553328278,0.5000000000000002,-0.07834369226304751,0.5000000000000002,-0.07849947534744274,0.5000000000000002,-0.07860719989452182,0.5000000000000002,-0.07868481417486205,0.5000000000000002,-0.07874251541217768,0.5000000000000002,-0.07878647848338156,0.5000000000000002,-0.07882063798631626
0.5100000000000002,-0.07872163247388775,0.5100000000000002,-0.07925551835685317,0.5100000000000002,-0.08015492757781725,0.5100000000000002,-0.08079995100934052,0.5100000000000002,-0.08125578842510825,0.5100000000000002,-0.08158405398340673,0.5100000000000002,-0.08182678475506337,0.5100000000000002,-0.08201104793813435,0.5100000000000002,-0.08226789470748365,0.5100000000000002,-0.082434794396962,0.5100000000000002,-0.08254954459782773,0.5100000000000002,-0.08263181497723696,0.5100000000000002,-0.08269271232185325,0.5100000000000002,-0.08273892765326141,0.5100000000000002,-0.08277470548633424
0.5200000000000002,-0.0824488656500189,0.5200000000000002,-0.08306400886344149,0.5200000000000002,-0.0840703788986143,0.5200000000000002,-0.08477791103157492,0.5200000000000002,-0.08527226961715674,0.5200000000000002,-0.0856254612232064,0.5200000000000002,-0.08588500418079061,0.5200000000000002,-0.08608100416762519,0.5200000000000002,-0.08635247420763968,0.5200000000000002,-0.08652754137643651,0.5200000000000002,-0.08664712006105407,0.5200000000000002,-0.08673234797924567,0.5200000000000002,-0.08679508997348544,0.5200000000000002,-0.0868424572281474,0.5200000000000002,-0.08687894048698418
0.5300000000000002,-0.08637211330976026,0.5300000000000002,-0.08706224256465024,0.5300000000000002,-0.08816545294810262,0.5300000000000002,-0.08892821546293544,0.5300000000000002,-0.08945578009718722,0.5300000000000002,-0.08982989530558121,0.5300000000000002,-0.09010314474300977,0.5300000000000002,-0.09030840805829148,0.5300000000000002,-0.09059081782131029,0.5300000000000002,-0.09077144553274004,0.5300000000000002,-0.09089391275723625,0.5300000000000002,-0.09098059928386697,0.5300000000000002,-0.09104399349632211,0.5300000000000002,-0.09109154177385405,0.5300000000000002,-0.09112792481581602
0.5400000000000003,-0.09048197471038576,0.5400000000000003,-0.09124117682463007,0.5400000000000003,-0.09243193246211687,0.5400000000000003,-0.09324336802757222,0.5400000000000003,-0.09379939609114395,0.5400000000000003,-0.09419088167805642,0.5400000000000003,-0.09447508789620482,0.5400000000000003,-0.0946874276119528,0.5400000000000003,-0.09497752250312165,0.5400000000000003,-0.09516140701507389,0.5400000000000003,-0.09528504716652174,0.5400000000000003,-0.09537186544543498,0.5400000000000003,-0.09543485528990776,0.5400000000000003,-0.09548172347044576,0.5400000000000003,-0.09551729109863592
0.5500000000000003,-0.09477009895886371,0.5500000000000003,-0.09559293348008585,0.5500000000000003,-0.09686284304135287,0.5500000000000003,-0.0977171048041881,0.5500000000000003,-0.09829738785199708,0.5500000000000003,-0.09870309549858228,0.5500000000000003,-0.09899582199181384,0.5500000000000003,-0.0992132987310706,0.5500000000000003,-0.09950818762269484,0.5500000000000003,-0.09969327716943811,0.5500000000000003,-0.09981655850971773,0.5500000000000003,-0.09990232126873878,0.5500000000000003,-0.09996395946585088,0.5500000000000003,-0.1000093741929219,0.5500000000000003,-0.1000434831348275
0.5600000000000003,-0.09922926023219511,0.5600000000000003,-0.1001107977062462,0.5600000000000003,-0.101452349382804,0.5600000000000003,-0.102344233089625,0.5600000000000003,-0.1029450257733411,0.5600000000000003,-0.1033621483419585,0.5600000000000003,-0.1036612170880541,0.5600000000000003,-0.1038820925458149,0.5600000000000003,-0.1041791744283038,0.5600000000000003,-0.1043636147990145,0.5600000000000003,-0.1044851478822106,0.5600000000000003,-0.1045687747975224,0.5600000000000003,-0.1046281971654471,0.5600000000000003,-0.1046714513834462,0.5600000000000003,-0.1047035124221496
0.5700000000000003,-0.1038532968175157,0.5700000000000003,-0.1047891003563806,0.5700000000000003,-0.1061955697323659,0.5700000000000003,-0.1071204136982205,0.5700000000000003,-0.1077383476476418,0.5700000000000003,-0.1081643487033482,0.5700000000000003,-0.1084677828520452,0.5700000000000003,-0.1086904728564328,0.5700000000000003,-0.1089873653798026,0.5700000000000003,-0.1091694486352991,0.5700000000000003,-0.1092879479906226,0.5700000000000003,-0.1093684360977215,0.5700000000000003,-0.1094248380809879,0.5700000000000003,-0.1094652720011074,0.5700000000000003,-0.1094947342528429
0.5800000000000003,-0.1086369597518925,0.5800000000000003,-0.1096230300254166,0.5800000000000003,-0.1110883514337169,0.5800000000000003,-0.1120419249112618,0.5800000000000003,-0.1126739210696516,0.5800000000000003,-0.1131064668121648,0.5800000000000003,-0.1134124372348549,0.5800000000000003,-0.113635469064273,0.5800000000000003,-0.1139299452488217,0.5800000000000003,-0.1141080654606248,0.5800000000000003,-0.1142223171207018,0.5800000000000003,-0.1142987160805781,0.5800000000000003,-0.1143513333394607,0.5800000000000003,-0.1143883188339677,0.5800000000000003,-0.1144146569491336
0.5900000000000003,-0.1135757128569387,0.5900000000000003,-0.114608414252453,0.5900000000000003,-0.116127040723766,0.5900000000000003,-0.117105435649603,0.5900000000000003,-0.1177486242154397,0.5900000000000003,-0.1181855236699607,0.5900000000000003,-0.1184923032741163,0.5900000000000003,-0.1187142799367769,0.5900000000000003,-0.1190042164158882,0.5900000000000003,-0.1191768343233841,0.5900000000000003,-0.1192856703487925,0.5900000000000003,-0.1193570633075362,0.5900000000000003,-0.1194051568617358,0.5900000000000003,-0.1194380856279332,0.5900000000000003,-0.1194607901578049
0.6000000000000003,-0.1186655179345106,0.6000000000000003,-0.119741499842564,0.6000000000000003,-0.1213082696503757,0.6000000000000003,-0.1223078054137109,0.6000000000000003,-0.1229594587279634,0.6000000000000003,-0.1233986152818844,0.6000000000000003,-0.1237045429419378,0.6000000000000003,-0.1239241155582561,0.6000000000000003,-0.1242074535133008,0.6000000000000003,-0.1243730705397635,0.6000000000000003,-0.1244753506690195,0.6000000000000003,-0.1245408406972789,0.6000000000000003,-0.1245836865444436,0.6000000000000003,-0.1246119619295947,0.6000000000000003,-0.1246305327390111
0.6100000000000003,-0.1239026295764297,0.6100000000000003,-0.1250187526566449,0.6100000000000003,-0.1266287738344298,0.6100000000000003,-0.1276459202448579,0.6100000000000003,-0.1283034009634198,0.6100000000000003,-0.1287427762577735,0.6100000000000003,-0.1290462307213403,0.6100000000000003,-0.1292620790407166,0.6100000000000003,-0.1295367974754033,0.6100000000000003,-0.1296939385781412,0.6100000000000003,-0.129788538472233,0.6100000000000003,-0.1298472400963209,0.6100000000000003,-0.1298841228701155,0.6100000000000003,-0.129907154973526,0.6100000000000003,-0.129921097361864
0.6200000000000003,-0.1292834152556124,0.6200000000000003,-0.1304366887900718,0.6200000000000003,-0.1320852475200067,0.6200000000000003,-0.1331165677594872,0.6200000000000003,-0.1337772925018309,0.6200000000000003,-0.1342148822628079,0.6200000000000003,-0.1345142654051684,0.6200000000000003,-0.1347250857791409,0.6200000000000003,-0.1349891858500348,0.6200000000000003,-0.1351363901129625,0.6200000000000003,-0.1352221952913468,0.6200000000000003,-0.1352732303686613,0.6200000000000003,-0.1353034404133329,0.6200000000000003,-0.1353206439405464,0.6200000000000003,-0.1353294670239215
0.6300000000000003,-0.1348042090517743,0.6300000000000003,-0.1359917424340979,0.6300000000000003,-0.1376742370867466,0.6300000000000003,-0.1387163500809709,0.6300000000000003,-0.1393777673503092,0.6300000000000003,-0.1398115878715456,0.6300000000000003,-0.1401053160960012,0.6300000000000003,-0.1403098158352795,0.6300000000000003,-0.1405613144707638,0.6300000000000003,-0.1406971320781268,0.6300000000000003,-0.140773036480888,0.6300000000000003,-0.1408155335694998,0.6300000000000003,-0.1408383667393043,0.6300000000000003,-0.1408491610363768,0.6300000000000003,-0.1408523779109204
0.6400000000000003,-0.1404612018302057,0.6400000000000003,-0.1416801709546904,0.6400000000000003,-0.1433920707252656,0.6400000000000003,-0.1444416309030229,0.6400000000000003,-0.1451012112784043,0.6400000000000003,-0.1455292948113331,0.6400000000000003,-0.1458157971234174,0.6400000000000003,-0.1460126940011808,0.6400000000000003,-0.1462496248738866,0.6400000000000003,-0.1463726190401213,0.6400000000000003,-0.1464375271318576,0.6400000000000003,-0.1464706235049194,0.6400000000000003,-0.1464853830072502,0.6400000000000003,-0.1464891937176963,0.6400000000000003,-0.1464863229399202
0.6500000000000004,-0.1462503668570983,0.6500000000000004,-0.1474979946109755,0.6500000000000004,-0.1492348199447492,0.6500000000000004,-0.1502885115726225,0.6500000000000004,-0.1509437478218411,0.6500000000000004,-0.1513641449778458,0.6500000000000004,-0.1516418662035943,0.6500000000000004,-0.1518298918576843,0.6500000000000004,-0.1520503118172341,0.6500000000000004,-0.1521590643159071,0.6500000000000004,-0.1522118957168773,0.6500000000000004,-0.1522347412375956,0.6500000000000004,-0.152240740896666,0.6500000000000004,-0.15223700273485,0.6500000000000004,-0.1522275707003155
0.6600000000000004,-0.1521674174313153,0.6600000000000004,-0.1534409665350657,0.6600000000000004,-0.1551982876171361,0.6600000000000004,-0.1562528306103086,0.6600000000000004,-0.1569012453261935,0.6600000000000004,-0.1573120326394059,0.6600000000000004,-0.1575794403360289,0.6600000000000004,-0.1577573464099888,0.6600000000000004,-0.1579593456508942,0.6600000000000004,-0.1580524647300186,0.6600000000000004,-0.158092160479945,0.6600000000000004,-0.1581039226520752,0.6600000000000004,-0.1581004910530437,0.6600000000000004,-0.1580886512579059,0.6600000000000004,-0.1580721951191044
0.6700000000000004,-0.1582077918147968,0.6700000000000004,-0.159504567763477,0.6700000000000004,-0.1612780170345216,0.6700000000000004,-0.1623301811913843,0.6700000000000004,-0.1629693397022039,0.6700000000000004,-0.1633686306675896,0.6700000000000004,-0.1636242244319845,0.6700000000000004,-0.1637907904360655,0.6700000000000004,-0.163972504909802,0.6700000000000004,-0.1640486345618782,0.6700000000000004,-0.1640741642639982,0.6700000000000004,-0.1640740338866297,0.6700000000000004,-0.1640605189526069,0.6700000000000004,-0.1640400410622184,0.6700000000000004,-0.1640161118908776
0.6800000000000004,-0.1643666602436136,0.6800000000000004,-0.1656840219476519,0.6800000000000004,-0.1674693167014408,0.6800000000000004,-0.1685159415637259,0.6800000000000004,-0.1691434681283334,0.6800000000000004,-0.1695294262594211,0.6800000000000004,-0.1697717483353706,0.6800000000000004,-0.1699257903736266,0.6800000000000004,-0.1700854152130346,0.6800000000000004,-0.1701432449599037,0.6800000000000004,-0.1701536141990161,0.6800000000000004,-0.1701408111690554,0.6800000000000004,-0.1701165848156722,0.6800000000000004,-0.1700869524787326,0.6800000000000004,-0.1700551184409238
0.6900000000000004,-0.1706389488398736,0.6900000000000004,-0.1719743246384274,0.6900000000000004,-0.1737672961051774,0.6900000000000004,-0.1748053140132272,0.6900000000000004,-0.1754189096241944,0.6900000000000004,-0.1757897623289733,0.6900000000000004,-0.1760174086201002,0.6900000000000004,-0.1761577882986301,0.6900000000000004,-0.176293591280094,0.6900000000000004,-0.1763318658178079,0.6900000000000004,-0.17632612338507,0.6900000000000004,-0.176299902298678,0.6900000000000004,-0.1762643648966455,0.6900000000000004,-0.1762250855067723,0.6900000000000004,-0.1761849348768272
0.7000000000000004,-0.1770193756203872,0.7000000000000004,-0.1783702825582615,0.7000000000000004,-0.1801669083658639,0.7000000000000004,-0.1811933686944607,0.7000000000000004,-0.1817908291377224,0.7000000000000004,-0.1821448814643221,0.7000000000000004,-0.1823565122593221,0.7000000000000004,-0.1824821452506487,0.7000000000000004,-0.1825924795587518,0.7000000000000004,-0.1826100077768113,0.7000000000000004,-0.1825872523592301,0.7000000000000004,-0.1825469076594987,0.7000000000000004,-0.1824994921116233,0.7000000000000004,-0.1824501001118942,0.7000000000000004,-0.1824012440020334
0.7100000000000004,-0.1835024943628116,0.7100000000000004,-0.184866558918924,0.7100000000000004,-0.1866629963703526,0.7100000000000004,-0.1876750893500295,0.7100000000000004,-0.1882543224817659,0.7100000000000004,-0.188589970021158,0.7100000000000004,-0.188784319919968,0.7100000000000004,-0.1888941838026869,0.7100000000000004,-0.1889774995740438,0.7100000000000004,-0.1889731626110093,0.7100000000000004,-0.1889325487118517,0.7100000000000004,-0.1888774192126938,0.7100000000000004,-0.188817594516729,0.7100000000000004,-0.1887576542741784,0.7100000000000004,-0.1886997289997442
0.7200000000000004,-0.1900827427402129,0.7200000000000004,-0.1914577215251734,0.7200000000000004,-0.1932503396793418,0.7200000000000004,-0.1942454186030176,0.7200000000000004,-0.19480446008827,0.7200000000000004,-0.1951202005306545,0.7200000000000004,-0.1952960872194744,0.7200000000000004,-0.1953892283368041,0.7200000000000004,-0.1954440826407928,0.7200000000000004,-0.1954168407627354,0.7200000000000004,-0.1953575837095065,0.7200000000000004,-0.1952870563941961,0.7200000000000004,-0.195214330616556,0.7200000000000004,-0.1951434388093103,0.7200000000000004,-0.1950761078446264
0.7300000000000004,-0.1967544918002254,0.7300000000000004,-0.1981382910706629,0.7300000000000004,-0.1999237001300684,0.7300000000000004,-0.2008993010986737,0.7300000000000004,-0.2014363281033515,0.7300000000000004,-0.2017307711239401,0.7300000000000004,-0.2018871027813464,0.7300000000000004,-0.2019626419660092,0.7300000000000004,-0.2019877070293765,0.7300000000000004,-0.2019366052190913,0.7300000000000004,-0.2018579851888658,0.7300000000000004,-0.2017714982366196,0.7300000000000004,-0.2016854208645674,0.7300000000000004,-0.2016032083585454,0.7300000000000004,-0.2015261638663806
0.7400000000000004,-0.2035120945001748,0.7400000000000004,-0.2049027876471215,0.7400000000000004,-0.2066778646173616,0.7400000000000004,-0.2076317232826284,0.7400000000000004,-0.2081450658181367,0.7400000000000004,-0.2084169411157718,0.7400000000000004,-0.2085527223415659,0.7400000000000004,-0.208609859438287,0.7400000000000004,-0.2086039290395569,0.7400000000000004,-0.2085281012643115,0.7400000000000004,-0.2084294663131908,0.7400000000000004,-0.2083265113497574,0.7400000000000004,-0.2082266750228561,0.7400000000000004,-0.2081328082410102,0.7400000000000004,-0.2080457721798615
0.7500000000000004,-0.210349931587676,0.7500000000000004,-0.2117457740329357,0.7500000000000004,-0.213507684015906,0.7500000000000004,-0.2144377490312567,0.7500000000000004,-0.214925898819309,0.7500000000000004,-0.2151740622491614,0.7500000000000004,-0.2152883984936101,0.7500000000000004,-0.2153264156756013,0.7500000000000004,-0.2152884097266056,0.7500000000000004,-0.2151870819127907,0.7500000000000004,-0.2150678500389856,0.7500000000000004,-0.2149479736390574,0.7500000000000004,-0.2148340152848002,0.7500000000000004,-0.214728197091252,0.7500000000000004,-0.2146309219203031
0.7600000000000005,-0.217262453623095,0.7600000000000005,-0.2186618947943947,0.7600000000000005,-0.2204081076053757,0.7600000000000005,-0.2213125506981098,0.7600000000000005,-0.2217741675547684,0.7600000000000005,-0.2219976053866677,0.7600000000000005,-0.2220897059228701,0.7600000000000005,-0.2221079698472897,0.7600000000000005,-0.2220369372464043,0.7600000000000005,-0.2219094290331798,0.7600000000000005,-0.2217690893338763,0.7600000000000005,-0.2216318938252308,0.7600000000000005,-0.2215034952410002,0.7600000000000005,-0.2213854653757306,0.7600000000000005,-0.221277734387942
0.7700000000000005,-0.2242442183701376,0.7700000000000005,-0.2256459106212131,0.7700000000000005,-0.2273742126816936,0.7700000000000005,-0.2282514354152341,0.7700000000000005,-0.2286853512517468,0.7700000000000005,-0.2288831826518682,0.7700000000000005,-0.2289523621806446,0.7700000000000005,-0.2289503250624735,0.7700000000000005,-0.2288454449506848,0.7700000000000005,-0.2286911703244493,0.7700000000000005,-0.2285292833267603,0.7700000000000005,-0.2283744269609687,0.7700000000000005,-0.2282313148953007,0.7700000000000005,-0.2281008500035596,0.7700000000000005,-0.2279824773243074
0.7800000000000005,-0.2312899231345371,0.7800000000000005,-0.2326927276307656,0.7800000000000005,-0.2344012292886766,0.7800000000000005,-0.2352498666978302,0.7800000000000005,-0.2356550873056011,0.7800000000000005,-0.2358265651847943,0.7800000000000005,-0.2358722441929267,0.7800000000000005,-0.2358494438991358,0.7800000000000005,-0.2357100254797079,0.7800000000000005,-0.2355284924092603,0.7800000000000005,-0.2353446896676533,0.7800000000000005,-0.2351718862304165,0.7800000000000005,-0.2350138320227446,0.7800000000000005,-0.2348707453280092,0.7800000000000005,-0.2347415756201566
0.7900000000000005,-0.2383944319124415,0.7900000000000005,-0.2397974216194753,0.7900000000000005,-0.241484560193398,0.7900000000000005,-0.2423034815539659,0.7900000000000005,-0.2426791863867503,0.7900000000000005,-0.2428236967872636,0.7900000000000005,-0.2428454007985512,0.7900000000000005,-0.2428014600773919,0.7900000000000005,-0.2426269411757732,0.7900000000000005,-0.2424177503771116,0.7900000000000005,-0.2422117334351279,0.7900000000000005,-0.2420207513727979,0.7900000000000005,-0.2418475702132689,0.7900000000000005,-0.2416917108842194,0.7900000000000005,-0.24155161880166
0.8000000000000005,-0.2455527974265588,0.8000000000000005,-0.2469552574226257,0.8000000000000005,-0.2486197963642253,0.8000000000000005,-0.2494081034071822,0.8000000000000005,-0.2497536435996558,0.8000000000000005,-0.2498707038067601,0.8000000000000005,-0.2498680616741732,0.8000000000000005,-0.2498026866397041,0.8000000000000005,-0.249592631185653,0.8000000000000005,-0.2493554741471184,0.8000000000000005,-0.249127012961658,0.8000000000000005,-0.2489176741004015,0.8000000000000005,-0.248729223970737,0.8000000000000005,-0.2485604762320569,0.8000000000000005,-0.2484093656632647
0.8100000000000005,-0.2527602782873633,0.8100000000000005,-0.2541617036744403,0.8100000000000005,-0.2558027283018442,0.8100000000000005,-0.2565597512070973,0.8100000000000005,-0.2568746460795369,0.8100000000000005,-0.2569639016487127,0.8100000000000005,-0.2569366430369329,0.8100000000000005,-0.2568496210284139,0.8100000000000005,-0.2566037156396063,0.8100000000000005,-0.2563383720349166,0.8100000000000005,-0.2560873029581252,0.8100000000000005,-0.2558594808892213,0.8100000000000005,-0.2556556612430916,0.8100000000000005,-0.2554739432776816,0.8100000000000005,-0.2553117464186407
0.8200000000000005,-0.260012351627206,0.8200000000000005,-0.2614124433469535,0.8200000000000005,-0.2630293536287546,0.8200000000000005,-0.2637546451397551,0.8200000000000005,-0.2640385774372658,0.8200000000000005,-0.2640997983236751,0.8200000000000005,-0.2640477505266812,0.8200000000000005,-0.263938947457924,0.8200000000000005,-0.2636569972958843,0.8200000000000005,-0.2633633319054635,0.8200000000000005,-0.2630895553135474,0.8200000000000005,-0.2628431735135719,0.8200000000000005,-0.2626239237510517,0.8200000000000005,-0.2624291864379034,0.8200000000000005,-0.2622558627309348
0.8300000000000005,-0.2673047216253205,0.8300000000000005,-0.2687033804973679,0.8300000000000005,-0.2702958813693977,0.8300000000000005,-0.2709892093620465,0.8300000000000005,-0.2712420194668597,0.8300000000000005,-0.2712750954343268,0.8300000000000005,-0.271198179664143,0.8300000000000005,-0.271067536970233,0.8300000000000005,-0.2707494610271761,0.8300000000000005,-0.2704274202788725,0.8300000000000005,-0.2701308979297606,0.8300000000000005,-0.2698659276784963,0.8300000000000005,-0.2696312254642022,0.8300000000000005,-0.2694234509921221,0.8300000000000005,-0.2692389859640402
