"nch18_gm_gds (ll=3.5e-07,Vd=0.2) X","nch18_gm_gds (ll=3.5e-07,Vd=0.2) Y","nch18_gm_gds (ll=3.5e-07,Vd=0.25) X","nch18_gm_gds (ll=3.5e-07,Vd=0.25) Y","nch18_gm_gds (ll=3.5e-07,Vd=0.3) X","nch18_gm_gds (ll=3.5e-07,Vd=0.3) Y","nch18_gm_gds (ll=3.5e-07,Vd=0.35) X","nch18_gm_gds (ll=3.5e-07,Vd=0.35) Y","nch18_gm_gds (ll=3.5e-07,Vd=0.4) X","nch18_gm_gds (ll=3.5e-07,Vd=0.4) Y","nch18_gm_gds (ll=3.5e-07,Vd=0.45) X","nch18_gm_gds (ll=3.5e-07,Vd=0.45) Y","nch18_gm_gds (ll=3.5e-07,Vd=0.5) X","nch18_gm_gds (ll=3.5e-07,Vd=0.5) Y","nch18_gm_gds (ll=3.5e-07,Vd=0.55) X","nch18_gm_gds (ll=3.5e-07,Vd=0.55) Y","nch18_gm_gds (ll=3.5e-07,Vd=0.6) X","nch18_gm_gds (ll=3.5e-07,Vd=0.6) Y","nch18_gm_gds (ll=3.5e-07,Vd=0.65) X","nch18_gm_gds (ll=3.5e-07,Vd=0.65) Y","nch18_gm_gds (ll=4e-07,Vd=0.2) X","nch18_gm_gds (ll=4e-07,Vd=0.2) Y","nch18_gm_gds (ll=4e-07,Vd=0.25) X","nch18_gm_gds (ll=4e-07,Vd=0.25) Y","nch18_gm_gds (ll=4e-07,Vd=0.3) X","nch18_gm_gds (ll=4e-07,Vd=0.3) Y","nch18_gm_gds (ll=4e-07,Vd=0.35) X","nch18_gm_gds (ll=4e-07,Vd=0.35) Y","nch18_gm_gds (ll=4e-07,Vd=0.4) X","nch18_gm_gds (ll=4e-07,Vd=0.4) Y","nch18_gm_gds (ll=4e-07,Vd=0.45) X","nch18_gm_gds (ll=4e-07,Vd=0.45) Y","nch18_gm_gds (ll=4e-07,Vd=0.5) X","nch18_gm_gds (ll=4e-07,Vd=0.5) Y","nch18_gm_gds (ll=4e-07,Vd=0.55) X","nch18_gm_gds (ll=4e-07,Vd=0.55) Y","nch18_gm_gds (ll=4e-07,Vd=0.6) X","nch18_gm_gds (ll=4e-07,Vd=0.6) Y","nch18_gm_gds (ll=4e-07,Vd=0.65) X","nch18_gm_gds (ll=4e-07,Vd=0.65) Y","nch18_gm_gds (ll=5e-07,Vd=0.2) X","nch18_gm_gds (ll=5e-07,Vd=0.2) Y","nch18_gm_gds (ll=5e-07,Vd=0.25) X","nch18_gm_gds (ll=5e-07,Vd=0.25) Y","nch18_gm_gds (ll=5e-07,Vd=0.3) X","nch18_gm_gds (ll=5e-07,Vd=0.3) Y","nch18_gm_gds (ll=5e-07,Vd=0.35) X","nch18_gm_gds (ll=5e-07,Vd=0.35) Y","nch18_gm_gds (ll=5e-07,Vd=0.4) X","nch18_gm_gds (ll=5e-07,Vd=0.4) Y","nch18_gm_gds (ll=5e-07,Vd=0.45) X","nch18_gm_gds (ll=5e-07,Vd=0.45) Y","nch18_gm_gds (ll=5e-07,Vd=0.5) X","nch18_gm_gds (ll=5e-07,Vd=0.5) Y","nch18_gm_gds (ll=5e-07,Vd=0.55) X","nch18_gm_gds (ll=5e-07,Vd=0.55) Y","nch18_gm_gds (ll=5e-07,Vd=0.6) X","nch18_gm_gds (ll=5e-07,Vd=0.6) Y","nch18_gm_gds (ll=5e-07,Vd=0.65) X","nch18_gm_gds (ll=5e-07,Vd=0.65) Y","nch18_gm_gds (ll=6e-07,Vd=0.2) X","nch18_gm_gds (ll=6e-07,Vd=0.2) Y","nch18_gm_gds (ll=6e-07,Vd=0.25) X","nch18_gm_gds (ll=6e-07,Vd=0.25) Y","nch18_gm_gds (ll=6e-07,Vd=0.3) X","nch18_gm_gds (ll=6e-07,Vd=0.3) Y","nch18_gm_gds (ll=6e-07,Vd=0.35) X","nch18_gm_gds (ll=6e-07,Vd=0.35) Y","nch18_gm_gds (ll=6e-07,Vd=0.4) X","nch18_gm_gds (ll=6e-07,Vd=0.4) Y","nch18_gm_gds (ll=6e-07,Vd=0.45) X","nch18_gm_gds (ll=6e-07,Vd=0.45) Y","nch18_gm_gds (ll=6e-07,Vd=0.5) X","nch18_gm_gds (ll=6e-07,Vd=0.5) Y","nch18_gm_gds (ll=6e-07,Vd=0.55) X","nch18_gm_gds (ll=6e-07,Vd=0.55) Y","nch18_gm_gds (ll=6e-07,Vd=0.6) X","nch18_gm_gds (ll=6e-07,Vd=0.6) Y","nch18_gm_gds (ll=6e-07,Vd=0.65) X","nch18_gm_gds (ll=6e-07,Vd=0.65) Y","nch18_gm_gds (ll=7e-07,Vd=0.2) X","nch18_gm_gds (ll=7e-07,Vd=0.2) Y","nch18_gm_gds (ll=7e-07,Vd=0.25) X","nch18_gm_gds (ll=7e-07,Vd=0.25) Y","nch18_gm_gds (ll=7e-07,Vd=0.3) X","nch18_gm_gds (ll=7e-07,Vd=0.3) Y","nch18_gm_gds (ll=7e-07,Vd=0.35) X","nch18_gm_gds (ll=7e-07,Vd=0.35) Y","nch18_gm_gds (ll=7e-07,Vd=0.4) X","nch18_gm_gds (ll=7e-07,Vd=0.4) Y","nch18_gm_gds (ll=7e-07,Vd=0.45) X","nch18_gm_gds (ll=7e-07,Vd=0.45) Y","nch18_gm_gds (ll=7e-07,Vd=0.5) X","nch18_gm_gds (ll=7e-07,Vd=0.5) Y","nch18_gm_gds (ll=7e-07,Vd=0.55) X","nch18_gm_gds (ll=7e-07,Vd=0.55) Y","nch18_gm_gds (ll=7e-07,Vd=0.6) X","nch18_gm_gds (ll=7e-07,Vd=0.6) Y","nch18_gm_gds (ll=7e-07,Vd=0.65) X","nch18_gm_gds (ll=7e-07,Vd=0.65) Y","nch18_gm_gds (ll=8e-07,Vd=0.2) X","nch18_gm_gds (ll=8e-07,Vd=0.2) Y","nch18_gm_gds (ll=8e-07,Vd=0.25) X","nch18_gm_gds (ll=8e-07,Vd=0.25) Y","nch18_gm_gds (ll=8e-07,Vd=0.3) X","nch18_gm_gds (ll=8e-07,Vd=0.3) Y","nch18_gm_gds (ll=8e-07,Vd=0.35) X","nch18_gm_gds (ll=8e-07,Vd=0.35) Y","nch18_gm_gds (ll=8e-07,Vd=0.4) X","nch18_gm_gds (ll=8e-07,Vd=0.4) Y","nch18_gm_gds (ll=8e-07,Vd=0.45) X","nch18_gm_gds (ll=8e-07,Vd=0.45) Y","nch18_gm_gds (ll=8e-07,Vd=0.5) X","nch18_gm_gds (ll=8e-07,Vd=0.5) Y","nch18_gm_gds (ll=8e-07,Vd=0.55) X","nch18_gm_gds (ll=8e-07,Vd=0.55) Y","nch18_gm_gds (ll=8e-07,Vd=0.6) X","nch18_gm_gds (ll=8e-07,Vd=0.6) Y","nch18_gm_gds (ll=8e-07,Vd=0.65) X","nch18_gm_gds (ll=8e-07,Vd=0.65) Y","nch18_gm_gds (ll=9e-07,Vd=0.2) X","nch18_gm_gds (ll=9e-07,Vd=0.2) Y","nch18_gm_gds (ll=9e-07,Vd=0.25) X","nch18_gm_gds (ll=9e-07,Vd=0.25) Y","nch18_gm_gds (ll=9e-07,Vd=0.3) X","nch18_gm_gds (ll=9e-07,Vd=0.3) Y","nch18_gm_gds (ll=9e-07,Vd=0.35) X","nch18_gm_gds (ll=9e-07,Vd=0.35) Y","nch18_gm_gds (ll=9e-07,Vd=0.4) X","nch18_gm_gds (ll=9e-07,Vd=0.4) Y","nch18_gm_gds (ll=9e-07,Vd=0.45) X","nch18_gm_gds (ll=9e-07,Vd=0.45) Y","nch18_gm_gds (ll=9e-07,Vd=0.5) X","nch18_gm_gds (ll=9e-07,Vd=0.5) Y","nch18_gm_gds (ll=9e-07,Vd=0.55) X","nch18_gm_gds (ll=9e-07,Vd=0.55) Y","nch18_gm_gds (ll=9e-07,Vd=0.6) X","nch18_gm_gds (ll=9e-07,Vd=0.6) Y","nch18_gm_gds (ll=9e-07,Vd=0.65) X","nch18_gm_gds (ll=9e-07,Vd=0.65) Y","nch18_gm_gds (ll=1e-06,Vd=0.2) X","nch18_gm_gds (ll=1e-06,Vd=0.2) Y","nch18_gm_gds (ll=1e-06,Vd=0.25) X","nch18_gm_gds (ll=1e-06,Vd=0.25) Y","nch18_gm_gds (ll=1e-06,Vd=0.3) X","nch18_gm_gds (ll=1e-06,Vd=0.3) Y","nch18_gm_gds (ll=1e-06,Vd=0.35) X","nch18_gm_gds (ll=1e-06,Vd=0.35) Y","nch18_gm_gds (ll=1e-06,Vd=0.4) X","nch18_gm_gds (ll=1e-06,Vd=0.4) Y","nch18_gm_gds (ll=1e-06,Vd=0.45) X","nch18_gm_gds (ll=1e-06,Vd=0.45) Y","nch18_gm_gds (ll=1e-06,Vd=0.5) X","nch18_gm_gds (ll=1e-06,Vd=0.5) Y","nch18_gm_gds (ll=1e-06,Vd=0.55) X","nch18_gm_gds (ll=1e-06,Vd=0.55) Y","nch18_gm_gds (ll=1e-06,Vd=0.6) X","nch18_gm_gds (ll=1e-06,Vd=0.6) Y","nch18_gm_gds (ll=1e-06,Vd=0.65) X","nch18_gm_gds (ll=1e-06,Vd=0.65) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.2) X","nch18_gm_gds (ll=1.2e-06,Vd=0.2) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.25) X","nch18_gm_gds (ll=1.2e-06,Vd=0.25) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.3) X","nch18_gm_gds (ll=1.2e-06,Vd=0.3) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.35) X","nch18_gm_gds (ll=1.2e-06,Vd=0.35) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.4) X","nch18_gm_gds (ll=1.2e-06,Vd=0.4) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.45) X","nch18_gm_gds (ll=1.2e-06,Vd=0.45) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.5) X","nch18_gm_gds (ll=1.2e-06,Vd=0.5) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.55) X","nch18_gm_gds (ll=1.2e-06,Vd=0.55) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.6) X","nch18_gm_gds (ll=1.2e-06,Vd=0.6) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.65) X","nch18_gm_gds (ll=1.2e-06,Vd=0.65) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.2) X","nch18_gm_gds (ll=1.4e-06,Vd=0.2) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.25) X","nch18_gm_gds (ll=1.4e-06,Vd=0.25) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.3) X","nch18_gm_gds (ll=1.4e-06,Vd=0.3) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.35) X","nch18_gm_gds (ll=1.4e-06,Vd=0.35) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.4) X","nch18_gm_gds (ll=1.4e-06,Vd=0.4) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.45) X","nch18_gm_gds (ll=1.4e-06,Vd=0.45) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.5) X","nch18_gm_gds (ll=1.4e-06,Vd=0.5) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.55) X","nch18_gm_gds (ll=1.4e-06,Vd=0.55) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.6) X","nch18_gm_gds (ll=1.4e-06,Vd=0.6) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.65) X","nch18_gm_gds (ll=1.4e-06,Vd=0.65) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.2) X","nch18_gm_gds (ll=1.6e-06,Vd=0.2) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.25) X","nch18_gm_gds (ll=1.6e-06,Vd=0.25) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.3) X","nch18_gm_gds (ll=1.6e-06,Vd=0.3) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.35) X","nch18_gm_gds (ll=1.6e-06,Vd=0.35) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.4) X","nch18_gm_gds (ll=1.6e-06,Vd=0.4) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.45) X","nch18_gm_gds (ll=1.6e-06,Vd=0.45) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.5) X","nch18_gm_gds (ll=1.6e-06,Vd=0.5) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.55) X","nch18_gm_gds (ll=1.6e-06,Vd=0.55) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.6) X","nch18_gm_gds (ll=1.6e-06,Vd=0.6) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.65) X","nch18_gm_gds (ll=1.6e-06,Vd=0.65) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.2) X","nch18_gm_gds (ll=1.8e-06,Vd=0.2) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.25) X","nch18_gm_gds (ll=1.8e-06,Vd=0.25) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.3) X","nch18_gm_gds (ll=1.8e-06,Vd=0.3) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.35) X","nch18_gm_gds (ll=1.8e-06,Vd=0.35) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.4) X","nch18_gm_gds (ll=1.8e-06,Vd=0.4) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.45) X","nch18_gm_gds (ll=1.8e-06,Vd=0.45) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.5) X","nch18_gm_gds (ll=1.8e-06,Vd=0.5) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.55) X","nch18_gm_gds (ll=1.8e-06,Vd=0.55) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.6) X","nch18_gm_gds (ll=1.8e-06,Vd=0.6) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.65) X","nch18_gm_gds (ll=1.8e-06,Vd=0.65) Y","nch18_gm_gds (ll=2e-06,Vd=0.2) X","nch18_gm_gds (ll=2e-06,Vd=0.2) Y","nch18_gm_gds (ll=2e-06,Vd=0.25) X","nch18_gm_gds (ll=2e-06,Vd=0.25) Y","nch18_gm_gds (ll=2e-06,Vd=0.3) X","nch18_gm_gds (ll=2e-06,Vd=0.3) Y","nch18_gm_gds (ll=2e-06,Vd=0.35) X","nch18_gm_gds (ll=2e-06,Vd=0.35) Y","nch18_gm_gds (ll=2e-06,Vd=0.4) X","nch18_gm_gds (ll=2e-06,Vd=0.4) Y","nch18_gm_gds (ll=2e-06,Vd=0.45) X","nch18_gm_gds (ll=2e-06,Vd=0.45) Y","nch18_gm_gds (ll=2e-06,Vd=0.5) X","nch18_gm_gds (ll=2e-06,Vd=0.5) Y","nch18_gm_gds (ll=2e-06,Vd=0.55) X","nch18_gm_gds (ll=2e-06,Vd=0.55) Y","nch18_gm_gds (ll=2e-06,Vd=0.6) X","nch18_gm_gds (ll=2e-06,Vd=0.6) Y","nch18_gm_gds (ll=2e-06,Vd=0.65) X","nch18_gm_gds (ll=2e-06,Vd=0.65) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.2) X","nch18_gm_gds (ll=2.2e-06,Vd=0.2) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.25) X","nch18_gm_gds (ll=2.2e-06,Vd=0.25) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.3) X","nch18_gm_gds (ll=2.2e-06,Vd=0.3) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.35) X","nch18_gm_gds (ll=2.2e-06,Vd=0.35) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.4) X","nch18_gm_gds (ll=2.2e-06,Vd=0.4) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.45) X","nch18_gm_gds (ll=2.2e-06,Vd=0.45) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.5) X","nch18_gm_gds (ll=2.2e-06,Vd=0.5) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.55) X","nch18_gm_gds (ll=2.2e-06,Vd=0.55) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.6) X","nch18_gm_gds (ll=2.2e-06,Vd=0.6) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.65) X","nch18_gm_gds (ll=2.2e-06,Vd=0.65) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.2) X","nch18_gm_gds (ll=2.4e-06,Vd=0.2) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.25) X","nch18_gm_gds (ll=2.4e-06,Vd=0.25) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.3) X","nch18_gm_gds (ll=2.4e-06,Vd=0.3) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.35) X","nch18_gm_gds (ll=2.4e-06,Vd=0.35) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.4) X","nch18_gm_gds (ll=2.4e-06,Vd=0.4) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.45) X","nch18_gm_gds (ll=2.4e-06,Vd=0.45) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.5) X","nch18_gm_gds (ll=2.4e-06,Vd=0.5) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.55) X","nch18_gm_gds (ll=2.4e-06,Vd=0.55) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.6) X","nch18_gm_gds (ll=2.4e-06,Vd=0.6) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.65) X","nch18_gm_gds (ll=2.4e-06,Vd=0.65) Y"
0,105.9924144303563,0,134.7243539359479,0,158.9880517924393,0,180.0133111229993,0,198.5687181973365,0,215.1584059431712,0,230.1349189562202,0,243.7583163967055,0,256.2283606456041,0,267.7031930015838,0,123.642078532193,0,159.7856527335311,0,190.7943143766036,0,218.01733663147,0,242.3258054167248,0,264.2940564349391,0,284.3232288814059,0,302.7090274769097,0,319.6790205930646,0,335.4141703539772,0,150.1710613687196,0,196.7701800785461,0,236.7181436633989,0,271.7048199987354,0,302.8883571485358,0,331.0415341589249,0,356.7013212799794,0,380.2592930752497,0,402.0133348028322,0,422.1978974548104,0,170.5568072260423,0,224.6211828843558,0,270.3423708726431,0,309.8186018159577,0,344.5592221367822,0,375.5832980850224,0,403.5968026526507,0,429.1094603669873,0,452.5040324553696,0,474.0775902451515,0,187.8490656119001,0,248.1898485818371,0,298.4939447974667,0,341.2724880002486,0,378.4046983950877,0,411.1705268910727,0,440.4535559914083,0,466.8857723925689,0,490.9360120923688,0,512.963385661942,0,203.0784895995721,0,269.0476320072994,0,323.3420666448289,0,368.8689959902455,0,407.8792529420009,0,441.916125776796,0,472.040878033999,0,499.0059327595691,0,523.3633279813674,0,545.5309083517815,0,216.6834373246429,0,287.7973675245456,0,345.669287494225,0,393.580327741771,0,434.1481560768057,0,469.1770327343096,0,499.9028237832057,0,527.1946409982465,0,551.683772284788,0,573.8429742759995,0,228.9293463315888,0,304.7769843554077,0,365.8900565307227,0,415.9009241942033,0,457.7861016213209,0,493.6058915154991,0,524.7660972169821,0,552.2479352231004,0,576.7576535285253,0,598.8190723217839,0,250.0948359188809,0,334.360611045199,0,401.1292497005526,0,454.6712461759734,0,498.6501988839159,0,535.6179950933687,0,567.3030710351078,0,594.8957842024623,0,619.2393437779873,0,640.9487664141031,0,267.7474685948953,0,359.2665464422301,0,430.8056080882503,0,487.1964355124397,0,532.7439639322724,0,570.459723739598,0,602.3696902271691,0,629.8531081420084,0,653.873849869806,0,675.1251006327025,0,282.6951274619867,0,380.5230694026391,0,456.1399594534483,0,514.8728684766621,0,561.62111096899,0,599.8223286082294,0,631.774942876268,0,659.0280327587567,0,682.6516375000167,0,703.4060746027495,0,295.5155708424658,0,398.8776458832767,0,478.0202325389208,0,538.7094290152174,0,586.3935826221143,0,624.9037344433616,0,656.7870754600485,0,683.7452979346969,0,706.9420407598674,0,727.1955440318807,0,306.6329121433392,0,414.8866739148065,0,497.107761262365,0,559.4533566991831,0,607.8783829987429,0,646.5765094231034,0,678.3219853411773,0,704.9538408672473,0,727.7185326052615,0,747.4845671141559,0,316.3654922419878,0,428.9728230150897,0,513.9051703274012,0,577.6698307944948,0,626.6892120740845,0,665.491226762465,0,697.0575650882703,0,723.3511605274848,0,745.6920646690085,0,764.9926758912763,0,324.9569245040443,0,441.4629292269282,0,528.8012765255588,0,593.7942140039685,0,643.2959753627723,0,682.1428138809576,0,713.5062664722111,0,739.4613916278635,0,761.3939401946807,0,780.2548722826965
0.05,105.7746931059515,0.05,134.4482952242577,0.05,158.6629428352645,0.05,179.6458562786904,0.05,198.1640125310107,0.05,214.7204907150831,0.05,229.6670997731827,0.05,243.2633573390509,0.05,255.7086108266022,0.05,267.1606738805056,0.05,123.3851225590356,0.05,159.4540345897302,0.05,190.3987906814347,0.05,217.5658219396007,0.05,241.8243827908513,0.05,263.7476020245835,0.05,283.7357762367167,0.05,302.0839894143587,0.05,319.0193326588618,0.05,334.722388995528,0.05,149.8524055055657,0.05,196.3528284905521,0.05,236.216234267238,0.05,271.1288920352028,0.05,302.2464859852281,0.05,330.3401516321945,0.05,355.9457173725649,0.05,379.4539252141914,0.05,401.1620271771923,0.05,421.3039759806609,0.05,170.1880773702038,0.05,224.1356946618359,0.05,269.7581643524971,0.05,309.1491755203688,0.05,343.8148100924388,0.05,374.7719307626886,0.05,402.7249841523899,0.05,428.1825928144132,0.05,451.5266905519288,0.05,473.0537065640956,0.05,187.4359757990737,0.05,247.6442003877721,0.05,297.8378059773886,0.05,340.5223995047259,0.05,377.5730685449659,0.05,410.2669500050853,0.05,439.4856840597372,0.05,465.8598682615315,0.05,489.8573081530517,0.05,511.8363250713672,0.05,202.6249395413405,0.05,268.446912324531,0.05,322.6202451175122,0.05,368.045641212823,0.05,406.96890680249,0.05,440.9298847853098,0.05,470.9874698379815,0.05,497.8924056925981,0.05,522.1954984034105,0.05,544.3136601998693,0.05,216.1926705961429,0.05,287.1457355464452,0.05,344.8867736848586,0.05,392.6894751955691,0.05,433.1655795656347,0.05,468.115262645917,0.05,498.7715934290471,0.05,526.0017169432028,0.05,550.4354926799409,0.05,572.5446076662669,0.05,228.4042340250803,0.05,304.0781354423985,0.05,365.0512580444792,0.05,414.9476193146489,0.05,456.7369067071158,0.05,492.4747000089872,0.05,523.563580845054,0.05,550.9825174157531,0.05,575.4361396700245,0.05,597.4470678296281,0.05,249.5085158866965,0.05,333.5770651887197,0.05,400.1894823287914,0.05,453.6062302162343,0.05,497.4823195053678,0.05,534.3636599774067,0.05,565.974640703789,0.05,593.5028325808495,0.05,617.7894711890535,0.05,639.448133875151,0.05,267.1083620299121,0.05,358.409401277724,0.05,429.7780947132081,0.05,486.0346622508375,0.05,531.4737652072018,0.05,569.099753383292,0.05,600.9337736473199,0.05,628.3517845916632,0.05,652.3153625684116,0.05,673.5160418274827,0.05,282.0101301874937,0.05,379.6015309577514,0.05,455.035671995198,0.05,513.6266773669605,0.05,560.2619928647894,0.05,598.3709414592815,0.05,630.2463857841871,0.05,657.4336595669181,0.05,681.000215588837,0.05,701.7045338645128,0.05,294.7903719886565,0.05,397.8993897436586,0.05,476.8483205896391,0.05,537.3890631037393,0.05,584.9565981959538,0.05,623.3725800651843,0.05,655.1779624780341,0.05,682.0702724274475,0.05,705.2103012874715,0.05,725.4142872441942,0.05,305.8722441959527,0.05,413.8581412534025,0.05,495.8759038464456,0.05,558.0673795642778,0.05,606.3727239087179,0.05,644.9752211488767,0.05,676.6422555121867,0.05,703.2083081998582,0.05,725.9167535395321,0.05,745.6339508701182,0.05,315.5733247892886,0.05,427.8994570059445,0.05,512.619857152408,0.05,576.2254557154263,0.05,625.122585448581,0.05,663.8278434358798,0.05,695.3154742842647,0.05,721.5435120736297,0.05,743.8287146175041,0.05,763.0812041952473,0.05,324.1366141051966,0.05,440.3493620227786,0.05,527.4680305952535,0.05,592.2975620673026,0.05,641.6748955924144,0.05,680.4241022035912,0.05,711.7087366033131,0.05,737.5986373171024,0.05,759.4760703733377,0.05,778.2896050106874
0.1,105.5125332624006,0.1,134.1165255971413,0.1,158.2728267310158,0.1,179.2055019456769,0.1,197.6795667300127,0.1,214.1968172699925,0.1,229.1081679548009,0.1,242.6724788620492,0.1,255.0885943572155,0.1,266.5139315941476,0.1,123.0741379631747,0.1,159.0531575458512,0.1,189.9211004265743,0.1,217.0209278116441,0.1,241.219661520477,0.1,263.0889597257547,0.1,283.0280926199225,0.1,301.3313883804148,0.1,318.2253573458127,0.1,333.8901215997626,0.1,149.4630166594476,0.1,195.8431517443099,0.1,235.6035584001002,0.1,270.4260959633696,0.1,301.4634334584074,0.1,329.4846958687274,0.1,355.0243149564033,0.1,378.4720145274411,0.1,400.1242722867489,0.1,420.2144318004379,0.1,169.7333718897271,0.1,223.5373461769136,0.1,269.0384130822644,0.1,308.3246514162839,0.1,342.8981168194963,0.1,373.7729555373446,0.1,401.6517329347381,0.1,427.0417135622724,0.1,450.3238116936616,0.1,471.7936654317033,0.1,186.9221827509114,0.1,246.9659618698072,0.1,297.0225549111072,0.1,339.5906810254651,0.1,376.5402881792608,0.1,409.1450159756706,0.1,438.284091377271,0.1,464.5863863656295,0.1,488.5184266874775,0.1,510.4375536384534,0.1,202.0563565551552,0.1,267.6943742983486,0.1,321.7164101720659,0.1,367.0149993741899,0.1,405.8296474724928,0.1,439.6958827434528,0.1,469.6696346600805,0.1,496.4995454784278,0.1,520.734879919943,0.1,542.7913838907176,0.1,215.5730116754607,0.1,286.3236291337414,0.1,343.9000497336397,0.1,391.5665398227375,0.1,431.9273550766666,0.1,466.777521215839,0.1,497.3465823291059,0.1,524.4992058328197,0.1,548.8634522766624,0.1,570.9096619562594,0.1,227.7369134986307,0.1,303.1908285013205,0.1,363.9868660182856,0.1,413.7384000286563,0.1,455.4064444683578,0.1,491.0405869970231,0.1,522.0393246167707,0.1,549.3787763157278,0.1,573.7615222182179,0.1,595.7086627933727,0.1,248.7551263182565,0.1,332.5713368668878,0.1,398.9840509130482,0.1,452.2407760703927,0.1,495.9854920107454,0.1,532.7564448585214,0.1,564.2728398549843,0.1,591.7186808092499,0.1,615.932678016868,0.1,637.5265678314673,0.1,266.2797017357887,0.1,357.2994168902212,0.1,428.4485239419035,0.1,484.5321558478707,0.1,529.8316591078639,0.1,567.3420994003272,0.1,599.0783881750889,0.1,626.4122434374932,0.1,650.3022801963504,0.1,671.4379042023431,0.1,281.1153324172647,0.1,378.39942745459,0.1,453.5964392708532,0.1,512.0034505745016,0.1,558.4924126423364,0.1,596.481818617984,0.1,628.2573045254894,0.1,655.3593394134118,0.1,678.8520185535601,0.1,699.4914377893484,0.1,293.8371514459433,0.1,396.6155240683906,0.1,475.3117772717392,0.1,535.6589802207376,0.1,583.0745577012781,0.1,621.3678739546141,0.1,653.0717297624676,0.1,679.8782128269811,0.1,702.9443985315571,0.1,723.0839138847963,0.1,304.8671339529946,0.1,412.5013571627153,0.1,494.252594059119,0.1,556.2422271888812,0.1,604.3909165174009,0.1,642.8682849864621,0.1,674.4327020648379,0.1,700.9126821569532,0.1,723.5475595280542,0.1,743.2008805713849,0.1,314.5218816902361,0.1,426.4773291020701,0.1,510.9188095184062,0.1,574.3152906757284,0.1,623.0517909692513,0.1,661.6299623500828,0.1,693.0142348277609,0.1,719.1561918324073,0.1,741.3682579138577,0.1,760.5575626223135,0.1,323.0435894881032,0.1,438.8684052651902,0.1,525.6970087194181,0.1,590.3110056398301,0.1,639.5243177996633,0.1,678.1448712463063,0.1,709.3256643275495,0.1,735.1296409167172,0.1,756.9344680241888,0.1,775.685561446405
