pch18_Id_W (ll=3.5e-07) X,pch18_Id_W (ll=3.5e-07) Y,pch18_Id_W (ll=4e-07) X,pch18_Id_W (ll=4e-07) Y,pch18_Id_W (ll=5e-07) X,pch18_Id_W (ll=5e-07) Y,pch18_Id_W (ll=6e-07) X,pch18_Id_W (ll=6e-07) Y,pch18_Id_W (ll=7e-07) X,pch18_Id_W (ll=7e-07) Y,pch18_Id_W (ll=8e-07) X,pch18_Id_W (ll=8e-07) Y,pch18_Id_W (ll=9e-07) X,pch18_Id_W (ll=9e-07) Y,pch18_Id_W (ll=1e-06) X,pch18_Id_W (ll=1e-06) Y,pch18_Id_W (ll=1.2e-06) X,pch18_Id_W (ll=1.2e-06) Y,pch18_Id_W (ll=1.4e-06) X,pch18_Id_W (ll=1.4e-06) Y,pch18_Id_W (ll=1.6e-06) X,pch18_Id_W (ll=1.6e-06) Y,pch18_Id_W (ll=1.8e-06) X,pch18_Id_W (ll=1.8e-06) Y,pch18_Id_W (ll=2e-06) X,pch18_Id_W (ll=2e-06) Y,pch18_Id_W (ll=2.2e-06) X,pch18_Id_W (ll=2.2e-06) Y,pch18_Id_W (ll=2.4e-06) X,pch18_Id_W (ll=2.4e-06) Y
0.3700000000000002,-0.02128990872330817,0.3700000000000002,-0.01941890009468001,0.3700000000000002,-0.0170169394260983,0.3700000000000002,-0.01528448321917013,0.3700000000000002,-0.01387773349997003,0.3700000000000002,-0.01269612436806545,0.3700000000000002,-0.01168921819379237,0.3700000000000002,-0.010822674033769,0.3700000000000002,-0.009412584044734022,0.3700000000000002,-0.008318577927172832,0.3700000000000002,-0.007447681349430095,0.3700000000000002,-0.006739197517269026,0.3700000000000002,-0.006152207496898461,0.3700000000000002,-0.005658279814731211,0.3700000000000002,-0.005237113825726503
0.3800000000000002,-0.02699087066809873,0.3800000000000002,-0.02461593911913728,0.3800000000000002,-0.02155048545430623,0.3800000000000002,-0.01933507499697217,0.3800000000000002,-0.01753801409824835,0.3800000000000002,-0.01603102089979713,0.3800000000000002,-0.01474886457138254,0.3800000000000002,-0.01364697751093777,0.3800000000000002,-0.01185696490579307,0.3800000000000002,-0.01047076476159498,0.3800000000000002,-0.009368843214104298,0.3800000000000002,-0.008473438914217006,0.3800000000000002,-0.007732269701257973,0.3800000000000002,-0.007109085582243917,0.3800000000000002,-0.006578047731998256
0.3900000000000002,-0.03407748460762426,0.3900000000000002,-0.0310719569070475,0.3900000000000002,-0.02717049451461679,0.3900000000000002,-0.02434587818247118,0.3900000000000002,-0.02205779651656829,0.3900000000000002,-0.02014274986936695,0.3900000000000002,-0.01851639166676102,0.3900000000000002,-0.01712092527352324,0.3900000000000002,-0.01485836057028942,0.3900000000000002,-0.01310987160221345,0.3900000000000002,-0.01172219903988414,0.3900000000000002,-0.01059604038913229,0.3900000000000002,-0.009664833166941696,0.3900000000000002,-0.008882536070713917,0.3900000000000002,-0.008216394285976557
0.4000000000000002,-0.04283433662603799,0.4000000000000002,-0.03904302430033577,0.4000000000000002,-0.03409232105838581,0.4000000000000002,-0.03050254481204016,0.4000000000000002,-0.0275997248784105,0.4000000000000002,-0.02517565474360346,0.4000000000000002,-0.02312130785343433,0.4000000000000002,-0.02136180409023299,0.4000000000000002,-0.01851520044252815,0.4000000000000002,-0.01632053209467711,0.4000000000000002,-0.01458189484093553,0.4000000000000002,-0.01317292674996699,0.4000000000000002,-0.01200921570040187,0.4000000000000002,-0.01103252935706602,0.4000000000000002,-0.01020152894132108
0.4100000000000002,-0.05358614430041659,0.4100000000000002,-0.04881998186757346,0.4100000000000002,-0.04255800427576622,0.4100000000000002,-0.03801176012300152,0.4100000000000002,-0.03434343974638076,0.4100000000000002,-0.03128812076437489,0.4100000000000002,-0.02870494627950868,0.4100000000000002,-0.02649702297821331,0.4100000000000002,-0.02293363477651465,0.4100000000000002,-0.02019352160376411,0.4100000000000002,-0.01802712090799572,0.4100000000000002,-0.01627427032806909,0.4100000000000002,-0.01482838349406561,0.4100000000000002,-0.0136161482327713,0.4100000000000002,-0.01258564436372371
0.4200000000000002,-0.06669719072178694,0.4200000000000002,-0.06072723075804613,0.4200000000000002,-0.05283416498438556,0.4200000000000002,-0.04709872837328034,0.4200000000000002,-0.0424829349084984,0.4200000000000002,-0.03864994624315978,0.4200000000000002,-0.03541791902263558,0.4200000000000002,-0.03266167976083457,0.4200000000000002,-0.02822534548516807,0.4200000000000002,-0.02482379522542366,0.4200000000000002,-0.02214034658934648,0.4200000000000002,-0.01997289291462672,0.4200000000000002,-0.01818749478375144,0.4200000000000002,-0.0166923245658012,0.4200000000000002,-0.01542251831729183
0.4300000000000002,-0.08256853096154144,0.4300000000000002,-0.07511943177726094,0.4300000000000002,-0.06520814744947986,0.4300000000000002,-0.05800323893253984,0.4300000000000002,-0.05222277730473687,0.4300000000000002,-0.04743880169264501,0.4300000000000002,-0.04341683435390947,0.4300000000000002,-0.039995527312097,0.4300000000000002,-0.03450494843951975,0.4300000000000002,-0.030308239628032,0.4300000000000002,-0.02700535003740215,0.4300000000000002,-0.02434251838585621,0.4300000000000002,-0.02215233362678153,0.4300000000000002,-0.02032042240294664,0.4300000000000002,-0.01876622151359007
0.4400000000000002,-0.1016327928853064,0.4400000000000002,-0.09237607822606174,0.4400000000000002,-0.07998260080861273,0.4400000000000002,-0.07097463688158162,0.4400000000000002,-0.06377357467733841,0.4400000000000002,-0.05783618218939133,0.4400000000000002,-0.05286068224464233,0.4400000000000002,-0.04863973365950623,0.4400000000000002,-0.04188734740846631,0.4400000000000002,-0.03674346258609217,0.4400000000000002,-0.03270533383227538,0.4400000000000002,-0.02945613839673158,0.4400000000000002,-0.026787871817247,0.4400000000000002,-0.02455895705000715,0.4400000000000002,-0.02266996486784969
0.4500000000000002,-0.1243467956112953,0.4500000000000002,-0.1128943153503567,0.4500000000000002,-0.09746905825838392,0.4500000000000002,-0.08626631479314885,0.4500000000000002,-0.0773473004628194,0.4500000000000002,-0.07002342785869774,0.4500000000000002,-0.06390741947820849,0.4500000000000002,-0.05873392313395573,0.4500000000000002,-0.05048544784686992,0.4500000000000002,-0.04422396528465623,0.4500000000000002,-0.03932142215840791,0.4500000000000002,-0.03538474797180429,0.4500000000000002,-0.03215718483031575,0.4500000000000002,-0.02946465102380678,0.4500000000000002,-0.0271852665650473
0.4600000000000002,-0.1511826864537046,0.4600000000000002,-0.1370808087328484,0.4600000000000002,-0.1179813714321464,0.4600000000000002,-0.1041305242292894,0.4600000000000002,-0.09315318102835435,0.4600000000000002,-0.0841784236868842,0.4600000000000002,-0.07671128224090119,0.4600000000000002,-0.07041395575096365,0.4600000000000002,-0.06040857962258556,0.4600000000000002,-0.05284097126744852,0.4600000000000002,-0.04693175993619788,0.4600000000000002,-0.04219663234789518,0.4600000000000002,-0.03832087388433874,0.4600000000000002,-0.03509195650719361,0.4600000000000002,-0.03236155097121043
0.4700000000000003,-0.1826187112663772,0.4700000000000003,-0.1653437730229025,0.4700000000000003,-0.1418299743137438,0.4700000000000003,-0.1248142942923542,0.4700000000000003,-0.1113947649771816,0.4700000000000003,-0.1004734645343415,0.4700000000000003,-0.09142120888794099,0.4700000000000003,-0.08381074852871351,0.4700000000000003,-0.07176182451793911,0.4700000000000003,-0.06268204163742869,0.4700000000000003,-0.05561130112534115,0.4700000000000003,-0.0499572641135628,0.4700000000000003,-0.04533703383938435,0.4700000000000003,-0.04149307041190625,0.4700000000000003,-0.03824619569261286
0.4800000000000003,-0.2191309284405996,0.4800000000000003,-0.1980863320983751,0.4800000000000003,-0.1693178203795928,0.4800000000000003,-0.1485570247408961,0.4800000000000003,-0.1322685435019835,0.4800000000000003,-0.1190745177104441,0.4800000000000003,-0.1081805117534212,0.4800000000000003,-0.099050213164697,0.4800000000000003,-0.08464624640546727,0.4800000000000003,-0.07383143593097223,0.4800000000000003,-0.06543222597213902,0.4800000000000003,-0.05872974059952824,0.4800000000000003,-0.05326169241963549,0.4800000000000003,-0.04871836606883908,0.4800000000000003,-0.0448849510419252
0.4900000000000003,-0.2611870542968101,0.4900000000000003,-0.2357021419583137,0.4900000000000003,-0.2007384842328023,0.4900000000000003,-0.1755899570664776,0.4900000000000003,-0.1559641536477696,0.4900000000000003,-0.1401418154146013,0.4900000000000003,-0.12712767323825,0.4900000000000003,-0.1162541532752561,0.4900000000000003,-0.0991598421056286,0.4900000000000003,-0.08637103481719016,0.4900000000000003,-0.07646481011623694,0.4900000000000003,-0.06857559410695134,0.4900000000000003,-0.06214956361421946,0.4900000000000003,-0.05681709432779086,0.4900000000000003,-0.05232259392741083
0.5000000000000002,-0.3092431992679495,0.5000000000000002,-0.2785737290180487,0.5000000000000002,-0.2363764541910552,0.5000000000000002,-0.2061373344153166,0.5000000000000002,-0.1826658788966823,0.5000000000000002,-0.1638314548236222,0.5000000000000002,-0.1483979364721629,0.5000000000000002,-0.1355417979112543,0.5000000000000002,-0.1153989176071609,0.5000000000000002,-0.1003815605953677,0.5000000000000002,-0.08877850987067054,0.5000000000000002,-0.07955576357840964,0.5000000000000002,-0.0720549243848756,0.5000000000000002,-0.06583818053348835,0.5000000000000002,-0.06060365735789571
0.5100000000000002,-0.3637436453658816,0.5100000000000002,-0.3270734267949768,0.5100000000000002,-0.2765092085544053,0.5100000000000002,-0.2404187554547309,0.5100000000000002,-0.2125549504105013,0.5100000000000002,-0.1902975385431166,0.5100000000000002,-0.1721252614281387,0.5100000000000002,-0.1570315804938567,0.5100000000000002,-0.1334595655023814,0.5100000000000002,-0.1159438231483396,0.5100000000000002,-0.1024430310486607,0.5100000000000002,-0.09173152587636497,0.5100000000000002,-0.08303243713070953,0.5100000000000002,-0.07583095932466558,0.5100000000000002,-0.06977309342394296
0.5200000000000002,-0.4251232100998193,0.5200000000000002,-0.3815663023132124,0.5200000000000002,-0.3214103815742752,0.5200000000000002,-0.2786520772990664,0.5200000000000002,-0.2458120846687649,0.5200000000000002,-0.2196943692978822,0.5200000000000002,-0.1984442274815092,0.5200000000000002,-0.1808427997031244,0.5200000000000002,-0.1534389631106411,0.5200000000000002,-0.1331397675228086,0.5200000000000002,-0.1175291975726839,0.5200000000000002,-0.1051652321969442,0.5200000000000002,-0.09513778551911832,0.5200000000000002,-0.08684573195684413,0.5200000000000002,-0.07987676798902162
0.5300000000000002,-0.4938113048313862,0.5300000000000002,-0.4424141714134253,0.5300000000000002,-0.3713532344858081,0.5300000000000002,-0.321056235146816,0.5300000000000002,-0.2826197543617451,0.5300000000000002,-0.2521782952092975,0.5300000000000002,-0.2274915538507852,0.5300000000000002,-0.2070968906844722,0.5300000000000002,-0.1754362974432948,0.5300000000000002,-0.1520531779219761,0.5300000000000002,-0.1341095068022985,0.5300000000000002,-0.1199207588370613,0.5300000000000002,-0.1084280489565171,0.5300000000000002,-0.09893408337218793,0.5300000000000002,-0.090961733452234
0.5400000000000003,-0.5702366125423144,0.5400000000000003,-0.5099797471547909,0.5400000000000003,-0.4266137319603702,0.5400000000000003,-0.367853479261912,0.5400000000000003,-0.3231638319540897,0.5400000000000003,-0.2879089397189455,0.5400000000000003,-0.2594070374531326,0.5400000000000003,-0.2359181524327502,0.5400000000000003,-0.1995532212842901,0.5400000000000003,-0.1727699756070545,0.5400000000000003,-0.1522583293076265,0.5400000000000003,-0.1360636430410111,0.5400000000000003,-0.1229617951420208,0.5400000000000003,-0.1121489445089354,0.5400000000000003,-0.103076269391721
0.5500000000000003,-0.6548313745294738,0.5500000000000003,-0.5846301080058107,0.5500000000000003,-0.4874727210436898,0.5500000000000003,-0.4192707208752495,0.5500000000000003,-0.3676344149987661,0.5500000000000003,-0.3270496974374876,0.5500000000000003,-0.294333835146006,0.5500000000000003,-0.2674338881137576,0.5500000000000003,-0.225893830711937,0.5500000000000003,-0.1953781172037604,0.5500000000000003,-0.1720517677347164,0.5500000000000003,-0.1536609227184461,0.5500000000000003,-0.1387989115215035,0.5500000000000003,-0.1265444215232987,0.5500000000000003,-0.1162697129540184
0.5600000000000003,-0.7480345143565261,0.5600000000000003,-0.6667389303089913,0.5600000000000003,-0.5542169444805471,0.5600000000000003,-0.4755398706507283,0.5600000000000003,-0.4162257964624705,0.5600000000000003,-0.3697675018837426,0.5600000000000003,-0.3324181196593765,0.5600000000000003,-0.3017740004247487,0.5600000000000003,-0.2545642164207828,0.5600000000000003,-0.2199671472709279,0.5600000000000003,-0.1935672269874465,0.5600000000000003,-0.1727807295592081,0.5600000000000003,-0.1560002222101004,0.5600000000000003,-0.1421754355992789,0.5600000000000003,-0.1305921199600049
0.5700000000000003,-0.8502931434365909,0.5700000000000003,-0.7566872165897475,0.5700000000000003,-0.6271388351555716,0.5700000000000003,-0.5368972095617077,0.5700000000000003,-0.4691356585888808,0.5700000000000003,-0.4162319582959091,0.5700000000000003,-0.3738082062188134,0.5700000000000003,-0.3390701378677129,0.5700000000000003,-0.2856716771568076,0.5700000000000003,-0.2466274845464086,0.5700000000000003,-0.2168827669849687,0.5700000000000003,-0.1934916997692058,0.5700000000000003,-0.1746269486335947,0.5700000000000003,-0.1590972265265902,0.5700000000000003,-0.1460938055819401
0.5800000000000003,-0.9620623014502953,0.5800000000000003,-0.8548625038935567,0.5800000000000003,-0.7065352006658739,0.5800000000000003,-0.6035819372051158,0.5800000000000003,-0.5265636391659088,0.5800000000000003,-0.4666139832818889,0.5800000000000003,-0.4186532813656544,0.5800000000000003,-0.379454512872837,0.5800000000000003,-0.3193236974496703,0.5800000000000003,-0.275449529233965,0.5800000000000003,-0.2420763138130715,0.5800000000000003,-0.2158622691552685,0.5800000000000003,-0.1947400733403948,0.5800000000000003,-0.1773647735751824,0.5800000000000003,-0.1628248132221171
0.5900000000000003,-1.083803033037053,0.5900000000000003,-0.9616567214446949,0.5900000000000003,-0.7927050077926986,0.5900000000000003,-0.675834097990364,0.5900000000000003,-0.5887094498179811,0.5900000000000003,-0.5210841098514581,0.5900000000000003,-0.4671018739837732,0.5900000000000003,-0.4230585161370634,0.5900000000000003,-0.3556267899836618,0.5900000000000003,-0.3065226746249004,0.5900000000000003,-0.2692248000809654,0.5900000000000003,-0.2399599139366945,0.5900000000000003,-0.2163996610291295,0.5900000000000003,-0.1970321818733668,0.5900000000000003,-0.1808343550561982
0.6000000000000003,-1.215979068884766,0.6000000000000003,-1.077462977909892,0.6000000000000003,-0.8859465224608384,0.6000000000000003,-0.7538921013736622,0.6000000000000003,-0.65577072746117,0.6000000000000003,-0.579810610963953,0.6000000000000003,-0.5193001997270826,0.6000000000000003,-0.4700112411035047,0.6000000000000003,-0.3946852916509533,0.6000000000000003,-0.3399342954022184,0.6000000000000003,-0.2984032950414405,0.6000000000000003,-0.2658503891569286,0.6000000000000003,-0.2396641820446688,0.6000000000000003,-0.2181520743510691,0.6000000000000003,-0.2001702601362321
0.6100000000000003,-1.359052467397762,0.6100000000000003,-1.202671605368843,0.6100000000000003,-0.9865540653784657,0.6100000000000003,-0.8379900410423201,0.6100000000000003,-0.7279407831459584,0.6100000000000003,-0.642957576214599,0.6100000000000003,-0.5753904915798679,0.6100000000000003,-0.5204380147552624,0.6100000000000003,-0.4366001865242233,0.6100000000000003,-0.3757687710484069,0.6100000000000003,-0.3296841727052942,0.6100000000000003,-0.2935970055669642,0.6100000000000003,-0.2645898736896259,0.6100000000000003,-0.2407750203172515,0.6100000000000003,-0.2208784577242095
0.6200000000000003,-1.513478598221069,0.6200000000000003,-1.337665786653377,0.6200000000000003,-1.09481462158729,0.6200000000000003,-0.9283549911371947,0.6200000000000003,-0.8054063860648131,0.6200000000000003,-0.710683051703964,0.6200000000000003,-0.6355094068551522,0.6200000000000003,-0.5744590105148618,0.6200000000000003,-0.4814680120323917,0.6200000000000003,-0.4141065884233774,0.6200000000000003,-0.3631363538043147,0.6200000000000003,-0.3232599750086512,0.6200000000000003,-0.291230165069735,0.6200000000000003,-0.2649490230931046,0.6200000000000003,-0.2430025156866807
0.6300000000000003,-1.679700830407927,0.6300000000000003,-1.482817062214113,0.6300000000000003,-1.211004505894733,0.6300000000000003,-1.025204423884417,0.6300000000000003,-0.8883456907977652,0.6300000000000003,-0.7831373272036622,0.6300000000000003,-0.6997865782059591,0.6300000000000003,-0.632187998952901,0.6300000000000003,-0.5293798885145587,0.6300000000000003,-0.4550235542503425,0.6300000000000003,-0.3988246461443724,0.6300000000000003,-0.3548958445292932,0.6300000000000003,-0.3196351825683786,0.6300000000000003,-0.2907190814320836,0.6300000000000003,-0.2665832468466275
0.6400000000000003,-1.858145243520503,0.6400000000000003,-1.638480966193333,0.6400000000000003,-1.33538624442555,0.6400000000000003,-1.128743858099253,0.6400000000000003,-0.9769263867943087,0.6400000000000003,-0.8604614302246379,0.6400000000000003,-0.7683433552497854,0.6400000000000003,-0.6937312737956262,0.6400000000000003,-0.5804206980682785,0.6400000000000003,-0.4985901366322008,0.6400000000000003,-0.436809198141765,0.6400000000000003,-0.3885570310863426,0.6400000000000003,-0.3498513457239108,0.6400000000000003,-0.3181268329615413,0.6400000000000003,-0.2916583903565289
0.6500000000000004,-2.049215622936891,0.6500000000000004,-1.804992988954609,0.6500000000000004,-1.468205790931237,0.6500000000000004,-1.23916481525163,0.6500000000000004,-1.071304122744132,0.6500000000000004,-0.9427858649013153,0.6500000000000004,-0.8412917651531762,0.6500000000000004,-0.7591867750703227,0.6500000000000004,-0.6346684265750899,0.6500000000000004,-0.5448709450399341,0.6500000000000004,-0.4771450722834807,0.6500000000000004,-0.4242914618330279,0.6500000000000004,-0.3819210573098796,0.6500000000000004,-0.3472102826040921,0.6500000000000004,-0.318262370436466
0.6600000000000004,-2.253288940274523,0.6600000000000004,-1.982665011302172,0.6600000000000004,-1.609690158178017,0.6600000000000004,-1.35664313080559,0.6600000000000004,-1.171621235792868,0.6600000000000004,-1.030229615257463,0.6600000000000004,-0.9187337052919261,0.6600000000000004,-0.8286434183070015,0.6600000000000004,-0.6921936730076914,0.6600000000000004,-0.5939243504347498,0.6600000000000004,-0.5198819388353509,0.6600000000000004,-0.4621423195383067,0.6600000000000004,-0.4158824867144897,0.6600000000000004,-0.3780036148002763,0.6600000000000004,-0.3464261311346513
0.6700000000000004,-2.470711461748172,0.6700000000000004,-2.171782307628807,0.6700000000000004,-1.760045511212736,0.6700000000000004,-1.481337643996708,0.6700000000000004,-1.278005796750336,0.6700000000000004,-1.122899417458214,0.6700000000000004,-1.000760368839889,0.6700000000000004,-0.9021806284185383,0.6700000000000004,-0.7530593224531811,0.6700000000000004,-0.6458022411547072,0.6700000000000004,-0.5650638851930461,0.6700000000000004,-0.5021478885495571,0.6700000000000004,-0.4517694421514429,0.6700000000000004,-0.4105370852354581,0.6700000000000004,-0.3761770430003685
0.6800000000000004,-2.701795574565598,0.6800000000000004,-2.372601173043601,0.6800000000000004,-1.919455741101054,0.6800000000000004,-1.613389269149409,0.6800000000000004,-1.39057096739131,0.6800000000000004,-1.220889293882251,0.6800000000000004,-1.087451894622593,0.6800000000000004,-0.9798680689822545,0.6800000000000004,-0.8173203735095733,0.6800000000000004,-0.7005499057188053,0.6800000000000004,-0.6127293326539311,0.6800000000000004,-0.5443414936924523,0.6800000000000004,-0.4896113246635198,0.6800000000000004,-0.4448369855399135,0.6800000000000004,-0.4075388755890993
0.6900000000000004,-2.946817375604664,0.6900000000000004,-2.58534719383523,0.6900000000000004,-2.088081514830284,0.6900000000000004,-1.75292043582705,0.6900000000000004,-1.509414654371174,0.6900000000000004,-1.324280332968286,0.6900000000000004,-1.178877225511752,0.6900000000000004,-1.061765551871007,0.6900000000000004,-0.885023906592901,0.6900000000000004,-0.7582060305717923,0.6900000000000004,-0.6629110499009978,0.6900000000000004,-0.5887515224607612,0.6900000000000004,-0.5294331551600346,0.6900000000000004,-0.480925672952514,0.6900000000000004,-0.440531828427267
0.7000000000000004,-3.206015028154435,0.7000000000000004,-2.810214151486532,0.7000000000000004,-2.266059779175993,0.7000000000000004,-1.900034873188417,0.7000000000000004,-1.634619435806849,0.7000000000000004,-1.433140692463198,0.7000000000000004,-1.275094154726479,0.7000000000000004,-1.147923108252592,0.7000000000000004,-0.956209176994665,0.7000000000000004,-0.8188027988113393,0.7000000000000004,-0.715636250962003,0.7000000000000004,-0.6354015196260943,0.7000000000000004,-0.5712556647233626,0.7000000000000004,-0.5188216560914117,0.7000000000000004,-0.4751726123385816
0.7100000000000004,-3.479587861423351,0.7100000000000004,-3.047363527604162,0.7100000000000004,-2.45350368302679,0.7100000000000004,-2.054817705470627,0.7100000000000004,-1.766252730828195,0.7100000000000004,-1.547525799585512,0.7100000000000004,-1.376149536340307,0.7100000000000004,-1.238381199616939,0.7100000000000004,-1.030907815030029,0.7100000000000004,-0.8823660749168362,0.7100000000000004,-0.7709267646740537,0.7100000000000004,-0.6843103428520944,0.7100000000000004,-0.6150954380013515,0.7100000000000004,-0.5585397276474823,0.7100000000000004,-0.511474572771816
0.7200000000000004,-3.76769616350974,0.7200000000000004,-3.296924560116588,0.7200000000000004,-2.650502873455389,0.7200000000000004,-2.217335820093579,0.7200000000000004,-1.904367178997005,0.7200000000000004,-1.667478719377921,0.7200000000000004,-1.482079634775135,0.7200000000000004,-1.333171046440566,0.7200000000000004,-1.109144115102892,0.7200000000000004,-0.9489156602583007,0.7200000000000004,-0.8287992625937769,0.7200000000000004,-0.735492367895846,0.7200000000000004,-0.6609650995543971,0.7200000000000004,-0.6000911349008944,0.7200000000000004,-0.5494478468755128
0.7300000000000004,-4.070461601084642,0.7300000000000004,-3.558994789363487,0.7300000000000004,-2.857124115197683,0.7300000000000004,-2.387638467035182,0.7300000000000004,-2.049001195043084,0.7300000000000004,-1.793030661834274,0.7300000000000004,-1.592910587809923,0.7300000000000004,-1.432315052105939,0.7300000000000004,-1.190935395785599,0.7300000000000004,-1.018465604539244,0.7300000000000004,-0.889265532706436,0.7300000000000004,-0.7889577324001945,0.7300000000000004,-0.7088735334408285,0.7300000000000004,-0.6434837793639773,0.7300000000000004,-0.5890995464522337
0.7400000000000004,-4.387968187520968,0.7400000000000004,-3.83364102562794,0.7400000000000004,-3.073412180619321,0.7400000000000004,-2.56575804742022,0.7400000000000004,-2.200179664509821,0.7400000000000004,-1.924201598933985,0.7400000000000004,-1.708658958376586,0.7400000000000004,-1.535827300528278,0.7400000000000004,-1.276292413884149,0.7400000000000004,-1.09102455916734,0.7400000000000004,-0.9523327870748809,0.7400000000000004,-0.8447126080129547,0.7400000000000004,-0.7588261270041131,0.7400000000000004,-0.6887224374855407,0.7400000000000004,-0.6304339595148883
0.7500000000000004,-4.720263714891648,0.7500000000000004,-4.120900666578575,0.7500000000000004,-3.299390957173052,0.7500000000000004,-2.751711050268955,0.7500000000000004,-2.357914747290139,0.7500000000000004,-2.06100096421563,0.7500000000000004,-1.829332351910506,0.7500000000000004,-1.643714107388031,0.7500000000000004,-1.365219816767335,0.7500000000000004,-1.166596159716512,0.7500000000000004,-1.018003992617866,0.7500000000000004,-0.902759491515415,0.7500000000000004,-0.8108250306859812,0.7500000000000004,-0.7358089951397589,0.7500000000000004,-0.6734527638929341
0.7600000000000005,-5.067361563370892,0.7600000000000005,-4.420783293299186,0.7600000000000005,-3.535064721259815,0.7600000000000005,-2.945499098661712,0.7600000000000005,-2.522206758338124,0.7600000000000005,-2.203428409701133,0.7600000000000005,-1.95493007804673,0.7600000000000005,-1.755974606735456,0.7600000000000005,-1.457716618833874,0.7600000000000005,-1.245179426023829,0.7600000000000005,-1.086278215417724,0.7600000000000005,-0.9630975067181409,0.7600000000000005,-0.8648694266555971,0.7600000000000005,-0.7847426894986872,0.7600000000000005,-0.7181552471374035
0.7700000000000005,-5.429242803291798,0.7700000000000005,-4.733272476410343,0.7700000000000005,-3.780419530804251,0.7700000000000005,-3.147110069817603,0.7700000000000005,-2.693045097780925,0.7700000000000005,-2.351474597610216,0.7700000000000005,-2.085443837808031,0.7700000000000005,-1.87260135685595,0.7700000000000005,-1.55377668974782,0.7700000000000005,-1.32676916995437,0.7700000000000005,-1.157150970247067,0.7700000000000005,-1.025722710016602,0.7700000000000005,-0.9209558000567988,0.7700000000000005,-0.8355203527998767,0.7700000000000005,-0.7645385278040732
0.7800000000000005,-5.805858509646695,0.7800000000000005,-5.058327728568388,0.7800000000000005,-4.035424693290195,0.7800000000000005,-3.356519257433821,0.7800000000000005,-2.870409205965842,0.7800000000000005,-2.505122007180626,0.7800000000000005,-2.220858419954621,0.7800000000000005,-1.993580951522904,0.7800000000000005,-1.653389243888143,0.7800000000000005,-1.411356402385608,0.7800000000000005,-1.230614568305076,0.7800000000000005,-1.090628393635813,0.7800000000000005,-0.9790782076833493,0.7800000000000005,-0.8881366534254761,0.7800000000000005,-0.8125977740141497
0.7900000000000005,-6.197132215395859,0.7900000000000005,-5.395886545766386,0.7900000000000005,-4.300034271074368,0.7900000000000005,-3.573690548797607,0.7900000000000005,-3.054269522455717,0.7900000000000005,-2.664345739863816,0.7900000000000005,-2.361152392719169,0.7900000000000005,-2.118894625007741,0.7900000000000005,-1.756539322246429,0.7900000000000005,-1.498928732444289,0.7900000000000005,-1.306658457415104,0.7900000000000005,-1.157805381688458,0.7900000000000005,-1.039228539859211,0.7900000000000005,-0.9425843305741555,0.7900000000000005,-0.8623264159746862
0.8000000000000005,-6.602962437886381,0.8000000000000005,-5.745866486819863,0.8000000000000005,-4.574188591168115,0.8000000000000005,-3.798577593438832,0.8000000000000005,-3.244588431455928,0.8000000000000005,-2.829114309071053,0.8000000000000005,-2.506298779635849,0.8000000000000005,-2.248518841376739,0.8000000000000005,-1.863208259712098,0.8000000000000005,-1.589470753428139,0.8000000000000005,-1.385269550118264,0.8000000000000005,-1.227242315194157,0.8000000000000005,-1.101396772201241,0.8000000000000005,-0.9988544196103025,0.8000000000000005,-0.913716349864469
0.8100000000000005,-7.023225221368427,0.8100000000000005,-6.108167247745959,0.8100000000000005,-4.857815732072006,0.8100000000000005,-4.031124944248515,0.8100000000000005,-3.441321179487884,0.8100000000000005,-2.999390403399123,0.8100000000000005,-2.656265710503303,0.8100000000000005,-2.382425860620383,0.8100000000000005,-1.973374132255865,0.8100000000000005,-1.682964411127035,0.8100000000000005,-1.466432536176546,0.8100000000000005,-1.298925923136704,0.8100000000000005,-1.165571204756159,0.8100000000000005,-1.05693646589985,0.8100000000000005,-0.9667581311443375
0.8200000000000005,-7.457776647526089,0.8200000000000005,-6.482672695073148,0.8200000000000005,-5.150832965452735,0.8200000000000005,-4.271269155916686,0.8200000000000005,-3.644416754226602,0.8200000000000005,-3.17513161480073,0.8200000000000005,-2.811017040655952,0.8200000000000005,-2.520584275991366,0.8200000000000005,-2.087012179939177,0.8200000000000005,-1.779389351405046,0.8200000000000005,-1.55013017695994,0.8200000000000005,-1.372841277460698,0.8200000000000005,-1.231738686725433,0.8200000000000005,-1.116818725582204,0.8200000000000005,-1.021441155925473
0.8300000000000005,-7.906455274705914,0.8300000000000005,-6.869252829158144,0.8300000000000005,-5.453148135312764,0.8300000000000005,-4.518939829139427,0.8300000000000005,-3.853818716225002,0.8300000000000005,-3.356291125443131,0.8300000000000005,-2.970512933615936,0.8300000000000005,-2.662959518549762,0.8300000000000005,-2.204095202921192,0.8300000000000005,-1.878723244907985,0.8300000000000005,-1.636343580027645,0.8300000000000005,-1.448972030623501,0.8300000000000005,-1.299884825614088,0.8300000000000005,-1.178488352279663,0.8300000000000005,-1.077753829524388
