pch18_Id_W (ll=3.5e-07) X,pch18_Id_W (ll=3.5e-07) Y,pch18_Id_W (ll=4e-07) X,pch18_Id_W (ll=4e-07) Y,pch18_Id_W (ll=5e-07) X,pch18_Id_W (ll=5e-07) Y,pch18_Id_W (ll=6e-07) X,pch18_Id_W (ll=6e-07) Y,pch18_Id_W (ll=7e-07) X,pch18_Id_W (ll=7e-07) Y,pch18_Id_W (ll=8e-07) X,pch18_Id_W (ll=8e-07) Y,pch18_Id_W (ll=9e-07) X,pch18_Id_W (ll=9e-07) Y,pch18_Id_W (ll=1e-06) X,pch18_Id_W (ll=1e-06) Y,pch18_Id_W (ll=1.2e-06) X,pch18_Id_W (ll=1.2e-06) Y,pch18_Id_W (ll=1.4e-06) X,pch18_Id_W (ll=1.4e-06) Y,pch18_Id_W (ll=1.6e-06) X,pch18_Id_W (ll=1.6e-06) Y,pch18_Id_W (ll=1.8e-06) X,pch18_Id_W (ll=1.8e-06) Y,pch18_Id_W (ll=2e-06) X,pch18_Id_W (ll=2e-06) Y,pch18_Id_W (ll=2.2e-06) X,pch18_Id_W (ll=2.2e-06) Y,pch18_Id_W (ll=2.4e-06) X,pch18_Id_W (ll=2.4e-06) Y
0.8400000000000005,-8.369084474830265,0.8400000000000005,-7.267765655139537,0.8400000000000005,-5.764660961715798,0.8400000000000005,-4.7740605922638,0.8400000000000005,-4.069465977730281,0.8400000000000005,-3.542818348987647,0.8400000000000005,-3.134710403850802,0.8400000000000005,-2.809514326317148,0.8400000000000005,-2.324593928702762,0.8400000000000005,-1.980942087615218,0.8400000000000005,-1.725052452923085,0.8400000000000005,-1.527300634924024,0.8400000000000005,-1.369994180167018,0.8400000000000005,-1.241931569211261,0.8400000000000005,-1.135683721749867
0.8500000000000005,-8.845474644608197,0.8500000000000005,-7.678058945086145,0.8500000000000005,-6.085264260035295,0.8500000000000005,-5.03655001484199,0.8500000000000005,-4.291293524934483,0.8500000000000005,-3.734659523732784,0.8500000000000005,-3.30356381776944,0.8500000000000005,-2.960209176630092,0.8500000000000005,-2.448477349744976,0.8500000000000005,-2.086020476670892,0.8500000000000005,-1.816235335794499,0.8500000000000005,-1.607808543331985,0.8500000000000005,-1.442050436891165,0.8500000000000005,-1.307133826561761,0.8500000000000005,-1.195217708810026
0.8600000000000005,-9.335425274469733,0.8600000000000005,-8.099971880120203,0.8600000000000005,-6.414845070069109,0.8600000000000005,-5.306322449954307,0.8600000000000005,-4.51923308180782,0.8600000000000005,-3.931758256487799,0.8600000000000005,-3.477025352254594,0.8600000000000005,-3.115002681264551,0.8600000000000005,-2.575713031334624,0.8600000000000005,-2.193931861510489,0.8600000000000005,-1.909869812930889,0.8600000000000005,-1.690476391946509,0.8600000000000005,-1.516036570313035,0.8600000000000005,-1.374079944265331,0.8600000000000005,-1.256342102002969
0.8700000000000006,-9.838726864590193,0.8700000000000006,-8.533336565794936,0.8700000000000006,-6.753285692207582,0.8700000000000006,-5.583288804149763,0.8700000000000006,-4.753213715146137,0.8700000000000006,-4.134056017209442,0.8700000000000006,-3.655045410979194,0.8700000000000006,-3.273851944695837,0.8700000000000006,-2.706267390157382,0.8700000000000006,-2.304648770762112,0.8700000000000006,-2.005932703682341,0.8700000000000006,-1.775284164532368,0.8700000000000006,-1.591934987395878,0.8700000000000006,-1.44275424060398,0.8700000000000006,-1.319042763568531
0.8800000000000006,-10.35516268241805,0.8800000000000006,-8.977979417780158,0.8800000000000006,-7.100464630189792,0.8800000000000006,-5.867357235463975,0.8800000000000006,-4.993162381655761,0.8800000000000006,-4.341492585359283,0.8800000000000006,-3.837572999499836,0.8800000000000006,-3.436712886477345,0.8800000000000006,-2.840105944494763,0.8800000000000006,-2.418143015756733,0.8800000000000006,-2.104400233522282,0.8800000000000006,-1.86221133982414,0.8800000000000006,-1.66972765674866,0.8800000000000006,-1.513140647203246,0.8800000000000006,-1.383305210240009
0.8900000000000006,-10.88451036030966,0.8900000000000006,-9.43372241800185,0.8900000000000006,-7.45625744185919,0.8900000000000006,-6.158433781246061,0.8900000000000006,-5.239004418825192,0.8900000000000006,-4.554006449651697,0.8900000000000006,-4.024556060689345,0.8900000000000006,-3.603540529191684,0.8900000000000006,-2.977193537301304,0.8900000000000006,-2.534385871744508,0.8900000000000006,-2.20524818622166,0.8900000000000006,-1.951237022465356,0.8900000000000006,-1.749396223410092,0.8900000000000006,-1.585222811138181,0.8900000000000006,-1.449114705150364
0.9000000000000006,-11.4265433352513,0.9000000000000006,-9.900384243841984,0.9000000000000006,-7.820537500793105,0.9000000000000006,-6.456422918494964,0.9000000000000006,-5.490663982027599,0.9000000000000006,-4.771535163388166,0.9000000000000006,-4.215941772487269,0.9000000000000006,-3.774289253765084,0.9000000000000006,-3.117494533659264,0.9000000000000006,-2.653348238097518,0.9000000000000006,-2.308452038250495,0.9000000000000006,-2.042340058569926,0.9000000000000006,-1.830922110091822,0.9000000000000006,-1.658984184950296,0.9000000000000006,-1.516456338824032
0.9100000000000006,-11.98103213529546,0.9100000000000006,-10.37778127490302,0.9100000000000006,-8.193176672771418,0.9100000000000006,-6.761228060113671,0.9100000000000006,-5.748064430792696,0.9100000000000006,-4.994015657941675,0.9100000000000006,-4.411676810230427,0.9100000000000006,-3.948913024165616,0.9100000000000006,-3.260972994266194,0.9100000000000006,-2.775000778896634,0.9100000000000006,-2.413987076614227,0.9100000000000006,-2.135499136966907,0.9100000000000006,-1.914286605827247,0.9100000000000006,-1.734408105428785,0.9100000000000006,-1.585315100031163
0.9200000000000006,-12.54774551933429,0.9200000000000006,-10.86572848324071,0.9200000000000006,-8.574045911828353,0.9200000000000006,-7.072751990970112,0.9200000000000006,-6.011128667514795,0.9200000000000006,-5.22138451718904,0.9200000000000006,-4.611707576003161,0.9200000000000006,-4.127365583641539,0.9200000000000006,-3.407592826700166,0.9200000000000006,-2.899314045362774,0.9200000000000006,-2.521828501378161,0.9200000000000006,-2.230692877225751,0.9200000000000006,-1.999470943000554,0.9200000000000006,-1.811477862032525,0.9200000000000006,-1.65567593729996
0.9300000000000006,-13.12645147826256,0.9300000000000006,-11.36404021394679,0.9300000000000006,-8.963015781138218,0.9300000000000006,-7.390897247954611,0.9300000000000006,-6.279779432049599,0.9300000000000006,-5.453578215814411,0.9300000000000006,-4.815980397532964,0.9300000000000006,-4.309600624719351,0.9300000000000006,-3.557317916240868,0.9300000000000006,-3.026258581612281,0.9300000000000006,-2.631951514144886,0.9300000000000006,-2.32789990556507,0.9300000000000006,-2.086456363733075,0.9300000000000006,-1.890176755829383,0.9300000000000006,-1.72752381188241
0.9400000000000006,-13.71691810653453,0.9400000000000006,-11.87253086358413,0.9400000000000006,-9.359956904277579,0.9400000000000006,-7.715566448365805,0.9400000000000006,-6.553939555729137,0.9400000000000006,-5.69053332444624,0.9400000000000006,-5.024441699175189,0.9400000000000006,-4.495571935184271,0.9400000000000006,-3.710112238015953,0.9400000000000006,-3.155805015200644,0.9400000000000006,-2.744331393731607,0.9400000000000006,-2.427098919729591,0.9400000000000006,-2.175224176586244,0.9400000000000006,-1.970488149812664,0.9400000000000006,-1.800843742951184
0.9500000000000006,-14.3189143536759,0.9500000000000006,-12.39101546430417,0.9500000000000006,-9.764740352513453,0.9500000000000006,-8.046662570983747,0.9500000000000006,-6.833532178310423,0.9500000000000006,-5.932186684557227,0.9500000000000006,-5.237038147488705,0.9500000000000006,-4.685233522222843,0.9500000000000006,-3.865939952197712,0.9500000000000006,-3.287924133878022,0.9500000000000006,-2.858943560256334,0.9500000000000006,-2.528268743884758,0.9500000000000006,-2.265755804507967,0.9500000000000006,-2.05239551142335,0.9500000000000006,-1.875620845777766
0.9600000000000006,-14.93221066554523,0.9600000000000006,-12.91931018156904,0.9600000000000006,-10.17723797373861,0.9600000000000006,-8.384089194116008,0.9600000000000006,-7.118480931290789,0.9600000000000006,-6.178475555973947,0.9600000000000006,-5.453716773827524,0.9600000000000006,-4.878539716832061,0.9600000000000006,-4.024765483907735,0.9600000000000006,-3.422586949919338,0.9600000000000006,-2.975763628787734,0.9600000000000006,-2.631388374529858,0.9600000000000006,-2.358032824904166,0.9600000000000006,-2.135882448066579,0.9600000000000006,-1.951840363603772
0.9700000000000006,-15.55657952511216,0.9700000000000006,-13.45723273330842,0.9700000000000006,-10.59732266853612,0.9700000000000006,-8.727750694763172,0.9700000000000006,-7.40871009088989,0.9700000000000006,-6.429337739721836,0.9700000000000006,-5.674425076256867,0.9700000000000006,-5.075445260495195,0.9700000000000006,-4.186553589400433,0.9700000000000006,-3.559764753317174,0.9700000000000006,-3.094767453648599,0.9700000000000006,-2.736437018372651,0.9700000000000006,-2.452037002666348,0.9700000000000006,-2.220932736364056,0.9700000000000006,-2.029487693875565
0.9800000000000006,-16.19179590230468,0.9800000000000006,-14.00460273811005,0.9800000000000006,-11.02486861863494,0.9800000000000006,-9.077552412853786,0.9800000000000006,-7.704144703828381,0.9800000000000006,-6.684711678779712,0.9800000000000006,-5.899111102974905,0.9800000000000006,-5.275905376007774,0.9800000000000006,-4.351269409999017,0.9800000000000006,-3.69942915504357,0.9800000000000006,-3.21593116439101,0.9800000000000006,-2.843394123045463,0.9800000000000006,-2.547750316929374,0.9800000000000006,-2.307530345832859,0.9800000000000006,-2.108548409464817
0.9900000000000007,-16.83763762210559,0.9900000000000007,-14.56124199970432,0.9900000000000007,-11.4597514727408,0.9900000000000007,-9.433400784270512,0.9900000000000007,-8.004710688839634,0.9900000000000007,-6.944536539152222,0.9900000000000007,-6.127723519269876,0.9900000000000007,-5.479875824206383,0.9900000000000007,-4.518878515151723,0.9900000000000007,-3.841552121498072,0.9900000000000007,-3.339231194385576,0.9900000000000007,-2.952239401476619,0.9900000000000007,-2.6451549822743,0.9900000000000007,-2.395659457628554,0.9900000000000007,-2.189008275450507
1.000000000000001,-17.49388565960424,1.000000000000001,-15.12697473459666,1.000000000000001,-11.90184849441556,1.000000000000001,-9.795203446136874,1.000000000000001,-8.310334916640956,1.000000000000001,-7.208752273491452,1.000000000000001,-6.360211659894167,1.000000000000001,-5.687312948218169,1.000000000000001,-4.689346935868325,1.000000000000001,-3.986106001169218,1.000000000000001,-3.464644302890169,1.000000000000001,-3.062952850663073,1.000000000000001,-2.744233465032204,1.000000000000001,-2.485304478936417,1.000000000000001,-2.270853261988494
1.010000000000001,-18.16032437017042,1.010000000000001,-15.70162774924806,1.010000000000001,-12.35103867633538,1.010000000000001,-10.1628693175675,1.010000000000001,-8.620945270875191,1.010000000000001,-7.477299669316045,1.010000000000001,-6.596525568575739,1.010000000000001,-5.898173706713252,1.010000000000001,-4.862641189688067,1.010000000000001,-4.133063544446789,1.010000000000001,-3.592147591386592,1.010000000000001,-3.175514765524161,1.010000000000001,-2.844968495285093,1.010000000000001,-2.576450053541885,1.010000000000001,-2.354069553747249
1.020000000000001,-18.83674166232545,1.020000000000001,-16.28503057272086,1.020000000000001,-12.8072028249154,1.020000000000001,-10.53630865881884,1.020000000000001,-8.936470692317558,1.020000000000001,-7.750120383696835,1.020000000000001,-6.836616026236983,1.020000000000001,-6.112415697505721,1.020000000000001,-5.038728298223374,1.020000000000001,-4.282397917434593,1.020000000000001,-3.721718514898555,1.020000000000001,-3.2899057484507,1.020000000000001,-2.947343075103009,1.020000000000001,-2.669081069060343,1.020000000000001,-2.438643556341866
1.030000000000001,-19.5229291202827,1.030000000000001,-16.8770155502196,1.030000000000001,-13.27022361893775,1.030000000000001,-10.91543311150968,1.030000000000001,-9.256841208427369,1.030000000000001,-8.027156966100268,1.030000000000001,-7.080434569337196,1.030000000000001,-6.329997172720423,1.030000000000001,-5.21757579821998,1.030000000000001,-4.434082710526434,1.030000000000001,-3.853334888933158,1.030000000000001,-3.406106715101776,1.030000000000001,-3.051340483501544,1.030000000000001,-2.763182661256169,1.030000000000001,-2.524561900153737
1.040000000000001,-20.21868208252307,1.040000000000001,-17.47741790246825,1.040000000000001,-13.73998564548023,1.040000000000001,-11.30015572232235,1.040000000000001,-9.581987950121112,1.040000000000001,-8.308352870909705,1.040000000000001,-7.327933499612457,1.040000000000001,-6.550877046614733,1.040000000000001,-5.399151746976705,1.040000000000001,-4.588091942430288,1.040000000000001,-3.986974892618287,1.040000000000001,-3.524098896941506,1.040000000000001,-3.15694427855098,1.040000000000001,-2.858740215835658,1.040000000000001,-2.611811441881652
1.050000000000001,-20.92379968216928,1.050000000000001,-18.08607575539025,1.050000000000001,-14.21637541611036,1.050000000000001,-11.69039095234851,1.050000000000001,-9.911843157441826,1.050000000000001,-8.59365246098443,1.050000000000001,-7.579065886346805,1.050000000000001,-6.77501489702686,1.050000000000001,-5.583424722873255,1.050000000000001,-4.744400060246166,1.050000000000001,-4.122617068544886,1.050000000000001,-3.643863840953265,1.050000000000001,-3.264138297020137,1.050000000000001,-2.955739368053083,1.050000000000001,-2.700379264129587
1.060000000000001,-21.63808485435264,1.060000000000001,-18.70283014410255,1.060000000000001,-14.69928136599944,1.060000000000001,-12.08605467400668,1.060000000000001,-10.24634017562002,1.060000000000001,-8.883001003460738,1.060000000000001,-7.833785562181943,1.060000000000001,-7.002370961311467,1.060000000000001,-5.770363821668287,1.060000000000001,-4.902981936133501,1.060000000000001,-4.260240319762296,1.060000000000001,-3.76538340691565,1.060000000000001,-3.372906651891297,1.060000000000001,-3.054166000429728,1.060000000000001,-2.790252673300837
1.070000000000001,-22.3613443152146,1.070000000000001,-19.32752499480239,1.070000000000001,-15.18859383831324,1.070000000000001,-12.48706415723961,1.070000000000001,-10.58541344284055,1.070000000000001,-9.176344658858774,1.070000000000001,-8.092047113349913,1.070000000000001,-7.232906127516799,1.070000000000001,-5.959938649148476,1.070000000000001,-5.063812861037299,1.070000000000001,-4.399823904318551,1.070000000000001,-3.888639762576808,1.070000000000001,-3.483233728040608,1.070000000000001,-3.154006238846335,1.070000000000001,-2.881419196032579
1.080000000000001,-23.09338851666732,1.080000000000001,-19.96000708772018,1.080000000000001,-15.68420505595861,1.080000000000001,-12.89333804649334,1.080000000000001,-10.92899847087326,1.080000000000001,-9.473630464424302,1.080000000000001,-8.35380586510251,1.080000000000001,-7.466581921463511,1.080000000000001,-6.152119310633357,1.080000000000001,-5.226868535879933,1.080000000000001,-4.541347427686092,1.080000000000001,-4.013615377018914,1.080000000000001,-3.595104176338606,1.080000000000001,-3.25524644723597,1.080000000000001,-2.973866574374417
1.090000000000001,-23.83403158056337,1.090000000000001,-20.60012600393516,1.090000000000001,-16.18600908251297,1.090000000000001,-13.30479632978868,1.090000000000001,-11.27703181957229,1.090000000000001,-9.774806312514279,1.090000000000001,-8.619017863006789,1.090000000000001,-7.703360490294737,1.090000000000001,-6.346876397772311,1.090000000000001,-5.392125060569591,1.090000000000001,-4.684790833365833,1.090000000000001,-4.140293012462838,1.090000000000001,-3.708502906389696,1.090000000000001,-3.357873221070149,1.090000000000001,-3.067582759884605
1.100000000000001,-24.58309121547232,1.100000000000001,-21.24773405850153,1.100000000000001,-16.69390177392209,1.100000000000001,-13.72136030102211,1.100000000000001,-11.62945106611294,1.100000000000001,-10.079820924719,1.100000000000001,-8.887639850682904,1.100000000000001,-7.943204582985369,1.100000000000001,-6.54418097300488,1.100000000000001,-5.559558921124086,1.100000000000001,-4.83013439191714,1.100000000000001,-4.268655714725812,1.100000000000001,-3.823415078095624,1.100000000000001,-3.461873379803226,1.100000000000001,-3.162555906791365
1.110000000000001,-25.34038861885832,1.110000000000001,-21.90268622201167,1.110000000000001,-17.20778072233947,1.110000000000001,-14.14295251647117,1.110000000000001,-11.98619476970638,1.110000000000001,-10.38862382231378,1.110000000000001,-9.159629244469793,1.110000000000001,-8.186077528223743,1.110000000000001,-6.744004551998296,1.110000000000001,-5.72914697516055,1.110000000000001,-4.977358688623142,1.110000000000001,-4.398686802509467,1.110000000000001,-3.939826092197903,1.110000000000001,-3.567233958411381,1.110000000000001,-3.258774364341949
1.120000000000001,-26.10574836707723,1.120000000000001,-22.56484003243648,1.120000000000001,-17.72754519328015,1.120000000000001,-14.56949674633295,1.120000000000001,-12.34720243242073,1.120000000000001,-10.70116529353465,1.120000000000001,-9.434944105428697,1.120000000000001,-8.431943210009464,1.120000000000001,-6.946319084321407,1.120000000000001,-5.900866435957828,1.120000000000001,-5.126444609961641,1.120000000000001,-4.530369855664299,1.120000000000001,-4.057721579925682,1.120000000000001,-3.673942198138184,1.120000000000001,-3.356226668439388
1.130000000000001,-26.87899829527475,1.130000000000001,-23.23405549880933,1.130000000000001,-18.25309605708121,1.130000000000001,-15.0009179219899,1.130000000000001,-12.71241445662539,1.130000000000001,-11.01739635808969,1.130000000000001,-9.713543109016779,1.130000000000001,-8.680766041247807,1.130000000000001,-7.151096932564946,1.130000000000001,-6.074694855257873,1.130000000000001,-5.27737332901924,1.130000000000001,-4.663688702546136,1.130000000000001,-4.177087391849458,1.130000000000001,-3.781985536535466,1.130000000000001,-3.454901532646105
1.140000000000001,-27.65996936895674,1.140000000000001,-23.91019499808625,1.140000000000001,-18.78433571549995,1.140000000000001,-15.43714207957487,1.140000000000001,-13.08177209948593,1.140000000000001,-11.33726872923429,1.140000000000001,-9.995385512699297,1.140000000000001,-8.932510935563478,1.140000000000001,-7.358310850072359,1.140000000000001,-6.250610104935379,1.140000000000001,-5.43012628995378,1.140000000000001,-4.798627406554313,1.140000000000001,-4.297909586017825,1.140000000000001,-3.891351596866566,1.140000000000001,-3.554787838614365
1.150000000000001,-28.44849554873135,1.150000000000001,-24.59312316629414,1.150000000000001,-19.32116802412804,1.150000000000001,-15.87809630029679,1.150000000000001,-13.45521742484179,1.150000000000001,-11.66073477366823,1.150000000000001,-10.28043112170575,1.150000000000001,-9.187143277502496,1.150000000000001,-7.567933957404371,1.150000000000001,-6.428590357629786,1.150000000000001,-5.58468519158165,1.150000000000001,-4.935170251914442,1.150000000000001,-4.420174415431005,1.150000000000001,-4.002028176919635,1.150000000000001,-3.655874625985374
1.160000000000001,-29.24441364946816,1.160000000000001,-25.28270678488384,1.160000000000001,-19.86349821116726,1.160000000000001,-16.32370864788412,1.160000000000001,-13.83269325272261,1.160000000000001,-11.98774746944566,1.160000000000001,-10.56864025307636,1.160000000000001,-9.444628891241582,1.160000000000001,-7.779939717619324,1.160000000000001,-6.608614066402306,1.160000000000001,-5.741031970138817,1.160000000000001,-5.07330172874608,1.160000000000001,-4.543868314885119,1.160000000000001,-4.114003237259261,1.160000000000001,-3.758151081782074
1.170000000000001,-30.04756319490219,1.170000000000001,-25.97881466302616,1.170000000000001,-20.41123279299131,1.170000000000001,-16.77390810341404,1.170000000000001,-14.21414310668198,1.170000000000001,-12.31826036202381,1.170000000000001,-10.85997369809674,1.170000000000001,-9.704934007877899,1.170000000000001,-7.994301910416938,1.170000000000001,-6.79065994344954,1.170000000000001,-5.899148781238734,1.170000000000001,-5.213006517432944,1.170000000000001,-4.668977887200733,1.170000000000001,-4.22726488892796,1.170000000000001,-3.8616065293047
1.180000000000001,-30.85778626850457,1.180000000000001,-26.68131751643486,1.180000000000001,-20.96427948680112,1.180000000000001,-17.22862449770556,1.180000000000001,-14.59951115905956,1.180000000000001,-12.65222751852226,1.180000000000001,-11.15439268316404,1.180000000000001,-9.968025231329849,1.180000000000001,-8.210994605157113,1.180000000000001,-6.974706937877358,1.180000000000001,-6.059017981026067,1.180000000000001,-5.354269472291477,1.180000000000001,-4.795489888830476,1.180000000000001,-4.341801380590933,1.180000000000001,-3.966230416522528
1.190000000000001,-31.67492736127247,1.190000000000001,-27.39008784315242,1.190000000000001,-21.52254712058542,1.190000000000001,-17.68778844137874,1.190000000000001,-14.98874217421688,1.190000000000001,-12.98960348020866,1.190000000000001,-11.45185882908408,1.190000000000001,-10.2338695028357,1.190000000000001,-8.429992132732099,1.190000000000001,-7.160734212510831,1.190000000000001,-6.220622106501269,1.190000000000001,-5.497075604513965,1.190000000000001,-4.923391214822487,1.190000000000001,-4.457601085102515,1.190000000000001,-4.072012303941044
1.200000000000001,-32.4988332169207,1.200000000000001,-28.10499979660683,1.200000000000001,-22.08594554050045,1.200000000000001,-18.15133125260796,1.200000000000001,-15.38178144973322,1.200000000000001,-13.33034321317418,1.200000000000001,-11.75233410875381,1.200000000000001,-10.5024340640011,1.200000000000001,-8.651269056240034,1.200000000000001,-7.348721119688595,1.200000000000001,-6.383943854967787,1.200000000000001,-5.641410064341135,1.200000000000001,-5.052668883097982,1.200000000000001,-4.574652485455139,1.200000000000001,-4.178941851908193
1.210000000000001,-33.32935267482456,1.210000000000001,-28.82592905613385,1.210000000000001,-22.65438551570016,1.210000000000001,-18.6191848825285,1.210000000000001,-15.77857475548933,1.210000000000001,-13.67440205711521,1.210000000000001,-12.05578080313949,1.210000000000001,-10.7736864183044,1.210000000000001,-8.87480014037487,1.210000000000001,-7.538647175964777,1.210000000000001,-6.548966062531996,1.210000000000001,-5.787258122399959,1.210000000000001,-5.183310017984097,1.210000000000001,-4.692944160056844,1.210000000000001,-4.28700880730973
1.220000000000001,-34.16633651093147,1.220000000000001,-29.55275269505136,1.220000000000001,-23.22777864056453,1.220000000000001,-19.09128183819042,1.220000000000001,-16.17906827051274,1.220000000000001,-14.02173567208841,1.220000000000001,-12.36216145541927,1.220000000000001,-11.04759429093453,1.220000000000001,-9.100560319417177,1.220000000000001,-7.730492035614518,1.220000000000001,-6.715671681561413,1.220000000000001,-5.934605150121905,1.220000000000001,-5.315301832924595,1.220000000000001,-4.812464767265936,1.220000000000001,-4.396202989587529
1.230000000000001,-35.00963727674667,1.230000000000001,-30.28534904627845,1.230000000000001,-23.80603723420501,1.230000000000001,-19.56755510289416,1.230000000000001,-16.58320851740541,1.230000000000001,-14.37229998306097,1.230000000000001,-12.67143882311896,1.230000000000001,-11.32412558679621,1.230000000000001,-9.328524663680067,1.230000000000001,-7.924235462812536,1.230000000000001,-6.884043756985212,1.230000000000001,-6.083436599136194,1.230000000000001,-5.448631612272501,1.230000000000001,-4.933203029095616,1.230000000000001,-4.506514276001249
1.240000000000001,-35.85910913640097,1.240000000000001,-31.0235975654027,1.240000000000001,-24.38907423705152,1.240000000000001,-20.04793805367964,1.240000000000001,-16.99094229412201,1.240000000000001,-14.72605112203004,1.240000000000001,-12.98357582802486,1.240000000000001,-11.60324834648108,1.240000000000001,-9.558668344231586,1.240000000000001,-8.119857302327345,1.240000000000001,-7.054065401295744,1.240000000000001,-6.233737979511603,1.240000000000001,-5.583286692050427,1.240000000000001,-5.055147713983676,1.240000000000001,-4.617932586035775
1.250000000000001,-36.71460770171092,1.250000000000001,-31.76737869102682,1.250000000000001,-24.97680310426164,1.250000000000001,-20.53236437568697,1.250000000000001,-17.40221660281719,1.250000000000001,-15.08294536744253,1.250000000000001,-13.29853550361996,1.250000000000001,-11.88493069996455,1.250000000000001,-9.790966595682979,1.250000000000001,-8.317337448544906,1.250000000000001,-7.225719768086243,1.250000000000001,-6.385494836698204,1.250000000000001,-5.719254439543358,1.250000000000001,-5.178287618503824,1.250000000000001,-4.730447864842166
1.260000000000001,-37.5759898650698,1.260000000000001,-32.51657370214586,1.260000000000001,-25.56913769563344,1.260000000000001,-21.0207679730492,1.260000000000001,-17.81697857542807,1.260000000000001,-15.44293908059517,1.260000000000001,-13.61628093974367,1.260000000000001,-12.1691408177493,1.260000000000001,-10.02539467679807,1.260000000000001,-8.516655812606716,1.260000000000001,-7.398990023932514,1.260000000000001,-6.53869272699678,1.260000000000001,-5.856522231568028,1.260000000000001,-5.302611547876608,1.260000000000001,-4.844050065580536
1.270000000000001,-38.44311362993214,1.270000000000001,-33.27106457224549,1.270000000000001,-26.16599216163787,1.270000000000001,-21.51308287592202,1.270000000000001,-18.23517539560881,1.270000000000001,-15.80598863865402,1.270000000000001,-13.93677522413445,1.270000000000001,-12.45584685913593,1.270000000000001,-10.26192782864588,1.270000000000001,-8.717792287415833,1.270000000000001,-7.573859318400061,1.270000000000001,-6.693317191359268,1.270000000000001,-5.995077431240825,1.270000000000001,-5.428108295117053,1.270000000000001,-4.958729130515706
1.280000000000001,-39.31583793859395,1.280000000000001,-34.03073381975376,1.280000000000001,-26.76728082513778,1.280000000000001,-22.009243143205,1.280000000000001,-18.6567542165836,1.280000000000001,-16.17205036387986,1.280000000000001,-14.25998138046832,1.280000000000001,-12.74501691725913,1.280000000000001,-10.50054122997775,1.280000000000001,-8.920726710232531,1.280000000000001,-7.75031075192813,1.280000000000001,-6.849353727297366,1.280000000000001,-6.134907363041901,1.280000000000001,-5.554766618634069,1.280000000000001,-5.074474970695246
1.290000000000001,-40.19402249691434,1.290000000000001,-34.79546435442199,1.290000000000001,-27.37291805830063,1.290000000000001,-22.50918276045225,1.290000000000001,-19.08166207443184,1.290000000000001,-16.54108044859954,1.290000000000001,-14.58586230246132,1.290000000000001,-13.03661896048548,1.290000000000001,-10.74120994947742,1.290000000000001,-9.125438822546142,1.290000000000001,-7.928327341312257,1.290000000000001,-7.006787758647999,1.290000000000001,-6.275999285947752,1.290000000000001,-5.682575218073938,1.290000000000001,-5.191277444018479
1.300000000000001,-41.07752759558406,1.300000000000001,-35.56513931916551,1.300000000000001,-27.98281815416825,1.300000000000001,-23.01283553242301,1.300000000000001,-19.50984579627126,1.300000000000001,-16.91303487541605,1.300000000000001,-14.91438068355803,1.300000000000001,-13.33062076972384,1.300000000000001,-10.98390889448725,1.300000000000001,-9.331908226874976,1.300000000000001,-8.107891982473642,1.300000000000001,-7.165604602915584,1.300000000000001,-6.418340364377705,1.300000000000001,-5.811522708174082,1.300000000000001,-5.309126331482226
1.310000000000001,-41.96621392750381,1.310000000000001,-36.33964192685755,1.310000000000001,-28.59689519229886,1.310000000000001,-23.52013496967358,1.310000000000001,-19.94125190275574,1.310000000000001,-17.28786933209899,1.310000000000001,-15.24549894167948,1.310000000000001,-13.62698987115402,1.310000000000001,-11.22861275577659,1.310000000000001,-9.54011434010725,1.310000000000001,-8.288987410169424,1.310000000000001,-7.325789435879501,1.310000000000001,-6.561917636670794,1.310000000000001,-5.941597590368565,1.310000000000001,-5.428011311363298
1.320000000000001,-42.85994240081236,1.320000000000001,-37.11885529153387,1.320000000000001,-29.21506289785498,1.320000000000001,-24.03101416854565,1.320000000000001,-20.37582650425353,1.320000000000001,-17.66553912055169,1.320000000000001,-15.57917913845881,1.320000000000001,-13.92569346383538,1.320000000000001,-11.47529594787408,1.320000000000001,-9.750036342958238,1.320000000000001,-8.471596154264295,1.320000000000001,-7.487327253121774,1.320000000000001,-6.70671798077962,1.320000000000001,-6.072788221856964,1.320000000000001,-5.547921931073248
1.330000000000001,-43.75857394708719,1.330000000000001,-37.9026622534502,1.330000000000001,-29.83723449348516,1.330000000000001,-24.5454056838684,1.330000000000001,-20.81351519003527,1.330000000000001,-18.04599905920528,1.330000000000001,-15.91538289234639,1.330000000000001,-14.22669834161005,1.330000000000001,-11.72393254444286,1.330000000000001,-9.961653125080174,1.330000000000001,-8.655700492144348,1.330000000000001,-7.650202828098397,1.330000000000001,-6.852728076836621,1.330000000000001,-6.205082781820844,1.330000000000001,-5.668847576393029
1.340000000000001,-44.66196932423869,1.340000000000001,-38.69094519742042,1.340000000000001,-30.4633225433175,1.340000000000001,-25.06324139366054,1.340000000000001,-21.2542629097559,1.340000000000001,-18.42920337814902,1.340000000000001,-16.25407128492575,1.340000000000001,-14.52997080867524,1.340000000000001,-11.97449620814078,1.340000000000001,-10.174943225321,1.340000000000001,-8.841282396821752,1.340000000000001,-7.814400666341674,1.340000000000001,-6.999934366216956,1.340000000000001,-6.338469234441891,1.340000000000001,-5.790777437767357
