nch18_Cgd_Cgg (ll=4e-07) X,nch18_Cgd_Cgg (ll=4e-07) Y,nch18_Cgd_Cgg (ll=5e-07) X,nch18_Cgd_Cgg (ll=5e-07) Y,nch18_Cgd_Cgg (ll=6e-07) X,nch18_Cgd_Cgg (ll=6e-07) Y,nch18_Cgd_Cgg (ll=7e-07) X,nch18_Cgd_Cgg (ll=7e-07) Y,nch18_Cgd_Cgg (ll=8e-07) X,nch18_Cgd_Cgg (ll=8e-07) Y,nch18_Cgd_Cgg (ll=9e-07) X,nch18_Cgd_Cgg (ll=9e-07) Y,nch18_Cgd_Cgg (ll=1e-06) X,nch18_Cgd_Cgg (ll=1e-06) Y,nch18_Cgd_Cgg (ll=1.2e-06) X,nch18_Cgd_Cgg (ll=1.2e-06) Y,nch18_Cgd_Cgg (ll=1.4e-06) X,nch18_Cgd_Cgg (ll=1.4e-06) Y,nch18_Cgd_Cgg (ll=1.6e-06) X,nch18_Cgd_Cgg (ll=1.6e-06) Y,nch18_Cgd_Cgg (ll=1.8e-06) X,nch18_Cgd_Cgg (ll=1.8e-06) Y,nch18_Cgd_Cgg (ll=2e-06) X,nch18_Cgd_Cgg (ll=2e-06) Y,nch18_Cgd_Cgg (ll=2.2e-06) X,nch18_Cgd_Cgg (ll=2.2e-06) Y,nch18_Cgd_Cgg (ll=2.4e-06) X,nch18_Cgd_Cgg (ll=2.4e-06) Y,nch18_Cgd_Cgg (ll=3.5e-07) X,nch18_Cgd_Cgg (ll=3.5e-07) Y
0.4000000000000002,-0.1770037323531126,0.4000000000000002,-0.1444696716241323,0.4000000000000002,-0.1209107610260172,0.4000000000000002,-0.1033244248317783,0.4000000000000002,-0.08983202882897101,0.4000000000000002,-0.07922946336991109,0.4000000000000002,-0.07072262303578708,0.4000000000000002,-0.0580054085162109,0.4000000000000002,-0.04902055147047595,0.4000000000000002,-0.04237396867555134,0.4000000000000002,-0.03727653903438286,0.4000000000000002,-0.03325271438473332,0.4000000000000002,-0.03000080264028231,0.4000000000000002,-0.02732106789596544,0.4000000000000002,-0.1980504511391725
0.4100000000000002,-0.1712059295042924,0.4100000000000002,-0.1391250694379165,0.4100000000000002,-0.1160687686467712,0.4100000000000002,-0.09896369420981863,0.4100000000000002,-0.08590425783224243,0.4100000000000002,-0.07568063040162595,0.4100000000000002,-0.06750177935989914,0.4100000000000002,-0.05531230661526591,0.4100000000000002,-0.04672467429344772,0.4100000000000002,-0.04038296224988885,0.4100000000000002,-0.0355245542000091,0.4100000000000002,-0.031691930215816,0.4100000000000002,-0.02859575947896006,0.4100000000000002,-0.02604493028652224,0.4100000000000002,-0.192085021370031
0.4200000000000002,-0.16535392048072,0.4200000000000002,-0.1338315132229337,0.4200000000000002,-0.1113471241691816,0.4200000000000002,-0.09476404884289176,0.4200000000000002,-0.08215915901999894,0.4200000000000002,-0.07232402586952427,0.4200000000000002,-0.06447540877757187,0.4200000000000002,-0.05280702696095731,0.4200000000000002,-0.04460415771720672,0.4200000000000002,-0.0385537997245398,0.4200000000000002,-0.03392155889384863,0.4200000000000002,-0.03026848422642799,0.4200000000000002,-0.02731769210024703,0.4200000000000002,-0.02488661298401989,0.4200000000000002,-0.186001771625245
0.4300000000000002,-0.1595549654454238,0.4300000000000002,-0.1286785131845734,0.4300000000000002,-0.1068163504615089,0.4300000000000002,-0.09077952379101938,0.4300000000000002,-0.07863757525030411,0.4300000000000002,-0.06919028913207646,0.4300000000000002,-0.06166635582541834,0.4300000000000002,-0.0505019261321842,0.4300000000000002,-0.04266515819596138,0.4300000000000002,-0.03688887832562496,0.4300000000000002,-0.0324676163456102,0.4300000000000002,-0.02898096419870289,0.4300000000000002,-0.02616424579090179,0.4300000000000002,-0.0238431585667262,0.4300000000000002,-0.1799137793417403
0.4400000000000002,-0.1539028271828408,0.4400000000000002,-0.1237385683303628,0.4400000000000002,-0.1025294013437297,0.4400000000000002,-0.08704758346149062,0.4400000000000002,-0.0753653806201323,0.4400000000000002,-0.06629680606312441,0.4400000000000002,-0.05908582492904561,0.4400000000000002,-0.04840039749012515,0.4400000000000002,-0.04090683764498815,0.4400000000000002,-0.03538503083650864,0.4400000000000002,-0.03115827536562579,0.4400000000000002,-0.02782422826511111,0.4400000000000002,-0.025129934088479,0.4400000000000002,-0.02290894194006016,0.4400000000000002,-0.1739237716675031
0.4500000000000002,-0.1484741352486718,0.4500000000000002,-0.1190659018069731,0.4500000000000002,-0.09852210691699845,0.4500000000000002,-0.08359058220501071,0.4500000000000002,-0.0723554645402385,0.4500000000000002,-0.06364991381081422,0.4500000000000002,-0.05673563228963368,0.4500000000000002,-0.04649898147458991,0.4500000000000002,-0.03932323612791007,0.4500000000000002,-0.03403516351641036,0.4500000000000002,-0.02998600279988187,0.4500000000000002,-0.0267906644391285,0.4500000000000002,-0.02420725438826433,0.4500000000000002,-0.02207666613412794,0.4500000000000002,-0.1681192920948804
0.4600000000000002,-0.1433270191302504,0.4600000000000002,-0.1146970742218484,0.4600000000000002,-0.09481494590383387,0.4600000000000002,-0.08041806590391842,0.4600000000000002,-0.06961019102770563,0.4600000000000002,-0.06124732412135534,0.4600000000000002,-0.05461050249569697,0.4600000000000002,-0.04478933035109856,0.4600000000000002,-0.03790492188093333,0.4600000000000002,-0.03282964579587891,0.4600000000000002,-0.02894136550761552,0.4600000000000002,-0.02587120769507508,0.4600000000000002,-0.02338757330150516,0.4600000000000002,-0.02133814134012327,0.4600000000000002,-0.1625701382400787
0.4700000000000003,-0.1385015701918496,0.4700000000000003,-0.1106528612103195,0.4700000000000003,-0.09141553856638492,0.4700000000000003,-0.07752939456920209,0.4700000000000003,-0.06712391629511648,0.4700000000000003,-0.05908044211275903,0.4700000000000003,-0.05270016403077595,0.4700000000000003,-0.04325988970105337,0.4700000000000003,-0.03664034499561214,0.4700000000000003,-0.03175741594723739,0.4700000000000003,-0.02801394880114594,0.4700000000000003,-0.0250561154108722,0.4700000000000003,-0.02266179113850006,0.4700000000000003,-0.02068486185660694,0.4700000000000003,-0.1573278033822509
0.4800000000000003,-0.134021570659853,0.4800000000000003,-0.1069408125275899,0.4800000000000003,-0.08832137240279865,0.4800000000000003,-0.07491631669945663,0.4800000000000003,-0.06488529965726197,0.4800000000000003,-0.05713639685739139,0.4800000000000003,-0.05099112038634879,0.4800000000000003,-0.04189724878708266,0.4800000000000003,-0.03551688595446643,0.4800000000000003,-0.03080681417106087,0.4800000000000003,-0.02719303322132312,0.4800000000000003,-0.0243355282417211,0.4800000000000003,-0.02202081492100171,0.4800000000000003,-0.02010841110245571,0.4800000000000003,-0.1524264511752717
0.4900000000000003,-0.1298969440642019,0.4900000000000003,-0.1035580260731155,0.4900000000000003,-0.08552242321496988,0.4900000000000003,-0.07256527292666075,0.4900000000000003,-0.06287927116209711,0.4900000000000003,-0.05539970705876692,0.4900000000000003,-0.04946806057601959,0.4900000000000003,-0.04068716848036173,0.4900000000000003,-0.03452162697553176,0.4900000000000003,-0.02996617868414158,0.4900000000000003,-0.0264680675113073,0.4900000000000003,-0.02369985409341277,0.4900000000000003,-0.02145587628564057,0.4900000000000003,-0.01960072929399346,0.4900000000000003,-0.1478848971444139
0.5000000000000002,-0.126126477497712,0.5000000000000002,-0.1004938130045811,0.5000000000000002,-0.08300347383001887,0.5000000000000002,-0.07045932400467801,0.5000000000000002,-0.06108861198891927,0.5000000000000002,-0.05385357598576852,0.5000000000000002,-0.04811492634191101,0.5000000000000002,-0.03961532538704303,0.5000000000000002,-0.03364189055535011,0.5000000000000002,-0.02922424898318479,0.5000000000000002,-0.02582897957905754,0.5000000000000002,-0.02314001395736325,0.5000000000000002,-0.02095872997862565,0.5000000000000002,-0.01915427662407405,0.5000000000000002,-0.1437091168700849
0.5100000000000002,-0.1227004917057331,0.5100000000000002,-0.0977320622349872,0.5100000000000002,-0.08074604196398599,0.5100000000000002,-0.0685796797861697,0.5100000000000002,-0.0594951617899199,0.5100000000000002,-0.05248085016852599,0.5100000000000002,-0.04691568076841395,0.5100000000000002,-0.03866782243631223,0.5100000000000002,-0.0328655931825903,0.5100000000000002,-0.02857041988564674,0.5100000000000002,-0.02526636449925506,0.5100000000000002,-0.02264758451317076,0.5100000000000002,-0.02052176424019725,0.5100000000000002,-0.01876212015136201,0.5100000000000002,-0.1398949007378041
0.5200000000000002,-0.1196032565059676,0.5200000000000002,-0.09525321656308632,0.5200000000000002,-0.07872990337336803,0.5200000000000002,-0.0669068551395746,0.5200000000000002,-0.05808069799448309,0.5200000000000002,-0.05126469458035642,0.5200000000000002,-0.04585483281198506,0.5200000000000002,-0.03783151672418093,0.5200000000000002,-0.03218145871436386,0.5200000000000002,-0.02799488479957831,0.5200000000000002,-0.02477158285857131,0.5200000000000002,-0.02221486656022351,0.5200000000000002,-0.02013804866757756,0.5200000000000002,-0.01841796713544803,0.5200000000000002,-0.1364303901885857
0.5300000000000002,-0.1168150486405357,0.5300000000000002,-0.09303584464758888,0.5300000000000002,-0.07693424094444945,0.5300000000000002,-0.06542150351121341,0.5300000000000002,-0.05682754408405774,0.5300000000000002,-0.05018904111160927,0.5300000000000002,-0.04491777153949029,0.5300000000000002,-0.03709421016360458,0.5300000000000002,-0.03157912927383706,0.5300000000000002,-0.02748869985689536,0.5300000000000002,-0.02433679620167994,0.5300000000000002,-0.02183490221794662,0.5300000000000002,-0.01980133947863775,0.5300000000000002,-0.01811616232411288,0.5300000000000002,-0.133298335880585
0.5400000000000003,-0.1143138212891106,0.5400000000000003,-0.09105783676485542,0.5400000000000003,-0.07533847224315517,0.5400000000000003,-0.06410498709709551,0.5400000000000003,-0.05571896429006075,0.5400000000000003,-0.04923886330120806,0.5400000000000003,-0.04409095779063985,0.5400000000000003,-0.0364447409366022,0.5400000000000003,-0.0310492040965257,0.5400000000000003,-0.02704379370021236,0.5400000000000003,-0.02395496016173233,0.5400000000000003,-0.02150145829185425,0.5400000000000003,-0.01950605711431,0.5400000000000003,-0.0178516621974592,0.5400000000000003,-0.1304780021056118
0.5500000000000003,-0.1120765008590836,0.5500000000000003,-0.08929727450500125,0.5500000000000003,-0.07392281481945161,0.5500000000000003,-0.06293974101767916,0.5500000000000003,-0.05473939648489974,0.5500000000000003,-0.04840032279243822,0.5500000000000003,-0.04336201286070886,0.5500000000000003,-0.035873005894116,0.5500000000000003,-0.03058322977553602,0.5500000000000003,-0.02665294163770998,0.5500000000000003,-0.02361979057223365,0.5500000000000003,-0.02120898857432413,0.5500000000000003,-0.01924724703262824,0.5500000000000003,-0.0176199955368495,0.5500000000000003,-0.127946701332726
0.5600000000000003,-0.1100799524232602,0.5600000000000003,-0.08773303214204084,0.5600000000000003,-0.07266864637015821,0.5600000000000003,-0.06190948229206254,0.5600000000000003,-0.05387456680839896,0.5600000000000003,-0.0476608244453291,0.5600000000000003,-0.04271973555318421,0.5600000000000003,-0.03536993692867444,0.5600000000000003,-0.03017365938174864,0.5600000000000003,-0.02630971785955871,0.5600000000000003,-0.02332571359288475,0.5600000000000003,-0.02095258418128355,0.5600000000000003,-0.01902053135342761,0.5600000000000003,-0.01741721687353736,0.5600000000000003,-0.1256809803045402
0.5700000000000003,-0.1083016661644449,0.5700000000000003,-0.08634516608748204,0.5700000000000003,-0.07155871012040375,0.5700000000000003,-0.06099930590171655,0.5700000000000003,-0.05311152093027945,0.5700000000000003,-0.04700900890702523,0.5700000000000003,-0.04215407153961988,0.5700000000000003,-0.03492744836289822,0.5700000000000003,-0.02981379310656924,0.5700000000000003,-0.02600843545326179,0.5700000000000003,-0.0230678075821243,0.5700000000000003,-0.02072791822619675,0.5700000000000003,-0.01882205660049803,0.5700000000000003,-0.01723985726541674,0.5700000000000003,-0.1236574993985363
0.5800000000000003,-0.1067202186417947,0.5800000000000003,-0.08511514280523952,0.5800000000000003,-0.0705772073448549,0.5800000000000003,-0.060195701637896,0.5800000000000003,-0.0524385989127292,0.5800000000000003,-0.04643470437839521,0.5800000000000003,-0.04165605275884055,0.5800000000000003,-0.03453836761788263,0.5800000000000003,-0.02949770932700839,0.5800000000000003,-0.02574408094460374,0.5800000000000003,-0.02284174197422515,0.5800000000000003,-0.02053118905640345,0.5800000000000003,-0.01864844101511318,0.5800000000000003,-0.0170848753136038,0.5800000000000003,-0.1218536550398667
0.5900000000000003,-0.1053155586754963,0.5900000000000003,-0.08402594761933745,0.5900000000000003,-0.06970981048860588,0.5900000000000003,-0.05948651767197163,0.5900000000000003,-0.05184537388154162,0.5900000000000003,-0.04592885352447466,0.5900000000000003,-0.04121771963363152,0.5900000000000003,-0.03419635774332335,0.5900000000000003,-0.02922019217126862,0.5900000000000003,-0.02551224786152118,0.5900000000000003,-0.02264371660911899,0.5900000000000003,-0.02035906477370167,0.5900000000000003,-0.01849672364186373,0.5900000000000003,-0.01694961023469658,0.5900000000000003,-0.1202479952089066
0.6000000000000003,-0.1040691610008232,0.6000000000000003,-0.08306210866783219,0.6000000000000003,-0.06894362272306034,0.6000000000000003,-0.05886089024747054,0.6000000000000003,-0.05132256924395008,0.6000000000000003,-0.04548342691686592,0.6000000000000003,-0.04083203506230019,0.6000000000000003,-0.03389583763284294,0.6000000000000003,-0.02897665959100678,0.6000000000000003,-0.02530907220522247,0.6000000000000003,-0.02247040366899375,0.6000000000000003,-0.02020863069635261,0.6000000000000003,-0.01836431649324168,0.6000000000000003,-0.01683173803981523,0.6000000000000003,-0.1188204738994852
0.6100000000000003,-0.1029640833944765,0.6100000000000003,-0.08220966274866202,0.6100000000000003,-0.06826710333012573,0.6100000000000003,-0.058309153621569,0.6100000000000003,-0.05086196491810437,0.6100000000000003,-0.04509133091401011,0.6100000000000003,-0.04049279627462064,0.6100000000000003,-0.03363190372954377,0.6100000000000003,-0.02876309445788202,0.6100000000000003,-0.02513117157053408,0.6100000000000003,-0.02231889346981488,0.6100000000000003,-0.02007734068169144,0.6100000000000003,-0.01824896048467886,0.6100000000000003,-0.01672923134986468,0.6100000000000003,-0.1175525841074624
0.6200000000000003,-0.1019849557856052,0.6200000000000003,-0.08145608336199758,0.6200000000000003,-0.0676699730990598,0.6200000000000003,-0.05782274027544391,0.6200000000000003,-0.05045629979301886,0.6200000000000003,-0.04474631529081343,0.6200000000000003,-0.04019454853772327,0.6200000000000003,-0.03340025558088679,0.6200000000000003,-0.02857598015487457,0.6200000000000003,-0.02497558886571117,0.6200000000000003,-0.0221866447359527,0.6200000000000003,-0.0199629727290128,0.6200000000000003,-0.01814868541972798,0.6200000000000003,-0.01664032302992526,0.6200000000000003,-0.1164274020723273
0.6300000000000003,-0.1011179234678087,0.6300000000000003,-0.08079018597440259,0.6300000000000003,-0.06714310984329482,0.6300000000000003,-0.05739407829427794,0.6300000000000003,-0.05009917522856702,0.6300000000000003,-0.04444288403741561,0.6300000000000003,-0.03993250318588327,0.6300000000000003,-0.03319712658770634,0.6300000000000003,-0.02841224141247077,0.6300000000000003,-0.02483974104629873,0.6300000000000003,-0.02207143957285817,0.6300000000000003,-0.01986358895392865,0.6300000000000003,-0.01806177403749924,0.6300000000000003,-0.01656347360322099,0.6300000000000003,-0.1154295689332906
0.6400000000000003,-0.1003505611322756,0.6400000000000003,-0.08020202134616812,0.6400000000000003,-0.06667844103511081,0.6400000000000003,-0.05701649050277174,0.6400000000000003,-0.04978496265386397,0.6400000000000003,-0.04417621139555664,0.6400000000000003,-0.03970246138447994,0.6400000000000003,-0.03301922059669804,0.6400000000000003,-0.02826919065688341,0.6400000000000003,-0.02472137292586783,0.6400000000000003,-0.02197134308653831,0.6400000000000003,-0.0197774998176492,0.6400000000000003,-0.01798672996817882,0.6400000000000003,-0.01649734226918805,0.6400000000000003,-0.1145452301392257
0.6500000000000004,-0.09967177005844881,0.6500000000000004,-0.07968276453411066,0.6500000000000004,-0.0662688382362311,0.6500000000000004,-0.05668409825839896,0.6500000000000004,-0.0495087170750865,0.6500000000000004,-0.043942064255922,0.6500000000000004,-0.03950074430676009,0.6500000000000004,-0.03286365452170956,0.6500000000000004,-0.02814447982438645,0.6500000000000004,-0.02461851590468418,0.6500000000000004,-0.02188466743536091,0.6500000000000004,-0.01970323237075333,0.6500000000000004,-0.01792224934604798,0.6500000000000004,-0.01644076127357589,0.6500000000000004,-0.1137619480363141
0.6600000000000004,-0.09907166733931286,0.6600000000000004,-0.07922460474516084,0.6600000000000004,-0.0659080163064064,0.6600000000000004,-0.05639173160477343,0.6600000000000004,-0.04926609743449999,0.6600000000000004,-0.04373673139467082,0.6600000000000004,-0.03932412991239553,0.6600000000000004,-0.03272790688059069,0.6600000000000004,-0.02803605740235063,0.6600000000000004,-0.02452945132605361,0.6600000000000004,-0.02180994000742436,0.6600000000000004,-0.01963950220439798,0.6600000000000004,-0.01786719578036335,0.6600000000000004,-0.01639271334185412,0.6600000000000004,-0.1130685990542711
0.6700000000000004,-0.09854147335300649,0.6700000000000004,-0.07882063941382303,0.6700000000000004,-0.06559043915679451,0.6700000000000004,-0.05613484665100132,0.6700000000000004,-0.04905329417184812,0.6700000000000004,-0.04355695960002948,0.6700000000000004,-0.03916979620086238,0.6700000000000004,-0.03260977195222514,0.6700000000000004,-0.02794213034695779,0.6700000000000004,-0.02445267810063925,0.6700000000000004,-0.02174587537238697,0.6700000000000004,-0.01958518877361259,0.6700000000000004,-0.01782057836678556,0.6700000000000004,-0.0163523118767775,0.6700000000000004,-0.1124552637424631
0.6800000000000004,-0.09807340168130817,0.6800000000000004,-0.07846477456989955,0.6800000000000004,-0.06531123296297828,0.6800000000000004,-0.055909450474793,0.6800000000000004,-0.04886696395091626,0.6800000000000004,-0.04339989646839598,0.6800000000000004,-0.03903527061947636,0.6800000000000004,-0.03250731915686605,0.6800000000000004,-0.02786113047335877,0.6800000000000004,-0.02438688421104106,0.6800000000000004,-0.02169135064398207,0.6800000000000004,-0.01953931375400115,0.6800000000000004,-0.01778153242457928,0.6800000000000004,-0.0163187836272426,0.6800000000000004,-0.1119131154554515
0.6900000000000004,-0.09766055418764155,0.6900000000000004,-0.07815163263523324,0.6900000000000004,-0.06506610717044292,0.6900000000000004,-0.05571203347424598,0.6900000000000004,-0.04870417127036987,0.6900000000000004,-0.04326303948781277,0.6900000000000004,-0.0389183851981053,0.6900000000000004,-0.0324188572161769,0.6900000000000004,-0.0277916848973451,0.6900000000000004,-0.02433092170795377,0.6900000000000004,-0.02164538389704758,0.6900000000000004,-0.01950102210554622,0.6900000000000004,-0.01774930265981946,0.6900000000000004,-0.01629145355198482,0.6900000000000004,-0.1114343116297287
0.7000000000000004,-0.09729682288821553,0.7000000000000004,-0.07787646814548393,0.7000000000000004,-0.06485128324084387,0.7000000000000004,-0.05553950886023762,0.7000000000000004,-0.04856233653604874,0.7000000000000004,-0.04314419094114611,0.7000000000000004,-0.03881723693301618,0.7000000000000004,-0.03234290263898526,0.7000000000000004,-0.02773259011510787,0.7000000000000004,-0.0242837848252106,0.7000000000000004,-0.0216071153028727,0.7000000000000004,-0.0194695655388952,0.7000000000000004,-0.01772322847704456,0.7000000000000004,-0.01626973162375145,0.7000000000000004,-0.1110118902130075
0.7100000000000004,-0.09697679948426829,0.7100000000000004,-0.07763509146100078,0.7100000000000004,-0.06466343084524791,0.7100000000000004,-0.05538915884700165,0.7100000000000004,-0.04843919010032401,0.7100000000000004,-0.04304141812737471,0.7100000000000004,-0.03873015293151644,0.7100000000000004,-0.03227815209163733,0.7100000000000004,-0.02768278933006433,0.7100000000000004,-0.02424459086701385,0.7100000000000004,-0.02157579067360224,0.7100000000000004,-0.01944428810616999,0.7100000000000004,-0.01770273118762625,0.7100000000000004,-0.01625310134435124,0.7100000000000004,-0.1106396728018995
0.7200000000000004,-0.09669569289387715,0.7200000000000004,-0.07742380025239554,0.7200000000000004,-0.06449961106923574,0.7200000000000004,-0.05525858703225842,0.7200000000000004,-0.04833273175000927,0.7200000000000004,-0.042953018399421,0.7200000000000004,-0.03865565984313345,0.7200000000000004,-0.03222345823885215,0.7200000000000004,-0.02764135266660158,0.7200000000000004,-0.02421256355189028,0.7200000000000004,-0.0215507471366691,0.7200000000000004,-0.01942461366706221,0.7200000000000004,-0.01768730289020443,0.7200000000000004,-0.01624110976644415,0.7200000000000004,-0.1103121753270133
0.7300000000000004,-0.09644925476723788,0.7300000000000004,-0.0772393183778189,0.7300000000000004,-0.06435722612344734,0.7300000000000004,-0.05514567643794972,0.7300000000000004,-0.04824119513115746,0.7300000000000004,-0.04287748853837692,0.7300000000000004,-0.0385924571322323,0.7300000000000004,-0.03217780867573953,0.7300000000000004,-0.0276074599454987,0.7300000000000004,-0.02418701853115366,0.7300000000000004,-0.02153140069128559,0.7300000000000004,-0.01941003500981603,0.7300000000000004,-0.01767649682529273,0.7300000000000004,-0.01623335884279938,0.7300000000000004,-0.1100245266261303
0.7400000000000004,-0.09623371274204598,0.7400000000000004,-0.07707874167725454,0.7400000000000004,-0.06423397502903637,0.7400000000000004,-0.05504855269200552,0.7400000000000004,-0.04816301662500824,0.7400000000000004,-0.04281349801785085,0.7400000000000004,-0.03853939378428139,0.7400000000000004,-0.03214030760975222,0.7400000000000004,-0.02758038573171391,0.7400000000000004,-0.02416735083271794,0.7400000000000004,-0.02151723542926337,0.7400000000000004,-0.01940010443437414,0.7400000000000004,-0.01766991903156775,0.7400000000000004,-0.01622949794717386,0.7400000000000004,-0.1097723949100667
0.7500000000000004,-0.09604571105892563,0.7500000000000004,-0.07693949016974326,0.7500000000000004,-0.0641278147538405,0.7500000000000004,-0.05496555185890968,0.7500000000000004,-0.04809680822588498,0.7500000000000004,-0.04275986575214497,0.7500000000000004,-0.038495448078573,0.7500000000000004,-0.03211015998972204,0.7500000000000004,-0.02755948640008823,0.7500000000000004,-0.02415302401250057,0.7500000000000004,-0.02150779423074354,0.7500000000000004,-0.01939442563061487,0.7500000000000004,-0.01766722115473288,0.7500000000000004,-0.0162292174323948,0.7500000000000004,-0.1095519219079633
0.7600000000000005,-0.09588225808270523,0.7600000000000005,-0.07681926613395774,0.7600000000000005,-0.06403692629960164,0.7600000000000005,-0.05489519246365908,0.7600000000000005,-0.0480413340129007,0.7600000000000005,-0.04271553996357159,0.7600000000000005,-0.03845971010066929,0.7600000000000005,-0.03208665781565204,0.7600000000000005,-0.02754418899689425,0.7600000000000005,-0.02414356082437624,0.7600000000000005,-0.02150267077105112,0.7600000000000005,-0.01939264670766305,0.7600000000000005,-0.01766809428074236,0.7600000000000005,-0.01623224311030148,0.7600000000000005,-0.1093596643447688
0.7700000000000005,-0.09574068024250604,0.7700000000000005,-0.07671601756738375,0.7700000000000005,-0.06395968527435358,0.7700000000000005,-0.05483615129391522,0.7700000000000005,-0.04799548984858221,0.7700000000000005,-0.04267958084424179,0.7700000000000005,-0.03843136670576157,0.7700000000000005,-0.03206916839612142,0.7700000000000005,-0.02753398170406259,0.7700000000000005,-0.02413853524498785,0.7700000000000005,-0.02150150269733354,0.7700000000000005,-0.01939445425032445,0.7700000000000005,-0.01767226368327432,0.7700000000000005,-0.01623833155466414,0.7700000000000005,-0.1091925423272057
0.7800000000000005,-0.09561858189617417,0.7800000000000005,-0.07662790654454069,0.7800000000000005,-0.06389463652067348,0.7800000000000005,-0.05478724260437413,0.7800000000000005,-0.04795828597589912,0.7800000000000005,-0.042651145723891,0.7800000000000005,-0.03840968867783328,0.7800000000000005,-0.03205712434898883,0.7800000000000005,-0.02752840573768294,0.7800000000000005,-0.02413756571123453,0.7800000000000005,-0.02150396585255597,0.7800000000000005,-0.01939956829551307,0.7800000000000005,-0.01767948439044982,0.7800000000000005,-0.01624726614188989,0.7800000000000005,-0.1090477941754334
0.7900000000000005,-0.09551381063079155,0.7900000000000005,-0.07655328202301856,0.7900000000000005,-0.06384047240531808,0.7900000000000005,-0.05474740038261149,0.7900000000000005,-0.04792883221861152,0.7900000000000005,-0.04262947648624852,0.7900000000000005,-0.03839401985790804,0.7900000000000005,-0.03205001516491551,0.7900000000000005,-0.02752704853259432,0.7900000000000005,-0.02414030944565613,0.7900000000000005,-0.02150976943961719,0.7900000000000005,-0.01940773813497059,0.7900000000000005,-0.01768953748780082,0.7900000000000005,-0.01625885375516107,0.7900000000000005,-0.1089229372209255
0.8000000000000005,-0.09542442752251629,0.8000000000000005,-0.07649065667269368,0.8000000000000005,-0.06379601440582974,0.8000000000000005,-0.05471566336498861,0.8000000000000005,-0.0479063255170667,0.8000000000000005,-0.04261388900126065,0.8000000000000005,-0.03838376803714454,0.8000000000000005,-0.03204738017176029,0.8000000000000005,-0.02752953808038558,0.8000000000000005,-0.02414645775813619,0.8000000000000005,-0.02151865202977164,0.8000000000000005,-0.01941873886060059,0.8000000000000005,-0.01770222708339224,0.8000000000000005,-0.01627292208564041,0.8000000000000005,-0.1088157340858743
0.8100000000000005,-0.09534868189031315,0.8100000000000005,-0.07643868732528933,0.8100000000000005,-0.0637601976533122,0.8100000000000005,-0.05469116251367592,0.8100000000000005,-0.04789003955204853,0.8100000000000005,-0.04260376435885692,0.8100000000000005,-0.03837839742698541,0.8100000000000005,-0.03204880275115944,0.8100000000000005,-0.02753553829902073,0.8100000000000005,-0.02415573222147391,0.8100000000000005,-0.02153037832733194,0.8100000000000005,-0.01943236857548854,0.8100000000000005,-0.01771737786693114,0.8100000000000005,-0.01628931746964549,0.8100000000000005,-0.1087241639583074
0.8200000000000005,-0.0952849900861855,0.8200000000000005,-0.07639615865710757,0.8200000000000005,-0.06373205810725104,0.8200000000000005,-0.05467311068141527,0.8200000000000005,-0.04787931622319578,0.8200000000000005,-0.04259854170220561,0.8200000000000005,-0.03837742252933524,0.8200000000000005,-0.03205390566698997,0.8200000000000005,-0.02754474531896941,0.8200000000000005,-0.02416788162379076,0.8200000000000005,-0.02154473660711502,0.8200000000000005,-0.01944844619746771,0.8200000000000005,-0.01773483319794121,0.8200000000000005,-0.01630790320350981,0.8200000000000005,-0.1086463983756614
0.8300000000000005,-0.09523191786840016,0.8300000000000005,-0.07636196972740814,0.8300000000000005,-0.06371072204858058,0.8300000000000005,-0.05466079420009054,0.8300000000000005,-0.04787355875671206,0.8300000000000005,-0.0425977124654011,0.8300000000000005,-0.03838040323567481,0.8300000000000005,-0.03206234736969256,0.8300000000000005,-0.02755688457385371,0.8300000000000005,-0.0241826796030685,0.8300000000000005,-0.02156153674285503,0.8300000000000005,-0.01946680978343259,0.8300000000000005,-0.01775445365911326,0.8300000000000005,-0.01632855827864792,0.8300000000000005,-0.1085807810260062
0.8400000000000005,-0.09518816590484416,0.8400000000000005,-0.07633512299996995,0.8400000000000005,-0.06369539758274399,0.8400000000000005,-0.05465356613405894,0.8400000000000005,-0.04787222622107255,0.8400000000000005,-0.04260081582365602,0.8400000000000005,-0.03838694098641744,0.8400000000000005,-0.03207381914173776,0.8400000000000005,-0.02757170858421659,0.8400000000000005,-0.02419992286924039,0.8400000000000005,-0.02158060874462202,0.8400000000000005,-0.01948731530221375,0.8400000000000005,-0.01777611601041721,0.8400000000000005,-0.01635117647872388,0.8400000000000005,-0.1085258110709199
0.8500000000000005,-0.0951525579534287,0.8500000000000005,-0.07631471547828476,0.8500000000000005,-0.06368536784758835,0.8500000000000005,-0.05465084094167693,0.8500000000000005,-0.0478748292311799,0.8500000000000005,-0.04260743516515429,0.8500000000000005,-0.0383966758223527,0.8500000000000005,-0.03208804294928538,0.8500000000000005,-0.02758899532231367,0.8500000000000005,-0.02421942991827779,0.8500000000000005,-0.02160180172214483,0.8500000000000005,-0.01950983578259585,0.8500000000000005,-0.01779971247828337,0.8500000000000005,-0.01637566577952818,0.8500000000000005,-0.1084801294893581
