nch18_Id_W (ll=3.5e-07) X,nch18_Id_W (ll=3.5e-07) Y,nch18_Id_W (ll=4e-07) X,nch18_Id_W (ll=4e-07) Y,nch18_Id_W (ll=5e-07) X,nch18_Id_W (ll=5e-07) Y,nch18_Id_W (ll=6e-07) X,nch18_Id_W (ll=6e-07) Y,nch18_Id_W (ll=7e-07) X,nch18_Id_W (ll=7e-07) Y,nch18_Id_W (ll=8e-07) X,nch18_Id_W (ll=8e-07) Y,nch18_Id_W (ll=9e-07) X,nch18_Id_W (ll=9e-07) Y,nch18_Id_W (ll=1e-06) X,nch18_Id_W (ll=1e-06) Y,nch18_Id_W (ll=1.2e-06) X,nch18_Id_W (ll=1.2e-06) Y,nch18_Id_W (ll=1.4e-06) X,nch18_Id_W (ll=1.4e-06) Y,nch18_Id_W (ll=1.6e-06) X,nch18_Id_W (ll=1.6e-06) Y,nch18_Id_W (ll=1.8e-06) X,nch18_Id_W (ll=1.8e-06) Y,nch18_Id_W (ll=2e-06) X,nch18_Id_W (ll=2e-06) Y,nch18_Id_W (ll=2.2e-06) X,nch18_Id_W (ll=2.2e-06) Y,nch18_Id_W (ll=2.4e-06) X,nch18_Id_W (ll=2.4e-06) Y
0.4800000000000003,0.5873794168149504,0.4800000000000003,0.5374354340112336,0.4800000000000003,0.4810452390244067,0.4800000000000003,0.4474479741541165,0.4800000000000003,0.422821282129508,0.4800000000000003,0.4025945418200977,0.4800000000000003,0.3849329988762279,0.4800000000000003,0.3689986898673981,0.4800000000000003,0.3408006942530998,0.4800000000000003,0.3163152368682547,0.4800000000000003,0.2947880716088719,0.4800000000000003,0.2757382499356345,0.4800000000000003,0.258797947807263,0.4800000000000003,0.2436663089405463,0.4800000000000003,0.2300920093553573
0.4900000000000003,0.7236424174598847,0.4900000000000003,0.6620501194601986,0.4900000000000003,0.5912296957999197,0.4900000000000003,0.5481493663790542,0.4900000000000003,0.5162280668528388,0.4900000000000003,0.4899463881213752,0.4900000000000003,0.4670589912867275,0.4900000000000003,0.446515919614209,0.4900000000000003,0.4104884614194713,0.4900000000000003,0.3795683173678057,0.4900000000000003,0.3526530201216103,0.4900000000000003,0.32902869992735,0.4900000000000003,0.3081602422813298,0.4900000000000003,0.2896221674267079,0.4900000000000003,0.2730681541238925
0.5000000000000002,0.8849930076669648,0.5000000000000002,0.8093825779644084,0.5000000000000002,0.7208348627655981,0.5000000000000002,0.6659276910808274,0.5000000000000002,0.6248916946102767,0.5000000000000002,0.5910816151613734,0.5000000000000002,0.5617464317869999,0.5000000000000002,0.535564305820203,0.5000000000000002,0.4900678693157944,0.5000000000000002,0.451470081038833,0.5000000000000002,0.4181945752311645,0.5000000000000002,0.3892162126303201,0.5000000000000002,0.3637813734659064,0.5000000000000002,0.3413051936413257,0.5000000000000002,0.3213220047862805
0.5100000000000002,1.074217293184179,0.5100000000000002,0.9818472045772937,0.5100000000000002,0.8717172468738594,0.5100000000000002,0.8022496642631458,0.5100000000000002,0.7499998200792437,0.5100000000000002,0.706983759079192,0.5100000000000002,0.6698263653813304,0.5100000000000002,0.6368585889307699,0.5100000000000002,0.5800914709849552,0.5100000000000002,0.5324679167545462,0.5100000000000002,0.4917876856840412,0.5100000000000002,0.4566233007587955,0.5100000000000002,0.4259443345946985,0.5100000000000002,0.3989676004128326,0.5100000000000002,0.3750811457122435
0.5200000000000002,1.294040806596104,0.5200000000000002,1.18177933856368,0.5200000000000002,1.04563775987007,0.5200000000000002,0.9584875860928687,0.5200000000000002,0.8926546795179185,0.5200000000000002,0.8385622623442994,0.5200000000000002,0.792066878459163,0.5200000000000002,0.7510605221147559,0.5200000000000002,0.681074569961286,0.5200000000000002,0.6229829007564435,0.5200000000000002,0.573788519244636,0.5200000000000002,0.5315589361347404,0.5200000000000002,0.4949222839456036,0.5200000000000002,0.4628544331257621,0.5200000000000002,0.434567946705087
0.5300000000000002,1.547093889949333,0.5300000000000002,1.411410324575911,0.5300000000000002,1.244253479203942,0.5300000000000002,1.135922279582011,0.5300000000000002,1.053882473795533,0.5300000000000002,0.9866650963527482,0.5300000000000002,0.9291870015434247,0.5300000000000002,0.8787929292373328,0.5300000000000002,0.7935080679402629,0.5300000000000002,0.7234208502442676,0.5300000000000002,0.6645437975531746,0.5300000000000002,0.6143264122626894,0.5300000000000002,0.5709851936197601,0.5300000000000002,0.5332092296874306,0.5300000000000002,0.5000044180497842
0.5400000000000003,1.835892125427547,0.5400000000000003,1.672857447020444,0.5400000000000003,1.469121645097781,0.5400000000000003,1.335754633012005,0.5400000000000003,1.234648044584685,0.5400000000000003,1.152094083435378,0.5400000000000003,1.081871423394967,0.5400000000000003,1.020653256944585,0.5400000000000003,0.9178693284956705,0.5400000000000003,0.8341807977416003,0.5400000000000003,0.764397380916365,0.5400000000000003,0.7052284836779814,0.5400000000000003,0.6544038894382502,0.5400000000000003,0.6102772199689743,0.5400000000000003,0.5716147615651851
0.5500000000000003,2.162829292419839,0.5500000000000003,1.968125200262615,0.5500000000000003,1.721711086466489,0.5500000000000003,1.559120755274058,0.5500000000000003,1.435870300702508,0.5500000000000003,1.335619060780074,0.5500000000000003,1.250782867490133,0.5500000000000003,1.177224111146134,0.5500000000000003,1.054629533845102,0.5500000000000003,0.9556600109134095,0.5500000000000003,0.8736936420172342,0.5500000000000003,0.8045695860328647,0.5500000000000003,0.7454514565732506,0.5500000000000003,0.6943061499826658,0.5500000000000003,0.6496257748578906
0.5600000000000003,2.530178291254911,0.5600000000000003,2.299112813810205,0.5600000000000003,2.003415893994236,0.5600000000000003,1.807106274534991,0.5600000000000003,1.658434884356033,0.5600000000000003,1.537988284757521,0.5600000000000003,1.436570285388365,0.5600000000000003,1.349079524834888,0.5600000000000003,1.204257069673885,0.5600000000000003,1.088255529144408,0.5600000000000003,0.9927778369915435,0.5600000000000003,0.9126554716592458,0.5600000000000003,0.844402409829305,0.5600000000000003,0.7855451586858613,0.5600000000000003,0.7342655455332469
0.5700000000000003,2.940094993542463,0.5700000000000003,2.667622972464872,0.5700000000000003,2.315567067978899,0.5700000000000003,2.080756682306949,0.5700000000000003,1.903202057523308,0.5700000000000003,1.759933895722834,0.5700000000000003,1.639872294504799,0.5700000000000003,1.53678680751064,0.5700000000000003,1.367217267246451,0.5700000000000003,1.232362750320783,0.5700000000000003,1.121994080793296,0.5700000000000003,1.029790879613176,0.5700000000000003,0.951530231462725,0.5700000000000003,0.8842422820474332,0.5700000000000003,0.8257609774532464
0.5800000000000003,3.394620794514156,0.5800000000000003,3.075367836999384,0.5800000000000003,2.659439454760438,0.5800000000000003,2.381082240537089,0.5800000000000003,2.171009227329892,0.5800000000000003,2.002172461809542,0.5800000000000003,1.861316252146873,0.5800000000000003,1.740904588110944,0.5800000000000003,1.5439692939559,0.5800000000000003,1.388371874468014,0.5800000000000003,1.261681689486965,0.5800000000000003,1.156275941005395,0.5800000000000003,1.067103913996864,0.5800000000000003,0.9906411629632395,0.5800000000000003,0.9243346750123314
0.5900000000000003,3.895681187977649,0.5900000000000003,3.523970157794577,0.5900000000000003,3.036252955006702,0.5900000000000003,2.709057374455593,0.5900000000000003,2.46266861425766,0.5900000000000003,2.265401418642698,0.5900000000000003,2.101513927035566,0.5900000000000003,1.96197805857811,0.5900000000000003,1.734961153986498,0.5900000000000003,1.556663060159031,0.5900000000000003,1.412170635956655,0.5900000000000003,1.292401969031288,0.5900000000000003,1.191384075456186,0.5900000000000003,1.104977466254384,0.5900000000000003,1.030201628060514
0.6000000000000003,4.445079375234084,0.6000000000000003,4.014958927624951,0.6000000000000003,3.447168340928693,0.6000000000000003,3.065615443641666,0.6000000000000003,2.778961205885656,0.6000000000000003,2.550292613519822,0.6000000000000003,2.361054947444631,0.6000000000000003,2.200532524537255,0.6000000000000003,1.940623727348717,0.6000000000000003,1.737601058730472,0.6000000000000003,1.573776751991395,0.6000000000000003,1.438447163115901,0.6000000000000003,1.324619095495562,0.6000000000000003,1.227475383467469,0.6000000000000003,1.143566031391037
0.6100000000000003,5.044485335698284,0.6100000000000003,4.549760294432835,0.6100000000000003,3.893278890102836,0.6100000000000003,3.451640287463535,0.6100000000000003,3.120628380450793,0.6100000000000003,2.857484234501073,0.6100000000000003,2.640499172567365,0.6100000000000003,2.457066275154877,0.6100000000000003,2.161364627625392,0.6100000000000003,1.931529933252563,0.6100000000000003,1.746797157356486,0.6100000000000003,1.594672615195826,0.6100000000000003,1.467041591493659,0.6100000000000003,1.358344494229244,0.6100000000000003,1.264618465107109
0.6200000000000003,5.695421726468759,0.6200000000000003,5.129685224143228,0.6200000000000003,4.375599440324336,0.6200000000000003,3.867956062999642,0.6200000000000003,3.488362540871372,0.6200000000000003,3.187572271559171,0.6200000000000003,2.940368956768993,0.6200000000000003,2.732043589879471,0.6200000000000003,2.397562466065517,0.6200000000000003,2.138768295023982,0.6200000000000003,1.93150624318662,0.6200000000000003,1.761318871936568,0.6200000000000003,1.618865435754577,0.6200000000000003,1.49777714663885,0.6200000000000003,1.393533569310361
0.6300000000000003,6.399248418821533,0.6300000000000003,5.75591569977296,0.6300000000000003,4.895054497349036,0.6300000000000003,4.315316758959652,0.6300000000000003,3.882797889479344,0.6300000000000003,3.541102420623004,0.6300000000000003,3.261142039582195,0.6300000000000003,3.025888474250326,0.6300000000000003,2.649561917240175,0.6300000000000003,2.359605329950142,0.6300000000000003,2.128152402999083,0.6300000000000003,1.938603193526828,0.6300000000000003,1.780283418240896,0.6300000000000003,1.645946435487481,0.6300000000000003,1.530468273301617
0.6400000000000003,7.157147508976732,0.6400000000000003,6.429491180098831,0.6400000000000003,5.452466817199455,0.6400000000000003,4.794396496439797,0.6400000000000003,4.30450219237682,0.6400000000000003,3.918563076063231,0.6400000000000003,3.603245553823939,0.6400000000000003,3.338979502661873,0.6400000000000003,2.91766981344675,0.6400000000000003,2.594297754316362,0.6400000000000003,2.336955597676035,0.6400000000000003,2.126717561897505,0.6400000000000003,1.951465585865014,0.6400000000000003,1.803004794727743,0.6400000000000003,1.675560585721916
0.6500000000000004,7.970110388876972,0.6500000000000004,7.151296752948779,0.6500000000000004,6.048547554929996,0.6500000000000004,5.305781406946979,0.6500000000000004,4.75397009502235,0.6500000000000004,4.320379808292516,0.6500000000000004,3.967051431333788,0.6500000000000004,3.671645964228019,0.6500000000000004,3.202152360912568,0.6500000000000004,2.843067737774802,0.6500000000000004,2.558105761457035,0.6500000000000004,2.325827427745997,0.6500000000000004,2.132558237422241,0.6500000000000004,1.969083177270227,0.6500000000000004,1.828928915289988
0.6600000000000004,8.838928058422097,0.6600000000000004,7.922054022933115,0.6600000000000004,6.68388871004987,0.6600000000000004,5.849963568685198,0.6600000000000004,5.231618294623911,0.6600000000000004,4.746911513506126,0.6600000000000004,4.352873313941255,0.6600000000000004,4.024165365991873,0.6600000000000004,3.503233471385761,0.6600000000000004,3.106101758873157,0.6600000000000004,2.791762001247497,0.6600000000000004,2.536071143147448,0.6600000000000004,2.323683519233631,0.6600000000000004,2.144290767431791,0.6600000000000004,1.990671868725918
0.6700000000000004,9.764185407198742,0.6700000000000004,8.742315358991299,0.6700000000000004,7.358958261132793,0.6700000000000004,6.427337215740761,0.6700000000000004,5.737782667055429,0.6700000000000004,5.198448259872809,0.6700000000000004,4.76096494865608,0.6700000000000004,4.39676224481774,0.6700000000000004,3.821094134258573,0.6700000000000004,3.383550310756371,0.6700000000000004,3.038052506973371,0.6700000000000004,2.757560000636928,0.6700000000000004,2.524939546637524,0.6700000000000004,2.328715155673163,0.6700000000000004,2.160868459869254
0.6800000000000004,10.746259763345,0.6800000000000004,9.612461749959289,0.6800000000000004,8.074098098448356,0.6800000000000004,7.038197224695136,0.6800000000000004,6.272717290128075,0.6800000000000004,5.675210737554059,0.6800000000000004,5.191519957085825,0.6800000000000004,4.789608170547044,0.6800000000000004,4.155872711564415,0.6800000000000004,3.675528346731375,0.6800000000000004,3.297075071781618,0.6800000000000004,2.990378786457387,0.6800000000000004,2.736400967091615,0.6800000000000004,2.522422898505703,0.6800000000000004,2.339578659093411
0.6900000000000004,11.78532364274259,0.6900000000000004,10.53270420676113,0.6900000000000004,8.82952464518878,0.6900000000000004,7.682739730620114,0.6900000000000004,6.836595197572796,0.6900000000000004,6.177351143171796,0.6900000000000004,5.644672813448432,0.6900000000000004,5.202822782123055,0.6900000000000004,4.507666015419844,0.6900000000000004,3.982116342413911,0.6900000000000004,3.568898113551863,0.6900000000000004,3.234586751732414,0.6900000000000004,2.958119878841106,0.6900000000000004,2.725460386015455,0.6900000000000004,2.526844212591855
0.7000000000000004,12.88135135303378,0.7000000000000004,11.50308841895866,0.7000000000000004,9.625331904766686,0.7000000000000004,8.361064624012734,0.7000000000000004,7.429510631958523,0.7000000000000004,6.704955285490571,0.7000000000000004,6.120500836377476,0.7000000000000004,5.636475679082256,0.7000000000000004,4.876531019637392,0.7000000000000004,4.303361849056814,0.7000000000000004,3.853562090061551,0.7000000000000004,3.490218907818939,0.7000000000000004,3.190127022480299,0.7000000000000004,2.937854943284137,0.7000000000000004,2.722689665164626
0.7100000000000004,14.03412891732887,0.7100000000000004,12.52350221984111,0.7100000000000004,10.46149657685021,0.7100000000000004,9.073179623608366,0.7100000000000004,8.051482531782453,0.7100000000000004,7.258045680693356,0.7100000000000004,6.61902699047638,0.7100000000000004,6.090588987380484,0.7100000000000004,5.262487059977258,0.7100000000000004,4.639281417997657,0.7100000000000004,4.151081206528917,0.7100000000000004,3.757287558797499,0.7100000000000004,3.432433169421051,0.7100000000000004,3.159616098496025,0.7100000000000004,2.927123526392714
0.7200000000000004,15.24326667470845,0.7200000000000004,13.59368532915596,0.7200000000000004,11.33788483831463,0.7200000000000004,9.819005597899103,0.7200000000000004,8.702458980101561,0.7200000000000004,7.836585405955485,0.7200000000000004,7.140223298583499,0.7200000000000004,6.565140426170844,0.7200000000000004,5.665518387315672,0.7200000000000004,4.989862786298504,0.7200000000000004,4.461445324044696,0.7200000000000004,4.035783993274291,0.7200000000000004,3.685030639875881,0.7200000000000004,3.390736958511718,0.7200000000000004,3.140139527523676
0.7300000000000004,16.50821387568549,0.7300000000000004,14.71324081356227,0.7300000000000004,12.25426037631142,0.7300000000000004,10.59838281169073,0.7300000000000004,9.382322352160491,0.7300000000000004,8.440482493259633,0.7300000000000004,7.684014680239395,0.7300000000000004,7.060066716976066,0.7300000000000004,6.085576952131041,0.7300000000000004,5.355067226522799,0.7300000000000004,4.784621989005264,0.7300000000000004,4.325680268124317,0.7300000000000004,3.947894892424637,0.7300000000000004,3.631195641297338,0.7300000000000004,3.361717924266905
0.7400000000000004,17.82827460526968,0.7400000000000004,15.88164771849065,0.7400000000000004,13.21029327890298,0.7400000000000004,11.41107779529339,0.7400000000000004,10.09089492145964,0.7400000000000004,9.069594666829728,0.7400000000000004,8.250283052149307,0.7400000000000004,7.575267195666816,0.7400000000000004,6.522585315048225,0.7400000000000004,5.734831977686147,0.7400000000000004,5.120558515922951,0.7400000000000004,4.626931027592098,0.7400000000000004,4.220986136820289,0.7400000000000004,3.880956723200248,0.7400000000000004,3.591826808482253
0.7500000000000004,19.20262441875357,0.7500000000000004,17.09827436848294,0.7500000000000004,14.20556942506502,0.7500000000000004,12.25679056637513,0.7500000000000004,10.8279447127269,0.7500000000000004,9.723734253485315,0.7500000000000004,8.838871549624944,0.7500000000000004,8.110607508475075,0.7500000000000004,6.976439595203333,0.7500000000000004,6.129072688630131,0.7500000000000004,5.469184068088879,0.7500000000000004,4.939475311640594,0.7500000000000004,4.50425093089096,0.7500000000000004,4.139972667242814,0.7500000000000004,3.830423399095417
0.7600000000000005,20.63032715186847,0.7600000000000005,18.36239189506326,0.7600000000000005,15.23960006283316,0.7600000000000005,13.1351619728927,0.7600000000000005,11.5931914225491,0.7600000000000005,10.40267312285346,0.7600000000000005,9.449588751942896,0.7600000000000005,8.665923294274256,0.7600000000000005,7.447012384812969,0.7600000000000005,6.537685818652077,0.7600000000000005,5.830411691952405,0.7600000000000005,5.263238317191135,0.7600000000000005,4.797623730884664,0.7600000000000005,4.408185206102528,0.7600000000000005,4.077455289268273
0.7700000000000005,22.11035145583342,0.7700000000000005,19.67318762253167,0.7700000000000005,16.31183131600894,0.7700000000000005,14.04578096587677,0.7700000000000005,12.38631226121567,0.7700000000000005,11.10614754170478,0.7700000000000005,10.08221281778678,0.7700000000000005,9.241023775406799,0.7700000000000005,7.934155573839285,0.7700000000000005,6.96055095269783,0.7700000000000005,6.204140271423435,0.7700000000000005,5.59813308467082,0.7700000000000005,5.101028372190189,0.7700000000000005,4.68552666010577,0.7700000000000005,4.332861632775651
0.7800000000000005,23.64158669994004,0.7800000000000005,21.02977801568001,0.7800000000000005,17.42165341178299,0.7800000000000005,14.98819165033701,0.7800000000000005,13.206947600695,0.7800000000000005,11.83386285236846,0.7800000000000005,10.73649545845304,0.7800000000000005,9.835695197698428,0.7800000000000005,8.437703042602001,0.7800000000000005,7.397532999517424,0.7800000000000005,6.590256377411517,0.7800000000000005,5.94406208995985,0.7800000000000005,5.41437946396685,0.7800000000000005,4.971921176331709,0.7800000000000005,4.596574257646503
0.7900000000000005,25.22285797301127,0.7900000000000005,22.43122096424072,0.7900000000000005,18.56840947080006,0.7900000000000005,15.96189999927258,0.7900000000000005,14.05470634237607,0.7900000000000005,12.58549790837649,0.7900000000000005,11.41216569572889,0.7900000000000005,10.44970407655916,0.7900000000000005,8.957473192380869,0.7900000000000005,7.848484250775552,0.7900000000000005,6.988635995735105,0.7900000000000005,6.300918728376562,0.7900000000000005,5.737583686815007,0.7900000000000005,5.267285879792987,0.7900000000000005,4.868518699427489
0.8000000000000005,26.85293999598428,0.8000000000000005,23.87652724353578,0.8000000000000005,19.75140374567804,0.8000000000000005,16.96638014856079,0.8000000000000005,14.92917094354242,0.8000000000000005,13.36070922075855,0.8000000000000005,12.10893336800851,0.8000000000000005,11.0828002200617,0.8000000000000005,9.49327129442622,0.8000000000000005,8.313246287194048,0.8000000000000005,7.399146123077033,0.8000000000000005,6.668588682787252,0.8000000000000005,6.070540987256993,0.8000000000000005,5.571531931681446,0.8000000000000005,5.148615149963091
0.8100000000000005,28.53056982844181,0.8100000000000005,25.36467104735867,0.8100000000000005,20.96990923272391,0.8100000000000005,18.00108021880277,0.8100000000000005,15.82990206322486,0.8100000000000005,14.15913478561263,0.8100000000000005,12.8264923622502,0.8100000000000005,11.73471951159729,0.8100000000000005,10.04489164638553,0.8100000000000005,8.791651724451915,0.8100000000000005,7.821646226004425,0.8100000000000005,7.046951172349353,0.8100000000000005,6.413145666547558,0.8100000000000005,5.884565492902224,0.8100000000000005,5.436779320421294
0.8200000000000005,30.25445831107657,0.8200000000000005,26.89459953681464,0.8200000000000005,22.22317461419855,0.8200000000000005,19.06542763388151,0.8200000000000005,16.75644280608479,0.8200000000000005,14.98039757776621,0.8200000000000005,13.56452356088638,0.8200000000000005,12.40518644426332,0.8200000000000005,10.61211953209693,0.8200000000000005,9.283525796889579,0.8200000000000005,8.25598956232491,0.8200000000000005,7.435880081900807,0.8200000000000005,6.765287364284942,0.8200000000000005,6.206288593658341,0.8200000000000005,5.73292321951161
0.8300000000000005,32.02330023380577,0.8300000000000005,28.46524138760555,0.8300000000000005,23.51043051505865,0.8300000000000005,20.15883392520523,0.8300000000000005,17.70832255751053,0.8300000000000005,15.82410870673105,0.8300000000000005,14.32269750197761,0.8300000000000005,13.093916406709,0.8300000000000005,11.19473298615025,0.8300000000000005,9.788687781214509,0.8300000000000005,8.702024367335992,0.8300000000000005,7.835244974692742,0.8300000000000005,7.126851939546779,0.8300000000000005,6.536599911773531,0.8300000000000005,6.036955849514996
0.8400000000000005,33.83578325622381,0.8400000000000005,30.07551434861883,0.8400000000000005,24.83089507903586,0.8400000000000005,21.2806990257183,0.8400000000000005,18.6850604144775,0.8400000000000005,16.68987024000504,0.8400000000000005,15.10067675799477,0.8400000000000005,13.80061772598845,0.8400000000000005,11.79250436875805,0.8400000000000005,10.30695226552114,0.8400000000000005,9.159594909976336,0.8400000000000005,8.244911993155041,0.8400000000000005,7.497722253931808,0.8400000000000005,6.875395463850566,0.8400000000000005,6.348783823962772
0.8500000000000005,35.69059563444912,0.8500000000000005,31.72433184749838,0.8500000000000005,26.18377888480914,0.8500000000000005,22.43041506921353,0.8500000000000005,19.68616822529761,0.8500000000000005,17.57727770541787,0.8500000000000005,15.89811804390406,0.8500000000000005,14.52499347727758,0.8500000000000005,12.40520175950475,0.8500000000000005,10.8381302711909,0.8500000000000005,9.628542425633698,0.8500000000000005,8.664744653784208,0.8500000000000005,7.877778862042848,0.8500000000000005,7.222569214331573,0.8500000000000005,6.668311911634307
0.8600000000000005,37.58643282746753,0.8600000000000005,33.41060869515411,0.8600000000000005,27.5682892345369,0.8600000000000005,23.60736971879064,0.8600000000000005,20.71115325757835,0.8600000000000005,18.48592228897285,0.8600000000000005,16.71467406897984,0.8600000000000005,15.26674307334234,0.8600000000000005,13.03259018063121,0.8600000000000005,11.382030236761,0.8600000000000005,10.10870593352852,0.8600000000000005,9.094604543161271,0.8600000000000005,8.266900615691689,0.8600000000000005,7.578013608147516,0.8600000000000005,6.995443512063779
0.8700000000000006,39.52200306824107,0.8700000000000006,35.13326595194711,0.8700000000000006,28.98363385485281,0.8700000000000006,24.81094905396801,0.8700000000000006,21.75952051790238,0.8700000000000006,19.41539274782728,0.8700000000000006,17.54999514925732,0.8700000000000006,16.02556364862387,0.8700000000000006,13.67443266183061,0.8700000000000006,11.93845887378448,0.8700000000000006,10.59992294727816,0.8700000000000006,9.534351922633245,0.8700000000000006,8.664965188516687,0.8700000000000006,7.941620032970387,0.8700000000000006,7.330081068015598
0.8800000000000006,41.49603199143728,0.8800000000000006,36.89123502461204,0.8800000000000006,30.42902405524992,0.8800000000000006,26.04054004946781,0.8800000000000006,22.83077474931151,0.8800000000000006,20.36527705996851,0.8800000000000006,18.4037305989928,0.8800000000000006,16.80115125393332,0.8800000000000006,14.330491159242,0.8800000000000006,12.50722190516792,0.8800000000000006,11.10203008756389,0.8800000000000006,9.983846249407287,0.8800000000000006,9.071849527857221,0.8800000000000006,8.313279217191059,0.8800000000000006,7.672126420462866
0.8900000000000006,43.50726641187315,0.8900000000000006,38.68346106575833,0.8900000000000006,31.90367739119574,0.8900000000000006,27.29553268046134,0.8900000000000006,23.92442213394099,0.8900000000000006,21.33516383304465,0.8900000000000006,19.27552992013986,0.8900000000000006,17.59320187820265,0.8900000000000006,15.000527341546,0.8900000000000006,13.08812469656661,0.8900000000000006,11.61486360583984,0.8900000000000006,10.44294662178565,0.8900000000000006,9.487430240678778,0.8900000000000006,8.692881569676599,0.8900000000000006,8.02148111152558
0.9000000000000006,45.55447734672454,0.9000000000000006,40.50890574787764,0.9000000000000006,33.40681987987308,0.9000000000000006,28.57532168951592,0.9000000000000006,25.03997172841988,0.9000000000000006,22.32464349492605,0.9000000000000006,20.16504380886498,0.9000000000000006,18.40141231368369,0.9000000000000006,15.68430325592627,0.9000000000000006,13.6809727912366,0.9000000000000006,12.13825982782876,0.9000000000000006,10.91151215606559,0.9000000000000006,9.911583920141981,0.9000000000000006,9.080317467170083,0.9000000000000006,8.378046640639806
0.9100000000000006,47.63646237114367,0.9100000000000006,42.36654948185952,0.9100000000000006,34.93768781560005,0.9100000000000006,29.87930804989976,0.9100000000000006,26.17693665915396,0.9100000000000006,23.33330928810834,0.9100000000000006,21.07192499766725,0.9100000000000006,19.22548088053454,0.9100000000000006,16.38158188624214,0.9100000000000006,14.28557235835098,0.9100000000000006,12.67205552518809,0.9100000000000006,11.38940230229856,0.9100000000000006,10.34418741910425,0.9100000000000006,9.475477494907157,0.9100000000000006,8.741724678961148
0.9200000000000006,49.7520473918798,0.9200000000000006,44.25539314669616,0.9200000000000006,36.49552923011947,0.9200000000000006,31.20690015859973,0.9200000000000006,27.33483510355919,0.9200000000000006,24.36075808916078,0.9200000000000006,21.99582895087264,0.9200000000000006,20.06510802601986,0.9200000000000006,17.09212761514447,0.9200000000000006,14.90173056426276,0.9200000000000006,13.21608822326179,0.9200000000000006,11.87647710568208,0.9200000000000006,10.78511807646017,0.9200000000000006,9.878252645680691,0.9200000000000006,9.112417246689267
0.9300000000000006,51.90008791742441,0.9300000000000006,46.17445939278829,0.9300000000000006,38.07960504040066,0.9300000000000006,32.55751479058893,0.9300000000000006,28.51319108188366,0.9300000000000006,25.40659107324061,0.9300000000000006,22.93641443023969,0.9300000000000006,20.91999681263549,0.9300000000000006,17.81570660113017,0.9300000000000006,15.52925587556568,0.9300000000000006,13.77019645229168,0.9300000000000006,12.37259741988066,0.9300000000000006,11.23425390180159,0.9300000000000006,10.28853448219518,0.9300000000000006,9.490026857647596
0.9400000000000006,54.07946989656772,0.9400000000000006,48.1227935764391,0.9400000000000006,39.68918992360278,0.9400000000000006,33.93057784373258,0.9400000000000006,29.71153508258186,0.9400000000000006,26.47041424230791,0.9400000000000006,23.89334394624327,0.9400000000000006,21.78985330844611,0.9400000000000006,18.55208708070971,0.9400000000000006,16.16795830212586,0.9400000000000006,14.33421994887875,0.9400000000000006,12.87762507806313,0.9400000000000006,11.69147372342716,0.9400000000000006,10.70621526715334,0.9400000000000006,9.874456635086657
0.9500000000000006,56.28911019039747,0.9500000000000006,50.09946437803927,0.9500000000000006,41.32357295561361,0.9500000000000006,35.32552490139329,0.9500000000000006,30.92940454238366,0.9500000000000006,27.55183883419004,0.9500000000000006,24.86628410933948,0.9500000000000006,22.67438689183561,0.9500000000000006,19.30103960500679,0.9500000000000006,16.81764958755378,0.9500000000000006,14.90799981388897,0.9500000000000006,13.3914230269259,0.9500000000000006,12.156657304275,0.9500000000000006,11.13118806510289,0.9500000000000006,10.26561040230914
0.9600000000000006,58.52795673597802,0.9600000000000006,52.10356415129939,0.9600000000000006,42.98205804625789,0.9600000000000006,36.74180163738909,0.9600000000000006,32.16634420034004,0.9600000000000006,28.65048162812467,0.9600000000000006,25.85490589423752,0.9600000000000006,23.57331048176015,0.9600000000000006,20.06233721924292,0.9600000000000006,17.47814335387385,0.9600000000000006,15.49137863239714,0.9600000000000006,13.91385542845453,0.9600000000000006,12.62968542989428,0.9600000000000006,11.56334681967092,0.9600000000000006,10.66339275135063
0.9700000000000006,60.79498845338716,0.9700000000000006,54.13420904585814,0.9700000000000006,44.6639642009709,0.9700000000000006,38.17886408556019,0.9700000000000006,33.42190634325008,0.9700000000000006,29.76596516088733,0.9700000000000006,26.85888482892597,0.9700000000000006,24.48634070350525,0.9700000000000006,20.83575559270966,0.9700000000000006,18.14925520646068,0.9700000000000006,16.08420056068217,0.9700000000000006,14.44478773367398,0.9700000000000006,13.11043997213674,0.9700000000000006,12.00258640941961,0.9700000000000006,11.06770909259703
0.9800000000000006,63.08921494157572,0.9800000000000006,56.19053894077989,0.9800000000000006,46.36862563553232,0.9800000000000006,39.63617879386923,0.9800000000000006,34.69565095807071,0.9800000000000006,30.89791786614225,0.9800000000000006,27.87790111896998,0.9800000000000006,25.41319799888138,0.9800000000000006,21.62107310601311,0.9800000000000006,18.83080280464315,0.9800000000000006,16.68631138472964,0.9800000000000006,14.98408673216036,0.9800000000000006,13.59880393182497,0.9800000000000006,12.44880268518516,0.9800000000000006,11.47846568788466
0.9900000000000007,65.40967600275536,0.9900000000000007,58.2717172219395,0.9900000000000007,48.09539176743669,0.9900000000000007,41.11322288073368,0.9900000000000007,35.98714580517739,0.9900000000000007,32.04597414824561,0.9900000000000007,28.9116397164169,0.9900000000000007,26.35360668879287,0.9900000000000007,22.41807090159311,0.9900000000000007,19.52260590274827,0.9900000000000007,17.29755855416625,0.9900000000000007,15.53162058063097,0.9900000000000007,14.09466146326049,0.9900000000000007,12.90189249140952,0.9900000000000007,11.89556966931418
