nch18_Vgs_Vth (ll=3.5e-07) X,nch18_Vgs_Vth (ll=3.5e-07) Y,nch18_Vgs_Vth (ll=4e-07) X,nch18_Vgs_Vth (ll=4e-07) Y,nch18_Vgs_Vth (ll=5e-07) X,nch18_Vgs_Vth (ll=5e-07) Y,nch18_Vgs_Vth (ll=6e-07) X,nch18_Vgs_Vth (ll=6e-07) Y,nch18_Vgs_Vth (ll=7e-07) X,nch18_Vgs_Vth (ll=7e-07) Y,nch18_Vgs_Vth (ll=8e-07) X,nch18_Vgs_Vth (ll=8e-07) Y,nch18_Vgs_Vth (ll=9e-07) X,nch18_Vgs_Vth (ll=9e-07) Y,nch18_Vgs_Vth (ll=1e-06) X,nch18_Vgs_Vth (ll=1e-06) Y,nch18_Vgs_Vth (ll=1.2e-06) X,nch18_Vgs_Vth (ll=1.2e-06) Y,nch18_Vgs_Vth (ll=1.4e-06) X,nch18_Vgs_Vth (ll=1.4e-06) Y,nch18_Vgs_Vth (ll=1.6e-06) X,nch18_Vgs_Vth (ll=1.6e-06) Y,nch18_Vgs_Vth (ll=1.8e-06) X,nch18_Vgs_Vth (ll=1.8e-06) Y,nch18_Vgs_Vth (ll=2e-06) X,nch18_Vgs_Vth (ll=2e-06) Y,nch18_Vgs_Vth (ll=2.2e-06) X,nch18_Vgs_Vth (ll=2.2e-06) Y,nch18_Vgs_Vth (ll=2.4e-06) X,nch18_Vgs_Vth (ll=2.4e-06) Y
0.4100000000000002,-0.1480987040322467,0.4100000000000002,-0.1435093114673217,0.4100000000000002,-0.1348457350631356,0.4100000000000002,-0.1273552468117943,0.4100000000000002,-0.1210001518250272,0.4100000000000002,-0.1155985648326428,0.4100000000000002,-0.1109745140784352,0.4100000000000002,-0.1069829149536244,0.4100000000000002,-0.1004612102496913,0.4100000000000002,-0.09537479277966293,0.4100000000000002,-0.0913069575153625,0.4100000000000002,-0.08798511311357615,0.4100000000000002,-0.08522463561377147,0.4100000000000002,-0.08289648710287578,0.4100000000000002,-0.0809079628767701
0.4200000000000002,-0.1380987177109461,0.4200000000000002,-0.133509324000918,0.4200000000000002,-0.1248457463794176,0.4200000000000002,-0.1173552574530439,0.4200000000000002,-0.1110001619910096,0.4200000000000002,-0.1055985746122708,0.4200000000000002,-0.1009745235175389,0.4200000000000002,-0.09698292407953585,0.4200000000000002,-0.09046121880212493,0.4200000000000002,-0.08537480081182508,0.4200000000000002,-0.0813069650730443,0.4200000000000002,-0.07798512023880194,0.4200000000000002,-0.07522464234519072,0.4200000000000002,-0.07289649347569094,0.4200000000000002,-0.0709079689227588
0.4300000000000002,-0.1280987348986023,0.4300000000000002,-0.1235093397625225,0.4300000000000002,-0.1148457606003579,0.4300000000000002,-0.1073552707990134,0.4300000000000002,-0.1010001747095194,0.4300000000000002,-0.09559858681562411,0.4300000000000002,-0.09097453526556115,0.4300000000000002,-0.08698293540947172,0.4300000000000002,-0.0804612293714812,0.4300000000000002,-0.07537481069847524,0.4300000000000002,-0.07130697434342409,0.4300000000000002,-0.06798512895252889,0.4300000000000002,-0.06522465055591364,0.4300000000000002,-0.06289650123138896,0.4300000000000002,-0.06090797626609368
0.4400000000000002,-0.118098756344945,0.4400000000000002,-0.1135093594417143,0.4400000000000002,-0.1048457783346999,0.4400000000000002,-0.09735528739983351,0.4400000000000002,-0.0910001904824364,0.4400000000000002,-0.08559860190288754,0.4400000000000002,-0.08097454974599688,0.4400000000000002,-0.0769829493343947,0.4400000000000002,-0.07046124229399525,0.4400000000000002,-0.06537482273219769,0.4400000000000002,-0.06130698558394626,0.4400000000000002,-0.05798513948360601,0.4400000000000002,-0.05522466045125268,0.4400000000000002,-0.05289651055568634,0.4400000000000002,-0.05090798507600436
0.4500000000000002,-0.1080987829045773,0.4500000000000002,-0.1035093838217566,0.4500000000000002,-0.09484580026556516,0.4500000000000002,-0.0873553078639327,0.4500000000000002,-0.08100020985662609,0.4500000000000002,-0.07559862036837023,0.4500000000000002,-0.07097456740768121,0.4500000000000002,-0.06698296626358885,0.4500000000000002,-0.06046125791418716,0.4500000000000002,-0.05537483720753472,0.4500000000000002,-0.05130699905003416,0.4500000000000002,-0.04798515205636827,0.4500000000000002,-0.04522467223046062,0.4500000000000002,-0.04289652162730484,0.4500000000000002,-0.04090799551417251
0.4600000000000002,-0.09809881553198213,0.4600000000000002,-0.09350941377287819,0.4600000000000002,-0.08484582714038119,0.4600000000000002,-0.07735533284561064,0.4600000000000002,-0.07100023341026457,0.4600000000000002,-0.06559864272641808,0.4600000000000002,-0.0609745887109206,0.4600000000000002,-0.05698298661133655,0.4600000000000002,-0.05046127657313798,0.4600000000000002,-0.04537485441099481,0.4600000000000002,-0.04130701498667361,0.4600000000000002,-0.03798516688356196,0.4600000000000002,-0.03522468608076373,0.4600000000000002,-0.0328965346129087,0.4600000000000002,-0.0309080077304415
0.4700000000000003,-0.08809885526960187,0.4700000000000003,-0.08350945023881123,0.4700000000000003,-0.07484585975491836,0.4700000000000003,-0.06735536302799633,0.4700000000000003,-0.06100026173590573,0.4700000000000003,-0.05559866949538544,0.4700000000000003,-0.05097461411272147,0.4700000000000003,-0.04698301078359574,0.4700000000000003,-0.04046129859799091,0.4700000000000003,-0.03537487461294414,0.4700000000000003,-0.03130703362220316,0.4700000000000003,-0.02798518416160228,0.4700000000000003,-0.02522470217375233,0.4700000000000003,-0.0228965496643771,0.4700000000000003,-0.02090802186073687
0.4800000000000003,-0.07809890322922269,0.4800000000000003,-0.0735094942172469,0.4800000000000003,-0.06484589893295406,0.4800000000000003,-0.05735539910351067,0.4800000000000003,-0.05100029542275925,0.4800000000000003,-0.04559870118212456,0.4800000000000003,-0.04097464405358292,0.4800000000000003,-0.03698303916691986,0.4800000000000003,-0.03046132429443155,0.4800000000000003,-0.02537489806269128,0.4800000000000003,-0.02130705516523984,0.4800000000000003,-0.01798520406879139,0.4800000000000003,-0.01522472066450131,0.4800000000000003,-0.01289656691855462,0.4800000000000003,-0.01090803802729157
0.4900000000000003,-0.06809896056832904,0.4900000000000003,-0.0635095467362376,0.4900000000000003,-0.05484594550423444,0.4900000000000003,-0.0473554417547622,0.4900000000000003,-0.04100033504097261,0.4900000000000003,-0.03559873826955789,0.4900000000000003,-0.03097467894794387,0.4900000000000003,-0.0269830721213476,0.4900000000000003,-0.02046135394314458,0.4900000000000003,-0.01537492498722276,0.4900000000000003,-0.01130707980483353,0.4900000000000003,-0.00798522676634883,0.4900000000000003,-0.005224741693148627,0.4900000000000003,-0.002896586499153919,0.4900000000000003,-0.0009080563407168341
0.5000000000000002,-0.05809902846421522,0.5000000000000002,-0.0535096088296505,0.5000000000000002,-0.04484600028399244,0.5000000000000002,-0.0373554916388017,0.5000000000000002,-0.03100038113032777,0.5000000000000002,-0.02559878120906833,0.5000000000000002,-0.02097471917951343,0.5000000000000002,-0.01698310997794195,0.5000000000000002,-0.01046138780026162,0.5000000000000002,-0.005374955593181796,0.5000000000000002,-0.00130710771321807,0.5000000000000002,0.002014747598487743,0.5000000000000002,0.004775234611902379,0.5000000000000002,0.007103391480050514,0.5000000000000002,0.009091923096869292
0.5100000000000002,-0.04809910808926243,0.5100000000000002,-0.04350968151502688,0.5100000000000002,-0.03484606405690793,0.5100000000000002,-0.02735554937684481,0.5100000000000002,-0.02100043419456121,0.5100000000000002,-0.01559883041823962,0.5100000000000002,-0.01097476510138939,0.5100000000000002,-0.006983153040554968,0.5100000000000002,-0.0004614261008643039,0.5100000000000002,0.004625009928995727,0.5100000000000002,0.008692860949949921,0.5100000000000002,0.01201471888835226,0.5100000000000002,0.0147752081300942,0.5100000000000002,0.01710336691159853,0.5100000000000002,0.01909190018848766
0.5200000000000002,-0.03809920059035965,0.5200000000000002,-0.03350976577659659,0.5200000000000002,-0.0248461375672544,0.5200000000000002,-0.01735561555011378,0.5200000000000002,-0.01100049470118014,0.5200000000000002,-0.005598886283198046,0.5200000000000002,-0.000974817039920306,0.5200000000000002,0.003016798409486987,0.5200000000000002,0.009538530935810696,0.5200000000000002,0.01462497140007257,0.5200000000000002,0.01869282603301159,0.5200000000000002,0.02201468697164777,0.5200000000000002,0.02477517874506019,0.5200000000000002,0.02710333969108147,0.5200000000000002,0.02909187483937792
0.5300000000000002,-0.02809930707433805,0.5300000000000002,-0.02350986255475074,0.5300000000000002,-0.01484622151541681,0.5300000000000002,-0.007355690701084772,0.5300000000000002,-0.001000563085442496,0.5300000000000002,0.004401050836032261,0.5300000000000002,0.009025124699388209,0.5300000000000002,0.01301674410741027,0.5300000000000002,0.01953848310091189,0.5300000000000002,0.02462492864731136,0.5300000000000002,0.02869278738832892,0.5300000000000002,0.03201465171919587,0.5300000000000002,0.03477514634179218,0.5300000000000002,0.03710330971473463,0.5300000000000002,0.03909184695493928
0.5400000000000003,-0.01809942859973757,0.5400000000000003,-0.01350997274181232,0.5400000000000003,-0.004846316559583341,0.5400000000000003,0.002644224661620398,0.5400000000000003,0.008999360243422738,0.5400000000000003,0.01440098059902228,0.5400000000000003,0.01902505982562219,0.5400000000000003,0.0230166837992265,0.5400000000000003,0.02953843019134528,0.5400000000000003,0.03462488150085752,0.5400000000000003,0.03869274486948338,0.5400000000000003,0.04201461300204878,0.5400000000000003,0.04477511080491631,0.5400000000000003,0.0471032768780742,0.5400000000000003,0.04909181643962912
0.5500000000000003,-0.008099566173836337,0.5500000000000003,-0.003510097182565342,0.5500000000000003,0.005153576679432281,0.5500000000000003,0.01264413005681753,0.5500000000000003,0.01899927489566688,0.5500000000000003,0.02440090267892236,0.5500000000000003,0.02902498805720344,0.5500000000000003,0.0330166172372599,0.5500000000000003,0.039538372006649,0.5500000000000003,0.04462482979161009,0.5500000000000003,0.04869269832983836,0.5500000000000003,0.05201457069053966,0.5500000000000003,0.05477507201809806,0.5500000000000003,0.05710324107554149,0.5500000000000003,0.0590917831968068
0.5600000000000003,0.001900279246951353,0.5600000000000003,0.006489763322570785,0.5600000000000003,0.01515345761240194,0.5600000000000003,0.02264402502470686,0.5600000000000003,0.02899918049565509,0.5600000000000003,0.03440081675804285,0.5600000000000003,0.03902490911840151,0.5600000000000003,0.04301654417747924,0.5600000000000003,0.04953830834754935,0.5600000000000003,0.05462477335056815,0.5600000000000003,0.0586926476223808,0.5600000000000003,0.06201452465444518,0.5600000000000003,0.06477502986439354,0.5600000000000003,0.06710320220098576,0.5600000000000003,0.06909174712927474
0.5700000000000003,0.01190010675546171,0.5700000000000003,0.01648960801387189,0.5700000000000003,0.02515332567676998,0.5700000000000003,0.03264390912248594,0.5700000000000003,0.03899907667851332,0.5700000000000003,0.04440072252554506,0.5700000000000003,0.04902482273788322,0.5700000000000003,0.05301646437871066,0.5700000000000003,0.05953823901607458,0.5700000000000003,0.06462471200942499,0.5700000000000003,0.06869259260058402,0.5700000000000003,0.07201447476397194,0.5700000000000003,0.07477498422729928,0.5700000000000003,0.07710316014872731,0.5700000000000003,0.07909170814034411
0.5800000000000003,0.02189991549270476,0.5800000000000003,0.02648943616976329,0.5800000000000003,0.03515318033371639,0.5800000000000003,0.04264378192227769,0.5800000000000003,0.04899896308906948,0.5800000000000003,0.05440061967719578,0.5800000000000003,0.05902472864909392,0.5800000000000003,0.06301637760347134,0.5800000000000003,0.0695381638168745,0.5800000000000003,0.0746246456020907,0.5800000000000003,0.07869253311996582,0.5800000000000003,0.08201442089128708,0.5800000000000003,0.08477493499222327,0.5800000000000003,0.08710311481495531,0.5800000000000003,0.08909166613515895
0.5900000000000003,0.03189970464846936,0.5900000000000003,0.03648924710636137,0.5900000000000003,0.04515302106764207,0.5900000000000003,0.05264364301138436,0.5900000000000003,0.05899883938282879,0.5900000000000003,0.06440050791688634,0.5900000000000003,0.06902462659210828,0.5900000000000003,0.07301628361999302,0.5900000000000003,0.07953808255934736,0.5900000000000003,0.08462457396674572,0.5900000000000003,0.08869246904001926,0.5900000000000003,0.09201436291231752,0.5900000000000003,0.09477488204814011,0.5900000000000003,0.09710306609926245,0.5900000000000003,0.09909162102210428
0.6000000000000003,0.04189947346400424,0.6000000000000003,0.04648904017929256,0.6000000000000003,0.05515284738794735,0.6000000000000003,0.06264349199450014,0.6000000000000003,0.06899870522854834,0.6000000000000003,0.07440038695937845,0.6000000000000003,0.07902451631640395,0.6000000000000003,0.08301618220496121,0.6000000000000003,0.0895379950601829,0.6000000000000003,0.09462449694813502,0.6000000000000003,0.09869240022626558,0.6000000000000003,0.1020143007085733,0.6000000000000003,0.1047748252892429,0.6000000000000003,0.1071030139061265,0.6000000000000003,0.109091572714168
0.6100000000000003,0.05189922123662538,0.6100000000000003,0.05648881478753831,0.6100000000000003,0.06515265883256094,0.6100000000000003,0.07264332849729904,0.6100000000000003,0.07899856031178643,0.6100000000000003,0.08440025653372085,0.6100000000000003,0.08902439758411418,0.6100000000000003,0.09301607314654647,0.6100000000000003,0.09953790114596162,0.6100000000000003,0.1046244143998045,0.6100000000000003,0.1086923265521881,0.6100000000000003,0.1120142341688515,0.6100000000000003,0.1147747646164369,0.6100000000000003,0.1171029581462518,0.6100000000000003,0.1190915211301427
0.6200000000000003,0.06189894732564283,0.6200000000000003,0.0664885703786221,0.6200000000000003,0.07515245497256684,0.6200000000000003,0.08264315217073059,0.6200000000000003,0.08899840433887352,0.6200000000000003,0.09440011638687895,0.6200000000000003,0.09902427017330162,0.6200000000000003,0.1030159562473798,0.6200000000000003,0.1095378006556094,0.6200000000000003,0.1146243261861378,0.6200000000000003,0.1186922479009495,0.6200000000000003,0.1220141631907016,0.6200000000000003,0.12477469993861,0.6200000000000003,0.1271028987376873,0.6200000000000003,0.1290914661956049
0.6300000000000003,0.07189865115887384,0.6300000000000003,0.07648830645443172,0.6300000000000003,0.08515223541722994,0.6300000000000003,0.09264296269546857,0.6300000000000003,0.09899823704082944,0.6300000000000003,0.1043999662871768,0.6300000000000003,0.1090241338809904,0.6300000000000003,0.1130158313272133,0.6300000000000003,0.1195376934424903,0.6300000000000003,0.1246242321840413,0.6300000000000003,0.1286921641667855,0.6300000000000003,0.132014087681588,0.6300000000000003,0.1347746311736383,0.6300000000000003,0.1371028356066822,0.6300000000000003,0.1390914078436885
0.6400000000000003,0.08189833223894749,0.6400000000000003,0.08648802257692834,0.6400000000000003,0.0951519998188286,0.6400000000000003,0.1026427597860116,0.6400000000000003,0.108998058176852,0.6400000000000003,0.1143998060272657,0.6400000000000003,0.1190239885257069,0.6400000000000003,0.1230156982251132,0.6400000000000003,0.1295375793760661,0.6400000000000003,0.1346241322842467,0.6400000000000003,0.1386920752560378,0.6400000000000003,0.1420140075597456,0.6400000000000003,0.1447745582490808,0.6400000000000003,0.147102768688292,0.6400000000000003,0.1490913460155837
0.6500000000000004,0.09189799014874334,0.6500000000000004,0.09648771837313441,0.6500000000000004,0.10515174787681,0.6500000000000004,0.1126425431941329,0.6500000000000004,0.1189978675371546,0.6500000000000004,0.1243996354264698,0.6500000000000004,0.1290238339494306,0.6500000000000004,0.1330155568010993,0.6500000000000004,0.1395374583430861,0.6500000000000004,0.1446240263921865,0.6500000000000004,0.1486919810878325,0.6500000000000004,0.152013922754709,0.6500000000000004,0.1547744811026162,0.6500000000000004,0.1571026979267207,0.6500000000000004,0.1590912806608339
0.6600000000000004,0.1018976245554728,0.6600000000000004,0.1064873935389758,0.6600000000000004,0.1151514793409879,0.6600000000000004,0.1226423127114371,0.6600000000000004,0.1289976649450144,0.6600000000000004,0.1343994543324268,0.6600000000000004,0.1390236700189124,0.6600000000000004,0.1430154069372068,0.6600000000000004,0.1495373302482949,0.6600000000000004,0.1546239144284909,0.6600000000000004,0.1586918815944234,0.6600000000000004,0.1620138332075526,0.6600000000000004,0.1647743996822116,0.6600000000000004,0.1671026232754508,0.6600000000000004,0.1690912117374226
0.6700000000000004,0.1118972352130795,0.6700000000000004,0.1164870478417085,0.6700000000000004,0.1251511940135974,0.6700000000000004,0.1326420681709747,0.6700000000000004,0.13899745025799,0.6700000000000004,0.1443992626219929,0.6700000000000004,0.1490234966263463,0.6700000000000004,0.1530152485379891,0.6700000000000004,0.1595371950146951,0.6700000000000004,0.1646237963291037,0.6700000000000004,0.1686917767212317,0.6700000000000004,0.1720137388708777,0.6700000000000004,0.1747743139460715,0.6700000000000004,0.1771025446971648,0.6700000000000004,0.1790911392116807
0.6800000000000004,0.1218968219628551,0.6800000000000004,0.1264866811208168,0.6800000000000004,0.135150891750169,0.6800000000000004,0.1426418094478796,0.6800000000000004,0.1489972233683333,0.6800000000000004,0.1543990602014866,0.6800000000000004,0.1590233136894794,0.6800000000000004,0.1630150815305185,0.6800000000000004,0.1695370525834283,0.6800000000000004,0.1746236720451012,0.6800000000000004,0.1786916664266187,0.6800000000000004,0.182013639708578,0.6800000000000004,0.1847742238623998,0.6800000000000004,0.187102462163506,0.6800000000000004,0.1890910630580556
0.6900000000000004,0.1318963847322759,0.6900000000000004,0.1364862932874306,0.6900000000000004,0.145150572459267,0.6900000000000004,0.1526415364591081,0.6900000000000004,0.1589969842026738,0.6900000000000004,0.1643988470063031,0.6900000000000004,0.1690231211511886,0.6900000000000004,0.173014905863942,0.6900000000000004,0.1795369029133145,0.6900000000000004,0.1846235415422307,0.6900000000000004,0.1886915506814544,0.6900000000000004,0.1920135356954165,0.6900000000000004,0.1947741294090046,0.6900000000000004,0.1971023756547124,0.6900000000000004,0.1990909832587611
0.7000000000000004,0.1418959235322309,0.7000000000000004,0.1464858843223512,0.7000000000000004,0.1551502361011995,0.7000000000000004,0.1626412491623812,0.7000000000000004,0.1689967327210603,0.7000000000000004,0.1743986230000282,0.7000000000000004,0.1790229189786349,0.7000000000000004,0.1830147215086848,0.7000000000000004,0.1895367459801207,0.7000000000000004,0.1946234048002596,0.7000000000000004,0.1986914294685198,0.7000000000000004,0.2020134268164879,0.7000000000000004,0.204774030572793,0.7000000000000004,0.2071022851591426,0.7000000000000004,0.2090908998033367
0.7100000000000004,0.1518954384528417,0.7100000000000004,0.1564854542729137,0.7100000000000004,0.1651498826858548,0.7100000000000004,0.1726409475544597,0.7100000000000004,0.1789964689154837,0.7100000000000004,0.1843983881731203,0.7100000000000004,0.1890227071620749,0.7100000000000004,0.1930145284553521,0.7100000000000004,0.1995365817756302,0.7100000000000004,0.2046232618121485,0.7100000000000004,0.2086913027817678,0.7100000000000004,0.2120133130665546,0.7100000000000004,0.2147739273491794,0.7100000000000004,0.2171021906727408,0.7100000000000004,0.2190908126881617
0.7200000000000004,0.1618949296581566,0.7200000000000004,0.1664850032488828,0.7200000000000004,0.1751495122698435,0.7200000000000004,0.1826406316688919,0.7200000000000004,0.188996192807988,0.7200000000000004,0.1943981425412735,0.7200000000000004,0.1990224857134117,0.7200000000000004,0.2030143267134275,0.7200000000000004,0.2095364103065511,0.7200000000000004,0.2146231125831238,0.7200000000000004,0.2186911706255216,0.7200000000000004,0.222013194449333,0.7200000000000004,0.2247738197414389,0.7200000000000004,0.2271020921984462,0.7200000000000004,0.2290907219159087
0.7300000000000004,0.171894397380013,0.7300000000000004,0.176484531417609,0.7300000000000004,0.1851491249530878,0.7300000000000004,0.1926403015733624,0.7300000000000004,0.1989959044484871,0.7300000000000004,0.2043978861435543,0.7300000000000004,0.2090222546645617,0.7300000000000004,0.213014116309826,0.7300000000000004,0.2195362315933359,0.7300000000000004,0.2246229571296765,0.7300000000000004,0.2286910330136063,0.7300000000000004,0.2320130709767252,0.7300000000000004,0.2347737077600296,0.7300000000000004,0.2371019897455848,0.7300000000000004,0.2390906274949939
0.7400000000000004,0.1818938419113387,0.7400000000000004,0.1864840389987186,0.7400000000000004,0.1951487208750791,0.7400000000000004,0.20263995736679,0.7400000000000004,0.2089956039123896,0.7400000000000004,0.2143976190403915,0.7400000000000004,0.2190220140657115,0.7400000000000004,0.2230138972873543,0.7400000000000004,0.2295360456689397,0.7400000000000004,0.2346227954785289,0.7400000000000004,0.2386908899684608,0.7400000000000004,0.2420129426680555,0.7400000000000004,0.2447735914219069,0.7400000000000004,0.2471018833292551,0.7400000000000004,0.2490905294390166
0.7500000000000004,0.1918932635991422,0.7500000000000004,0.1964835262585048,0.7500000000000004,0.2051483002108988,0.7500000000000004,0.2126395991762644,0.7500000000000004,0.2189952912981122,0.7500000000000004,0.2243973413114833,0.7500000000000004,0.2290217639835294,0.7500000000000004,0.2330136697031439,0.7500000000000004,0.2395358525775695,0.7500000000000004,0.2446226276655934,0.7500000000000004,0.2486907415202551,0.7500000000000004,0.2520128095492931,0.7500000000000004,0.2547734707498397,0.7500000000000004,0.25710177296971,0.7500000000000004,0.2590904277662103
0.7600000000000005,0.2018926628374497,0.7600000000000005,0.2064829935042174,0.7600000000000005,0.2151478631671755,0.7600000000000005,0.2226392271539352,0.7600000000000005,0.2289949667245693,0.7600000000000005,0.2343970530537112,0.7600000000000005,0.239021504499362,0.7600000000000005,0.2430134336270808,0.7600000000000005,0.249535652373441,0.7600000000000005,0.2546224537349508,0.7600000000000005,0.2586905877060176,0.7600000000000005,0.2620126716523015,0.7600000000000005,0.2647733457717546,0.7600000000000005,0.2671016586917819,0.7600000000000005,0.2690903224989076
0.7700000000000005,0.2118920400603365,0.7700000000000005,0.2164824410784307,0.7700000000000005,0.2251474099780599,0.7700000000000005,0.2326388414739347,0.7700000000000005,0.2389946303287005,0.7700000000000005,0.2443967543790695,0.7700000000000005,0.2490212357074859,0.7700000000000005,0.253013189140283,0.7700000000000005,0.2595354451195745,0.7700000000000005,0.2646222737378645,0.7700000000000005,0.2686904285688129,0.7700000000000005,0.2720125290141235,0.7700000000000005,0.274773216520102,0.7700000000000005,0.2771015405243097,0.7700000000000005,0.2790902136630411
0.7800000000000005,0.221891395735243,0.7800000000000005,0.2264818693535867,0.7800000000000005,0.2351469409013355,0.7800000000000005,0.2426384423293887,0.7800000000000005,0.2489942822630675,0.7800000000000005,0.254396445412684,0.7800000000000005,0.2590209577134124,0.7800000000000005,0.2630129363336394,0.7800000000000005,0.2695352308866601,0.7800000000000005,0.2746220877318459,0.7800000000000005,0.2786902641569471,0.7800000000000005,0.282012381676304,0.7800000000000005,0.2847730830312619,0.7800000000000005,0.2871014184996163,0.7800000000000005,0.2890901012876652
0.7900000000000005,0.2318907303566572,0.7900000000000005,0.2364812787268071,0.7900000000000005,0.2451464562146917,0.7900000000000005,0.252638029929576,0.7900000000000005,0.2589939226935818,0.7900000000000005,0.2643961262909291,0.7900000000000005,0.269020670632295,0.7900000000000005,0.2730126753064219,0.7900000000000005,0.2795350097519662,0.7900000000000005,0.2846218957797783,0.7900000000000005,0.2886900945232306,0.7900000000000005,0.2920122296842485,0.7900000000000005,0.2947729453449933,0.7900000000000005,0.2971012926530147,0.7900000000000005,0.2990899854045109
0.8000000000000005,0.2418900444402611,0.8000000000000005,0.2464806696150765,0.8000000000000005,0.2551459562122463,0.8000000000000005,0.2626376044972571,0.8000000000000005,0.2689935517973694,0.8000000000000005,0.2743957971596601,0.8000000000000005,0.2790203745874367,0.8000000000000005,0.2830124061650082,0.8000000000000005,0.2895347817983513,0.8000000000000005,0.2946216979490993,0.8000000000000005,0.2986899197243049,0.8000000000000005,0.3020120730866552,0.8000000000000005,0.3047728035039241,0.8000000000000005,0.3071011630223608,0.8000000000000005,0.3090898660475933
0.8100000000000005,0.2518893385175853,0.8100000000000005,0.256480042450792,0.8100000000000005,0.2651454412013305,0.8100000000000005,0.2726371662662121,0.8100000000000005,0.2789931697608025,0.8100000000000005,0.2843954581726001,0.8100000000000005,0.2890200697089196,0.8100000000000005,0.2930121290216946,0.8100000000000005,0.2995345471133445,0.8100000000000005,0.3046214943110694,0.8100000000000005,0.3086897398200175,0.8100000000000005,0.3120119119349706,0.8100000000000005,0.3147726575530866,0.8100000000000005,0.3171010296476393,0.8100000000000005,0.3190897432528302
0.8200000000000005,0.2618886131311889,0.8200000000000005,0.2664793976777449,0.8200000000000005,0.2751449114995486,0.8200000000000005,0.2826367154789887,0.8200000000000005,0.2889927767777024,0.8200000000000005,0.2943951094898448,0.8200000000000005,0.29901975613235,0.8200000000000005,0.3030118439936217,0.8200000000000005,0.3095343057883049,0.8200000000000005,0.3146212849400858,0.8200000000000005,0.3186895548728594,0.8200000000000005,0.3220117462829168,0.8200000000000005,0.324772507539499,0.8200000000000005,0.3271008925705985,0.8200000000000005,0.3290896170577211
0.8300000000000005,0.2718878688303896,0.8300000000000005,0.2764787357475155,0.8300000000000005,0.2851443674321416,0.8300000000000005,0.2926362523848637,0.8300000000000005,0.2989923730477052,0.8300000000000005,0.3043947512765308,0.8300000000000005,0.3090194339977324,0.8300000000000005,0.3130115512017994,0.8300000000000005,0.3195340579176794,0.8300000000000005,0.3246210699130857,0.8300000000000005,0.3286893649474587,0.8300000000000005,0.3320115761860529,0.8300000000000005,0.3347723535117904,0.8300000000000005,0.3371007518344083,0.8300000000000005,0.3390894875010465
0.8400000000000005,0.2818871061674966,0.8400000000000005,0.2864780571162909,0.8400000000000005,0.2951438093296218,0.8400000000000005,0.3026357772380264,0.8400000000000005,0.3089919587748129,0.8400000000000005,0.3143943837016313,0.8400000000000005,0.319019103448452,0.8400000000000005,0.323011250770239,0.8400000000000005,0.3295338035983288,0.8400000000000005,0.3346208493089986,0.8400000000000005,0.338689170110136,0.8400000000000005,0.3420114017013975,0.8400000000000005,0.3447721955198668,0.8400000000000005,0.3471006074833814,0.8400000000000005,0.3490893546226037
0.8500000000000005,0.2918863256945716,0.8500000000000005,0.2964773622420745,0.8500000000000005,0.3051432375257004,0.8500000000000005,0.3126352902959705,0.8500000000000005,0.3189915341661009,0.8500000000000005,0.3243940069368985,0.8500000000000005,0.3290187646303848,0.8500000000000005,0.3330109428251861,0.8500000000000005,0.3395335429289331,0.8500000000000005,0.3446206232082744,0.8500000000000005,0.3486889704284984,0.8500000000000005,0.3520112228870871,0.8500000000000005,0.3547720336146146,0.8500000000000005,0.3571004595626977,0.8500000000000005,0.3590892184629756
0.8600000000000005,0.3018855279606442,0.8600000000000005,0.3064766515822891,0.8600000000000005,0.315142652355472,0.8600000000000005,0.3226347918180843,0.8600000000000005,0.3289910994305905,0.8600000000000005,0.3343936211559266,0.8600000000000005,0.3390184176911096,0.8600000000000005,0.3430106274944417,0.8600000000000005,0.3495332760094767,0.8600000000000005,0.3546203916924632,0.8600000000000005,0.3586887659711037,0.8600000000000005,0.3620110398020789,0.8600000000000005,0.3647718678476505,0.8600000000000005,0.3671003081181881,0.8600000000000005,0.3690890790633313
0.8700000000000006,0.3118847135093645,0.8700000000000006,0.3164759255917211,0.8700000000000006,0.3251420541538523,0.8700000000000006,0.3326342820644194,0.8700000000000006,0.3389906547782559,0.8700000000000006,0.3443932265333408,0.8700000000000006,0.3490180627792202,0.8700000000000006,0.353010304906775,0.8700000000000006,0.3595330029407869,0.8700000000000006,0.3646201548438477,0.8700000000000006,0.3686885568071437,0.8700000000000006,0.3720108525058986,0.8700000000000006,0.3747716982710902,0.8700000000000006,0.3771001531961316,0.8700000000000006,0.3790889364652448
0.8800000000000006,0.321883882877057,0.8800000000000006,0.3264751847207955,0.8800000000000006,0.3351414432542401,0.8800000000000006,0.3426337612946583,0.8800000000000006,0.3489902004191882,0.8800000000000006,0.354392823244097,0.8800000000000006,0.3590177000437366,0.8800000000000006,0.3630099751914208,0.8800000000000006,0.3695327238241528,0.8800000000000006,0.3746199127451346,0.8800000000000006,0.3786883430061965,0.8800000000000006,0.3820106610584088,0.8800000000000006,0.3847715249373577,0.8800000000000006,0.3870999948430918,0.8800000000000006,0.389088790710548
