nch18_Vdsat (ll=3.5e-07) X,nch18_Vdsat (ll=3.5e-07) Y,nch18_Vdsat (ll=4e-07) X,nch18_Vdsat (ll=4e-07) Y,nch18_Vdsat (ll=5e-07) X,nch18_Vdsat (ll=5e-07) Y,nch18_Vdsat (ll=6e-07) X,nch18_Vdsat (ll=6e-07) Y,nch18_Vdsat (ll=7e-07) X,nch18_Vdsat (ll=7e-07) Y,nch18_Vdsat (ll=8e-07) X,nch18_Vdsat (ll=8e-07) Y,nch18_Vdsat (ll=9e-07) X,nch18_Vdsat (ll=9e-07) Y,nch18_Vdsat (ll=1e-06) X,nch18_Vdsat (ll=1e-06) Y,nch18_Vdsat (ll=1.2e-06) X,nch18_Vdsat (ll=1.2e-06) Y,nch18_Vdsat (ll=1.4e-06) X,nch18_Vdsat (ll=1.4e-06) Y,nch18_Vdsat (ll=1.6e-06) X,nch18_Vdsat (ll=1.6e-06) Y,nch18_Vdsat (ll=1.8e-06) X,nch18_Vdsat (ll=1.8e-06) Y,nch18_Vdsat (ll=2e-06) X,nch18_Vdsat (ll=2e-06) Y,nch18_Vdsat (ll=2.2e-06) X,nch18_Vdsat (ll=2.2e-06) Y,nch18_Vdsat (ll=2.4e-06) X,nch18_Vdsat (ll=2.4e-06) Y
0.4300000000000002,0.0544676307049133,0.4300000000000002,0.05399203166079461,0.4300000000000002,0.05348482901562567,0.4300000000000002,0.05333406601268713,0.4300000000000002,0.05338126032963589,0.4300000000000002,0.05353921090980435,0.4300000000000002,0.05375743958040199,0.4300000000000002,0.05400597382333122,0.4300000000000002,0.05452914863930515,0.4300000000000002,0.05503533422181213,0.4300000000000002,0.05550005458528717,0.4300000000000002,0.05591776244791258,0.4300000000000002,0.05629017238671748,0.4300000000000002,0.05662152948003335,0.4300000000000002,0.05691666440587202
0.4400000000000002,0.05586811626914666,0.4400000000000002,0.05548316696923454,0.4400000000000002,0.05516552500816587,0.4400000000000002,0.05519423894857051,0.4400000000000002,0.05540281970771341,0.4400000000000002,0.05570315584046878,0.4400000000000002,0.05604616033987384,0.4400000000000002,0.05640391691671572,0.4400000000000002,0.05710712419847412,0.4400000000000002,0.05775375219818558,0.4400000000000002,0.05832995093697968,0.4400000000000002,0.05883768772738764,0.4400000000000002,0.05928397535535242,0.4400000000000002,0.05967683519123841,0.4400000000000002,0.06002383183627608
0.4500000000000002,0.05752256220212935,0.4500000000000002,0.05724001017014828,0.4500000000000002,0.05713153541151695,0.4500000000000002,0.05735372829039163,0.4500000000000002,0.05773300003194932,0.4500000000000002,0.05818150146925646,0.4500000000000002,0.05865253610121725,0.4500000000000002,0.05912100354266969,0.4500000000000002,0.06000396868961453,0.4500000000000002,0.06078849234288699,0.4500000000000002,0.06147270121199818,0.4500000000000002,0.06206673227990648,0.4500000000000002,0.06258320831020338,0.4500000000000002,0.06303406823931283,0.4500000000000002,0.06342966671522811
0.4600000000000002,0.05945068831293788,0.4600000000000002,0.05928135228780676,0.4600000000000002,0.05939850098029552,0.4600000000000002,0.05982430806756132,0.4600000000000002,0.06037966131456977,0.4600000000000002,0.06097845848931885,0.4600000000000002,0.06157751326943978,0.4600000000000002,0.06215532373818568,0.4600000000000002,0.06321317468825106,0.4600000000000002,0.06412964961836529,0.4600000000000002,0.06491587815782354,0.4600000000000002,0.06559057352367585,0.4600000000000002,0.0661721033485375,0.4600000000000002,0.06667634192161727,0.4600000000000002,0.06711640376318918
0.4700000000000003,0.0616673100636548,0.4700000000000003,0.06162048772850359,0.4700000000000003,0.06197557607522017,0.4700000000000003,0.06261064978711739,0.4700000000000003,0.06334328879713652,0.4700000000000003,0.06409084746390163,0.4700000000000003,0.06481480508575999,0.4700000000000003,0.06549799772440806,0.4700000000000003,0.06672193919449512,0.4700000000000003,0.06776173729319242,0.4700000000000003,0.06864214154728336,0.4700000000000003,0.06939057274345757,0.4700000000000003,0.07003109860416222,0.4700000000000003,0.07058342918565362,0.4700000000000003,0.07106333109874084
0.4800000000000003,0.06418151964648673,0.4800000000000003,0.06426450367486312,0.4800000000000003,0.06486508059996611,0.4800000000000003,0.06571040990314395,0.4800000000000003,0.0666175010662941,0.4800000000000003,0.06750897338766536,0.4800000000000003,0.06835206741421891,0.4800000000000003,0.06913459048293759,0.4800000000000003,0.07051290263175337,0.4800000000000003,0.07166560552832645,0.4800000000000003,0.07263124667518617,0.4800000000000003,0.07344581965092155,0.4800000000000003,0.07413888705113221,0.4800000000000003,0.0747337971888013,0.4800000000000003,0.07524880012761874
0.4900000000000003,0.06699639550869156,0.4900000000000003,0.06721416564230287,0.4900000000000003,0.068062835831275,0.4900000000000003,0.06911501583202716,0.4900000000000003,0.07019021399578368,0.4900000000000003,0.07121807846280011,0.4900000000000003,0.07217255852306019,0.4900000000000003,0.07304691166575766,0.4900000000000003,0.0745660877223475,0.4900000000000003,0.07582040533864993,0.4900000000000003,0.07686197593171806,0.4900000000000003,0.07773500480972297,0.4900000000000003,0.07847421918069106,0.4900000000000003,0.07910633794884565,0.4900000000000003,0.0796518860427872
0.5000000000000002,0.07010926882894124,0.5000000000000002,0.07046439735791513,0.5000000000000002,0.07155909891365561,0.5000000000000002,0.0728109810122971,0.5000000000000002,0.07404522378038521,0.5000000000000002,0.07520009046929151,0.5000000000000002,0.07625697352797899,0.5000000000000002,0.07721487975218667,0.5000000000000002,0.07886072247039998,0.5000000000000002,0.08020530697835539,0.5000000000000002,0.08131373380493313,0.5000000000000002,0.0822378920075152,0.5000000000000002,0.08301726126812886,0.5000000000000002,0.08368162348974309,0.5000000000000002,0.08425355097633427
0.5100000000000002,0.07351247225920493,0.5100000000000002,0.07400524231378382,0.5100000000000002,0.07533990348360232,0.5100000000000002,0.07678149580913558,0.5100000000000002,0.07816392226210815,0.5100000000000002,0.07943536946043377,0.5100000000000002,0.08058516202965919,0.5100000000000002,0.08161817488492391,0.5100000000000002,0.08337671702662343,0.5100000000000002,0.08480079086634354,0.5100000000000002,0.08596766724684227,0.5100000000000002,0.0869362899347319,0.5100000000000002,0.08775043983924515,0.5100000000000002,0.08844264201237022,0.5100000000000002,0.08903728785181209
0.5200000000000002,0.07719441653322968,0.5200000000000002,0.07782311789305872,0.5200000000000002,0.07938856300979169,0.5200000000000002,0.08100802807391759,0.5200000000000002,0.08252688273854568,0.5200000000000002,0.08390421250647356,0.5200000000000002,0.08513751881351141,0.5200000000000002,0.08623750333047983,0.5200000000000002,0.08809568074437961,0.5200000000000002,0.08958945008629365,0.5200000000000002,0.09080729172889852,0.5200000000000002,0.09181453524791536,0.5200000000000002,0.09265880880357225,0.5200000000000002,0.09337507040924563,0.5200000000000002,0.09398931496396053
0.5300000000000002,0.08114080443969278,0.5300000000000002,0.08190214887801889,0.5300000000000002,0.08368710574694584,0.5300000000000002,0.08547171676471307,0.5300000000000002,0.08711513299410198,0.5300000000000002,0.08858797364405446,0.5300000000000002,0.08989594520743355,0.5300000000000002,0.09105540819584955,0.5300000000000002,0.09300147402961692,0.5300000000000002,0.09455634156712711,0.5300000000000002,0.09581868946879145,0.5300000000000002,0.09685957374836773,0.5300000000000002,0.09773004001626312,0.5300000000000002,0.09846719367737761,0.5300000000000002,0.09909843871692692
0.5400000000000003,0.08533580253456305,0.5400000000000003,0.08622539366640318,0.5400000000000003,0.08821747045206739,0.5400000000000003,0.09015442731463749,0.5400000000000003,0.09191103065452225,0.5400000000000003,0.09346975801277324,0.5400000000000003,0.09484437769261674,0.5400000000000003,0.09605665363516573,0.5400000000000003,0.09808036536976401,0.5400000000000003,0.09968898202748729,0.5400000000000003,0.1009903907675779,0.5400000000000003,0.1020607589250094,0.5400000000000003,0.102954160886252,0.5400000000000003,0.1037095968328324,0.5400000000000003,0.1043557106646804
0.5500000000000003,0.08976303689284944,0.5500000000000003,0.0907758363006976,0.5500000000000003,0.09296237336483244,0.5500000000000003,0.09503942732698263,0.5500000000000003,0.09689874382070507,0.5500000000000003,0.09853472888188726,0.5500000000000003,0.09996894930014222,0.5500000000000003,0.1012282673626159,0.5500000000000003,0.1033209008079288,0.5500000000000003,0.1049771053316842,0.5500000000000003,0.106313057728266,0.5500000000000003,0.1074094863707358,0.5500000000000003,0.1083231551522678,0.5500000000000003,0.1090947423496265,0.5500000000000003,0.1097539885419449
0.5600000000000003,0.09440634054506856,0.5600000000000003,0.09553708738102096,0.5600000000000003,0.09790583363172067,0.5600000000000003,0.1001117125812512,0.5600000000000003,0.1020643997797127,0.5600000000000003,0.1037701126902638,0.5600000000000003,0.1052578828416577,0.5600000000000003,0.1065593484006053,0.5600000000000003,0.1087135975951821,0.5600000000000003,0.1104122905056796,0.5600000000000003,0.111779074383165,0.5600000000000003,0.1128987621380967,0.5600000000000003,0.1138305190285505,0.5600000000000003,0.1146165198832912,0.5600000000000003,0.1152874831247579
0.5700000000000003,0.09925023839179975,0.5700000000000003,0.10049379774281,0.5700000000000003,0.1030333999957625,0.5700000000000003,0.1053580560827607,0.5700000000000003,0.1073959927874192,0.5700000000000003,0.1091650022134029,0.5700000000000003,0.1107012191194227,0.5700000000000003,0.1120407425212698,0.5700000000000003,0.1142505577484499,0.5700000000000003,0.1159875471685846,0.5700000000000003,0.1173821212186991,0.5700000000000003,0.1185227752020828,0.5700000000000003,0.1194708361365826,0.5700000000000003,0.120269825928923,0.5700000000000003,0.1209513436506416
0.5800000000000003,0.1042801983910038,0.5800000000000003,0.1056318298268739,0.5800000000000003,0.1083321511218756,0.5800000000000003,0.1107668680545439,0.5800000000000003,0.1128831443412304,0.5800000000000003,0.1147100505445486,0.5800000000000003,0.1162904687233022,0.5800000000000003,0.1176646683780129,0.5800000000000003,0.1199250723435301,0.5800000000000003,0.1216969181761011,0.5800000000000003,0.1231167847020681,0.5800000000000003,0.1242765171578232,0.5800000000000003,0.1252394082843065,0.5800000000000003,0.1260502055242267,0.5800000000000003,0.1267413098311669
0.5900000000000003,0.109482701680991,0.5900000000000003,0.1109382511402978,0.5900000000000003,0.1137905487784449,0.5900000000000003,0.1163279497826308,0.5900000000000003,0.1185167956743913,0.5900000000000003,0.1203971292218237,0.5900000000000003,0.1220182532882696,0.5900000000000003,0.1234243527796868,0.5900000000000003,0.1257312619051363,0.5900000000000003,0.1275351345629607,0.5900000000000003,0.128978229030952,0.5900000000000003,0.1301554703368481,0.5900000000000003,0.1311319585859231,0.5900000000000003,0.1319535687917689,0.5900000000000003,0.1326534402893636
0.6000000000000003,0.1148451911262219,0.6000000000000003,0.1164012161576659,0.6000000000000003,0.1193982146423,0.6000000000000003,0.1220322080685994,0.6000000000000003,0.1242888915525361,0.6000000000000003,0.1262190010636578,0.6000000000000003,0.1278779786987864,0.6000000000000003,0.1293137104277438,0.6000000000000003,0.1316637768062273,0.6000000000000003,0.1334973385226868,0.6000000000000003,0.1349619399678321,0.6000000000000003,0.1361553699034583,0.6000000000000003,0.1371444092711941,0.6000000000000003,0.1379759822181286,0.6000000000000003,0.1386839154129338
0.6100000000000003,0.1203559526850654,0.6100000000000003,0.1220097938257797,0.6100000000000003,0.1251456854204786,0.6100000000000003,0.1278713772230185,0.6100000000000003,0.1301920933916715,0.6100000000000003,0.1321690374542881,0.6100000000000003,0.1338635628957599,0.6100000000000003,0.1353270849111721,0.6100000000000003,0.1377175658018727,0.6100000000000003,0.1395788767909943,0.6100000000000003,0.1410635392226394,0.6100000000000003,0.1422720356799072,0.6100000000000003,0.1432727279929807,0.6100000000000003,0.1441135270589662,0.6100000000000003,0.1448289059498201
0.6200000000000003,0.12600397256931,0.6200000000000003,0.1277537835860501,0.6200000000000003,0.1310241832173232,0.6200000000000003,0.1338377769454366,0.6200000000000003,0.1362195418902392,0.6200000000000003,0.1382409934523452,0.6200000000000003,0.1399692262301848,0.6200000000000003,0.1414590546621524,0.6200000000000003,0.1438877105336065,0.6200000000000003,0.1457751586694338,0.6200000000000003,0.1472786613512361,0.6200000000000003,0.148501264195714,0.6200000000000003,0.1495128321490773,0.6200000000000003,0.1503622137202156,0.6200000000000003,0.1510844957365382
0.6300000000000003,0.131778799880589,0.6300000000000003,0.1336235479786036,0.6300000000000003,0.1370254222349225,0.6300000000000003,0.1399241195073588,0.6300000000000003,0.1423646761294854,0.6300000000000003,0.1444288426967988,0.6300000000000003,0.1461893426266283,0.6300000000000003,0.1477042994003746,0.6300000000000003,0.1501693180329711,0.6300000000000003,0.1520815687961852,0.6300000000000003,0.1536028822059086,0.6300000000000003,0.1548387693996403,0.6300000000000003,0.1558605393301473,0.6300000000000003,0.1567179400602205,0.6300000000000003,0.1574466464326879
0.6400000000000003,0.1376704321618735,0.6400000000000003,0.1396098770465074,0.6400000000000003,0.14314146059955,0.6400000000000003,0.1461233690337107,0.6400000000000003,0.148621107365141,0.6400000000000003,0.1507266670842358,0.6400000000000003,0.1525183442858603,0.6400000000000003,0.1540575182642887,0.6400000000000003,0.1565574606931712,0.6400000000000003,0.1584934233832659,0.6400000000000003,0.1600316873820045,0.6400000000000003,0.1612801604370207,0.6400000000000003,0.1623115523701081,0.6400000000000003,0.1631764822178351,0.6400000000000003,0.163911193018859
0.6500000000000004,0.1436692315288812,0.6500000000000004,0.1457038900030967,0.6500000000000004,0.1493645976244263,0.6500000000000004,0.1524286489919687,0.6500000000000004,0.1549825407324904,0.6500000000000004,0.1571285925885334,0.6500000000000004,0.1589506701607935,0.6500000000000004,0.160513389196274,0.6500000000000004,0.1630471527441262,0.6500000000000004,0.1650059589470819,0.6500000000000004,0.1665604698874535,0.6500000000000004,0.1678209459924118,0.6500000000000004,0.1688614687877415,0.6500000000000004,0.1697335080345789,0.6500000000000004,0.1704738603866122
0.6600000000000004,0.1497658721316052,0.6600000000000004,0.1518969730452584,0.6600000000000004,0.1556873116790747,0.6600000000000004,0.1588331904296646,0.6600000000000004,0.1614427358354421,0.6600000000000004,0.1636287613562564,0.6600000000000004,0.1654807479597678,0.6600000000000004,0.1670665592305677,0.6600000000000004,0.1696333530785733,0.6600000000000004,0.1716143437874268,0.6600000000000004,0.173184547733772,0.6600000000000004,0.1744565563163682,0.6600000000000004,0.175505806117144,0.6600000000000004,0.1763846049038107,0.6600000000000004,0.1771302931481289
0.6700000000000004,0.1559513154040815,0.6700000000000004,0.1581807483421459,0.6700000000000004,0.1621022312777538,0.6700000000000004,0.1653303121563087,0.6700000000000004,0.1679954967744337,0.6700000000000004,0.170221330461743,0.6700000000000004,0.1721030001495205,0.6700000000000004,0.1737116563778784,0.6700000000000004,0.1763109857101892,0.6700000000000004,0.1783137040931278,0.6700000000000004,0.1798991938616986,0.6700000000000004,0.1811823758097099,0.6700000000000004,0.1822400363919012,0.6700000000000004,0.1831253156449081,0.6700000000000004,0.1838760925483386
0.6800000000000004,0.1622168073697006,0.6800000000000004,0.1645470674564523,0.6800000000000004,0.1686021312452448,0.6800000000000004,0.1719134241574549,0.6800000000000004,0.1746346828527879,0.6800000000000004,0.1769004887826426,0.6800000000000004,0.1788118657594308,0.6800000000000004,0.1804433152889909,0.6800000000000004,0.1830749707894261,0.6800000000000004,0.1850991582435311,0.6800000000000004,0.1866996725033889,0.6800000000000004,0.1879937807047857,0.6800000000000004,0.1890596246836699,0.6800000000000004,0.1899511776036068,0.6800000000000004,0.1907068559332704
0.6900000000000004,0.1685538915933827,0.6900000000000004,0.1709880221189275,0.6900000000000004,0.1751799462012033,0.6900000000000004,0.1785760464436747,0.6900000000000004,0.1813542324506192,0.6900000000000004,0.1836604849002265,0.6900000000000004,0.1856018313367769,0.6900000000000004,0.1872562104776964,0.6900000000000004,0.1899202607132706,0.6900000000000004,0.1919658544481515,0.6900000000000004,0.1935812776039087,0.6900000000000004,0.194886177849841,0.6900000000000004,0.1959600680109246,0.6900000000000004,0.1968577615480926,0.6900000000000004,0.1976182155550747
0.7000000000000004,0.1749544316786872,0.7000000000000004,0.1774959658288725,0.7000000000000004,0.1818287946137856,0.7000000000000004,0.1853118368391253,0.7000000000000004,0.188148194009091,0.7000000000000004,0.1904956604458695,0.7000000000000004,0.192467465931845,0.7000000000000004,0.1941450923961638,0.7000000000000004,0.1968418773100843,0.7000000000000004,0.1989090082319525,0.7000000000000004,0.2005393702144074,0.7000000000000004,0.2018550418256775,0.7000000000000004,0.2029369320992182,0.7000000000000004,0.2038407080463969,0.7000000000000004,0.2046058745670456
0.7100000000000004,0.1814106380700115,0.7100000000000004,0.1840635407752934,0.7100000000000004,0.1885420079497382,0.7100000000000004,0.1921146226157443,0.7100000000000004,0.1950107595033163,0.7100000000000004,0.197400484734009,0.7100000000000004,0.1994034563699503,0.7100000000000004,0.2011048229834891,0.7100000000000004,0.2038349473024433,0.7100000000000004,0.2059239374001926,0.7100000000000004,0.2075694128156957,0.7100000000000004,0.2088959486028748,0.7100000000000004,0.209985884397649,0.7100000000000004,0.210895759887138,0.7100000000000004,0.2116656388992985
0.7200000000000004,0.1879150950246164,0.7200000000000004,0.1906837057709838,0.7200000000000004,0.1953131607577917,0.7200000000000004,0.1989784322073061,0.7200000000000004,0.2019362970749655,0.7200000000000004,0.2043695877564752,0.7200000000000004,0.2064046402362878,0.7200000000000004,0.2081304084119398,0.7200000000000004,0.2108947342383444,0.7200000000000004,0.213006093009565,0.7200000000000004,0.2146669993471574,0.7200000000000004,0.2160046047031615,0.7200000000000004,0.2171027224614025,0.7200000000000004,0.2180187897698569,0.7200000000000004,0.2187934443354556
0.7300000000000004,0.1944607847558556,0.7300000000000004,0.197349762075187,0.7300000000000004,0.2021360987279095,0.7300000000000004,0.2058975244009405,0.7300000000000004,0.2089193805897623,0.7300000000000004,0.2113977896307984,0.7300000000000004,0.2134660349443055,0.7300000000000004,0.2152170276336396,0.7300000000000004,0.2180166658480286,0.7300000000000004,0.2201510855529911,0.7300000000000004,0.2218278803304235,0.7300000000000004,0.2231768713903099,0.7300000000000004,0.2242833973305524,0.7300000000000004,0.2252058229773301,0.7300000000000004,0.2259853785686218
0.7400000000000004,0.2010411067901151,0.7400000000000004,0.2040553750402256,0.7400000000000004,0.2090049628007788,0.7400000000000004,0.2128664133652916,0.7400000000000004,0.2159548147652181,0.7400000000000004,0.2184801253976188,0.7400000000000004,0.2205828619906728,0.7400000000000004,0.2223600560018196,0.7400000000000004,0.2251963563570241,0.7400000000000004,0.2273547060660274,0.7400000000000004,0.2290479829221512,0.7400000000000004,0.2304087838182166,0.7400000000000004,0.231524031903166,0.7400000000000004,0.2324530550828769,0.7400000000000004,0.2332376983333699
0.7500000000000004,0.207649891459326,0.7500000000000004,0.2107945904007912,0.7500000000000004,0.2159142082359438,0.7500000000000004,0.2198798886308805,0.7500000000000004,0.2230376551915864,0.7500000000000004,0.2256118646685202,0.7500000000000004,0.2277505660448098,0.7500000000000004,0.2295550837334308,0.7500000000000004,0.2324296236970908,0.7500000000000004,0.234612942214527,0.7500000000000004,0.2363234260381284,0.7500000000000004,0.2376965653378184,0.7500000000000004,0.2388209345489381,0.7500000000000004,0.2397568649725106,0.7500000000000004,0.2405468419198994
0.7600000000000005,0.2142814071452853,0.7600000000000005,0.2175618447176852,0.7600000000000005,0.2228586181869657,0.7600000000000005,0.2269330297058761,0.7600000000000005,0.2301632230671397,0.7600000000000005,0.2327885260635334,0.7600000000000005,0.2349648289080344,0.7600000000000005,0.2367979293248122,0.7600000000000005,0.2397125018369903,0.7600000000000005,0.2419219896575449,0.7600000000000005,0.2436505308911582,0.7600000000000005,0.2450366373394126,0.7600000000000005,0.2461706083641292,0.7600000000000005,0.2471138236010579,0.7600000000000005,0.2479094375031213
0.7700000000000005,0.2209303614047077,0.7700000000000005,0.224351969999749,0.7700000000000005,0.2298333117973493,0.7700000000000005,0.2340212154148623,0.7700000000000005,0.237327114816811,0.7700000000000005,0.2400058866773204,0.7700000000000005,0.24222157863747,0.7700000000000005,0.2440846482594277,0.7700000000000005,0.2470412486330061,0.7700000000000005,0.2492782591228263,0.7700000000000005,0.2510258274039428,0.7700000000000005,0.2524256251067954,0.7700000000000005,0.2535697565545629,0.7700000000000005,0.2545206989755258,0.7700000000000005,0.2553223077845937
0.7800000000000005,0.2275918964548899,0.7800000000000005,0.2311601928806144,0.7800000000000005,0.2368337471486806,0.7800000000000005,0.2411401283186041,0.7800000000000005,0.2445252069900231,0.7800000000000005,0.2472599870034188,0.7800000000000005,0.2495169942904673,0.7800000000000005,0.2514115374832628,0.7800000000000005,0.2544123496998228,0.7800000000000005,0.2566783797083451,0.7800000000000005,0.2584460570162727,0.7800000000000005,0.2598603602049227,0.7800000000000005,0.2610152844683211,0.7800000000000005,0.2619744578864283,0.7800000000000005,0.2627824714663195
0.7900000000000005,0.2342615797153355,0.7900000000000005,0.2379821289484581,0.7900000000000005,0.243855719590791,0.7900000000000005,0.2482857547372654,0.7900000000000005,0.2517536569668139,0.7900000000000005,0.2545471318532065,0.7900000000000005,0.2568475068313676,0.7900000000000005,0.2587751361924367,0.7900000000000005,0.2618225188463781,0.7900000000000005,0.2641191989502595,0.7900000000000005,0.2659081724210951,0.7900000000000005,0.2673378799290031,0.7900000000000005,0.2685042987998256,0.7900000000000005,0.2694722649027222,0.7900000000000005,0.2702871420663776
0.8000000000000005,0.2409353902096072,0.8000000000000005,0.2448137729452167,0.8000000000000005,0.2508953560903244,0.8000000000000005,0.2554543809838605,0.8000000000000005,0.2590089000646101,0.8000000000000005,0.2618638878517852,0.8000000000000005,0.264209796774092,0.8000000000000005,0.2661722234980657,0.8000000000000005,0.2692686956253709,0.8000000000000005,0.2715977801910964,0.8000000000000005,0.2734093347497331,0.8000000000000005,0.2748554243237034,0.8000000000000005,0.2760341044635129,0.8000000000000005,0.2770114791194008,0.8000000000000005,0.2778337245574669
0.8100000000000005,0.2476097016610437,0.8100000000000005,0.2516514855928924,0.8100000000000005,0.2579491062725464,0.8100000000000005,0.2626425864406926,0.8100000000000005,0.2662876436511902,0.8100000000000005,0.2692070780955985,0.8100000000000005,0.2716007891277564,0.8100000000000005,0.2735998135202172,0.8100000000000005,0.2767480405223711,0.8100000000000005,0.2791113977527904,0.8100000000000005,0.2809469086933964,0.8100000000000005,0.2824104312447162,0.8100000000000005,0.2836021995969701,0.8100000000000005,0.2845896491070469,0.8100000000000005,0.2854198102685731
0.8200000000000005,0.2542812630892675,0.8200000000000005,0.258491977791219,0.8200000000000005,0.2650137308220779,0.8200000000000005,0.2698472340970223,0.8200000000000005,0.2735868588484799,0.8200000000000005,0.2765737745298325,0.8200000000000005,0.2790176461813956,0.8200000000000005,0.2810551484281998,0.8200000000000005,0.2842579282709159,0.8200000000000005,0.2866575303767667,0.8200000000000005,0.2885184560037677,0.8200000000000005,0.2900005298897201,0.8200000000000005,0.2912062691073639,0.8200000000000005,0.2922045064661129,0.8200000000000005,0.2930431704430767
0.8300000000000005,0.2609471776515639,0.8300000000000005,0.2653322928816232,0.8300000000000005,0.2720862878674346,0.8300000000000005,0.2770654591254498,0.8300000000000005,0.280903770368993,0.8300000000000005,0.2839612885590017,0.8300000000000005,0.2864577586175135,0.8300000000000005,0.2885356898968085,0.8300000000000005,0.2917959397308414,0.8300000000000005,0.2942338533436221,0.8300000000000005,0.2961217277655908,0.8300000000000005,0.2976235331758453,0.8300000000000005,0.2988441771254242,0.8300000000000005,0.2998539583393869,0.8300000000000005,0.3007017487976257
0.8400000000000005,0.2676048803891632,0.8400000000000005,0.2721697876015164,0.8400000000000005,0.2791641179146437,0.8400000000000005,0.2842946560182107,0.8400000000000005,0.288235844971714,0.8400000000000005,0.2913671603494281,0.8400000000000005,0.293918735389845,0.8400000000000005,0.2960391093942439,0.8400000000000005,0.2993598527142637,0.8400000000000005,0.3018382296328399,0.8400000000000005,0.3037546557830898,0.8400000000000005,0.3052774292906018,0.8400000000000005,0.3065139586816327,0.8400000000000005,0.3075360791871861,0.8400000000000005,0.3083936533777982
0.8500000000000005,0.2742521154450844,0.8500000000000005,0.2790021122715159,0.8500000000000005,0.2862448278258463,0.8500000000000005,0.2915324647407801,0.8500000000000005,0.2955807789633462,0.8500000000000005,0.2987891472236976,0.8500000000000005,0.3013983927437985,0.8500000000000005,0.3035632776618114,0.8500000000000005,0.3069476320900513,0.8500000000000005,0.3094687004314493,0.8500000000000005,0.3114153433720708,0.8500000000000005,0.3129603726944024,0.8500000000000005,0.3142138108717714,0.8500000000000005,0.3152491020832476,0.8500000000000005,0.316117147960882
0.8600000000000005,0.2808869132254238,0.8600000000000005,0.28582719067394,0.8600000000000005,0.2933262742666514,0.8600000000000005,0.2987767562944429,0.8600000000000005,0.3029364851093316,0.8600000000000005,0.3062252114885025,0.8600000000000005,0.3088947427016482,0.8600000000000005,0.3111062536911707,0.8600000000000005,0.3145574194466236,0.8600000000000005,0.3171234752518549,0.8600000000000005,0.319102055802617,0.8600000000000005,0.3206706748076581,0.8600000000000005,0.3219420837349608,0.8600000000000005,0.3229914097464661,0.8600000000000005,0.3238706432140994
0.8700000000000006,0.2875075678854599,0.8700000000000006,0.2926431999992035,0.8700000000000006,0.3004065469755069,0.8700000000000006,0.3060256180156339,0.8700000000000006,0.3103010792596614,0.8700000000000006,0.3136735079814534,0.8700000000000006,0.316405981281478,0.8700000000000006,0.3186662734539141,0.8700000000000006,0.3221875225452571,0.8700000000000006,0.3248009218739633,0.8700000000000006,0.3268132105945044,0.8700000000000006,0.3284067945740242,0.8700000000000006,0.3296972710274362,0.8700000000000006,0.3307615254846206,0.8700000000000006,0.3316526877787238
0.8800000000000006,0.2941126154390105,0.8800000000000006,0.2994485511609519,0.8800000000000006,0.3074839521423705,0.8800000000000006,0.3132773388803724,0.8800000000000006,0.3176728669396385,0.8800000000000006,0.3211323715708737,0.8800000000000006,0.323930476670038,0.8800000000000006,0.3262417385918428,0.8800000000000006,0.3298364047531898,0.8800000000000006,0.3324995562866318,0.8800000000000006,0.3345473678290797,0.8800000000000006,0.336167329054792,0.8800000000000006,0.3374780010397591,0.8800000000000006,0.3385581041921145,0.8800000000000006,0.3394619594169313
0.8900000000000006,0.300700812715899,0.8900000000000006,0.3062418697127131,0.8900000000000006,0.314556996124411,0.8900000000000006,0.3205303950282244,0.8900000000000006,0.3250503301060619,0.8900000000000006,0.3286003047963925,0.8900000000000006,0.3314667575261411,0.8900000000000006,0.3338312052347843,0.8900000000000006,0.3375026746078317,0.8900000000000006,0.3402180327676864,0.8900000000000006,0.3423032206077292,0.8900000000000006,0.3439510041771869,0.8900000000000006,0.3452830275743865,0.8900000000000006,0.3463799235135354,0.8900000000000006,0.3472972563294768
0.9000000000000006,0.3072711173289522,0.9000000000000006,0.3130219775394729,0.9000000000000006,0.3216243696737651,0.9000000000000006,0.3277834356727362,0.9000000000000006,0.3324321142257226,0.9000000000000006,0.3360759657974102,0.9000000000000006,0.3390135015529301,0.9000000000000006,0.3414333730766622,0.9000000000000006,0.3451850756300192,0.9000000000000006,0.3479551342109976,0.9000000000000006,0.3500795857578418,0.9000000000000006,0.3517566657315165,0.9000000000000006,0.3531112211737863,0.9000000000000006,0.3542258752594147,0.9000000000000006,0.3551574887269724
0.9100000000000006,0.3138226687584573,0.9100000000000006,0.3197878754468457,0.9100000000000006,0.3286849328070903,0.9100000000000006,0.3350352695240982,0.9100000000000006,0.3398170157952476,0.9100000000000006,0.3435581566414807,0.9100000000000006,0.3465695244443981,0.9100000000000006,0.3490470748092225,0.9100000000000006,0.3528824764761631,0.9100000000000006,0.3557097627827118,0.9100000000000006,0.3578753948624805,0.9100000000000006,0.3595832706886981,0.9100000000000006,0.3609615606665778,0.9100000000000006,0.3620949571384814,0.9100000000000006,0.3630416707164639
