pch18_gm_Id (ll=3.5e-07) X,pch18_gm_Id (ll=3.5e-07) Y,pch18_gm_Id (ll=4e-07) X,pch18_gm_Id (ll=4e-07) Y,pch18_gm_Id (ll=5e-07) X,pch18_gm_Id (ll=5e-07) Y,pch18_gm_Id (ll=6e-07) X,pch18_gm_Id (ll=6e-07) Y,pch18_gm_Id (ll=7e-07) X,pch18_gm_Id (ll=7e-07) Y,pch18_gm_Id (ll=8e-07) X,pch18_gm_Id (ll=8e-07) Y,pch18_gm_Id (ll=9e-07) X,pch18_gm_Id (ll=9e-07) Y,pch18_gm_Id (ll=1e-06) X,pch18_gm_Id (ll=1e-06) Y,pch18_gm_Id (ll=1.2e-06) X,pch18_gm_Id (ll=1.2e-06) Y,pch18_gm_Id (ll=1.4e-06) X,pch18_gm_Id (ll=1.4e-06) Y,pch18_gm_Id (ll=1.6e-06) X,pch18_gm_Id (ll=1.6e-06) Y,pch18_gm_Id (ll=1.8e-06) X,pch18_gm_Id (ll=1.8e-06) Y,pch18_gm_Id (ll=2e-06) X,pch18_gm_Id (ll=2e-06) Y,pch18_gm_Id (ll=2.2e-06) X,pch18_gm_Id (ll=2.2e-06) Y,pch18_gm_Id (ll=2.4e-06) X,pch18_gm_Id (ll=2.4e-06) Y
0.2600000000000001,26.5964295979338,0.2600000000000001,26.68216953304222,0.2600000000000001,26.76855640985113,0.2600000000000001,26.80535159555384,0.2600000000000001,26.82198859336904,0.2600000000000001,26.82936750933681,0.2600000000000001,26.83211523272906,0.2600000000000001,26.8324166470194,0.2600000000000001,26.82964943397744,0.2600000000000001,26.82525350877382,0.2600000000000001,26.82060844819771,0.2600000000000001,26.81619237331939,0.2600000000000001,26.81215663507944,0.2600000000000001,26.8085274802913,0.2600000000000001,26.80528362751201
0.2700000000000001,26.45812325739669,0.2700000000000001,26.53778532086526,0.2700000000000001,26.61319429504246,0.2700000000000001,26.64113010697277,0.2700000000000001,26.65072034584503,0.2700000000000001,26.65243087500941,0.2700000000000001,26.65054283312654,0.2700000000000001,26.64699079686572,0.2700000000000001,26.63819706506386,0.2700000000000001,26.62931203455028,0.2700000000000001,26.62119846807076,0.2700000000000001,26.61402505259951,0.2700000000000001,26.60774688724614,0.2700000000000001,26.6022598312272,0.2700000000000001,26.59745263009211
0.2800000000000001,26.30358605260861,0.2800000000000001,26.37656575950583,0.2800000000000001,26.43990379968016,0.2800000000000001,26.45812981772809,0.2800000000000001,26.4600263832554,0.2800000000000001,26.45556875347798,0.2800000000000001,26.44864998925945,0.2800000000000001,26.44092551728542,0.2800000000000001,26.4256230207837,0.2800000000000001,26.41190252982512,0.2800000000000001,26.40006017171136,0.2800000000000001,26.3899269508444,0.2800000000000001,26.38124455383772,0.2800000000000001,26.37376744229767,0.2800000000000001,26.3672870074686
0.2900000000000001,26.13113303774505,0.2900000000000001,26.19684054285231,0.2900000000000001,26.24703425094692,0.2900000000000001,26.25472159544879,0.2900000000000001,26.24830090529915,0.2900000000000001,26.23719807564213,0.2900000000000001,26.2248745308097,0.2900000000000001,26.21267734351457,0.2900000000000001,26.19041500107106,0.2900000000000001,26.17153699865356,0.2900000000000001,26.15572472989893,0.2900000000000001,26.14244459536962,0.2900000000000001,26.13120866505586,0.2900000000000001,26.12161967638805,0.2900000000000001,26.11336477762046
0.3000000000000001,25.93907693114921,0.3000000000000001,25.99696000849281,0.3000000000000001,26.03298986802709,0.3000000000000001,26.02935456056787,0.3000000000000001,26.0140323108221,0.3000000000000001,25.99584081918781,0.3000000000000001,25.97776668730167,0.3000000000000001,25.96082016145292,0.3000000000000001,25.93118346351198,0.3000000000000001,25.90685221259659,0.3000000000000001,25.8868483649618,0.3000000000000001,25.8702489617695,0.3000000000000001,25.85632164774252,0.3000000000000001,25.84450803017912,0.3000000000000001,25.83438474897076
0.3100000000000001,25.72577417592605,0.3100000000000001,25.7753416345976,0.3100000000000001,25.79627340729228,0.3100000000000001,25.78059404286534,0.3100000000000001,25.75583433764584,0.3100000000000001,25.73014814239382,0.3100000000000001,25.70600648231666,0.3100000000000001,25.68405632054227,0.3100000000000001,25.64666172168262,0.3100000000000001,25.61660071066385,0.3100000000000001,25.59219583480458,0.3100000000000001,25.5721127015531,0.3100000000000001,25.55536129313118,0.3100000000000001,25.54121363433831,0.3100000000000001,25.52913018868317
0.3200000000000001,25.48967251015548,0.3200000000000001,25.53051370497231,0.3200000000000001,25.53551875213419,0.3200000000000001,25.50714136079998,0.3200000000000001,25.47245314082316,0.3200000000000001,25.43889569840564,0.3200000000000001,25.40838848743959,0.3200000000000001,25.38119203544931,0.3200000000000001,25.33566583712588,0.3200000000000001,25.29959858514038,0.3200000000000001,25.27057863531027,0.3200000000000001,25.24684063200728,0.3200000000000001,25.22712493960891,0.3200000000000001,25.21052620222526,0.3200000000000001,25.19638337017494
0.3300000000000001,25.22935283467532,0.3300000000000001,25.26114708075906,0.3300000000000001,25.24950109833177,0.3300000000000001,25.20782323868478,0.3300000000000001,25.16273823461632,0.3300000000000001,25.12093873432109,0.3300000000000001,25.08376353739638,0.3300000000000001,25.05106783567894,0.3300000000000001,24.9970075157529,0.3300000000000001,24.95462562589269,0.3300000000000001,24.9207456433564,0.3300000000000001,24.89315312503223,0.3300000000000001,24.87030719954738,0.3300000000000001,24.85111725043166,0.3300000000000001,24.83479514515439
0.3400000000000001,24.94355601180538,0.3400000000000001,24.96606441888679,0.3400000000000001,24.93711369963959,0.3400000000000001,24.88154136990056,0.3400000000000001,24.82557033478687,0.3400000000000001,24.77512295189999,0.3400000000000001,24.73093641505622,0.3400000000000001,24.69244602836019,0.3400000000000001,24.62936738736572,0.3400000000000001,24.58028984276592,0.3400000000000001,24.54124214388891,0.3400000000000001,24.50954165593866,0.3400000000000001,24.48335331106856,0.3400000000000001,24.46139208636541,0.3400000000000001,24.44273611869489
0.3500000000000001,24.63118482740929,0.3500000000000001,24.64421736206235,0.3500000000000001,24.59730516735937,0.3500000000000001,24.52718155210573,0.3500000000000001,24.4597515233464,0.3500000000000001,24.40016242011054,0.3500000000000001,24.3485362415941,0.3500000000000001,24.30387683657692,0.3500000000000001,24.23115866028033,0.3500000000000001,24.17489295448274,0.3500000000000001,24.13027908658302,0.3500000000000001,24.0941425998243,0.3500000000000001,24.06433767279414,0.3500000000000001,24.03937299833798,0.3500000000000001,24.0181842783708
