pch18_Vgs_Vth (ll=3.5e-07) X,pch18_Vgs_Vth (ll=3.5e-07) Y,pch18_Vgs_Vth (ll=4e-07) X,pch18_Vgs_Vth (ll=4e-07) Y,pch18_Vgs_Vth (ll=5e-07) X,pch18_Vgs_Vth (ll=5e-07) Y,pch18_Vgs_Vth (ll=6e-07) X,pch18_Vgs_Vth (ll=6e-07) Y,pch18_Vgs_Vth (ll=7e-07) X,pch18_Vgs_Vth (ll=7e-07) Y,pch18_Vgs_Vth (ll=8e-07) X,pch18_Vgs_Vth (ll=8e-07) Y,pch18_Vgs_Vth (ll=9e-07) X,pch18_Vgs_Vth (ll=9e-07) Y,pch18_Vgs_Vth (ll=1e-06) X,pch18_Vgs_Vth (ll=1e-06) Y,pch18_Vgs_Vth (ll=1.2e-06) X,pch18_Vgs_Vth (ll=1.2e-06) Y,pch18_Vgs_Vth (ll=1.4e-06) X,pch18_Vgs_Vth (ll=1.4e-06) Y,pch18_Vgs_Vth (ll=1.6e-06) X,pch18_Vgs_Vth (ll=1.6e-06) Y,pch18_Vgs_Vth (ll=1.8e-06) X,pch18_Vgs_Vth (ll=1.8e-06) Y,pch18_Vgs_Vth (ll=2e-06) X,pch18_Vgs_Vth (ll=2e-06) Y,pch18_Vgs_Vth (ll=2.2e-06) X,pch18_Vgs_Vth (ll=2.2e-06) Y,pch18_Vgs_Vth (ll=2.4e-06) X,pch18_Vgs_Vth (ll=2.4e-06) Y
0.3900000000000002,0.1717992150004086,0.3900000000000002,0.1652861818419522,0.3900000000000002,0.1554442269493074,0.3900000000000002,0.1484981687854021,0.3900000000000002,0.1433840969971958,0.3900000000000002,0.1394766152076589,0.3900000000000002,0.136398172484662,0.3900000000000002,0.1339114348343778,0.3900000000000002,0.1301415918944526,0.3900000000000002,0.1274197273832191,0.3900000000000002,0.1253628401426152,0.3900000000000002,0.1237544708644732,0.3900000000000002,0.1224629651263051,0.3900000000000002,0.1214035962493351,0.3900000000000002,0.120519345969051
0.4000000000000002,0.1617992200805646,0.4000000000000002,0.1552861864767261,0.4000000000000002,0.1454442309813895,0.4000000000000002,0.1384981723732948,0.4000000000000002,0.1333841002268268,0.4000000000000002,0.1294766181403044,0.4000000000000002,0.1263981751675672,0.4000000000000002,0.123911437304899,0.4000000000000002,0.1201415940243508,0.4000000000000002,0.1174197292529983,0.4000000000000002,0.1153628418078424,0.4000000000000002,0.1137544723649067,0.4000000000000002,0.1124629664912771,0.4000000000000002,0.1114035975010701,0.4000000000000002,0.1105193471247587
0.4100000000000002,0.1517992263180626,0.4100000000000002,0.1452861921615365,0.4100000000000002,0.1354442359127919,0.4100000000000002,0.1284981767494092,0.4100000000000002,0.1233841041568149,0.4100000000000002,0.1194766217020032,0.4100000000000002,0.1163981784206937,0.4100000000000002,0.1139114402964155,0.4100000000000002,0.1101415965978325,0.4100000000000002,0.1074197315084936,0.4100000000000002,0.1053628438140281,0.4100000000000002,0.1037544741707135,0.4100000000000002,0.1024629681326857,0.4100000000000002,0.1014035990052622,0.4100000000000002,0.1005193485127437
0.4200000000000002,0.1417992339242393,0.4200000000000002,0.1352861990850028,0.4200000000000002,0.1254442418988297,0.4200000000000002,0.1184981820449822,0.4200000000000002,0.1133841089002134,0.4200000000000002,0.1094766259916973,0.4200000000000002,0.1063981823317907,0.4200000000000002,0.103911443887629,0.4200000000000002,0.1001415996799468,0.4200000000000002,0.09741973420500749,0.4200000000000002,0.09536284620919799,0.4200000000000002,0.09375447632429434,0.4200000000000002,0.09246297008846616,0.4200000000000002,0.09140360079622234,0.4200000000000002,0.09051935016431512
0.4300000000000002,0.1317992431317585,0.4300000000000002,0.1252862074533426,0.4300000000000002,0.1154442491068851,0.4300000000000002,0.1084981883997589,0.4300000000000002,0.1033841145762344,0.4300000000000002,0.09947663111291549,0.4300000000000002,0.0963981869921009,0.4300000000000002,0.09391144815995478,0.4300000000000002,0.09014160333745092,0.4300000000000002,0.0874197373989577,0.4300000000000002,0.0853628490421342,0.4300000000000002,0.08375447886857823,0.4300000000000002,0.08246297239692002,0.4300000000000002,0.08140360290851312,0.4300000000000002,0.0805193521109534
0.4400000000000002,0.1217992541916033,0.4400000000000002,0.1152862174872157,0.4400000000000002,0.1054442577132546,0.4400000000000002,0.09849819595904441,0.4400000000000002,0.09338412130761264,0.4400000000000002,0.08947663717140952,0.4400000000000002,0.08639819249425373,0.4400000000000002,0.08391145319562943,0.4400000000000002,0.08014160763726985,0.4400000000000002,0.0774197411466121,0.4400000000000002,0.07536285236128704,0.4400000000000002,0.07375448184606415,0.4400000000000002,0.07246297509587529,0.4400000000000002,0.07140360537620283,0.4400000000000002,0.0705193543836361
0.4500000000000002,0.1117992673687886,0.4500000000000002,0.1052862294175374,0.4500000000000002,0.09544426789941196,0.4500000000000002,0.08849820487051052,0.4500000000000002,0.08338412921788063,0.4500000000000002,0.07947664427284873,0.4500000000000002,0.07639819893027788,0.4500000000000002,0.07391145907598939,0.4500000000000002,0.07014161264516316,0.4500000000000002,0.06741974550299956,0.4500000000000002,0.06536285621389704,0.4500000000000002,0.06375448529809069,0.4500000000000002,0.06246297822205793,0.4500000000000002,0.06140360823231372,0.4500000000000002,0.06051935701235511
0.4600000000000002,0.1017992829372264,0.4600000000000002,0.09528624348076675,0.4600000000000002,0.08544427984818259,0.4600000000000002,0.07849821528116119,0.4600000000000002,0.07338413842896452,0.4600000000000002,0.06947665252088409,0.4600000000000002,0.06639820639003535,0.4600000000000002,0.06391146588018093,0.4600000000000002,0.06014161842481225,0.4600000000000002,0.0574197505212487,0.4600000000000002,0.05536286064546814,0.4600000000000002,0.05375448926441784,0.4600000000000002,0.05246298181075126,0.4600000000000002,0.05140361150855166,0.4600000000000002,0.05051936002588575
0.4700000000000003,0.09179930117436108,0.4700000000000003,0.0852862599142582,0.4700000000000003,0.07544429374039663,0.4700000000000003,0.06849822733495337,0.4700000000000003,0.06338414905948764,0.4700000000000003,0.05947666201591162,0.4700000000000003,0.05639821496029818,0.4700000000000003,0.05391147368446991,0.4700000000000003,0.0501416250374187,0.4700000000000003,0.04741975625234973,0.4700000000000003,0.04536286569964376,0.4700000000000003,0.04375449378316842,0.4700000000000003,0.04246298589578013,0.4700000000000003,0.04140361523530045,0.4700000000000003,0.04051936345180995
0.4800000000000003,0.08179932235637166,0.4800000000000003,0.07528627895240547,0.4800000000000003,0.0654443097525319,0.4800000000000003,0.05849824117140323,0.4800000000000003,0.05338416122395695,0.4800000000000003,0.04947667285464019,0.4800000000000003,0.04639822472456401,0.4800000000000003,0.04391148256220379,0.4800000000000003,0.04014163254184666,0.4800000000000003,0.03741976274537462,0.4800000000000003,0.03536287141845829,0.4800000000000003,0.03375449889108062,0.4800000000000003,0.03246299050976442,0.4800000000000003,0.03140361944189318,0.4800000000000003,0.03051936731676141
0.4900000000000003,0.07179934675459509,0.4900000000000003,0.06528630082410347,0.4900000000000003,0.05544432805559951,0.4900000000000003,0.04849825692526855,0.4900000000000003,0.04338417503288439,0.4900000000000003,0.03947668513043368,0.4900000000000003,0.03639823576351631,0.4900000000000003,0.03391149258434212,0.4900000000000003,0.03014164099517447,0.4900000000000003,0.02741977004800644,0.4900000000000003,0.02536287784283453,0.4900000000000003,0.02375450462398454,0.4900000000000003,0.02246299568456112,0.4900000000000003,0.02140362415700015,0.4900000000000003,0.02051937164681239
0.5000000000000002,0.06179937463363916,0.5000000000000002,0.0552863257517715,0.5000000000000002,0.04544434881531711,0.5000000000000002,0.03849827472723233,0.5000000000000002,0.03338419059366249,0.5000000000000002,0.02947669893425253,0.5000000000000002,0.0263982481559456,0.5000000000000002,0.02391150382034091,0.5000000000000002,0.02014165045349248,0.5000000000000002,0.01741977820725671,0.5000000000000002,0.01536288501321426,0.5000000000000002,0.01375451101736092,0.5000000000000002,0.01246300145177381,0.5000000000000002,0.01140362940910689,0.5000000000000002,0.01051937646788237
0.5100000000000002,0.05179940625124368,0.5100000000000002,0.04528635395189951,0.5100000000000002,0.03544437219332397,0.5100000000000002,0.02849829470526777,0.5100000000000002,0.02338420801190999,0.5100000000000002,0.01947671435588749,0.5100000000000002,0.01639826197990379,0.5100000000000002,0.0139115163391903,0.5100000000000002,0.01014166097277092,0.5100000000000002,0.007419787270182998,0.5100000000000002,0.005362892970191213,0.5100000000000002,0.003754518106890536,0.5100000000000002,0.002463007843225506,0.5100000000000002,0.001403635226937427,0.5100000000000002,0.0005193818061479671
0.5200000000000002,0.04179944185966489,0.5200000000000002,0.03528638563675845,0.5200000000000002,0.0254443983490128,0.5200000000000002,0.01849831698633442,0.5200000000000002,0.01338422739293899,0.5200000000000002,0.009476731485253409,0.5200000000000002,0.006398277313797829,0.5200000000000002,0.003911530210390923,0.5200000000000002,0.0001416726096100662,0.5200000000000002,-0.002580202715489199,0.5200000000000002,-0.004637098244996585,0.5200000000000002,-0.006245474071121748,0.5200000000000002,-0.007536985108660854,0.5200000000000002,-0.008596358360224987,0.5200000000000002,-0.009480612311693837
0.5300000000000002,0.03179948170801283,0.5300000000000002,0.02528642101672351,0.5300000000000002,0.0154444274415636,0.5300000000000002,0.008498341698020551,0.5300000000000002,0.003384248843088966,0.5300000000000002,-0.0005232495865494791,0.5300000000000002,-0.003601705762718233,0.5300000000000002,-0.006088454495315365,0.5300000000000002,-0.009858314578221838,0.5300000000000002,-0.01258019170096858,0.5300000000000002,-0.01463708859013058,0.5300000000000002,-0.01624546547948313,0.5300000000000002,-0.01753697737065285,0.5300000000000002,-0.01859635132234583,0.5300000000000002,-0.01948060585824563
0.5400000000000003,0.02179952604498581,0.5400000000000003,0.01528646030269176,0.5400000000000003,0.005444459631730902,0.5400000000000003,-0.001501631030154771,0.5400000000000003,-0.006615727529321602,0.5400000000000003,-0.01052322876651002,0.5400000000000003,-0.01360168716819588,0.5400000000000003,-0.01608843770551927,0.5400000000000003,-0.01985830053151416,0.5400000000000003,-0.02258017963621872,0.5400000000000003,-0.02463707802190462,0.5400000000000003,-0.02624545608003548,0.5400000000000003,-0.02753696890865165,0.5400000000000003,-0.0285963436286093,0.5400000000000003,-0.02948059880540155
0.5500000000000003,0.01179957512134033,0.5500000000000003,0.005286503708103796,0.5500000000000003,-0.00455550491688772,0.5500000000000003,-0.01150160106595666,0.5500000000000003,-0.01661570161351189,0.5500000000000003,-0.0205232059594157,0.5500000000000003,-0.02360166681922937,0.5500000000000003,-0.02608841934606354,0.5500000000000003,-0.02985828518963984,0.5500000000000003,-0.03258016647001349,0.5500000000000003,-0.03463706649600362,0.5500000000000003,-0.03624544583374234,0.5500000000000003,-0.03753695968778548,0.5500000000000003,-0.03859633524751327,0.5500000000000003,-0.03948059112444091
0.5600000000000003,0.001799629191708174,0.5600000000000003,-0.004713448549771515,0.5600000000000003,-0.01455546603726354,0.5600000000000003,-0.02150156827423322,0.5600000000000003,-0.02661567329625436,0.5600000000000003,-0.03052318106799934,0.5600000000000003,-0.03360164463065651,0.5600000000000003,-0.03608839934126762,0.5600000000000003,-0.0398582684908052,0.5600000000000003,-0.04258015215020816,0.5600000000000003,-0.04463705396735551,0.5600000000000003,-0.0462454347009339,0.5600000000000003,-0.04753694967264344,0.5600000000000003,-0.04859632614708309,0.5600000000000003,-0.04948058278621814
0.5700000000000003,-0.008200311484527045,0.5700000000000003,-0.01471339624939616,0.5700000000000003,-0.02455542355904416,0.5700000000000003,-0.03150153251729104,0.5700000000000003,-0.03661564246234739,0.5700000000000003,-0.04052315399343154,0.5700000000000003,-0.04360162051606464,0.5700000000000003,-0.04608837761444551,0.5700000000000003,-0.04985825037251868,0.5700000000000003,-0.05258013662414496,0.5700000000000003,-0.0546370403905031,0.5700000000000003,-0.05624542264164567,0.5700000000000003,-0.0575369388275816,0.5700000000000003,-0.0585963162951596,0.5700000000000003,-0.05948057376144233
0.5800000000000003,-0.01820024664338216,0.5800000000000003,-0.02471333916544316,0.5800000000000003,-0.03455537730934022,0.5800000000000003,-0.04150149365573197,0.5800000000000003,-0.04661560899544892,0.5800000000000003,-0.05052312463612019,0.5800000000000003,-0.05360159438853951,0.5800000000000003,-0.05608835408857316,0.5800000000000003,-0.05985823077217389,0.5800000000000003,-0.06258011983917855,0.5800000000000003,-0.06463702572007157,0.5800000000000003,-0.06624540961603043,0.5800000000000003,-0.06753692711708925,0.5800000000000003,-0.06859630565973229,0.5800000000000003,-0.06948056402098235
0.5900000000000003,-0.02820017601738956,0.5900000000000003,-0.03471327707002436,0.5900000000000003,-0.04455532711399834,0.5900000000000003,-0.05150145154966845,0.5900000000000003,-0.05661557277917784,0.5900000000000003,-0.060523092896696,0.5900000000000003,-0.06360156616154167,0.5900000000000003,-0.06608832868711223,0.5900000000000003,-0.06985820962773404,0.5900000000000003,-0.07258010174324903,0.5900000000000003,-0.07463700991126032,0.5900000000000003,-0.07624539558479992,0.5900000000000003,-0.07753691450619993,0.5900000000000003,-0.07859629420930214,0.5900000000000003,-0.079480553536181
0.6000000000000003,-0.03820009933752821,0.6000000000000003,-0.04471320973456772,0.6000000000000003,-0.05455527279927219,0.6000000000000003,-0.06150140606016397,0.6000000000000003,-0.0666155336983556,0.6000000000000003,-0.07052305867711173,0.6000000000000003,-0.07360153574988482,0.6000000000000003,-0.076088301334858,0.6000000000000003,-0.07985818687843116,0.6000000000000003,-0.08258008228547131,0.6000000000000003,-0.08463699292035853,0.6000000000000003,-0.08624538050966457,0.6000000000000003,-0.0875369009608693,0.6000000000000003,-0.08859628191322999,0.6000000000000003,-0.08948054227920099
0.6100000000000003,-0.04820001633574067,0.6100000000000003,-0.0547131369321201,0.6100000000000003,-0.06455521419371912,0.6100000000000003,-0.0715013570507973,0.6100000000000003,-0.0766154916403311,0.6100000000000003,-0.08052302188174942,0.6100000000000003,-0.08360150307070369,0.6100000000000003,-0.08608827195880275,0.6100000000000003,-0.08985816246544376,0.6100000000000003,-0.09258006141670871,0.6100000000000003,-0.09463697470521937,0.6100000000000003,-0.0962453643537613,0.6100000000000003,-0.09753688644835179,0.6100000000000003,-0.09859626874207594,0.6100000000000003,-0.09948053022329917
0.6200000000000003,-0.05819992674785512,0.6200000000000003,-0.0647130584398784,0.6200000000000003,-0.07455515113016276,0.6200000000000003,-0.08150130438923719,0.6200000000000003,-0.08661544649626007,0.6200000000000003,-0.09052298241852108,0.6200000000000003,-0.09360146804437564,0.6200000000000003,-0.0960882404889396,0.6200000000000003,-0.09985813633254881,0.6200000000000003,-0.1025800390900872,0.6200000000000003,-0.1046369552257106,0.6200000000000003,-0.1062453470820319,0.6200000000000003,-0.1075368709375412,0.6200000000000003,-0.1085962546678916,0.6200000000000003,-0.1094805173431115
0.6300000000000003,-0.06819983031666144,0.6300000000000003,-0.0747129740418131,0.6300000000000003,-0.08455508344765061,0.6300000000000003,-0.09150124794874881,0.6300000000000003,-0.09661539816232478,0.6300000000000003,-0.100522940199849,0.6300000000000003,-0.1036014305953781,0.6300000000000003,-0.1060882068589901,0.6300000000000003,-0.1098581084266719,0.6300000000000003,-0.1125800152614578,0.6300000000000003,-0.1146369344440953,0.6300000000000003,-0.116245328661554,0.6300000000000003,-0.1175368543992535,0.6300000000000003,-0.1185962396644781,0.6300000000000003,-0.1194805036148773
0.6400000000000003,-0.07819972679498055,0.6400000000000003,-0.08471288353120321,0.6400000000000003,-0.09455501099325714,0.6400000000000003,-0.1015011876095652,0.6400000000000003,-0.1066153465408005,0.6400000000000003,-0.1105228951435617,0.6400000000000003,-0.1136013906530107,0.6400000000000003,-0.1160881710070351,0.6400000000000003,-0.1198580786983757,0.6400000000000003,-0.1225799898897851,0.6400000000000003,-0.1246369123253493,0.6400000000000003,-0.1262453090618016,0.6400000000000003,-0.1275368368064592,0.6400000000000003,-0.1285962237075949,0.6400000000000003,-0.1294804890166266
0.6500000000000004,-0.08819961594856296,0.6500000000000004,-0.09471278671298167,0.6500000000000004,-0.1045549336237123,0.6500000000000004,-0.1115011232600767,0.6500000000000004,-0.1166152915409807,0.6500000000000004,-0.1205228471736155,0.6500000000000004,-0.1236013481520047,0.6500000000000004,-0.1260881328760199,0.6500000000000004,-0.1298580471022378,0.6500000000000004,-0.132579962937442,0.6500000000000004,-0.1346368888374049,0.6500000000000004,-0.1362452882548715,0.6500000000000004,-0.1375368181344727,0.6500000000000004,-0.1385962067751162,0.6500000000000004,-0.1394804735283176
0.6600000000000004,-0.0981994975587217,0.6600000000000004,-0.1047126834058061,0.6600000000000004,-0.1145548512067774,0.6600000000000004,-0.1215010547978131,0.6600000000000004,-0.1266152330799182,0.6600000000000004,-0.1305227962206779,0.6600000000000004,-0.1336013030329931,0.6600000000000004,-0.1360880924141472,0.6600000000000004,-0.1398580135971375,0.6600000000000004,-0.1425799343704337,0.6600000000000004,-0.1446368639513447,0.6600000000000004,-0.1462452662156195,0.6600000000000004,-0.1475367983610689,0.6600000000000004,-0.1485961888471371,0.6600000000000004,-0.1494804571319366
0.6700000000000004,-0.1081993714245781,0.6700000000000004,-0.1147125734438083,0.6700000000000004,-0.1245547636223625,0.6700000000000004,-0.1315009821302073,0.6700000000000004,-0.136615171082982,0.6700000000000004,-0.1405227422225568,0.6700000000000004,-0.1436012552428455,0.6700000000000004,-0.1460880495751474,0.6700000000000004,-0.1498579781464497,0.6700000000000004,-0.1525799041585457,0.6700000000000004,-0.1546368376414938,0.6700000000000004,-0.1562452429217548,0.6700000000000004,-0.1575367774665642,0.6700000000000004,-0.158596169906047,0.6700000000000004,-0.159480439811547
0.6800000000000004,-0.1181992373649118,0.6800000000000004,-0.1247124566779692,0.6800000000000004,-0.1345546707633479,0.6800000000000004,-0.141500905175144,0.6800000000000004,-0.1466151054842231,0.6800000000000004,-0.1505226851244658,0.6800000000000004,-0.1536012047348737,0.6800000000000004,-0.1560880043184422,0.6800000000000004,-0.1598579407181415,0.6800000000000004,-0.1625798722754025,0.6800000000000004,-0.164636809885478,0.6800000000000004,-0.1662452183538722,0.6800000000000004,-0.1675367554338423,0.6800000000000004,-0.1685961499365338,0.6800000000000004,-0.1694804215533112
0.6900000000000004,-0.1281990952195534,0.6900000000000004,-0.1347123329771251,0.6900000000000004,-0.1445545725361449,0.6900000000000004,-0.1515008238612747,0.6900000000000004,-0.1566150362265875,0.6900000000000004,-0.1605226248791572,0.6900000000000004,-0.1636011514689087,0.6900000000000004,-0.1660879566091845,0.6900000000000004,-0.1698579012847903,0.6900000000000004,-0.1725798386984733,0.6900000000000004,-0.1746367806642173,0.6900000000000004,-0.1762451924954433,0.6900000000000004,-0.1775367322483332,0.6900000000000004,-0.1785961289255847,0.6900000000000004,-0.1794804023454716
0.7000000000000004,-0.1381989448503416,0.7000000000000004,-0.1447122022286081,0.7000000000000004,-0.1545544688609826,0.7000000000000004,-0.1615007381281525,0.7000000000000004,-0.166614963261953,0.7000000000000004,-0.1705225614469145,0.7000000000000004,-0.1736010954112805,0.7000000000000004,-0.1760879064182312,0.7000000000000004,-0.1798578598235325,0.7000000000000004,-0.1825798034090179,0.7000000000000004,-0.1846367499618639,0.7000000000000004,-0.1862451653327594,0.7000000000000004,-0.1875367078979664,0.7000000000000004,-0.1885961068624209,0.7000000000000004,-0.1894803821782984
0.7100000000000004,-0.1481987861416469,0.7100000000000004,-0.1547120643385266,0.7100000000000004,-0.1645543596719534,0.7100000000000004,-0.1715006479261716,0.7100000000000004,-0.1766148865510324,0.7100000000000004,-0.1805224947954452,0.7100000000000004,-0.1836010365346931,0.7100000000000004,-0.1860878537220119,0.7100000000000004,-0.189857816315946,0.7100000000000004,-0.1925797663919742,0.7100000000000004,-0.194636717765708,0.7100000000000004,-0.1962451368548414,0.7100000000000004,-0.1975366823730883,0.7100000000000004,-0.1985960837384354,0.7100000000000004,-0.1994803610440223
0.7200000000000004,-0.1581986190004849,0.7200000000000004,-0.1647119192317408,0.7200000000000004,-0.17455424491684,0.7200000000000004,-0.1815005532163542,0.7200000000000004,-0.1866148060631483,0.7200000000000004,-0.1905224248996523,0.7200000000000004,-0.1936009748180189,0.7200000000000004,-0.1960877985023415,0.7200000000000004,-0.1998577707478826,0.7200000000000004,-0.2025797276358078,0.7200000000000004,-0.2046366840660419,0.7200000000000004,-0.2062451070533173,0.7200000000000004,-0.2075366556663456,0.7200000000000004,-0.2085960595470743,0.7200000000000004,-0.2094803389367403
0.7300000000000004,-0.1681984433562789,0.7300000000000004,-0.1747117668515429,0.7300000000000004,-0.1845541245567517,0.7300000000000004,-0.1915004539699994,0.7300000000000004,-0.1966147217759192,0.7300000000000004,-0.2005223517413537,0.7300000000000004,-0.2036009102460282,0.7300000000000004,-0.206087740746166,0.7300000000000004,-0.209857723109254,0.7300000000000004,-0.2125796871323399,0.7300000000000004,-0.2146366488560012,0.7300000000000004,-0.216245075922284,0.7300000000000004,-0.217536627772569,0.7300000000000004,-0.2185960342837419,0.7300000000000004,-0.2194803158523141
0.7400000000000004,-0.1781982591602987,0.7400000000000004,-0.1847116071590887,0.7400000000000004,-0.1945539985656116,0.7400000000000004,-0.2015003501682303,0.7400000000000004,-0.2066146336748389,0.7400000000000004,-0.2105222753089132,0.7400000000000004,-0.2136008428090744,0.7400000000000004,-0.2160876804452831,0.7400000000000004,-0.2198576733937968,0.7400000000000004,-0.2225796448765329,0.7400000000000004,-0.2246366121313853,0.7400000000000004,-0.2262450434581491,0.7400000000000004,-0.2275365986886195,0.7400000000000004,-0.2285960079456548,0.7400000000000004,-0.2294802917882464
0.7500000000000004,-0.1881980663848239,0.7500000000000004,-0.1947114401326404,0.7500000000000004,-0.2045538669295093,0.7500000000000004,-0.2115002418014369,0.7500000000000004,-0.2166145417528283,0.7500000000000004,-0.2205221955968323,0.7500000000000004,-0.2236007725027264,0.7500000000000004,-0.2260876175960164,0.7500000000000004,-0.2298576215988023,0.7500000000000004,-0.2325796008662681,0.7500000000000004,-0.2346365738904698,0.7500000000000004,-0.2362450096594597,0.7500000000000004,-0.2375365684132462,0.7500000000000004,-0.2385959805317154,0.7500000000000004,-0.2394802667435617
0.7600000000000005,-0.1981978650221013,0.7600000000000005,-0.2047112657666315,0.7600000000000005,-0.2145537296459552,0.7600000000000005,-0.2215001288686783,0.7600000000000005,-0.2266144460097016,0.7600000000000005,-0.2305221126053174,0.7600000000000005,-0.2336006993273889,0.7600000000000005,-0.2360875521988675,0.7600000000000005,-0.239857567724849,0.7600000000000005,-0.2425795551021174,0.7600000000000005,-0.244636534133796,0.7600000000000005,-0.2462449745267253,0.7600000000000005,-0.2475365369469259,0.7600000000000005,-0.2485959520423698,0.7600000000000005,-0.2494802407186718
0.7700000000000005,-0.2081976550831206,0.7700000000000005,-0.214711084070622,0.7700000000000005,-0.2245535867230755,0.7700000000000005,-0.2315000113770188,0.7700000000000005,-0.2366143464516379,0.7700000000000005,-0.240522026339809,0.7700000000000005,-0.2436006232878942,0.7700000000000005,-0.2460874842581751,0.7700000000000005,-0.2498575117755016,0.7700000000000005,-0.2525795075871003,0.7700000000000005,-0.254636492863977,0.7700000000000005,-0.2562449380622415,0.7700000000000005,-0.2575365042917032,0.7700000000000005,-0.2585959224794594,0.7700000000000005,-0.259480213715258
0.7800000000000005,-0.2181974365962718,0.7800000000000005,-0.2247108950681589,0.7800000000000005,-0.2345534381787538,0.7800000000000005,-0.2414998893408592,0.7800000000000005,-0.2466142430906221,0.7800000000000005,-0.2505219368105208,0.7800000000000005,-0.2536005443931099,0.7800000000000005,-0.2560874137817493,0.7800000000000005,-0.2598574537570502,0.7800000000000005,-0.2625794583264573,0.7800000000000005,-0.2646364500854912,0.7800000000000005,-0.2662449002699167,0.7800000000000005,-0.2675364704510425,0.7800000000000005,-0.2685958918460924,0.7800000000000005,-0.2694801857361305
0.7900000000000005,-0.2281972096059253,0.7900000000000005,-0.2347106987955899,0.7900000000000005,-0.244553284039753,0.7900000000000005,-0.2514997627812486,0.7900000000000005,-0.2566141359438816,0.7900000000000005,-0.2605218440319601,0.7900000000000005,-0.263600462655519,0.7900000000000005,-0.2660873407805222,0.7900000000000005,-0.2698573936782031,0.7900000000000005,-0.272579407327402,0.7900000000000005,-0.274636405804481,0.7900000000000005,-0.2762448611550926,0.7900000000000005,-0.2775364354296614,0.7900000000000005,-0.2785958601464936,0.7900000000000005,-0.2794801567851166
0.8000000000000005,-0.2381969741709643,0.8000000000000005,-0.2447104953008583,0.8000000000000005,-0.2545531243408348,0.8000000000000005,-0.2614996317252034,0.8000000000000005,-0.2666140250333415,0.8000000000000005,-0.2705217480224729,0.8000000000000005,-0.2736003780908446,0.8000000000000005,-0.2760872652682037,0.8000000000000005,-0.2798573315498332,0.8000000000000005,-0.2825793545989043,0.8000000000000005,-0.28463636002857,0.8000000000000005,-0.2862448207243833,0.8000000000000005,-0.2875363992334,0.8000000000000005,-0.2885958273858823,0.8000000000000005,-0.2894801268669329
0.8100000000000005,-0.2481967303633066,0.8100000000000005,-0.2547102846422917,0.8100000000000005,-0.2645529591239,0.8100000000000005,-0.2714994962050329,0.8100000000000005,-0.2766139103850798,0.8100000000000005,-0.2805216488038095,0.8100000000000005,-0.2836002907176531,0.8100000000000005,-0.2860871872609578,0.8100000000000005,-0.2898572673847122,0.8100000000000005,-0.2925793001514836,0.8100000000000005,-0.2946363127666748,0.8100000000000005,-0.296244778985516,0.8100000000000005,-0.2975363618690671,0.8100000000000005,-0.2985957935703458,0.8100000000000005,-0.2994800959870794
0.8200000000000005,-0.2581964782664539,0.8200000000000005,-0.2647100668874225,0.8200000000000005,-0.2745527884371443,0.8200000000000005,-0.2814993562577174,0.8200000000000005,-0.2866137920288306,0.8200000000000005,-0.2905215464006726,0.8200000000000005,-0.2936002005570024,0.8200000000000005,-0.2960871067770808,0.8200000000000005,-0.2998572011972588,0.8200000000000005,-0.3025792439969889,0.8200000000000005,-0.3046362640288289,0.8200000000000005,-0.306244735947182,0.8200000000000005,-0.3075363233443231,0.8200000000000005,-0.3085957587067213,0.8200000000000005,-0.3094800641517286
0.8300000000000005,-0.2681962179740747,0.8300000000000005,-0.2747098421118479,0.8300000000000005,-0.284552612334253,0.8300000000000005,-0.2914992119242856,0.8300000000000005,-0.2966136699974824,0.8300000000000005,-0.30052144084035,0.8300000000000005,-0.3036001076321077,0.8300000000000005,-0.3060870238367106,0.8300000000000005,-0.309857133003319,0.8300000000000005,-0.3125791861484299,0.8300000000000005,-0.3146362138260397,0.8300000000000005,-0.3162446916189029,0.8300000000000005,-0.3175362836675457,0.8300000000000005,-0.3185957228024884,0.8300000000000005,-0.3194800313676296
0.8400000000000005,-0.278195949588644,0.8400000000000005,-0.2847096103981333,0.8400000000000005,-0.2945524308736472,0.8400000000000005,-0.3014990632492448,0.8400000000000005,-0.3066135443266415,0.8400000000000005,-0.310521332152318,0.8400000000000005,-0.3136000119680095,0.8400000000000005,-0.3160869384615524,0.8400000000000005,-0.3198570628199406,0.8400000000000005,-0.3225791266197819,0.8400000000000005,-0.3246361621701205,0.8400000000000005,-0.3262446460108945,0.8400000000000005,-0.3275362428477273,0.8400000000000005,-0.3285956858656697,0.8400000000000005,-0.3294799976420221
0.8500000000000005,-0.2881956732201678,0.8500000000000005,-0.2947093718348002,0.8500000000000005,-0.3045522441177638,0.8500000000000005,-0.3114989102800555,0.8500000000000005,-0.316613415054195,0.8500000000000005,-0.320521220367905,0.8500000000000005,-0.3235999135912977,0.8500000000000005,-0.3260868506746359,0.8500000000000005,-0.329856990665186,0.8500000000000005,-0.3325790654258414,0.8500000000000005,-0.3346361090735692,0.8500000000000005,-0.3362445991339569,0.8500000000000005,-0.3375362008943653,0.8500000000000005,-0.3385956479047323,0.8500000000000005,-0.3394799629825439
