pch18_Cgd_Cgg (ll=3.5e-07) X,pch18_Cgd_Cgg (ll=3.5e-07) Y,pch18_Cgd_Cgg (ll=4e-07) X,pch18_Cgd_Cgg (ll=4e-07) Y,pch18_Cgd_Cgg (ll=5e-07) X,pch18_Cgd_Cgg (ll=5e-07) Y,pch18_Cgd_Cgg (ll=6e-07) X,pch18_Cgd_Cgg (ll=6e-07) Y,pch18_Cgd_Cgg (ll=7e-07) X,pch18_Cgd_Cgg (ll=7e-07) Y,pch18_Cgd_Cgg (ll=8e-07) X,pch18_Cgd_Cgg (ll=8e-07) Y,pch18_Cgd_Cgg (ll=9e-07) X,pch18_Cgd_Cgg (ll=9e-07) Y,pch18_Cgd_Cgg (ll=1e-06) X,pch18_Cgd_Cgg (ll=1e-06) Y,pch18_Cgd_Cgg (ll=1.2e-06) X,pch18_Cgd_Cgg (ll=1.2e-06) Y,pch18_Cgd_Cgg (ll=1.4e-06) X,pch18_Cgd_Cgg (ll=1.4e-06) Y,pch18_Cgd_Cgg (ll=1.6e-06) X,pch18_Cgd_Cgg (ll=1.6e-06) Y,pch18_Cgd_Cgg (ll=1.8e-06) X,pch18_Cgd_Cgg (ll=1.8e-06) Y,pch18_Cgd_Cgg (ll=2e-06) X,pch18_Cgd_Cgg (ll=2e-06) Y,pch18_Cgd_Cgg (ll=2.2e-06) X,pch18_Cgd_Cgg (ll=2.2e-06) Y,pch18_Cgd_Cgg (ll=2.4e-06) X,pch18_Cgd_Cgg (ll=2.4e-06) Y
0.4300000000000002,-0.1861899283842677,0.4300000000000002,-0.1674252409106246,0.4300000000000002,-0.1387877991550442,0.4300000000000002,-0.1182071293347705,0.4300000000000002,-0.1028135083915333,0.4300000000000002,-0.09090772286267854,0.4300000000000002,-0.08144316964170022,0.4300000000000002,-0.07374748498125601,0.4300000000000002,-0.06200552753654023,0.4300000000000002,-0.05347881523557315,0.4300000000000002,-0.04701076652913828,0.4300000000000002,-0.04193824897071629,0.4300000000000002,-0.03785455364251329,0.4300000000000002,-0.03449667231657799,0.4300000000000002,-0.03168710857862077
0.4400000000000002,-0.1819777379920767,0.4400000000000002,-0.1633296187576996,0.4400000000000002,-0.1350131605634539,0.4400000000000002,-0.1147657014348458,0.4400000000000002,-0.09967596114696799,0.4400000000000002,-0.08803672257761283,0.4400000000000002,-0.0788033849150253,0.4400000000000002,-0.07130814894020655,0.4400000000000002,-0.05989320121346343,0.4400000000000002,-0.05161968721767212,0.4400000000000002,-0.04535234447589754,0.4400000000000002,-0.04044234157673339,0.4400000000000002,-0.03649268816799188,0.4400000000000002,-0.03324713346747436,0.4400000000000002,-0.03053299462609116
0.4500000000000002,-0.1778908237857209,0.4500000000000002,-0.1593632427178391,0.4500000000000002,-0.1313759349947929,0.4500000000000002,-0.1114651667224697,0.4500000000000002,-0.0966787256019859,0.4500000000000002,-0.08530298578273894,0.4500000000000002,-0.07629650892039166,0.4500000000000002,-0.06899677040811832,0.4500000000000002,-0.05789860323603792,0.4500000000000002,-0.04986867261202902,0.4500000000000002,-0.04379343493296713,0.4500000000000002,-0.03903837926462755,0.4500000000000002,-0.03521613539579562,0.4500000000000002,-0.03207708562198756,0.4500000000000002,-0.02945324175238295
0.4600000000000002,-0.1739759120362142,0.4600000000000002,-0.1555712117878165,0.4600000000000002,-0.1279156689840284,0.4600000000000002,-0.1083393745095267,0.4600000000000002,-0.09385077781142383,0.4600000000000002,-0.08273150939187204,0.4600000000000002,-0.07394431871421789,0.4600000000000002,-0.0668325106899863,0.4600000000000002,-0.05603697729543065,0.4600000000000002,-0.04823827815186786,0.4600000000000002,-0.04234455776959003,0.4600000000000002,-0.03773539083005333,0.4600000000000002,-0.03403277315962049,0.4600000000000002,-0.03099349675039915,0.4600000000000002,-0.02845408391715101
0.4700000000000003,-0.170269538396913,0.4700000000000003,-0.1519882719737116,0.4700000000000003,-0.1246617290968532,0.4700000000000003,-0.1054125254646506,0.4700000000000003,-0.09121209664117164,0.4700000000000003,-0.0803389502406134,0.4700000000000003,-0.07176086722729315,0.4700000000000003,-0.06482736643443897,0.4700000000000003,-0.0543173506936489,0.4700000000000003,-0.04673554784830985,0.4700000000000003,-0.04101137395172168,0.4700000000000003,-0.03653803674094475,0.4700000000000003,-0.03294651549164478,0.4700000000000003,-0.02999970930609552,0.4700000000000003,-0.02753841608547844
0.4800000000000003,-0.1667980519201142,0.4800000000000003,-0.1486389484357858,0.4800000000000003,-0.1216337262602696,0.4800000000000003,-0.1026998128133266,0.4800000000000003,-0.08877443768031813,0.4800000000000003,-0.07813447136248255,0.4800000000000003,-0.06975336290545188,0.4800000000000003,-0.06298705830330623,0.4800000000000003,-0.05274340224652105,0.4800000000000003,-0.04536288780359487,0.4800000000000003,-0.03979546124571002,0.4800000000000003,-0.03544733622886324,0.4800000000000003,-0.03195799409079676,0.4800000000000003,-0.02909607984990751,0.4800000000000003,-0.02670639585426759
0.4900000000000003,-0.1635782810856304,0.4900000000000003,-0.1455383276054354,0.4900000000000003,-0.1188425045395788,0.4900000000000003,-0.1002085276538426,0.4900000000000003,-0.08654248326702257,0.4900000000000003,-0.07612089312123499,0.4900000000000003,-0.06792329785376494,0.4900000000000003,-0.06131212372666676,0.4900000000000003,-0.05131447101235354,0.4900000000000003,-0.0441189908378466,0.4900000000000003,-0.03869516217333584,0.4900000000000003,-0.03446144749486503,0.4900000000000003,-0.03106527923966601,0.4900000000000003,-0.02828064812771144,0.4900000000000003,-0.02595606707094017
0.5000000000000002,-0.1606186421079109,0.5000000000000002,-0.1426932569580829,0.5000000000000002,-0.1162914572227443,0.5000000000000002,-0.09793940236864951,0.5000000000000002,-0.08451515973707088,0.5000000000000002,-0.07429595847808002,0.5000000000000002,-0.06626765092166308,0.5000000000000002,-0.05979905563948698,0.5000000000000002,-0.05002657335251467,0.5000000000000002,-0.04299974806379251,0.5000000000000002,-0.03770640651825256,0.5000000000000002,-0.03357641524218944,0.5000000000000002,-0.0302645639077353,0.5000000000000002,-0.02754976708627806,0.5000000000000002,-0.02528394332881609
0.5100000000000002,-0.1579204839555502,0.5100000000000002,-0.1401037513617855,0.5100000000000002,-0.1139779681495415,0.5100000000000002,-0.09588800996435944,0.5100000000000002,-0.08268696108076039,0.5100000000000002,-0.07265357106795468,0.5100000000000002,-0.06478004121662916,0.5100000000000002,-0.05844137690444431,0.5100000000000002,-0.0488733400669663,0.5100000000000002,-0.04199907495525382,0.5100000000000002,-0.03682344754786934,0.5100000000000002,-0.03278683347143548,0.5100000000000002,-0.02955076576376525,0.5100000000000002,-0.02689865391761095,0.5100000000000002,-0.02468551575591329
0.5200000000000002,-0.1554795014382865,0.5200000000000002,-0.1377644377186189,0.5200000000000002,-0.1118948270447696,0.5200000000000002,-0.09404609069860889,0.5200000000000002,-0.08104917114579044,0.5200000000000002,-0.07118491554937428,0.5200000000000002,-0.06345175552819052,0.5200000000000002,-0.05723058517224607,0.5200000000000002,-0.04784682483661841,0.5200000000000002,-0.04110961421387806,0.5200000000000002,-0.03603948196931016,0.5200000000000002,-0.03208639911522634,0.5200000000000002,-0.02891802679914954,0.5200000000000002,-0.02632184497344434,0.5200000000000002,-0.02415567038193635
0.5300000000000002,-0.1532870934130717,0.5300000000000002,-0.1356659192076197,0.5300000000000002,-0.1100315199290523,0.5300000000000002,-0.09240272803314456,0.5300000000000002,-0.07959092376427807,0.5300000000000002,-0.06987941303227595,0.5300000000000002,-0.06227261270235693,0.5300000000000002,-0.0561569390378641,0.5300000000000002,-0.0469381655405582,0.5300000000000002,-0.04032330362473098,0.5300000000000002,-0.03534714607570508,0.5300000000000002,-0.03146835181333877,0.5300000000000002,-0.02836010781532394,0.5300000000000002,-0.02581355317385071,0.5300000000000002,-0.02368901468795669
0.5400000000000003,-0.1513315875617844,0.5400000000000003,-0.1337959867358464,0.5400000000000003,-0.1083753408790559,0.5400000000000003,-0.09094533714107146,0.5400000000000003,-0.0783000767902774,0.5400000000000003,-0.06872549672112209,0.5400000000000003,-0.06123165661050933,0.5400000000000003,-0.05521008178186516,0.5400000000000003,-0.04613810049980699,0.5400000000000003,-0.03963181400787287,0.5400000000000003,-0.0347388948211999,0.5400000000000003,-0.03092580741429957,0.5400000000000003,-0.02787068576193118,0.5400000000000003,-0.02536793603592916,0.5400000000000003,-0.02328012144886369
0.5500000000000003,-0.1495992905507234,0.5500000000000003,-0.1321406428836146,0.5500000000000003,-0.1069123058287548,0.5500000000000003,-0.08966045883838751,0.5500000000000003,-0.07716390116386247,0.5500000000000003,-0.06771121422903176,0.5500000000000003,-0.06031768756657607,0.5500000000000003,-0.05437951468015644,0.5500000000000003,-0.04543735368360895,0.5500000000000003,-0.03902687183697165,0.5500000000000003,-0.03420727825113999,0.5500000000000003,-0.03045199918306663,0.5500000000000003,-0.02744356733411884,0.5500000000000003,-0.02497928712155585,0.5500000000000003,-0.02292370206216984
0.5600000000000003,-0.1480753504959134,0.5600000000000003,-0.1306849310565993,0.5600000000000003,-0.1056278724864424,0.5600000000000003,-0.08853437070179959,0.5600000000000003,-0.07616960122476073,0.5600000000000003,-0.06682467515616949,0.5600000000000003,-0.05951965189328506,0.5600000000000003,-0.05365493994227162,0.5600000000000003,-0.04482690852251717,0.5600000000000003,-0.03850048513530131,0.5600000000000003,-0.03374513271089283,0.5600000000000003,-0.03004044297188211,0.5600000000000003,-0.02707283400164697,0.5600000000000003,-0.02464216509130795,0.5600000000000003,-0.02261472266266051
0.5700000000000003,-0.146744437687448,0.5700000000000003,-0.1294135804051741,0.5700000000000003,-0.1045074843851581,0.5700000000000003,-0.08755353740832768,0.5700000000000003,-0.07530468994956847,0.5700000000000003,-0.06605436790875995,0.5700000000000003,-0.05882691321639778,0.5700000000000003,-0.05302649611320143,0.5700000000000003,-0.04429819131521759,0.5700000000000003,-0.03804509177766924,0.5700000000000003,-0.03334570428103935,0.5700000000000003,-0.02968504233107327,0.5700000000000003,-0.02675293317099892,0.5700000000000003,-0.02435147395947622,0.5700000000000003,-0.02234847565457274
0.5800000000000003,-0.1455912608823543,0.5800000000000003,-0.1283114871296383,0.5800000000000003,-0.1035369638689521,0.5800000000000003,-0.08670492642629168,0.5800000000000003,-0.07455724498993695,0.5800000000000003,-0.06538937065811763,0.5800000000000003,-0.05822942912585087,0.5800000000000003,-0.05248490824974509,0.5800000000000003,-0.0438431840250551,0.5800000000000003,-0.03765364783153367,0.5800000000000003,-0.0330027202646233,0.5800000000000003,-0.02938014787827517,0.5800000000000003,-0.02647872853430515,0.5800000000000003,-0.0241025065331969,0.5800000000000003,-0.02212061772895376
0.5900000000000003,-0.1446009420095752,0.5900000000000003,-0.1273640571396995,0.5900000000000003,-0.1027027806958336,0.5900000000000003,-0.08597621528557783,0.5900000000000003,-0.07391607036783776,0.5900000000000003,-0.06481947964385575,0.5900000000000003,-0.05771785475326605,0.5900000000000003,-0.05202157287209735,0.5900000000000003,-0.04345448379430159,0.5900000000000003,-0.0373196711250245,0.5900000000000003,-0.03271042219924929,0.5900000000000003,-0.02912058300878123,0.5900000000000003,-0.02624552054496666,0.5900000000000003,-0.02389096102283896,0.5900000000000003,-0.02192718354871462
0.6000000000000003,-0.143759273637963,0.6000000000000003,-0.1265574355819117,0.6000000000000003,-0.1019922217871951,0.6000000000000003,-0.0853559144628997,0.6000000000000003,-0.07337078594481752,0.6000000000000003,-0.06433527503486525,0.6000000000000003,-0.05728359174068335,0.6000000000000003,-0.05162859462575019,0.6000000000000003,-0.04312532358443548,0.6000000000000003,-0.03703725251238366,0.6000000000000003,-0.03246357135452628,0.6000000000000003,-0.02890164570725886,0.6000000000000003,-0.02604904580777262,0.6000000000000003,-0.02371293880989797,0.6000000000000003,-0.02176458241685286
0.6100000000000003,-0.1430528825388541,0.6100000000000003,-0.1258786470165685,0.6100000000000003,-0.1013934848740864,0.6100000000000003,-0.08483342664016778,0.6100000000000003,-0.07291186334507964,0.6100000000000003,-0.06392814114058513,0.6100000000000003,-0.05691879775474579,0.6100000000000003,-0.05129878840561979,0.6100000000000003,-0.04284956546861556,0.6100000000000003,-0.03680104470769356,0.6100000000000003,-0.03225743532223552,0.6100000000000003,-0.02871909407891774,0.6100000000000003,-0.0258854622092699,0.6100000000000003,-0.02356492955101379,0.6100000000000003,-0.02162958356891707
0.6200000000000003,-0.1424693202624327,0.6200000000000003,-0.1253156671286933,0.6200000000000003,-0.1008957153394148,0.6200000000000003,-0.08439905951017435,0.6200000000000003,-0.0725306235068649,0.6200000000000003,-0.06359025442597588,0.6200000000000003,-0.05661636855610912,0.6200000000000003,-0.05102565774607856,0.6200000000000003,-0.04262167551277098,0.6200000000000003,-0.03660623626750824,0.6200000000000003,-0.03208776226218233,0.6200000000000003,-0.02856912137622918,0.6200000000000003,-0.02575132494041898,0.6200000000000003,-0.02344378826444453,0.6200000000000003,-0.02151929431870496
0.6300000000000003,-0.1419970986306484,0.6300000000000003,-0.1248574435432955,0.6300000000000003,-0.1004890020304865,0.6300000000000003,-0.08404400587040985,0.6300000000000003,-0.07221920781011759,0.6300000000000003,-0.06331454979277643,0.6300000000000003,-0.05636990187238077,0.6300000000000003,-0.05080335772982791,0.6300000000000003,-0.04243668698807597,0.6300000000000003,-0.03644851639053862,0.6300000000000003,-0.03195074767698847,0.6300000000000003,-0.02844832478664859,0.6300000000000003,-0.02564355719920601,0.6300000000000003,-0.02334670780230365,0.6300000000000003,-0.02143113414522885
0.6400000000000003,-0.1416256849355989,0.6400000000000003,-0.1244938800430026,0.6400000000000003,-0.1001643445552246,0.6400000000000003,-0.08376030169645234,0.6400000000000003,-0.07197053194015975,0.6400000000000003,-0.06309467305477545,0.6400000000000003,-0.05617365001620712,0.6400000000000003,-0.05062664856173272,0.6400000000000003,-0.04229015687500812,0.6400000000000003,-0.03632403466588494,0.6400000000000003,-0.03184299724253949,0.6400000000000003,-0.02835367105050107,0.6400000000000003,-0.0255594182857681,0.6400000000000003,-0.02327118913628663,0.6400000000000003,-0.02136280691644792
0.6500000000000004,-0.1413454687169216,0.6500000000000004,-0.1242157955098511,0.6500000000000004,-0.09991360173799622,0.6500000000000004,-0.0835407703111216,0.6500000000000004,-0.07177822934080412,0.6500000000000004,-0.0629249254698506,0.6500000000000004,-0.05602246633268111,0.6500000000000004,-0.05049084427268751,0.6500000000000004,-0.04217811921594217,0.6500000000000004,-0.03622935870306607,0.6500000000000004,-0.03176148817818847,0.6500000000000004,-0.02828246105692882,0.6500000000000004,-0.02549647097822062,0.6500000000000004,-0.02321501113918353,0.6500000000000004,-0.02131227276527917
0.6600000000000004,-0.1411477094243149,0.6600000000000004,-0.1240148663472317,0.6600000000000004,-0.09972942854654439,0.6600000000000004,-0.08337895866980789,0.6600000000000004,-0.07163658926510216,0.6600000000000004,-0.0628002045602592,0.6600000000000004,-0.05591174910738229,0.6600000000000004,-0.05039175971404809,0.6600000000000004,-0.04209703779712366,0.6600000000000004,-0.03616143166598169,0.6600000000000004,-0.03170353085308758,0.6600000000000004,-0.02823229487322214,0.6600000000000004,-0.02545254946010641,0.6600000000000004,-0.02317620098813703,0.6600000000000004,-0.02127772062728284
0.6700000000000004,-0.1410244721063642,0.6700000000000004,-0.1238835590111344,0.6700000000000004,-0.09960520689537174,0.6700000000000004,-0.08326907012636195,0.6700000000000004,-0.07154049299526986,0.6700000000000004,-0.06271594419689172,0.6700000000000004,-0.05583738545786229,0.6700000000000004,-0.05032565801502244,0.6700000000000004,-0.04204375983471781,0.6700000000000004,-0.03611753105588326,0.6700000000000004,-0.03166673174324601,0.6700000000000004,-0.0282010381538296,0.6700000000000004,-0.02542572861849295,0.6700000000000004,-0.02315300590963826,0.6700000000000004,-0.02125754208110486
0.6800000000000004,-0.1409685565017094,0.6800000000000004,-0.1238150575708749,0.6800000000000004,-0.09953497423590561,0.6800000000000004,-0.08320589676818925,0.6800000000000004,-0.07148535071151614,0.6800000000000004,-0.062668055978925,0.6800000000000004,-0.05579569690495768,0.6800000000000004,-0.05028919994388206,0.6800000000000004,-0.04201547174934425,0.6800000000000004,-0.03609522959670371,0.6800000000000004,-0.03164895843405739,0.6800000000000004,-0.02818679050985437,0.6800000000000004,-0.02541429520862003,0.6800000000000004,-0.02314386669697147,0.6800000000000004,-0.02125030687107142
0.6900000000000004,-0.1409734235095184,0.6900000000000004,-0.123803189882419,0.6900000000000004,-0.09951335269970479,0.6900000000000004,-0.08318475344936677,0.6900000000000004,-0.07146704067885175,0.6900000000000004,-0.06265287324661475,0.6900000000000004,-0.05578338771846338,0.6900000000000004,-0.05027939608501428,0.6900000000000004,-0.04200965769172264,0.6900000000000004,-0.03609235872785437,0.6900000000000004,-0.03164830706779653,0.6900000000000004,-0.02818785616429297,0.6900000000000004,-0.02541672115614056,0.6900000000000004,-0.02314739323030983,0.6900000000000004,-0.02125474031056888
0.7000000000000004,-0.1410331219351106,0.7000000000000004,-0.1238423549367356,0.7000000000000004,-0.09953548070607528,0.7000000000000004,-0.0832014149454979,0.7000000000000004,-0.07148185183359557,0.7000000000000004,-0.06266709856802585,0.7000000000000004,-0.05579749670466982,0.7000000000000004,-0.0502935623716772,0.7000000000000004,-0.04202406118920773,0.7000000000000004,-0.0361069749703615,0.7000000000000004,-0.03166307243448235,0.7000000000000004,-0.02820271704544214,0.7000000000000004,-0.02543163911682775,0.7000000000000004,-0.02316234209555344,0.7000000000000004,-0.02126970264446431
0.7100000000000004,-0.1411422175912513,0.7100000000000004,-0.1239274531850107,0.7100000000000004,-0.09959694832219472,0.7100000000000004,-0.08325205714931899,0.7100000000000004,-0.07152643043729091,0.7100000000000004,-0.06270775519482152,0.7100000000000004,-0.05583535280961477,0.7100000000000004,-0.05032927926097374,0.7100000000000004,-0.04205665008700022,0.7100000000000004,-0.03613732927430734,0.7100000000000004,-0.03169172077329489,0.7100000000000004,-0.02823000835922905,0.7100000000000004,-0.02545782031676371,0.7100000000000004,-0.02318759631268911,0.7100000000000004,-0.02129417037273302
0.7200000000000004,-0.1412957262354487,0.7200000000000004,-0.1240538210896094,0.7200000000000004,-0.09969373722150522,0.7200000000000004,-0.08333320287539978,0.7200000000000004,-0.07159773118345034,0.7200000000000004,-0.06277214275043581,0.7200000000000004,-0.05589453471791899,0.7200000000000004,-0.05038435467247651,0.7200000000000004,-0.04210558483313447,0.7200000000000004,-0.03618183935711217,0.7200000000000004,-0.03173286527137444,0.7200000000000004,-0.02826849661387177,0.7200000000000004,-0.02549415463839066,0.7200000000000004,-0.02322214713429617,0.7200000000000004,-0.02132721949319946
0.7300000000000004,-0.1414890513921479,0.7300000000000004,-0.1242171707577668,0.7300000000000004,-0.09982216578134771,0.7300000000000004,-0.0834416726070196,0.7300000000000004,-0.0716929729577948,0.7300000000000004,-0.06285779726572757,0.7300000000000004,-0.055972834505724,0.7300000000000004,-0.05045679071076836,0.7300000000000004,-0.04216919008279253,0.7300000000000004,-0.03623906498610566,0.7300000000000004,-0.03178524420246086,0.7300000000000004,-0.02831706003415022,0.7300000000000004,-0.02553963288770308,0.7300000000000004,-0.02326507784925626,0.7300000000000004,-0.02136801059924233
0.7400000000000004,-0.1417179278048678,0.7400000000000004,-0.124413535243603,0.7400000000000004,-0.09997883965714278,0.7400000000000004,-0.0835745403665968,0.7400000000000004,-0.07180959933767374,0.7400000000000004,-0.06296245558817541,0.7400000000000004,-0.05606822533587136,0.7400000000000004,-0.05054475413553205,0.7400000000000004,-0.04224592955915211,0.7400000000000004,-0.03630768613163224,0.7400000000000004,-0.03184770162782977,0.7400000000000004,-0.02837467128745088,0.7400000000000004,-0.02559333116618288,0.7400000000000004,-0.02331554951755055,0.7400000000000004,-0.02141577576100252
0.7500000000000004,-0.1419783710511421,0.7500000000000004,-0.124639219918578,0.7500000000000004,-0.1001606080374313,0.7500000000000004,-0.08372909479673023,0.7500000000000004,-0.07194524384854695,0.7500000000000004,-0.06308402414109936,0.7500000000000004,-0.056178833146691,0.7500000000000004,-0.05064655051523874,0.7500000000000004,-0.0423343840921839,0.7500000000000004,-0.03638648390795297,0.7500000000000004,-0.0319191705771656,0.7500000000000004,-0.02844038244158683,0.7500000000000004,-0.02565439727066488,0.7500000000000004,-0.02337278856278898,0.7500000000000004,-0.02146980712019989
0.7600000000000005,-0.1422666337015873,0.7600000000000005,-0.1248907601814165,0.7600000000000005,-0.1003645256964253,0.7600000000000005,-0.08390280548044696,0.7600000000000005,-0.07209769995634868,0.7600000000000005,-0.06322055198330977,0.7600000000000005,-0.0563029122685397,0.7600000000000005,-0.05076060198945036,0.7600000000000005,-0.04243323275339775,0.7600000000000005,-0.03647432421990942,0.7600000000000005,-0.03199865863003344,0.7600000000000005,-0.02851331207875283,0.7600000000000005,-0.02572203904944609,0.7600000000000005,-0.02343607615466896,0.7600000000000005,-0.02152944713443335
0.7700000000000005,-0.1425791682870418,0.7700000000000005,-0.125164885681013,0.7700000000000005,-0.1005878208973451,0.7700000000000005,-0.08409329448894083,0.7700000000000005,-0.07226489574916008,0.7700000000000005,-0.06337020810395748,0.7700000000000005,-0.05643882489314533,0.7700000000000005,-0.05088542856014273,0.7700000000000005,-0.04254123700527659,0.7700000000000005,-0.03657014403679771,0.7700000000000005,-0.03208523582354025,0.7700000000000005,-0.02859263449565591,0.7700000000000005,-0.02579551464899812,0.7700000000000005,-0.0235047393197484,0.7700000000000005,-0.02159408041303539
0.7800000000000005,-0.1429125972323826,0.7800000000000005,-0.125458491139309,0.7800000000000005,-0.1008278691435737,0.7800000000000005,-0.08429831310858379,0.7800000000000005,-0.07244487323773785,0.7800000000000005,-0.06353126287171441,0.7800000000000005,-0.05658502431069103,0.7800000000000005,-0.05101963282614286,0.7800000000000005,-0.04265722778242809,0.7800000000000005,-0.0366729402156339,0.7800000000000005,-0.03217802481385767,0.7800000000000005,-0.02867757092270293,0.7800000000000005,-0.0258741245889064,0.7800000000000005,-0.02357814372240737,0.7800000000000005,-0.02166312709014671
0.7900000000000005,-0.1432636898047808,0.7900000000000005,-0.1257686137694248,0.7900000000000005,-0.1010821727121073,0.7900000000000005,-0.08451572365514975,0.7900000000000005,-0.07263577217266018,0.7900000000000005,-0.06370207353365576,0.7900000000000005,-0.05674004181135606,0.7900000000000005,-0.05116188806049785,0.7900000000000005,-0.04278009541226823,0.7900000000000005,-0.03678176078972838,0.7900000000000005,-0.03227619321486512,0.7900000000000005,-0.02876738269193341,0.7900000000000005,-0.0259572056003056,0.7900000000000005,-0.0236556880561138,0.7900000000000005,-0.02173603767935025
0.8000000000000005,-0.1436293459952301,0.8000000000000005,-0.126092417175844,0.8000000000000005,-0.1013483458254276,0.8000000000000005,-0.08474348622417835,0.8000000000000005,-0.07283581822959256,0.8000000000000005,-0.06388107362172979,0.8000000000000005,-0.05690247711682292,0.8000000000000005,-0.05131092950404721,0.8000000000000005,-0.04290878226284742,0.8000000000000005,-0.0368956986223354,0.8000000000000005,-0.03237894802378756,0.8000000000000005,-0.02886136627199567,0.8000000000000005,-0.02604412615318701,0.8000000000000005,-0.02373679997637481,0.8000000000000005,-0.02181228934639535
0.8100000000000005,-0.1440065870982819,0.8100000000000005,-0.1264271814918391,0.8100000000000005,-0.101624105218616,0.8100000000000005,-0.08497965014805635,0.8100000000000005,-0.07304331535001578,0.8100000000000005,-0.06406676607060904,0.8100000000000005,-0.05707099216061665,0.8100000000000005,-0.05146554870751921,0.8100000000000005,-0.04304227797257654,0.8100000000000005,-0.03701388729773354,0.8100000000000005,-0.03248553202019677,0.8100000000000005,-0.02895885006788879,0.8100000000000005,-0.02613428357965617,0.8100000000000005,-0.02382093349027982,0.8100000000000005,-0.02189138352155414
0.8200000000000005,-0.1443925525754756,0.8200000000000005,-0.1267702993539387,0.8200000000000005,-0.101907265737832,0.8200000000000005,-0.08522234983253149,0.8200000000000005,-0.07325664194270984,0.8200000000000005,-0.0642577197801585,0.8200000000000005,-0.05724430797426844,0.8200000000000005,-0.05162459069938704,0.8200000000000005,-0.04317961707141929,0.8200000000000005,-0.03713549908376904,0.8200000000000005,-0.03259522199145685,0.8200000000000005,-0.02905919285376069,0.8200000000000005,-0.02622710267383473,0.8200000000000005,-0.02390756769362706,0.8200000000000005,-0.02197284475128378
0.8300000000000005,-0.1447845025889944,0.8300000000000005,-0.1271192771394461,0.8300000000000005,-0.1021957404687716,0.8300000000000005,-0.08546980453206125,0.8300000000000005,-0.07347425055501439,0.8300000000000005,-0.06445256927207006,0.8300000000000005,-0.05742120436227481,0.8300000000000005,-0.05178695369034077,0.8300000000000005,-0.04331987874806451,0.8300000000000005,-0.0372597447528291,0.8300000000000005,-0.03270732859657651,0.8300000000000005,-0.02916178367053288,0.8300000000000005,-0.0263220356162442,0.8300000000000005,-0.02399620671675817,0.8300000000000005,-0.02205622066148447
0.8400000000000005,-0.1451798253860862,0.8400000000000005,-0.1274717407119722,0.8400000000000005,-0.1024875447487453,0.8400000000000005,-0.08572032150273215,0.8400000000000005,-0.07369467051955521,0.8400000000000005,-0.06465001699983533,0.8400000000000005,-0.05760052196847839,0.8400000000000005,-0.05195159095289337,0.8400000000000005,-0.04346218845723026,0.8400000000000005,-0.0373858749963896,0.8400000000000005,-0.03282119763500566,0.8400000000000005,-0.02926604297967436,0.8400000000000005,-0.0264185630340474,0.8400000000000005,-0.02408638070702833,0.8400000000000005,-0.02214108287417196
0.8500000000000005,-0.1455760485194533,0.8500000000000005,-0.1278254447475698,0.8500000000000005,-0.1027808032769085,0.8500000000000005,-0.08597230185496371,0.8500000000000005,-0.07391651298184926,0.8500000000000005,-0.06484883778317375,0.8500000000000005,-0.0577811662579787,0.8500000000000005,-0.05211751444376731,0.8500000000000005,-0.04360572100188731,0.8500000000000005,-0.03751318311717546,0.8500000000000005,-0.03293621244203034,0.8500000000000005,-0.02937142482442442,0.8500000000000005,-0.02651619597240174,0.8500000000000005,-0.02417764764292029,0.8500000000000005,-0.02222702868913999
0.8600000000000005,-0.1459708527250993,0.8600000000000005,-0.1281782845692051,0.8600000000000005,-0.1030737594197045,0.8600000000000005,-0.08622424832942253,0.8600000000000005,-0.07413847762890383,0.8600000000000005,-0.06504788476294217,0.8600000000000005,-0.05796211287157845,0.8600000000000005,-0.05228379967603487,0.8600000000000005,-0.0437497046742349,0.8600000000000005,-0.03764100863902231,0.8600000000000005,-0.033051797093763,0.8600000000000005,-0.02947741971525021,0.8600000000000005,-0.02661447852100031,0.8600000000000005,-0.02426959574637568,0.8600000000000005,-0.02231368331604945
0.8700000000000006,-0.1463620871682536,0.8700000000000006,-0.1285283093191663,0.8700000000000006,-0.1033647857288521,0.8700000000000006,-0.08647477415236089,0.8700000000000006,-0.07435936038077411,0.8700000000000006,-0.06524609622125691,0.8700000000000006,-0.05814241376385603,0.8700000000000006,-0.05244959130640773,0.8700000000000006,-0.04389342600425883,0.8700000000000006,-0.03776874144427843,0.8700000000000006,-0.03316742007808104,0.8700000000000006,-0.02958355793251032,0.8700000000000006,-0.02671299081834161,0.8700000000000006,-0.02436184624025976,0.8700000000000006,-0.02240070242429861
0.8800000000000006,-0.146747784728147,0.8800000000000006,-0.1288737352640304,0.8800000000000006,-0.1036523946610553,0.8800000000000006,-0.08672261210293854,0.8800000000000006,-0.07457806128656234,0.8800000000000006,-0.06544250259345862,0.8800000000000006,-0.05832120351970909,0.8800000000000006,-0.05261410888831972,0.8800000000000006,-0.04403623465221144,0.8800000000000006,-0.03789582603773953,0.8800000000000006,-0.03328259807826927,0.8800000000000006,-0.02968941293068502,0.8800000000000006,-0.02681135214845938,0.8800000000000006,-0.02445405619072892,0.8800000000000006,-0.02248777477143931
