nch18_Cdd_Cgg (ll=2e-07) X,nch18_Cdd_Cgg (ll=2e-07) Y,nch18_Cdd_Cgg (ll=3e-07) X,nch18_Cdd_Cgg (ll=3e-07) Y,nch18_Cdd_Cgg (ll=4e-07) X,nch18_Cdd_Cgg (ll=4e-07) Y,nch18_Cdd_Cgg (ll=5e-07) X,nch18_Cdd_Cgg (ll=5e-07) Y,nch18_Cdd_Cgg (ll=6e-07) X,nch18_Cdd_Cgg (ll=6e-07) Y,nch18_Cdd_Cgg (ll=7e-07) X,nch18_Cdd_Cgg (ll=7e-07) Y,nch18_Cdd_Cgg (ll=8e-07) X,nch18_Cdd_Cgg (ll=8e-07) Y,nch18_Cdd_Cgg (ll=9e-07) X,nch18_Cdd_Cgg (ll=9e-07) Y,nch18_Cdd_Cgg (ll=1e-06) X,nch18_Cdd_Cgg (ll=1e-06) Y,nch18_Cdd_Cgg (ll=1.2e-06) X,nch18_Cdd_Cgg (ll=1.2e-06) Y,nch18_Cdd_Cgg (ll=1.4e-06) X,nch18_Cdd_Cgg (ll=1.4e-06) Y,nch18_Cdd_Cgg (ll=1.6e-06) X,nch18_Cdd_Cgg (ll=1.6e-06) Y,nch18_Cdd_Cgg (ll=1.8e-06) X,nch18_Cdd_Cgg (ll=1.8e-06) Y,nch18_Cdd_Cgg (ll=2e-06) X,nch18_Cdd_Cgg (ll=2e-06) Y,nch18_Cdd_Cgg (ll=2.2e-06) X,nch18_Cdd_Cgg (ll=2.2e-06) Y,nch18_Cdd_Cgg (ll=2.4e-06) X,nch18_Cdd_Cgg (ll=2.4e-06) Y
0.4000000000000002,0.3133669161388631,0.4000000000000002,0.2507234124735245,0.4000000000000002,0.2050439443864046,0.4000000000000002,0.1719950119889963,0.4000000000000002,0.1467052802416285,0.4000000000000002,0.1274536156706697,0.4000000000000002,0.1123990127578432,0.4000000000000002,0.1003529179884712,0.4000000000000002,0.09052407305937422,0.4000000000000002,0.07550678576539704,0.4000000000000002,0.06437518839612333,0.4000000000000002,0.05601318793638461,0.4000000000000002,0.04951978697022581,0.4000000000000002,0.04434187935595302,0.4000000000000002,0.0401226032340037,0.4000000000000002,0.03662211137211648
0.4100000000000002,0.3087881111401067,0.4100000000000002,0.24534294002775,0.4100000000000002,0.1994664211115461,0.4100000000000002,0.1666066264127183,0.4100000000000002,0.1416798622015827,0.4100000000000002,0.1228273684148624,0.4100000000000002,0.1081558204055673,0.4100000000000002,0.09645896786860413,0.4100000000000002,0.08694184639484438,0.4100000000000002,0.07244426302636156,0.4100000000000002,0.0617531578975974,0.4100000000000002,0.05373180846835347,0.4100000000000002,0.04750755362239391,0.4100000000000002,0.04254648490424422,0.4100000000000002,0.03850494313192456,0.4100000000000002,0.03515235013768818
0.4200000000000002,0.3037920865506362,0.4200000000000002,0.2396281656240095,0.4200000000000002,0.1937106583687241,0.4200000000000002,0.1611628652862475,0.4200000000000002,0.136693050418675,0.4200000000000002,0.1182968073699786,0.4200000000000002,0.1040421143162399,0.4200000000000002,0.09271379426997986,0.4200000000000002,0.08351861450026458,0.4200000000000002,0.06954616108196818,0.4200000000000002,0.05928873438384418,0.4200000000000002,0.05159830649239889,0.4200000000000002,0.04563301482301063,0.4200000000000002,0.0408790801383755,0.4200000000000002,0.03700636368270909,0.4200000000000002,0.03379362162577512
0.4300000000000002,0.2984588489648717,0.4300000000000002,0.2336866620002401,0.4300000000000002,0.1878884406768982,0.4300000000000002,0.1557645600195659,0.4300000000000002,0.1318278313557801,0.4300000000000002,0.113928905777168,0.4300000000000002,0.1001117272439173,0.4300000000000002,0.08916076249961523,0.4300000000000002,0.08028946894071919,0.4300000000000002,0.06683580904774257,0.4300000000000002,0.05699693585791597,0.4300000000000002,0.04962250523150638,0.4300000000000002,0.0439026060294533,0.4300000000000002,0.03934381475757619,0.4300000000000002,0.03562942958241468,0.4300000000000002,0.03254736696277505
0.4400000000000002,0.2928813395638334,0.4400000000000002,0.2276304436826446,0.4400000000000002,0.1821051908271046,0.4400000000000002,0.1505001264324718,0.4400000000000002,0.1271523463095662,0.4400000000000002,0.1097756025087204,0.4400000000000002,0.09640422157142226,0.4400000000000002,0.08583007760036408,0.4400000000000002,0.07727752130988931,0.4400000000000002,0.06432672198575666,0.4400000000000002,0.05488509864622214,0.4400000000000002,0.04780807383350578,0.4400000000000002,0.04231772746554043,0.4400000000000002,0.03794064214723373,0.4400000000000002,0.03437315224639943,0.4400000000000002,0.03141197676682099
0.4500000000000002,0.2871588967323085,0.4500000000000002,0.2215683659672043,0.4500000000000002,0.1764542228884468,0.4500000000000002,0.1454421894119287,0.4500000000000002,0.1227186322464202,0.4500000000000002,0.1058738476621284,0.4500000000000002,0.09294569848135648,0.4500000000000002,0.08274002173806035,0.4500000000000002,0.07449536561838686,0.4500000000000002,0.06202419563985329,0.4500000000000002,0.05295433656488683,0.4500000000000002,0.04615382444698378,0.4500000000000002,0.04087588981248624,0.4500000000000002,0.03666633328001875,0.4500000000000002,0.0332338916283036,0.4500000000000002,0.03038359821661142
0.4600000000000002,0.2813907913318989,0.4600000000000002,0.2155998905940451,0.4600000000000002,0.1710131201074397,0.4600000000000002,0.1406462778164761,0.4600000000000002,0.1185629735231418,0.4600000000000002,0.1022468173694923,0.4600000000000002,0.0897504251944178,0.4600000000000002,0.07989874732832061,0.4600000000000002,0.07194690474395633,0.4600000000000002,0.0599270251167433,0.4600000000000002,0.05120099533301046,0.4600000000000002,0.04465494432095622,0.4600000000000002,0.03957176703276042,0.4600000000000002,0.0355153859189818,0.4600000000000002,0.03220614974552569,0.4600000000000002,0.02945683450741772
0.4700000000000003,0.275670569178707,0.4700000000000003,0.2098106947275334,0.4700000000000003,0.1658421599292684,0.4700000000000003,0.1361511934906785,0.4700000000000003,0.1147073723068811,0.4700000000000003,0.098905826256646,0.4700000000000003,0.08682286705877076,0.4700000000000003,0.07730627701064449,0.4700000000000003,0.06962925099482693,0.4700000000000003,0.05802914989170285,0.4700000000000003,0.04961797796333076,0.4700000000000003,0.04330408232298629,0.4700000000000003,0.03839810289953267,0.4700000000000003,0.03448079327281289,0.4700000000000003,0.03128323180182618,0.4700000000000003,0.02862532064024001
0.4800000000000003,0.2700816784876661,0.4800000000000003,0.2042702155209243,0.4800000000000003,0.1609844378987739,0.4800000000000003,0.1319805485483003,0.4800000000000003,0.1111616591008161,0.4800000000000003,0.09585253837242472,0.4800000000000003,0.08415980674749537,0.4800000000000003,0.07495646218221162,0.4800000000000003,0.06753450812398257,0.4800000000000003,0.05632110978401461,0.4800000000000003,0.04819587748620612,0.4800000000000003,0.0420922547521412,0.4800000000000003,0.0373464526709939,0.4800000000000003,0.03355466354660695,0.4800000000000003,0.03045777257096924,0.4800000000000003,0.02788217715432012
0.4900000000000003,0.2646945880524177,0.4900000000000003,0.1990309335045161,0.4900000000000003,0.1564672195515517,0.4900000000000003,0.1281449779514179,0.4900000000000003,0.1079258490277233,0.4900000000000003,0.09308118281948637,0.4900000000000003,0.08175233766791309,0.4900000000000003,0.07283874783232711,0.4900000000000003,0.06565132700557054,0.4900000000000003,0.05479126037576311,0.4900000000000003,0.04692389699394686,0.4900000000000003,0.04100956621166309,0.4900000000000003,0.03640776389802817,0.4900000000000003,0.03272869872754914,0.4900000000000003,0.029722138646837,0.4900000000000003,0.02722035351133127
0.5000000000000002,0.2595653678476497,0.5000000000000002,0.1941290290989275,0.5000000000000002,0.1523040435543872,0.5000000000000002,0.1246446187190963,0.5000000000000002,0.1049924597568416,0.5000000000000002,0.09058058603447033,0.5000000000000002,0.0795876107933064,0.5000000000000002,0.07093966876081417,0.5000000000000002,0.06396619122425892,0.5000000000000002,0.05342673995793788,0.5000000000000002,0.04579056473655153,0.5000000000000002,0.04004575972382052,0.5000000000000002,0.03557281298927732,0.5000000000000002,0.03199454983408822,0.5000000000000002,0.02906872353659696,0.5000000000000002,0.02663287746577391
0.5100000000000002,0.2547355363496114,0.5100000000000002,0.1895859872015304,0.5100000000000002,0.148497166569188,0.5100000000000002,0.1214715586509629,0.5100000000000002,0.1023486132923064,0.5100000000000002,0.08833592102813317,0.5100000000000002,0.07765028426475203,0.5100000000000002,0.06924405709260753,0.5100000000000002,0.06246443155598696,0.5100000000000002,0.05221420622087531,0.5100000000000002,0.04478426716491212,0.5100000000000002,0.03919061937893027,0.5100000000000002,0.03483251971444036,0.5100000000000002,0.03134406922891171,0.5100000000000002,0.02849015455078077,0.5100000000000002,0.02611302781732672
0.5200000000000002,0.2502328857044371,0.5200000000000002,0.1854107462070202,0.5200000000000002,0.1450400402825539,0.5200000000000002,0.1186120661958266,0.5200000000000002,0.09997783084071141,0.5200000000000002,0.08633013877714033,0.5200000000000002,0.07592367245782987,0.5200000000000002,0.06773597535688594,0.5200000000000002,0.06113099322595377,0.5200000000000002,0.05114037392478463,0.5200000000000002,0.04389362913311196,0.5200000000000002,0.03843425168696755,0.5200000000000002,0.03417816283360262,0.5200000000000002,0.03076948054685322,0.5200000000000002,0.02797942978502041,0.5200000000000002,0.02565444692770741
0.5300000000000002,0.246072968851855,0.5300000000000002,0.1816020567959159,0.5300000000000002,0.1419196143805252,0.5300000000000002,0.1160485030694193,0.5300000000000002,0.09786149289793038,0.5300000000000002,0.08454508928018753,0.5300000000000002,0.07439061926247179,0.5300000000000002,0.06639940778143923,0.5300000000000002,0.05995099164838203,0.5300000000000002,0.05019238900302143,0.5300000000000002,0.04310777119172605,0.5300000000000002,0.03776727093566348,0.5300000000000002,0.03360151844636135,0.5300000000000002,0.03026348487482926,0.5300000000000002,0.02753000145904898,0.5300000000000002,0.02525120734526233
0.5400000000000003,0.2422609547715771,0.5400000000000003,0.1781508035832583,0.5400000000000003,0.139118348749378,0.5400000000000003,0.1137608871172287,0.5400000000000003,0.09597997716291511,0.5400000000000003,0.08296236379394122,0.5400000000000003,0.07303413402672662,0.5400000000000003,0.0652187497100009,0.5400000000000003,0.05891009553950162,0.5400000000000003,0.04935807348237698,0.5400000000000003,0.04241647149640301,0.5400000000000003,0.03718091105108362,0.5400000000000003,0.03309493981307063,0.5400000000000003,0.02981931909035868,0.5400000000000003,0.02713581931100216,0.5400000000000003,0.02489784448823034
0.5500000000000003,0.238793609427663,0.5500000000000003,0.1750421288808933,0.5500000000000003,0.1366158866523883,0.5500000000000003,0.1117281159408605,0.5500000000000003,0.09431350940214893,0.5500000000000003,0.08156390054117153,0.5500000000000003,0.07183783271866111,0.5500000000000003,0.06417913533804105,0.5500000000000003,0.05799477439731299,0.5500000000000003,0.04862607179165084,0.5500000000000003,0.04181025600896487,0.5500000000000003,0.03666708288515408,0.5500000000000003,0.0326513941697151,0.5500000000000003,0.02943077936288762,0.5500000000000003,0.02679134513664203,0.5500000000000003,0.02458936498515901
0.5600000000000003,0.2356612230932757,0.5600000000000003,0.1722572707606795,0.5600000000000003,0.1343903875631497,0.5600000000000003,0.1099288862642919,0.5600000000000003,0.09284277207521358,0.5600000000000003,0.08033239834764616,0.5600000000000003,0.07078622520757047,0.5600000000000003,0.06326664040303932,0.5600000000000003,0.05719244288178927,0.5600000000000003,0.04798592413819314,0.5600000000000003,0.04128043643498117,0.5600000000000003,0.03621839222406324,0.5600000000000003,0.03226446893010636,0.5600000000000003,0.02909222010406695,0.5600000000000003,0.02649154717849946,0.5600000000000003,0.02432123815940011
0.5700000000000003,0.2328493665627077,0.5700000000000003,0.1697750827636407,0.5700000000000003,0.1324195468207499,0.5700000000000003,0.1083423550070155,0.5700000000000003,0.09154931693740485,0.5700000000000003,0.07925157982397618,0.5700000000000003,0.069864884930309,0.5700000000000003,0.06246839118179266,0.5700000000000003,0.05649152924069661,0.5700000000000003,0.0474280876541865,0.5700000000000003,0.04081911131407485,0.5700000000000003,0.03582813049548377,0.5700000000000003,0.03192835688990719,0.5700000000000003,0.0287985362855571,0.5700000000000003,0.02623188102386122,0.5700000000000003,0.02408937635413912
0.5800000000000003,0.2303404115610959,0.5800000000000003,0.1675732401474272,0.5800000000000003,0.13068134372906,0.5800000000000003,0.1069485901842085,0.5800000000000003,0.09041582447996019,0.5800000000000003,0.07830634040716089,0.5800000000000003,0.0690605314155416,0.5800000000000003,0.06177260545693267,0.5800000000000003,0.05588148956893101,0.5800000000000003,0.04694392147364161,0.5800000000000003,0.04041914214194082,0.5800000000000003,0.03549024731211524,0.5800000000000003,0.03163782770814946,0.5800000000000003,0.02854513507675675,0.5800000000000003,0.02600826198879691,0.5800000000000003,0.02389010833491017
0.5900000000000003,0.2281147911874883,0.5900000000000003,0.1656291601913856,0.5900000000000003,0.129154564515268,0.5900000000000003,0.1057288567179657,0.5900000000000003,0.08942624741834523,0.5900000000000003,0.07748281345218241,0.5900000000000003,0.06836105028082635,0.5900000000000003,0.06116858575212894,0.5900000000000003,0.05535278485943208,0.5900000000000003,0.0465256480208792,0.5900000000000003,0.04007411345281135,0.5900000000000003,0.03519931165941007,0.5900000000000003,0.03138819104722812,0.5900000000000003,0.0283279011771096,0.5900000000000003,0.02581703262609698,0.5900000000000003,0.02372014885134889
0.6000000000000003,0.2261520043544229,0.6000000000000003,0.163920675377924,0.6000000000000003,0.1278191453342364,0.6000000000000003,0.1046657766164537,0.6000000000000003,0.08856586907463115,0.6000000000000003,0.07676837557459076,0.6000000000000003,0.06775546997541815,0.6000000000000003,0.06064668044891402,0.6000000000000003,0.05489683370365729,0.6000000000000003,0.04616629961875149,0.6000000000000003,0.03977828341897197,0.6000000000000003,0.03495046668466244,0.6000000000000003,0.0311752552608931,0.6000000000000003,0.0281431589845942,0.6000000000000003,0.0256549279543648,0.6000000000000003,0.02357656654671529
0.6100000000000003,0.224431385581684,0.6100000000000003,0.1624265017419769,0.6100000000000003,0.1266563759795119,0.6100000000000003,0.1037433964536404,0.6100000000000003,0.08782130134037891,0.6100000000000003,0.07615161108162202,0.6100000000000003,0.06723390996623467,0.6100000000000003,0.06019822450003329,0.6100000000000003,0.0545059501602806,0.6100000000000003,0.0458596570136804,0.6100000000000003,0.03952652966915842,0.6100000000000003,0.03473938161077305,0.6100000000000003,0.03099528437244281,0.6100000000000003,0.02798763379892111,0.6100000000000003,0.02551904021339993,0.6100000000000003,0.02345675172656101
0.6200000000000003,0.2229326705508794,0.6200000000000003,0.1611265432509171,0.6200000000000003,0.1256489990031743,0.6200000000000003,0.1029471886671943,0.6200000000000003,0.087180441418216,0.6200000000000003,0.07562224978691424,0.6200000000000003,0.06678751131001338,0.6200000000000003,0.0598154683252454,0.6200000000000003,0.05417327367380596,0.6200000000000003,0.04560018447689496,0.6200000000000003,0.03931429360995438,0.6200000000000003,0.03456220321004961,0.6200000000000003,0.03084495521994626,0.6200000000000003,0.02785841355013645,0.6200000000000003,0.025406784358974,0.6200000000000003,0.02335838499361831
0.6300000000000003,0.2216363909510356,0.6300000000000003,0.1600020689457964,0.6300000000000003,0.1247812327261508,0.6300000000000003,0.1022640074135523,0.6300000000000003,0.0866324019036455,0.6300000000000003,0.07517108880443495,0.6300000000000003,0.06640835757050816,0.6300000000000003,0.05949150103185746,0.6300000000000003,0.05389269589308324,0.6300000000000003,0.04538296467770923,0.6300000000000003,0.03913752547182824,0.6300000000000003,0.034415508463215,0.6300000000000003,0.03072131600429978,0.6300000000000003,0.02775291202139275,0.6300000000000003,0.02531586507527668,0.6300000000000003,0.02327940738690045
0.6400000000000003,0.2205241314320638,0.6400000000000003,0.159035794262685,0.6400000000000003,0.1240387408021443,0.6400000000000003,0.1016820147958413,0.6400000000000003,0.08616742499697969,0.6400000000000003,0.0747899059926187,0.6400000000000003,0.06608939172685066,0.6400000000000003,0.05922017223663337,0.6400000000000003,0.05365878770693053,0.6400000000000003,0.04520363544041935,0.6400000000000003,0.03899263151977762,0.6400000000000003,0.03429625943629083,0.6400000000000003,0.03062174700957166,0.6400000000000003,0.02766883415668212,0.6400000000000003,0.02524424576972675,0.6400000000000003,0.0232179923978261
0.6500000000000004,0.219578678555703,0.6500000000000004,0.1582118924285323,0.6500000000000004,0.1234085659035117,0.6500000000000004,0.1011905892477332,0.6500000000000004,0.08577678865521016,0.6500000000000004,0.07447137046284884,0.6500000000000004,0.06582433296508847,0.6500000000000004,0.05899601536969652,0.6500000000000004,0.0534667286798099,0.6500000000000004,0.04505832970821663,0.6500000000000004,0.03887642430424809,0.6500000000000004,0.03420176098294805,0.6500000000000004,0.03054392393241732,0.6500000000000004,0.02760414377610875,0.6500000000000004,0.02519011979338053,0.6500000000000004,0.02317252004973151
0.6600000000000004,0.2187840876532201,0.6600000000000004,0.1575159566483817,0.6600000000000004,0.1228790408330205,0.6600000000000004,0.1007802246513665,0.6600000000000004,0.08545271019471715,0.6600000000000004,0.0742089538612149,0.6600000000000004,0.06560759594053603,0.6600000000000004,0.05881417431644675,0.6600000000000004,0.05331224024728543,0.6600000000000004,0.04494361947610552,0.6600000000000004,0.03878607642915564,0.6600000000000004,0.03412962158168793,0.6600000000000004,0.03048578402556288,0.6600000000000004,0.02755703383561669,0.6600000000000004,0.02515188397782181,0.6600000000000004,0.0231415530996261
0.6700000000000004,0.2181256892340059,0.6700000000000004,0.1569349292477764,0.6700000000000004,0.1224396869143128,0.6700000000000004,0.1004424262826518,0.6700000000000004,0.08518825111948845,0.6700000000000004,0.07399684486949122,0.6700000000000004,0.06543421414764608,0.6700000000000004,0.05867033451663372,0.6700000000000004,0.05319152344610562,0.6700000000000004,0.04485646406448412,0.6700000000000004,0.03871907803924526,0.6700000000000004,0.03407771741386837,0.6700000000000004,0.03044549510380331,0.6700000000000004,0.02752589924384403,0.6700000000000004,0.02512811447836881,0.6700000000000004,0.0231238153372008
0.6800000000000004,0.2175900525051946,0.6800000000000004,0.156457010103954,0.6800000000000004,0.1220811067956762,0.6800000000000004,0.1001696077925511,0.6800000000000004,0.08497722566464351,0.6800000000000004,0.0738298684548301,0.6800000000000004,0.06529976835570533,0.6800000000000004,0.05856065912207627,0.6800000000000004,0.05310120154875891,0.6800000000000004,0.04479416284203457,0.6800000000000004,0.03867319804656594,0.6800000000000004,0.03404415965540473,0.6800000000000004,0.03042142735989975,0.6800000000000004,0.02750931216972185,0.6800000000000004,0.0251175448500663,0.6800000000000004,0.02311817190427083
0.6900000000000004,0.2171649199094073,0.6900000000000004,0.1560715535836911,0.6900000000000004,0.1217948767102603,0.6900000000000004,0.09995499203295195,0.6900000000000004,0.08481411461418679,0.6900000000000004,0.07370341074784151,0.6900000000000004,0.06520032059709244,0.6900000000000004,0.05848173046149992,0.6900000000000004,0.05303826770133321,0.6900000000000004,0.04475431233717101,0.6900000000000004,0.03864644900092783,0.6900000000000004,0.03402726487308018,0.6900000000000004,0.0304121278771722,0.6900000000000004,0.02750599972827945,0.6900000000000004,0.02511904624693725,0.6900000000000004,0.02312361152923027
0.7000000000000004,0.2168391234708527,0.7000000000000004,0.1557689607396957,0.7000000000000004,0.1215734416612021,0.7000000000000004,0.09979251751815135,0.7000000000000004,0.08469398529355859,0.7000000000000004,0.07361334998081621,0.7000000000000004,0.06513235387798758,0.7000000000000004,0.0584304968299138,0.7000000000000004,0.05300003749093833,0.7000000000000004,0.04473476757579446,0.7000000000000004,0.03863705544315519,0.7000000000000004,0.03402552837150855,0.7000000000000004,0.03041629769411744,0.7000000000000004,0.02751482390957952,0.7000000000000004,0.02513160961859319,0.7000000000000004,0.02313923055910174
0.7100000000000004,0.2166024911739099,0.7100000000000004,0.155540571611672,0.7100000000000004,0.121410015839812,0.7100000000000004,0.09967675159091754,0.7100000000000004,0.08461241818548541,0.7100000000000004,0.07355599362048147,0.7100000000000004,0.06509271757857951,0.7100000000000004,0.0584042244778908,0.7100000000000004,0.05298410626762172,0.7100000000000004,0.04473360743006019,0.7100000000000004,0.03864342554862762,0.7100000000000004,0.0340376003181169,0.7100000000000004,0.0304327712654805,0.7100000000000004,0.02753476360979084,0.7100000000000004,0.02515432977568718,0.7100000000000004,0.0231642186713899
0.7200000000000004,0.2164457495452864,0.7200000000000004,0.1553785610370268,0.7200000000000004,0.1212984897491112,0.7200000000000004,0.09960281086417833,0.7200000000000004,0.0845654403189411,0.7200000000000004,0.07352802164256149,0.7200000000000004,0.06507857838942792,0.7200000000000004,0.05840045459772748,0.7200000000000004,0.05298831099483976,0.7200000000000004,0.0447491037435414,0.7200000000000004,0.03866412586131626,0.7200000000000004,0.03406226447286111,0.7200000000000004,0.03046049816735828,0.7200000000000004,0.02756489862878373,0.7200000000000004,0.02518639120237824,0.7200000000000004,0.02319784615538439
0.7300000000000004,0.2163604270064981,0.7300000000000004,0.1552758403083604,0.7300000000000004,0.1212333449174093,0.7300000000000004,0.09956628917786174,0.7300000000000004,0.0845494653939094,0.7300000000000004,0.07352643578713811,0.7300000000000004,0.06508737656830718,0.7300000000000004,0.05841696506926511,0.7300000000000004,0.05301069638623903,0.7300000000000004,0.04477969400135638,0.7300000000000004,0.03869785892706704,0.7300000000000004,0.03409841936045865,0.7300000000000004,0.03049852690608762,0.7300000000000004,0.02760439551117048,0.7300000000000004,0.02522705550648449,0.7300000000000004,0.02323945266482547
0.7400000000000004,0.2163387613327994,0.7400000000000004,0.1552259662382063,0.7400000000000004,0.1212095766841365,0.7400000000000004,0.09956319309909162,0.7400000000000004,0.0845612404961178,0.7400000000000004,0.07354851457978849,0.7400000000000004,0.0651167872785962,0.7400000000000004,0.05845173672303147,0.7400000000000004,0.05304948509241013,0.7400000000000004,0.04482395733080258,0.7400000000000004,0.03874344365284604,0.7400000000000004,0.03414506174074142,0.7400000000000004,0.03054599070786334,0.7400000000000004,0.02765249512409628,0.7400000000000004,0.02527565041352454,0.7400000000000004,0.023288437358525
0.7500000000000004,0.2163736136219417,0.7500000000000004,0.1552230586345556,0.7500000000000004,0.1212226252710341,0.7500000000000004,0.09958988486590013,0.7500000000000004,0.0845977991999172,0.7500000000000004,0.07359177388437728,0.7500000000000004,0.06516468677115166,0.7500000000000004,0.05850292389042649,0.7500000000000004,0.05310305171968577,0.7500000000000004,0.04488059364191932,0.7500000000000004,0.03879979824088189,0.7500000000000004,0.03420127225324805,0.7500000000000004,0.03060209518495112,0.7500000000000004,0.02770850188255744,0.7500000000000004,0.02533156022703015,0.7500000000000004,0.02334425036057486
0.7600000000000005,0.2164583904698486,0.7600000000000005,0.1552617267928915,0.7600000000000005,0.1212683151740175,0.7600000000000005,0.09964303260043368,0.7600000000000005,0.08465642083327124,0.7600000000000005,0.07365393275379238,0.7600000000000005,0.06522912318468858,0.7600000000000005,0.05856882903036796,0.7600000000000005,0.05316990048611815,0.7600000000000005,0.04494840574254735,0.7600000000000005,0.03886592556883646,0.7600000000000005,0.03426620313198069,0.7600000000000005,0.03066610779218784,0.7600000000000005,0.02777177454920148,0.7600000000000005,0.02539421769229503,0.7600000000000005,0.02340638548536859
0.7700000000000005,0.2165869755065765,0.7700000000000005,0.155337005321241,0.7700000000000005,0.1213428027905444,0.7700000000000005,0.09971956757375038,0.7700000000000005,0.08473459566983248,0.7700000000000005,0.07373288435249352,0.7700000000000005,0.06530829175538194,0.7700000000000005,0.0586478812414243,0.7700000000000005,0.05324864634110283,0.7700000000000005,0.0450262842842295,0.7700000000000005,0.03894090090571309,0.7700000000000005,0.03433906790242868,0.7700000000000005,0.03073734900176693,0.7700000000000005,0.02784171854836218,0.7700000000000005,0.02546309721228925,0.7700000000000005,0.0234743741831952
0.7800000000000005,0.2167536710099378,0.7800000000000005,0.1554442993929415,0.7800000000000005,0.1214425321070779,0.7800000000000005,0.0998166482721948,0.7800000000000005,0.08482999580620636,0.7800000000000005,0.0738266717296867,0.7800000000000005,0.06540051423702979,0.7800000000000005,0.0587386184817589,0.7800000000000005,0.0533379993895429,0.7800000000000005,0.0451131954098884,0.7800000000000005,0.03902386186516407,0.7800000000000005,0.03441913298305395,0.7800000000000005,0.03081518513300735,0.7800000000000005,0.02791777974170478,0.7800000000000005,0.02553770937123073,0.7800000000000005,0.02354778066822868
0.7900000000000005,0.2169531499413772,0.7900000000000005,0.1555793393350266,0.7900000000000005,0.1215641981903944,0.7900000000000005,0.09993163098081871,0.7900000000000005,0.08494045146778484,0.7900000000000005,0.07393346821677818,0.7900000000000005,0.06550422233282419,0.7900000000000005,0.05883967332145579,0.7900000000000005,0.05343675246500547,0.7900000000000005,0.04520817097869143,0.7900000000000005,0.03911400050086091,0.7900000000000005,0.03450571111550956,0.7900000000000005,0.03089902277526017,0.7900000000000005,0.02799943961387727,0.7900000000000005,0.02561759672200963,0.7900000000000005,0.02362619819120376
0.8000000000000005,0.2171804184058074,0.8000000000000005,0.1557381442846359,0.8000000000000005,0.1217047181401668,0.8000000000000005,0.1000620465525236,0.8000000000000005,0.08506393245710761,0.8000000000000005,0.07405156220244696,0.8000000000000005,0.06561794492465407,0.8000000000000005,0.05894976203983877,0.8000000000000005,0.0535437716864099,0.8000000000000005,0.0453103012359714,0.8000000000000005,0.03921055744112827,0.8000000000000005,0.0345981565406804,0.8000000000000005,0.03098830473526386,0.8000000000000005,0.02808621181006348,0.8000000000000005,0.0257023307874924,0.8000000000000005,0.0237092464132111
0.8100000000000005,0.2174307882029611,0.8100000000000005,0.1559169944666125,0.8100000000000005,0.1218612090596155,0.8100000000000005,0.1002055829670425,0.8100000000000005,0.08519853441106692,0.8100000000000005,0.07417934600079021,0.8100000000000005,0.065740298854174,0.8100000000000005,0.05906767685294677,0.8100000000000005,0.05365798980841435,0.8100000000000005,0.04541872977588154,0.8100000000000005,0.03931281794165435,0.8100000000000005,0.03469586182083313,0.8100000000000005,0.03108250742482467,0.8100000000000005,0.02817763995307891,0.8100000000000005,0.0257915102124959,0.8100000000000005,0.0237965698246943
0.8200000000000005,0.2176998588039171,0.8200000000000005,0.1561124114562834,0.8200000000000005,0.1220309724834151,0.8200000000000005,0.1003600732006873,0.8200000000000005,0.08534246946747136,0.8200000000000005,0.07431530847305826,0.8200000000000005,0.06586998296235271,0.8200000000000005,0.05919228101421867,0.8200000000000005,0.05377840213770477,0.8200000000000005,0.04553265061250293,0.8200000000000005,0.03942010970657676,0.8200000000000005,0.03479825618247629,0.8200000000000005,0.03118113958134957,0.8200000000000005,0.0282732966462551,0.8200000000000005,0.02588475998348436,0.8200000000000005,0.02388783713541552
0.8300000000000005,0.2179835077568044,0.8300000000000005,0.1563211455948197,0.8300000000000005,0.122211484570955,0.8300000000000005,0.1005234878297596,0.8300000000000005,0.08549406086130619,0.8300000000000005,0.07445803099509281,0.8300000000000005,0.06600577503422667,0.8300000000000005,0.05932250647781042,0.8300000000000005,0.05390406473876395,0.8300000000000005,0.04565130713393872,0.8300000000000005,0.03953180229181389,0.8300000000000005,0.03490480522191011,0.8300000000000005,0.03128374218423974,0.8300000000000005,0.02837278354140887,0.8300000000000005,0.02598173160825235,0.8300000000000005,0.02398274153820729
0.8400000000000005,0.2182778882154594,0.8400000000000005,0.1565401695308944,0.8400000000000005,0.1224003912376884,0.8400000000000005,0.1006939316858581,0.8400000000000005,0.08565174088377259,0.8400000000000005,0.07460618628726197,0.8400000000000005,0.06614653122903061,0.8400000000000005,0.05945735375417608,0.8400000000000005,0.0540340945983172,0.8400000000000005,0.04577399266771281,0.8400000000000005,0.03964730786377998,0.8400000000000005,0.03501501177906392,0.8400000000000005,0.03138988939729185,0.8400000000000005,0.0284757323212366,0.8400000000000005,0.02608210412033652,0.8400000000000005,0.02408100172387753
