nch18_ft  (ll=2e-07) X,nch18_ft  (ll=2e-07) Y,nch18_ft  (ll=3e-07) X,nch18_ft  (ll=3e-07) Y,nch18_ft  (ll=4e-07) X,nch18_ft  (ll=4e-07) Y,nch18_ft  (ll=5e-07) X,nch18_ft  (ll=5e-07) Y,nch18_ft  (ll=6e-07) X,nch18_ft  (ll=6e-07) Y,nch18_ft  (ll=7e-07) X,nch18_ft  (ll=7e-07) Y,nch18_ft  (ll=8e-07) X,nch18_ft  (ll=8e-07) Y,nch18_ft  (ll=9e-07) X,nch18_ft  (ll=9e-07) Y,nch18_ft  (ll=1e-06) X,nch18_ft  (ll=1e-06) Y,nch18_ft  (ll=1.2e-06) X,nch18_ft  (ll=1.2e-06) Y,nch18_ft  (ll=1.4e-06) X,nch18_ft  (ll=1.4e-06) Y,nch18_ft  (ll=1.6e-06) X,nch18_ft  (ll=1.6e-06) Y,nch18_ft  (ll=1.8e-06) X,nch18_ft  (ll=1.8e-06) Y,nch18_ft  (ll=2e-06) X,nch18_ft  (ll=2e-06) Y,nch18_ft  (ll=2.2e-06) X,nch18_ft  (ll=2.2e-06) Y,nch18_ft  (ll=2.4e-06) X,nch18_ft  (ll=2.4e-06) Y
0.8600000000000005,-46436355000.34457,0.8600000000000005,-21084209587.35335,0.8600000000000005,-12235188316.14278,0.8600000000000005,-8062262372.023872,0.8600000000000005,-5694527971.256869,0.8600000000000005,-4251772740.233036,0.8600000000000005,-3303924638.251989,0.8600000000000005,-2646008120.173566,0.8600000000000005,-2169730830.574754,0.8600000000000005,-1539275814.520899,0.8600000000000005,-1139176090.712665,0.8600000000000005,-877874044.1638578,0.8600000000000005,-697680870.2765514,0.8600000000000005,-568089817.7028589,0.8600000000000005,-471723239.2098618,0.8600000000000005,-398084886.1819949
0.8700000000000006,-46962212018.80793,0.8700000000000006,-21410618288.77149,0.8700000000000006,-12446667527.4778,0.8700000000000006,-8210130588.134583,0.8700000000000006,-5802473042.316381,0.8700000000000006,-4334107701.811027,0.8700000000000006,-3368852991.788678,0.8700000000000006,-2698561336.96967,0.8700000000000006,-2213165921.147211,0.8700000000000006,-1570421815.258774,0.8700000000000006,-1162405896.408555,0.8700000000000006,-895850199.1159629,0.8700000000000006,-711998181.9924617,0.8700000000000006,-579759336.1048379,0.8700000000000006,-481415994.4128129,0.8700000000000006,-406263329.969341
0.8800000000000006,-47461852438.85482,0.8800000000000006,-21725795767.11609,0.8800000000000006,-12652341153.17504,0.8800000000000006,-8354561985.129251,0.8800000000000006,-5908241933.502815,0.8800000000000006,-4414960728.65812,0.8800000000000006,-3432717138.701022,0.8800000000000006,-2750318767.482225,0.8800000000000006,-2255986683.704519,0.8800000000000006,-1601174128.987179,0.8800000000000006,-1185369534.432424,0.8800000000000006,-913635646.7925124,0.8800000000000006,-726172709.1823905,0.8800000000000006,-591318221.1619779,0.8800000000000006,-491020649.2418408,0.8800000000000006,-414370035.6903159
0.8900000000000006,-47936412264.81188,0.8900000000000006,-22030043791.70466,0.8900000000000006,-12852317408.47592,0.8900000000000006,-8495602656.012242,0.8900000000000006,-6011856502.147326,0.8900000000000006,-4494343189.775327,0.8900000000000006,-3495523384.79786,0.8900000000000006,-2801284071.7532,0.8900000000000006,-2298195310.808375,0.8900000000000006,-1631533583.154319,0.8900000000000006,-1208066739.872137,0.8900000000000006,-931229746.8088146,0.8900000000000006,-740203706.8335718,0.8900000000000006,-602765729.6883897,0.8900000000000006,-500536503.2362756,0.8900000000000006,-422404359.0737829
0.9000000000000006,-48387006300.64773,0.9000000000000006,-22323671675.98248,0.9000000000000006,-13046711174.75476,0.9000000000000006,-8633303394.079153,0.9000000000000006,-6113341818.495547,0.9000000000000006,-4572268730.499952,0.9000000000000006,-3557279707.420922,0.9000000000000006,-2851462176.304952,0.9000000000000006,-2339794980.524941,0.9000000000000006,-1661501641.689095,0.9000000000000006,-1230497714.152695,0.9000000000000006,-948632210.6845785,0.9000000000000006,-754090703.0423526,0.9000000000000006,-614101335.717484,0.9000000000000006,-509963032.3634933,0.9000000000000006,-430365801.7306708
0.9100000000000006,-48814722188.029,0.9100000000000006,-22606992834.0444,0.9100000000000006,-13235642202.09424,0.9100000000000006,-8767718641.920364,0.9100000000000006,-6212725510.495515,0.9100000000000006,-4648752830.712608,0.9100000000000006,-3617995439.943027,0.9100000000000006,-2900859038.810904,0.9100000000000006,-2380789674.839802,0.9100000000000006,-1691080288.311222,0.9100000000000006,-1252663046.782461,0.9100000000000006,-965843046.4253953,0.9100000000000006,-767833458.0460615,0.9100000000000006,-625324699.1598065,0.9100000000000006,-519299864.3641841,0.9100000000000006,-438253991.3094993
0.9200000000000006,-49220615836.73675,0.9200000000000006,-22880321890.10106,0.9200000000000006,-13419233569.37676,0.9200000000000006,-8898905582.86343,0.9200000000000006,-6310037194.056998,0.9200000000000006,-4723812419.315453,0.9200000000000006,-3677680995.808106,0.9200000000000006,-2949481441.919949,0.9200000000000006,-2421184020.373923,0.9200000000000006,-1720271923.998271,0.9200000000000006,-1274563645.990391,0.9200000000000006,-982862509.0802903,0.9200000000000006,-781431927.4866611,0.9200000000000006,-636435637.5830364,0.9200000000000006,-528546756.4781565,0.9200000000000006,-446068663.5166466
0.9300000000000006,-49605708040.86601,0.9300000000000006,-23143972276.84321,0.9300000000000006,-13597610374.55291,0.9300000000000006,-9026923360.301357,0.9300000000000006,-6405307980.291912,0.9300000000000006,-4797465539.467172,0.9300000000000006,-3736347628.261325,0.9300000000000006,-2997336813.400513,0.9300000000000006,-2460983149.229956,0.9300000000000006,-1749079277.22412,0.9300000000000006,-1296200677.443743,0.9300000000000006,-999691056.7631733,0.9300000000000006,-794886229.5626736,0.9300000000000006,-647434100.8727229,0.9300000000000006,-537703575.3749702,0.9300000000000006,-453809645.8695618
0.9400000000000006,-49970982095.29472,0.9400000000000006,-23398254262.65163,0.9400000000000006,-13770898629.16036,0.9400000000000006,-9151832411.053829,0.9400000000000006,-6498570051.634642,0.9400000000000006,-4869731059.314918,0.9400000000000006,-3794007222.097854,0.9400000000000006,-3044433069.903474,0.9400000000000006,-2500192577.904321,0.9400000000000006,-1777505325.652925,0.9400000000000006,-1317575510.266899,0.9400000000000006,-1016329311.639866,0.9400000000000006,-808196615.7319897,0.9400000000000006,-658320148.5349591,0.9400000000000006,-546770279.113925,0.9400000000000006,-461476843.0502257
0.9500000000000006,-50317382247.92496,0.9500000000000006,-23643473352.28466,0.9500000000000006,-13939224332.90573,0.9500000000000006,-9273693899.793747,0.9500000000000006,-6589856299.238974,0.9500000000000006,-4940628423.277937,0.9500000000000006,-3850672113.979156,0.9500000000000006,-3090778481.807189,0.9500000000000006,-2538818102.325054,0.9500000000000006,-1805553228.053667,0.9500000000000006,-1338689669.621842,0.9500000000000006,-1032778025.40328,0.9500000000000006,-821363444.6393787,0.9500000000000006,-669093929.4078424,0.9500000000000006,-555746900.9607599,0.9500000000000006,-469070223.7270249
0.9600000000000006,-50645812843.35013,0.9600000000000006,-23879929010.64964,0.9600000000000006,-14102712706.05079,0.9600000000000006,-9392569242.549269,0.9600000000000006,-6679200014.600183,0.9600000000000006,-5010177439.295077,0.9600000000000006,-3906354938.110124,0.9600000000000006,-3136381556.787166,0.9600000000000006,-2576865707.213255,0.9600000000000006,-1833226265.287995,0.9600000000000006,-1359544795.155972,0.9600000000000006,-1049038048.784497,0.9600000000000006,-834387158.9568884,0.9600000000000006,-679755663.5570694,0.9600000000000006,-564633534.8935015,0.9600000000000006,-476589808.7165919
0.9700000000000006,-50957138032.50814,0.9700000000000006,-24107913664.28404,0.9700000000000006,-14261487559.34293,0.9700000000000006,-9508519708.323868,0.9700000000000006,-6766634628.932994,0.9700000000000006,-5078398097.814195,0.9700000000000006,-3961068494.327288,0.9700000000000006,-3181250939.939046,0.9700000000000006,-2614341488.107434,0.9700000000000006,-1860527789.313113,0.9700000000000006,-1380142604.669494,0.9700000000000006,-1065110304.673884,0.9700000000000006,-847268264.8412793,0.9700000000000006,-690305626.1414026,0.9700000000000006,-573430322.6364905,0.9700000000000006,-484035660.3611604
0.9800000000000006,-51252181940.15231,0.9800000000000006,-24327711940.06342,0.9800000000000006,-14415670783.2023,0.9800000000000006,-9621606088.892302,0.9800000000000006,-6852193494.416267,0.9800000000000006,-5145310418.675716,0.9800000000000006,-4014825635.901251,0.9800000000000006,-3225395328.469253,0.9800000000000006,-2651251584.530412,0.9800000000000006,-1887461179.230011,0.9800000000000006,-1400484862.403206,0.9800000000000006,-1080995764.454459,0.9800000000000006,-860007313.7301911,0.9800000000000006,-700744133.0443391,0.9800000000000006,-582137442.0688013,0.9800000000000006,-491407873.0018215
0.9900000000000007,-51531729197.63663,0.9900000000000007,-24539600105.28783,0.9900000000000007,-14565381939.79815,0.9900000000000007,-9731888427.827957,0.9900000000000007,-6935909701.981465,0.9900000000000007,-5210934322.400955,0.9900000000000007,-4067639174.607746,0.9900000000000007,-3268823399.148367,0.9900000000000007,-2687602122.915479,0.9900000000000007,-1914029803.492039,0.9900000000000007,-1420573351.394145,0.9900000000000007,-1096695427.177995,0.9900000000000007,-872604886.2160525,0.9900000000000007,-711071528.0800792,0.9900000000000007,-590755096.8608692,0.9900000000000007,-498706564.4335783
1.000000000000001,-51796525762.42247,1.000000000000001,-24743845677.62625,1.000000000000001,-14710737943.44156,1.000000000000001,-9839425800.759125,1.000000000000001,-7017815930.862206,1.000000000000001,-5275289522.742534,1.000000000000001,-4119521800.85648,1.000000000000001,-3311543746.894899,1.000000000000001,-2723399168.038306,1.000000000000001,-1940236987.470259,1.000000000000001,-1440409849.391141,1.000000000000001,-1112210301.240696,1.000000000000001,-885061577.7535261,1.000000000000001,-721288171.5931146,1.000000000000001,-599283507.2011243,1.000000000000001,-505931868.2333121
1.010000000000001,-52047279957.99915,1.010000000000001,-24940707177.34896,1.010000000000001,-14851852816.41246,1.010000000000001,-9944276139.730213,1.010000000000001,-7097944325.629052,1.010000000000001,-5338395437.677696,1.010000000000001,-4170486016.891413,1.010000000000001,-3353564833.017808,1.010000000000001,-2758648681.823389,1.010000000000001,-1966085985.646943,1.010000000000001,-1459996107.865689,1.010000000000001,-1127541388.241516,1.010000000000001,-897377985.973537,1.010000000000001,-731394430.2814916,1.010000000000001,-607722901.4816896,1.010000000000001,-513083926.8572708
1.020000000000001,-52284663678.66933,1.020000000000001,-25130433997.88284,1.020000000000001,-14988837508.86519,1.020000000000001,-10046496095.36135,1.020000000000001,-7176326396.903027,1.020000000000001,-5400271116.325815,1.020000000000001,-4220544081.283867,1.020000000000001,-3394894941.79727,1.020000000000001,-2793356488.506306,1.020000000000001,-1991579957.77896,1.020000000000001,-1479333833.69257,1.020000000000001,-1142689668.730184,1.020000000000001,-909554699.3917094,1.020000000000001,-741390668.0847845,1.020000000000001,-616073508.8197043,1.020000000000001,-520162885.4097106
1.030000000000001,-52509313712.94334,1.030000000000001,-25313266373.93766,1.030000000000001,-15121799772.87386,1.030000000000001,-10146140931.24018,1.030000000000001,-7252992942.372196,1.030000000000001,-5460935179.549872,1.030000000000001,-4269707963.128857,1.030000000000001,-3435542144.221708,1.030000000000001,-2827528245.238309,1.030000000000001,-2016721948.435977,1.030000000000001,-1498424673.111406,1.030000000000001,-1157656089.574472,1.030000000000001,-921592287.3137455,1.030000000000001,-751277237.9868166,1.030000000000001,-624335552.297258,1.030000000000001,-527168885.9890389
1.040000000000001,-52721833147.33661,1.040000000000001,-25489435429.34131,1.040000000000001,-15250844081.92634,1.040000000000001,-10243264445.65799,1.040000000000001,-7327973985.130121,1.040000000000001,-5520405772.252919,1.040000000000001,-4317989304.530933,1.040000000000001,-3475514267.824371,1.040000000000001,-2861169417.313115,1.040000000000001,-2041514869.376963,1.040000000000001,-1517270197.613484,1.040000000000001,-1172441552.696379,1.040000000000001,-933491290.7536467,1.040000000000001,-761054474.5923433,1.040000000000001,-632509242.8090802,1.040000000000001,-534102062.5222127
1.050000000000001,-52922792819.23159,1.050000000000001,-25659163289.24369,1.050000000000001,-15376071588.32205,1.050000000000001,-10337918916.40544,1.050000000000001,-7401298726.70835,1.050000000000001,-5578700525.610479,1.050000000000001,-4365399390.12354,1.050000000000001,-3514818871.677099,1.050000000000001,-2894285257.282785,1.050000000000001,-2065961484.280035,1.050000000000001,-1535871891.428067,1.050000000000001,-1187046904.945421,1.050000000000001,-945252214.191673,1.050000000000001,-770722687.3446653,1.050000000000001,-640594773.4124604,1.050000000000001,-540962536.001649
1.060000000000001,-53112732793.33053,1.060000000000001,-25822663243.61626,1.060000000000001,-15497580111.92622,1.060000000000001,-10430155064.89282,1.060000000000001,-7472995512.496133,1.060000000000001,-5635836527.686793,1.060000000000001,-4411949122.507359,1.060000000000001,-3553463225.703708,1.060000000000001,-2926880787.305842,1.060000000000001,-2090064395.386941,1.060000000000001,-1554231140.308761,1.060000000000001,-1201472928.892921,1.060000000000001,-956875518.0101254,1.060000000000001,-780282154.2574894,1.060000000000001,-648592314.0783634,1.060000000000001,-547750410.0420307
1.070000000000001,-53292163841.18298,1.070000000000001,-25980139950.90471,1.070000000000001,-15615464154.63432,1.070000000000001,-10520022036.34105,1.070000000000001,-7543091807.527986,1.070000000000001,-5691830301.067314,1.070000000000001,-4457649002.623125,1.070000000000001,-3591454293.565071,1.070000000000001,-2958960784.13964,1.070000000000001,-2113826031.664255,1.070000000000001,-1572349221.343931,1.070000000000001,-1215720334.345589,1.070000000000001,-968361611.4524643,1.070000000000001,-789733116.040331,1.070000000000001,-656502006.7457634,1.070000000000001,-554465766.6765745
1.080000000000001,-53461568907.47552,1.080000000000001,-26131789672.42813,1.080000000000001,-15729814935.68302,1.080000000000001,-10607567393.22386,1.080000000000001,-7611614180.872191,1.080000000000001,-5746697786.30682,1.080000000000001,-4502509114.186373,1.080000000000001,-3628798718.451999,1.080000000000001,-2990529766.250831,1.080000000000001,-2137248638.119309,1.080000000000001,-1590227293.534849,1.080000000000001,-1229789750.387885,1.080000000000001,-979710845.9594572,1.080000000000001,-799075770.5003999,1.080000000000001,-664323960.5847368,1.080000000000001,-561108662.3138984
1.090000000000001,-53621404550.27425,1.090000000000001,-26277800529.58563,1.090000000000001,-15840720443.64553,1.090000000000001,-10692837119.52072,1.090000000000001,-7678588297.084281,1.090000000000001,-5800454330.138967,1.090000000000001,-4546539111.414748,1.090000000000001,-3665502811.195041,1.090000000000001,-3021591982.5696,1.090000000000001,-2160334265.938285,1.090000000000001,-1607866388.901926,1.090000000000001,-1243681717.772166,1.090000000000001,-990923508.7403735,1.090000000000001,-808310267.1072747,1.090000000000001,-672058247.3739576,1.090000000000001,-567679123.7768728
1.100000000000001,-53772102345.35781,1.100000000000001,-26418352777.22639,1.100000000000001,-15948265501.54927,1.100000000000001,-10775875633.6799,1.100000000000001,-7744038913.387376,1.100000000000001,-5853114677.524031,1.100000000000001,-4589748209.36763,1.100000000000001,-3701572540.162276,1.100000000000001,-3052151402.462328,1.100000000000001,-2183084763.140752,1.100000000000001,-1625267403.89315,1.100000000000001,-1257396681.482792,1.100000000000001,-1001999816.441207,1.100000000000001,-817436701.6076356,1.100000000000001,-679704896.8994136,1.100000000000001,-574177144.3444146
1.110000000000001,-53914070247.21298,1.110000000000001,-26553619087.6469,1.110000000000001,-16052531842.09251,1.110000000000001,-10856725808.48304,1.110000000000001,-7807989881.420796,1.110000000000001,-5904692966.727085,1.110000000000001,-4632145176.297036,1.110000000000001,-3737013522.474888,1.110000000000001,-3082211706.535298,1.110000000000001,-2205501765.464602,1.110000000000001,-1642431090.878263,1.110000000000001,-1270934983.304553,1.110000000000001,-1012939908.773085,1.110000000000001,-826455110.5772479,1.110000000000001,-687263892.2794003,1.110000000000001,-580602679.7153081
1.120000000000001,-54047693901.3027,1.120000000000001,-26683764840.62928,1.120000000000001,-16153598190.39698,1.120000000000001,-10935428996.26478,1.120000000000001,-7870464152.553117,1.120000000000001,-5955202726.721167,1.120000000000001,-4673738327.478145,1.120000000000001,-3771831016.116261,1.120000000000001,-3111776277.918722,1.120000000000001,-2227586687.212953,1.120000000000001,-1659358049.520463,1.120000000000001,-1284296854.228359,1.120000000000001,-1023743841.963595,1.120000000000001,-835365465.7953871,1.120000000000001,-694735165.1180525,1.120000000000001,-586955643.8100226
1.130000000000001,-54173337903.84937,1.130000000000001,-26808948415.7588,1.130000000000001,-16251540352.13273,1.130000000000001,-11012025058.16704,1.130000000000001,-7931483785.894813,1.130000000000001,-6004656876.297051,1.130000000000001,-4714535520.047402,1.130000000000001,-3806029912.554314,1.130000000000001,-3140848193.706683,1.130000000000001,-2249340711.80608,1.130000000000001,-1676048717.819669,1.130000000000001,-1297482406.525698,1.130000000000001,-1034411581.890757,1.130000000000001,-844167668.3225653,1.130000000000001,-702118590.3853832,1.130000000000001,-593235904.3217256
1.140000000000001,-54291347006.76991,1.140000000000001,-26929321483.95345,1.140000000000001,-16346431305.20854,1.140000000000001,-11086552396.30564,1.140000000000001,-7991069958.26182,1.140000000000001,-6053067724.340743,1.140000000000001,-4754544148.429569,1.140000000000001,-3839614729.529579,1.140000000000001,-3169430216.254091,1.140000000000001,-2270764781.788915,1.140000000000001,-1692503362.622981,1.140000000000001,-1310491625.321034,1.140000000000001,-1044942996.754152,1.140000000000001,-852861542.1568372,1.140000000000001,-709413980.9152037,1.140000000000001,-599443277.9212574
1.150000000000001,-54402047266.46177,1.150000000000001,-27045029295.73652,1.150000000000001,-16438341293.51533,1.150000000000001,-11159047987.897,1.150000000000001,-8049242975.450916,1.150000000000001,-6100446970.805991,1.150000000000001,-4793771139.977672,1.150000000000001,-3872589603.692634,1.150000000000001,-3197524784.048244,1.150000000000001,-2291859588.049217,1.150000000000001,-1708722069.393878,1.150000000000001,-1323324359.483448,1.150000000000001,-1055337849.129427,1.150000000000001,-861446827.3345044,1.150000000000001,-716621081.403325,1.150000000000001,-605577525.0123022
1.160000000000001,-54505747136.05613,1.160000000000001,-27156210964.28793,1.160000000000001,-16527337921.47323,1.160000000000001,-11229547420.54572,1.160000000000001,-8106022284.273524,1.160000000000001,-6146805707.967649,1.160000000000001,-4832222950.489445,1.160000000000001,-3904958282.797926,1.160000000000001,-3225134001.88755,1.160000000000001,-2312625557.999749,1.160000000000001,-1724704731.025141,1.160000000000001,-1335980311.650087,1.160000000000001,-1065595787.241464,1.160000000000001,-869923172.3302933,1.160000000000001,-723739561.777562,1.160000000000001,-611638343.9219638
1.170000000000001,-54602738501.44565,1.170000000000001,-27262999741.74076,1.170000000000001,-16613486248.3572,1.170000000000001,-11298084928.01794,1.170000000000001,-8161426484.875798,1.170000000000001,-6192154421.591224,1.170000000000001,-4869905559.293774,1.170000000000001,-3936724117.17868,1.170000000000001,-3252259630.108055,1.170000000000001,-2333062842.47316,1.170000000000001,-1740451035.469651,1.170000000000001,-1348459027.179874,1.170000000000001,-1075716335.276885,1.170000000000001,-878290125.5968283,1.170000000000001,-730769009.7963114,1.170000000000001,-617625364.3985051
1.180000000000001,-54693297661.94332,1.180000000000001,-27365523287.54527,1.180000000000001,-16696848881.56557,1.180000000000001,-11364693425.94038,1.180000000000001,-8215473342.939335,1.180000000000001,-6236502991.69641,1.180000000000001,-4906824463.628379,1.180000000000001,-3967890050.243025,1.180000000000001,-3278903072.603502,1.180000000000001,-2353171301.068439,1.180000000000001,-1755960451.947886,1.180000000000001,-1360759881.817934,1.180000000000001,-1085698882.537851,1.180000000000001,-886547126.0653687,1.180000000000001,-737708922.7151157,1.180000000000001,-623538140.2708594
1.190000000000001,-54777686256.86655,1.190000000000001,-27463903928.03404,1.190000000000001,-16777486068.16264,1.190000000000001,-11429404546.95839,1.190000000000001,-8268179801.415444,1.190000000000001,-6279860692.628024,1.190000000000001,-4942984672.047115,1.190000000000001,-3998458607.73901,1.190000000000001,-3305065363.384478,1.190000000000001,-2372950485.673988,1.190000000000001,-1771232215.471299,1.190000000000001,-1372882067.830126,1.190000000000001,-1095542671.216769,1.190000000000001,-894693492.406719,1.190000000000001,-744558697.8385478,1.190000000000001,-629376141.103976
1.200000000000001,-54856152139.66515,1.200000000000001,-27558258906.56691,1.200000000000001,-16855455784.16013,1.200000000000001,-11492248674.96739,1.200000000000001,-8319561991.493767,1.200000000000001,-6322236192.177089,1.200000000000001,-4978390696.616249,1.200000000000001,-4028431885.543672,1.200000000000001,-3330747151.418742,1.200000000000001,-2392399621.872654,1.200000000000001,-1786265309.396053,1.200000000000001,-1384824578.33847,1.200000000000001,-1105246782.543076,1.200000000000001,-902728410.8243313,1.200000000000001,-751317621.7487264,1.200000000000001,-635138742.6591191
1.210000000000001,-54928930201.43979,1.210000000000001,-27648700623.84948,1.210000000000001,-16930813821.12916,1.210000000000001,-11553254978.10354,1.210000000000001,-8369635242.549282,1.210000000000001,-6363637549.518448,1.210000000000001,-5013046543.66434,1.210000000000001,-4057811535.729034,1.210000000000001,-3355948683.486105,1.210000000000001,-2411517587.910391,1.210000000000001,-1801058445.691122,1.210000000000001,-1396586189.556458,1.210000000000001,-1114810121.020191,1.210000000000001,-910650921.1182402,1.210000000000001,-757984857.9697109,1.210000000000001,-640825215.937827
1.220000000000001,-54996243145.87499,1.220000000000001,-27735336868.19329,1.220000000000001,-17003613869.82437,1.220000000000001,-11612451440.23673,1.220000000000001,-8418414090.845033,1.220000000000001,-6404072211.751633,1.220000000000001,-5046955702.862703,1.220000000000001,-4086598750.658242,1.220000000000001,-3380669784.769696,1.220000000000001,-2430302890.880085,1.220000000000001,-1815610042.568835,1.220000000000001,-1408165440.583183,1.220000000000001,-1124231396.430556,1.220000000000001,-918459900.7193948,1.220000000000001,-764559432.7894596,1.220000000000001,-646434714.5524333
1.230000000000001,-55058302217.71582,1.230000000000001,-27818271035.62368,1.230000000000001,-17073907600.59453,1.230000000000001,-11669864890.75848,1.230000000000001,-8465912286.797941,1.230000000000001,-6443547008.846268,1.230000000000001,-5080121134.414118,1.230000000000001,-4114794244.85631,1.230000000000001,-3404909836.888258,1.230000000000001,-2448753639.738108,1.230000000000001,-1829918199.083166,1.230000000000001,-1419560610.369527,1.230000000000001,-1133509103.23934,1.230000000000001,-926154046.347437,1.230000000000001,-771040218.9158235,1.230000000000001,-651966260.1231114
1.240000000000001,-55115307886.98515,1.240000000000001,-27897602339.8641,1.240000000000001,-17141744740.41654,1.240000000000001,-11725521032.49979,1.240000000000001,-8512142800.63896,1.240000000000001,-6482068146.801177,1.240000000000001,-5112545254.128318,1.240000000000001,-4142398234.39001,1.240000000000001,-3428667753.054543,1.240000000000001,-2466867514.728773,1.240000000000001,-1843980666.251161,1.240000000000001,-1430769691.415258,1.240000000000001,-1142641496.972613,1.240000000000001,-933731852.8901713,1.240000000000001,-777425916.5905517,1.240000000000001,-657418725.3507829
1.250000000000001,-55167450491.1569,1.250000000000001,-27973426012.31317,1.250000000000001,-17207173146.45472,1.250000000000001,-11779444467.64868,1.250000000000001,-8557117826.31545,1.250000000000001,-6519641198.840141,1.250000000000001,-5144229916.158832,1.250000000000001,-4169410413.478992,1.250000000000001,-3451941950.020114,1.250000000000001,-2484641732.746816,1.250000000000001,-1857794814.196604,1.250000000000001,-1441790359.694046,1.250000000000001,-1151626567.081279,1.250000000000001,-941191589.0396957,1.250000000000001,-783715031.7230531,1.250000000000001,-662790814.3563706
1.260000000000001,-55214910837.50115,1.260000000000001,-28045833492.20534,1.260000000000001,-17270238876.08908,1.260000000000001,-11831658721.56272,1.260000000000001,-8600848783.503155,1.260000000000001,-6556271094.463876,1.260000000000001,-5175176393.172073,1.260000000000001,-4195829928.041986,1.260000000000001,-3474730316.438962,1.260000000000001,-2502073008.11477,1.260000000000001,-1871357594.750032,1.260000000000001,-1452619940.232464,1.260000000000001,-1160462005.729188,1.260000000000001,-948531269.1471658,1.260000000000001,-789905850.5352098,1.260000000000001,-668081039.8082565
1.270000000000001,-55257860767.78802,1.270000000000001,-28114912607.21023,1.270000000000001,-17330986253.39949,1.270000000000001,-11882186264.39993,1.270000000000001,-8643346317.600807,1.270000000000001,-6591962106.185017,1.270000000000001,-5205385353.70718,1.270000000000001,-4221655345.863848,1.270000000000001,-3497030177.251097,1.270000000000001,-2519157508.195378,1.270000000000001,-1884665498.868485,1.270000000000001,-1463255367.689547,1.270000000000001,-1169145171.861083,1.270000000000001,-955748620.6750337,1.270000000000001,-795996410.1269674,1.270000000000001,-673287696.2820917
1.280000000000001,-55296463687.48851,1.280000000000001,-28180747744.75996,1.280000000000001,-17389457932.12434,1.280000000000001,-11931048530.50309,1.280000000000001,-8684620297.595215,1.280000000000001,-6626717833.769146,1.280000000000001,-5234856836.47828,1.280000000000001,-4246884623.046343,1.280000000000001,-3518838253.653165,1.280000000000001,-2535890803.197831,1.280000000000001,-1897714508.160287,1.280000000000001,-1473693141.196687,1.280000000000001,-1177673049.814665,1.280000000000001,-962841046.5340886,1.280000000000001,-801984464.2825471,1.280000000000001,-678408829.2096851
1.290000000000001,-55330875061.561,1.290000000000001,-28243420014.43278,1.290000000000001,-17445694955.13224,1.290000000000001,-11978265935.49452,1.290000000000001,-8724679811.683601,1.290000000000001,-6660541185.803118,1.290000000000001,-5263590221.355673,1.290000000000001,-4271515066.383439,1.290000000000001,-3540150618.187231,1.290000000000001,-2552267809.473855,1.290000000000001,-1910500039.718785,1.290000000000001,-1483929272.624211,1.290000000000001,-1186042201.642622,1.290000000000001,-969805581.4926898,1.290000000000001,-807867443.7388681,1.290000000000001,-683442198.6790227
1.300000000000001,-55361242878.80716,1.300000000000001,-28303007401.74656,1.300000000000001,-17499736810.4751,1.300000000000001,-12023857891.04373,1.300000000000001,-8763533160.550545,1.300000000000001,-6693434358.407562,1.300000000000001,-5291584196.751275,1.300000000000001,-4295543291.276189,1.300000000000001,-3560962644.442985,1.300000000000001,-2568282725.537302,1.300000000000001,-1923016883.385989,1.300000000000001,-1493959227.345925,1.300000000000001,-1194248712.208845,1.300000000000001,-976638841.7423383,1.300000000000001,-813642410.0355742,1.300000000000001,-688385237.2482175
1.310000000000001,-55387708086.76426,1.310000000000001,-28359584913.72206,1.310000000000001,-17551621484.09344,1.310000000000001,-12067842817.28063,1.310000000000001,-8801187848.192287,1.310000000000001,-6725398810.904516,1.310000000000001,-5318836723.117628,1.310000000000001,-4318965174.78116,1.310000000000001,-3581268950.833786,1.310000000000001,-2583928959.98619,1.310000000000001,-1935259130.49086,1.310000000000001,-1503777856.481886,1.310000000000001,-1202288126.024768,1.310000000000001,-983336966.6031828,1.310000000000001,-819306001.9668247,1.310000000000001,-693235000.8397951
1.320000000000001,-55410404998.94627,1.320000000000001,-28413224716.59537,1.320000000000001,-17601385509.26792,1.320000000000001,-12110238152.83331,1.320000000000001,-8837650570.186699,1.320000000000001,-6756435238.247203,1.320000000000001,-5345344992.260329,1.320000000000001,-4341775803.363091,1.320000000000001,-3601063337.878569,1.320000000000001,-2599199050.464344,1.320000000000001,-1947220093.043298,1.320000000000001,-1513379319.52294,1.320000000000001,-1210155374.708104,1.320000000000001,-989895551.2667831,1.320000000000001,-824854373.5694126,1.320000000000001,-697988111.6993527
1.330000000000001,-55429461676.2124,1.330000000000001,-28463996266.05519,1.330000000000001,-17649064012.90887,1.330000000000001,-12151060362.47289,1.330000000000001,-8872927199.303711,1.330000000000001,-6786543540.011917,1.330000000000001,-5371105382.15066,1.330000000000001,-4363969414.909279,1.330000000000001,-3620338718.401515,1.330000000000001,-2614084572.784948,1.330000000000001,-1958892212.331985,1.330000000000001,-1522756996.195419,1.330000000000001,-1217844693.894936,1.330000000000001,-996309569.420977,1.330000000000001,-830283122.529869,1.330000000000001,-702640692.3526438
