nch18_ft  (ll=2e-07) X,nch18_ft  (ll=2e-07) Y,nch18_ft  (ll=3e-07) X,nch18_ft  (ll=3e-07) Y,nch18_ft  (ll=4e-07) X,nch18_ft  (ll=4e-07) Y,nch18_ft  (ll=5e-07) X,nch18_ft  (ll=5e-07) Y,nch18_ft  (ll=6e-07) X,nch18_ft  (ll=6e-07) Y,nch18_ft  (ll=7e-07) X,nch18_ft  (ll=7e-07) Y,nch18_ft  (ll=8e-07) X,nch18_ft  (ll=8e-07) Y,nch18_ft  (ll=9e-07) X,nch18_ft  (ll=9e-07) Y,nch18_ft  (ll=1e-06) X,nch18_ft  (ll=1e-06) Y,nch18_ft  (ll=1.2e-06) X,nch18_ft  (ll=1.2e-06) Y,nch18_ft  (ll=1.4e-06) X,nch18_ft  (ll=1.4e-06) Y,nch18_ft  (ll=1.6e-06) X,nch18_ft  (ll=1.6e-06) Y,nch18_ft  (ll=1.8e-06) X,nch18_ft  (ll=1.8e-06) Y,nch18_ft  (ll=2e-06) X,nch18_ft  (ll=2e-06) Y,nch18_ft  (ll=2.2e-06) X,nch18_ft  (ll=2.2e-06) Y,nch18_ft  (ll=2.4e-06) X,nch18_ft  (ll=2.4e-06) Y
0.4000000000000002,-2707286110.548281,0.4000000000000002,-1258456272.813317,0.4000000000000002,-817482397.0951364,0.4000000000000002,-584534682.5138122,0.4000000000000002,-442320792.3415697,0.4000000000000002,-347239736.961497,0.4000000000000002,-280375858.5460247,0.4000000000000002,-231491425.5682472,0.4000000000000002,-194621069.9503698,0.4000000000000002,-143539295.6338402,0.4000000000000002,-106096811.3754956,0.4000000000000002,-81929978.15246111,0.4000000000000002,-65365134.80523503,0.4000000000000002,-53479692.34172717,0.4000000000000002,-44640505.93534649,0.4000000000000002,-37874658.50154423
0.4100000000000002,-3207719926.550611,0.4100000000000002,-1460433928.400001,0.4100000000000002,-930929353.416465,0.4100000000000002,-657136674.9969285,0.4100000000000002,-492836628.5890117,0.4100000000000002,-384605363.6439194,0.4100000000000002,-309267401.5793531,0.4100000000000002,-254586199.1738649,0.4100000000000002,-213562701.7419057,0.4100000000000002,-157031448.8777748,0.4100000000000002,-116266826.4585661,0.4100000000000002,-89902526.37230949,0.4100000000000002,-71801528.2555145,0.4100000000000002,-58795971.01615281,0.4100000000000002,-49112528.31894119,0.4100000000000002,-41693146.93829855
0.4200000000000002,-3766136880.838287,0.4200000000000002,-1681251803.248879,0.4200000000000002,-1053435505.518298,0.4200000000000002,-735239806.3608165,0.4200000000000002,-547251593.1956578,0.4200000000000002,-424940525.6611032,0.4200000000000002,-340517216.8703883,0.4200000000000002,-279606299.6638676,0.4200000000000002,-234108214.6904972,0.4200000000000002,-171687183.8586827,0.4200000000000002,-127365619.0134033,0.4200000000000002,-98625977.18338428,0.4200000000000002,-78854509.13428982,0.4200000000000002,-64626176.07352221,0.4200000000000002,-54018749.85717183,0.4200000000000002,-45882912.06320321
0.4300000000000002,-4383134999.713413,0.4300000000000002,-1921349938.402202,0.4300000000000002,-1185479214.724433,0.4300000000000002,-819256637.0465319,0.4300000000000002,-605875395.5716599,0.4300000000000002,-468466369.0097052,0.4300000000000002,-374282076.561889,0.4300000000000002,-306663643.7010209,0.4300000000000002,-256338424.9706957,0.4300000000000002,-187550176.7002249,0.4300000000000002,-139416654.2253654,0.4300000000000002,-108113335.133644,0.4300000000000002,-86531168.75723097,0.4300000000000002,-70973859.02921219,0.4300000000000002,-59360522.35537618,0.4300000000000002,-50443906.75075932
0.4400000000000002,-5058642585.635132,0.4400000000000002,-2181166749.23512,0.4400000000000002,-1327523318.430052,0.4400000000000002,-909551454.0237554,0.4400000000000002,-668957388.9558991,0.4400000000000002,-515348634.8483294,0.4400000000000002,-410672276.4532946,0.4400000000000002,-335832314.1006313,0.4400000000000002,-280303583.2605579,0.4400000000000002,-204643961.4372613,0.4400000000000002,-152426753.908502,0.4400000000000002,-118363929.2767659,0.4400000000000002,-94827276.16590844,0.4400000000000002,-77833095.5969954,0.4400000000000002,-65131178.86448625,0.4400000000000002,-55369227.03475616
0.4500000000000002,-5791879234.86516,0.4500000000000002,-2461057142.653008,0.4500000000000002,-1479953055.707205,0.4500000000000002,-1006408604.194149,0.4500000000000002,-736674867.1325346,0.4500000000000002,-565695471.5230411,0.4500000000000002,-449753618.7326937,0.4500000000000002,-367152199.2328995,0.4500000000000002,-306027513.2982675,0.4500000000000002,-222975799.7331343,0.4500000000000002,-166389088.2778741,0.4500000000000002,-129365775.659115,0.4500000000000002,-103729200.5530489,0.4500000000000002,-85190091.69987836,0.4500000000000002,-71317403.80913004,0.4500000000000002,-60646300.38345827
0.4600000000000002,-6581326367.533103,0.4600000000000002,-2761214922.243134,0.4600000000000002,-1643034867.642947,0.4600000000000002,-1110019052.8239,0.4600000000000002,-809133527.6307445,0.4600000000000002,-619562846.6748935,0.4600000000000002,-491554096.850385,0.4600000000000002,-400635546.5699344,0.4600000000000002,-333513552.6125599,0.4600000000000002,-242541195.9402533,0.4600000000000002,-181286834.762585,0.4600000000000002,-141098555.0680904,0.4600000000000002,-113216376.1538267,0.4600000000000002,-93025259.25829995,0.4600000000000002,-77901007.53712605,0.4600000000000002,-66258422.0518402
0.4700000000000003,-7424745908.918978,0.4700000000000003,-3081623363.713072,0.4700000000000003,-1816901422.659475,0.4700000000000003,-1220483578.371654,0.4700000000000003,-886377125.081115,0.4700000000000003,-676964824.8930248,0.4700000000000003,-536073057.354396,0.4700000000000003,-436274669.8872165,0.4700000000000003,-362750905.0092683,0.4700000000000003,-263328170.5228781,0.4700000000000003,-197096847.3732519,0.4700000000000003,-153536695.8282672,0.4700000000000003,-123263898.8708444,0.4700000000000003,-101315422.4498363,0.4700000000000003,-84860819.44556148,0.4700000000000003,-72186394.98260698
0.4800000000000003,-8319271208.253461,0.4800000000000003,-3422045355.378071,0.4800000000000003,-2001560451.384522,0.4800000000000003,-1337827600.244073,0.4800000000000003,-968402043.162887,0.4800000000000003,-737885534.4876466,0.4800000000000003,-583290532.6213645,0.4800000000000003,-474049128.68913,0.4800000000000003,-393720164.3834682,0.4800000000000003,-285320591.0243658,0.4800000000000003,-213792764.1340072,0.4800000000000003,-166652093.3160298,0.4800000000000003,-133844867.606942,0.4800000000000003,-110035830.754156,0.4800000000000003,-92174425.80796091,0.4800000000000003,-78410039.04508215
0.4900000000000003,-9261566836.813354,0.4900000000000003,-3782050266.8907,0.4900000000000003,-2196919324.090972,0.4900000000000003,-1462021020.963443,0.4900000000000003,-1055172350.230105,0.4900000000000003,-802289937.7817223,0.4900000000000003,-633174853.4366122,0.4900000000000003,-513931123.5397673,0.4900000000000003,-426397165.2939129,0.4900000000000003,-308500172.9548762,0.4900000000000003,-231347181.6808575,0.4900000000000003,-180416139.7266405,0.4900000000000003,-144932190.3200357,0.4900000000000003,-119161740.1476745,0.4900000000000003,-99819548.59726237,0.4900000000000003,-84909394.90208012
0.5000000000000002,-10248027139.1808,0.5000000000000002,-4161063784.927089,0.5000000000000002,-2402814922.789952,0.5000000000000002,-1592996765.156044,0.5000000000000002,-1146631776.601556,0.5000000000000002,-870131397.4269098,0.5000000000000002,-685687408.3852497,0.5000000000000002,-555888477.5200943,0.5000000000000002,-460754827.3001596,0.5000000000000002,-332847104.6105017,0.5000000000000002,-249732774.4284319,0.5000000000000002,-194800926.203379,0.5000000000000002,-156499723.5113491,0.5000000000000002,-128669444.6056336,0.5000000000000002,-107774962.0347766,0.5000000000000002,-91665532.8504727
0.5100000000000002,-11274969109.4584,0.5100000000000002,-4558422347.223301,0.5100000000000002,-2619039291.963413,0.5100000000000002,-1730663496.176826,0.5100000000000002,-1242710575.132688,0.5100000000000002,-941355185.5104431,0.5100000000000002,-740784273.7032943,0.5100000000000002,-599885211.7033254,0.5100000000000002,-496763139.3206455,0.5100000000000002,-358339529.8097658,0.5100000000000002,-268922458.9276608,0.5100000000000002,-209779657.9479184,0.5100000000000002,-168522758.6925024,0.5100000000000002,-138536759.4771386,0.5100000000000002,-116020943.5154861,0.5100000000000002,-98660961.7013305
0.5200000000000002,-12338777934.25253,0.5200000000000002,-4973415771.88528,0.5200000000000002,-2845354840.533171,0.5200000000000002,-1874910505.566489,0.5200000000000002,-1343326884.913232,0.5200000000000002,-1015898169.946666,0.5200000000000002,-798415161.706185,0.5200000000000002,-645880213.8195127,0.5200000000000002,-534387768.7888648,0.5200000000000002,-384952288.8655502,0.5200000000000002,-288888854.4206362,0.5200000000000002,-225326451.0529739,0.5200000000000002,-180977976.9609275,0.5200000000000002,-148743048.6773784,0.5200000000000002,-124539331.9263467,0.5200000000000002,-105879697.7844042
0.5300000000000002,-13435979989.18669,0.5300000000000002,-5405308172.306008,0.5300000000000002,-3081497045.263009,0.5300000000000002,-2025605174.74222,0.5300000000000002,-1448383564.120605,0.5300000000000002,-1093685684.796938,0.5300000000000002,-858520587.4012135,0.5300000000000002,-693824765.2319744,0.5300000000000002,-573587935.575965,0.5300000000000002,-412655363.1909884,0.5300000000000002,-309603353.0093544,0.5300000000000002,-241415741.785695,0.5300000000000002,-193843048.8800929,0.5300000000000002,-159268936.6603299,0.5300000000000002,-133313308.7134787,0.5300000000000002,-113307090.6290314
0.5400000000000003,-14563240024.79902,0.5400000000000003,-5853335198.91025,0.5400000000000003,-3327166299.527236,0.5400000000000003,-2182585114.589768,0.5400000000000003,-1557762245.936709,0.5400000000000003,-1174626949.925389,0.5400000000000003,-921028301.7503401,0.5400000000000003,-743659734.2893851,0.5400000000000003,-614314179.5344965,0.5400000000000003,-441412417.8901581,0.5400000000000003,-331035099.0889574,0.5400000000000003,-258021540.702958,0.5400000000000003,-207096064.4593773,0.5400000000000003,-170095855.5598158,0.5400000000000003,-142327026.5295978,0.5400000000000003,-120929510.6743973
0.5500000000000003,-15717298402.3171,0.5500000000000003,-6316682332.816195,0.5500000000000003,-3582012912.046134,0.5500000000000003,-2345647870.230596,0.5500000000000003,-1671316575.062236,0.5500000000000003,-1258610389.08145,0.5500000000000003,-985849942.1577165,0.5500000000000003,-795313120.8566768,0.5500000000000003,-656506525.1569461,0.5500000000000003,-471179729.0724403,0.5500000000000003,-353150113.9465303,0.5500000000000003,-275116723.6619575,0.5500000000000003,-220714950.7649436,0.5500000000000003,-181205558.2776669,0.5500000000000003,-151565195.4099095,0.5500000000000003,-128733992.5454134
0.5600000000000003,-16894875383.22173,0.5600000000000003,-6794452837.770813,0.5600000000000003,-3845620073.909216,0.5600000000000003,-2514541025.024578,0.5600000000000003,-1788866332.287227,0.5600000000000003,-1345499921.971445,0.5600000000000003,-1052878602.423184,0.5600000000000003,-848698423.8937173,0.5600000000000003,-700093367.7289518,0.5600000000000003,-501905656.8170757,0.5600000000000003,-375910716.1045001,0.5600000000000003,-292672490.9969842,0.5600000000000003,-234676989.3091098,0.5600000000000003,-192579693.0471876,0.5600000000000003,-161012708.1442503,0.5600000000000003,-136707904.1424503
0.5700000000000003,-18092571562.70267,0.5700000000000003,-7285634830.077131,0.5700000000000003,-4117489150.950435,0.5700000000000003,-2688954919.934887,0.5700000000000003,-1910193645.783102,0.5700000000000003,-1435132911.819928,0.5700000000000003,-1121987722.091205,0.5700000000000003,-903714070.5203933,0.5700000000000003,-744991223.0009009,0.5700000000000003,-533530709.0175045,0.5700000000000003,-399275303.8348703,0.5700000000000003,-310658062.9536559,0.5700000000000003,-248958496.3828303,0.5700000000000003,-204199495.9395346,0.5700000000000003,-170654354.6197661,0.5700000000000003,-144838685.235224
0.5800000000000003,-19306788546.08763,0.5800000000000003,-7789075444.569949,0.5800000000000003,-4397030423.878083,0.5800000000000003,-2868519330.618238,0.5800000000000003,-2035041904.09983,0.5800000000000003,-1527320048.994094,0.5800000000000003,-1193031411.684598,0.5800000000000003,-960243939.2331491,0.5800000000000003,-791105329.4510764,0.5800000000000003,-565988151.6663581,0.5800000000000003,-423198497.3612262,0.5800000000000003,-329040625.7162904,0.5800000000000003,-263534686.708285,0.5800000000000003,-216045623.0435513,0.5800000000000003,-180474646.2038881,0.5800000000000003,-153113675.1632848
0.5900000000000003,-20533685181.5599,0.5900000000000003,-8303467318.116439,0.5900000000000003,-4683560895.944438,0.5900000000000003,-3052804568.050185,0.5900000000000003,-2163117459.368813,0.5900000000000003,-1621847116.536727,0.5900000000000003,-1265846107.869914,0.5900000000000003,-1018158856.778946,0.5900000000000003,-838330983.6652796,0.5900000000000003,-599205062.8016028,0.5900000000000003,-447631590.5117779,0.5900000000000003,-347785503.556004,0.5900000000000003,-278379709.0464795,0.5900000000000003,-228098117.8035215,0.5900000000000003,-190457749.2778583,0.5900000000000003,-161520030.66163
0.6000000000000003,-21769175188.38055,0.6000000000000003,-8827349568.372004,0.6000000000000003,-4976309395.997337,0.6000000000000003,-3241326748.548816,0.6000000000000003,-2294093811.401597,0.6000000000000003,-1718478348.130057,0.6000000000000003,-1340253306.349195,0.6000000000000003,-1077318853.898369,0.6000000000000003,-886555426.8790396,0.6000000000000003,-633103698.4087925,0.6000000000000003,-472523234.9574526,0.6000000000000003,-366856509.4934334,0.6000000000000003,-293466822.6739425,0.6000000000000003,-240336492.2451434,0.6000000000000003,-200587512.7538588,0.6000000000000003,-170044722.5939959
0.6100000000000003,-23008964004.83869,0.6100000000000003,-9359122803.528923,0.6100000000000003,-5274428137.90897,0.6100000000000003,-3433556485.274366,0.6100000000000003,-2427617715.407634,0.6100000000000003,-1816960956.425745,0.6100000000000003,-1416063046.798186,0.6100000000000003,-1137575923.937163,0.6100000000000003,-935660077.9600555,0.6100000000000003,-667603033.3220562,0.6100000000000003,-497820271.2011406,0.6100000000000003,-386216417.2365351,0.6100000000000003,-308768674.5030515,0.6100000000000003,-252739892.5502343,0.6100000000000003,-210847567.071289,0.6100000000000003,-178674593.9135514
0.6200000000000003,-24248617164.19231,0.6200000000000003,-9897075807.982603,0.6200000000000003,-5577009227.93863,0.6200000000000003,-3628929989.126006,0.6200000000000003,-2563316545.932339,0.6200000000000003,-1917030365.265807,0.6200000000000003,-1493077809.915351,0.6200000000000003,-1198777028.450557,0.6200000000000003,-985522915.1204897,0.6200000000000003,-702620351.5602109,0.6200000000000003,-523468624.342163,0.6200000000000003,-405827497.5740334,0.6200000000000003,-324257635.5044627,0.6200000000000003,-265287317.6880378,0.6200000000000003,-221221470.2088183,0.6200000000000003,-187396459.2110871
0.6300000000000003,-25483649644.51459,0.6300000000000003,-10439420484.99974,0.6300000000000003,-5883104315.386255,0.6300000000000003,-3826861497.192863,0.6300000000000003,-2700806248.31741,0.6300000000000003,-2018415700.673891,0.6300000000000003,-1571096514.425163,0.6300000000000003,-1260767122.097972,0.6300000000000003,-1036020835.019748,0.6300000000000003,-738072781.8827465,0.6300000000000003,-549414194.4922619,0.6300000000000003,-425652069.2862006,0.6300000000000003,-339906159.2464949,0.6300000000000003,-277957862.4081069,0.6300000000000003,-231692877.9196833,0.6300000000000003,-196197227.3135279
0.6400000000000003,-26709625038.80706,0.6400000000000003,-10984331303.17261,0.6400000000000003,-6191745583.532606,0.6400000000000003,-4026756019.919441,0.6400000000000003,-2839699282.378681,0.6400000000000003,-2120845159.184867,0.6400000000000003,-1649918355.042977,0.6400000000000003,-1323392013.144941,0.6400000000000003,-1087031854.466655,0.6400000000000003,-773878700.1102781,0.6400000000000003,-575603687.4739499,0.6400000000000003,-445653024.8754718,0.6400000000000003,-355687132.3783253,0.6400000000000003,-290730960.9195778,0.6400000000000003,-242245719.1304434,0.6400000000000003,-205064031.2623663
0.6500000000000004,-27922254424.12839,0.6500000000000004,-11529985708.78937,0.6500000000000004,-6501966484.87928,0.6500000000000004,-4228021560.876159,0.6500000000000004,-2979612079.126765,0.6500000000000004,-2224050957.52732,0.6500000000000004,-1729346287.012329,0.6500000000000004,-1386500925.92101,0.6500000000000004,-1138437059.496286,0.6500000000000004,-809958945.8188652,0.6500000000000004,-601985348.0251473,0.6500000000000004,-465794302.6631143,0.6500000000000004,-371574194.8986387,0.6500000000000004,-303586613.5353224,0.6500000000000004,-252864362.0193751,0.6500000000000004,-213984353.6193645
0.6600000000000004,-29117486814.71109,0.6600000000000004,-12074602533.69765,0.6600000000000004,-6812820949.02814,0.6600000000000004,-4430080169.353079,0.6600000000000004,-3120171664.098472,0.6600000000000004,-2327773658.843653,0.6600000000000004,-1809190028.438643,0.6600000000000004,-1449948680.523541,0.6600000000000004,-1190122244.160844,0.6600000000000004,-846237824.6758075,0.6600000000000004,-628509573.1249363,0.6600000000000004,-486041287.4613984,0.6600000000000004,-387542015.8074143,0.6600000000000004,-316505584.4253228,0.6600000000000004,-263533760.8683919,0.6600000000000004,-222946138.7132831
0.6700000000000004,-30291585498.60523,0.6700000000000004,-12616476170.74753,0.6700000000000004,-7123400160.493706,0.6700000000000004,-4632377400.273985,0.6700000000000004,-3261021231.108513,0.6700000000000004,-2431765756.351447,0.6700000000000004,-1889268511.306093,0.6700000000000004,-1513597448.369296,0.6700000000000004,-1241979213.871572,0.6700000000000004,-882643887.4137721,0.6700000000000004,-655129396.083239,0.6700000000000004,-506361131.1919377,0.6700000000000004,-403566516.4936882,0.6700000000000004,-329469563.7920026,0.6700000000000004,-274239577.8563556,0.6700000000000004,-231937886.7306332
0.6800000000000004,-31441186957.3826,0.6800000000000004,-13154005067.60656,0.6800000000000004,-7432846363.897738,0.6800000000000004,-4834389953.605498,0.6800000000000004,-3401824565.608113,0.6800000000000004,-2535794468.83234,0.6800000000000004,-1969411761.829259,0.6800000000000004,-1577318077.483017,0.6800000000000004,-1293906754.064932,0.6800000000000004,-919110491.6417469,0.6800000000000004,-681800842.2122647,0.6800000000000004,-526722992.0716088,0.6800000000000004,-419625039.6214055,0.6800000000000004,-342461291.960798,0.6800000000000004,-284968277.2840521,0.6800000000000004,-240948727.2550371
0.6900000000000004,-32563341179.16037,0.6900000000000004,-13685713808.3708,0.6900000000000004,-7740363470.818657,0.6900000000000004,-5035631431.9224,0.6900000000000004,-3542269310.712441,0.6900000000000004,-2639643760.36022,0.6900000000000004,-2049462229.061956,0.6900000000000004,-1640991007.907948,0.6900000000000004,-1345811284.014585,0.6900000000000004,-955576163.4162515,0.6900000000000004,-708483164.2051175,0.6900000000000004,-547098196.2770439,0.6900000000000004,-435696465.2745506,0.6900000000000004,-355464646.004388,0.6900000000000004,-295707192.2280639,0.6900000000000004,-249968471.9137071
0.7000000000000004,-33655533851.2925,0.7000000000000004,-14210268653.80702,0.7000000000000004,-8045224497.698801,0.7000000000000004,-5235656283.613557,0.7000000000000004,-3682069139.131496,0.7000000000000004,-2743115638.679056,0.7000000000000004,-2129275607.551678,0.7000000000000004,-1704506815.684358,0.7000000000000004,-1397607228.229561,0.7000000000000004,-991984782.2085172,0.7000000000000004,-735138970.0595419,0.7000000000000004,-567460329.495575,0.7000000000000004,-451761278.8191401,0.7000000000000004,-368464691.6601187,0.7000000000000004,-306444565.3603181,0.7000000000000004,-258987647.2296644
0.7100000000000004,-34715692115.63366,0.7100000000000004,-14726486870.08941,0.7100000000000004,-8346776051.851055,0.7100000000000004,-5434062089.848939,0.7100000000000004,-3820964941.58738,0.7100000000000004,-2846030813.793016,0.7100000000000004,-2208721216.449806,0.7100000000000004,-1767766434.512774,0.7100000000000004,-1449217144.975741,0.7100000000000004,-1028285616.283157,0.7100000000000004,-761734258.9335264,0.7100000000000004,-587785267.7598552,0.7100000000000004,-467801596.5336038,0.7100000000000004,-381447704.6024621,0.7100000000000004,-317169566.7524533,0.7100000000000004,-267997509.6906469
0.7200000000000004,-35742176310.80586,0.7200000000000004,-15233340490.99076,0.7200000000000004,-8644440205.768221,0.7200000000000004,-5630490409.321444,0.7200000000000004,-3958725169.645348,0.7200000000000004,-2948228812.856153,0.7200000000000004,-2287682005.604414,0.7200000000000004,-1830681108.878366,0.7200000000000004,-1500571654.14679,0.7200000000000004,-1064433236.301425,0.7200000000000004,-788238381.1806114,0.7200000000000004,-608051157.7728647,0.7200000000000004,-483801155.7835388,0.7200000000000004,-394401165.7701887,0.7200000000000004,-327872292.0426757,0.7200000000000004,-276990045.5349959
0.7300000000000004,-36733760478.36793,0.7300000000000004,-15729955343.54162,0.7300000000000004,-8937714167.034149,0.7300000000000004,-5824626421.567107,0.7300000000000004,-4095145481.969763,0.7300000000000004,-3049567651.971247,0.7300000000000004,-2366054260.696568,0.7300000000000004,-1893172132.518084,0.7300000000000004,-1551609206.120283,0.7300000000000004,-1100387333.90344,0.7300000000000004,-814623938.4521264,0.7300000000000004,-628238356.874807,0.7300000000000004,-499745276.5997582,0.7300000000000004,-407313735.5920085,0.7300000000000004,-338543744.510258,0.7300000000000004,-285957957.927455
0.7400000000000004,-37689604458.21899,0.7400000000000004,-16215606244.58405,0.7400000000000004,-9226168173.225769,0.7400000000000004,-6016197613.862984,0.7400000000000004,-4230047841.853192,0.7400000000000004,-3149923162.700322,0.7400000000000004,-2443747076.311537,0.7400000000000004,-1955170423.034626,0.7400000000000004,-1602275730.402741,0.7400000000000004,-1136112469.746922,0.7400000000000004,-840866638.5775728,0.7400000000000004,-648329342.1657569,0.7400000000000004,-515620801.1655129,0.7400000000000004,-420175211.75883,0.7400000000000004,-349175804.4991571,0.7400000000000004,-294894644.1485803
0.7500000000000004,-38609220230.48657,0.7500000000000004,-16689709270.97174,0.7500000000000004,-9509442029.903961,0.7500000000000004,-6204971744.722676,0.7500000000000004,-4363279204.20593,0.7500000000000004,-3249188063.355269,0.7500000000000004,-2520681659.600029,0.7500000000000004,-2016615978.375373,0.7500000000000004,-1652524198.666991,0.7500000000000004,-1171577772.508671,0.7500000000000004,-866945118.2791179,0.7500000000000004,-668308597.30802,0.7500000000000004,-531416017.0939837,0.7500000000000004,-432976474.7816652,0.7500000000000004,-359761189.3551303,0.7500000000000004,-303794165.2296365
0.7600000000000005,-39492434856.20488,0.7600000000000005,-17151811944.24571,0.7600000000000005,-9787240675.934469,0.7600000000000005,-6390754294.564758,0.7600000000000005,-4494709915.284079,0.7600000000000005,-3347270854.502851,0.7600000000000005,-2596790519.242103,0.7600000000000005,-2077457254.755315,0.7600000000000005,-1702314131.91168,0.7600000000000005,-1206756607.093697,0.7600000000000005,-892840744.8999468,0.7600000000000005,-688162484.3678516,0.7600000000000005,-547120569.6136954,0.7600000000000005,-445709425.0497792,0.7600000000000005,-370293406.6682158,0.7600000000000005,-312651210.1918187
0.7700000000000005,-40339351993.23539,0.7700000000000005,-17601582073.36168,0.7700000000000005,-10059329113.19736,0.7700000000000005,-6573385585.954788,0.7700000000000005,-4624231930.87051,0.7700000000000005,-3444094606.172418,0.7700000000000005,-2672016585.809885,0.7700000000000005,-2137650499.122432,0.7700000000000005,-1751611076.440828,0.7700000000000005,-1241626227.036072,0.7700000000000005,-918537406.415387,0.7700000000000005,-707879106.8483082,0.7700000000000005,-562725366.9700991,0.7700000000000005,-458366914.5371711,0.7700000000000005,-380766703.2005497,0.7700000000000005,-321461056.7403766
0.7800000000000005,-41150313567.5376,0.7800000000000005,-18038795884.19537,0.7800000000000005,-10325526984.53078,0.7800000000000005,-6752737725.526042,0.7800000000000005,-4751756940.366894,0.7800000000000005,-3539595692.155979,0.7800000000000005,-2746312301.083757,0.7800000000000005,-2197159062.948012,0.7800000000000005,-1800386068.522878,0.7800000000000005,-1276167423.009604,0.7800000000000005,-944021297.1772037,0.7800000000000005,-727448168.9002681,0.7800000000000005,-578222482.5618123,0.7800000000000005,-470942675.7448749,0.7800000000000005,-391176011.4674162,0.7800000000000005,-330219529.952004
0.7900000000000005,-41925862798.37368,0.7900000000000005,-18463325945.5244,0.7900000000000005,-10585703029.9052,0.7900000000000005,-6928711489.888216,0.7900000000000005,-4877214466.652136,0.7900000000000005,-3633722515.329421,0.7900000000000005,-2819638705.89895,0.7900000000000005,-2255952718.295147,0.7900000000000005,-1848615103.171343,0.7900000000000005,-1310364176.609524,0.7900000000000005,-969280705.1907092,0.7900000000000005,-746860834.6323923,0.7900000000000005,-593605056.6006018,0.7900000000000005,-483431249.9451366,0.7900000000000005,-401516895.5524805,0.7900000000000005,-338922960.1983903
0.8000000000000005,-42666709431.60405,0.8000000000000005,-18875129287.23352,0.8000000000000005,-10839769599.98585,0.8000000000000005,-7101233250.209853,0.8000000000000005,-5000549995.47889,0.8000000000000005,-3726434257.577957,0.8000000000000005,-2891964548.972394,0.8000000000000005,-2314006991.960496,0.8000000000000005,-1896278618.607138,0.8000000000000005,-1344203326.176711,0.8000000000000005,-994305805.2809134,0.8000000000000005,-766109590.5010359,0.8000000000000005,-608867199.4369727,0.8000000000000005,-495827916.3270305,0.8000000000000005,-411785497.3906107,0.8000000000000005,-347568141.2815283
0.8100000000000005,-43373697739.63419,0.8100000000000005,-19274236003.45496,0.8100000000000005,-11087677360.6299,0.8100000000000005,-7270252005.708858,0.8100000000000005,-5121723174.082673,0.8100000000000005,-3817699678.923962,0.8100000000000005,-2963265433.024796,0.8100000000000005,-2371302529.070512,0.8100000000000005,-1943361004.66489,0.8100000000000005,-1377674249.42574,0.8100000000000005,-1019088461.280478,0.8100000000000005,-785188112.9593753,0.8100000000000005,-624003898.1372106,0.8100000000000005,-508128623.2411309,0.8100000000000005,-421978484.4495718,0.8100000000000005,-356152289.523672
0.8200000000000005,-44047777603.87868,0.8200000000000005,-19660738544.27319,0.8200000000000005,-11329410282.58005,0.8200000000000005,-7435736575.42069,0.8200000000000005,-5240706106.737017,0.8200000000000005,-3907495982.900821,0.8200000000000005,-3033523009.382802,0.8200000000000005,-2427824493.851393,0.8200000000000005,-1989850140.681224,0.8200000000000005,-1410768565.992631,0.8200000000000005,-1043622039.362457,0.8200000000000005,-804091142.8789251,0.8200000000000005,-639010927.4336592,0.8200000000000005,-520329922.4022409,0.8200000000000005,-432092999.4871992,0.8200000000000005,-364673004.356883
0.8300000000000005,-44689978804.47652,0.8300000000000005,-20034781825.51474,0.8300000000000005,-11564980977.9634,0.8300000000000005,-7597672980.388195,0.8300000000000005,-5357481765.18457,0.8300000000000005,-3995807759.050058,0.8300000000000005,-3102724228.087038,0.8300000000000005,-2483562012.33132,0.8300000000000005,-2035736966.213776,0.8300000000000005,-1443479861.707053,0.8300000000000005,-1067901233.828272,0.8300000000000005,-822814367.7158571,0.8300000000000005,-653884765.7906351,0.8300000000000005,-532428906.6323162,0.8300000000000005,-442126612.8507379,0.8300000000000005,-373128230.7939612
0.8400000000000005,-45301388497.90012,0.8400000000000005,-20396554226.68511,0.8400000000000005,-11794426418.91568,0.8400000000000005,-7756062034.62377,0.8400000000000005,-5472042524.052407,0.8400000000000005,-4082626008.52207,0.8400000000000005,-3170860647.242021,0.8400000000000005,-2538507659.40818,0.8400000000000005,-2081015086.22443,0.8400000000000005,-1475803435.375011,0.8400000000000005,-1091921906.023631,0.8400000000000005,-841354311.9679902,0.8400000000000005,-668622517.0267727,0.8400000000000005,-544423151.5029769,0.8400000000000005,-452077277.6156987,0.8400000000000005,-381516224.029852
0.8500000000000005,-45883131759.73273,0.8500000000000005,-20746279501.02926,0.8500000000000005,-12017804053.18505,0.8500000000000005,-7910917152.481864,0.8500000000000005,-5584388825.307496,0.8500000000000005,-4167947254.9865,0.8500000000000005,-3237927802.820158,0.8500000000000005,-2592656990.937082,0.8500000000000005,-2125680411.056795,0.8500000000000005,-1507736068.088963,0.8500000000000005,-1115680936.567039,0.8500000000000005,-859708236.1372993,0.8500000000000005,-683221837.6993209,0.8500000000000005,-556310661.063138,0.8500000000000005,-461943287.7279618,0.8500000000000005,-389835516.3176808
