pch18_Cdd_Cgg (ll=2e-07) X,pch18_Cdd_Cgg (ll=2e-07) Y,pch18_Cdd_Cgg (ll=3e-07) X,pch18_Cdd_Cgg (ll=3e-07) Y,pch18_Cdd_Cgg (ll=4e-07) X,pch18_Cdd_Cgg (ll=4e-07) Y,pch18_Cdd_Cgg (ll=5e-07) X,pch18_Cdd_Cgg (ll=5e-07) Y,pch18_Cdd_Cgg (ll=6e-07) X,pch18_Cdd_Cgg (ll=6e-07) Y,pch18_Cdd_Cgg (ll=7e-07) X,pch18_Cdd_Cgg (ll=7e-07) Y,pch18_Cdd_Cgg (ll=8e-07) X,pch18_Cdd_Cgg (ll=8e-07) Y,pch18_Cdd_Cgg (ll=9e-07) X,pch18_Cdd_Cgg (ll=9e-07) Y,pch18_Cdd_Cgg (ll=1e-06) X,pch18_Cdd_Cgg (ll=1e-06) Y,pch18_Cdd_Cgg (ll=1.2e-06) X,pch18_Cdd_Cgg (ll=1.2e-06) Y,pch18_Cdd_Cgg (ll=1.4e-06) X,pch18_Cdd_Cgg (ll=1.4e-06) Y,pch18_Cdd_Cgg (ll=1.6e-06) X,pch18_Cdd_Cgg (ll=1.6e-06) Y,pch18_Cdd_Cgg (ll=1.8e-06) X,pch18_Cdd_Cgg (ll=1.8e-06) Y,pch18_Cdd_Cgg (ll=2e-06) X,pch18_Cdd_Cgg (ll=2e-06) Y,pch18_Cdd_Cgg (ll=2.2e-06) X,pch18_Cdd_Cgg (ll=2.2e-06) Y,pch18_Cdd_Cgg (ll=2.4e-06) X,pch18_Cdd_Cgg (ll=2.4e-06) Y
0.4000000000000002,0.3084126697847486,0.4000000000000002,0.2472921722862401,0.4000000000000002,0.2041609446017238,0.4000000000000002,0.1732423790912644,0.4000000000000002,0.1485707624742217,0.4000000000000002,0.1298335557851933,0.4000000000000002,0.1151921487876468,0.4000000000000002,0.1034662254478757,0.4000000000000002,0.0938780613356926,0.4000000000000002,0.07915996921514677,0.4000000000000002,0.06819037662514485,0.4000000000000002,0.05988268237831631,0.4000000000000002,0.05337701381506105,0.4000000000000002,0.0481462251757129,0.4000000000000002,0.0438498510912467,0.4000000000000002,0.04025845294061563
0.4100000000000002,0.3072362204429951,0.4100000000000002,0.2440657909858705,0.4100000000000002,0.1999665633093471,0.4100000000000002,0.168747574661266,0.4100000000000002,0.1440016420151516,0.4100000000000002,0.1253942709877344,0.4100000000000002,0.1109594157802848,0.4100000000000002,0.09946179200285912,0.4100000000000002,0.09009992280762409,0.4100000000000002,0.07579511433983672,0.4100000000000002,0.06518164268060314,0.4100000000000002,0.05717294260851249,0.4100000000000002,0.05091773036328735,0.4100000000000002,0.04589805071028468,0.4100000000000002,0.04178120355334512,0.4100000000000002,0.03834390898587266
0.4200000000000002,0.3056121320493755,0.4200000000000002,0.240225257586156,0.4200000000000002,0.1952369460805067,0.4200000000000002,0.1638335137392593,0.4200000000000002,0.1391616959574976,0.4200000000000002,0.1207899181029022,0.4200000000000002,0.1066349975185597,0.4200000000000002,0.09541671347216414,0.4200000000000002,0.08631698491439616,0.4200000000000002,0.07246908719456638,0.4200000000000002,0.06224067602353529,0.4200000000000002,0.05454552411317007,0.4200000000000002,0.04854765587179184,0.4200000000000002,0.0437417359197397,0.4200000000000002,0.03980466957959782,0.4200000000000002,0.03652036494111443
0.4300000000000002,0.3035063400540977,0.4300000000000002,0.235822026267706,0.4300000000000002,0.1900868968019932,0.4300000000000002,0.1586394765735842,0.4300000000000002,0.1341929731340819,0.4300000000000002,0.1161533595318189,0.4300000000000002,0.1023396079819761,0.4300000000000002,0.09143972144079066,0.4300000000000002,0.08262714207577983,0.4300000000000002,0.06926207099130652,0.4300000000000002,0.0594328607890893,0.4300000000000002,0.05205482878162317,0.4300000000000002,0.04631290550090914,0.4300000000000002,0.04171701181861621,0.4300000000000002,0.03795496075263971,0.4300000000000002,0.03481851188239137
0.4400000000000002,0.3009045078672254,0.4400000000000002,0.2309440876943291,0.4400000000000002,0.1846561652355528,0.4400000000000002,0.1533156176088112,0.4400000000000002,0.1292335705815878,0.4400000000000002,0.1116053843424374,0.4400000000000002,0.09817771531755934,0.4400000000000002,0.08762132944655264,0.4400000000000002,0.07910931794999239,0.4400000000000002,0.06623550044221471,0.4400000000000002,0.05680585170132341,0.4400000000000002,0.04973889514728679,0.4400000000000002,0.04424459158143765,0.4400000000000002,0.03984985211880036,0.4400000000000002,0.03625413757378815,0.4400000000000002,0.03325736204222318
0.4500000000000002,0.2978164049470056,0.4500000000000002,0.2257081867913416,0.4500000000000002,0.1790944227294912,0.4500000000000002,0.1480072874284828,0.4500000000000002,0.1244053948948577,0.4500000000000002,0.1072459061853298,0.4500000000000002,0.09423142988207155,0.4500000000000002,0.08402970438360548,0.4500000000000002,0.07582077986239887,0.4500000000000002,0.0634312006977291,0.4500000000000002,0.05438992890952712,0.4500000000000002,0.04762039832758081,0.4500000000000002,0.04236016648884585,0.4500000000000002,0.03815399278669142,0.4500000000000002,0.03471321125788074,0.4500000000000002,0.031845877952493
0.4600000000000002,0.2942776583777733,0.4600000000000002,0.2202483116822696,0.4600000000000002,0.1735466029142025,0.4600000000000002,0.1428425750756039,0.4600000000000002,0.1198065416869971,0.4600000000000002,0.103149827399657,0.4600000000000002,0.09055866392621442,0.4600000000000002,0.08071031455528102,0.4600000000000002,0.07279775358468499,0.4600000000000002,0.06087304307669573,0.4600000000000002,0.05220020784013125,0.4600000000000002,0.04570904437842656,0.4600000000000002,0.04066583552332095,0.4600000000000002,0.03663328816967851,0.4600000000000002,0.03333441029452554,0.4600000000000002,0.03058513721324609
0.4700000000000003,0.2903483778911961,0.4700000000000003,0.2147029054843904,0.4700000000000003,0.168141212383394,0.4700000000000003,0.1379245953102347,0.4700000000000003,0.1155083810760234,0.4700000000000003,0.09936690487948086,0.4700000000000003,0.08719455088658329,0.4700000000000003,0.07768820558115944,0.4700000000000003,0.07005815921446479,0.4700000000000003,0.05857000681709967,0.4700000000000003,0.05023972449850159,0.4700000000000003,0.04400451142049712,0.4700000000000003,0.03915930598695255,0.4700000000000003,0.03528426411178279,0.4700000000000003,0.03211354948895417,0.4700000000000003,0.02947053417369819
0.4800000000000003,0.2861088422017614,0.4800000000000003,0.2092031718408515,0.4800000000000003,0.1629829329185064,0.4800000000000003,0.133328557218083,0.4800000000000003,0.1115564144467207,0.4800000000000003,0.09592436746637914,0.4800000000000003,0.08415483227643597,0.4800000000000003,0.07497167489590635,0.4800000000000003,0.06760533592710434,0.4800000000000003,0.05651971453594538,0.4800000000000003,0.04850265626610571,0.4800000000000003,0.04249934348470805,0.4800000000000003,0.03783238733360963,0.4800000000000003,0.034098465019886,0.4800000000000003,0.03104216131660608,0.4800000000000003,0.02849372736742104
0.4900000000000003,0.2816530387803058,0.4900000000000003,0.2038641384649981,0.4900000000000003,0.1581495768148148,0.4900000000000003,0.1291026580370377,0.4900000000000003,0.1079735626983691,0.4900000000000003,0.09283098353337246,0.4900000000000003,0.08144005934354462,0.4900000000000003,0.07255635197803678,0.4900000000000003,0.06543190606405616,0.4900000000000003,0.05471181361523365,0.4900000000000003,0.04697722771868568,0.4900000000000003,0.0411814645974341,0.4900000000000003,0.03667319048583714,0.4900000000000003,0.0330643996567309,0.4900000000000003,0.0301092353733628,0.4900000000000003,0.0276442088968592
0.5000000000000002,0.2770811913555186,0.5000000000000002,0.1987792008505476,0.5000000000000002,0.1536925993551619,0.5000000000000002,0.1252714557594805,0.5000000000000002,0.1047646128329977,0.5000000000000002,0.0900815367682659,0.5000000000000002,0.07903978443407597,0.5000000000000002,0.07042903295338941,0.5000000000000002,0.06352326095021127,0.5000000000000002,0.05313086721527758,0.5000000000000002,0.04564809384392765,0.5000000000000002,0.04003618268768153,0.5000000000000002,0.035667844314723,0.5000000000000002,0.03216903519837074,0.5000000000000002,0.02930253666518019,0.5000000000000002,0.02691048113478253
0.5100000000000002,0.2724924376231657,0.5100000000000002,0.1940180347896283,0.5100000000000002,0.1496400062222505,0.5100000000000002,0.1218404406935031,0.5100000000000002,0.1019208583948445,0.5100000000000002,0.08766102675582682,0.5100000000000002,0.07693626153846045,0.5100000000000002,0.06857093039444392,0.5100000000000002,0.06186042813678334,0.5100000000000002,0.05175863549999057,0.5100000000000002,0.04449815774379203,0.5100000000000002,0.03904768096048428,0.5100000000000002,0.03480174930669937,0.5100000000000002,0.03139887218908315,0.5100000000000002,0.02860954246434491,0.5100000000000002,0.02628088433038405
0.5200000000000002,0.2679785939668778,0.5200000000000002,0.1896272257773541,0.5200000000000002,0.1460005135463052,0.5200000000000002,0.118800829331212,0.5200000000000002,0.09942433131894521,0.5200000000000002,0.08554823643150378,0.5200000000000002,0.0751074495052792,0.5200000000000002,0.06696022648130903,0.5200000000000002,0.06042226872921896,0.5200000000000002,0.05057576140268116,0.5200000000000002,0.04350987231091364,0.5200000000000002,0.03820006062416963,0.5200000000000002,0.03406043744147531,0.5200000000000002,0.03074067021795842,0.5200000000000002,0.02801806628875736,0.5200000000000002,0.02574414144429499
0.5300000000000002,0.2636195808764376,0.5300000000000002,0.1856327414480745,0.5300000000000002,0.1427680536115381,0.5300000000000002,0.1161339621781429,0.5300000000000002,0.09725133072373862,0.5300000000000002,0.08371854628265285,0.5300000000000002,0.07352929215929808,0.5300000000000002,0.06557395602410247,0.5300000000000002,0.05918706068491357,0.5300000000000002,0.04956294226231632,0.5300000000000002,0.04266611525237513,0.5300000000000002,0.03747802309057501,0.5300000000000002,0.03343012200105348,0.5300000000000002,0.03018190276790591,0.5300000000000002,0.02751664218770683,0.5300000000000002,0.02528968845544868
0.5400000000000003,0.2594807006967176,0.5400000000000003,0.1820433969992646,0.5400000000000003,0.1399260209064213,0.5400000000000003,0.1138149955208606,0.5400000000000003,0.09537517023098745,0.5400000000000003,0.08214602126210817,0.5400000000000003,0.07217734889579241,0.5400000000000003,0.06438931416242936,0.5400000000000003,0.05813357132590635,0.5400000000000003,0.04870169129680784,0.5400000000000003,0.0419507345185165,0.5400000000000003,0.03686727978791522,0.5400000000000003,0.03289801694116681,0.5400000000000003,0.02971101334812343,0.5400000000000003,0.02709473495187223,0.5400000000000003,0.0249078501799176
0.5500000000000003,0.2556116453408227,0.5500000000000003,0.1788546278378488,0.5500000000000003,0.1374509275089921,0.5500000000000003,0.111815796662354,0.5500000000000003,0.09376819336596547,0.5500000000000003,0.08080486981104548,0.5500000000000003,0.07102789076003338,0.5500000000000003,0.0633845057091994,0.5500000000000003,0.05724173247300221,0.5500000000000003,0.04797479039442919,0.5500000000000003,0.04134885224299501,0.5500000000000003,0.03635476623214078,0.5500000000000003,0.03245249311431374,0.5500000000000003,0.02931753260116936,0.5500000000000003,0.02674282972380657,0.5500000000000003,0.02458990993805881
0.5600000000000003,0.2520469089790581,0.5600000000000003,0.1760520957166568,0.5600000000000003,0.1353153429689364,0.5600000000000003,0.110107084873339,0.5600000000000003,0.09240316763755517,0.5600000000000003,0.0796703993338177,0.5600000000000003,0.07005858321354173,0.5600000000000003,0.06253924920436679,0.5600000000000003,0.05649302215197854,0.5600000000000003,0.04736652155152702,0.5600000000000003,0.04084699977180728,0.5600000000000003,0.03592872175494497,0.5600000000000003,0.03208312420303202,0.5600000000000003,0.02899210259773074,0.5600000000000003,0.02645244194632798,0.5600000000000003,0.0243281097405623
0.5700000000000003,0.2488071930509209,0.5700000000000003,0.1736148532137055,0.5700000000000003,0.1334901267439345,0.5700000000000003,0.1086599258020459,0.5700000000000003,0.09125418552433769,0.5700000000000003,0.0787195895682103,0.5700000000000003,0.06924886480394936,0.5700000000000003,0.0618350327797941,0.5700000000000003,0.05587063929284854,0.5700000000000003,0.04686274659176482,0.5700000000000003,0.04043313990105355,0.5700000000000003,0.03557868139168933,0.5700000000000003,0.03178066180250351,0.5700000000000003,0.02872644240714184,0.5700000000000003,0.02621607757289525,0.5700000000000003,0.02411560760162239
0.5800000000000003,0.2459013952910773,0.5800000000000003,0.1715179470000689,0.5800000000000003,0.1319460335162219,0.5800000000000003,0.1074467080651573,0.5800000000000003,0.09029719394675126,0.5800000000000003,0.07793138912765726,0.5800000000000003,0.06858011181960759,0.5800000000000003,0.06125519936978835,0.5800000000000003,0.05535953885174635,0.5800000000000003,0.04645088782533083,0.5800000000000003,0.04009661774790375,0.5800000000000003,0.03529541367812839,0.5800000000000003,0.03153696791343116,0.5800000000000003,0.02851327912849437,0.5800000000000003,0.02602716460061471,0.5800000000000003,0.02394641058198909
0.5900000000000003,0.2433288368830978,0.5900000000000003,0.1697344463057928,0.5900000000000003,0.1306548012266146,0.5900000000000003,0.1064417261849825,0.5900000000000003,0.08951025606637306,0.5900000000000003,0.07728682003452748,0.5900000000000003,0.06803565896497001,0.5900000000000003,0.06078492008377852,0.5900000000000003,0.05494637757878611,0.5900000000000003,0.04611984786641187,0.5900000000000003,0.03982806969769462,0.5900000000000003,0.03507082797894592,0.5900000000000003,0.03134492439360007,0.5900000000000003,0.02834626095235039,0.5900000000000003,0.02587997024190921,0.5900000000000003,0.02381529612318768
0.6000000000000003,0.2410814698719453,0.6000000000000003,0.1682369454138113,0.6000000000000003,0.1295898347875718,0.6000000000000003,0.1056214773029664,0.6000000000000003,0.08887362838726034,0.6000000000000003,0.07676895515462419,0.6000000000000003,0.06760072815845658,0.6000000000000003,0.06041109860684431,0.6000000000000003,0.05461940645784943,0.6000000000000003,0.04585989538596089,0.6000000000000003,0.03961931064846706,0.6000000000000003,0.03489786732579583,0.6000000000000003,0.03119833242803151,0.6000000000000003,0.02821986321051433,0.6000000000000003,0.02576951311997093,0.6000000000000003,0.02371772984622881
0.6100000000000003,0.2391458963788183,0.6100000000000003,0.1669986188086855,0.6100000000000003,0.1287265875398798,0.6100000000000003,0.104964758461022,0.6100000000000003,0.08836971635149657,0.6100000000000003,0.07636281625644664,0.6100000000000003,0.06726230282827919,0.6100000000000003,0.06012223680602041,0.6100000000000003,0.05436833479968545,0.6100000000000003,0.04566253493525588,0.6100000000000003,0.03946321296129444,0.6100000000000003,0.03477039717926452,0.6100000000000003,0.03109181040866739,0.6100000000000003,0.02812929436741061,0.6100000000000003,0.02569147637968244,0.6100000000000003,0.02364978489689352
0.6200000000000003,0.2375051077463565,0.6200000000000003,0.1659939158028361,0.6200000000000003,0.1280427257983377,0.6200000000000003,0.1044526312112608,0.6200000000000003,0.0879829547495125,0.6200000000000003,0.07605522659572463,0.6200000000000003,0.06700897364045934,0.6200000000000003,0.05990828208999126,0.6200000000000003,0.05418418272806263,0.6200000000000003,0.04552037267738543,0.6200000000000003,0.03935358564923168,0.6200000000000003,0.0346830965996749,0.6200000000000003,0.03102069534926549,0.6200000000000003,0.02807040612836195,0.6200000000000003,0.02564212519710053,0.6200000000000003,0.02360806579972291
0.6300000000000003,0.2361399097061296,0.6300000000000003,0.1651989770347269,0.6300000000000003,0.1275181441350225,0.6300000000000003,0.1040683029558373,0.6300000000000003,0.08769964577901235,0.6300000000000003,0.07583464132814145,0.6300000000000003,0.06683077305079781,0.6300000000000003,0.05976047001269567,0.6300000000000003,0.05405913284410854,0.6300000000000003,0.0454269854050734,0.6300000000000003,0.03928505894280244,0.6300000000000003,0.03463135560889698,0.6300000000000003,0.03098095073683517,0.6300000000000003,0.02803960996221583,0.6300000000000003,0.02561823055317995,0.6300000000000003,0.02358963836709696
0.6400000000000003,0.2350300388721579,0.6400000000000003,0.1645918445850971,0.6400000000000003,0.1271348828772638,0.6400000000000003,0.103796960366513,0.6400000000000003,0.08750777727901932,0.6400000000000003,0.07569097121446938,0.6400000000000003,0.06671900989150456,0.6400000000000003,0.0596711705874832,0.6400000000000003,0.05398638766871829,0.6400000000000003,0.04537679714898359,0.6400000000000003,0.03925297706711773,0.6400000000000003,0.0346111807151606,0.6400000000000003,0.03096908224647912,0.6400000000000003,0.02803380110167411,0.6400000000000003,0.02561700008225973,0.6400000000000003,0.02359196629206086
0.6500000000000004,0.2341549991947286,0.6500000000000004,0.1641525246963837,0.6500000000000004,0.1268769856840152,0.6500000000000004,0.1036255793791489,0.6500000000000004,0.08739683605414136,0.6500000000000004,0.0756154094525264,0.6500000000000004,0.06666611085112994,0.6500000000000004,0.05963374329519064,0.6500000000000004,0.05396003659734598,0.6500000000000004,0.04536496561702857,0.6500000000000004,0.03925330054731595,0.6500000000000004,0.03461910939659143,0.6500000000000004,0.03098206180010866,0.6500000000000004,0.02805029030094477,0.6500000000000004,0.02563601614194337,0.6500000000000004,0.02361285448087356
0.6600000000000004,0.2334946583803177,0.6600000000000004,0.1638629495717289,0.6600000000000004,0.1267303242067593,0.6600000000000004,0.1035427281673537,0.6600000000000004,0.08735762574345002,0.6600000000000004,0.07560026753360131,0.6600000000000004,0.06666547272207224,0.6600000000000004,0.05964240341877151,0.6600000000000004,0.05397493419379881,0.6600000000000004,0.04538727936212147,0.6600000000000004,0.03928251839213209,0.6600000000000004,0.03465213360414334,0.6600000000000004,0.03101725986783826,0.6600000000000004,0.02808674315574299,0.6600000000000004,0.02567318085434431,0.6600000000000004,0.02365039884324293
0.6700000000000004,0.233029647503665,0.6700000000000004,0.1637068736515977,0.6700000000000004,0.1266824085182723,0.6700000000000004,0.1035383736451044,0.6700000000000004,0.08738209487449472,0.6700000000000004,0.07563882334197904,0.6700000000000004,0.0667113273017199,0.6700000000000004,0.05969210079956732,0.6700000000000004,0.05402659042227473,0.6700000000000004,0.0454400657363974,0.6700000000000004,0.03933756991914109,0.6700000000000004,0.03470763191113291,0.6700000000000004,0.03107238557662342,0.6700000000000004,0.02814112652450503,0.6700000000000004,0.02572666765124967,0.6700000000000004,0.0237029420769132
0.6800000000000004,0.2327416052529673,0.6800000000000004,0.1636697305577251,0.6800000000000004,0.1267221958136133,0.6800000000000004,0.1036036979268131,0.6800000000000004,0.08746317815297612,0.6800000000000004,0.07572518294912509,0.6800000000000004,0.06679861955524612,0.6800000000000004,0.05977841114524782,0.6800000000000004,0.05411107266369072,0.6800000000000004,0.04552010919629126,0.6800000000000004,0.039415775656957,0.6800000000000004,0.03478330970553591,0.6800000000000004,0.03114543402120715,0.6800000000000004,0.02821166146136635,0.6800000000000004,0.02579487875621914,0.6800000000000004,0.0237690349045397
0.6900000000000004,0.2326133037940305,0.6900000000000004,0.1637384695774209,0.6900000000000004,0.1268399054286059,0.6900000000000004,0.1037309283530058,0.6900000000000004,0.08759465233683356,0.6900000000000004,0.07585415643492517,0.6900000000000004,0.06692289886689028,0.6900000000000004,0.05989743945011718,0.6900000000000004,0.05422491893371926,0.6900000000000004,0.04562457926226756,0.6900000000000004,0.03951477660295076,0.6900000000000004,0.0348771467232775,0.6900000000000004,0.03123464011028862,0.6900000000000004,0.02829678203226658,0.6900000000000004,0.02587640801278793,0.6900000000000004,0.02384740220750801
0.7000000000000004,0.2326286877012003,0.7000000000000004,0.1639013849485808,0.7000000000000004,0.1270268450912035,0.7000000000000004,0.1039131828219952,0.7000000000000004,0.08777100697326874,0.7000000000000004,0.0760211474008325,0.7000000000000004,0.06708022276651154,0.7000000000000004,0.0600457347875414,0.7000000000000004,0.05436506150916851,0.7000000000000004,0.0457509673301536,0.7000000000000004,0.03963248106971112,0.7000000000000004,0.0349873512080868,0.7000000000000004,0.03133843828663895,0.7000000000000004,0.02839509940220242,0.7000000000000004,0.02597000849109613,0.7000000000000004,0.02393691352839877
0.7100000000000004,0.2327728517689324,0.7100000000000004,0.1641479470268382,0.7100000000000004,0.1272752511891929,0.7100000000000004,0.1041443309822219,0.7100000000000004,0.08798732964703813,0.7100000000000004,0.07622205548066971,0.7100000000000004,0.06726707230738255,0.7100000000000004,0.06022021561115397,0.7100000000000004,0.05452876010113253,0.7100000000000004,0.04589703152268842,0.7100000000000004,0.03976701837800015,0.7100000000000004,0.03511232002332559,0.7100000000000004,0.03145542750684245,0.7100000000000004,0.028505370631602,0.7100000000000004,0.02607456435604712,0.7100000000000004,0.02403655746423327
0.7200000000000004,0.2330319783361384,0.7200000000000004,0.164468641388309,0.7200000000000004,0.1275781444361725,0.7200000000000004,0.1044188711318166,0.7200000000000004,0.08823920505765119,0.7200000000000004,0.07645319100093177,0.7200000000000004,0.06748027820987408,0.7200000000000004,0.06041810469233196,0.7200000000000004,0.05471354373497517,0.7200000000000004,0.04606074882177779,0.7200000000000004,0.03991669871982022,0.7200000000000004,0.03525060411114731,0.7200000000000004,0.03158434093620576,0.7200000000000004,0.0286264716877686,0.7200000000000004,0.02618906654543324,0.7200000000000004,0.02414541953507932
0.7300000000000004,0.2333932502764617,0.7300000000000004,0.1648548197836132,0.7300000000000004,0.1279292014371129,0.7300000000000004,0.1047318222891754,0.7300000000000004,0.08852262710968785,0.7300000000000004,0.0767112009196919,0.7300000000000004,0.06771695691726994,0.7300000000000004,0.06063687288114182,0.7300000000000004,0.05491716057169522,0.7300000000000004,0.04624027380740214,0.7300000000000004,0.04007997860267125,0.7300000000000004,0.03540087877898324,0.7300000000000004,0.0317240198946359,0.7300000000000004,0.02875737425288313,0.7300000000000004,0.02631259187742581,0.7300000000000004,0.02426266317927948
0.7400000000000004,0.2338447520934352,0.7400000000000004,0.1652985653864419,0.7400000000000004,0.1283226421339083,0.7400000000000004,0.1050786307285718,0.7400000000000004,0.08883392319006291,0.7400000000000004,0.0769930052283785,0.7400000000000004,0.06797445579394908,0.7400000000000004,0.06087419097446099,0.7400000000000004,0.05513753500634009,0.7400000000000004,0.04643390342937287,0.7400000000000004,0.04025543138124693,0.7400000000000004,0.03556191838183748,0.7400000000000004,0.03187339167113939,0.7400000000000004,0.02889712598580837,0.7400000000000004,0.02644428527712361,0.7400000000000004,0.02438751359202125
0.7500000000000004,0.2343753685623588,0.7500000000000004,0.1657925737863624,0.7500000000000004,0.1287531328273926,0.7500000000000004,0.1054550902351205,0.7500000000000004,0.08916968986448807,0.7500000000000004,0.0772957430950471,0.7500000000000004,0.06825030680326227,0.7500000000000004,0.06112788908506523,0.7500000000000004,0.05537273148789047,0.7500000000000004,0.04664004733954416,0.7500000000000004,0.04044172247556818,0.7500000000000004,0.0357325750532638,0.7500000000000004,0.03203145090156503,0.7500000000000004,0.02904483396547137,0.7500000000000004,0.02658334487682824,0.7500000000000004,0.02451924418412955
0.7600000000000005,0.2349746879763133,0.7600000000000005,0.1663300505098904,0.7600000000000005,0.1292157043321323,0.7600000000000005,0.1058572753623555,0.7600000000000005,0.08952673931256255,0.7600000000000005,0.0776167281327016,0.7600000000000005,0.06854218811083444,0.7600000000000005,0.0613959230118479,0.7600000000000005,0.05562092460724856,0.7600000000000005,0.04685720340442089,0.7600000000000005,0.04063758895718944,0.7600000000000005,0.03591176121209375,0.7600000000000005,0.03219724427127976,0.7600000000000005,0.02919965110466342,0.7600000000000005,0.02672900980069086,0.7600000000000005,0.02465716548959163
0.7700000000000005,0.2356329151556234,0.7700000000000005,0.1669046253962284,0.7700000000000005,0.129705684753387,0.7700000000000005,0.1062814870275854,0.7700000000000005,0.08990205590696504,0.7700000000000005,0.07795341227023024,0.7700000000000005,0.06884789315231331,0.7700000000000005,0.06167634720086169,0.7700000000000005,0.05588037508476557,0.7700000000000005,0.04708393809340383,0.7700000000000005,0.0408418232515621,0.7700000000000005,0.0360984356311058,0.7700000000000005,0.03236985835756412,0.7700000000000005,0.02936076537120576,0.7700000000000005,0.02688055048831141,0.7700000000000005,0.02480061639072943
0.7800000000000005,0.2363407978417241,0.7800000000000005,0.167510283811344,0.7800000000000005,0.1302186463291741,0.7800000000000005,0.1067242098213177,0.7800000000000005,0.09029276240493793,0.7800000000000005,0.07830335777054398,0.7800000000000005,0.06916530677035367,0.7800000000000005,0.06196729394954594,0.7800000000000005,0.05614941134781991,0.7800000000000005,0.04731887149001569,0.7800000000000005,0.04105326075011432,0.7800000000000005,0.036291592893965,0.7800000000000005,0.03254841046234604,0.7800000000000005,0.02952739168574352,0.7800000000000005,0.02703726144126605,0.7800000000000005,0.02494895755687769
0.7900000000000005,0.2370895688049624,0.7900000000000005,0.1681413143865775,0.7900000000000005,0.1307503657163848,0.7900000000000005,0.1071820804135044,0.7900000000000005,0.09069609524392296,0.7900000000000005,0.07866421696912651,0.7900000000000005,0.06949238805504782,0.7900000000000005,0.06226695853518606,0.7900000000000005,0.05642641641633785,0.7900000000000005,0.04756066669789964,0.7900000000000005,0.04127077114661713,0.7900000000000005,0.03649025608505686,0.7900000000000005,0.03273204230202886,0.7900000000000005,0.02969876637982736,0.7900000000000005,0.02719845628951603,0.7900000000000005,0.02510156700422251
0.8000000000000005,0.2378709048611856,0.8000000000000005,0.1687922726675959,0.8000000000000005,0.1312967969935523,0.8000000000000005,0.1076518663961882,0.8000000000000005,0.09110938840830023,0.8000000000000005,0.07903371928967917,0.8000000000000005,0.06982715950996472,0.8000000000000005,0.06257358993926261,0.8000000000000005,0.05670981980646979,0.8000000000000005,0.04780802340770267,0.8000000000000005,0.04149325330704539,0.8000000000000005,0.03669347255173357,0.8000000000000005,0.0329199164162982,0.8000000000000005,0.02987414409329498,0.8000000000000005,0.02736346507021163,0.8000000000000005,0.0252578376802131
0.8100000000000005,0.2386769029521002,0.8100000000000005,0.1694579597286997,0.8100000000000005,0.1318540564922137,0.8100000000000005,0.1081304548032947,0.8100000000000005,0.09153006525766061,0.8100000000000005,0.07940966503019764,0.8100000000000005,0.07016770211149104,0.8100000000000005,0.06288548679135161,0.8100000000000005,0.05699809411960854,0.8100000000000005,0.04805967535513581,0.8100000000000005,0.04171963345052787,0.8100000000000005,0.0369003125501617,0.8100000000000005,0.03311121513211436,0.8100000000000005,0.03005279696647326,0.8100000000000005,0.02753163358975319,0.8100000000000005,0.02541717695587601
0.8200000000000005,0.2395000724686442,0.8200000000000005,0.1701334144386475,0.8200000000000005,0.1324184183545475,0.8200000000000005,0.1086148493969453,0.8200000000000005,0.09195563758283802,0.8200000000000005,0.07978992530665839,0.8200000000000005,0.07051215573611244,0.8200000000000005,0.06320099807322699,0.8200000000000005,0.05728975590891661,0.8200000000000005,0.04831439133745645,0.8200000000000005,0.04194886636369994,0.8200000000000005,0.03710987053671936,0.8200000000000005,0.0333051418746922,0.8200000000000005,0.03023401594228054,0.8200000000000005,0.02770232470283855,0.8200000000000005,0.02557900787503137
0.8300000000000005,0.2403333420854649,0.8300000000000005,0.1708139176686705,0.8300000000000005,0.1329863194603492,0.8300000000000005,0.1091021756181109,0.8300000000000005,0.09238371099522533,0.8300000000000005,0.08017244740248136,0.8300000000000005,0.07085872430755258,0.8300000000000005,0.06351852801385173,0.8300000000000005,0.05758337031584952,0.8300000000000005,0.0485709793715389,0.8300000000000005,0.04217993929719848,0.8300000000000005,0.037321268801473,0.8300000000000005,0.03350092455837068,0.8300000000000005,0.03041711393973954,0.8300000000000005,0.0278749212930956,0.8300000000000005,0.02574277196403783
0.8400000000000005,0.2411700785563157,0.8400000000000005,0.1714950063391687,0.8400000000000005,0.1335543720958157,0.8400000000000005,0.1095896918885357,0.8400000000000005,0.09281199557567174,0.8400000000000005,0.08055526461576895,0.8400000000000005,0.07120568487718514,0.8400000000000005,0.06383654448144074,0.8400000000000005,0.05787755885604289,0.8400000000000005,0.04882829348100286,0.8400000000000005,0.04241187810929942,0.8400000000000005,0.03753366306582027,0.8400000000000005,0.03369782072326202,0.8400000000000005,0.03060143059947399,0.8400000000000005,0.02804883068402387,0.8400000000000005,0.0259079333540977
