nch18_Cgd_Cgg (ll=2e-07) X,nch18_Cgd_Cgg (ll=2e-07) Y,nch18_Cgd_Cgg (ll=3e-07) X,nch18_Cgd_Cgg (ll=3e-07) Y,nch18_Cgd_Cgg (ll=4e-07) X,nch18_Cgd_Cgg (ll=4e-07) Y,nch18_Cgd_Cgg (ll=5e-07) X,nch18_Cgd_Cgg (ll=5e-07) Y,nch18_Cgd_Cgg (ll=6e-07) X,nch18_Cgd_Cgg (ll=6e-07) Y,nch18_Cgd_Cgg (ll=7e-07) X,nch18_Cgd_Cgg (ll=7e-07) Y,nch18_Cgd_Cgg (ll=8e-07) X,nch18_Cgd_Cgg (ll=8e-07) Y,nch18_Cgd_Cgg (ll=9e-07) X,nch18_Cgd_Cgg (ll=9e-07) Y,nch18_Cgd_Cgg (ll=1e-06) X,nch18_Cgd_Cgg (ll=1e-06) Y,nch18_Cgd_Cgg (ll=1.2e-06) X,nch18_Cgd_Cgg (ll=1.2e-06) Y,nch18_Cgd_Cgg (ll=1.4e-06) X,nch18_Cgd_Cgg (ll=1.4e-06) Y,nch18_Cgd_Cgg (ll=1.6e-06) X,nch18_Cgd_Cgg (ll=1.6e-06) Y,nch18_Cgd_Cgg (ll=1.8e-06) X,nch18_Cgd_Cgg (ll=1.8e-06) Y,nch18_Cgd_Cgg (ll=2e-06) X,nch18_Cgd_Cgg (ll=2e-06) Y,nch18_Cgd_Cgg (ll=2.2e-06) X,nch18_Cgd_Cgg (ll=2.2e-06) Y,nch18_Cgd_Cgg (ll=2.4e-06) X,nch18_Cgd_Cgg (ll=2.4e-06) Y
0.3900000000000002,-0.3168766499424825,0.3900000000000002,-0.2556043862089691,0.3900000000000002,-0.2103115986387474,0.3900000000000002,-0.1772009140627792,0.3900000000000002,-0.1516527491361451,0.3900000000000002,-0.1320707627652159,0.3900000000000002,-0.1166776609960406,0.3900000000000002,-0.1043107296965316,0.3900000000000002,-0.09418787015881358,0.3900000000000002,-0.07866730356161523,0.3900000000000002,-0.06709611546286257,0.3900000000000002,-0.05838833641617335,0.3900000000000002,-0.05161839144558763,0.3900000000000002,-0.04621562552797958,0.3900000000000002,-0.04181070554042852,0.3900000000000002,-0.03815482808927557
0.4000000000000002,-0.3126760959360778,0.4000000000000002,-0.2506425706598269,0.4000000000000002,-0.2050203078741466,0.4000000000000002,-0.1719733728077127,0.4000000000000002,-0.1466809239911352,0.4000000000000002,-0.1274267068345776,0.4000000000000002,-0.112369941548226,0.4000000000000002,-0.1003220049576934,0.4000000000000002,-0.09049157158538469,0.4000000000000002,-0.0754716777634598,0.4000000000000002,-0.06433730307916226,0.4000000000000002,-0.05597303270303355,0.4000000000000002,-0.04947773807222866,0.4000000000000002,-0.04429822405455003,0.4000000000000002,-0.04007756624691536,0.4000000000000002,-0.03657587211626975
0.4100000000000002,-0.3079870933312915,0.4100000000000002,-0.2452505888295442,0.4100000000000002,-0.1994399645783864,0.4100000000000002,-0.1665826001025004,0.4100000000000002,-0.141652947733432,0.4100000000000002,-0.122797737107788,0.4100000000000002,-0.1081238946707269,0.4100000000000002,-0.09642509244616082,0.4100000000000002,-0.08690629225239052,0.4100000000000002,-0.0724059582689643,0.4100000000000002,-0.06171194017166925,0.4100000000000002,-0.05368821145900322,0.4100000000000002,-0.04746197217962589,0.4100000000000002,-0.04249922008349675,0.4100000000000002,-0.03845623025658049,0.4100000000000002,-0.03510237701071015
0.4200000000000002,-0.3028723238035297,0.4200000000000002,-0.2395236386429233,0.4200000000000002,-0.1936811875781623,0.4200000000000002,-0.1611362710253139,0.4200000000000002,-0.136663395030828,0.4200000000000002,-0.1182642687219687,0.4200000000000002,-0.1040071467430748,0.4200000000000002,-0.09267676643778439,0.4200000000000002,-0.08347981480357917,0.4200000000000002,-0.06950446080716591,0.4200000000000002,-0.05924398077517613,0.4200000000000002,-0.05155105960739466,0.4200000000000002,-0.04558368836682537,0.4200000000000002,-0.04082798927570276,0.4200000000000002,-0.03695375466490398,0.4200000000000002,-0.03373969094915494
0.4300000000000002,-0.2974134937783839,0.4300000000000002,-0.233569465495522,0.4300000000000002,-0.1878557714680646,0.4300000000000002,-0.1557352139738356,0.4300000000000002,-0.131795247320185,0.4300000000000002,-0.1138932684266067,0.4300000000000002,-0.1000735226334582,0.4300000000000002,-0.0891203830848605,0.4300000000000002,-0.08024722052697461,0.4300000000000002,-0.06679050238169662,0.4300000000000002,-0.05694842957313889,0.4300000000000002,-0.04957138613797983,0.4300000000000002,-0.04384930715220024,0.4300000000000002,-0.0392886658346832,0.4300000000000002,-0.03557268822461728,0.4300000000000002,-0.03248923874855106
0.4400000000000002,-0.2917055039317439,0.4400000000000002,-0.2275002629387307,0.4400000000000002,-0.1820691479867781,0.4400000000000002,-0.1504678406788352,0.4400000000000002,-0.1271166394388251,0.4400000000000002,-0.1097366669524142,0.4400000000000002,-0.09636257510685615,0.4400000000000002,-0.08578613654140183,0.4400000000000002,-0.07723160904658764,0.4400000000000002,-0.06427758438820691,0.4400000000000002,-0.05483260820204766,0.4400000000000002,-0.04775284475518764,0.4400000000000002,-0.04226021274569709,0.4400000000000002,-0.03788118668889214,0.4400000000000002,-0.03431202554220741,0.4400000000000002,-0.03134939393304392
0.4500000000000002,-0.2858497735586614,0.4500000000000002,-0.2214250589467574,0.4500000000000002,-0.1764146379652472,0.4500000000000002,-0.1454067705990336,0.4500000000000002,-0.1226796004063405,0.4500000000000002,-0.1058314046960099,0.4500000000000002,-0.09290039419139766,0.4500000000000002,-0.0826922966188684,0.4500000000000002,-0.07444556102942659,0.4500000000000002,-0.06197098772371946,0.4500000000000002,-0.05289761479963757,0.4500000000000002,-0.04609423133066998,0.4500000000000002,-0.04081389910586308,0.4500000000000002,-0.03660230574638994,0.4500000000000002,-0.03316810923755644,0.4500000000000002,-0.03031628613096407
0.4600000000000002,-0.2799476403055636,0.4600000000000002,-0.215443471256072,0.4600000000000002,-0.170969828560218,0.4600000000000002,-0.1406075257459009,0.4600000000000002,-0.1185204052447876,0.4600000000000002,-0.1022006467441361,0.4600000000000002,-0.08970123470529059,0.4600000000000002,-0.07984700224670128,0.4600000000000002,-0.07189296499552487,0.4600000000000002,-0.05986949184672843,0.4600000000000002,-0.05113977878194824,0.4600000000000002,-0.04459071634730395,0.4600000000000002,-0.03950502308830111,0.4600000000000002,-0.03544650340398937,0.4600000000000002,-0.03213542375855857,0.4600000000000002,-0.02938450080475173
0.4700000000000003,-0.2740945850845849,0.4700000000000003,-0.2096413091725698,0.4700000000000003,-0.1657949980016233,0.4700000000000003,-0.1361088997765953,0.4700000000000003,-0.1146610456096352,0.4700000000000003,-0.09885569562229282,0.4700000000000003,-0.08676954867786515,0.4700000000000003,-0.07725026179766953,0.4700000000000003,-0.06957091823858248,0.4700000000000003,-0.05796702013168186,0.4700000000000003,-0.04955198655357292,0.4700000000000003,-0.04323493170966071,0.4700000000000003,-0.03832631124336931,0.4700000000000003,-0.03440675544981021,0.4700000000000003,-0.03120725673284849,0.4700000000000003,-0.02854765525344876
0.4800000000000003,-0.2683757696893391,0.4800000000000003,-0.2040881142569938,0.4800000000000003,-0.1609332395541562,0.4800000000000003,-0.1319344954715833,0.4800000000000003,-0.1111113405908791,0.4800000000000003,-0.09579820254173151,0.4800000000000003,-0.08410210487948191,0.4800000000000003,-0.07489591195349984,0.4800000000000003,-0.06747150916340562,0.4800000000000003,-0.05625409614064757,0.4800000000000003,-0.04812481449222804,0.4800000000000003,-0.04201787678766473,0.4800000000000003,-0.03726930169633468,0.4800000000000003,-0.03347515279909143,0.4800000000000003,-0.03037622551897258,0.4800000000000003,-0.02779885249783923
0.4900000000000003,-0.2628630968778153,0.4900000000000003,-0.19883644277201,0.4900000000000003,-0.156411813715147,0.4900000000000003,-0.1280949375764011,0.4900000000000003,-0.1078712932930642,0.4900000000000003,-0.09302238333852279,0.4900000000000003,-0.08168998253301507,0.4900000000000003,-0.0727733828268573,0.4900000000000003,-0.06558337323185855,0.4900000000000003,-0.05471905927451383,0.4900000000000003,-0.04684744918902318,0.4900000000000003,-0.0409296394562592,0.4900000000000003,-0.0363249250987853,0.4900000000000003,-0.03264338040465427,0.4900000000000003,-0.0296346795655901,0.4900000000000003,-0.02713102476056484
0.5000000000000002,-0.2576137637038667,0.5000000000000002,-0.1939225235545518,0.5000000000000002,-0.1522442518124646,0.5000000000000002,-0.1245903522968932,0.5000000000000002,-0.1049334090450232,0.5000000000000002,-0.09051705102587237,0.5000000000000002,-0.07952031839787399,0.5000000000000002,-0.07086919440920751,0.5000000000000002,-0.0638929787589695,0.5000000000000002,-0.0533490318849926,0.5000000000000002,-0.04570840267647951,0.5000000000000002,-0.03995994631673487,0.5000000000000002,-0.03548394127990896,0.5000000000000002,-0.03190307257603983,0.5000000000000002,-0.02897499556132907,0.5000000000000002,-0.0265371828821859
0.5100000000000002,-0.2526701080290304,0.5100000000000002,-0.1893678655276635,0.5100000000000002,-0.1484328013905283,0.5100000000000002,-0.1214128162978509,0.5100000000000002,-0.1022847974337305,0.5100000000000002,-0.08826736525458735,0.5100000000000002,-0.07757775656481138,0.5100000000000002,-0.0691681642520386,0.5100000000000002,-0.0623856415363512,0.5100000000000002,-0.05213065606773277,0.5100000000000002,-0.04469604554567857,0.5100000000000002,-0.03909856539812754,0.5100000000000002,-0.03473725378549873,0.5100000000000002,-0.03124606531498271,0.5100000000000002,-0.02838978433667496,0.5100000000000002,-0.02601058907653476
0.5200000000000002,-0.2480604531019882,0.5200000000000002,-0.1851814105205279,0.5200000000000002,-0.1449709037589715,0.5200000000000002,-0.1185485868107121,0.5200000000000002,-0.09990896736625418,0.5200000000000002,-0.08625626386681608,0.5200000000000002,-0.07584559765462089,0.5200000000000002,-0.06765434065152191,0.5200000000000002,-0.06104629217289138,0.5200000000000002,-0.05105063137923617,0.5200000000000002,-0.04379898717192062,0.5200000000000002,-0.03833558751516201,0.5200000000000002,-0.03407612550060871,0.5200000000000002,-0.03066456622643214,0.5200000000000002,-0.02787202782061624,0.5200000000000002,-0.02554486941576626
0.5300000000000002,-0.2438006275839703,0.5300000000000002,-0.1813618961601323,0.5300000000000002,-0.1418454974370859,0.5300000000000002,-0.1159800144404782,0.5300000000000002,-0.09778728729493109,0.5300000000000002,-0.08446558405607206,0.5300000000000002,-0.07430667217274083,0.5300000000000002,-0.06631169399324391,0.5300000000000002,-0.05986003186458804,0.5300000000000002,-0.05009608893904548,0.5300000000000002,-0.04300633298957666,0.5300000000000002,-0.03766161159520441,0.5300000000000002,-0.0334923169579198,0.5300000000000002,-0.03015126065023504,0.5300000000000002,-0.02741516232540745,0.5300000000000002,-0.0251340803958337
0.5400000000000003,-0.2398958609907467,0.5400000000000003,-0.177900181509633,0.5400000000000003,-0.1390390307481504,0.5400000000000003,-0.1136871061626706,0.5400000000000003,-0.09590012321479385,0.5400000000000003,-0.08287690465397124,0.5400000000000003,-0.07294397647757014,0.5400000000000003,-0.06512460617295955,0.5400000000000003,-0.05881251549384928,0.5400000000000003,-0.04925483631082045,0.5400000000000003,-0.04230784634922023,0.5400000000000003,-0.03706785647851307,0.5400000000000003,-0.03297816609198242,0.5400000000000003,-0.02969936992748289,0.5400000000000003,-0.02701312186459186,0.5400000000000003,-0.02477274154014272
0.5500000000000003,-0.2363428070606631,0.5500000000000003,-0.1747813744389915,0.5500000000000003,-0.1365311353026835,0.5500000000000003,-0.1116487490300996,0.5500000000000003,-0.09422768956237201,0.5500000000000003,-0.08147215184362738,0.5500000000000003,-0.07174111392532924,0.5500000000000003,-0.06407819829792497,0.5500000000000003,-0.05789019906100984,0.5500000000000003,-0.04851550374257846,0.5500000000000003,-0.04169403864248163,0.5500000000000003,-0.03654621812381186,0.5500000000000003,-0.03252662496787397,0.5500000000000003,-0.02930267481233727,0.5500000000000003,-0.0266603526001313,0.5500000000000003,-0.02445584364577785
0.5600000000000003,-0.2331315120223063,0.5600000000000003,-0.1719866727732557,0.5600000000000003,-0.1342999590517525,0.5600000000000003,-0.109843629571335,0.5600000000000003,-0.09275065783402597,0.5600000000000003,-0.08023401276494815,0.5600000000000003,-0.07068258210160187,0.5600000000000003,-0.06315853331374256,0.5600000000000003,-0.05708048399043049,0.5600000000000003,-0.04786761745391922,0.5600000000000003,-0.04115620714582524,0.5600000000000003,-0.03608928751968012,0.5600000000000003,-0.03213126588399714,0.5600000000000003,-0.02895551432108342,0.5600000000000003,-0.0263518071288899,0.5600000000000003,-0.0241788401641849
0.5700000000000003,-0.2302472078728426,0.5700000000000003,-0.1694948865161554,0.5700000000000003,-0.1323231860834672,0.5700000000000003,-0.1082508948556794,0.5700000000000003,-0.09145056914828356,0.5700000000000003,-0.07914619863671968,0.5700000000000003,-0.06975394241386147,0.5700000000000003,-0.06235272491741603,0.5700000000000003,-0.05637178546410671,0.5700000000000003,-0.0473016206789828,0.5700000000000003,-0.04068643600562288,0.5700000000000003,-0.03569034128517754,0.5700000000000003,-0.03178626646850437,0.5700000000000003,-0.02865276794157545,0.5700000000000003,-0.02608292527166815,0.5700000000000003,-0.02393762741677094
0.5800000000000003,-0.2276718646923891,0.5800000000000003,-0.1672836460578995,0.5800000000000003,-0.1305787847966134,0.5800000000000003,-0.1068506033533706,0.5800000000000003,-0.09031009362111696,0.5800000000000003,-0.07819359371825009,0.5800000000000003,-0.06894190252532137,0.5800000000000003,-0.06164897842582187,0.5800000000000003,-0.05575354657723902,0.5800000000000003,-0.04680885863184604,0.5800000000000003,-0.04027757224846087,0.5800000000000003,-0.03534331410159511,0.5800000000000003,-0.03148638104897322,0.5800000000000003,-0.02838982715908901,0.5800000000000003,-0.0258496063453282,0.5800000000000003,-0.02372851788549355
0.5900000000000003,-0.2253854773897623,0.5900000000000003,-0.1653303239408854,0.5900000000000003,-0.1290455308796374,0.5900000000000003,-0.1056240106834316,0.5900000000000003,-0.08931317377219961,0.5900000000000003,-0.07736232030788651,0.5900000000000003,-0.06823433625136797,0.5900000000000003,-0.06103658390486555,0.5900000000000003,-0.05521621527912724,0.5900000000000003,-0.0463815396796373,0.5900000000000003,-0.0399231857492677,0.5900000000000003,-0.03504275978657283,0.5900000000000003,-0.03122690367933363,0.5900000000000003,-0.02816256067597291,0.5900000000000003,-0.02564817655839243,0.5900000000000003,-0.02354820966251727
0.6000000000000003,-0.2233670909825712,0.6000000000000003,-0.163612709074676,0.6000000000000003,-0.1277033502943562,0.6000000000000003,-0.104553729713558,0.6000000000000003,-0.0884450828146547,0.6000000000000003,-0.07663974398508389,0.6000000000000003,-0.06762026019656497,0.6000000000000003,-0.06050587717681291,0.6000000000000003,-0.0547511969614694,0.6000000000000003,-0.04601268183500462,0.6000000000000003,-0.03961751971672279,0.6000000000000003,-0.03478380597024006,0.6000000000000003,-0.03100362671575781,0.6000000000000003,-0.02796727646866836,0.6000000000000003,-0.02547535412914206,0.6000000000000003,-0.02339375424910501
0.6100000000000003,-0.2215955862625017,0.6100000000000003,-0.1621094757694509,0.6100000000000003,-0.1265335229367398,0.6100000000000003,-0.1036237979510621,0.6100000000000003,-0.08769242251995915,0.6100000000000003,-0.0760144379380719,0.6100000000000003,-0.06708978183357163,0.6100000000000003,-0.06004818042411107,0.6100000000000003,-0.05435079221573837,0.6100000000000003,-0.0456960511674122,0.6100000000000003,-0.03935543639977078,0.6100000000000003,-0.03456210589839331,0.6100000000000003,-0.03081279768519671,0.6100000000000003,-0.0278006828819284,0.6100000000000003,-0.02532821393252233,0.6100000000000003,-0.02326252421617469
0.6200000000000003,-0.2200502569242088,0.6200000000000003,-0.1608004885240313,0.6200000000000003,-0.125518781686713,0.6200000000000003,-0.1028196787475636,0.6200000000000003,-0.08704307986022186,0.6200000000000003,-0.07547612067553751,0.6200000000000003,-0.0666340299698282,0.6200000000000003,-0.0596557309780304,0.6200000000000003,-0.0540081266433953,0.6200000000000003,-0.04542609679421245,0.6200000000000003,-0.03913236130063229,0.6200000000000003,-0.0343737897991276,0.6200000000000003,-0.03065107632428426,0.6200000000000003,-0.02765985025170261,0.6200000000000003,-0.02520415288961938,0.6200000000000003,-0.02315218173417847
0.6300000000000003,-0.21871121241538,0.6300000000000003,-0.1596669793649152,0.6300000000000003,-0.1246433353364684,0.6300000000000003,-0.1021282170602815,0.6300000000000003,-0.08648615699230353,0.6300000000000003,-0.07501557772027902,0.6300000000000003,-0.06624507556275831,0.6300000000000003,-0.05932160443597013,0.6300000000000003,-0.05371707757021446,0.6300000000000003,-0.04519788564822353,0.6300000000000003,-0.0389442281166348,0.6300000000000003,-0.03421541743862985,0.6300000000000003,-0.0305154930248374,0.6300000000000003,-0.02754217402578079,0.6300000000000003,-0.02510085687824685,0.6300000000000003,-0.0230606486104946
0.6400000000000003,-0.2175596400290011,0.6400000000000003,-0.1586916292105531,0.6400000000000003,-0.1238928380664815,0.6400000000000003,-0.1015375655883586,0.6400000000000003,-0.08601188537563997,0.6400000000000003,-0.07462457495732266,0.6400000000000003,-0.06591584853075316,0.6400000000000003,-0.05903963638493621,0.6400000000000003,-0.0534722009825828,0.6400000000000003,-0.04500703913374419,0.6400000000000003,-0.03878742585105713,0.6400000000000003,-0.03408393289892968,0.6400000000000003,-0.03040340945545835,0.6400000000000003,-0.02744533997298395,0.6400000000000003,-0.02501626962928226,0.6400000000000003,-0.02298607820705045
0.6500000000000004,-0.2165779567636778,0.6500000000000004,-0.1578585792004511,0.6500000000000004,-0.1232543230419888,0.6500000000000004,-0.1010370930690899,0.6500000000000004,-0.08561153183476047,0.6500000000000004,-0.07429576905144124,0.6500000000000004,-0.06564005445248401,0.6500000000000004,-0.05880434561214323,0.6500000000000004,-0.05326866086889367,0.6500000000000004,-0.04484967299434875,0.6500000000000004,-0.03865874896852718,0.6500000000000004,-0.03397662218501694,0.6500000000000004,-0.03031248179579479,0.6500000000000004,-0.02736729180321756,0.6500000000000004,-0.0249485638516939,0.6500000000000004,-0.02292682942422361
0.6600000000000004,-0.2157498774090171,0.6600000000000004,-0.1571533927415481,0.6600000000000004,-0.1227161134369105,0.6600000000000004,-0.1006172833132097,0.6600000000000004,-0.08527730207795635,0.6600000000000004,-0.07402261864327832,0.6600000000000004,-0.06541209374225093,0.6600000000000004,-0.05861086065868285,0.6600000000000004,-0.0531021623255719,0.6600000000000004,-0.04472234115409695,0.6600000000000004,-0.03855535107141914,0.6600000000000004,-0.03389107397027938,0.6600000000000004,-0.03024062678802465,0.6600000000000004,-0.02730620133485285,0.6600000000000004,-0.02489611467667699,0.6600000000000004,-0.02288144280939868
0.6700000000000004,-0.2150604209546422,0.6700000000000004,-0.1565629844629924,0.6700000000000004,-0.1222677207399906,0.6700000000000004,-0.1002696310729728,0.6700000000000004,-0.0850022454468462,0.6700000000000004,-0.07379929876989703,0.6700000000000004,-0.06522698493780632,0.6700000000000004,-0.05845485083502737,0.6700000000000004,-0.05296888920211936,0.6700000000000004,-0.04462198390325235,0.6700000000000004,-0.03847470229891709,0.6700000000000004,-0.03382514358570631,0.6700000000000004,-0.03018599065343662,0.6700000000000004,-0.02726044122152741,0.6700000000000004,-0.02485747541014903,0.6700000000000004,-0.0228486187645982
0.6800000000000004,-0.2144958732488177,0.6800000000000004,-0.1560755284332513,0.6800000000000004,-0.1218997374788433,0.6800000000000004,-0.09998653895158546,0.6800000000000004,-0.08478016338636186,0.6800000000000004,-0.07362062003883685,0.6800000000000004,-0.06508029305845113,0.6800000000000004,-0.05833246229928167,0.6800000000000004,-0.05286544665440077,0.6800000000000004,-0.04454588053645415,0.6800000000000004,-0.0384145504678419,0.6800000000000004,-0.03377692022501316,0.6800000000000004,-0.03014692082082228,0.6800000000000004,-0.02722856017131673,0.6800000000000004,-0.02483135551940758,0.6800000000000004,-0.02282719777570479
0.6900000000000004,-0.2140437201007382,0.6900000000000004,-0.1556803548721374,0.6900000000000004,-0.1216037294054849,0.6900000000000004,-0.09976121816225851,0.6900000000000004,-0.08460552319357172,0.6900000000000004,-0.07348195343475072,0.6900000000000004,-0.06496806351947979,0.6900000000000004,-0.05824025944595008,0.6900000000000004,-0.05278880870426202,0.6900000000000004,-0.04449160638180574,0.6900000000000004,-0.03837288585935227,0.6900000000000004,-0.03374469725588543,0.6900000000000004,-0.03012194035275105,0.6900000000000004,-0.02720926054502188,0.6900000000000004,-0.02481660074371323,0.6900000000000004,-0.02281614255714418
0.7000000000000004,-0.2136925618364648,0.7000000000000004,-0.155367842119965,0.7000000000000004,-0.1213721306118019,0.7000000000000004,-0.09958759492733983,0.7000000000000004,-0.08447337794525166,0.7000000000000004,-0.07337916118966725,0.7000000000000004,-0.06488676177211396,0.7000000000000004,-0.0581751716218632,0.7000000000000004,-0.05273627073094386,0.7000000000000004,-0.04445699405780541,0.7000000000000004,-0.03834790948954477,0.7000000000000004,-0.03372694548261874,0.7000000000000004,-0.03010972492430659,0.7000000000000004,-0.02720137819775533,0.7000000000000004,-0.02481217520216334,0.7000000000000004,-0.02281452199388381
0.7100000000000004,-0.2134320176970324,0.7100000000000004,-0.1551293087169053,0.7100000000000004,-0.121198143882789,0.7100000000000004,-0.0994602235858144,0.7100000000000004,-0.08437929305197074,0.7100000000000004,-0.07330853385049957,0.7100000000000004,-0.06483321863518236,0.7100000000000004,-0.05813444504382519,0.7100000000000004,-0.05270540671840708,0.7100000000000004,-0.04444009874199462,0.7100000000000004,-0.03833800467065053,0.7100000000000004,-0.03372228918674983,0.7100000000000004,-0.03010908219795637,0.7100000000000004,-0.02720386442208732,0.7100000000000004,-0.02481714536960231,0.7100000000000004,-0.02282149676222348
0.7200000000000004,-0.2132526263698585,0.7200000000000004,-0.1549569090019396,0.7200000000000004,-0.1210756477593383,0.7200000000000004,-0.09937420697949105,0.7200000000000004,-0.08431927958774195,0.7200000000000004,-0.07326673349029578,0.7200000000000004,-0.06480458116441665,0.7200000000000004,-0.05811559971416207,0.7200000000000004,-0.05269403103182863,0.7200000000000004,-0.04443916721589286,0.7200000000000004,-0.03834171166225348,0.7200000000000004,-0.03372948477163201,0.7200000000000004,-0.03011893344138717,0.7200000000000004,-0.02721576985640203,0.7200000000000004,-0.02483066579800855,0.7200000000000004,-0.02283630651829931
0.7300000000000004,-0.2131457473054995,0.7300000000000004,-0.1548435345711534,0.7300000000000004,-0.1209991111946727,0.7300000000000004,-0.09932512435666921,0.7300000000000004,-0.08428973435718333,0.7300000000000004,-0.07325074290147315,0.7300000000000004,-0.06479826884292875,0.7300000000000004,-0.05811639109618637,0.7300000000000004,-0.05270016448025192,0.7300000000000004,-0.04445261045400495,0.7300000000000004,-0.0383577052205289,0.7300000000000004,-0.03374740184800309,0.7300000000000004,-0.03013829724733481,0.7300000000000004,-0.0272362302346691,0.7300000000000004,-0.02485196647332394,0.7300000000000004,-0.02285825855550637
0.7400000000000004,-0.2131034662145349,0.7400000000000004,-0.1547827231571473,0.7400000000000004,-0.1209635162860089,0.7400000000000004,-0.0993089668207956,0.7400000000000004,-0.08428738655365992,0.7400000000000004,-0.07325782055530604,0.7400000000000004,-0.06481193485322249,0.7400000000000004,-0.05813477630651946,0.7400000000000004,-0.05272200442832908,0.7400000000000004,-0.04447897954170572,0.7400000000000004,-0.03838477487150011,0.7400000000000004,-0.03377500661544541,0.7400000000000004,-0.03016627523165825,0.7400000000000004,-0.0272644538702461,0.7400000000000004,-0.02488034171323747,0.7400000000000004,-0.02288671784674584
0.7500000000000004,-0.2131185071865448,0.7500000000000004,-0.1547685759335337,0.7500000000000004,-0.120964289293961,0.7500000000000004,-0.09932208022364354,0.7500000000000004,-0.08430925080594605,0.7500000000000004,-0.07328546109290282,0.7500000000000004,-0.064843432192026,0.7500000000000004,-0.05816888459333529,0.7500000000000004,-0.05275789873855879,0.7500000000000004,-0.04451694473073638,0.7500000000000004,-0.03842180775657516,0.7500000000000004,-0.03381134741519109,0.7500000000000004,-0.03020203960486059,0.7500000000000004,-0.02729971078382714,0.7500000000000004,-0.0249151405276448,0.7500000000000004,-0.02292109840246606
0.7600000000000005,-0.2131841531520177,0.7600000000000005,-0.1547956838501105,0.7600000000000005,-0.1209972399844567,0.7600000000000005,-0.09936111532844563,0.7600000000000005,-0.08435258638681643,0.7600000000000005,-0.07333136111339258,0.7600000000000005,-0.06489078440238723,0.7600000000000005,-0.05821699188934724,0.7600000000000005,-0.05280632334854658,0.7600000000000005,-0.04456527746624654,0.7600000000000005,-0.03846777392086596,0.7600000000000005,-0.03385554234957129,0.7600000000000005,-0.0302448225301222,0.7600000000000005,-0.0273413234018627,0.7600000000000005,-0.02495575837831509,0.7600000000000005,-0.02296085588908531
0.7700000000000005,-0.2132941758534804,0.7700000000000005,-0.1548590633147404,0.7700000000000005,-0.1210585092075498,0.7700000000000005,-0.09942298502462368,0.7700000000000005,-0.08441486234807227,0.7700000000000005,-0.07339339003270093,0.7700000000000005,-0.06495216071323801,0.7700000000000005,-0.05827749924803829,0.7700000000000005,-0.05286586330921003,0.7700000000000005,-0.044622835241146,0.7700000000000005,-0.03852171393341725,0.7700000000000005,-0.03390676887962443,0.7700000000000005,-0.03029390719525024,0.7700000000000005,-0.02738865876460337,0.7700000000000005,-0.02500163028588713,0.7700000000000005,-0.02300548146294099
0.7800000000000005,-0.213442776048354,0.7800000000000005,-0.1549541013159607,0.7800000000000005,-0.1211445245373523,0.7800000000000005,-0.09950482834374105,0.7800000000000005,-0.08449372833971881,0.7800000000000005,-0.07346956579131682,0.7800000000000005,-0.06502585538733065,0.7800000000000005,-0.0583489149849978,0.7800000000000005,-0.05293519712433822,0.7800000000000005,-0.04468854914817299,0.7800000000000005,-0.038582728740467,0.7800000000000005,-0.03396425532250797,0.7800000000000005,-0.030348620534682,0.7800000000000005,-0.02744112219057065,0.7800000000000005,-0.02505222523910364,0.7800000000000005,-0.02305449678099524
0.7900000000000005,-0.2136245342876494,0.7900000000000005,-0.1550765098934691,0.7900000000000005,-0.1212519637165709,0.7900000000000005,-0.09960398099187591,0.7900000000000005,-0.08458699085637177,0.7900000000000005,-0.07355803518436574,0.7900000000000005,-0.06511027107822269,0.7900000000000005,-0.05842984034853409,0.7900000000000005,-0.05301308423552747,0.7900000000000005,-0.04476141400460541,0.7900000000000005,-0.03864997165590032,0.7900000000000005,-0.0340272741724665,0.7900000000000005,-0.03040832753916095,0.7900000000000005,-0.02749815234530091,0.7900000000000005,-0.02510704186191525,0.7900000000000005,-0.0231074501500101
0.8000000000000005,-0.2138343722676896,0.8000000000000005,-0.1552222896880917,0.8000000000000005,-0.1213777255628879,0.8000000000000005,-0.09971795206689751,0.8000000000000005,-0.08469259462461609,0.8000000000000005,-0.07365705856705271,0.8000000000000005,-0.06520390598191995,0.8000000000000005,-0.05851895853182472,0.8000000000000005,-0.0530983554866487,0.8000000000000005,-0.04484048091703582,0.8000000000000005,-0.03872264238562535,0.8000000000000005,-0.03409513716195031,0.8000000000000005,-0.03047242708388216,0.8000000000000005,-0.02755921765572443,0.8000000000000005,-0.02516560528793,0.8000000000000005,-0.02316391377005821
0.8100000000000005,-0.2140675244149186,0.8100000000000005,-0.1553877021235875,0.8100000000000005,-0.121518907893857,0.8100000000000005,-0.09984440656463001,0.8100000000000005,-0.08480860879745176,0.8100000000000005,-0.07376499865070107,0.8100000000000005,-0.06530534453714015,0.8100000000000005,-0.05861502681145399,0.8100000000000005,-0.05318990637766125,0.8100000000000005,-0.04492485213346592,0.8100000000000005,-0.03879998296423007,0.8100000000000005,-0.03416719196269104,0.8100000000000005,-0.03054034919047805,0.8100000000000005,-0.02762381399729356,0.8100000000000005,-0.02522746517845117,0.8100000000000005,-0.02322348201588461
