nch18_Cgd_Cgg (ll=2e-07) X,nch18_Cgd_Cgg (ll=2e-07) Y,nch18_Cgd_Cgg (ll=3e-07) X,nch18_Cgd_Cgg (ll=3e-07) Y,nch18_Cgd_Cgg (ll=4e-07) X,nch18_Cgd_Cgg (ll=4e-07) Y,nch18_Cgd_Cgg (ll=5e-07) X,nch18_Cgd_Cgg (ll=5e-07) Y,nch18_Cgd_Cgg (ll=6e-07) X,nch18_Cgd_Cgg (ll=6e-07) Y,nch18_Cgd_Cgg (ll=7e-07) X,nch18_Cgd_Cgg (ll=7e-07) Y,nch18_Cgd_Cgg (ll=8e-07) X,nch18_Cgd_Cgg (ll=8e-07) Y,nch18_Cgd_Cgg (ll=9e-07) X,nch18_Cgd_Cgg (ll=9e-07) Y,nch18_Cgd_Cgg (ll=1e-06) X,nch18_Cgd_Cgg (ll=1e-06) Y,nch18_Cgd_Cgg (ll=1.2e-06) X,nch18_Cgd_Cgg (ll=1.2e-06) Y,nch18_Cgd_Cgg (ll=1.4e-06) X,nch18_Cgd_Cgg (ll=1.4e-06) Y,nch18_Cgd_Cgg (ll=1.6e-06) X,nch18_Cgd_Cgg (ll=1.6e-06) Y,nch18_Cgd_Cgg (ll=1.8e-06) X,nch18_Cgd_Cgg (ll=1.8e-06) Y,nch18_Cgd_Cgg (ll=2e-06) X,nch18_Cgd_Cgg (ll=2e-06) Y,nch18_Cgd_Cgg (ll=2.2e-06) X,nch18_Cgd_Cgg (ll=2.2e-06) Y,nch18_Cgd_Cgg (ll=2.4e-06) X,nch18_Cgd_Cgg (ll=2.4e-06) Y
0.8200000000000005,-0.2143195190277016,0.8200000000000005,-0.1555692495834609,0.8200000000000005,-0.1216727919094162,0.8200000000000005,-0.09998115319473211,0.8200000000000005,-0.08493321755619243,0.8200000000000005,-0.07388031304970326,0.8200000000000005,-0.06541325138066181,0.8200000000000005,-0.0587168715550977,0.8200000000000005,-0.05328669287964102,0.8200000000000005,-0.04501367799802407,0.8200000000000005,-0.03888127545377008,0.8200000000000005,-0.03424282040085577,0.8200000000000005,-0.03061155361486556,0.8200000000000005,-0.02769146355957414,0.8200000000000005,-0.02529219480060218,0.8200000000000005,-0.02328577068131211
0.8300000000000005,-0.2145861679676182,0.8300000000000005,-0.1557636627493214,0.8300000000000005,-0.1218368323400385,0.8300000000000005,-0.1001261369291026,0.8300000000000005,-0.08506471464001146,0.8300000000000005,-0.0740015501713005,0.8300000000000005,-0.06552636820423753,0.8300000000000005,-0.05882338578748345,0.8300000000000005,-0.05338772953426177,0.8300000000000005,-0.04510615578241763,0.8300000000000005,-0.03896584121809731,0.8300000000000005,-0.03432143802776616,0.8300000000000005,-0.03068552962344025,0.8300000000000005,-0.02776171476904773,0.8300000000000005,-0.02535939105722833,0.8300000000000005,-0.02335041708891107
0.8400000000000005,-0.2148635635811582,0.8400000000000005,-0.155967894073594,0.8400000000000005,-0.1220086525331512,0.8400000000000005,-0.1002774356009327,0.8400000000000005,-0.0852015012360534,0.8400000000000005,-0.07412734796476739,0.8400000000000005,-0.06564351309297406,0.8400000000000005,-0.05893352894394036,0.8400000000000005,-0.05349208950656125,0.8400000000000005,-0.04520153012198655,0.8400000000000005,-0.03905304154537814,0.8400000000000005,-0.0344024948512576,0.8400000000000005,-0.03076179678721149,0.8400000000000005,-0.02783414311788413,0.8400000000000005,-0.02542867533271204,0.8400000000000005,-0.02341708094167168
0.8500000000000005,-0.2151480812644975,0.8500000000000005,-0.1561791161851148,0.8500000000000005,-0.1221860435244586,0.8500000000000005,-0.1004332597728814,0.8500000000000005,-0.08534208657884355,0.8500000000000005,-0.07425643497327512,0.8500000000000005,-0.06576358185993311,0.8500000000000005,-0.05904632838208827,0.8500000000000005,-0.05359890620621748,0.8500000000000005,-0.04529909473849678,0.8500000000000005,-0.03914227935115587,0.8500000000000005,-0.03448547699676396,0.8500000000000005,-0.03083990659096869,0.8500000000000005,-0.02790835271781202,0.8500000000000005,-0.02549969499161359,0.8500000000000005,-0.02348544576823717
0.8600000000000005,-0.2154363858868782,0.8600000000000005,-0.1563947238913986,0.8600000000000005,-0.1223669660405786,0.8600000000000005,-0.1005919550120542,0.8600000000000005,-0.08548509053849238,0.8600000000000005,-0.0743876330708325,0.8600000000000005,-0.06588555083722997,0.8600000000000005,-0.05916088217281963,0.8600000000000005,-0.05370737604731866,0.8600000000000005,-0.04539819509299035,0.8600000000000005,-0.03923300165997624,0.8600000000000005,-0.03456990903646617,0.8600000000000005,-0.03091944462674008,0.8600000000000005,-0.02798397837280597,0.8600000000000005,-0.02557212534367376,0.8600000000000005,-0.02355522079161532
0.8700000000000006,-0.2157254401885832,0.8700000000000006,-0.1566123383662255,0.8700000000000006,-0.1225495543213478,0.8700000000000006,-0.1007520056613443,0.8700000000000006,-0.0856292474348168,0.8700000000000006,-0.07451986122870603,0.8700000000000006,-0.06600848054937751,0.8700000000000006,-0.05927636266004318,0.8700000000000006,-0.05381676188730974,0.8700000000000006,-0.04549823158650076,0.8700000000000006,-0.03932470254073556,0.8700000000000006,-0.03465535670417479,0.8700000000000006,-0.03100003312196797,0.8700000000000006,-0.02806068794701311,0.8700000000000006,-0.02564567187273494,0.8700000000000006,-0.02362614303643708
0.8800000000000006,-0.2160125132872677,0.8800000000000006,-0.1568298121119055,0.8800000000000006,-0.1227321206478759,0.8800000000000006,-0.1009120391928455,0.8800000000000006,-0.08577341030900505,0.8800000000000006,-0.07465213964938838,0.8800000000000006,-0.06613151968789342,0.8800000000000006,-0.05939202027176772,0.8800000000000006,-0.05392639667888894,0.8800000000000006,-0.04559866291970806,0.8800000000000006,-0.03941692616423117,0.8800000000000006,-0.03474142970717171,0.8800000000000006,-0.03108133354667267,0.8800000000000006,-0.02813818479849667,0.8800000000000006,-0.02572007252158909,0.8800000000000006,-0.02369797948456556
0.8900000000000006,-0.2162951875694488,0.8900000000000006,-0.157045233370971,0.8900000000000006,-0.1229131595239958,0.8900000000000006,-0.1010708302765904,0.8900000000000006,-0.08591655492213127,0.8900000000000006,-0.07478359363714822,0.8900000000000006,-0.0662539088323086,0.8900000000000006,-0.05950718708759179,0.8900000000000006,-0.05403568688829868,0.8900000000000006,-0.04569900923823225,0.8900000000000006,-0.03950926966400303,0.8900000000000006,-0.03482778435674804,0.8900000000000006,-0.03116304905285886,0.8900000000000006,-0.0282162100571937,0.8900000000000006,-0.02579509983167249,0.8900000000000006,-0.02377052909504174
0.9000000000000006,-0.2165713625054844,0.9000000000000006,-0.1572569288311867,0.9000000000000006,-0.12309135058472,0.9000000000000006,-0.1012273037978871,0.9000000000000006,-0.08605778283188723,0.9000000000000006,-0.07491345664366077,0.9000000000000006,-0.06637498342286947,0.9000000000000006,-0.05962127972066296,0.9000000000000006,-0.0541441152807905,0.9000000000000006,-0.04579885472921127,0.9000000000000006,-0.03960138551431407,0.9000000000000006,-0.03491412576742885,0.9000000000000006,-0.03124492652424469,0.9000000000000006,-0.02829454454762147,0.9000000000000006,-0.02587056275649745,0.9000000000000006,-0.02384362452254139
0.9100000000000006,-0.2168392542846088,0.9100000000000006,-0.1574634637090299,0.9100000000000006,-0.1232655594880441,0.9100000000000006,-0.1013805362033345,0.9100000000000006,-0.08619632302086278,0.9100000000000006,-0.07504107203149095,0.9100000000000006,-0.06649417558126768,0.9100000000000006,-0.05973380115294241,0.9100000000000006,-0.05425124274661442,0.9100000000000006,-0.04589784939511614,0.9100000000000006,-0.03969298319037094,0.9100000000000006,-0.03500020941943436,0.9100000000000006,-0.03132675805380741,0.9100000000000006,-0.02837301019219727,0.9100000000000006,-0.02594630799972586,0.9100000000000006,-0.02391713339778614
0.9200000000000006,-0.2170973905873069,0.9200000000000006,-0.1576636385892218,0.9200000000000006,-0.1234348362707689,0.9200000000000006,-0.1015297547373823,0.9200000000000006,-0.08633153170183598,0.9200000000000006,-0.0751658932290102,0.9200000000000006,-0.06661101449045766,0.9200000000000006,-0.05984434126477519,0.9200000000000006,-0.05435670893296748,0.9200000000000006,-0.04599570980766368,0.9200000000000006,-0.03978382994157438,0.9200000000000006,-0.03508584193625829,0.9200000000000006,-0.03140838171749871,0.9200000000000006,-0.02845147077674248,0.9200000000000006,-0.02602222077029191,0.9200000000000006,-0.02399095907136053
0.9300000000000006,-0.2173446002538204,0.9300000000000006,-0.157856482714028,0.9300000000000006,-0.1235984108944764,0.9300000000000006,-0.1016743343316371,0.9300000000000006,-0.08646289009417063,0.9300000000000006,-0.07528748209594138,0.9300000000000006,-0.06672512517275955,0.9300000000000006,-0.05995257591418342,0.9300000000000006,-0.05446023155069072,0.9300000000000006,-0.04609221873130687,0.9300000000000006,-0.03987375058281233,0.9300000000000006,-0.03517088099417835,0.9300000000000006,-0.03148968157020272,0.9300000000000006,-0.02852983201169201,0.9300000000000006,-0.02609822489421453,0.9300000000000006,-0.02406504076569124
0.9400000000000006,-0.2175799980271606,0.9400000000000006,-0.1580412437261356,0.9400000000000006,-0.1237556859516052,0.9400000000000006,-0.1018137921095798,0.9400000000000006,-0.08659000013504156,0.9400000000000006,-0.07540550546575385,0.9400000000000006,-0.0668362256352021,0.9400000000000006,-0.06005826453742621,0.9400000000000006,-0.05456160432960139,0.9400000000000006,-0.04618722359412362,0.9400000000000006,-0.03996262628469328,0.9400000000000006,-0.03525523434703057,0.9400000000000006,-0.0315705868492211,0.9400000000000006,-0.02860804087588835,0.9400000000000006,-0.02617428227130169,0.9400000000000006,-0.0241393531245047
0.9500000000000006,-0.2178029649090956,0.9500000000000006,-0.1582173741453374,0.9500000000000006,-0.1239062267220916,0.9500000000000006,-0.1019477796521497,0.9500000000000006,-0.08671257824474424,0.9500000000000006,-0.07551972996647585,0.9500000000000006,-0.06694412247085722,0.9500000000000006,-0.0601612463498306,0.9500000000000006,-0.05466069369378368,0.9500000000000006,-0.04628063386605549,0.9500000000000006,-0.04005039241433375,0.9500000000000006,-0.03533885801167111,0.9500000000000006,-0.03165107042592064,0.9500000000000006,-0.02868608427977374,0.9500000000000006,-0.02625039171043721,0.9500000000000006,-0.02421390519085135
0.9600000000000006,-0.2180131249408962,0.9600000000000006,-0.1583845150802765,0.9600000000000006,-0.1240497489507745,0.9600000000000006,-0.1020760733201728,0.9600000000000006,-0.08683044739428264,0.9600000000000006,-0.075630015334208,0.9600000000000006,-0.06704870510503157,0.9600000000000006,-0.06026143531594361,0.9600000000000006,-0.05475743430997716,0.9600000000000006,-0.04637241747363805,0.9600000000000006,-0.04013703553803608,0.9600000000000006,-0.03542175371209029,0.9600000000000006,-0.03173114659308211,0.9600000000000006,-0.02876398712715855,0.9600000000000006,-0.02632658721576956,0.9600000000000006,-0.0242887388802883
0.9700000000000006,-0.2182103193928121,0.9700000000000006,-0.1585424778288405,0.9700000000000006,-0.1241861048434031,0.9700000000000006,-0.1021985630381922,0.9700000000000006,-0.08694352781733297,0.9700000000000006,-0.07573630651625936,0.9700000000000006,-0.06714993894892492,0.9700000000000006,-0.06035881412462368,0.9700000000000006,-0.05485182372287087,0.9700000000000006,-0.04646259643189164,0.9700000000000006,-0.04022258974181605,0.9700000000000006,-0.03550396571949312,0.9700000000000006,-0.03181086831068662,0.9700000000000006,-0.02884180988658365,0.9700000000000006,-0.02640293582519443,0.9700000000000006,-0.02436392704256087
0.9800000000000006,-0.2183945794162558,0.9800000000000006,-0.1586912241003336,0.9800000000000006,-0.1243152678503921,0.9800000000000006,-0.1023152400069016,0.9800000000000006,-0.08705182676389728,0.9800000000000006,-0.0758386249100222,0.9800000000000006,-0.06724785776766844,0.9800000000000006,-0.06045342744495539,0.9800000000000006,-0.05494391632799456,0.9800000000000006,-0.04655124190562009,0.9800000000000006,-0.04030713245324321,0.9800000000000006,-0.03558557725002137,0.9800000000000006,-0.03189032405473675,0.9800000000000006,-0.02891964580312455,0.9800000000000006,-0.02647953512066682,0.9800000000000006,-0.02443957122184912
0.9900000000000007,-0.2185660981908031,0.9900000000000007,-0.1588308456036877,0.9900000000000007,-0.1244373168248119,0.9900000000000007,-0.1024261838295592,0.9900000000000007,-0.0871554277104362,0.9900000000000007,-0.07593705910012356,0.9900000000000007,-0.06734255558497543,0.9900000000000007,-0.0605453747531608,0.9900000000000007,-0.05503381694625583,0.9900000000000007,-0.04663846892412764,0.9900000000000007,-0.04039077995850832,0.9900000000000007,-0.03566670659118034,0.9900000000000007,-0.03196963442222824,0.9900000000000007,-0.02899761788927933,0.9900000000000007,-0.02655651053706471,0.9900000000000007,-0.02451579923231155
1.000000000000001,-0.2187252035027194,1.000000000000001,-0.1589615436995382,1.000000000000001,-0.1245524201121361,1.000000000000001,-0.1025315495173406,1.000000000000001,-0.08725447942574993,1.000000000000001,-0.07603175544399085,1.000000000000001,-0.06743417843638547,1.000000000000001,-0.06063480301198185,1.000000000000001,-0.05512167425664234,1.000000000000001,-0.04672443096747831,1.000000000000001,-0.04047368280384594,1.000000000000001,-0.03574750312402132,1.000000000000001,-0.03204894864194528,1.000000000000001,-0.02907587583057683,1.000000000000001,-0.0266340125936633,1.000000000000001,-0.02459276266327312
1.010000000000001,-0.2188723315452734,1.010000000000001,-0.1590836097247924,1.010000000000001,-0.1246608200649876,1.010000000000001,-0.1026315547883189,1.010000000000001,-0.08734918525060212,1.010000000000001,-0.07612290882094243,1.010000000000001,-0.06752291625265078,1.010000000000001,-0.06072189945710241,1.010000000000001,-0.05520767431949842,1.010000000000001,-0.04680931462246028,1.010000000000001,-0.0405560212534725,1.010000000000001,-0.03582814339337447,1.010000000000001,-0.03212844112770118,1.010000000000001,-0.02915459292984291,1.010000000000001,-0.02671221416168259,1.010000000000001,-0.02467063441872158
1.020000000000001,-0.2190080025565325,1.020000000000001,-0.1591974064824351,1.020000000000001,-0.124762818388885,1.020000000000001,-0.1027264680046625,1.020000000000001,-0.08743979289045919,1.020000000000001,-0.07621075380949932,1.020000000000001,-0.06760899511056977,1.020000000000001,-0.06080688470575261,1.020000000000001,-0.05529203438722155,1.020000000000001,-0.0468933344766777,1.020000000000001,-0.04063800095072036,1.020000000000001,-0.03590882735614233,1.020000000000001,-0.03220830819084385,1.020000000000001,-0.02923396319624707,1.020000000000001,-0.02679130786518054,1.020000000000001,-0.02474960638094214
1.030000000000001,-0.2191327987281961,1.030000000000001,-0.1593033512619566,1.030000000000001,-0.1248587626267199,1.030000000000001,-0.102816597012514,1.030000000000001,-0.08752658495305929,1.030000000000001,-0.0762955564990218,1.030000000000001,-0.06769267003688596,1.030000000000001,-0.06089000635638349,1.030000000000001,-0.05537499715736648,1.030000000000001,-0.04697672838401094,1.030000000000001,-0.04071984889880101,1.030000000000001,-0.03598977491113348,1.030000000000001,-0.0322887650052191,1.030000000000001,-0.02931419866395727,1.030000000000001,-0.0268715036931826,1.030000000000001,-0.02482988727033559
1.040000000000001,-0.219247344645665,1.040000000000001,-0.1594019006297002,1.040000000000001,-0.1249490339906485,1.040000000000001,-0.1029022790673991,1.040000000000001,-0.08760987039311934,1.040000000000001,-0.07637760708137614,1.040000000000001,-0.06777421849738852,1.040000000000001,-0.06097153320030928,1.040000000000001,-0.05545682557961504,1.040000000000001,-0.04705975319797479,1.040000000000001,-0.04080180984597944,1.040000000000001,-0.03607122278609931,1.040000000000001,-0.03237004289297393,1.040000000000001,-0.02939552700283822,1.040000000000001,-0.02695302688053821,1.040000000000001,-0.02491170075473429
1.050000000000001,-0.2193522903663636,1.050000000000001,-0.1594935371131248,1.050000000000001,-0.1250340366580902,1.050000000000001,-0.1029838719515313,1.050000000000001,-0.08768997696106132,1.050000000000001,-0.07645721331115335,1.050000000000001,-0.06785393465256062,1.050000000000001,-0.06105175012052292,1.050000000000001,-0.05553779828654192,1.050000000000001,-0.04714268103437609,1.050000000000001,-0.04088414312959437,1.050000000000001,-0.03615342183092345,1.050000000000001,-0.03245238697572566,1.050000000000001,-0.02947818946208041,1.050000000000001,-0.02703611609534511,1.050000000000001,-0.0249952838434718
1.060000000000001,-0.2194482971169047,1.060000000000001,-0.1595787578045437,1.060000000000001,-0.1251141885688186,1.060000000000001,-0.1030617463225284,1.060000000000001,-0.08776724469511486,1.060000000000001,-0.07653469487248446,1.060000000000001,-0.06793212441614938,1.060000000000001,-0.06113095371233983,1.060000000000001,-0.05561820568118811,1.060000000000001,-0.04722579609336038,1.060000000000001,-0.04096712000624874,1.060000000000001,-0.03623663474201295,1.060000000000001,-0.03253605421425272,1.060000000000001,-0.02956243916832225,1.060000000000001,-0.02712102195314984,1.060000000000001,-0.02508088558525062
1.070000000000001,-0.2195360254924217,1.070000000000001,-0.1596580648313243,1.070000000000001,-0.1251899136954595,1.070000000000001,-0.1031362792783219,1.070000000000001,-0.08784202044875773,1.070000000000001,-0.07661037864872464,1.070000000000001,-0.06800910131569808,1.070000000000001,-0.06120944862678165,1.070000000000001,-0.05569834668366913,1.070000000000001,-0.04730939204475026,1.070000000000001,-0.04105102147277679,1.070000000000001,-0.03632113422287932,1.070000000000001,-0.03262131184190607,1.070000000000001,-0.02964853978357785,1.070000000000001,-0.02720800586329309,1.070000000000001,-0.02516876607519979
1.080000000000001,-0.2196161259725545,1.080000000000001,-0.1597319575812756,1.080000000000001,-0.1252616357108252,1.080000000000001,-0.1032078490811959,1.080000000000001,-0.08791465340896036,1.080000000000001,-0.07668459485895064,1.080000000000001,-0.06808518312507809,1.080000000000001,-0.06128754461131891,1.080000000000001,-0.05577852611500739,1.080000000000001,-0.04739376996006782,1.080000000000001,-0.04113613656475471,1.080000000000001,-0.03640720157011903,1.080000000000001,-0.03270843618279614,1.080000000000001,-0.02973676451546891,1.080000000000001,-0.02729733920105876,1.080000000000001,-0.02525919576573381
1.090000000000001,-0.2196892315252635,1.090000000000001,-0.1598009265326785,1.090000000000001,-0.1253297729416378,1.090000000000001,-0.1032768309544611,1.090000000000001,-0.08798549153476672,1.090000000000001,-0.07675767400208289,1.090000000000001,-0.06816068921820348,1.090000000000001,-0.06136555420362012,1.090000000000001,-0.0558590526789809,1.090000000000001,-0.04747923675972678,1.090000000000001,-0.04122276110631801,1.090000000000001,-0.03649512566247431,1.090000000000001,-0.03279771183546085,1.090000000000001,-0.02982739546287199,1.090000000000001,-0.02738930279069853,1.090000000000001,-0.02535245506791513
1.100000000000001,-0.219755952047806,1.100000000000001,-0.1598654485156523,1.100000000000001,-0.1253947344775866,1.100000000000001,-0.1033435938469035,1.100000000000001,-0.08805487882929723,1.100000000000001,-0.07682994453461527,1.100000000000001,-0.06823593857963921,1.100000000000001,-0.06144379102162556,1.100000000000001,-0.05594023749142887,1.100000000000001,-0.0475661041340928,1.100000000000001,-0.04131119687647052,1.100000000000001,-0.03658520232302612,1.100000000000001,-0.03288943119585402,1.100000000000001,-0.0299207232738544,1.100000000000001,-0.02748418667869138,1.100000000000001,-0.0254488342247544
1.110000000000001,-0.2198168703893214,1.110000000000001,-0.1599259832222866,1.110000000000001,-0.1254569172950732,1.110000000000001,-0.1034084980510568,1.110000000000001,-0.08812315334981032,1.110000000000001,-0.07690173120013694,1.110000000000001,-0.06831124840061077,1.110000000000001,-0.06152256858659488,1.110000000000001,-0.05602239310025507,1.110000000000001,-0.04765468789170305,1.110000000000001,-0.0414017511522889,1.110000000000001,-0.03667773402029272,1.110000000000001,-0.03298389428962744,1.110000000000001,-0.03001704708924815,1.110000000000001,-0.02758229017336201,1.110000000000001,-0.02554863343489548
1.120000000000001,-0.2198725397071507,1.120000000000001,-0.1599829707840966,1.120000000000001,-0.1255167042540195,1.120000000000001,-0.1034718935595766,1.120000000000001,-0.08819064585836615,1.120000000000001,-0.07697335392663858,1.120000000000001,-0.06838693318674111,1.120000000000001,-0.06160219961365333,1.120000000000001,-0.0561058329373274,1.120000000000001,-0.04774530768606884,1.120000000000001,-0.04149473658771954,1.120000000000001,-0.03677302987244629,1.120000000000001,-0.03308140888224746,1.120000000000001,-0.03011667474389224,1.120000000000001,-0.02768392212576384,1.120000000000001,-0.02565216320400196
1.130000000000001,-0.2199234819253088,1.130000000000001,-0.1600368302439371,1.130000000000001,-0.1255744628314547,1.130000000000001,-0.1035341190476556,1.130000000000001,-0.08825767901829069,1.130000000000001,-0.07704512720962343,1.130000000000001,-0.06846330430544979,1.130000000000001,-0.06168299570567688,1.130000000000001,-0.0561908711445739,1.130000000000001,-0.04783828707330848,1.130000000000001,-0.04159047138730314,1.130000000000001,-0.03687140591937695,1.130000000000001,-0.03318229083591997,1.130000000000001,-0.03021992319794669,1.130000000000001,-0.02778940142706015,1.130000000000001,-0.02575974490145477
1.140000000000001,-0.2199701870851328,1.140000000000001,-0.1600879587630317,1.140000000000001,-0.1256305444652154,1.140000000000001,-0.1035955013768175,1.140000000000001,-0.08832456704759831,1.140000000000001,-0.0771173599040256,1.140000000000001,-0.06854066990522494,1.140000000000001,-0.06176526739010323,1.140000000000001,-0.05627782271991227,1.140000000000001,-0.04793395385560232,1.140000000000001,-0.04168927973647838,1.140000000000001,-0.03697318562933854,1.140000000000001,-0.03328686468406802,1.140000000000001,-0.03032711917226885,1.140000000000001,-0.02789905769907636,1.140000000000001,-0.02587171150129072
1.150000000000001,-0.2200131134023902,1.150000000000001,-0.1601367314201227,1.150000000000001,-0.1256852843933113,1.150000000000001,-0.1036563555251406,1.150000000000001,-0.08839161574856963,1.150000000000001,-0.07719035535479415,1.150000000000001,-0.06861933514496316,1.150000000000001,-0.06184932444357077,1.150000000000001,-0.05636700393343323,1.150000000000001,-0.04803264066945443,1.150000000000001,-0.0417914924535283,1.150000000000001,-0.0370787006098931,1.150000000000001,-0.03339546439675796,1.150000000000001,-0.03043859996423005,1.150000000000001,-0.02801323215687094,1.150000000000001,-0.0259884084883069
1.160000000000001,-0.2200526878701092,1.160000000000001,-0.1601835014773237,1.160000000000001,-0.1257390018879638,1.160000000000001,-0.1037169848598598,1.160000000000001,-0.08845912284181587,1.160000000000001,-0.07726441180387571,1.160000000000001,-0.06869960267849745,1.160000000000001,-0.06193547645546996,1.160000000000001,-0.05645873296984841,1.160000000000001,-0.04813468578244644,1.160000000000001,-0.04189744783227192,1.160000000000001,-0.03718829149641462,1.160000000000001,-0.0335084343136266,1.160000000000001,-0.03055471442320022,1.160000000000001,-0.02813227862476874,1.160000000000001,-0.02611019491264298
1.170000000000001,-0.2200893072706502,1.170000000000001,-0.1602286010048613,1.170000000000001,-0.1257920007970455,1.170000000000001,-0.1037776816795148,1.170000000000001,-0.0885273785426494,1.170000000000001,-0.07733982301955294,1.170000000000001,-0.06878177334669806,1.170000000000001,-0.06202403358800642,1.170000000000001,-0.05655333075912084,1.170000000000001,-0.04824043406715418,1.170000000000001,-0.04200749264890087,1.170000000000001,-0.03730230899518888,1.170000000000001,-0.03362613022423472,1.170000000000001,-0.03067582406797299,1.170000000000001,-0.02825656469007686,1.170000000000001,-0.02623744457870386
1.180000000000001,-0.2201233394831938,1.180000000000001,-0.1602723417737127,1.180000000000001,-0.1258445703189048,1.180000000000001,-0.1038387279637556,1.180000000000001,-0.08859666632688193,1.180000000000001,-0.07741687910219715,1.180000000000001,-0.06886614703671357,1.180000000000001,-0.06211530749682907,1.180000000000001,-0.05665112196306022,1.180000000000001,-0.04835023812586167,1.180000000000001,-0.04212198331064611,1.180000000000001,-0.0374211150619192,1.180000000000001,-0.03374892057913936,1.180000000000001,-0.03080230433144726,1.180000000000001,-0.02838647298147889,1.180000000000001,-0.0263705473568349
1.190000000000001,-0.220155124993319,1.190000000000001,-0.1603150163406447,1.190000000000001,-0.125896985948913,1.190000000000001,-0.1039003962791651,1.190000000000001,-0.08866726384193099,1.190000000000001,-0.07749586742814819,1.190000000000001,-0.06895302367472217,1.190000000000001,-0.06220961238240303,1.190000000000001,-0.0567524360912403,1.190000000000001,-0.04846445954443236,1.190000000000001,-0.04224128712804576,1.190000000000001,-0.03754508420004641,1.190000000000001,-0.03387718781819295,1.190000000000001,-0.03093454592078347,1.190000000000001,-0.02852240256174654,1.190000000000001,-0.0265099106085888
1.200000000000001,-0.2201849785294463,1.200000000000001,-0.1603568992640836,1.200000000000001,-0.1259495105472413,1.200000000000001,-0.1039629507987838,1.200000000000001,-0.08873944392711533,1.200000000000001,-0.07757707370044277,1.200000000000001,-0.06904270432480643,1.200000000000001,-0.06230726614793878,1.200000000000001,-0.05685760872472558,1.200000000000001,-0.04858347025804981,1.200000000000001,-0.04236578369635143,1.200000000000001,-0.03767460486660715,1.200000000000001,-0.0340113298055376,1.200000000000001,-0.03107295628392477,1.200000000000001,-0.02866477042683942,1.200000000000001,-0.02665596071864955
1.210000000000001,-0.2202131907665761,1.210000000000001,-0.1603982484014379,1.210000000000001,-0.1260023954872492,1.210000000000001,-0.1040266484013018,1.210000000000001,-0.08881347571414448,1.210000000000001,-0.07766078308137615,1.210000000000001,-0.06913549237215331,1.210000000000001,-0.06240859164473511,1.210000000000001,-0.05696698283069648,1.210000000000001,-0.04870765401544488,1.210000000000001,-0.04249586637498677,1.210000000000001,-0.03781008097632743,1.210000000000001,-0.03415176136341096,1.210000000000001,-0.03121796117575753,1.210000000000001,-0.02881401310562784,1.210000000000001,-0.02680914472845515
1.220000000000001,-0.2202400300510557,1.220000000000001,-0.1604393062490149,1.220000000000001,-0.1260558818524208,1.220000000000001,-0.1040917398230856,1.220000000000001,-0.08888962578503144,1.220000000000001,-0.07774728138736148,1.220000000000001,-0.06923169477367963,1.220000000000001,-0.0625139179902241,1.220000000000001,-0.05708091015509871,1.220000000000001,-0.04883740793164665,1.220000000000001,-0.04263194385692833,1.220000000000001,-0.03795193349724368,1.220000000000001,-0.03429891589919012,1.220000000000001,-0.03137000631925726,1.220000000000001,-0.02897058835634362,1.220000000000001,-0.02696993206826189
1.230000000000001,-0.2202657441112296,1.230000000000001,-0.1604803012945567,1.230000000000001,-0.1261102016570774,1.230000000000001,-0.1041584708423777,1.230000000000001,-0.08896815937000109,1.230000000000001,-0.0778368563312667,1.230000000000001,-0.06933162336340377,1.230000000000001,-0.0626235819478209,1.230000000000001,-0.05719975268392525,1.230000000000001,-0.04897314412223215,1.230000000000001,-0.04277444182241182,1.230000000000001,-0.03810060213335961,1.230000000000001,-0.03445324712205817,1.230000000000001,-0.03152955915871423,1.230000000000001,-0.02913497695743566,1.230000000000001,-0.02713881638580709
1.240000000000001,-0.220290561727997,1.240000000000001,-0.1605214493598518,1.240000000000001,-0.126165579072211,1.240000000000001,-0.1042270834801995,1.240000000000001,-0.08904934157247876,1.240000000000001,-0.07792979880140062,1.240000000000001,-0.06943559620346018,1.240000000000001,-0.06273792936091664,1.240000000000001,-0.05732388416668013,1.240000000000001,-0.04911529141452094,1.240000000000001,-0.04292380467348539,1.240000000000001,-0.0382565470916914,1.240000000000001,-0.0346152308472981,1.240000000000001,-0.0316971107035624,1.240000000000001,-0.02930768459177185,1.240000000000001,-0.02731631747085307
1.250000000000001,-0.2203146943467479,1.250000000000001,-0.1605629549169762,1.250000000000001,-0.1262222316428554,1.250000000000001,-0.1042978172068111,1.250000000000001,-0.08913343861201239,1.250000000000001,-0.07802640416965664,1.250000000000001,-0.06954393897464359,1.250000000000001,-0.06285731663605384,1.250000000000001,-0.05745369169802917,1.250000000000001,-0.04926429713319316,1.250000000000001,-0.04308049734766245,1.250000000000001,-0.03842025093254054,1.250000000000001,-0.03478536688750578,1.250000000000001,-0.03187317746245458,1.250000000000001,-0.02948924382410282,1.250000000000001,-0.02750298327573859
