pch18_Vdsat (ll=2e-07) X,pch18_Vdsat (ll=2e-07) Y,pch18_Vdsat (ll=3e-07) X,pch18_Vdsat (ll=3e-07) Y,pch18_Vdsat (ll=4e-07) X,pch18_Vdsat (ll=4e-07) Y,pch18_Vdsat (ll=5e-07) X,pch18_Vdsat (ll=5e-07) Y,pch18_Vdsat (ll=6e-07) X,pch18_Vdsat (ll=6e-07) Y,pch18_Vdsat (ll=7e-07) X,pch18_Vdsat (ll=7e-07) Y,pch18_Vdsat (ll=8e-07) X,pch18_Vdsat (ll=8e-07) Y,pch18_Vdsat (ll=9e-07) X,pch18_Vdsat (ll=9e-07) Y,pch18_Vdsat (ll=1e-06) X,pch18_Vdsat (ll=1e-06) Y,pch18_Vdsat (ll=1.2e-06) X,pch18_Vdsat (ll=1.2e-06) Y,pch18_Vdsat (ll=1.4e-06) X,pch18_Vdsat (ll=1.4e-06) Y,pch18_Vdsat (ll=1.6e-06) X,pch18_Vdsat (ll=1.6e-06) Y,pch18_Vdsat (ll=1.8e-06) X,pch18_Vdsat (ll=1.8e-06) Y,pch18_Vdsat (ll=2e-06) X,pch18_Vdsat (ll=2e-06) Y,pch18_Vdsat (ll=2.2e-06) X,pch18_Vdsat (ll=2.2e-06) Y,pch18_Vdsat (ll=2.4e-06) X,pch18_Vdsat (ll=2.4e-06) Y
0.4000000000000002,-0.04592085157939727,0.4000000000000002,-0.04712920108073519,0.4000000000000002,-0.04798671768874804,0.4000000000000002,-0.04854481258943408,0.4000000000000002,-0.04866301766383849,0.4000000000000002,-0.04875065578390895,0.4000000000000002,-0.04882038848889688,0.4000000000000002,-0.04887848116413992,0.4000000000000002,-0.04892839236870442,0.4000000000000002,-0.04901123502485105,0.4000000000000002,-0.04981231733803868,0.4000000000000002,-0.05043626321805266,0.4000000000000002,-0.05093652768094849,0.4000000000000002,-0.05134690440102357,0.4000000000000002,-0.0516898293009893,0.4000000000000002,-0.05198079893289738
0.4100000000000002,-0.04674735783961003,0.4100000000000002,-0.04843383325663988,0.4100000000000002,-0.04958244635636996,0.4100000000000002,-0.05031812016404898,0.4100000000000002,-0.05058097146436435,0.4100000000000002,-0.05076916660411273,0.4100000000000002,-0.05091290742020062,0.4100000000000002,-0.05102784191876641,0.4100000000000002,-0.05112286388992751,0.4100000000000002,-0.05127298392607054,0.4100000000000002,-0.05216952768390085,0.4100000000000002,-0.05286693434230921,0.4100000000000002,-0.05342554478204434,0.4100000000000002,-0.05388342166268694,0.4100000000000002,-0.05426579161449685,0.4100000000000002,-0.05459005461755872
0.4200000000000002,-0.04774781890827352,0.4200000000000002,-0.04997946557093504,0.4200000000000002,-0.05144600000969341,0.4200000000000002,-0.05237087555706005,0.4200000000000002,-0.05278498399646504,0.4200000000000002,-0.05307702022213515,0.4200000000000002,-0.05329647680390954,0.4200000000000002,-0.05346914504940007,0.4200000000000002,-0.05360972047055853,0.4200000000000002,-0.05382733339406402,0.4200000000000002,-0.05482428471652697,0.4200000000000002,-0.05559867483345574,0.4200000000000002,-0.05621825197635958,0.4200000000000002,-0.05672564561821607,0.4200000000000002,-0.05714905466050817,0.4200000000000002,-0.05750789903617814
0.4300000000000002,-0.04894539422831332,0.4300000000000002,-0.05178528046724998,0.4300000000000002,-0.05359055204215995,0.4300000000000002,-0.05471195876330309,0.4300000000000002,-0.05528075659586934,0.4300000000000002,-0.05567763703750844,0.4300000000000002,-0.05597281353963345,0.4300000000000002,-0.05620279021187634,0.4300000000000002,-0.05638831359031286,0.4300000000000002,-0.05667207176446613,0.4300000000000002,-0.05777293311049559,0.4300000000000002,-0.05862671360621062,0.4300000000000002,-0.05930899001933965,0.4300000000000002,-0.05986719317469694,0.4300000000000002,-0.06033263398534507,0.4300000000000002,-0.06072684013597609
0.4400000000000002,-0.05036192382854173,0.4400000000000002,-0.05386525955444319,0.4400000000000002,-0.0560226653026977,0.4400000000000002,-0.05734328293991511,0.4400000000000002,-0.05806701441315108,0.4400000000000002,-0.05856755292810125,0.4400000000000002,-0.05893686917668651,0.4400000000000002,-0.05922253308259311,0.4400000000000002,-0.05945146552628507,0.4400000000000002,-0.05979865960177023,0.4400000000000002,-0.06100553110790227,0.4400000000000002,-0.06194004322640589,0.4400000000000002,-0.06268591432120008,0.4400000000000002,-0.06329554472451174,0.4400000000000002,-0.06380345414617188,0.4400000000000002,-0.06423333681137031
0.4500000000000002,-0.05201655581412355,0.4500000000000002,-0.05622714439064321,0.4500000000000002,-0.05874201829509031,0.4500000000000002,-0.06026005425997717,0.4500000000000002,-0.06113608272189906,0.4500000000000002,-0.06173720295772323,0.4500000000000002,-0.06217775728571956,0.4500000000000002,-0.06251651691878414,0.4500000000000002,-0.0627865793284838,0.4500000000000002,-0.06319344884930979,0.4500000000000002,-0.06450718111594553,0.4500000000000002,-0.06552283233090028,0.4500000000000002,-0.06633246978020578,0.4500000000000002,-0.0669935680384615,0.4500000000000002,-0.0675439121102048,0.4500000000000002,-0.06800939475303729
0.4600000000000002,-0.05392440220236554,0.4600000000000002,-0.05887198833185354,0.4600000000000002,-0.06174185275774877,0.4600000000000002,-0.06345171915612305,0.4600000000000002,-0.06447507953015756,0.4600000000000002,-0.06517225825628666,0.4600000000000002,-0.06568018127825651,0.4600000000000002,-0.06606876087988972,0.4600000000000002,-0.06637716911919782,0.4600000000000002,-0.06683926541059164,0.4600000000000002,-0.06825968477803714,0.4600000000000002,-0.06935613101963434,0.4600000000000002,-0.07022913270919554,0.4600000000000002,-0.07094128766291734,0.4600000000000002,-0.07153366789651548,0.4600000000000002,-0.07203437390293725
0.4700000000000003,-0.05609541161009326,0.4700000000000003,-0.06179438405755503,0.4700000000000003,-0.06501004860060822,0.4700000000000003,-0.0669034052020919,0.4700000000000003,-0.06806749106155023,0.4700000000000003,-0.06885526304473541,0.4700000000000003,-0.06942609966697413,0.4700000000000003,-0.06986083706928312,0.4700000000000003,-0.07020454033230922,0.4700000000000003,-0.0707170840197628,0.4700000000000003,-0.07224324630633062,0.4700000000000003,-0.0734195905439846,0.4700000000000003,-0.07435514010324382,0.4700000000000003,-0.07511761976386325,0.4700000000000003,-0.07575138253663133,0.4700000000000003,-0.07628672797659837
0.4800000000000003,-0.05853363885010388,0.4800000000000003,-0.06498332007861368,0.4800000000000003,-0.06853061479908218,0.4800000000000003,-0.07059758510529228,0.4800000000000003,-0.07189485189914679,0.4800000000000003,-0.07276729649306214,0.4800000000000003,-0.07339635968508179,0.4800000000000003,-0.07387347424818742,0.4800000000000003,-0.07424936475607898,0.4800000000000003,-0.0748075526521117,0.4800000000000003,-0.07643798692900967,0.4800000000000003,-0.07769296556640666,0.4800000000000003,-0.07868997948551774,0.4800000000000003,-0.07950185010766805,0.4800000000000003,-0.08017618501608442,0.4800000000000003,-0.08074546125632641
0.4900000000000003,-0.06123703837490464,0.4900000000000003,-0.06842350096273779,0.4900000000000003,-0.07228532946784509,0.4900000000000003,-0.0745156916596765,0.4900000000000003,-0.07593827881089993,0.4900000000000003,-0.07688942882811983,0.4900000000000003,-0.07757208618972254,0.4900000000000003,-0.07808788982813371,0.4900000000000003,-0.07849296430378211,0.4900000000000003,-0.07909219970750879,0.4900000000000003,-0.08082511583879486,0.4900000000000003,-0.08215725427093352,0.4900000000000003,-0.0832145027686509,0.4900000000000003,-0.08407472543765859,0.4900000000000003,-0.08478874423464346,0.4900000000000003,-0.08539118364650734
0.5000000000000002,-0.06419781995647339,0.5000000000000002,-0.07209689514469331,0.5000000000000002,-0.0762552773806302,0.5000000000000002,-0.07863947277858593,0.5000000000000002,-0.08017968518545958,0.5000000000000002,-0.08120382689665258,0.5000000000000002,-0.08193570242919157,0.5000000000000002,-0.0824867432747218,0.5000000000000002,-0.08291820978085018,0.5000000000000002,-0.08355424969232923,0.5000000000000002,-0.08538769713661763,0.5000000000000002,-0.08679542641470876,0.5000000000000002,-0.08791162261518821,0.5000000000000002,-0.08881912353666217,0.5000000000000002,-0.08957191690461838,0.5000000000000002,-0.09020673964155911
0.5100000000000002,-0.06740330410203181,0.5100000000000002,-0.07598426650825882,0.5100000000000002,-0.08042210172341432,0.5100000000000002,-0.08295196929061163,0.5100000000000002,-0.08460259883998481,0.5100000000000002,-0.08569445865461345,0.5100000000000002,-0.08647155089355066,0.5100000000000002,-0.08705469290817731,0.5100000000000002,-0.08751002711889179,0.5100000000000002,-0.08817905471167496,0.5100000000000002,-0.09011103167846626,0.5100000000000002,-0.09159276680848155,0.5100000000000002,-0.09276662537811266,0.5100000000000002,-0.09372034127603583,0.5100000000000002,-0.0945110149179883,0.5100000000000002,-0.09517745823377116
0.5200000000000002,-0.07083713005304064,0.5200000000000002,-0.08006649345195503,0.5200000000000002,-0.0847688783575731,0.5200000000000002,-0.0874380912574184,0.5200000000000002,-0.08919259062816799,0.5200000000000002,-0.09034742316533304,0.5200000000000002,-0.09116615333701168,0.5200000000000002,-0.09177860384998825,0.5200000000000002,-0.09225556510521069,0.5200000000000002,-0.09295420417558285,0.5200000000000002,-0.09498272383430517,0.5200000000000002,-0.09653690962346297,0.5200000000000002,-0.09776718001448043,0.5200000000000002,-0.09876608311172128,0.5200000000000002,-0.09959377706554141,0.5200000000000002,-0.1002911105998838
0.5300000000000002,-0.07448062333055888,0.5300000000000002,-0.08432555776841334,0.5300000000000002,-0.08928060602499666,0.5300000000000002,-0.09208483856029571,0.5300000000000002,-0.09393737825386979,0.5300000000000002,-0.09515098034876182,0.5300000000000002,-0.09600818987164088,0.5300000000000002,-0.09664749047718715,0.5300000000000002,-0.09714411018457531,0.5300000000000002,-0.09786940074645228,0.5300000000000002,-0.09999252472578724,0.5300000000000002,-0.1016176573941977,0.5300000000000002,-0.1029031384182449,0.5300000000000002,-0.1039462465961879,0.5300000000000002,-0.1048101425001107,0.5300000000000002,-0.1055376735786736
0.5400000000000003,-0.07831413066976259,0.5400000000000003,-0.08874516781746322,0.5400000000000003,-0.09394436646115142,0.5400000000000003,-0.09688125006210993,0.5400000000000003,-0.0988266958871564,0.5400000000000003,-0.1000953729602351,0.5400000000000003,-0.1009882898148575,0.5400000000000003,-0.1016522855925624,0.5400000000000003,-0.1021668397968632,0.5400000000000003,-0.1029161923093879,0.5400000000000003,-0.1051320421443636,0.5400000000000003,-0.1068266749422845,0.5400000000000003,-0.108166217238163,0.5400000000000003,-0.109252594729838,0.5400000000000003,-0.1101519154921224,0.5400000000000003,-0.1109089882029322
0.5500000000000003,-0.08231817006770907,0.5500000000000003,-0.09331104568473407,0.5500000000000003,-0.09874923912616448,0.5500000000000003,-0.1018181758830235,0.5500000000000003,-0.1038520215644279,0.5500000000000003,-0.1051725294762011,0.5500000000000003,-0.1060987198576463,0.5500000000000003,-0.1067855191427668,0.5500000000000003,-0.1073164947183931,0.5500000000000003,-0.1080876366190893,0.5500000000000003,-0.1103943923498643,0.5500000000000003,-0.1121571321321575,0.5500000000000003,-0.1135496339692411,0.5500000000000003,-0.1146783869643248,0.5500000000000003,-0.1156123924379872,0.5500000000000003,-0.1163983834988492
0.5600000000000003,-0.08647430470996009,0.5600000000000003,-0.09801094723408954,0.5600000000000003,-0.1036860606724222,0.5600000000000003,-0.1068879581096594,0.5600000000000003,-0.1090062404223801,0.5600000000000003,-0.1103757202276869,0.5600000000000003,-0.1113330374349358,0.5600000000000003,-0.1120409708238454,0.5600000000000003,-0.1125870318760069,0.5600000000000003,-0.1133779557338246,0.5600000000000003,-0.1157738486162914,0.5600000000000003,-0.1176033485330903,0.5600000000000003,-0.1190477489296418,0.5600000000000003,-0.1202180192554691,0.5600000000000003,-0.1211860004947484,0.5600000000000003,-0.1220003140511525
0.5700000000000003,-0.09076571230272983,0.5700000000000003,-0.1028344980989342,0.5700000000000003,-0.1087471081094591,0.5700000000000003,-0.1120840862281651,0.5700000000000003,-0.1142833014290182,0.5700000000000003,-0.115699218394652,0.5700000000000003,-0.1166857564763662,0.5700000000000003,-0.1174133403716011,0.5700000000000003,-0.1179732987709362,0.5700000000000003,-0.1187822174533472,0.5700000000000003,-0.1212655214466037,0.5700000000000003,-0.1231604731420897,0.5700000000000003,-0.1246557448747198,0.5700000000000003,-0.1258667037754054,0.5700000000000003,-0.1268679775031769,0.5700000000000003,-0.1277100401967204
0.5800000000000003,-0.09517747151806977,0.5800000000000003,-0.1077729243307912,0.5800000000000003,-0.1139257656982458,0.5800000000000003,-0.1174008722566984,0.5800000000000003,-0.1196779047127327,0.5800000000000003,-0.1211379977578029,0.5800000000000003,-0.1221520537590453,0.5800000000000003,-0.1228979610298329,0.5800000000000003,-0.1234707528999413,0.5800000000000003,-0.1242960641091459,0.5800000000000003,-0.1268650888536183,0.5800000000000003,-0.1288242160971703,0.5800000000000003,-0.1303693600315086,0.5800000000000003,-0.1316202031471096,0.5800000000000003,-0.1326541073057596,0.5800000000000003,-0.1335233643201498
0.5900000000000003,-0.09969661839291918,0.5900000000000003,-0.1128187417136251,0.5900000000000003,-0.1192162154725646,0.5900000000000003,-0.1228331715249469,0.5900000000000003,-0.1251852392921549,0.5900000000000003,-0.1266874831216012,0.5900000000000003,-0.127727529109854,0.5900000000000003,-0.1284905675069785,0.5900000000000003,-0.1290752360143972,0.5900000000000003,-0.129915496465301,0.5900000000000003,-0.1325685830025557,0.5900000000000003,-0.1345906375944995,0.5900000000000003,-0.1361846789340535,0.5900000000000003,-0.1374746229191216,0.5900000000000003,-0.1385405136389305,0.5900000000000003,-0.1394364259833838
0.6000000000000003,-0.1043120380063893,0.6000000000000003,-0.1179654494798486,0.6000000000000003,-0.1246131737719117,0.6000000000000003,-0.1283761603190542,0.6000000000000003,-0.1308007782062406,0.6000000000000003,-0.1323433578446165,0.6000000000000003,-0.1334080221880949,0.6000000000000003,-0.1341871199415575,0.6000000000000003,-0.1347828038367763,0.6000000000000003,-0.1356367121006972,0.6000000000000003,-0.1383722316009931,0.6000000000000003,-0.1404559916800036,0.6000000000000003,-0.1420979781866049,0.6000000000000003,-0.1434262589807113,0.6000000000000003,-0.1445235089547633,0.6000000000000003,-0.1454455519607577
0.6100000000000003,-0.1090142550639581,0.6100000000000003,-0.1232072568388521,0.6100000000000003,-0.1301116828453701,0.6100000000000003,-0.1340251714745125,0.6100000000000003,-0.1365201296020971,0.6100000000000003,-0.1381014255786506,0.6100000000000003,-0.1391894820209917,0.6100000000000003,-0.1399836794126758,0.6100000000000003,-0.1405896063108553,0.6100000000000003,-0.1414559927346884,0.6100000000000003,-0.1442723479111012,0.6100000000000003,-0.1464166183724736,0.6100000000000003,-0.1481056202995205,0.6100000000000003,-0.1494714928210062,0.6100000000000003,-0.1505994908839657,0.6100000000000003,-0.1515471537348073
0.6200000000000003,-0.1137951768489101,0.6200000000000003,-0.1285388566378302,0.6200000000000003,-0.1357069575489185,0.6200000000000003,-0.1397755828409139,0.6200000000000003,-0.1423389374771575,0.6200000000000003,-0.1439575192736486,0.6200000000000003,-0.1450678819783006,0.6200000000000003,-0.1458763274499836,0.6200000000000003,-0.1464918106877791,0.6200000000000003,-0.1473696326192692,0.6200000000000003,-0.1502652612150585,0.6200000000000003,-0.1524688757486239,0.6200000000000003,-0.1542039870844769,0.6200000000000003,-0.1556067260098069,0.6200000000000003,-0.1567648776332877,0.6200000000000003,-0.1577376636793188
0.6300000000000003,-0.1186478283909499,0.6300000000000003,-0.13395525028162,0.6300000000000003,-0.1413942817601453,0.6300000000000003,-0.1456227504145868,0.6300000000000003,-0.148252823535278,0.6300000000000003,-0.1499074488102011,0.6300000000000003,-0.1510391715384323,0.6300000000000003,-0.151861120921584,0.6300000000000003,-0.1524855588655027,0.6300000000000003,-0.1533738995035482,0.6300000000000003,-0.1563472791470929,0.6300000000000003,-0.1586091033492548,0.6300000000000003,-0.1603894439331245,0.6300000000000003,-0.1618283452026072,0.6300000000000003,-0.1630160736060882,0.6300000000000003,-0.1640135012087267
0.6400000000000003,-0.1235661061698296,0.6400000000000003,-0.1394516214540322,0.6400000000000003,-0.1471689464730615,0.6400000000000003,-0.1515619768957927,0.6400000000000003,-0.1542573611250485,0.6400000000000003,-0.1559469784503892,0.6400000000000003,-0.1570992562344083,0.6400000000000003,-0.1579340738570994,0.6400000000000003,-0.1585669506835845,0.6400000000000003,-0.1594650201030901,0.6400000000000003,-0.1625146738562317,0.6400000000000003,-0.1648336089026992,0.6400000000000003,-0.1666583270074306,0.6400000000000003,-0.1681327097268197,0.6400000000000003,-0.1693494573290755,0.6400000000000003,-0.1703710610011762
0.6500000000000004,-0.1285445651776255,0.6500000000000004,-0.145023252494354,0.6500000000000004,-0.1530262207429634,0.6500000000000004,-0.1575885066926349,0.6500000000000004,-0.160348072784858,0.6500000000000004,-0.1620718260125823,0.6500000000000004,-0.1632439979795269,0.6500000000000004,-0.1640911586392519,0.6500000000000004,-0.1647320457953039,0.6500000000000004,-0.1656391829838155,0.6500000000000004,-0.1687636850065309,0.6500000000000004,-0.1711386714517885,0.6500000000000004,-0.1730069464924894,0.6500000000000004,-0.174516154954709,0.6500000000000004,-0.1757613849374193,0.6500000000000004,-0.1768067165872369
0.6600000000000004,-0.1335782454510942,0.6600000000000004,-0.1506654756880553,0.6600000000000004,-0.1589613470136894,0.6600000000000004,-0.1636975393794986,0.6600000000000004,-0.166520444018284,0.6600000000000004,-0.1682776768263174,0.6600000000000004,-0.169469229148481,0.6600000000000004,-0.1703283201850146,0.6600000000000004,-0.1709768779334974,0.6600000000000004,-0.1718925529680156,0.6600000000000004,-0.175090533847911,0.6600000000000004,-0.1775205552137512,0.6600000000000004,-0.1794316003188483,0.6600000000000004,-0.1809750059331603,0.6600000000000004,-0.1822482037410474,0.6600000000000004,-0.1833168338719858
0.6700000000000004,-0.1386625382258032,0.6700000000000004,-0.1563736515159262,0.6700000000000004,-0.1649695533495147,0.6700000000000004,-0.1698842549218861,0.6700000000000004,-0.1727699472300009,0.6700000000000004,-0.1745602068151942,0.6700000000000004,-0.1757707750633336,0.6700000000000004,-0.1766414979946374,0.6700000000000004,-0.1772974766278395,0.6700000000000004,-0.1782212923846543,0.6700000000000004,-0.1814914438076766,0.6700000000000004,-0.1839755297204426,0.6700000000000004,-0.1859285939776616,0.6700000000000004,-0.1875055969557152,0.6700000000000004,-0.1888062716089149,0.6700000000000004,-0.1898977903706668
0.6800000000000004,-0.1437930882318507,0.6800000000000004,-0.1621431665095413,0.6800000000000004,-0.1710460763511819,0.6800000000000004,-0.1761438453470503,0.6800000000000004,-0.1790920710587915,0.6800000000000004,-0.1809151103125162,0.6800000000000004,-0.1821444807508852,0.6800000000000004,-0.1830266521308411,0.6800000000000004,-0.1836898925885708,0.6800000000000004,-0.1846215856027513,0.6800000000000004,-0.1879626641589222,0.6800000000000004,-0.1904998928825209,0.6800000000000004,-0.1924942631409761,0.6800000000000004,-0.1941042938437045,0.6800000000000004,-0.1954319789832716,0.6800000000000004,-0.196545997007556
0.6900000000000004,-0.1489657267903917,0.6900000000000004,-0.1679694443797634,0.6900000000000004,-0.1771861898326334,0.6900000000000004,-0.1824715488229983,0.6900000000000004,-0.1854823515365445,0.6900000000000004,-0.1873381293412054,0.6900000000000004,-0.1885862389157532,0.6900000000000004,-0.1894797902311195,0.6900000000000004,-0.1901502239825611,0.6900000000000004,-0.1910896642521576,0.6900000000000004,-0.1945004942692107,0.6900000000000004,-0.197089994554215,0.6900000000000004,-0.1991249967202029,0.6900000000000004,-0.2007675166152832,0.6900000000000004,-0.2021217712396836,0.6900000000000004,-0.203257920225095
0.7000000000000004,-0.1541764297425461,0.7000000000000004,-0.1738479652501067,0.7000000000000004,-0.183385235540795,0.7000000000000004,-0.1888626832313969,0.7000000000000004,-0.1919364025257696,0.7000000000000004,-0.1938250820454428,0.7000000000000004,-0.1950920169805251,0.7000000000000004,-0.1959969935255375,0.7000000000000004,-0.1966746416673239,0.7000000000000004,-0.1976218313329285,0.7000000000000004,-0.2011013067091635,0.7000000000000004,-0.2037422589363906,0.7000000000000004,-0.2058172587451458,0.7000000000000004,-0.2074917609597766,0.7000000000000004,-0.2088721698396121,0.7000000000000004,-0.2100301028742158
0.7100000000000004,-0.1594212943992204,0.7100000000000004,-0.1797742889731494,0.7100000000000004,-0.1896386532500828,0.7100000000000004,-0.1953126772553492,0.7100000000000004,-0.1984499437282247,0.7100000000000004,-0.2003718887385574,0.7100000000000004,-0.2016578817763282,0.7100000000000004,-0.2025744405308189,0.7100000000000004,-0.2032594121213153,0.7100000000000004,-0.2042144830486411,0.7100000000000004,-0.2077615681154711,0.7100000000000004,-0.2104532047548561,0.7100000000000004,-0.2125676080333342,0.7100000000000004,-0.2142736175135364,0.7100000000000004,-0.2156797912926546,0.7100000000000004,-0.2168591829207487
0.7200000000000004,-0.1646965303014714,0.7200000000000004,-0.1857440795443078,0.7200000000000004,-0.1959420084328824,0.7200000000000004,-0.2018170977502427,0.7200000000000004,-0.2050188252205635,0.7200000000000004,-0.206974594640341,0.7200000000000004,-0.2082800210375905,0.7200000000000004,-0.2092084276335059,0.7200000000000004,-0.2099009173283523,0.7200000000000004,-0.2108641276866969,0.7200000000000004,-0.2144778571719531,0.7200000000000004,-0.2172194626077118,0.7200000000000004,-0.2193727150661477,0.7200000000000004,-0.2211097883715803,0.7200000000000004,-0.222541363377614,0.7200000000000004,-0.2237419094290917
0.7300000000000004,-0.1699984593875508,0.7300000000000004,-0.1917531285113308,0.7300000000000004,-0.2022910163991387,0.7300000000000004,-0.2083716727408764,0.7300000000000004,-0.2116390479778826,0.7300000000000004,-0.2136293888371852,0.7300000000000004,-0.2149547612837247,0.7300000000000004,-0.2158953861809384,0.7300000000000004,-0.2165956712623829,0.7300000000000004,-0.2175674012313408,0.7300000000000004,-0.2212468794206975,0.7300000000000004,-0.2240377892122461,0.7300000000000004,-0.2262293758164234,0.7300000000000004,-0.2279971005909913,0.7300000000000004,-0.2294537383873657,0.7300000000000004,-0.2306751555959609
0.7400000000000004,-0.1753235220185949,0.7400000000000004,-0.1977973759990778,0.7400000000000004,-0.2086815623283953,0.7400000000000004,-0.2149723098139677,0.7400000000000004,-0.2183067802164454,0.7400000000000004,-0.2203326193336871,0.7400000000000004,-0.2216785819815464,0.7400000000000004,-0.2226318959919814,0.7400000000000004,-0.2233403328985243,0.7400000000000004,-0.2243210796552562,0.7400000000000004,-0.2280654788628873,0.7400000000000004,-0.2309050785208142,0.7400000000000004,-0.2331345225047949,0.7400000000000004,-0.2349325166692614,0.7400000000000004,-0.2364139033856296,0.7400000000000004,-0.2376559288261375
0.7500000000000004,-0.180668286126446,0.7500000000000004,-0.2038729285349921,0.7500000000000004,-0.2151097170084146,0.7500000000000004,-0.2216151099767777,0.7500000000000004,-0.2250183696466563,0.7500000000000004,-0.2270808042980428,0.7500000000000004,-0.2284481260978815,0.7500000000000004,-0.2294146954019801,0.7500000000000004,-0.2301317158685698,0.7500000000000004,-0.231122088013361,0.7500000000000004,-0.2349306464777166,0.7500000000000004,-0.2378183698377919,0.7500000000000004,-0.2400852314187132,0.7500000000000004,-0.2419131421336934,0.7500000000000004,-0.2434189876133875,0.7500000000000004,-0.2446813779895909
0.7600000000000005,-0.1860294574647477,0.7600000000000005,-0.2099760732881891,0.7600000000000005,-0.2215717483697723,0.7600000000000005,-0.2282963772548928,0.7600000000000005,-0.2317703518994326,0.7600000000000005,-0.2338706397569467,0.7600000000000005,-0.2352602072925031,0.7600000000000005,-0.2362406880880216,0.7600000000000005,-0.2369667950037829,0.7600000000000005,-0.2379675065770943,0.7600000000000005,-0.2418395258957359,0.7600000000000005,-0.2447748531719208,0.7600000000000005,-0.247078728028221,0.7600000000000005,-0.2489362304746142,0.7600000000000005,-0.2504662672769638,0.7600000000000005,-0.2517487980910109
0.7700000000000005,-0.1914038895477904,0.7700000000000005,-0.2161032886453896,0.7700000000000005,-0.2280641290888916,0.7700000000000005,-0.2350126244267949,0.7700000000000005,-0.2385594554937703,0.7700000000000005,-0.240699004087971,0.7700000000000005,-0.24211181408558,0.7700000000000005,-0.2431069469982206,0.7700000000000005,-0.2438427100808434,0.7700000000000005,-0.2448545743138931,0.7700000000000005,-0.2487894165246674,0.7700000000000005,-0.2517718721177036,0.7700000000000005,-0.2541123896874937,0.7700000000000005,-0.2559991857089793,0.7700000000000005,-0.2575531680021335,0.7700000000000005,-0.2588556326348714
0.7800000000000005,-0.1967885923485138,0.7800000000000005,-0.2222512512614044,0.7800000000000005,-0.2345835406435563,0.7800000000000005,-0.2417605753593205,0.7800000000000005,-0.2453826037672459,0.7800000000000005,-0.2475629597039492,0.7800000000000005,-0.2490001113750268,0.7800000000000005,-0.2500107157466911,0.7800000000000005,-0.2507567671221548,0.7800000000000005,-0.2517806900478355,0.7800000000000005,-0.2557777744542188,0.7800000000000005,-0.2588069245851231,0.7800000000000005,-0.2611837462369813,0.7800000000000005,-0.2630995628851128,0.7800000000000005,-0.2646772652616299,0.7800000000000005,-0.2659994739900017
0.7900000000000005,-0.2021807392058863,0.7900000000000005,-0.2284168398607232,0.7900000000000005,-0.2411268742625883,0.7900000000000005,-0.2485371644318771,0.7900000000000005,-0.2522369142087076,0.7900000000000005,-0.2544597523376879,0.7900000000000005,-0.2559224396908668,0.7900000000000005,-0.256949407845601,0.7900000000000005,-0.2577064376096626,0.7900000000000005,-0.2587434116437508,0.7900000000000005,-0.2628022114710405,0.7900000000000005,-0.2658776617012023,0.7900000000000005,-0.2682904788233336,0.7900000000000005,-0.2702350668406138,0.7900000000000005,-0.2718362830844878,0.7900000000000005,-0.2731780620597137
0.8000000000000005,-0.2075776716760084,0.8000000000000005,-0.2345971361476394,0.8000000000000005,-0.247691229230408,0.8000000000000005,-0.2553395335311688,0.8000000000000005,-0.2591196956245801,0.8000000000000005,-0.2613868083264084,0.8000000000000005,-0.2628763125639188,0.8000000000000005,-0.2639206041355574,0.8000000000000005,-0.2646893559615043,0.8000000000000005,-0.2657404535465362,0.8000000000000005,-0.2698604925039297,0.8000000000000005,-0.2729818851947439,0.8000000000000005,-0.2754304172421005,0.8000000000000005,-0.2774035495141176,0.8000000000000005,-0.2790280913439015,0.8000000000000005,-0.280389281550504
0.8100000000000005,-0.2129769022662756,0.8100000000000005,-0.240789423220331,0.8100000000000005,-0.2542739089987239,0.8100000000000005,-0.2621650270726011,0.8100000000000005,-0.2660284435456293,0.8100000000000005,-0.2683417302717971,0.8100000000000005,-0.2698594123633445,0.8100000000000005,-0.2709220487532342,0.8100000000000005,-0.2717033155983247,0.8100000000000005,-0.2727696829856913,0.8100000000000005,-0.276950531797547,0.8100000000000005,-0.2801175435545936,0.8100000000000005,-0.2826015360874051,0.8100000000000005,-0.2846030060899903,0.8100000000000005,-0.2862507018985631,0.8100000000000005,-0.2876311581112062
0.8200000000000005,-0.2183761151326451,0.8200000000000005,-0.2469911818915521,0.8200000000000005,-0.260872415531591,0.8200000000000005,-0.2690111854663442,0.8200000000000005,-0.2729608342463183,0.8200000000000005,-0.275322291418838,0.8200000000000005,-0.2768695849263856,0.8200000000000005,-0.2779516439451962,0.8200000000000005,-0.278746263897204,0.8200000000000005,-0.279829115127144,0.8200000000000005,-0.2840703880860271,0.8200000000000005,-0.2872827272244676,0.8200000000000005,-0.2898019499657499,0.8200000000000005,-0.2918315702282472,0.8200000000000005,-0.2935022638366062,0.8200000000000005,-0.2949018535888129
