"nch18_gm_gds (ll=2e-07,Vd=0.2) X","nch18_gm_gds (ll=2e-07,Vd=0.2) Y","nch18_gm_gds (ll=2e-07,Vd=0.25) X","nch18_gm_gds (ll=2e-07,Vd=0.25) Y","nch18_gm_gds (ll=2e-07,Vd=0.3) X","nch18_gm_gds (ll=2e-07,Vd=0.3) Y","nch18_gm_gds (ll=2e-07,Vd=0.35) X","nch18_gm_gds (ll=2e-07,Vd=0.35) Y","nch18_gm_gds (ll=2e-07,Vd=0.4) X","nch18_gm_gds (ll=2e-07,Vd=0.4) Y","nch18_gm_gds (ll=2e-07,Vd=0.45) X","nch18_gm_gds (ll=2e-07,Vd=0.45) Y","nch18_gm_gds (ll=2e-07,Vd=0.5) X","nch18_gm_gds (ll=2e-07,Vd=0.5) Y","nch18_gm_gds (ll=2e-07,Vd=0.55) X","nch18_gm_gds (ll=2e-07,Vd=0.55) Y","nch18_gm_gds (ll=2e-07,Vd=0.6) X","nch18_gm_gds (ll=2e-07,Vd=0.6) Y","nch18_gm_gds (ll=2e-07,Vd=0.65) X","nch18_gm_gds (ll=2e-07,Vd=0.65) Y","nch18_gm_gds (ll=3e-07,Vd=0.2) X","nch18_gm_gds (ll=3e-07,Vd=0.2) Y","nch18_gm_gds (ll=3e-07,Vd=0.25) X","nch18_gm_gds (ll=3e-07,Vd=0.25) Y","nch18_gm_gds (ll=3e-07,Vd=0.3) X","nch18_gm_gds (ll=3e-07,Vd=0.3) Y","nch18_gm_gds (ll=3e-07,Vd=0.35) X","nch18_gm_gds (ll=3e-07,Vd=0.35) Y","nch18_gm_gds (ll=3e-07,Vd=0.4) X","nch18_gm_gds (ll=3e-07,Vd=0.4) Y","nch18_gm_gds (ll=3e-07,Vd=0.45) X","nch18_gm_gds (ll=3e-07,Vd=0.45) Y","nch18_gm_gds (ll=3e-07,Vd=0.5) X","nch18_gm_gds (ll=3e-07,Vd=0.5) Y","nch18_gm_gds (ll=3e-07,Vd=0.55) X","nch18_gm_gds (ll=3e-07,Vd=0.55) Y","nch18_gm_gds (ll=3e-07,Vd=0.6) X","nch18_gm_gds (ll=3e-07,Vd=0.6) Y","nch18_gm_gds (ll=3e-07,Vd=0.65) X","nch18_gm_gds (ll=3e-07,Vd=0.65) Y","nch18_gm_gds (ll=4e-07,Vd=0.2) X","nch18_gm_gds (ll=4e-07,Vd=0.2) Y","nch18_gm_gds (ll=4e-07,Vd=0.25) X","nch18_gm_gds (ll=4e-07,Vd=0.25) Y","nch18_gm_gds (ll=4e-07,Vd=0.3) X","nch18_gm_gds (ll=4e-07,Vd=0.3) Y","nch18_gm_gds (ll=4e-07,Vd=0.35) X","nch18_gm_gds (ll=4e-07,Vd=0.35) Y","nch18_gm_gds (ll=4e-07,Vd=0.4) X","nch18_gm_gds (ll=4e-07,Vd=0.4) Y","nch18_gm_gds (ll=4e-07,Vd=0.45) X","nch18_gm_gds (ll=4e-07,Vd=0.45) Y","nch18_gm_gds (ll=4e-07,Vd=0.5) X","nch18_gm_gds (ll=4e-07,Vd=0.5) Y","nch18_gm_gds (ll=4e-07,Vd=0.55) X","nch18_gm_gds (ll=4e-07,Vd=0.55) Y","nch18_gm_gds (ll=4e-07,Vd=0.6) X","nch18_gm_gds (ll=4e-07,Vd=0.6) Y","nch18_gm_gds (ll=4e-07,Vd=0.65) X","nch18_gm_gds (ll=4e-07,Vd=0.65) Y","nch18_gm_gds (ll=5e-07,Vd=0.2) X","nch18_gm_gds (ll=5e-07,Vd=0.2) Y","nch18_gm_gds (ll=5e-07,Vd=0.25) X","nch18_gm_gds (ll=5e-07,Vd=0.25) Y","nch18_gm_gds (ll=5e-07,Vd=0.3) X","nch18_gm_gds (ll=5e-07,Vd=0.3) Y","nch18_gm_gds (ll=5e-07,Vd=0.35) X","nch18_gm_gds (ll=5e-07,Vd=0.35) Y","nch18_gm_gds (ll=5e-07,Vd=0.4) X","nch18_gm_gds (ll=5e-07,Vd=0.4) Y","nch18_gm_gds (ll=5e-07,Vd=0.45) X","nch18_gm_gds (ll=5e-07,Vd=0.45) Y","nch18_gm_gds (ll=5e-07,Vd=0.5) X","nch18_gm_gds (ll=5e-07,Vd=0.5) Y","nch18_gm_gds (ll=5e-07,Vd=0.55) X","nch18_gm_gds (ll=5e-07,Vd=0.55) Y","nch18_gm_gds (ll=5e-07,Vd=0.6) X","nch18_gm_gds (ll=5e-07,Vd=0.6) Y","nch18_gm_gds (ll=5e-07,Vd=0.65) X","nch18_gm_gds (ll=5e-07,Vd=0.65) Y","nch18_gm_gds (ll=6e-07,Vd=0.2) X","nch18_gm_gds (ll=6e-07,Vd=0.2) Y","nch18_gm_gds (ll=6e-07,Vd=0.25) X","nch18_gm_gds (ll=6e-07,Vd=0.25) Y","nch18_gm_gds (ll=6e-07,Vd=0.3) X","nch18_gm_gds (ll=6e-07,Vd=0.3) Y","nch18_gm_gds (ll=6e-07,Vd=0.35) X","nch18_gm_gds (ll=6e-07,Vd=0.35) Y","nch18_gm_gds (ll=6e-07,Vd=0.4) X","nch18_gm_gds (ll=6e-07,Vd=0.4) Y","nch18_gm_gds (ll=6e-07,Vd=0.45) X","nch18_gm_gds (ll=6e-07,Vd=0.45) Y","nch18_gm_gds (ll=6e-07,Vd=0.5) X","nch18_gm_gds (ll=6e-07,Vd=0.5) Y","nch18_gm_gds (ll=6e-07,Vd=0.55) X","nch18_gm_gds (ll=6e-07,Vd=0.55) Y","nch18_gm_gds (ll=6e-07,Vd=0.6) X","nch18_gm_gds (ll=6e-07,Vd=0.6) Y","nch18_gm_gds (ll=6e-07,Vd=0.65) X","nch18_gm_gds (ll=6e-07,Vd=0.65) Y","nch18_gm_gds (ll=7e-07,Vd=0.2) X","nch18_gm_gds (ll=7e-07,Vd=0.2) Y","nch18_gm_gds (ll=7e-07,Vd=0.25) X","nch18_gm_gds (ll=7e-07,Vd=0.25) Y","nch18_gm_gds (ll=7e-07,Vd=0.3) X","nch18_gm_gds (ll=7e-07,Vd=0.3) Y","nch18_gm_gds (ll=7e-07,Vd=0.35) X","nch18_gm_gds (ll=7e-07,Vd=0.35) Y","nch18_gm_gds (ll=7e-07,Vd=0.4) X","nch18_gm_gds (ll=7e-07,Vd=0.4) Y","nch18_gm_gds (ll=7e-07,Vd=0.45) X","nch18_gm_gds (ll=7e-07,Vd=0.45) Y","nch18_gm_gds (ll=7e-07,Vd=0.5) X","nch18_gm_gds (ll=7e-07,Vd=0.5) Y","nch18_gm_gds (ll=7e-07,Vd=0.55) X","nch18_gm_gds (ll=7e-07,Vd=0.55) Y","nch18_gm_gds (ll=7e-07,Vd=0.6) X","nch18_gm_gds (ll=7e-07,Vd=0.6) Y","nch18_gm_gds (ll=7e-07,Vd=0.65) X","nch18_gm_gds (ll=7e-07,Vd=0.65) Y","nch18_gm_gds (ll=8e-07,Vd=0.2) X","nch18_gm_gds (ll=8e-07,Vd=0.2) Y","nch18_gm_gds (ll=8e-07,Vd=0.25) X","nch18_gm_gds (ll=8e-07,Vd=0.25) Y","nch18_gm_gds (ll=8e-07,Vd=0.3) X","nch18_gm_gds (ll=8e-07,Vd=0.3) Y","nch18_gm_gds (ll=8e-07,Vd=0.35) X","nch18_gm_gds (ll=8e-07,Vd=0.35) Y","nch18_gm_gds (ll=8e-07,Vd=0.4) X","nch18_gm_gds (ll=8e-07,Vd=0.4) Y","nch18_gm_gds (ll=8e-07,Vd=0.45) X","nch18_gm_gds (ll=8e-07,Vd=0.45) Y","nch18_gm_gds (ll=8e-07,Vd=0.5) X","nch18_gm_gds (ll=8e-07,Vd=0.5) Y","nch18_gm_gds (ll=8e-07,Vd=0.55) X","nch18_gm_gds (ll=8e-07,Vd=0.55) Y","nch18_gm_gds (ll=8e-07,Vd=0.6) X","nch18_gm_gds (ll=8e-07,Vd=0.6) Y","nch18_gm_gds (ll=8e-07,Vd=0.65) X","nch18_gm_gds (ll=8e-07,Vd=0.65) Y","nch18_gm_gds (ll=9e-07,Vd=0.2) X","nch18_gm_gds (ll=9e-07,Vd=0.2) Y","nch18_gm_gds (ll=9e-07,Vd=0.25) X","nch18_gm_gds (ll=9e-07,Vd=0.25) Y","nch18_gm_gds (ll=9e-07,Vd=0.3) X","nch18_gm_gds (ll=9e-07,Vd=0.3) Y","nch18_gm_gds (ll=9e-07,Vd=0.35) X","nch18_gm_gds (ll=9e-07,Vd=0.35) Y","nch18_gm_gds (ll=9e-07,Vd=0.4) X","nch18_gm_gds (ll=9e-07,Vd=0.4) Y","nch18_gm_gds (ll=9e-07,Vd=0.45) X","nch18_gm_gds (ll=9e-07,Vd=0.45) Y","nch18_gm_gds (ll=9e-07,Vd=0.5) X","nch18_gm_gds (ll=9e-07,Vd=0.5) Y","nch18_gm_gds (ll=9e-07,Vd=0.55) X","nch18_gm_gds (ll=9e-07,Vd=0.55) Y","nch18_gm_gds (ll=9e-07,Vd=0.6) X","nch18_gm_gds (ll=9e-07,Vd=0.6) Y","nch18_gm_gds (ll=9e-07,Vd=0.65) X","nch18_gm_gds (ll=9e-07,Vd=0.65) Y","nch18_gm_gds (ll=1e-06,Vd=0.2) X","nch18_gm_gds (ll=1e-06,Vd=0.2) Y","nch18_gm_gds (ll=1e-06,Vd=0.25) X","nch18_gm_gds (ll=1e-06,Vd=0.25) Y","nch18_gm_gds (ll=1e-06,Vd=0.3) X","nch18_gm_gds (ll=1e-06,Vd=0.3) Y","nch18_gm_gds (ll=1e-06,Vd=0.35) X","nch18_gm_gds (ll=1e-06,Vd=0.35) Y","nch18_gm_gds (ll=1e-06,Vd=0.4) X","nch18_gm_gds (ll=1e-06,Vd=0.4) Y","nch18_gm_gds (ll=1e-06,Vd=0.45) X","nch18_gm_gds (ll=1e-06,Vd=0.45) Y","nch18_gm_gds (ll=1e-06,Vd=0.5) X","nch18_gm_gds (ll=1e-06,Vd=0.5) Y","nch18_gm_gds (ll=1e-06,Vd=0.55) X","nch18_gm_gds (ll=1e-06,Vd=0.55) Y","nch18_gm_gds (ll=1e-06,Vd=0.6) X","nch18_gm_gds (ll=1e-06,Vd=0.6) Y","nch18_gm_gds (ll=1e-06,Vd=0.65) X","nch18_gm_gds (ll=1e-06,Vd=0.65) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.2) X","nch18_gm_gds (ll=1.2e-06,Vd=0.2) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.25) X","nch18_gm_gds (ll=1.2e-06,Vd=0.25) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.3) X","nch18_gm_gds (ll=1.2e-06,Vd=0.3) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.35) X","nch18_gm_gds (ll=1.2e-06,Vd=0.35) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.4) X","nch18_gm_gds (ll=1.2e-06,Vd=0.4) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.45) X","nch18_gm_gds (ll=1.2e-06,Vd=0.45) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.5) X","nch18_gm_gds (ll=1.2e-06,Vd=0.5) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.55) X","nch18_gm_gds (ll=1.2e-06,Vd=0.55) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.6) X","nch18_gm_gds (ll=1.2e-06,Vd=0.6) Y","nch18_gm_gds (ll=1.2e-06,Vd=0.65) X","nch18_gm_gds (ll=1.2e-06,Vd=0.65) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.2) X","nch18_gm_gds (ll=1.4e-06,Vd=0.2) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.25) X","nch18_gm_gds (ll=1.4e-06,Vd=0.25) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.3) X","nch18_gm_gds (ll=1.4e-06,Vd=0.3) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.35) X","nch18_gm_gds (ll=1.4e-06,Vd=0.35) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.4) X","nch18_gm_gds (ll=1.4e-06,Vd=0.4) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.45) X","nch18_gm_gds (ll=1.4e-06,Vd=0.45) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.5) X","nch18_gm_gds (ll=1.4e-06,Vd=0.5) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.55) X","nch18_gm_gds (ll=1.4e-06,Vd=0.55) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.6) X","nch18_gm_gds (ll=1.4e-06,Vd=0.6) Y","nch18_gm_gds (ll=1.4e-06,Vd=0.65) X","nch18_gm_gds (ll=1.4e-06,Vd=0.65) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.2) X","nch18_gm_gds (ll=1.6e-06,Vd=0.2) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.25) X","nch18_gm_gds (ll=1.6e-06,Vd=0.25) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.3) X","nch18_gm_gds (ll=1.6e-06,Vd=0.3) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.35) X","nch18_gm_gds (ll=1.6e-06,Vd=0.35) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.4) X","nch18_gm_gds (ll=1.6e-06,Vd=0.4) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.45) X","nch18_gm_gds (ll=1.6e-06,Vd=0.45) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.5) X","nch18_gm_gds (ll=1.6e-06,Vd=0.5) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.55) X","nch18_gm_gds (ll=1.6e-06,Vd=0.55) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.6) X","nch18_gm_gds (ll=1.6e-06,Vd=0.6) Y","nch18_gm_gds (ll=1.6e-06,Vd=0.65) X","nch18_gm_gds (ll=1.6e-06,Vd=0.65) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.2) X","nch18_gm_gds (ll=1.8e-06,Vd=0.2) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.25) X","nch18_gm_gds (ll=1.8e-06,Vd=0.25) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.3) X","nch18_gm_gds (ll=1.8e-06,Vd=0.3) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.35) X","nch18_gm_gds (ll=1.8e-06,Vd=0.35) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.4) X","nch18_gm_gds (ll=1.8e-06,Vd=0.4) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.45) X","nch18_gm_gds (ll=1.8e-06,Vd=0.45) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.5) X","nch18_gm_gds (ll=1.8e-06,Vd=0.5) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.55) X","nch18_gm_gds (ll=1.8e-06,Vd=0.55) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.6) X","nch18_gm_gds (ll=1.8e-06,Vd=0.6) Y","nch18_gm_gds (ll=1.8e-06,Vd=0.65) X","nch18_gm_gds (ll=1.8e-06,Vd=0.65) Y","nch18_gm_gds (ll=2e-06,Vd=0.2) X","nch18_gm_gds (ll=2e-06,Vd=0.2) Y","nch18_gm_gds (ll=2e-06,Vd=0.25) X","nch18_gm_gds (ll=2e-06,Vd=0.25) Y","nch18_gm_gds (ll=2e-06,Vd=0.3) X","nch18_gm_gds (ll=2e-06,Vd=0.3) Y","nch18_gm_gds (ll=2e-06,Vd=0.35) X","nch18_gm_gds (ll=2e-06,Vd=0.35) Y","nch18_gm_gds (ll=2e-06,Vd=0.4) X","nch18_gm_gds (ll=2e-06,Vd=0.4) Y","nch18_gm_gds (ll=2e-06,Vd=0.45) X","nch18_gm_gds (ll=2e-06,Vd=0.45) Y","nch18_gm_gds (ll=2e-06,Vd=0.5) X","nch18_gm_gds (ll=2e-06,Vd=0.5) Y","nch18_gm_gds (ll=2e-06,Vd=0.55) X","nch18_gm_gds (ll=2e-06,Vd=0.55) Y","nch18_gm_gds (ll=2e-06,Vd=0.6) X","nch18_gm_gds (ll=2e-06,Vd=0.6) Y","nch18_gm_gds (ll=2e-06,Vd=0.65) X","nch18_gm_gds (ll=2e-06,Vd=0.65) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.2) X","nch18_gm_gds (ll=2.2e-06,Vd=0.2) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.25) X","nch18_gm_gds (ll=2.2e-06,Vd=0.25) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.3) X","nch18_gm_gds (ll=2.2e-06,Vd=0.3) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.35) X","nch18_gm_gds (ll=2.2e-06,Vd=0.35) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.4) X","nch18_gm_gds (ll=2.2e-06,Vd=0.4) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.45) X","nch18_gm_gds (ll=2.2e-06,Vd=0.45) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.5) X","nch18_gm_gds (ll=2.2e-06,Vd=0.5) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.55) X","nch18_gm_gds (ll=2.2e-06,Vd=0.55) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.6) X","nch18_gm_gds (ll=2.2e-06,Vd=0.6) Y","nch18_gm_gds (ll=2.2e-06,Vd=0.65) X","nch18_gm_gds (ll=2.2e-06,Vd=0.65) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.2) X","nch18_gm_gds (ll=2.4e-06,Vd=0.2) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.25) X","nch18_gm_gds (ll=2.4e-06,Vd=0.25) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.3) X","nch18_gm_gds (ll=2.4e-06,Vd=0.3) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.35) X","nch18_gm_gds (ll=2.4e-06,Vd=0.35) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.4) X","nch18_gm_gds (ll=2.4e-06,Vd=0.4) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.45) X","nch18_gm_gds (ll=2.4e-06,Vd=0.45) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.5) X","nch18_gm_gds (ll=2.4e-06,Vd=0.5) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.55) X","nch18_gm_gds (ll=2.4e-06,Vd=0.55) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.6) X","nch18_gm_gds (ll=2.4e-06,Vd=0.6) Y","nch18_gm_gds (ll=2.4e-06,Vd=0.65) X","nch18_gm_gds (ll=2.4e-06,Vd=0.65) Y"
0,32.20619958377799,0,37.09874547303839,0,41.48699980835645,0,45.45500245187,0,49.05960632563443,0,52.34584819209372,0,55.3514469269462,0,58.10864499882686,0,60.64524184925895,0,62.98531633571807,0,59.29478496719028,0,69.77960827197329,0,79.60535443353977,0,88.92005152717604,0,97.78953388667431,0,106.2538143838832,0,114.3429023476484,0,122.0820592382413,0,129.4937722248604,0,136.5985761301952,0,77.68672355737752,0,90.83227925792771,0,102.8990710200955,0,114.1829535251036,0,124.8177605272093,0,134.8831795815132,0,144.4362485989961,0,153.5224552957453,0,162.180289250269,0,170.4433782694577,0,92.7627443254071,0,107.6723108334926,0,121.0183653788248,0,133.2732549824732,0,144.6552592421497,0,155.2945018228781,0,165.2825758832711,0,174.6906131061822,0,183.5770381845207,0,191.9914147873267,0,107.3239790254747,0,124.1141886964808,0,138.8189815850586,0,152.1122359548179,0,164.3073157137221,0,175.5895222998213,0,186.0870462472658,0,195.8973534335227,0,205.0987822314979,0,213.7564330917741,0,120.4879983367929,0,138.9096799240633,0,154.723167901508,0,168.8165522151925,0,181.6031593377502,0,193.3249717216751,0,204.146740854387,0,214.1914985923985,0,223.5563886288282,0,232.3208037300372,0,132.4566182361459,0,152.3057225009895,0,169.0316807259026,0,183.7442964001329,0,196.9591094414761,0,208.97476221533,0,219.9915971155131,0,230.1568709422459,0,239.5850878892698,0,248.3685121860698,0,143.3874447302444,0,164.4932239354927,0,181.9740394854161,0,197.165040593752,0,210.6843623448663,0,222.8862945672757,0,234.0052664317517,0,244.2111497070498,0,253.6342577982448,0,262.3783007223144,0,153.4109844997617,0,175.6293891282179,0,193.7373133594548,0,209.2960107193715,0,223.025273683648,0,235.3333949332647,0,246.4871012581175,0,256.6771750419357,0,266.0482018475537,0,274.7139878084744,0,171.1568080400343,0,195.2511235235186,0,214.3188773871915,0,230.3679231127952,0,244.3151987285586,0,256.6707120037939,0,267.7600235698802,0,277.8107188944446,0,286.991660097083,0,295.4332581541868,0,189.0115214431468,0,215.5748708774377,0,236.1811501257557,0,253.2860422953792,0,268.0031040615535,0,280.9420118400692,0,292.4851210208648,0,302.8953373788696,0,312.3649441926007,0,321.0406381567976,0,205.3346751974402,0,234.173003910312,0,256.137716114696,0,274.1350020333331,0,289.4756336523815,0,302.8678572112595,0,314.7491390022664,0,325.4159525426987,0,335.0823777008387,0,343.9099602677626,0,220.3041518087721,0,251.2426742501745,0,274.411770853746,0,293.1658793133637,0,309.0114772326959,0,322.7533828310306,0,334.882125486114,0,345.7258814030217,0,355.5189121512969,0,364.4362447586023,0,234.0761960786559,0,266.9580682857244,0,291.1996927149064,0,310.5980034855987,0,326.8521983632872,0,340.8610886990049,0,353.1660292682202,0,364.1250199087941,0,373.9909539934061,0,382.9510700520517,0,246.7860820148979,0,281.4705611517653,0,306.6714827803957,0,326.6200871956434,0,343.2042890778811,0,357.4139550134641,0,369.8389512785927,0,380.8652664973636,0,390.7629686991029,0,399.7303466761471,0,258.5505137895334,0,294.9111020297285,0,320.9736682603275,0,341.3939008123281,0,358.2437450788887,0,372.6009816635541,0,385.1016722868337,0,396.1580370463214,0,406.0559661018528,0,415.0037460369948
0.05,32.15511683270046,0.05,37.04065565037723,0.05,41.42279045139643,0.05,45.38539355326352,0.05,48.98520185668483,0.05,52.26716169193091,0.05,55.26891841360098,0.05,58.02265366825238,0.05,60.55611612034005,0.05,62.89334197351425,0.05,59.21363125253362,0.05,69.68436921878845,0.05,79.49698129143863,0.05,88.79928639633545,0.05,97.6570222215698,0.05,106.1101408879412,0.05,114.1886053416489,0.05,121.9176378283789,0.05,129.3196907188045,0.05,136.4152672641482,0.05,77.584318049763,0.05,90.71262114696792,0.05,102.7635853843311,0.05,114.0326761893036,0.05,124.653550356457,0.05,134.705789625756,0.05,144.2463559764608,0.05,153.3206765098415,0.05,161.9671895158808,0.05,170.2194780161227,0.05,92.64024299436122,0.05,107.5301973483776,0.05,120.858699432628,0.05,133.0974756915288,0.05,144.4645180553862,0.05,155.0897783009029,0.05,165.0647284390217,0.05,174.4604060241788,0.05,183.3351584381909,0.05,191.738483784002,0.05,107.1686495576506,0.05,123.9346787120628,0.05,138.6182974992604,0.05,151.8924151862114,0.05,164.0699437104809,0.05,175.3359166540784,0.05,185.818339028331,0.05,195.6145355954133,0.05,204.8027313135177,0.05,213.4479324139294,0.05,120.3005294613121,0.05,138.6937222511882,0.05,154.4827583485031,0.05,168.5543564847768,0.05,181.3212030345519,0.05,193.0249048963454,0.05,203.8299575743566,0.05,213.8592016936249,0.05,223.2096299697203,0.05,231.9605118236686,0.05,132.2379360455715,0.05,152.0545053358632,0.05,168.7530511641872,0.05,183.4415609022628,0.05,196.6347283552061,0.05,208.6307047316583,0.05,219.629502580204,0.05,229.7781361772044,0.05,239.1909211602771,0.05,247.9599698851435,0.05,143.1386108710502,0.05,164.2080663892277,0.05,181.6587999060197,0.05,196.8236666296731,0.05,210.319736611241,0.05,222.5006880262211,0.05,233.6005449075284,0.05,243.7888853685807,0.05,253.1957975804262,0.05,261.9248123817847,0.05,153.1331239062141,0.05,175.3116622173813,0.05,193.3870977239508,0.05,208.917887345009,0.05,222.6225307971289,0.05,234.9085860608834,0.05,246.042299499033,0.05,256.2141097700689,0.05,265.5683419910051,0.05,274.2185973817427,0.05,170.824315113016,0.05,194.8723572276919,0.05,213.9034907769626,0.05,229.9217198684057,0.05,243.842220516306,0.05,256.1740187486935,0.05,267.242047954829,0.05,277.2734550300864,0.05,286.4367767529323,0.05,294.8621729527032,0.05,188.618006365782,0.05,215.1267915445933,0.05,235.69074158259,0.05,252.7605036428753,0.05,267.4473460179031,0.05,280.3596901166435,0.05,291.8791035501981,0.05,302.2679502887206,0.05,311.7181174225578,0.05,320.3759995207861,0.05,204.883292861694,0.05,233.6591932230322,0.05,255.5763543143883,0.05,273.5346845011031,0.05,288.8421173955393,0.05,302.205363152778,0.05,314.060938419981,0.05,324.7046729680339,0.05,334.3501819056456,0.05,343.1586604668499,0.05,219.798033898662,0.05,250.6666873779912,0.05,273.7834572119252,0.05,292.4952154857777,0.05,308.3050371414926,0.05,322.0159199040851,0.05,334.1172826228655,0.05,344.9365583375689,0.05,354.7074782094514,0.05,363.6046731434251,0.05,233.5183707535557,0.05,266.3233432820716,0.05,290.5082700802104,0.05,309.8612149740281,0.05,326.0774017417654,0.05,340.0535368612624,0.05,352.3297063064914,0.05,363.2630706302545,0.05,373.105930416184,0.05,382.0450854814158,0.05,246.1794325740595,0.05,280.7803721082452,0.05,305.9205904445968,0.05,325.8211451062533,0.05,342.3654040458077,0.05,356.540847112556,0.05,368.9359172283588,0.05,379.9356713754771,0.05,389.8095258225673,0.05,398.7552910126478,0.05,257.8977598128764,0.05,294.1685376171298,0.05,320.1667234814904,0.05,340.5365128808644,0.05,357.3447346150235,0.05,371.6665050192764,0.05,384.1363123558751,0.05,395.1653567282915,0.05,405.0388209789792,0.05,413.964476561694
