"nch18_gm_Id (ll=2e-07,Vd=0.2) X","nch18_gm_Id (ll=2e-07,Vd=0.2) Y","nch18_gm_Id (ll=2e-07,Vd=0.25) X","nch18_gm_Id (ll=2e-07,Vd=0.25) Y","nch18_gm_Id (ll=2e-07,Vd=0.3) X","nch18_gm_Id (ll=2e-07,Vd=0.3) Y","nch18_gm_Id (ll=2e-07,Vd=0.35) X","nch18_gm_Id (ll=2e-07,Vd=0.35) Y","nch18_gm_Id (ll=2e-07,Vd=0.4) X","nch18_gm_Id (ll=2e-07,Vd=0.4) Y","nch18_gm_Id (ll=2e-07,Vd=0.45) X","nch18_gm_Id (ll=2e-07,Vd=0.45) Y","nch18_gm_Id (ll=2e-07,Vd=0.5) X","nch18_gm_Id (ll=2e-07,Vd=0.5) Y","nch18_gm_Id (ll=2e-07,Vd=0.55) X","nch18_gm_Id (ll=2e-07,Vd=0.55) Y","nch18_gm_Id (ll=2e-07,Vd=0.6) X","nch18_gm_Id (ll=2e-07,Vd=0.6) Y","nch18_gm_Id (ll=2e-07,Vd=0.65) X","nch18_gm_Id (ll=2e-07,Vd=0.65) Y","nch18_gm_Id (ll=3e-07,Vd=0.2) X","nch18_gm_Id (ll=3e-07,Vd=0.2) Y","nch18_gm_Id (ll=3e-07,Vd=0.25) X","nch18_gm_Id (ll=3e-07,Vd=0.25) Y","nch18_gm_Id (ll=3e-07,Vd=0.3) X","nch18_gm_Id (ll=3e-07,Vd=0.3) Y","nch18_gm_Id (ll=3e-07,Vd=0.35) X","nch18_gm_Id (ll=3e-07,Vd=0.35) Y","nch18_gm_Id (ll=3e-07,Vd=0.4) X","nch18_gm_Id (ll=3e-07,Vd=0.4) Y","nch18_gm_Id (ll=3e-07,Vd=0.45) X","nch18_gm_Id (ll=3e-07,Vd=0.45) Y","nch18_gm_Id (ll=3e-07,Vd=0.5) X","nch18_gm_Id (ll=3e-07,Vd=0.5) Y","nch18_gm_Id (ll=3e-07,Vd=0.55) X","nch18_gm_Id (ll=3e-07,Vd=0.55) Y","nch18_gm_Id (ll=3e-07,Vd=0.6) X","nch18_gm_Id (ll=3e-07,Vd=0.6) Y","nch18_gm_Id (ll=3e-07,Vd=0.65) X","nch18_gm_Id (ll=3e-07,Vd=0.65) Y","nch18_gm_Id (ll=4e-07,Vd=0.2) X","nch18_gm_Id (ll=4e-07,Vd=0.2) Y","nch18_gm_Id (ll=4e-07,Vd=0.25) X","nch18_gm_Id (ll=4e-07,Vd=0.25) Y","nch18_gm_Id (ll=4e-07,Vd=0.3) X","nch18_gm_Id (ll=4e-07,Vd=0.3) Y","nch18_gm_Id (ll=4e-07,Vd=0.35) X","nch18_gm_Id (ll=4e-07,Vd=0.35) Y","nch18_gm_Id (ll=4e-07,Vd=0.4) X","nch18_gm_Id (ll=4e-07,Vd=0.4) Y","nch18_gm_Id (ll=4e-07,Vd=0.45) X","nch18_gm_Id (ll=4e-07,Vd=0.45) Y","nch18_gm_Id (ll=4e-07,Vd=0.5) X","nch18_gm_Id (ll=4e-07,Vd=0.5) Y","nch18_gm_Id (ll=4e-07,Vd=0.55) X","nch18_gm_Id (ll=4e-07,Vd=0.55) Y","nch18_gm_Id (ll=4e-07,Vd=0.6) X","nch18_gm_Id (ll=4e-07,Vd=0.6) Y","nch18_gm_Id (ll=4e-07,Vd=0.65) X","nch18_gm_Id (ll=4e-07,Vd=0.65) Y","nch18_gm_Id (ll=5e-07,Vd=0.2) X","nch18_gm_Id (ll=5e-07,Vd=0.2) Y","nch18_gm_Id (ll=5e-07,Vd=0.25) X","nch18_gm_Id (ll=5e-07,Vd=0.25) Y","nch18_gm_Id (ll=5e-07,Vd=0.3) X","nch18_gm_Id (ll=5e-07,Vd=0.3) Y","nch18_gm_Id (ll=5e-07,Vd=0.35) X","nch18_gm_Id (ll=5e-07,Vd=0.35) Y","nch18_gm_Id (ll=5e-07,Vd=0.4) X","nch18_gm_Id (ll=5e-07,Vd=0.4) Y","nch18_gm_Id (ll=5e-07,Vd=0.45) X","nch18_gm_Id (ll=5e-07,Vd=0.45) Y","nch18_gm_Id (ll=5e-07,Vd=0.5) X","nch18_gm_Id (ll=5e-07,Vd=0.5) Y","nch18_gm_Id (ll=5e-07,Vd=0.55) X","nch18_gm_Id (ll=5e-07,Vd=0.55) Y","nch18_gm_Id (ll=5e-07,Vd=0.6) X","nch18_gm_Id (ll=5e-07,Vd=0.6) Y","nch18_gm_Id (ll=5e-07,Vd=0.65) X","nch18_gm_Id (ll=5e-07,Vd=0.65) Y","nch18_gm_Id (ll=6e-07,Vd=0.2) X","nch18_gm_Id (ll=6e-07,Vd=0.2) Y","nch18_gm_Id (ll=6e-07,Vd=0.25) X","nch18_gm_Id (ll=6e-07,Vd=0.25) Y","nch18_gm_Id (ll=6e-07,Vd=0.3) X","nch18_gm_Id (ll=6e-07,Vd=0.3) Y","nch18_gm_Id (ll=6e-07,Vd=0.35) X","nch18_gm_Id (ll=6e-07,Vd=0.35) Y","nch18_gm_Id (ll=6e-07,Vd=0.4) X","nch18_gm_Id (ll=6e-07,Vd=0.4) Y","nch18_gm_Id (ll=6e-07,Vd=0.45) X","nch18_gm_Id (ll=6e-07,Vd=0.45) Y","nch18_gm_Id (ll=6e-07,Vd=0.5) X","nch18_gm_Id (ll=6e-07,Vd=0.5) Y","nch18_gm_Id (ll=6e-07,Vd=0.55) X","nch18_gm_Id (ll=6e-07,Vd=0.55) Y","nch18_gm_Id (ll=6e-07,Vd=0.6) X","nch18_gm_Id (ll=6e-07,Vd=0.6) Y","nch18_gm_Id (ll=6e-07,Vd=0.65) X","nch18_gm_Id (ll=6e-07,Vd=0.65) Y","nch18_gm_Id (ll=7e-07,Vd=0.2) X","nch18_gm_Id (ll=7e-07,Vd=0.2) Y","nch18_gm_Id (ll=7e-07,Vd=0.25) X","nch18_gm_Id (ll=7e-07,Vd=0.25) Y","nch18_gm_Id (ll=7e-07,Vd=0.3) X","nch18_gm_Id (ll=7e-07,Vd=0.3) Y","nch18_gm_Id (ll=7e-07,Vd=0.35) X","nch18_gm_Id (ll=7e-07,Vd=0.35) Y","nch18_gm_Id (ll=7e-07,Vd=0.4) X","nch18_gm_Id (ll=7e-07,Vd=0.4) Y","nch18_gm_Id (ll=7e-07,Vd=0.45) X","nch18_gm_Id (ll=7e-07,Vd=0.45) Y","nch18_gm_Id (ll=7e-07,Vd=0.5) X","nch18_gm_Id (ll=7e-07,Vd=0.5) Y","nch18_gm_Id (ll=7e-07,Vd=0.55) X","nch18_gm_Id (ll=7e-07,Vd=0.55) Y","nch18_gm_Id (ll=7e-07,Vd=0.6) X","nch18_gm_Id (ll=7e-07,Vd=0.6) Y","nch18_gm_Id (ll=7e-07,Vd=0.65) X","nch18_gm_Id (ll=7e-07,Vd=0.65) Y","nch18_gm_Id (ll=8e-07,Vd=0.2) X","nch18_gm_Id (ll=8e-07,Vd=0.2) Y","nch18_gm_Id (ll=8e-07,Vd=0.25) X","nch18_gm_Id (ll=8e-07,Vd=0.25) Y","nch18_gm_Id (ll=8e-07,Vd=0.3) X","nch18_gm_Id (ll=8e-07,Vd=0.3) Y","nch18_gm_Id (ll=8e-07,Vd=0.35) X","nch18_gm_Id (ll=8e-07,Vd=0.35) Y","nch18_gm_Id (ll=8e-07,Vd=0.4) X","nch18_gm_Id (ll=8e-07,Vd=0.4) Y","nch18_gm_Id (ll=8e-07,Vd=0.45) X","nch18_gm_Id (ll=8e-07,Vd=0.45) Y","nch18_gm_Id (ll=8e-07,Vd=0.5) X","nch18_gm_Id (ll=8e-07,Vd=0.5) Y","nch18_gm_Id (ll=8e-07,Vd=0.55) X","nch18_gm_Id (ll=8e-07,Vd=0.55) Y","nch18_gm_Id (ll=8e-07,Vd=0.6) X","nch18_gm_Id (ll=8e-07,Vd=0.6) Y","nch18_gm_Id (ll=8e-07,Vd=0.65) X","nch18_gm_Id (ll=8e-07,Vd=0.65) Y","nch18_gm_Id (ll=9e-07,Vd=0.2) X","nch18_gm_Id (ll=9e-07,Vd=0.2) Y","nch18_gm_Id (ll=9e-07,Vd=0.25) X","nch18_gm_Id (ll=9e-07,Vd=0.25) Y","nch18_gm_Id (ll=9e-07,Vd=0.3) X","nch18_gm_Id (ll=9e-07,Vd=0.3) Y","nch18_gm_Id (ll=9e-07,Vd=0.35) X","nch18_gm_Id (ll=9e-07,Vd=0.35) Y","nch18_gm_Id (ll=9e-07,Vd=0.4) X","nch18_gm_Id (ll=9e-07,Vd=0.4) Y","nch18_gm_Id (ll=9e-07,Vd=0.45) X","nch18_gm_Id (ll=9e-07,Vd=0.45) Y","nch18_gm_Id (ll=9e-07,Vd=0.5) X","nch18_gm_Id (ll=9e-07,Vd=0.5) Y","nch18_gm_Id (ll=9e-07,Vd=0.55) X","nch18_gm_Id (ll=9e-07,Vd=0.55) Y","nch18_gm_Id (ll=9e-07,Vd=0.6) X","nch18_gm_Id (ll=9e-07,Vd=0.6) Y","nch18_gm_Id (ll=9e-07,Vd=0.65) X","nch18_gm_Id (ll=9e-07,Vd=0.65) Y","nch18_gm_Id (ll=1e-06,Vd=0.2) X","nch18_gm_Id (ll=1e-06,Vd=0.2) Y","nch18_gm_Id (ll=1e-06,Vd=0.25) X","nch18_gm_Id (ll=1e-06,Vd=0.25) Y","nch18_gm_Id (ll=1e-06,Vd=0.3) X","nch18_gm_Id (ll=1e-06,Vd=0.3) Y","nch18_gm_Id (ll=1e-06,Vd=0.35) X","nch18_gm_Id (ll=1e-06,Vd=0.35) Y","nch18_gm_Id (ll=1e-06,Vd=0.4) X","nch18_gm_Id (ll=1e-06,Vd=0.4) Y","nch18_gm_Id (ll=1e-06,Vd=0.45) X","nch18_gm_Id (ll=1e-06,Vd=0.45) Y","nch18_gm_Id (ll=1e-06,Vd=0.5) X","nch18_gm_Id (ll=1e-06,Vd=0.5) Y","nch18_gm_Id (ll=1e-06,Vd=0.55) X","nch18_gm_Id (ll=1e-06,Vd=0.55) Y","nch18_gm_Id (ll=1e-06,Vd=0.6) X","nch18_gm_Id (ll=1e-06,Vd=0.6) Y","nch18_gm_Id (ll=1e-06,Vd=0.65) X","nch18_gm_Id (ll=1e-06,Vd=0.65) Y","nch18_gm_Id (ll=1.2e-06,Vd=0.2) X","nch18_gm_Id (ll=1.2e-06,Vd=0.2) Y","nch18_gm_Id (ll=1.2e-06,Vd=0.25) X","nch18_gm_Id (ll=1.2e-06,Vd=0.25) Y","nch18_gm_Id (ll=1.2e-06,Vd=0.3) X","nch18_gm_Id (ll=1.2e-06,Vd=0.3) Y","nch18_gm_Id (ll=1.2e-06,Vd=0.35) X","nch18_gm_Id (ll=1.2e-06,Vd=0.35) Y","nch18_gm_Id (ll=1.2e-06,Vd=0.4) X","nch18_gm_Id (ll=1.2e-06,Vd=0.4) Y","nch18_gm_Id (ll=1.2e-06,Vd=0.45) X","nch18_gm_Id (ll=1.2e-06,Vd=0.45) Y","nch18_gm_Id (ll=1.2e-06,Vd=0.5) X","nch18_gm_Id (ll=1.2e-06,Vd=0.5) Y","nch18_gm_Id (ll=1.2e-06,Vd=0.55) X","nch18_gm_Id (ll=1.2e-06,Vd=0.55) Y","nch18_gm_Id (ll=1.2e-06,Vd=0.6) X","nch18_gm_Id (ll=1.2e-06,Vd=0.6) Y","nch18_gm_Id (ll=1.2e-06,Vd=0.65) X","nch18_gm_Id (ll=1.2e-06,Vd=0.65) Y","nch18_gm_Id (ll=1.4e-06,Vd=0.2) X","nch18_gm_Id (ll=1.4e-06,Vd=0.2) Y","nch18_gm_Id (ll=1.4e-06,Vd=0.25) X","nch18_gm_Id (ll=1.4e-06,Vd=0.25) Y","nch18_gm_Id (ll=1.4e-06,Vd=0.3) X","nch18_gm_Id (ll=1.4e-06,Vd=0.3) Y","nch18_gm_Id (ll=1.4e-06,Vd=0.35) X","nch18_gm_Id (ll=1.4e-06,Vd=0.35) Y","nch18_gm_Id (ll=1.4e-06,Vd=0.4) X","nch18_gm_Id (ll=1.4e-06,Vd=0.4) Y","nch18_gm_Id (ll=1.4e-06,Vd=0.45) X","nch18_gm_Id (ll=1.4e-06,Vd=0.45) Y","nch18_gm_Id (ll=1.4e-06,Vd=0.5) X","nch18_gm_Id (ll=1.4e-06,Vd=0.5) Y","nch18_gm_Id (ll=1.4e-06,Vd=0.55) X","nch18_gm_Id (ll=1.4e-06,Vd=0.55) Y","nch18_gm_Id (ll=1.4e-06,Vd=0.6) X","nch18_gm_Id (ll=1.4e-06,Vd=0.6) Y","nch18_gm_Id (ll=1.4e-06,Vd=0.65) X","nch18_gm_Id (ll=1.4e-06,Vd=0.65) Y","nch18_gm_Id (ll=1.6e-06,Vd=0.2) X","nch18_gm_Id (ll=1.6e-06,Vd=0.2) Y","nch18_gm_Id (ll=1.6e-06,Vd=0.25) X","nch18_gm_Id (ll=1.6e-06,Vd=0.25) Y","nch18_gm_Id (ll=1.6e-06,Vd=0.3) X","nch18_gm_Id (ll=1.6e-06,Vd=0.3) Y","nch18_gm_Id (ll=1.6e-06,Vd=0.35) X","nch18_gm_Id (ll=1.6e-06,Vd=0.35) Y","nch18_gm_Id (ll=1.6e-06,Vd=0.4) X","nch18_gm_Id (ll=1.6e-06,Vd=0.4) Y","nch18_gm_Id (ll=1.6e-06,Vd=0.45) X","nch18_gm_Id (ll=1.6e-06,Vd=0.45) Y","nch18_gm_Id (ll=1.6e-06,Vd=0.5) X","nch18_gm_Id (ll=1.6e-06,Vd=0.5) Y","nch18_gm_Id (ll=1.6e-06,Vd=0.55) X","nch18_gm_Id (ll=1.6e-06,Vd=0.55) Y","nch18_gm_Id (ll=1.6e-06,Vd=0.6) X","nch18_gm_Id (ll=1.6e-06,Vd=0.6) Y","nch18_gm_Id (ll=1.6e-06,Vd=0.65) X","nch18_gm_Id (ll=1.6e-06,Vd=0.65) Y","nch18_gm_Id (ll=1.8e-06,Vd=0.2) X","nch18_gm_Id (ll=1.8e-06,Vd=0.2) Y","nch18_gm_Id (ll=1.8e-06,Vd=0.25) X","nch18_gm_Id (ll=1.8e-06,Vd=0.25) Y","nch18_gm_Id (ll=1.8e-06,Vd=0.3) X","nch18_gm_Id (ll=1.8e-06,Vd=0.3) Y","nch18_gm_Id (ll=1.8e-06,Vd=0.35) X","nch18_gm_Id (ll=1.8e-06,Vd=0.35) Y","nch18_gm_Id (ll=1.8e-06,Vd=0.4) X","nch18_gm_Id (ll=1.8e-06,Vd=0.4) Y","nch18_gm_Id (ll=1.8e-06,Vd=0.45) X","nch18_gm_Id (ll=1.8e-06,Vd=0.45) Y","nch18_gm_Id (ll=1.8e-06,Vd=0.5) X","nch18_gm_Id (ll=1.8e-06,Vd=0.5) Y","nch18_gm_Id (ll=1.8e-06,Vd=0.55) X","nch18_gm_Id (ll=1.8e-06,Vd=0.55) Y","nch18_gm_Id (ll=1.8e-06,Vd=0.6) X","nch18_gm_Id (ll=1.8e-06,Vd=0.6) Y","nch18_gm_Id (ll=1.8e-06,Vd=0.65) X","nch18_gm_Id (ll=1.8e-06,Vd=0.65) Y","nch18_gm_Id (ll=2e-06,Vd=0.2) X","nch18_gm_Id (ll=2e-06,Vd=0.2) Y","nch18_gm_Id (ll=2e-06,Vd=0.25) X","nch18_gm_Id (ll=2e-06,Vd=0.25) Y","nch18_gm_Id (ll=2e-06,Vd=0.3) X","nch18_gm_Id (ll=2e-06,Vd=0.3) Y","nch18_gm_Id (ll=2e-06,Vd=0.35) X","nch18_gm_Id (ll=2e-06,Vd=0.35) Y","nch18_gm_Id (ll=2e-06,Vd=0.4) X","nch18_gm_Id (ll=2e-06,Vd=0.4) Y","nch18_gm_Id (ll=2e-06,Vd=0.45) X","nch18_gm_Id (ll=2e-06,Vd=0.45) Y","nch18_gm_Id (ll=2e-06,Vd=0.5) X","nch18_gm_Id (ll=2e-06,Vd=0.5) Y","nch18_gm_Id (ll=2e-06,Vd=0.55) X","nch18_gm_Id (ll=2e-06,Vd=0.55) Y","nch18_gm_Id (ll=2e-06,Vd=0.6) X","nch18_gm_Id (ll=2e-06,Vd=0.6) Y","nch18_gm_Id (ll=2e-06,Vd=0.65) X","nch18_gm_Id (ll=2e-06,Vd=0.65) Y","nch18_gm_Id (ll=2.2e-06,Vd=0.2) X","nch18_gm_Id (ll=2.2e-06,Vd=0.2) Y","nch18_gm_Id (ll=2.2e-06,Vd=0.25) X","nch18_gm_Id (ll=2.2e-06,Vd=0.25) Y","nch18_gm_Id (ll=2.2e-06,Vd=0.3) X","nch18_gm_Id (ll=2.2e-06,Vd=0.3) Y","nch18_gm_Id (ll=2.2e-06,Vd=0.35) X","nch18_gm_Id (ll=2.2e-06,Vd=0.35) Y","nch18_gm_Id (ll=2.2e-06,Vd=0.4) X","nch18_gm_Id (ll=2.2e-06,Vd=0.4) Y","nch18_gm_Id (ll=2.2e-06,Vd=0.45) X","nch18_gm_Id (ll=2.2e-06,Vd=0.45) Y","nch18_gm_Id (ll=2.2e-06,Vd=0.5) X","nch18_gm_Id (ll=2.2e-06,Vd=0.5) Y","nch18_gm_Id (ll=2.2e-06,Vd=0.55) X","nch18_gm_Id (ll=2.2e-06,Vd=0.55) Y","nch18_gm_Id (ll=2.2e-06,Vd=0.6) X","nch18_gm_Id (ll=2.2e-06,Vd=0.6) Y","nch18_gm_Id (ll=2.2e-06,Vd=0.65) X","nch18_gm_Id (ll=2.2e-06,Vd=0.65) Y","nch18_gm_Id (ll=2.4e-06,Vd=0.2) X","nch18_gm_Id (ll=2.4e-06,Vd=0.2) Y","nch18_gm_Id (ll=2.4e-06,Vd=0.25) X","nch18_gm_Id (ll=2.4e-06,Vd=0.25) Y","nch18_gm_Id (ll=2.4e-06,Vd=0.3) X","nch18_gm_Id (ll=2.4e-06,Vd=0.3) Y","nch18_gm_Id (ll=2.4e-06,Vd=0.35) X","nch18_gm_Id (ll=2.4e-06,Vd=0.35) Y","nch18_gm_Id (ll=2.4e-06,Vd=0.4) X","nch18_gm_Id (ll=2.4e-06,Vd=0.4) Y","nch18_gm_Id (ll=2.4e-06,Vd=0.45) X","nch18_gm_Id (ll=2.4e-06,Vd=0.45) Y","nch18_gm_Id (ll=2.4e-06,Vd=0.5) X","nch18_gm_Id (ll=2.4e-06,Vd=0.5) Y","nch18_gm_Id (ll=2.4e-06,Vd=0.55) X","nch18_gm_Id (ll=2.4e-06,Vd=0.55) Y","nch18_gm_Id (ll=2.4e-06,Vd=0.6) X","nch18_gm_Id (ll=2.4e-06,Vd=0.6) Y","nch18_gm_Id (ll=2.4e-06,Vd=0.65) X","nch18_gm_Id (ll=2.4e-06,Vd=0.65) Y"
0,28.57977975017434,0,28.57968902688124,0,28.57959780027116,0,28.57950608589821,0,28.57941389026839,0,28.5793212158638,0,28.57922806313362,0,28.57913443140159,0,28.57904031933143,0,28.57894572517672,0,28.37853333299422,0,28.3785263750016,0,28.37851937242674,0,28.37851234389484,0,28.3785052985844,0,28.37849824164621,0,28.3784911762104,0,28.37848410428159,0,28.37847702719981,0,28.37846994588757,0,28.29699023970484,0,28.29698961436521,0,28.29698894460417,0,28.29698825046232,0,28.29698754152409,0,28.29698682312624,0,28.29698609851074,0,28.29698536977358,0,28.29698463832222,0,28.29698390514049,0,28.25223925513594,0,28.25223904408712,0,28.25223878664401,0,28.25223850435099,0,28.2522382071997,0,28.25223790067242,0,28.25223758808609,0,28.25223727157849,0,28.25223695259294,0,28.25223663213577,0,28.06561857132152,0,28.06561832858175,0,28.06561803309222,0,28.06561771004013,0,28.06561737076031,0,28.06561702136812,0,28.0656166655268,0,28.06561630559009,0,28.06561594314027,0,28.06561557928308,0,27.93869178925855,0,27.93869148265072,0,27.9386911180489,0,27.93869072386576,0,27.93869031255516,0,27.93868989072653,0,27.93868946230426,0,27.93868902979256,0,27.93868859487407,0,27.93868815871845,0,27.84662350398282,0,27.8466231320397,0,27.84662269764024,0,27.84662223210695,0,27.84662174885204,0,27.84662125488978,0,27.84662075434349,0,27.84662024983012,0,27.84661974310087,0,27.84661923537115,0,27.77669554297727,0,27.77669510699982,0,27.77669460468019,0,27.7766940699979,0,27.77669351721031,0,27.77669295366604,0,27.77669238364859,0,27.7766918098598,0,27.77669123409937,0,27.77669065761518,0,27.72171703126783,0,27.72171653309299,0,27.72171596512915,0,27.72171536381006,0,27.72171474414674,0,27.72171411377517,0,27.72171347710718,0,27.72171283690955,0,27.72171219501796,0,27.72171155270168,0,27.64067206043509,0,27.64067144406602,0,27.64067075199613,0,27.64067002507332,0,27.64066927961,0,27.64066852371433,0,27.64066776199301,0,27.6406669973031,0,27.64066623152484,0,27.64066546595023,0,27.27093935171562,0,27.27093864161065,0,27.27093784740067,0,27.27093701530566,0,27.27093616337107,0,27.2709353004057,0,27.27093443135048,0,27.27093355924208,0,27.27093268606736,0,27.27093181318732,0,27.00337427597052,0,27.00337348257068,0,27.00337259797933,0,27.00337167311509,0,27.00337072748361,0,27.00336977045377,0,27.00336880721853,0,27.0033678409431,0,27.00336687368608,0,27.00336590685034,0,26.80068876984397,0,26.80068790169335,0,26.80068693624944,0,26.80068592859996,0,26.80068489950591,0,26.80068385879792,0,26.800682811866,0,26.80068176196833,0,26.80068071121115,0,26.80067966102484,0,26.64178565716803,0,26.64178472140375,0,26.64178368300664,0,26.6417826008033,0,26.64178149665402,0,26.64178038077876,0,26.64177925872343,0,26.64177813381522,0,26.64177700819315,0,26.64177588330362,0,26.51382843901643,0,26.51382744169626,0,26.5138263370124,0,26.51382518717336,0,26.51382401501314,0,26.51382283108528,0,26.51382164106301,0,26.51382044832496,0,26.51381925503124,0,26.51381806263698,0,26.40855700306008,0,26.40855594939401,0,26.4085547841307,0,26.4085535725587,0,26.40855233838229,0,26.40855109244585,0,26.40854984052762,0,26.40854858604468,0,26.40854733117145,0,26.40854607736602
0.05,28.53020039680221,0.05,28.5300144259283,0.05,28.52982730977328,0.05,28.52963911804534,0.05,28.52944988278144,0.05,28.52925961930887,0.05,28.52906833450384,0.05,28.52887603058875,0.05,28.52868270705731,0.05,28.52848836172609,0.05,28.33909492942423,0.05,28.33908062193281,0.05,28.33906613520394,0.05,28.33905154606543,0.05,28.33903689237344,0.05,28.3390221953772,0.05,28.33900746798411,0.05,28.33899271846829,0.05,28.338977952356,0.05,28.33896317345347,0.05,28.25961839131271,0.05,28.25961687908691,0.05,28.25961518439882,0.05,28.2596133895732,0.05,28.25961153398806,0.05,28.25960963955889,0.05,28.25960771961437,0.05,28.25960578275513,0.05,28.25960383477278,0.05,28.25960187969805,0.05,28.21489694157564,0.05,28.21489615100279,0.05,28.21489517027791,0.05,28.21489408770255,0.05,28.21489294422742,0.05,28.21489176232272,0.05,28.21489055558233,0.05,28.21488933277036,0.05,28.21488809980017,0.05,28.21488686079815,0.05,28.02495296526703,0.05,28.02495198483506,0.05,28.0249507902564,0.05,28.02494948378108,0.05,28.02494811142532,0.05,28.02494669801184,0.05,28.02494525841979,0.05,28.02494380219736,0.05,28.02494233577336,0.05,28.02494086363306,0.05,27.89515417679244,0.05,27.89515294053635,0.05,27.89515147037404,0.05,27.89514988089898,0.05,27.89514822234193,0.05,27.89514652136128,0.05,27.89514479378526,0.05,27.8951430497171,0.05,27.89514129593672,0.05,27.89513953716702,0.05,27.80055813877425,0.05,27.80055664584455,0.05,27.80055490220581,0.05,27.80055303358627,0.05,27.80055109383257,0.05,27.80054911109288,0.05,27.80054710192413,0.05,27.80054507683109,0.05,27.80054304283948,0.05,27.80054100483231,0.05,27.72837475325154,0.05,27.7283730096417,0.05,27.72837100068712,0.05,27.72836886229383,0.05,27.72836665148601,0.05,27.72836439765588,0.05,27.72836211793425,0.05,27.72835982312677,0.05,27.72835752043238,0.05,27.7283552148402,0.05,27.67136242308593,0.05,27.6713604364622,0.05,27.67135817151047,0.05,27.67135577353415,0.05,27.6713533023964,0.05,27.6713507885519,0.05,27.67134824959548,0.05,27.67134569656088,0.05,27.6713431367698,0.05,27.67134057528131,0.05,27.58677478209455,0.05,27.58677233465008,0.05,27.58676958658643,0.05,27.58676670011472,0.05,27.58676374001696,0.05,27.58676073848729,0.05,27.58675771382266,0.05,27.58675467736782,0.05,27.58675163658923,0.05,27.58674859661635,0.05,27.21390760571481,0.05,27.21390483836589,0.05,27.21390174321377,0.05,27.2138985004002,0.05,27.21389518026145,0.05,27.21389181712549,0.05,27.21388843025207,0.05,27.21388503147701,0.05,27.21388162854497,0.05,27.21387822675702,0.05,26.94370621302723,0.05,26.94370316276971,0.05,26.9436997618755,0.05,26.94369620612896,0.05,26.94369257052855,0.05,26.94368889109771,0.05,26.94368518780551,0.05,26.94368147282047,0.05,26.94367775405779,0.05,26.94367403691363,0.05,26.73875895867651,0.05,26.73875565526422,0.05,26.73875198158066,0.05,26.7387481472735,0.05,26.7387442313528,0.05,26.7387402712317,0.05,26.73873628742125,0.05,26.73873229231997,0.05,26.73872829394501,0.05,26.73872429774007,0.05,26.57788612344183,0.05,26.57788259146441,0.05,26.57787867203858,0.05,26.5778745872409,0.05,26.57787041959304,0.05,26.57786620767613,0.05,26.57786197242726,0.05,26.57785772640412,0.05,26.57785347768251,0.05,26.5778492317224,0.05,26.448193106277,0.05,26.44818936646982,0.05,26.44818522398807,0.05,26.44818091215011,0.05,26.44817651659242,0.05,26.44817207689608,0.05,26.4481676143395,0.05,26.44816314159284,0.05,26.44815866675922,0.05,26.44815419529475,0.05,26.34137723972505,0.05,26.34137330984313,0.05,26.34136896365034,0.05,26.34136444470338,0.05,26.34135984143039,0.05,26.34135519428206,0.05,26.34135052481536,0.05,26.3413458457783,0.05,26.34134116528068,0.05,26.34133648876135
