nch18_Id_W  (ll=2e-07) X,nch18_Id_W  (ll=2e-07) Y,nch18_Id_W  (ll=3e-07) X,nch18_Id_W  (ll=3e-07) Y,nch18_Id_W  (ll=4e-07) X,nch18_Id_W  (ll=4e-07) Y,nch18_Id_W  (ll=5e-07) X,nch18_Id_W  (ll=5e-07) Y,nch18_Id_W  (ll=6e-07) X,nch18_Id_W  (ll=6e-07) Y,nch18_Id_W  (ll=7e-07) X,nch18_Id_W  (ll=7e-07) Y,nch18_Id_W  (ll=8e-07) X,nch18_Id_W  (ll=8e-07) Y,nch18_Id_W  (ll=9e-07) X,nch18_Id_W  (ll=9e-07) Y,nch18_Id_W  (ll=1e-06) X,nch18_Id_W  (ll=1e-06) Y,nch18_Id_W  (ll=1.2e-06) X,nch18_Id_W  (ll=1.2e-06) Y,nch18_Id_W  (ll=1.4e-06) X,nch18_Id_W  (ll=1.4e-06) Y,nch18_Id_W  (ll=1.6e-06) X,nch18_Id_W  (ll=1.6e-06) Y,nch18_Id_W  (ll=1.8e-06) X,nch18_Id_W  (ll=1.8e-06) Y,nch18_Id_W  (ll=2e-06) X,nch18_Id_W  (ll=2e-06) Y,nch18_Id_W  (ll=2.2e-06) X,nch18_Id_W  (ll=2.2e-06) Y,nch18_Id_W  (ll=2.4e-06) X,nch18_Id_W  (ll=2.4e-06) Y
0.4400000000000002,0.9264135163240683,0.4400000000000002,0.5234779377596361,0.4400000000000002,0.4206557409837523,0.4400000000000002,0.3663137503051366,0.4400000000000002,0.3354981502517287,0.4400000000000002,0.3118419059835837,0.4400000000000002,0.2926316476105272,0.4400000000000002,0.2764700581512898,0.4400000000000002,0.262538683286605,0.4400000000000002,0.2394429776648546,0.4400000000000002,0.2141034564010522,0.4400000000000002,0.194712923447885,0.4400000000000002,0.1792232638091831,0.4400000000000002,0.1664554128319169,0.4400000000000002,0.1556794163527713,0.4400000000000002,0.1464164921833811
0.4500000000000002,1.145171739095761,0.4500000000000002,0.6471968430530386,0.4500000000000002,0.5181922800191285,0.4500000000000002,0.4497689640920144,0.4500000000000002,0.4104071942912523,0.4500000000000002,0.3803267279540524,0.4500000000000002,0.3560047517072097,0.4500000000000002,0.3356238127150221,0.4500000000000002,0.3181189548920318,0.4500000000000002,0.2892359992792465,0.4500000000000002,0.2584493866270475,0.4500000000000002,0.2348645006192798,0.4500000000000002,0.2160175898156729,0.4500000000000002,0.2004836818464016,0.4500000000000002,0.1873775972746897,0.4500000000000002,0.1761172830862346
0.4600000000000002,1.407332022131413,0.4600000000000002,0.7957418988987207,0.4600000000000002,0.6347898038038129,0.4600000000000002,0.5491145657979339,0.4600000000000002,0.4991846704565137,0.4600000000000002,0.4611917643107177,0.4600000000000002,0.4306003868361507,0.4600000000000002,0.4050656910498694,0.4600000000000002,0.3832128241878521,0.4600000000000002,0.3473244809141714,0.4600000000000002,0.3101534390058305,0.4600000000000002,0.2816420654052696,0.4600000000000002,0.2588478955120803,0.4600000000000002,0.2400607474014095,0.4600000000000002,0.22421444873772,0.4600000000000002,0.2106060411410405
0.4700000000000003,1.719014891885726,0.4700000000000003,0.9727455600747855,0.4700000000000003,0.7731115788251759,0.4700000000000003,0.666468158357335,0.4700000000000003,0.6035880397921848,0.4700000000000003,0.5559390101369051,0.4700000000000003,0.5177294088932994,0.4700000000000003,0.4859580238935362,0.4700000000000003,0.4588638647178849,0.4700000000000003,0.414574003564751,0.4700000000000003,0.3699705204707019,0.4700000000000003,0.3357139857065453,0.4700000000000003,0.3083130901495209,0.4700000000000003,0.2857286036604236,0.4700000000000003,0.2666845287624577,0.4700000000000003,0.2503372201628061
0.4800000000000003,2.086548764074695,0.4800000000000003,1.182009617392638,0.4800000000000003,0.935922914169537,0.4800000000000003,0.8040114055602043,0.4800000000000003,0.7254129190582682,0.4800000000000003,0.666092907840078,0.4800000000000003,0.6187151373603859,0.4800000000000003,0.5794690297022271,0.4800000000000003,0.5461170884106779,0.4800000000000003,0.49184636651768,0.4800000000000003,0.4386470381964398,0.4800000000000003,0.3977374665925154,0.4800000000000003,0.3649993804478708,0.4800000000000003,0.3380156670934277,0.4800000000000003,0.3152683561456149,0.4800000000000003,0.2957510392319393
0.4900000000000003,2.516338812388643,0.4900000000000003,1.427437361260476,0.4900000000000003,1.12604478647323,0.4900000000000003,0.9639556804832977,0.4900000000000003,0.8664661095426136,0.4900000000000003,0.7931786282683022,0.4900000000000003,0.7348754942624941,0.4900000000000003,0.686757862270613,0.4900000000000003,0.6460062358503493,0.4900000000000003,0.5799900502701276,0.4900000000000003,0.516912079338437,0.4900000000000003,0.4683505133942932,0.4900000000000003,0.4294729828776593,0.4900000000000003,0.3974301692118522,0.4900000000000003,0.3704264077520936,0.4900000000000003,0.3472680122786259
0.5000000000000002,3.014733358228528,0.5000000000000002,1.712963099624879,0.5000000000000002,1.346308096647717,0.5000000000000002,1.14850963720645,0.5000000000000002,1.028541079136933,0.5000000000000002,0.9387028985953154,0.5000000000000002,0.8675076000952283,0.5000000000000002,0.8089619543440594,0.5000000000000002,0.7595431808215091,0.5000000000000002,0.6798324453343273,0.5000000000000002,0.6054704819419645,0.5000000000000002,0.5481657877975521,0.5000000000000002,0.5022746788207031,0.5000000000000002,0.464455320486508,0.5000000000000002,0.4325948076521057,0.5000000000000002,0.4052850892188433
0.5100000000000002,3.587898434788885,0.5100000000000002,2.04248458969066,0.5100000000000002,1.599511651262836,0.5100000000000002,1.35985044451321,0.5100000000000002,1.213396879382817,0.5100000000000002,1.104137899063568,0.5100000000000002,1.017875064648261,0.5100000000000002,0.9471867169696907,0.5100000000000002,0.8877093962979175,0.5100000000000002,0.792173678743194,0.5100000000000002,0.7049976688105368,0.5100000000000002,0.6377662451801568,0.5100000000000002,0.5839161057725636,0.5100000000000002,0.5395461383461572,0.5100000000000002,0.5021825987203329,0.5100000000000002,0.4701732964858473
0.5200000000000002,4.241708471983145,0.5200000000000002,2.419802569745291,0.5200000000000002,1.88838573559607,0.5200000000000002,1.600099429758935,0.5200000000000002,1.422740707672912,0.5200000000000002,1.290908158365505,0.5200000000000002,1.187197757415133,0.5200000000000002,1.102497307299315,0.5200000000000002,1.031449162982986,0.5200000000000002,0.9177817138225365,0.5200000000000002,0.8161359383807925,0.5200000000000002,0.7377022626998871,0.5200000000000002,0.6748775064703647,0.5200000000000002,0.6231276715346638,0.5200000000000002,0.5795703381888537,0.5200000000000002,0.5422766269418937
0.5300000000000002,4.981657239014073,0.5300000000000002,2.848569632930746,0.5300000000000002,2.215561835539238,0.5300000000000002,1.871302007770348,0.5300000000000002,1.658213737347919,0.5300000000000002,1.50037998316641,0.5300000000000002,1.376643579294077,0.5300000000000002,1.275912004882181,0.5300000000000002,1.191664091773485,0.5300000000000002,1.057388365068353,0.5300000000000002,0.9394918431610124,0.5300000000000002,0.8484898941697753,0.5300000000000002,0.7756065835341681,0.5300000000000002,0.7155942821069964,0.5300000000000002,0.6651096926554799,0.5300000000000002,0.6219118687043617
0.5400000000000003,5.812789464477286,0.5400000000000003,3.332248781268463,0.5400000000000003,2.583548024388764,0.5400000000000003,2.175411204411076,0.5400000000000003,1.921379529723395,0.5400000000000003,1.733852799960769,0.5400000000000003,1.587321691145413,0.5400000000000003,1.468396726069735,0.5400000000000003,1.36920855538097,0.5400000000000003,1.21168592744809,0.5400000000000003,1.075634314110063,0.5400000000000003,0.9706099012751196,0.5400000000000003,0.886518114260097,0.5400000000000003,0.8173096509048067,0.5400000000000003,0.7591237121176647,0.5400000000000003,0.7093690669689786
0.5500000000000003,6.739650857724961,0.5500000000000003,3.874080609947768,0.5500000000000003,2.994708949034937,0.5500000000000003,2.51427388130552,0.5500000000000003,2.213714304225143,0.5500000000000003,1.992551831554725,0.5500000000000003,1.820276738714341,0.5500000000000003,1.680860308016289,0.5500000000000003,1.564885732493386,0.5500000000000003,1.381324224480512,0.5500000000000003,1.225093271486104,0.5500000000000003,1.104507279022986,0.5500000000000003,1.007994039941503,0.5500000000000003,0.9286072264741585,0.5500000000000003,0.8619075128342066,0.5500000000000003,0.8049123602760977
0.5600000000000003,7.76625297571455,0.5600000000000003,4.477057405472751,0.5600000000000003,3.451249237458229,0.5600000000000003,2.889618865843774,0.5600000000000003,2.536598498315764,0.5600000000000003,2.277621699475119,0.5600000000000003,2.07648377771616,0.5600000000000003,1.914150346360211,0.5600000000000003,1.779444106702302,0.5600000000000003,1.566907991828221,0.5600000000000003,1.388358562619576,0.5600000000000003,1.250591083410872,0.5600000000000003,1.140383826524953,0.5600000000000003,1.049790913684497,0.5600000000000003,0.9737291700556341,0.5600000000000003,0.9087809996220562
0.5700000000000003,8.896049390209914,0.5700000000000003,5.143902440475696,0.5700000000000003,3.955199383436787,0.5700000000000003,3.303046466382223,0.5700000000000003,2.891309295390687,0.5700000000000003,2.590120754926698,0.5700000000000003,2.356843781483248,0.5700000000000003,2.169049521175325,0.5700000000000003,2.013574389505613,0.5700000000000003,1.768994604957334,0.5700000000000003,1.565879157460856,0.5700000000000003,1.409234455532844,0.5700000000000003,1.284004974807682,0.5700000000000003,1.181135874928456,0.5700000000000003,1.094830693786281,0.5700000000000003,1.021190426785341
0.5800000000000003,10.13192045980164,0.5800000000000003,5.877053190186393,0.5800000000000003,4.508403569197765,0.5800000000000003,3.756019177744546,0.5800000000000003,3.279014045462688,0.5800000000000003,2.931016129795269,0.5800000000000003,2.662179759789068,0.5800000000000003,2.446272460181817,0.5800000000000003,2.267906927064081,0.5800000000000003,1.98809221714932,0.5800000000000003,1.75806259849951,0.5800000000000003,1.58077480356984,0.5800000000000003,1.439143624287497,0.5800000000000003,1.322889380160162,0.5800000000000003,1.225429021141839,0.5800000000000003,1.142333345562415
0.5900000000000003,11.47616516836504,0.5900000000000003,6.678647811762588,0.5900000000000003,5.112509300758852,0.5900000000000003,4.249853658699219,0.5900000000000003,3.700764690329619,0.5900000000000003,3.301179628430109,0.5900000000000003,2.993233608187515,0.5900000000000003,2.746463252413086,0.5900000000000003,2.543009695885804,0.5900000000000003,2.224658396287137,0.5900000000000003,1.965274738423397,0.5900000000000003,1.765514146893198,0.5900000000000003,1.606055239415648,0.5900000000000003,1.4752716864836,0.5900000000000003,1.365717002123421,0.5900000000000003,1.2723807611924
0.6000000000000003,12.93049952767855,0.6000000000000003,7.550514794622031,0.6000000000000003,5.768959044636296,0.6000000000000003,4.785714237750019,0.6000000000000003,4.157493406382185,0.6000000000000003,3.701384639481909,0.6000000000000003,3.350663839411874,0.6000000000000003,3.07019374103408,0.6000000000000003,2.839386997265179,0.6000000000000003,2.479099341577817,0.6000000000000003,2.187839809805577,0.6000000000000003,1.963719646300915,0.6000000000000003,1.784965390953966,0.6000000000000003,1.638476953639536,0.6000000000000003,1.515864381624188,0.6000000000000003,1.41148298888897
0.6100000000000003,14.49606171319503,0.6100000000000003,8.494166073437727,0.6100000000000003,6.478984220220564,0.6100000000000003,5.364608264256574,0.6100000000000003,4.650009696070462,0.6100000000000003,4.132304242664548,0.6100000000000003,3.735044332173311,0.6100000000000003,3.417962701628994,0.6100000000000003,3.157478934874739,0.6100000000000003,2.751769734452973,0.6100000000000003,2.426040863110853,0.6100000000000003,2.175624346441758,0.6100000000000003,1.976070652566093,0.6100000000000003,1.812674212025777,0.6100000000000003,1.676018792203146,0.6100000000000003,1.559770644723081
0.6200000000000003,16.17342434493258,0.6200000000000003,9.510794052154933,0.6200000000000003,7.243601921330067,0.6200000000000003,5.987383585206511,0.6200000000000003,5.178999111900678,0.6200000000000003,4.594510635746621,0.6200000000000003,4.146864184261562,0.6200000000000003,3.790195966422175,0.6200000000000003,3.497661717147581,0.6200000000000003,3.042973241305492,0.6200000000000003,2.680120590252596,0.6200000000000003,2.401428147190881,0.6200000000000003,2.179539629107451,0.6200000000000003,1.998008399537404,0.6200000000000003,1.846306773785429,0.6200000000000003,1.717355634894079
0.6300000000000003,17.96261420486287,0.6300000000000003,10.60127294127165,0.6300000000000003,8.063614646216628,0.6300000000000003,6.65472832501549,0.6300000000000003,5.745023709910623,0.6300000000000003,5.088475932870189,0.6300000000000003,4.586528692969203,0.6300000000000003,4.18724749947235,0.6300000000000003,3.860248777630518,0.6300000000000003,3.352963647861709,0.6300000000000003,2.950282527762278,0.6300000000000003,2.641299006039683,0.6300000000000003,2.395514123489824,0.6300000000000003,2.194601477117023,0.6300000000000003,2.026834832102316,0.6300000000000003,1.88433215643138
0.6400000000000003,19.86313932670435,0.6400000000000003,11.76616462267031,0.6400000000000003,8.939613153177445,0.6400000000000003,7.367173010507736,0.6400000000000003,6.34852422739785,0.6400000000000003,5.614574304768196,0.6400000000000003,5.054361420629576,0.6400000000000003,4.609401373941798,0.6400000000000003,4.245492661155708,0.6400000000000003,3.681946571752876,0.6400000000000003,3.236692611515107,0.6400000000000003,2.895374358034462,0.6400000000000003,2.624110437566724,0.6400000000000003,2.40255362414175,0.6400000000000003,2.217690540719873,0.6400000000000003,2.060777716655252
0.6500000000000004,21.87402294289235,0.6500000000000004,13.00572899755568,0.6500000000000004,9.87198237327007,0.6500000000000004,8.125094945071073,0.6500000000000004,6.989823881794895,0.6500000000000004,6.173085358301964,0.6500000000000004,5.550607246384562,0.6500000000000004,5.056874557472987,0.6500000000000004,4.653587587109545,0.6500000000000004,4.030081674617514,0.6500000000000004,3.539481037097369,0.6500000000000004,3.163762726416023,0.6500000000000004,2.865420791985385,0.6500000000000004,2.621944506203646,0.6500000000000004,2.418943684288662,0.6500000000000004,2.246754172488286
0.6600000000000004,23.99384334257915,0.6600000000000004,14.31993850658232,0.6600000000000004,10.86091013764234,0.6600000000000004,8.928724615994771,0.6600000000000004,7.669133606997244,0.6600000000000004,6.764198595371278,0.6600000000000004,6.075436262828892,0.6600000000000004,5.529820379351548,0.6600000000000004,5.084672575890274,0.6600000000000004,4.397485279090461,0.6600000000000004,3.858744367786567,0.6600000000000004,3.446545487447604,0.6600000000000004,3.119514841912136,0.6600000000000004,2.852834600948571,0.6600000000000004,2.630647434584279,0.6600000000000004,2.442308785281404
0.6700000000000004,26.22077836119606,0.6700000000000004,15.70849628291332,0.6700000000000004,11.90639833772365,0.6700000000000004,9.778153829386492,0.6700000000000004,8.386558486788688,0.6700000000000004,7.388018753350209,0.6700000000000004,6.628948349889917,0.6700000000000004,6.028332534474561,0.6700000000000004,5.538835011213209,0.6700000000000004,4.784233288992144,0.6700000000000004,4.194547825951134,0.6700000000000004,3.743778747415905,0.6700000000000004,3.38644126055241,0.6700000000000004,3.095266563055764,0.6700000000000004,2.852839546663362,0.6700000000000004,2.647475282846333
0.6800000000000004,28.55265302408464,0.6800000000000004,17.17085723509989,0.6800000000000004,13.00827604318254,0.6800000000000004,10.67334521229229,0.6800000000000004,9.142105113750095,0.6800000000000004,8.044571810814114,0.6800000000000004,7.21117824753788,0.6800000000000004,6.552449473145531,0.6800000000000004,6.016114508032977,0.6800000000000004,5.190364311645362,0.6800000000000004,4.546927702797774,0.6800000000000004,4.055495288160711,0.6800000000000004,3.666229360363684,0.6800000000000004,3.349266607215421,0.6800000000000004,3.08554356013527,0.6800000000000004,2.862274918032405
0.6900000000000004,30.98698880910957,0.6900000000000004,18.70625126655055,0.6900000000000004,14.16621405684795,0.6900000000000004,11.6141427003433,0.6900000000000004,9.935689594014072,0.6900000000000004,8.733811441077751,0.6900000000000004,7.822100951339118,0.6900000000000004,7.102159030173104,0.6900000000000004,6.516506961435845,0.6900000000000004,5.615882887741757,0.6900000000000004,4.915893824735758,0.6900000000000004,4.381706539044179,0.6900000000000004,3.958890722347701,0.6900000000000004,3.614845887784783,0.6900000000000004,3.32876998995033,0.6900000000000004,3.086717512310918
0.7000000000000004,33.52105305853588,0.7000000000000004,20.31370781828,0.7000000000000004,15.3797403827881,0.7000000000000004,12.60028263642474,0.7000000000000004,10.7671459292025,0.7000000000000004,9.455625708341787,0.7000000000000004,8.461637267342381,0.7000000000000004,7.677403158940593,0.7000000000000004,7.039968663553499,0.7000000000000004,6.060762744700578,0.7000000000000004,5.301432020925167,0.7000000000000004,4.722404537140143,0.7000000000000004,4.264420806173266,0.7000000000000004,3.892001855201696,0.7000000000000004,3.582517491853409,0.7000000000000004,3.320802473132025
0.7100000000000004,36.15190722920358,0.7100000000000004,21.99208095984967,0.7100000000000004,16.64825611478704,0.7100000000000004,13.63140513465237,0.7100000000000004,11.63623453168302,0.7100000000000004,10.20984382297196,0.7100000000000004,9.129659382037694,0.7100000000000004,8.278082653319426,0.7100000000000004,7.586420391040926,0.7100000000000004,6.524950002291056,0.7100000000000004,5.703506544682543,0.7100000000000004,5.077563842747546,0.7100000000000004,4.582800517478721,0.7100000000000004,4.180719571691991,0.7100000000000004,3.846773989339382,0.7100000000000004,3.564519774967137
0.7200000000000004,38.8764528886879,0.7200000000000004,23.74007433443337,0.7200000000000004,17.97105130751319,0.7200000000000004,14.70706540717949,0.7200000000000004,12.54265066286048,0.7200000000000004,10.99624279983199,0.7200000000000004,9.825996326171596,0.7200000000000004,8.904061760102076,0.7200000000000004,8.155751382968152,0.7200000000000004,7.008366272990203,0.7200000000000004,6.122062410298944,0.7200000000000004,5.447143383381071,0.7200000000000004,4.913997712953948,0.7200000000000004,4.480972971870125,0.7200000000000004,4.121517751189004,0.7200000000000004,3.817850895608224
0.7300000000000004,41.69147461220124,0.7300000000000004,25.5562653717384,0.7300000000000004,19.3473204619837,0.7300000000000004,15.82674480243978,0.7300000000000004,13.48603262203781,0.7300000000000004,11.8145538933249,0.7300000000000004,10.55043923550891,0.7300000000000004,9.555172605060891,0.7300000000000004,8.747823146497156,0.7300000000000004,7.510911613030347,0.7300000000000004,6.557027615724281,0.7300000000000004,5.831088205552594,0.7300000000000004,5.257968628225222,0.7300000000000004,4.792726057104571,0.7300000000000004,4.406718411134085,0.7300000000000004,4.080769701196297
0.7400000000000004,44.59367918452056,0.7400000000000004,27.43912830264536,0.7400000000000004,20.77617733208402,0.7400000000000004,16.98986135688155,0.7400000000000004,14.46596955188439,0.7400000000000004,12.66446871239203,0.7400000000000004,11.30274633537613,0.7400000000000004,10.23121937537255,0.7400000000000004,9.362473044326908,0.7400000000000004,8.032467292600304,0.7400000000000004,7.008315229917822,0.7400000000000004,6.22933111951795,0.7400000000000004,5.614659217849796,0.7400000000000004,5.115934015728433,0.7400000000000004,4.70233792367092,0.7400000000000004,4.353243275382056
0.7500000000000004,47.57973074398538,0.7500000000000004,29.38705563033508,0.7500000000000004,22.25666883333006,0.7500000000000004,18.19577971399059,0.7500000000000004,15.48200876308628,0.7500000000000004,13.54564494633118,0.7500000000000004,12.08264759764858,0.7500000000000004,10.93198221897947,0.7500000000000004,9.999517632826374,0.7500000000000004,8.572898364720201,0.7500000000000004,7.475825331113575,0.7500000000000004,6.641794227443085,0.7500000000000004,5.984006400600196,0.7500000000000004,5.450544264123056,0.7500000000000004,5.008331452326174,0.7500000000000004,4.63523268983887
0.7600000000000005,50.64628170937244,0.7600000000000005,31.39837782584395,0.7600000000000005,23.78778790407844,0.7600000000000005,19.44382031156939,0.7600000000000005,16.53366251362188,0.7600000000000005,14.45771165681125,0.7600000000000005,12.88984903802181,0.7600000000000005,11.65722083697741,0.7600000000000005,10.65875573264911,0.7600000000000005,9.132056021700448,0.7600000000000005,7.959446788622833,0.7600000000000005,7.068390329983421,0.7600000000000005,6.365939206593761,0.7600000000000005,5.796497406271926,0.7600000000000005,5.324648188697654,0.7600000000000005,4.926693714956948
0.7700000000000005,53.78999949879127,0.7700000000000005,33.47138111607817,0.7700000000000005,25.36848523013526,0.7700000000000005,20.73326777928397,0.7700000000000005,17.62041420633856,0.7700000000000005,15.40027411231085,0.7700000000000005,13.72403663754436,0.7700000000000005,12.40667775805588,0.7700000000000005,11.3399712242862,0.7700000000000005,9.709779735759531,0.7700000000000005,8.459058886027382,0.7700000000000005,7.509024210030181,0.7700000000000005,6.760379825618573,0.7700000000000005,6.153728111537122,0.7700000000000005,5.651232102283924,0.7700000000000005,5.22757747090892
0.7800000000000005,57.00758918105576,0.7800000000000005,35.60432331642275,0.7800000000000005,26.99767979473205,0.7800000000000005,22.0633785225909,0.7800000000000005,18.74172399180147,0.7800000000000005,16.37291815822855,0.7800000000000005,14.58487988545473,0.7800000000000005,13.18008129440753,0.7800000000000005,12.04293556949268,0.7800000000000005,10.3058991864012,0.7800000000000005,8.974532787758884,0.7800000000000005,7.96359379535671,0.7800000000000005,7.167244558236197,0.7800000000000005,6.52216591212357,0.7800000000000005,5.988022622473539,0.7800000000000005,5.537831020371272
0.7900000000000005,60.29581229588942,0.7900000000000005,37.79544772746955,0.7900000000000005,28.67426825681067,0.7900000000000005,23.43338749640145,0.7900000000000005,19.89703378178994,0.7900000000000005,17.37521412925533,0.7900000000000005,15.47203495051603,0.7900000000000005,13.97714818651929,0.7900000000000005,12.76741006601608,0.7900000000000005,10.92023598167509,0.7900000000000005,9.505732854190963,0.7900000000000005,8.431991204166872,0.7900000000000005,7.586444672946107,0.7900000000000005,6.901735923017552,0.7900000000000005,6.334955255106461,0.7900000000000005,5.857397905029493
0.8000000000000005,63.65150214364554,0.8000000000000005,40.04299516660485,0.8000000000000005,30.39713319197628,0.8000000000000005,24.84251419255348,0.8000000000000005,21.08577169273005,0.8000000000000005,18.40672032058862,0.8000000000000005,16.38514749554978,0.8000000000000005,14.79758595013674,0.8000000000000005,13.513147847762,0.8000000000000005,11.55260518368246,0.8000000000000005,10.0525178126205,0.8000000000000005,8.91410367917975,0.8000000000000005,8.017887173923734,0.8000000000000005,7.292359488130283,0.8000000000000005,6.691962136777254,0.8000000000000005,6.186218628600892
0.8100000000000005,67.07157588272014,0.8100000000000005,42.34521424184917,0.8100000000000005,32.16515025326218,0.8100000000000005,26.28996788015844,0.8100000000000005,22.30735594833076,0.8100000000000005,19.466986041641,0.8100000000000005,17.32385515515602,0.8100000000000005,15.64109494273799,0.8100000000000005,14.27989564574605,0.8100000000000005,12.20281665083207,0.8100000000000005,10.61474179302432,0.8100000000000005,9.409814416987796,0.8100000000000005,8.46147548467275,0.8100000000000005,7.693954757027558,0.8100000000000005,7.05897253055354,0.8100000000000005,6.524231089526435
0.8200000000000005,70.55304378879575,0.8200000000000005,44.70036999941946,0.8200000000000005,33.97719432420565,0.8200000000000005,27.77495214795307,0.8200000000000005,23.56119827730872,0.8200000000000005,20.55555428052372,0.8200000000000005,18.28778969995923,0.8200000000000005,16.5073701694184,0.8200000000000005,15.06739532715976,0.8200000000000005,12.8706762106096,0.8200000000000005,11.19225523837667,0.8200000000000005,9.919003300087846,0.8200000000000005,8.917110053433662,0.8200000000000005,8.106437197002217,0.8200000000000005,7.435913267088619,0.8200000000000005,6.87137096671853
0.8300000000000005,74.09301602935277,0.8300000000000005,47.10675109015195,0.8300000000000005,35.83214474599661,0.8300000000000005,29.29666880381656,0.8300000000000005,24.84670684598342,0.8300000000000005,21.67196401023147,0.8300000000000005,19.27657891260536,0.8300000000000005,17.39610284941978,0.8300000000000005,15.87538523087637,0.8300000000000005,13.55598667719144,0.8300000000000005,11.78490569972891,0.8300000000000005,10.44154753928266,0.8300000000000005,9.384688886416109,0.8300000000000005,8.529720045430524,0.8300000000000005,7.822709135246124,0.8300000000000005,7.227572061868699
0.8400000000000005,77.68870729412947,0.8400000000000005,49.56267560547526,0.8400000000000005,37.7288897047647,0.8400000000000005,30.85432118945405,0.8400000000000005,26.1632887672622,0.8400000000000005,22.81575216853792,0.8400000000000005,20.28984820139728,0.8400000000000005,18.30698176496688,0.8400000000000005,16.70360131795361,0.8400000000000005,14.25854872826542,0.8400000000000005,12.39253852630325,0.8400000000000005,10.97732223420505,0.8400000000000005,9.864108014954841,0.8400000000000005,8.963714707363705,0.8400000000000005,8.219283226362695,0.8400000000000005,7.5927666018166
0.8500000000000005,81.3374396011957,0.8500000000000005,52.06649573283705,0.8500000000000005,39.66632986572962,0.8500000000000005,32.44711696863955,0.8500000000000005,27.51035222765985,0.8500000000000005,23.98645534352778,0.8500000000000005,21.32722197725808,0.8500000000000005,19.23969441378915,0.8500000000000005,17.55177815538135,0.8500000000000005,14.97816165506679,0.8500000000000005,13.01499746062594,0.8500000000000005,11.5262008595462,0.8500000000000005,10.35526190256582,0.8500000000000005,9.408331103214472,0.8500000000000005,8.625557236187056,0.8500000000000005,7.966885504410318
0.8600000000000005,85.03664357207452,0.8600000000000005,54.61660137526171,0.8600000000000005,41.64338133874185,0.8600000000000005,34.0742704459856,0.8600000000000005,28.88730827287182,0.8600000000000005,25.18361119574302,0.8600000000000005,22.38832481885526,0.8600000000000005,20.19392798592384,0.8600000000000005,18.41964975059144,0.8600000000000005,15.71462399901396,0.8600000000000005,13.65212514830892,0.8600000000000005,12.08805568426459,0.8600000000000005,10.85804379763751,0.8600000000000005,9.863477971198584,0.8600000000000005,9.041451728384351,0.8600000000000005,8.34985861115938
0.8700000000000006,88.78385844063978,0.8700000000000006,57.2114228713825,0.8700000000000006,43.65897805569772,0.8700000000000006,35.73500447057476,0.8700000000000006,30.29357229051977,0.8700000000000006,26.40675964638649,0.8700000000000006,23.47278244943933,0.8700000000000006,21.16937018428667,0.8700000000000006,19.30695025326623,0.8700000000000006,16.46773408751062,0.8700000000000006,14.30376357153797,0.8700000000000006,12.66275813066124,0.8700000000000006,11.3723460371954,0.8700000000000006,10.3290631289547,0.8700000000000006,9.466886363286275,0.8700000000000006,8.741614889805987
0.8800000000000006,92.57673103076043,0.8800000000000006,59.84943294202299,0.8800000000000006,45.71207363497648,0.8800000000000006,37.4285519752784,0.8800000000000006,31.72856522619979,0.8800000000000006,27.65544385910628,0.8800000000000006,24.58022254736676,0.8800000000000006,22.165709907163,0.8800000000000006,20.21341453981883,0.8800000000000006,17.23729048058353,0.8800000000000006,14.96975441470386,0.8800000000000006,13.25017907973709,0.8800000000000006,11.8980603068124,0.8800000000000006,10.80499369848034,0.8800000000000006,9.901780095340557,0.8800000000000006,9.142082609750396
0.8900000000000006,96.41301390870257,0.8900000000000006,62.52914797815471,0.8900000000000006,47.80164280201123,0.8900000000000006,39.154157198645,0.8900000000000006,33.19171456618054,0.8900000000000006,28.92921104075517,0.8900000000000006,25.71027541056926,0.8900000000000006,23.18263780932599,0.8900000000000006,21.13877869469341,0.8900000000000006,18.02309233904628,0.8900000000000006,15.64993936994259,0.8900000000000006,13.85018912876457,0.8900000000000006,12.43507786137073,0.8900000000000006,11.29117629821863,0.8900000000000006,10.34605134246051,0.8900000000000006,9.551189493059516
0.9000000000000006,100.2905628885346,0.9000000000000006,65.24912877341231,0.9000000000000006,49.9266824287475,0.9000000000000006,40.91107663206249,0.9000000000000006,34.68245511718247,0.9000000000000006,30.22761308429145,0.9000000000000006,26.86257449343924,0.9000000000000006,24.2198467570175,0.9000000000000006,22.08278040135388,0.9000000000000006,18.82493972391431,0.9000000000000006,16.34416038968075,0.9000000000000006,14.46265880650437,0.9000000000000006,12.98328971098581,0.9000000000000006,11.78751720582511,0.9000000000000006,10.79961813023184,0.9000000000000006,9.968862843572229
0.9100000000000006,104.2073340432248,0.9100000000000006,68.00798079291687,0.9100000000000006,52.08621224832904,0.9100000000000006,42.69857973070008,0.9100000000000006,36.20022961071931,0.9100000000000006,31.55020707476672,0.9100000000000006,28.03675683283091,0.9100000000000006,25.27703219054957,0.9100000000000006,23.04515925459224,0.9100000000000006,19.64263383584196,0.9100000000000006,17.05225989260623,0.9100000000000006,15.08745875100434,0.9100000000000006,13.54258677602651,0.9100000000000006,12.29392249483274,0.9100000000000006,11.2623982136696,0.9100000000000006,10.39502965640642
