nch18_Id_W  (ll=2e-07) X,nch18_Id_W  (ll=2e-07) Y,nch18_Id_W  (ll=3e-07) X,nch18_Id_W  (ll=3e-07) Y,nch18_Id_W  (ll=4e-07) X,nch18_Id_W  (ll=4e-07) Y,nch18_Id_W  (ll=5e-07) X,nch18_Id_W  (ll=5e-07) Y,nch18_Id_W  (ll=6e-07) X,nch18_Id_W  (ll=6e-07) Y,nch18_Id_W  (ll=7e-07) X,nch18_Id_W  (ll=7e-07) Y,nch18_Id_W  (ll=8e-07) X,nch18_Id_W  (ll=8e-07) Y,nch18_Id_W  (ll=9e-07) X,nch18_Id_W  (ll=9e-07) Y,nch18_Id_W  (ll=1e-06) X,nch18_Id_W  (ll=1e-06) Y,nch18_Id_W  (ll=1.2e-06) X,nch18_Id_W  (ll=1.2e-06) Y,nch18_Id_W  (ll=1.4e-06) X,nch18_Id_W  (ll=1.4e-06) Y,nch18_Id_W  (ll=1.6e-06) X,nch18_Id_W  (ll=1.6e-06) Y,nch18_Id_W  (ll=1.8e-06) X,nch18_Id_W  (ll=1.8e-06) Y,nch18_Id_W  (ll=2e-06) X,nch18_Id_W  (ll=2e-06) Y,nch18_Id_W  (ll=2.2e-06) X,nch18_Id_W  (ll=2.2e-06) Y,nch18_Id_W  (ll=2.4e-06) X,nch18_Id_W  (ll=2.4e-06) Y
0.9200000000000006,108.1613803507486,0.9200000000000006,70.80435405911555,0.9200000000000006,54.27927529520051,0.9200000000000006,44.51594942264484,0.9200000000000006,37.7444891566362,0.9200000000000006,32.89655567718661,0.9200000000000006,29.23246337816003,0.9200000000000006,26.3538924068693,0.9200000000000006,24.02565700458572,0.9200000000000006,20.47597720243473,0.9200000000000006,17.77408092885383,0.9200000000000006,15.724459854436,0.9200000000000006,14.11286001479127,0.9200000000000006,12.81029814814464,0.9200000000000006,11.73430917898616,0.9200000000000006,10.82961670996875
0.9300000000000006,112.1508480837097,0.9300000000000006,73.6369427251264,0.9300000000000006,56.5049381148788,0.9300000000000006,46.3624824467626,0.9300000000000006,39.31469356775487,0.9300000000000006,34.26622742297407,0.9300000000000006,30.44933923894909,0.9300000000000006,27.45012877309243,0.9300000000000006,25.02401774198628,0.9300000000000006,21.32477382043418,0.9300000000000006,18.50946730957906,0.9300000000000006,16.37353337897975,0.9300000000000006,14.69400052704934,0.9300000000000006,13.33655015098949,0.9300000000000006,12.21526852758767,0.9300000000000006,11.27255064236751
0.9400000000000006,116.173973032518,0.9400000000000006,76.50448439657494,0.9400000000000006,58.76229078222966,0.9400000000000006,48.23748954617553,0.9400000000000006,40.91031157499101,0.9400000000000006,35.65879690985759,0.9400000000000006,31.68703386164938,0.9400000000000006,28.56544588075137,0.9400000000000006,26.03998803228519,0.9400000000000006,22.18882925897032,0.9400000000000006,19.25826370552785,0.9400000000000006,17.03455104733294,0.9400000000000006,15.2858996363211,0.9400000000000006,13.8725845657156,0.9400000000000006,12.70519374430279,0.9400000000000006,11.72375801394954
0.9500000000000006,120.2290766361138,0.9500000000000006,79.40575925434813,0.9500000000000006,61.05044676203871,0.9500000000000006,50.14029554093229,0.9500000000000006,42.53082094997454,0.9500000000000006,37.07384492821781,0.9500000000000006,32.94520114616999,0.9500000000000006,29.69955164935482,0.9500000000000006,27.07331700670289,0.9500000000000006,23.06795072933804,0.9500000000000006,20.02031571868172,0.9500000000000006,17.70738511102235,0.9500000000000006,15.88844895346224,0.9500000000000006,14.41830759054431,0.9500000000000006,13.20400235163429,0.9500000000000006,12.18316535749705
0.9600000000000006,124.3145620803469,0.9600000000000006,82.3395890230195,0.9600000000000006,63.36854264113157,0.9600000000000006,52.07023930036551,0.9600000000000006,44.17570855005408,0.9600000000000006,38.5109585253404,0.9600000000000006,34.22349951124529,0.9600000000000006,30.85215738680114,0.9600000000000006,28.12375641597789,0.9600000000000006,23.96194712608511,0.9600000000000006,20.79546993058283,0.9600000000000006,18.39190839934284,0.9600000000000006,16.50154042383088,0.9600000000000006,14.97362560416922,0.9600000000000006,13.71161195163244,0.9600000000000006,12.6506992174661
0.9700000000000006,128.4289104121837,0.9700000000000006,85.3048358228733,0.9700000000000006,65.71573775725332,0.9700000000000006,54.02667363295303,0.9700000000000006,45.84447029864693,0.9700000000000006,39.9697310175258,0.9700000000000006,35.52159191664056,0.9700000000000006,32.02297781323098,0.9700000000000006,29.19106065261409,0.9700000000000006,24.87062904358502,0.9700000000000006,21.58357393048497,0.9700000000000006,19.08799435140075,0.9700000000000006,17.12506636004591,0.9700000000000006,15.53844519787947,0.9700000000000006,14.22794025681178,0.9700000000000006,13.126286179492
0.9800000000000006,132.5706767078071,0.9800000000000006,88.30040093748123,0.9800000000000006,68.09121374624507,0.9800000000000006,56.00896510899405,0.9800000000000006,47.53661111215844,0.9800000000000006,41.44976195873062,0.9800000000000006,36.83914584911611,0.9800000000000006,33.21173105404569,0.9800000000000006,30.27498674642072,0.9800000000000006,25.79380877172304,0.9800000000000006,22.38447632609377,0.9800000000000006,19.79551703343174,0.9800000000000006,17.75891946210821,0.9800000000000006,16.11267319667579,0.9800000000000006,14.75290511136532,0.9800000000000006,13.60985289124296
0.9900000000000007,136.7384863242411,0.9900000000000007,91.32522352351644,0.9900000000000007,70.49417402590866,0.9900000000000007,58.01649382927469,0.9900000000000007,49.25164478314652,0.9900000000000007,42.95065707320919,0.9900000000000007,38.17583327817231,0.9900000000000007,34.41813860704561,0.9900000000000007,31.37529433752756,0.9900000000000007,26.73130027382127,0.9900000000000007,23.19802673928881,0.9900000000000007,20.51435114329912,0.9900000000000007,18.40299282643419,0.9900000000000007,16.6962166706756,0.9900000000000007,15.28642450377435,0.9900000000000007,14.10132607557928
1.000000000000001,140.9310312568495,1.000000000000001,94.37827928500435,1.000000000000001,72.9238432320884,1.000000000000001,60.04865315097687,1.000000000000001,50.98909382804695,1.000000000000001,44.47202815860436,1.000000000000001,39.53133058673563,1.000000000000001,35.64192528796576,1.000000000000001,32.49174563047587,1.000000000000001,27.68291914949545,1.000000000000001,24.02407578888617,1.000000000000001,21.24437200380632,1.000000000000001,19.05717994513526,1.000000000000001,17.28898293793208,1.000000000000001,15.82841657177888,1.000000000000001,14.60063253684754
1.010000000000001,145.1470666192751,1.010000000000001,97.45857913023228,1.010000000000001,75.37946662010221,1.010000000000001,62.10484938037562,1.010000000000001,52.74848930656081,1.010000000000001,46.01349296500346,1.010000000000001,40.90531848122048,1.010000000000001,36.88281915805729,1.010000000000001,33.62410533246932,1.010000000000001,28.64848258472967,1.010000000000001,24.86247506221789,1.010000000000001,21.98545554623798,1.010000000000001,19.72137469671356,1.010000000000001,17.89087955963229,1.010000000000001,16.37879960053217,1.010000000000001,15.10769916103155
1.020000000000001,149.3854072574528,1.020000000000001,100.5651678262351,1.020000000000001,77.86030944245901,1.020000000000001,64.18450144042643,1.020000000000001,54.52937061874965,1.020000000000001,47.57467505465949,1.020000000000001,42.29748188476041,1.020000000000001,38.14055143683345,1.020000000000001,34.77214057839792,1.020000000000001,29.62780929111304,1.020000000000001,25.71307707702811,1.020000000000001,22.73747828533159,1.020000000000001,20.39547132915177,1.020000000000001,18.50181432851293,1.020000000000001,16.93749201465439,1.020000000000001,15.62245291037504
1.030000000000001,153.6449245053141,1.030000000000001,103.6971226628615,1.030000000000001,80.36565631201957,1.030000000000001,66.28704052002905,1.030000000000001,56.33128528494392,1.030000000000001,49.15520364637432,1.030000000000001,43.70750981679981,1.030000000000001,39.41485640262932,1.030000000000001,35.93562084486064,1.030000000000001,30.62071943585479,1.030000000000001,26.5757352349503,1.030000000000001,23.50031728669367,1.030000000000001,21.07936443623083,1.030000000000001,19.12169525118273,1.030000000000001,17.50441236477721,1.030000000000001,16.1448208129928
1.040000000000001,157.9245430865845,1.040000000000001,106.8535521360256,1.040000000000001,82.89481055809478,1.040000000000001,68.41190971067739,1.040000000000001,58.15378871277576,1.040000000000001,50.75471344789947,1.040000000000001,45.13509526175718,1.040000000000001,40.70547128318307,1.040000000000001,37.11431785502339,1.040000000000001,31.6270345639261,1.040000000000001,27.45030376761206,1.040000000000001,24.27385012749619,1.040000000000001,21.77294892776896,1.040000000000001,19.75043052493351,1.040000000000001,18.07947930907378,1.040000000000001,16.67472994789947
1.050000000000001,162.223238164503,1.050000000000001,110.0335946576426,1.050000000000001,85.44709358168467,1.050000000000001,70.55856363518782,1.050000000000001,59.99644395492317,1.050000000000001,52.37284447917207,1.050000000000001,46.5799350290162,1.050000000000001,42.01213613807825,1.050000000000001,38.30800547585604,1.050000000000001,32.6465775134179,1.050000000000001,28.33663767622101,1.050000000000001,25.05795485113888,1.050000000000001,22.47611999432943,1.050000000000001,20.38792850950529,1.050000000000001,18.66261159016907,1.050000000000001,17.21210742579496
1.060000000000001,166.5400325391732,1.060000000000001,113.2364172980814,1.060000000000001,88.02184421482735,1.060000000000001,72.72646807242855,1.060000000000001,61.85882146054834,1.060000000000001,54.00924188872328,1.060000000000001,48.04172960610379,1.060000000000001,43.33459373458462,1.060000000000001,39.51645960899075,1.060000000000001,33.67917232497993,1.060000000000001,29.23459266530191,1.060000000000001,25.85250991640443,1.060000000000001,23.18877306684417,1.060000000000001,21.03409769415974,1.060000000000001,19.253728007737,1.060000000000001,17.7568803658651
1.070000000000001,170.8739939906678,1.070000000000001,116.4612145654224,1.070000000000001,90.61841808808229,1.070000000000001,74.91509958119727,1.070000000000001,63.74049882289328,1.070000000000001,55.66355576517669,1.070000000000001,49.52018300659741,1.070000000000001,44.67258941810377,1.070000000000001,40.73945807619383,1.070000000000001,34.72464414600556,1.070000000000001,30.1440250710984,1.070000000000001,26.65739414151441,1.070000000000001,23.91080377145549,1.070000000000001,21.68884666032817,1.070000000000001,19.8527473869835,1.070000000000001,18.30897586877433
1.080000000000001,175.2242327647577,1.080000000000001,119.7072072246875,1.080000000000001,93.23618700927564,1.080000000000001,77.1239451258309,1.080000000000001,65.64106052500732,1.080000000000001,57.33544094539874,1.080000000000001,51.01500261397553,1.080000000000001,46.02587097820408,1.080000000000001,41.97678050024193,1.080000000000001,35.78281913005258,1.080000000000001,31.06479178500257,1.080000000000001,27.47248664335421,1.080000000000001,24.64210787980097,1.080000000000001,22.35208403998811,1.080000000000001,20.45958854316685,1.080000000000001,18.86832098595751
1.090000000000001,179.5898991972023,1.090000000000001,122.9736411591477,1.090000000000001,95.87453835597989,1.090000000000001,79.35250170556284,1.090000000000001,67.56009768522051,1.090000000000001,59.02455682054482,1.090000000000001,52.52589902238737,1.090000000000001,47.39418851100421,1.090000000000001,43.22820818175688,1.090000000000001,36.85352433180648,1.090000000000001,31.99675017222994,1.090000000000001,28.29766677202218,1.090000000000001,25.38258125483658,1.090000000000001,23.02371846984783,1.090000000000001,21.07417024217727,1.090000000000001,19.43484268523166
1.100000000000001,183.970181471821,1.100000000000001,126.2597862749978,1.100000000000001,98.53287448352927,1.100000000000001,81.60027598924324,1.100000000000001,69.49720780361693,1.100000000000001,60.73056714097291,1.100000000000001,54.05258587508168,1.100000000000001,48.77729427843711,1.100000000000001,44.49352397241933,1.100000000000001,37.93658759776484,1.100000000000001,32.93975798584486,1.100000000000001,29.13281404074861,1.100000000000001,26.13211979220992,1.100000000000001,23.7036585413113,1.100000000000001,21.69641115715216,1.100000000000001,20.0084678126791
1.110000000000001,188.3643035070775,1.110000000000001,129.564935450052,1.110000000000001,101.2106121499301,1.110000000000001,83.86678395661913,1.110000000000001,71.45199451047252,1.110000000000001,62.45313982075667,1.110000000000001,55.59477970103206,1.110000000000001,50.17494256479304,1.110000000000001,45.77251214478197,1.110000000000001,39.03183745265579,1.110000000000001,33.89367327609049,1.110000000000001,29.97780805110887,1.110000000000001,26.89061935708335,1.110000000000001,24.39181274611553,1.110000000000001,22.32622982100052,1.110000000000001,20.58912305067325
1.120000000000001,192.7715229656827,1.120000000000001,132.8884035265006,1.120000000000001,103.9071819585696,1.120000000000001,86.15155054706022,1.120000000000001,73.42406731737894,1.120000000000001,64.19194674234575,1.120000000000001,57.15219975012872,1.120000000000001,51.58688953074149,1.120000000000001,47.06495825879768,1.120000000000001,40.13910298149597,1.120000000000001,34.85835429489369,1.120000000000001,30.83252841336328,1.120000000000001,27.65797571621574,1.120000000000001,25.08808941743743,1.120000000000001,22.96354457462507,1.120000000000001,21.17673487183936
1.130000000000001,197.1911293813798,1.130000000000001,136.2295263473792,1.130000000000001,106.6220278192546,1.130000000000001,88.45410931637103,1.130000000000001,75.41304137156267,1.130000000000001,65.94666356170937,1.130000000000001,58.72456782713954,1.130000000000001,53.01289306493453,1.130000000000001,48.37064902500488,1.130000000000001,41.25821370705429,1.130000000000001,35.83365939526293,1.130000000000001,31.69685466162367,1.130000000000001,28.43408446500514,1.130000000000001,25.79239666616315,1.130000000000001,23.60827351054715,1.130000000000001,21.77122948865235
1.140000000000001,201.6224423971457,1.140000000000001,139.5876598360486,1.140000000000001,109.3546064278865,1.140000000000001,90.77400210206872,1.140000000000001,77.41853721370794,1.140000000000001,67.71696951417712,1.140000000000001,60.31160812452737,1.140000000000001,54.45271263312311,1.140000000000001,49.68937216423358,1.140000000000001,42.38899946236037,1.140000000000001,36.8194469252113,1.140000000000001,32.57066616346854,1.140000000000001,29.21884094909271,1.140000000000001,26.50464231193193,1.140000000000001,24.26033441154209,1.140000000000001,22.37253279828847
1.150000000000001,206.0648101089809,1.150000000000001,142.9621791176862,1.150000000000001,112.1043867647847,1.150000000000001,93.11077869732753,1.150000000000001,79.44018053947281,1.150000000000001,69.50254722104448,1.150000000000001,61.91304705406212,1.150000000000001,55.9061091246344,1.150000000000001,51.02091626354042,1.150000000000001,43.53129025780045,1.150000000000001,37.81557511570013,1.150000000000001,33.45384202347786,1.150000000000001,30.01214018001097,1.150000000000001,27.22473380843252,1.150000000000001,24.91964468377851,1.150000000000001,22.98057032224374
1.160000000000001,210.5176075095096,1.160000000000001,146.3524776816013,1.160000000000001,114.8708496114967,1.160000000000001,95.46399653365265,1.160000000000001,81.47760196472171,1.160000000000001,71.30308249689045,1.160000000000001,63.52861307708473,1.160000000000001,57.37284469594856,1.160000000000001,52.36507062800617,1.160000000000001,44.68491614219941,1.160000000000001,38.82190196198069,1.160000000000001,34.34626098006579,1.160000000000001,30.81387674424659,1.160000000000001,27.95257816234057,1.160000000000001,25.58612128385879,1.160000000000001,23.59526714012035
1.170000000000001,214.9802350258523,1.170000000000001,149.7579665830456,1.170000000000001,117.6534870857917,1.170000000000001,97.83322037218026,1.170000000000001,83.53043679440289,1.170000000000001,73.11826415746245,1.170000000000001,65.15803653315608,1.170000000000001,58.85268261098858,1.170000000000001,53.7216251279011,1.170000000000001,45.84970705717811,1.170000000000001,39.83828509759145,1.170000000000001,35.24780129484898,1.170000000000001,31.62394470495635,1.170000000000001,28.68808184513191,1.170000000000001,26.25968063901555,1.170000000000001,24.21654781686555
1.180000000000001,219.4521171462225,1.180000000000001,153.1780736830299,1.180000000000001,120.4518021943895,1.180000000000001,100.2180220034248,1.180000000000001,85.59832479489839,1.180000000000001,74.94778382788994,1.180000000000001,66.80104946677193,1.180000000000001,60.34538707767859,1.180000000000001,55.09037004063319,1.180000000000001,47.02549268394095,1.180000000000001,40.86458166012098,1.180000000000001,36.15834063363223,1.180000000000001,32.44223749542192,1.180000000000001,29.43115069688467,1.180000000000001,26.94023855958802,1.180000000000001,24.8443363225987
1.190000000000001,223.9327011300957,1.190000000000001,156.6122429246537,1.190000000000001,123.2653084029151,1.190000000000001,102.6179799551922,1.190000000000001,87.68090996960399,1.190000000000001,76.79133575090208,1.190000000000001,68.45738545167248,1.190000000000001,61.85072308019201,1.190000000000001,56.47109588678386,1.190000000000001,48.21210228152597,1.190000000000001,41.90064814770223,1.190000000000001,37.07775593796958,1.190000000000001,33.26864780318797,1.190000000000001,30.18168982100238,1.190000000000001,27.62771014273101,1.190000000000001,25.4785559440052
1.200000000000001,228.4214557967967,1.200000000000001,160.0599336443695,1.200000000000001,126.0935292224344,1.200000000000001,105.0326792082951,1.200000000000001,89.77784033741028,1.200000000000001,78.64861659467728,1.200000000000001,70.12677941229965,1.200000000000001,63.36845620627634,1.200000000000001,57.86359325943283,1.200000000000001,49.40936451538891,1.200000000000001,42.94634026504618,1.200000000000001,38.00592328604748,1.200000000000001,34.10306744362263,1.200000000000001,30.93960346862103,1.200000000000001,28.32200966613502,1.200000000000001,26.11912918609861
1.210000000000001,232.9178703877728,1.210000000000001,163.5206199165505,1.210000000000001,128.9359978119644,1.210000000000001,107.4617109196808,1.210000000000001,91.88876771371126,1.210000000000001,80.51932525983892,1.210000000000001,71.80896744176314,1.210000000000001,64.89835246887996,1.210000000000001,59.26765264586328,1.210000000000001,50.61710727504967,1.210000000000001,44.00151275763028,1.210000000000001,38.94271774147041,1.210000000000001,34.94538722145511,1.210000000000001,31.70479491124085,1.210000000000001,29.02305047030925,1.210000000000001,26.76597766292382
1.220000000000001,237.4214534979029,1.220000000000001,166.9937899298391,1.220000000000001,131.7922565962164,1.220000000000001,109.904672152507,1.220000000000001,94.01334749350822,1.220000000000001,82.4031626851135,1.220000000000001,73.50368661569998,1.220000000000001,66.44017812128334,1.220000000000001,60.68306424062646,1.220000000000001,51.83515747934425,1.220000000000001,45.06601923246935,1.220000000000001,39.88801318828756,1.220000000000001,35.79549677860014,1.220000000000001,32.47716629988786,1.220000000000001,29.73074482774672,1.220000000000001,27.419021975542
1.230000000000001,241.9317320715167,1.230000000000001,170.4789453936283,1.230000000000001,134.6618568978826,1.230000000000001,112.3611656126724,1.230000000000001,96.1512384361329,1.230000000000001,84.29983165108163,1.230000000000001,75.21067480128394,1.230000000000001,67.99369946480005,1.230000000000001,62.10961774881769,1.230000000000001,53.06334086766231,1.230000000000001,46.13971196366682,1.230000000000001,40.84168215036327,1.230000000000001,36.65328442630464,1.230000000000001,33.25661850882805,1.230000000000001,30.44500379698998,1.230000000000001,28.07818157533758
1.240000000000001,246.4482504589659,1.240000000000001,173.9756009731876,1.240000000000001,137.544358583706,1.240000000000001,114.8307993912903,1.240000000000001,98.30210245108891,1.240000000000001,86.20903658135079,1.240000000000001,76.92967046059272,1.240000000000001,69.55868264801413,1.240000000000001,63.54710217828785,1.240000000000001,54.30148177530243,1.240000000000001,47.22244168067804,1.240000000000001,41.80359559288848,1.240000000000001,37.51863695935906,1.240000000000001,34.04305096152851,1.240000000000001,31.16573705929729,1.240000000000001,28.74337461035025
1.250000000000001,250.9705695299164,1.250000000000001,177.4832837518836,1.250000000000001,140.4393297236153,1.250000000000001,117.3131867125687,1.250000000000001,100.4656043844389,1.250000000000001,88.13048334055122,1.250000000000001,78.66041244743352,1.250000000000001,71.13489345645002,1.250000000000001,64.9953056193748,1.250000000000001,55.54940289088228,1.250000000000001,48.31405733695259,1.250000000000001,42.77362270352337,1.250000000000001,38.39143944973949,1.250000000000001,34.83636143618708,1.250000000000001,31.89285273519916,1.250000000000001,29.41451775194559
1.260000000000001,255.4982658396278,1.260000000000001,181.001532719052,1.260000000000001,143.3463462621668,1.260000000000001,119.8079456865241,1.260000000000001,102.6414118051878,1.260000000000001,90.06387902836131,1.260000000000001,80.4026397967173,1.260000000000001,72.72209709141106,1.260000000000001,66.4540150105783,1.260000000000001,56.80692499345618,1.260000000000001,49.4144058562727,1.260000000000001,43.75163065027009,1.260000000000001,39.27157501664664,1.260000000000001,35.6364458477203,1.260000000000001,32.62625717780733,1.260000000000001,30.09152599866279
1.270000000000001,260.0309308447999,1.270000000000001,184.5298982820941,1.270000000000001,146.2649917015565,1.270000000000001,122.3146990659799,1.270000000000001,104.8291947910239,1.270000000000001,92.00893176881667,1.270000000000001,82.15609150530004,1.270000000000001,74.32005793664618,1.270000000000001,67.92301588844282,1.270000000000001,58.07386666671398,1.270000000000001,50.5233318537582,1.270000000000001,44.73748431275039,1.270000000000001,40.15892456943316,1.270000000000001,36.44319800257794,1.270000000000001,33.36585473918905,1.270000000000001,30.77431245355094
1.280000000000001,264.5681701657545,1.280000000000001,188.0679418014493,1.280000000000001,149.1948567955065,1.280000000000001,124.833074007251,1.280000000000001,107.0286257128088,1.280000000000001,93.9653504940693,1.280000000000001,83.92050630320247,1.280000000000001,75.92853931134125,1.280000000000001,69.40209211972659,1.280000000000001,59.35004398731166,1.280000000000001,51.64067732808415,1.280000000000001,45.73104598308477,1.280000000000001,41.05336651936909,1.280000000000001,37.25650932219227,1.280000000000001,34.11154750552701,1.280000000000001,31.46278807066758
1.290000000000001,269.1096028919185,1.290000000000001,191.6152351471209,1.290000000000001,152.135539253268,1.290000000000001,127.3627018339439,1.290000000000001,109.2393790171165,1.290000000000001,95.93284472170252,1.290000000000001,85.69562241398222,1.290000000000001,77.54730320782808,1.290000000000001,70.89102561372786,1.290000000000001,60.63527018404181,1.290000000000001,52.76628132100223,1.290000000000001,46.73217503200884,1.290000000000001,41.95477645557781,1.290000000000001,38.07626853019267,1.290000000000001,34.86323499608,1.290000000000001,32.15686136570297
1.300000000000001,273.6548609277232,1.300000000000001,195.1713602755353,1.300000000000001,155.086643453105,1.300000000000001,129.9032178032797,1.300000000000001,111.4611310061735,1.300000000000001,97.91112432468152,1.300000000000001,87.48117730297312,1.300000000000001,79.17611001221142,1.300000000000001,72.38959601245294,1.300000000000001,61.92935526414525,1.300000000000001,53.89997953972993,1.300000000000001,47.74072753525463,1.300000000000001,42.86302677978382,1.300000000000001,38.90236129776608,1.300000000000001,35.62081382015821,1.300000000000001,32.8564380848582
1.310000000000001,278.2035883763497,1.310000000000001,198.7359088255094,1.310000000000001,158.047780164535,1.310000000000001,132.454260874332,1.310000000000001,113.6935596144334,1.310000000000001,99.89989929291997,1.310000000000001,89.27690741195042,1.310000000000001,80.81471820601332,1.310000000000001,73.8975803560369,1.310000000000001,63.23210560267009,1.310000000000001,55.04160393724263,1.310000000000001,48.75655585454545,1.310000000000001,43.77798629373086,1.310000000000001,39.73466984070139,1.310000000000001,36.38417728544955,1.310000000000001,33.56142082518463
1.320000000000001,282.7554409586995,1.320000000000001,202.3084817322144,1.320000000000001,161.0185662786963,1.320000000000001,135.0154734775936,1.320000000000001,115.9363441810851,1.320000000000001,101.8988794854189,1.320000000000001,91.08254787875727,1.320000000000001,82.46288404671166,1.320000000000001,75.41475272062718,1.320000000000001,64.5433234903236,1.320000000000001,56.19098224486051,1.320000000000001,49.77950816680332,1.320000000000001,44.69951973229279,1.320000000000001,40.57307246071518,1.320000000000001,37.15321495003032,1.320000000000001,34.27170859857245
1.330000000000001,287.3100854654127,1.330000000000001,205.8886888580954,1.330000000000001,163.9986245461935,1.330000000000001,137.5865012852668,1.330000000000001,118.1891652176886,1.330000000000001,103.9077743718558,1.330000000000001,92.89783224023058,1.330000000000001,84.12036122490629,1.330000000000001,76.94088382565249,1.330000000000001,65.86280663482675,1.330000000000001,57.34793745090519,1.330000000000001,50.80942793439495,1.330000000000001,45.62748723439436,1.330000000000001,41.41744302270804,1.330000000000001,37.92781210936135,1.330000000000001,34.98719633047175
1.340000000000001,291.8671992396833,1.340000000000001,209.4761486396391,1.340000000000001,166.9875833218136,1.340000000000001,140.1669929816623,1.340000000000001,120.4517041701479,1.340000000000001,105.926292762445,1.340000000000001,94.72249211671711,1.340000000000001,85.78690049568138,1.340000000000001,78.47574060716525,1.340000000000001,67.19034761029319,1.340000000000001,58.51228721857147,1.340000000000001,51.84615330842209,1.340000000000001,46.56174374292794,1.340000000000001,42.26765035852466,1.340000000000001,38.70784920847575,1.340000000000001,35.70777428332051
1.350000000000001,296.4264696888168,1.350000000000001,213.0704877491156,1.350000000000001,169.9850763155204,1.350000000000001,142.7566000331101,1.350000000000001,122.7236431741914,1.350000000000001,107.9541425248254,1.350000000000001,96.5562568763297,1.350000000000001,87.46224928149974,1.350000000000001,80.01908575365596,1.350000000000001,68.52573324875662,1.350000000000001,59.68384323552511,1.350000000000001,52.88951645634475,1.350000000000001,47.50213832399923,1.350000000000001,43.12355758689782,1.350000000000001,39.49320116856876,1.350000000000001,36.43332739360662
1.360000000000001,300.9875938227919,1.360000000000001,216.6713407703355,1.360000000000001,172.9907423491106,1.360000000000001,145.3549764567595,1.360000000000001,125.0046648034919,1.360000000000001,109.9910302866416,1.360000000000001,98.39885327697849,1.360000000000001,89.14615124386378,1.360000000000001,81.57067720054297,1.360000000000001,69.86874396761161,1.360000000000001,60.86241048724232,1.360000000000001,53.93934280451913,1.360000000000001,48.44851339504756,1.360000000000001,43.98502133839168,1.360000000000001,40.28373661632737,1.360000000000001,37.16373451061039
1.370000000000001,305.550277817893,1.370000000000001,220.2783498875496,1.370000000000001,176.0042251180429,1.370000000000001,147.9617785876598,1.370000000000001,127.2944518095499,1.370000000000001,112.0366611224895,1.370000000000001,100.2500050841159,1.370000000000001,90.83834582076321,1.370000000000001,83.13026757929775,1.370000000000001,71.21915302649536,1.370000000000001,62.04778644577874,1.370000000000001,54.99545018589634,1.370000000000001,49.40070385101802,1.370000000000001,44.8518908737541,1.370000000000001,41.0793170039357,1.370000000000001,37.8988675244741
1.380000000000001,310.1142366038858,1.380000000000001,223.891164586718,1.380000000000001,179.0251729578175,1.380000000000001,150.5766648434739,1.380000000000001,129.5926868523924,1.380000000000001,114.0907382237445,1.380000000000001,102.1094326620591,1.380000000000001,92.53856772685393,1.380000000000001,84.69760361705826,1.380000000000001,72.57672570718336,1.380000000000001,63.23976016564752,1.380000000000001,56.05764788309345,1.380000000000001,50.35853607775888,1.380000000000001,45.72400708421288,1.380000000000001,41.87979560787976,1.380000000000001,38.63859037156363
1.390000000000001,314.6791934731949,1.390000000000001,227.5094413683305,1.390000000000001,182.0532386144397,1.390000000000001,153.1992954862414,1.390000000000001,131.8990522211797,1.390000000000001,116.1529625498502,1.390000000000001,103.9768525366419,1.390000000000001,94.24654641321756,1.390000000000001,86.27242548256119,1.390000000000001,73.94121841039161,1.390000000000001,64.4381112790323,1.390000000000001,57.12573555784334,1.390000000000001,51.3218268428347,1.390000000000001,46.60120136341246,1.390000000000001,42.68501639608249,1.390000000000001,39.38275790662689
1.400000000000001,319.2448797106539,1.400000000000001,231.1328434710751,1.400000000000001,185.0880790184444,1.400000000000001,155.8293323805019,1.400000000000001,134.2132295437174,1.400000000000001,118.2230324594887,1.400000000000001,105.8519769269554,1.400000000000001,95.96200548355964,1.400000000000001,87.85446607434477,1.400000000000001,75.31237766430806,1.400000000000001,65.64260888387977,1.400000000000001,58.19950205955008,1.400000000000001,52.29038205614611,1.400000000000001,47.48329434339932,1.400000000000001,43.49481275596038,1.400000000000001,40.13121463471035
1.410000000000001,323.8110342424997,1.410000000000001,234.7610406056844,1.410000000000001,188.1293550619564,1.410000000000001,158.4664387471912,1.410000000000001,136.5348994839028,1.410000000000001,120.3006433201566,1.410000000000001,107.7345132439593,1.410000000000001,97.68466206386979,1.410000000000001,89.44345024757027,1.410000000000001,76.68993904131014,1.410000000000001,66.85301032087645,1.410000000000001,59.27872410908063,1.410000000000001,53.26399539697838,1.410000000000001,48.37009449198781,1.410000000000001,44.30900608161886,1.410000000000001,40.88379330194992
1.420000000000001,328.3774033033841,1.420000000000001,238.3937086982586,1.420000000000001,191.1767313783544,1.420000000000001,161.1102789126321,1.420000000000001,138.8637414261035,1.420000000000001,122.3854870945734,1.420000000000001,109.6241635537793,1.420000000000001,99.41422612281447,1.420000000000001,91.03909397652271,1.420000000000001,78.07362598203797,1.420000000000001,68.06905983948901,1.420000000000001,60.36316485948323,1.420000000000001,54.24244681098568,1.420000000000001,49.2613965769626,1.420000000000001,45.12740422752102,1.420000000000001,41.64031335433731
