nch18_Vgs_Vth  (ll=2e-07) X,nch18_Vgs_Vth  (ll=2e-07) Y,nch18_Vgs_Vth  (ll=3e-07) X,nch18_Vgs_Vth  (ll=3e-07) Y,nch18_Vgs_Vth  (ll=4e-07) X,nch18_Vgs_Vth  (ll=4e-07) Y,nch18_Vgs_Vth  (ll=5e-07) X,nch18_Vgs_Vth  (ll=5e-07) Y,nch18_Vgs_Vth  (ll=6e-07) X,nch18_Vgs_Vth  (ll=6e-07) Y,nch18_Vgs_Vth  (ll=7e-07) X,nch18_Vgs_Vth  (ll=7e-07) Y,nch18_Vgs_Vth  (ll=8e-07) X,nch18_Vgs_Vth  (ll=8e-07) Y,nch18_Vgs_Vth  (ll=9e-07) X,nch18_Vgs_Vth  (ll=9e-07) Y,nch18_Vgs_Vth  (ll=1e-06) X,nch18_Vgs_Vth  (ll=1e-06) Y,nch18_Vgs_Vth  (ll=1.2e-06) X,nch18_Vgs_Vth  (ll=1.2e-06) Y,nch18_Vgs_Vth  (ll=1.4e-06) X,nch18_Vgs_Vth  (ll=1.4e-06) Y,nch18_Vgs_Vth  (ll=1.6e-06) X,nch18_Vgs_Vth  (ll=1.6e-06) Y,nch18_Vgs_Vth  (ll=1.8e-06) X,nch18_Vgs_Vth  (ll=1.8e-06) Y,nch18_Vgs_Vth  (ll=2e-06) X,nch18_Vgs_Vth  (ll=2e-06) Y,nch18_Vgs_Vth  (ll=2.2e-06) X,nch18_Vgs_Vth  (ll=2.2e-06) Y,nch18_Vgs_Vth  (ll=2.4e-06) X,nch18_Vgs_Vth  (ll=2.4e-06) Y
0.4000000000000002,-0.1437630887777407,0.4000000000000002,-0.1381193789826481,0.4000000000000002,-0.1288424252777702,0.4000000000000002,-0.1213519412100196,0.4000000000000002,-0.1144176718732083,0.4000000000000002,-0.10881336074789,0.4000000000000002,-0.104157410079802,0.4000000000000002,-0.1002055497267251,0.4000000000000002,-0.09679433901318879,0.4000000000000002,-0.09116966538168353,0.4000000000000002,-0.08674828531471074,0.4000000000000002,-0.08305176706409845,0.4000000000000002,-0.0799106085767291,0.4000000000000002,-0.07720482030766584,0.4000000000000002,-0.07484716790543278,0.4000000000000002,-0.0727726663734613
0.4100000000000002,-0.1337657093284321,0.4100000000000002,-0.1281208170422446,0.4100000000000002,-0.1188435707112703,0.4100000000000002,-0.1113529331460886,0.4100000000000002,-0.1044185774001345,0.4100000000000002,-0.09881420031237581,0.4100000000000002,-0.09415819637614881,0.4100000000000002,-0.09020629142331499,0.4100000000000002,-0.08679504241452091,0.4100000000000002,-0.08117030557059407,0.4100000000000002,-0.076748858105463,0.4100000000000002,-0.07305228823985022,0.4100000000000002,-0.06991108849442323,0.4100000000000002,-0.06720526619660933,0.4100000000000002,-0.06484758505783139,0.4100000000000002,-0.06277305881081047
0.4200000000000002,-0.1237689402240355,0.4200000000000002,-0.1181225904924084,0.4200000000000002,-0.108844977724517,0.4200000000000002,-0.1013541472157166,0.4200000000000002,-0.09441968125175199,0.4200000000000002,-0.08881522038302553,0.4200000000000002,-0.08415914906296035,0.4200000000000002,-0.080207187905662,0.4200000000000002,-0.0767958908082354,0.4200000000000002,-0.07117107496332192,0.4200000000000002,-0.06674954620822598,0.4200000000000002,-0.06305291394702206,0.4200000000000002,-0.05991166426886096,0.4200000000000002,-0.05720580076825926,0.4200000000000002,-0.0548480848329298,0.4200000000000002,-0.05277352866542584
0.4300000000000002,-0.1137728976311677,0.4300000000000002,-0.1081247642100314,0.4300000000000002,-0.09884669533721219,0.4300000000000002,-0.09135562371095435,0.4300000000000002,-0.08442101815120456,0.4300000000000002,-0.07881645159058975,0.4300000000000002,-0.07416029559974296,0.4300000000000002,-0.07020826408684405,0.4300000000000002,-0.06679690700917584,0.4300000000000002,-0.06117199310588423,0.4300000000000002,-0.05675036701376857,0.4300000000000002,-0.05305365985332761,0.4300000000000002,-0.04991235015921519,0.4300000000000002,-0.04720643710827727,0.4300000000000002,-0.04484867932300146,0.4300000000000002,-0.04277408717732639
0.4400000000000002,-0.103777711516137,0.4400000000000002,-0.09812741128420116,0.4400000000000002,-0.08884877829635757,0.4400000000000002,-0.08135740722636037,0.4400000000000002,-0.07442262617258916,0.4400000000000002,-0.06881792725194952,0.4400000000000002,-0.06416166564652276,0.4400000000000002,-0.06020954671390738,0.4400000000000002,-0.05679811538229917,0.4400000000000002,-0.05117308068945287,0.4400000000000002,-0.04675133888135591,0.4400000000000002,-0.04305454245300705,0.4400000000000002,-0.03991316113601556,0.4400000000000002,-0.03720718891938363,0.4400000000000002,-0.03484938115944547,0.4400000000000002,-0.03277474606067593
0.4500000000000002,-0.09378352471715495,0.4500000000000002,-0.08813061267849348,0.4500000000000002,-0.07885128669010627,0.4500000000000002,-0.07135954624934931,0.4500000000000002,-0.06442454631754041,0.4500000000000002,-0.0588196829545376,0.4500000000000002,-0.0541632906660266,0.4500000000000002,-0.05021106399180203,0.4500000000000002,-0.0467995414893666,0.4500000000000002,-0.04117435924042434,0.4500000000000002,-0.03675248084056537,0.4500000000000002,-0.03305557878419568,0.4500000000000002,-0.02991411261459076,0.4500000000000002,-0.02720807027023286,0.4500000000000002,-0.02485020327605419,0.4500000000000002,-0.02277551728028626
0.4600000000000002,-0.08379049121038523,0.4600000000000002,-0.07813445646055123,0.4600000000000002,-0.06885428527040044,0.4600000000000002,-0.06136209254544006,0.4600000000000002,-0.05442682194422582,0.4600000000000002,-0.04882175603424416,0.4600000000000002,-0.04416520344906777,0.4600000000000002,-0.04021284515231588,0.4600000000000002,-0.03680121169679018,0.4600000000000002,-0.03117585079297536,0.4600000000000002,-0.02675381227714974,0.4600000000000002,-0.02305678613294199,0.4600000000000002,-0.01991522017792458,0.4600000000000002,-0.01720909533628473,0.4600000000000002,-0.01485115866656689,0.4600000000000002,-0.01277641282440356
0.4700000000000003,-0.07379877360506465,0.4700000000000003,-0.06813903661118864,0.4700000000000003,-0.05885784252141585,0.4700000000000003,-0.05136510038460257,0.4700000000000003,-0.04442949809714031,0.4700000000000003,-0.0388241849930982,0.4700000000000003,-0.03416743760567237,0.4700000000000003,-0.03021492000629072,0.4700000000000003,-0.02680315277883294,0.4700000000000003,-0.02117757757112187,0.4700000000000003,-0.01675535262943034,0.4700000000000003,-0.01305818174898393,0.4700000000000003,-0.009916499312480731,0.4700000000000003,-0.007210278154668404,0.4700000000000003,-0.004852260157015176,0.4700000000000003,-0.002777444492891912
0.4800000000000003,-0.06380854002128039,0.4800000000000003,-0.05814445148755193,0.4800000000000003,-0.04886202954845903,0.4800000000000003,-0.04136862567660832,0.4800000000000003,-0.03443262079724047,0.4800000000000003,-0.02882700890735918,0.4800000000000003,-0.02417002706444832,0.4800000000000003,-0.02021731851475644,0.4800000000000003,-0.01680539154596178,0.4800000000000003,-0.01117956170124301,0.4800000000000003,-0.006757121116435005,0.4800000000000003,-0.003059782593610949,0.4800000000000003,8.203482403579265e-05,0.4800000000000003,0.002788367589393215,0.4800000000000003,0.005146479790881897,0.4800000000000003,0.007221376284177627
0.4900000000000003,-0.05381996060212674,0.4900000000000003,-0.04815080206637251,0.4900000000000003,-0.0388669188845539,0.4900000000000003,-0.03137272509008265,0.4900000000000003,-0.02443623635025921,0.4900000000000003,-0.01883026687047501,0.4900000000000003,-0.01417300561441198,0.4900000000000003,-0.01022007040524658,0.4900000000000003,-0.006807954518600556,0.4900000000000003,-0.001181824967115219,0.4900000000000003,0.003240863489297141,0.4900000000000003,0.006938394867829045,0.4900000000000003,0.01008036759117087,0.4900000000000003,0.01278682873374043,0.4900000000000003,0.0151450492354368,0.4900000000000003,0.01722003858859816
0.5000000000000002,-0.04383320395981793,0.5000000000000002,-0.0381581901186262,0.5000000000000002,-0.02887258331323073,0.5000000000000002,-0.02137745522082968,0.5000000000000002,-0.0144403907178805,0.5000000000000002,-0.00883399750131475,0.5000000000000002,-0.004176406509785346,0.5000000000000002,-0.0002232048470134362,0.5000000000000002,0.003189132344849577,0.5000000000000002,0.008815611389732136,0.5000000000000002,0.01323858304021636,0.5000000000000002,0.01693633482455459,0.5000000000000002,0.02007848500656362,0.5000000000000002,0.02278509276457102,0.5000000000000002,0.02514343686682152,0.5000000000000002,0.02721853211425485
0.5100000000000002,-0.03384843383897795,0.5100000000000002,-0.02816671645951641,0.5100000000000002,-0.01887909478704497,0.5100000000000002,-0.01138287185397902,0.5100000000000002,-0.004445128976945822,0.5100000000000002,0.001161761468922662,0.5100000000000002,0.005819737856090579,0.5100000000000002,0.009773249813349927,0.5100000000000002,0.01318584386712507,0.5100000000000002,0.01881272682862123,0.5100000000000002,0.02323602014686404,0.5100000000000002,0.02693402223300112,0.5100000000000002,0.03007637384189021,0.5100000000000002,0.0327831478986268,0.5100000000000002,0.03514163207785698,0.5100000000000002,0.03721684722840157
0.5200000000000002,-0.02386580620841317,0.5200000000000002,-0.01817647938213507,0.5200000000000002,-0.008886523489878617,0.5200000000000002,-0.001389029339169734,0.5200000000000002,0.005549505127898313,0.5200000000000002,0.01115697353294376,0.5200000000000002,0.01581539621327688,0.5200000000000002,0.0197692662632164,0.5200000000000002,0.02318215582648164,0.5200000000000002,0.02880950163563983,0.5200000000000002,0.03323315827344825,0.5200000000000002,0.03693144289100048,0.5200000000000002,0.04007402168111074,0.5200000000000002,0.04278098312921508,0.5200000000000002,0.04513962500046431,0.5200000000000002,0.04721497500051391
0.5300000000000002,-0.01388546689143066,0.5300000000000002,-0.008187573332864351,0.5300000000000002,0.001105062942611257,0.5300000000000002,0.008604019924451256,0.5300000000000002,0.01554346954779273,0.5300000000000002,0.02115160367860902,0.5300000000000002,0.02581053862642713,0.5300000000000002,0.02976481839398826,0.5300000000000002,0.03317804509736377,0.5300000000000002,0.03880591702605912,0.5300000000000002,0.04322998180540877,0.5300000000000002,0.04692858348286283,0.5300000000000002,0.0500714169501138,0.5300000000000002,0.05277858824482273,0.5300000000000002,0.05513740651618509,0.5300000000000002,0.05721290720674677
0.5400000000000003,-0.003907549745976846,0.5400000000000003,0.001799912162654627,0.5400000000000003,0.01109560005685162,0.5400000000000003,0.01859622591107013,0.5400000000000003,0.02553672422706543,0.5400000000000003,0.0311456186111605,0.5400000000000003,0.03580513666861407,0.5400000000000003,0.03975988144194598,0.5400000000000003,0.04317348976775437,0.5400000000000003,0.04880195523096259,0.5400000000000003,0.05322647609778691,0.5400000000000003,0.05692543160442431,0.5400000000000003,0.0600685489267207,0.5400000000000003,0.06277595382901391,0.5400000000000003,0.06513496824909953,0.5400000000000003,0.0672106363179637
0.5500000000000003,0.006067824665782817,0.5500000000000003,0.0117858933501529,0.5500000000000003,0.02108502709688165,0.5500000000000003,0.02858754132180175,0.5500000000000003,0.03552923135297781,0.5500000000000003,0.04113898694121332,0.5500000000000003,0.04579916356960012,0.5500000000000003,0.04975443210935915,0.5500000000000003,0.05316846924078189,0.5500000000000003,0.05879759957312913,0.5500000000000003,0.0632226275110383,0.5500000000000003,0.0669219757753361,0.5500000000000003,0.07006540773839259,0.5500000000000003,0.07277307124881294,0.5500000000000003,0.07513230254812642,0.5500000000000003,0.07720815547803123
0.5600000000000003,0.01604055001283444,0.5600000000000003,0.02177029291829591,0.5600000000000003,0.03107328743181648,0.5600000000000003,0.03857792188940312,0.5600000000000003,0.04552095557238611,0.5600000000000003,0.05113167934898999,0.5600000000000003,0.05579259434613937,0.5600000000000003,0.05974844867137763,0.5600000000000003,0.06316296432465418,0.5600000000000003,0.06879283453427332,0.5600000000000003,0.07321842343843965,0.5600000000000003,0.07691820544354189,0.5600000000000003,0.0800619843529381,0.5600000000000003,0.08276993263689125,0.5600000000000003,0.08512940246389306,0.5600000000000003,0.08720545847737055
0.5700000000000003,0.026010534829774,0.5700000000000003,0.03175304053557881,0.5700000000000003,0.0410603289195195,0.5700000000000003,0.04856732664743568,0.5700000000000003,0.05551186418355536,0.5700000000000003,0.06112366872985331,0.5700000000000003,0.06578540591730853,0.5700000000000003,0.06974191107037542,0.5700000000000003,0.07315695731170491,0.5700000000000003,0.07878764581346126,0.5700000000000003,0.08321385232683842,0.5700000000000003,0.08691411098468688,0.5700000000000003,0.09005827056533483,0.5700000000000003,0.09276653087083386,0.5700000000000003,0.09512626172343208,0.5700000000000003,0.09720253972496473
0.5800000000000003,0.03597770292188696,0.5800000000000003,0.04173407328550738,0.5800000000000003,0.05104610422032341,0.5800000000000003,0.05855571816884486,0.5800000000000003,0.06550192730503812,0.5800000000000003,0.07111493032134109,0.5800000000000003,0.0757775772041569,0.5800000000000003,0.07973480099651065,0.5800000000000003,0.08315043204499933,0.5800000000000003,0.08878202037496624,0.5800000000000003,0.0932089036908576,0.5800000000000003,0.09690968369744152,0.5800000000000003,0.1000542589821335,0.5800000000000003,0.1027628595511318,0.5800000000000003,0.1051228747044607,0.5800000000000003,0.1071993942205567
0.5900000000000003,0.04594199358171058,0.5900000000000003,0.05171333601706252,0.5900000000000003,0.06103057106398857,0.5900000000000003,0.06854306277186328,0.5900000000000003,0.07549111801875452,0.5900000000000003,0.08110544180861634,0.5900000000000003,0.08576908921058246,0.5900000000000003,0.08972710195156686,0.5900000000000003,0.09314337396982153,0.5900000000000003,0.09877594648330978,0.5900000000000003,0.1032035681196737,0.5900000000000003,0.1069049157946362,0.5900000000000003,0.1100499430037239,0.5900000000000003,0.1127589129784143,0.5900000000000003,0.1151192364098163,0.5900000000000003,0.1171960175276583
0.6000000000000003,0.05590336163038123,0.6000000000000003,0.06169078161280639,0.6000000000000003,0.07101369246504929,0.6000000000000003,0.07852933068664536,0.6000000000000003,0.08547941248180579,0.6000000000000003,0.09109518340372036,0.6000000000000003,0.09575992508157594,0.6000000000000003,0.09971879929278693,0.6000000000000003,0.103135770167206,0.6000000000000003,0.1087694137233955,0.6000000000000003,0.1131978372752343,0.6000000000000003,0.1168998003895918,0.6000000000000003,0.1200453168041368,0.6000000000000003,0.1227546861297382,0.6000000000000003,0.1251153424419946,0.6000000000000003,0.1271924057473676
0.6100000000000003,0.06586177727928744,0.6100000000000003,0.07166637116704011,0.6100000000000003,0.08099543687739963,0.6100000000000003,0.0885144961745119,0.6100000000000003,0.09546679000108793,0.6100000000000003,0.1010841378941519,0.6100000000000003,0.105750070135323,0.6100000000000003,0.1097098802539744,0.6100000000000003,0.113127609367372,0.6100000000000003,0.118762413004355,0.6100000000000003,0.1231917038809884,0.6100000000000003,0.1268943314769569,0.6100000000000003,0.1300403753078634,0.6100000000000003,0.132750174633522,0.6100000000000003,0.1351111889773997,0.6100000000000003,0.1371885554926465
0.6200000000000003,0.07581722580113637,0.6200000000000003,0.08164007406243323,0.6200000000000003,0.09097577827853809,0.6200000000000003,0.09849853759261518,0.6200000000000003,0.1054532330659947,0.6200000000000003,0.1110722906575546,0.6200000000000003,0.1157395118669856,0.6200000000000003,0.1197003339423108,0.6200000000000003,0.123118881941944,0.6200000000000003,0.1287549365466364,0.6200000000000003,0.1331851617006835,0.6200000000000003,0.1368885039076392,0.6200000000000003,0.1400351141632657,0.6200000000000003,0.1427453747426918,0.6200000000000003,0.1451067727399051,0.6200000000000003,0.1471844638626234
0.6300000000000003,0.08576970700275555,0.6300000000000003,0.09161186793470277,0.6300000000000003,0.100954696176265,0.6300000000000003,0.1084814373994687,0.6300000000000003,0.1154387273367373,0.6300000000000003,0.1210596296412159,0.6300000000000003,0.1257282399235201,0.6300000000000003,0.1296901513107529,0.6300000000000003,0.1331095798752104,0.6300000000000003,0.1387469778528573,0.6300000000000003,0.1431782055073682,0.6300000000000003,0.1468823133577658,0.6300000000000003,0.1500295297123957,0.6300000000000003,0.1527402833057754,0.6300000000000003,0.1551020909733901,0.6300000000000003,0.1571801284166144
0.6400000000000003,0.09571923450145259,0.6400000000000003,0.1015817385198176,0.6400000000000003,0.1109321755348365,0.6400000000000003,0.1184631821002807,0.6400000000000003,0.1254232615883942,0.6400000000000003,0.1310461453071109,0.6400000000000003,0.1357162460506602,0.6400000000000003,0.1396793251072704,0.6400000000000003,0.1430996967156783,0.6400000000000003,0.1487385316638242,0.6400000000000003,0.1531708310433455,0.6400000000000003,0.1568757562920217,0.6400000000000003,0.1600236189573444,0.6400000000000003,0.1627348977359543,0.6400000000000003,0.1650971414131596,0.6400000000000003,0.1671755471476444
0.6500000000000004,0.1056658348187417,0.6500000000000004,0.111549679384941,0.6500000000000004,0.1209082066223689,0.6500000000000004,0.128443762134563,0.6500000000000004,0.135406827613367,0.6500000000000004,0.1410318305451542,0.6500000000000004,0.1457035240145806,0.6500000000000004,0.149667849803345,0.6500000000000004,0.1530892275102581,0.6500000000000004,0.1587295939016814,0.6500000000000004,0.1631630349722467,0.6500000000000004,0.1668688299220671,0.6500000000000004,0.1700173795235243,0.6500000000000004,0.1727292159781995,0.6500000000000004,0.1750919222562838,0.6500000000000004,0.1771707184554557
0.6600000000000004,0.1156095463167275,0.6600000000000004,0.1215156915511574,0.6600000000000004,0.130882784785717,0.6600000000000004,0.1384231717115386,0.6600000000000004,0.1453894200869364,0.6600000000000004,0.1510166805587404,0.6600000000000004,0.1556900695018771,0.6600000000000004,0.1596557215049549,0.6600000000000004,0.1630781687239896,0.6600000000000004,0.1687201616026902,0.6600000000000004,0.1731548148247162,0.6600000000000004,0.1768615321609641,0.6600000000000004,0.1800108096204543,0.6600000000000004,0.1827232364749303,0.6600000000000004,0.1850864321310907,0.6600000000000004,0.1871656411191083
0.6700000000000004,0.1255504180112932,0.6700000000000004,0.1314797830220289,0.6700000000000004,0.1408559101626966,0.6700000000000004,0.1484014086012166,0.6700000000000004,0.1553710364020974,0.6700000000000004,0.1610006927276664,0.6700000000000004,0.1656758800021567,0.6700000000000004,0.169642937849789,0.6700000000000004,0.1730665181485603,0.6700000000000004,0.1787102328421911,0.6700000000000004,0.1831461689393888,0.6700000000000004,0.1868538615747145,0.6700000000000004,0.1900039080007911,0.6700000000000004,0.1927169581306486,0.6700000000000004,0.1950806700661306,0.6700000000000004,0.1971603142694021
0.6800000000000004,0.1354885083014769,0.6800000000000004,0.1414419682362078,0.6800000000000004,0.1508275873438748,0.6800000000000004,0.1583784738903842,0.6800000000000004,0.1653516764806497,0.6800000000000004,0.170983866453974,0.6800000000000004,0.1756609546778293,0.6800000000000004,0.1796294978945457,0.6800000000000004,0.183054274802989,0.6800000000000004,0.1886998066543875,0.6800000000000004,0.1931370964007842,0.6800000000000004,0.1968458173320199,0.6800000000000004,0.1999966739183976,0.6800000000000004,0.2027103802761102,0.6800000000000004,0.2050746354590146,0.6800000000000004,0.2071547373613771
0.6900000000000004,0.1454238836559772,0.6900000000000004,0.1514022674646922,0.6900000000000004,0.1607978249973636,0.6900000000000004,0.1683543717132964,0.6900000000000004,0.1753313425677003,0.6900000000000004,0.1809662029962998,0.6900000000000004,0.1856452942256079,0.6900000000000004,0.1896154019960901,0.6900000000000004,0.1930414388296465,0.6900000000000004,0.1986888829493502,0.6900000000000004,0.2031275969757793,0.6900000000000004,0.2068373991533575,0.6900000000000004,0.209989107086188,0.6900000000000004,0.2127035026325663,0.6900000000000004,0.2150683280455144,0.6900000000000004,0.2171489101472057
0.7000000000000004,0.1553566172959219,0.7000000000000004,0.1613607061738094,0.7000000000000004,0.1707666354700892,0.7000000000000004,0.178329108966682,0.7000000000000004,0.1853100390164898,0.7000000000000004,0.1909477052980021,0.7000000000000004,0.1956289007339219,0.7000000000000004,0.1996006516899125,0.7000000000000004,0.2030280113885427,0.7000000000000004,0.2086774624294344,0.7000000000000004,0.2131176710500148,0.7000000000000004,0.2168286072603627,0.7000000000000004,0.2199812076344712,0.7000000000000004,0.2226963252766264,0.7000000000000004,0.2250617478693265,0.7000000000000004,0.2271428326497669
0.7100000000000004,0.1652867879088327,0.7100000000000004,0.1713173143740577,0.7100000000000004,0.1807340343782463,0.7100000000000004,0.1883026950179538,0.7100000000000004,0.1952877720697986,0.7100000000000004,0.2009283778137505,0.7100000000000004,0.2056117775399284,0.7100000000000004,0.2095852495688968,0.7100000000000004,0.2130139945523506,0.7100000000000004,0.2186655465068956,0.7100000000000004,0.2231073195655098,0.7100000000000004,0.2268194423263604,0.7100000000000004,0.2299729760704012,0.7100000000000004,0.2326888486061607,0.7100000000000004,0.2350548952528301,0.7100000000000004,0.2371365051371628
0.7200000000000004,0.1752144784228671,0.7200000000000004,0.1812721259727627,0.7200000000000004,0.1907000401982122,0.7200000000000004,0.19827514141435,0.7200000000000004,0.2052645496433124,0.7200000000000004,0.2109082263386207,0.7200000000000004,0.2155939290892572,0.7200000000000004,0.2195691991648991,0.7200000000000004,0.2229993912042568,0.7200000000000004,0.2286531372242406,0.7200000000000004,0.233096543960446,0.7200000000000004,0.2368099054287449,0.7200000000000004,0.2399644132390397,0.7200000000000004,0.2426810733076364,0.7200000000000004,0.2450477707691333,0.7200000000000004,0.2471299280984025
0.7300000000000004,0.1851397748638294,0.7300000000000004,0.1912251781457877,0.7300000000000004,0.2006646738674062,0.7300000000000004,0.208246461599511,0.7300000000000004,0.2152403811154032,0.7300000000000004,0.2208872578429008,0.7300000000000004,0.225575360800955,0.7300000000000004,0.2295525048350932,0.7300000000000004,0.2329842049402124,0.7300000000000004,0.2386402371783766,0.7300000000000004,0.2430853461118904,0.7300000000000004,0.2467999980037378,0.7300000000000004,0.2499555202864057,0.7300000000000004,0.252673000325165,0.7300000000000004,0.2550403752156061,0.7300000000000004,0.2571231022203964
0.7400000000000004,0.1950627653108166,0.7400000000000004,0.20117651074036,0.7400000000000004,0.2106279584026446,0.7400000000000004,0.2182166706425074,0.7400000000000004,0.2252152771267324,0.7400000000000004,0.2308654803151124,0.7400000000000004,0.2355560789395216,0.7400000000000004,0.2395351716545975,0.7400000000000004,0.2429684399768109,0.7400000000000004,0.248626849449441,0.7400000000000004,0.2530737282820115,0.7400000000000004,0.2567897218039077,0.7400000000000004,0.2599462986248104,0.7400000000000004,0.2626646308314753,0.7400000000000004,0.265032709589086,0.7400000000000004,0.26711602836643
0.7500000000000004,0.2049835389601116,0.7500000000000004,0.2111261657179722,0.7500000000000004,0.2205899185416351,0.7500000000000004,0.228185784983141,0.7500000000000004,0.2351892493921919,0.7500000000000004,0.2408429026150141,0.7500000000000004,0.2455360904953451,0.7500000000000004,0.249517205316328,0.7500000000000004,0.2529521010655432,0.7500000000000004,0.2586129775347694,0.7500000000000004,0.2630616930681201,0.7500000000000004,0.2667790788587048,0.7500000000000004,0.2699367499006293,0.7500000000000004,0.272655966200932,0.7500000000000004,0.2750247750628227,0.7500000000000004,0.277108707556141
0.7600000000000005,0.2149021853015664,0.7600000000000005,0.2210741866433702,0.7600000000000005,0.2305505804114683,0.7600000000000005,0.238153822196,0.7600000000000005,0.245162310526847,0.7600000000000005,0.2508195343377401,0.7600000000000005,0.255515403074369,0.7600000000000005,0.259498612038756,0.7600000000000005,0.2629351934139239,0.7600000000000005,0.2685986252883446,0.7600000000000005,0.2730492433567586,0.7600000000000005,0.2767680714381232,0.7600000000000005,0.2799268759646197,0.7600000000000005,0.2826470079846678,0.7600000000000005,0.2850165729652254,0.7600000000000005,0.2871011409470555
0.7700000000000005,0.2248187934071993,0.7700000000000005,0.2310206182230451,0.7700000000000005,0.2405099712263856,0.7700000000000005,0.2481208007748009,0.7700000000000005,0.2551344738867957,0.7700000000000005,0.2607953856896695,0.7700000000000005,0.2654940247973993,0.7700000000000005,0.2694793984818188,0.7700000000000005,0.2729177226136887,0.7700000000000005,0.2785837968657766,0.7700000000000005,0.2830363822818635,0.7700000000000005,0.2867567020195497,0.7700000000000005,0.2899166788448001,0.7700000000000005,0.2926377578878323,0.7700000000000005,0.2950081047604083,0.7700000000000005,0.2970933298176721
0.7800000000000005,0.2347334513282381,0.7800000000000005,0.2409655058944704,0.7800000000000005,0.2504681190158331,0.7800000000000005,0.2580867399376016,0.7800000000000005,0.2651057534252927,0.7800000000000005,0.2707704673762188,0.7800000000000005,0.2754719642091289,0.7800000000000005,0.2794595716710017,0.7800000000000005,0.2828996945760226,0.7800000000000005,0.2885684966747624,0.7800000000000005,0.2930231131869608,0.7800000000000005,0.2967449732577244,0.7800000000000005,0.2999061607218205,0.7800000000000005,0.3026282177489245,0.7800000000000005,0.3049993720304787,0.7800000000000005,0.3070852755520617
0.7900000000000005,0.2446462455942899,0.7900000000000005,0.250908895465576,0.7900000000000005,0.2604250523826971,0.7900000000000005,0.2680516594528215,0.7900000000000005,0.2750761635640011,0.7900000000000005,0.2807447905013691,0.7900000000000005,0.2854492301966961,0.7900000000000005,0.2894391389294042,0.7900000000000005,0.2928811154736266,0.7900000000000005,0.2985527293308428,0.7900000000000005,0.3030094395912752,0.7900000000000005,0.3067328879577337,0.7900000000000005,0.3098953239067989,0.7900000000000005,0.3126183895211318,0.7900000000000005,0.3149903764595476,0.7900000000000005,0.3170769796259276
0.8000000000000005,0.254557260806627,0.8000000000000005,0.2608508328026152,0.8000000000000005,0.2703808002908414,0.8000000000000005,0.2780155794854365,0.8000000000000005,0.2850457190788652,0.8000000000000005,0.2907183664785258,0.8000000000000005,0.2954258319173985,0.8000000000000005,0.2994181078174579,0.8000000000000005,0.3028619916893392,0.8000000000000005,0.3085364996181876,0.8000000000000005,0.3129953651595417,0.8000000000000005,0.3167204490508775,0.8000000000000005,0.3198841708214312,0.8000000000000005,0.3226082752555788,0.8000000000000005,0.3249811198193379,0.8000000000000005,0.327068443594056
0.8100000000000005,0.2644665793165299,0.8100000000000005,0.2707913635636344,0.8100000000000005,0.2803353918805019,0.8100000000000005,0.2879785204623525,0.8100000000000005,0.2950144349998657,0.8100000000000005,0.3006912069520821,0.8100000000000005,0.3054017787350537,0.8100000000000005,0.3093964860798335,0.8100000000000005,0.3128423297708777,0.8100000000000005,0.318519812455086,0.8100000000000005,0.3229808936753023,0.8100000000000005,0.32670765957324,0.8100000000000005,0.3298727039803079,0.8100000000000005,0.3325978770863771,0.8100000000000005,0.3349716039563129,0.8100000000000005,0.337059669079069
0.8200000000000005,0.274374280979289,0.8200000000000005,0.2807305329741584,0.8200000000000005,0.2902888563096179,0.8200000000000005,0.2979405029557035,0.8200000000000005,0.304982326523738,0.8200000000000005,0.3106633237289725,0.8200000000000005,0.315377080164389,0.8200000000000005,0.3193742815990502,0.8200000000000005,0.3228221363912882,0.8200000000000005,0.3285026728637898,0.8200000000000005,0.3329660290174369,0.8200000000000005,0.3366945226467777,0.8200000000000005,0.3398609259752387,0.8200000000000005,0.342587197217353,0.8200000000000005,0.3449618307802274,0.8200000000000005,0.3470506577613963
0.8300000000000005,0.2842804429743835,0.8300000000000005,0.2906683856412854,0.8300000000000005,0.3002412226190572,0.8300000000000005,0.3079015475826404,0.8300000000000005,0.3149494089386183,0.8300000000000005,0.3206347287194233,0.8300000000000005,0.3253517458228563,0.8300000000000005,0.3293515023552089,0.8300000000000005,0.3328014183146258,0.8300000000000005,0.3384850859443513,0.8300000000000005,0.3429507751396589,0.8300000000000005,0.3466810414627135,0.8300000000000005,0.3498488394614476,0.8300000000000005,0.3525762379103136,0.8300000000000005,0.3549518022539898,0.8300000000000005,0.3570414113703882
0.8400000000000005,0.2941851396827847,0.8400000000000005,0.3006049654023129,0.8400000000000005,0.3101925196194594,0.8400000000000005,0.3178616749201418,0.8400000000000005,0.3249156975595686,0.8400000000000005,0.3306054338860795,0.8400000000000005,0.3353257853891563,0.8400000000000005,0.3393281563913358,0.8400000000000005,0.3427801823663746,0.8400000000000005,0.3484670568520674,0.8400000000000005,0.3529351360527246,0.8400000000000005,0.3566672192670519,0.8400000000000005,0.3598364471454758,0.8400000000000005,0.3625650014747367,0.8400000000000005,0.3649415203847233,0.8400000000000005,0.3670319316764482
