nch18_Vgs_Vth  (ll=2e-07) X,nch18_Vgs_Vth  (ll=2e-07) Y,nch18_Vgs_Vth  (ll=3e-07) X,nch18_Vgs_Vth  (ll=3e-07) Y,nch18_Vgs_Vth  (ll=4e-07) X,nch18_Vgs_Vth  (ll=4e-07) Y,nch18_Vgs_Vth  (ll=5e-07) X,nch18_Vgs_Vth  (ll=5e-07) Y,nch18_Vgs_Vth  (ll=6e-07) X,nch18_Vgs_Vth  (ll=6e-07) Y,nch18_Vgs_Vth  (ll=7e-07) X,nch18_Vgs_Vth  (ll=7e-07) Y,nch18_Vgs_Vth  (ll=8e-07) X,nch18_Vgs_Vth  (ll=8e-07) Y,nch18_Vgs_Vth  (ll=9e-07) X,nch18_Vgs_Vth  (ll=9e-07) Y,nch18_Vgs_Vth  (ll=1e-06) X,nch18_Vgs_Vth  (ll=1e-06) Y,nch18_Vgs_Vth  (ll=1.2e-06) X,nch18_Vgs_Vth  (ll=1.2e-06) Y,nch18_Vgs_Vth  (ll=1.4e-06) X,nch18_Vgs_Vth  (ll=1.4e-06) Y,nch18_Vgs_Vth  (ll=1.6e-06) X,nch18_Vgs_Vth  (ll=1.6e-06) Y,nch18_Vgs_Vth  (ll=1.8e-06) X,nch18_Vgs_Vth  (ll=1.8e-06) Y,nch18_Vgs_Vth  (ll=2e-06) X,nch18_Vgs_Vth  (ll=2e-06) Y,nch18_Vgs_Vth  (ll=2.2e-06) X,nch18_Vgs_Vth  (ll=2.2e-06) Y,nch18_Vgs_Vth  (ll=2.4e-06) X,nch18_Vgs_Vth  (ll=2.4e-06) Y
0.8500000000000005,0.3040884426128713,0.8500000000000005,0.3105403152039949,0.8500000000000005,0.3201427757975078,0.8500000000000005,0.3278209054333465,0.8500000000000005,0.3348812076739058,0.8500000000000005,0.3405754512006763,0.8500000000000005,0.3452992085678487,0.8500000000000005,0.3493042517837495,0.8500000000000005,0.3527584354081523,0.8500000000000005,0.3584485907781849,0.8500000000000005,0.362919115809075,0.8500000000000005,0.3666530593480088,0.8500000000000005,0.3698237517746422,0.8500000000000005,0.3725534902587576,0.8500000000000005,0.3749309872159164,0.8500000000000005,0.377022220484122
0.8600000000000005,0.3139904203670871,0.8600000000000005,0.3204744770086762,0.8600000000000005,0.3300920192394204,0.8600000000000005,0.3377792594159196,0.8600000000000005,0.3448459544952931,0.8600000000000005,0.3505447926074844,0.8600000000000005,0.3552720250593949,0.8600000000000005,0.3592797966169466,0.8600000000000005,0.3627361843162501,0.8600000000000005,0.368429692933524,0.8600000000000005,0.3729027184896873,0.8600000000000005,0.3766385650251763,0.8600000000000005,0.3798107561279064,0.8600000000000005,0.3825417066413246,0.8600000000000005,0.3849202048205909,0.8600000000000005,0.3870122796260493
0.8700000000000006,0.3238911386423399,0.8700000000000006,0.3304074917237617,0.8700000000000006,0.3400402775696094,0.8700000000000006,0.3477367569411012,0.8700000000000006,0.3548099531256034,0.8700000000000006,0.3605134699927467,0.8700000000000006,0.3652442445350382,0.8700000000000006,0.369254798962491,0.8700000000000006,0.3727134359635842,0.8700000000000006,0.3784103685346842,0.8700000000000006,0.382885948192889,0.8700000000000006,0.386623739640234,0.8700000000000006,0.3897974630080076,0.8700000000000006,0.392529653025408,0.8700000000000006,0.3949091752953552,0.8700000000000006,0.397002110957703
0.8800000000000006,0.3337906602578278,0.8800000000000006,0.340339399151258,0.8800000000000006,0.3499875779025596,0.8800000000000006,0.3576934178220926,0.8800000000000006,0.3647732185236361,0.8800000000000006,0.3704814951594186,0.8800000000000006,0.3752158766159474,0.8800000000000006,0.3792292668614583,0.8800000000000006,0.3826901972046383,0.8800000000000006,0.3883906227925482,0.8800000000000006,0.3928688090249184,0.8800000000000006,0.3966085865490491,0.8800000000000006,0.3997838752347176,0.8800000000000006,0.4025173318321629,0.8800000000000006,0.4048979007552699,0.8800000000000006,0.4069917163528148
0.8900000000000006,0.3436890452048497,0.8900000000000006,0.3502702379544085,0.8900000000000006,0.3599339468061422,0.8900000000000006,0.3676492615806093,0.8900000000000006,0.3747357654798124,0.8900000000000006,0.3804488798065662,0.8900000000000006,0.3851869308561151,0.8900000000000006,0.3892032083099889,0.8900000000000006,0.3926664748630896,0.8900000000000006,0.3983704609027965,0.8900000000000006,0.4028513050920329,0.8900000000000006,0.4065931091150197,0.8900000000000006,0.409769995639128,0.8900000000000006,0.4125047454959486,0.8900000000000006,0.4148863833294561,0.8900000000000006,0.4169810976994541
0.9000000000000006,0.3535863507138051,0.9000000000000006,0.3602000456387295,0.9000000000000006,0.3698794102747727,0.9000000000000006,0.3776043074224722,0.9000000000000006,0.3846976085961,0.9000000000000006,0.3904156355127922,0.9000000000000006,0.3951574167285264,0.9000000000000006,0.399176631247565,0.9000000000000006,0.4026422757217235,0.9000000000000006,0.4083498880381917,0.9000000000000006,0.4128334404939943,0.9000000000000006,0.4165773107034895,0.9000000000000006,0.4197558270588271,0.9000000000000006,0.4224918964600957,0.9000000000000006,0.4248746251573383,0.9000000000000006,0.4269702568966693
0.9100000000000006,0.3634826313343489,0.9100000000000006,0.3701288585450908,0.9100000000000006,0.3798239937109112,0.9100000000000006,0.3875585742192792,0.9100000000000006,0.3946587622704157,0.9100000000000006,0.4003817737231996,0.9100000000000006,0.4051273436141796,0.9100000000000006,0.4091495435476658,0.9100000000000006,0.4126176065143835,0.9100000000000006,0.418328909342404,0.9100000000000006,0.4228152193187296,0.9100000000000006,0.4265611946771586,0.9100000000000006,0.4297413723338783,0.9100000000000006,0.4324787871733657,0.9100000000000006,0.4348626283854837,0.9100000000000006,0.436959195851634
0.9200000000000006,0.3733779390252369,0.9200000000000006,0.3800567118527279,0.9200000000000006,0.3897677219136787,0.9200000000000006,0.3975120804952545,0.9200000000000006,0.4046192406849303,0.9200000000000006,0.4103473057393789,0.9200000000000006,0.4150967207935587,0.9200000000000006,0.4191219530104703,0.9200000000000006,0.4225924739196748,0.9200000000000006,0.4283075299251724,0.9200000000000006,0.4327966456380675,0.9200000000000006,0.4365447643923169,0.9200000000000006,0.4397266343035039,0.9200000000000006,0.4424654200869896,0.9200000000000006,0.4448503951649549,0.9200000000000006,0.4469479164772504
0.9300000000000006,0.3832723232509785,0.9300000000000006,0.3899836395903584,0.9300000000000006,0.3997106190733831,0.9300000000000006,0.4074648444185027,0.9300000000000006,0.4145790577976538,0.9300000000000006,0.4203122427119926,0.9300000000000006,0.4250655574402443,0.9300000000000006,0.429093867357341,0.9300000000000006,0.4325668845561741,0.9300000000000006,0.4382857548586301,0.9300000000000006,0.4427777235043792,0.9300000000000006,0.4465280231958469,0.9300000000000006,0.4497116158033996,0.9300000000000006,0.4524517976522622,0.9300000000000006,0.4548379276491155,0.9300000000000006,0.4569364206901638
0.9400000000000006,0.3931658310829004,0.9400000000000006,0.399909674653835,0.9400000000000006,0.4096527087710001,0.9400000000000006,0.4174168837959666,0.9400000000000006,0.4245382273368599,0.9400000000000006,0.4302765956356008,0.9400000000000006,0.4350338626163169,0.9400000000000006,0.4390652942268192,0.9400000000000006,0.442540844978954,0.9400000000000006,0.4482635891746298,0.9400000000000006,0.4527584569480231,0.9400000000000006,0.4565109744228655,0.9400000000000006,0.4596963196635958,0.9400000000000006,0.4624379223185863,0.9400000000000006,0.4648252279918635,0.9400000000000006,0.4669247104091245
0.9500000000000006,0.403058507302633,0.9500000000000006,0.4098348488289549,0.9500000000000006,0.4195940139817156,0.9500000000000006,0.4273682160714931,0.9500000000000006,0.4344967627978706,0.9500000000000006,0.4402403753453525,0.9500000000000006,0.4450016452693274,0.9500000000000006,0.449036241171937,0.9500000000000006,0.4525143616772026,0.9500000000000006,0.4582410378629224,0.9500000000000006,0.462738849975474,0.9500000000000006,0.4664936213949563,0.9500000000000006,0.4696807487067959,0.9500000000000006,0.4724237965319467,0.9500000000000006,0.4748122983462091,0.9500000000000006,0.4769127875536835
0.9600000000000006,0.4129503945064583,0.9600000000000006,0.4197591928182873,0.9600000000000006,0.4295345570817833,0.9600000000000006,0.4373188583264763,0.9600000000000006,0.4444546774418378,0.9600000000000006,0.4502035925152943,0.9600000000000006,0.4549689142305711,0.9600000000000006,0.4590067156586208,0.9600000000000006,0.4624874410728312,0.9600000000000006,0.46821810587008,0.9600000000000006,0.4727189065680737,0.9600000000000006,0.4764759674188762,0.9600000000000006,0.479664905747149,0.9600000000000006,0.4824094227337428,0.9600000000000006,0.484799140863182,0.9600000000000006,0.4869006540431686
0.9700000000000006,0.4228415332091923,0.9700000000000006,0.4296827362709958,0.9700000000000006,0.4394743598580529,0.9700000000000006,0.4472688272826211,0.9700000000000006,0.4544119842961925,0.9700000000000006,0.4601662576579945,0.9700000000000006,0.4649356782144783,0.9700000000000006,0.4689767250650432,0.9700000000000006,0.4724600895198502,0.9700000000000006,0.4781947980990504,0.9700000000000006,0.4826986306812697,0.9700000000000006,0.486458015785734,0.9700000000000006,0.4896487935893911,0.9700000000000006,0.4923948033599507,0.9700000000000006,0.4947857576910249,0.9700000000000006,0.4968883117959035
0.9800000000000006,0.4327319619466041,0.9800000000000006,0.4396055078148861,0.9800000000000006,0.4494134435195883,0.9800000000000006,0.4572181393064347,0.9800000000000006,0.4643686961564542,0.9800000000000006,0.4701283811253096,0.9800000000000006,0.4749019458189235,0.9800000000000006,0.4789462766817653,0.9800000000000006,0.4824323133044666,0.9800000000000006,0.488171119409241,0.9800000000000006,0.4926780262443384,0.9800000000000006,0.4964397697705111,0.9800000000000006,0.4996324150283139,0.9800000000000006,0.5023799408405624,0.9800000000000006,0.5047721509746332,0.9800000000000006,0.506875762728668
0.9900000000000007,0.4426217173756187,0.9900000000000007,0.4495275350899299,0.9900000000000007,0.4593518287109469,0.9900000000000007,0.4671668104151108,0.9900000000000007,0.4743248255891812,0.9900000000000007,0.4800899731100581,0.9900000000000007,0.4848677255263228,0.9900000000000007,0.4889153777125474,0.9900000000000007,0.4924041186457393,0.9900000000000007,0.4981470746170596,0.9900000000000007,0.5026570971604669,0.9900000000000007,0.5064212326319422,0.9900000000000007,0.5096157728485184,0.9900000000000007,0.5123648375992871,0.9900000000000007,0.5147583228552184,0.9900000000000007,0.5168630087563447
1.000000000000001,0.4525108343716397,1.000000000000001,0.4594488447827114,1.000000000000001,0.4692895355266757,1.000000000000001,0.4771148562835033,1.000000000000001,0.4842803849358236,1.000000000000001,0.4900510436484531,1.000000000000001,0.4948330257053721,1.000000000000001,0.4988840352757041,1.000000000000001,0.502375511696727,1.000000000000001,0.5081226684968532,1.000000000000001,0.5126358473071819,1.000000000000001,0.5164024076126719,1.000000000000001,0.5195988698244224,1.000000000000001,0.5223494960534618,1.000000000000001,0.5247442754701778,1.000000000000001,0.5268500517917523
1.010000000000001,0.4623993461226213,1.010000000000001,0.4693694626613413,1.010000000000001,0.4792265835266981,1.010000000000001,0.4870622922519707,1.010000000000001,0.4942353863173008,1.010000000000001,0.5000116026231711,1.010000000000001,0.5047978546133077,1.010000000000001,0.5088522564059355,1.010000000000001,0.5123464985460435,1.010000000000001,0.5180979057821613,1.010000000000001,0.5226142805370658,1.010000000000001,0.5263832979396632,1.010000000000001,0.5295817087204936,1.010000000000001,0.5323339186141722,1.010000000000001,0.5347300109531257,1.010000000000001,0.5368368937456343
1.020000000000001,0.4722872842195318,1.020000000000001,0.479289413610413,1.020000000000001,0.4891629917523412,1.020000000000001,0.4970091333348545,1.020000000000001,0.5041898416391618,1.020000000000001,0.5099716597668912,1.020000000000001,0.5147622203986136,1.020000000000001,0.5188200480565194,1.020000000000001,0.5223170852197485,1.020000000000001,0.5280727911672554,1.020000000000001,0.5325924006787156,1.020000000000001,0.5363639068248314,1.020000000000001,0.5395642922916679,1.020000000000001,0.5423181076865429,1.020000000000001,0.5447155314340999,1.020000000000001,0.5468235365267902
1.030000000000001,0.4821746787430365,1.030000000000001,0.4892087216657258,1.030000000000001,0.4990987787427111,1.030000000000001,0.5069553942294365,1.030000000000001,0.5141437625971814,1.030000000000001,0.5199312246662525,1.030000000000001,0.5247261311040621,1.030000000000001,0.5287874171018417,1.030000000000001,0.5322872776835365,1.030000000000001,0.5380473293089099,1.030000000000001,0.5425702115379309,1.030000000000001,0.5463442374658716,1.030000000000001,0.549546623283961,1.030000000000001,0.552302065670181,1.030000000000001,0.5547008390399016,1.030000000000001,0.5568099820423441
1.040000000000001,0.4920615583462689,1.040000000000001,0.4991274100485067,1.040000000000001,0.5090339625512693,1.040000000000001,0.5169010893252266,1.040000000000001,0.5240971606832953,1.040000000000001,0.5298903067661065,1.040000000000001,0.5346895946700554,1.040000000000001,0.5387543703401623,1.040000000000001,0.5422570818451294,1.040000000000001,0.5480215248283872,1.040000000000001,0.552547716899074,1.040000000000001,0.5563242930472559,1.040000000000001,0.5595287044352164,1.040000000000001,0.5622857949597762,1.040000000000001,0.5646859358945618,1.040000000000001,0.5667962321981186
1.050000000000001,0.501947950333644,1.050000000000001,0.5090455011989293,1.050000000000001,0.518968560762431,1.050000000000001,0.5268462327134352,1.050000000000001,0.5340500471917673,1.050000000000001,0.5398489153740131,1.050000000000001,0.5446526189381659,1.050000000000001,0.5487209144965973,1.050000000000001,0.5522265035568991,1.050000000000001,0.5579953823135816,1.050000000000001,0.5625249205266165,1.050000000000001,0.5663040767413956,1.050000000000001,0.5695105384760122,1.050000000000001,0.5722692979458133,1.050000000000001,0.5746708241199352,1.050000000000001,0.5767822888991345
1.060000000000001,0.5118338807357281,1.060000000000001,0.5189630168088072,1.060000000000001,0.5289025905080558,1.060000000000001,0.5367908381965868,1.060000000000001,0.5440024332255268,1.060000000000001,0.5498070596648994,1.060000000000001,0.5546152116548776,1.060000000000001,0.5586870562262735,1.060000000000001,0.5621955486186354,1.060000000000001,0.5679689063213218,1.060000000000001,0.5725018261668271,1.060000000000001,0.5762835917099316,1.060000000000001,0.5794921281306942,1.060000000000001,0.5822525770154224,1.060000000000001,0.5846555058364067,1.060000000000001,0.5867681540502043
1.070000000000001,0.5217193743802163,1.070000000000001,0.5288799778533162,1.070000000000001,0.5388360684837392,1.070000000000001,0.5467349192981159,1.070000000000001,0.5539543297025953,1.070000000000001,0.5597647486858665,1.070000000000001,0.5645773804754421,1.070000000000001,0.5686528021176208,1.070000000000001,0.5721642227804535,1.070000000000001,0.5779421013798128,1.070000000000001,0.5824784375495895,1.070000000000001,0.5862628411051727,1.070000000000001,0.5894734761185301,1.070000000000001,0.5922356345533326,1.070000000000001,0.5946399831636936,1.070000000000001,0.5967538295566228
1.080000000000001,0.5316044549590885,1.080000000000001,0.5387964046216916,1.080000000000001,0.5487690109648038,1.080000000000001,0.5566784892719562,1.080000000000001,0.563905747362579,1.080000000000001,0.5697219913610617,1.080000000000001,0.5745391329678532,1.080000000000001,0.5786181586957727,1.080000000000001,0.5821325317458228,1.080000000000001,0.5879149719911911,1.080000000000001,0.5924547583903685,1.080000000000001,0.5962418280716402,1.080000000000001,0.5994545851549846,1.080000000000001,0.6022184729429412,1.080000000000001,0.6046242582217627,1.080000000000001,0.6067393173249629
1.090000000000001,0.5414891450920744,1.090000000000001,0.5487123167468263,1.090000000000001,0.5587014338219529,1.090000000000001,0.5666215611120113,1.090000000000001,0.5738566967731493,1.090000000000001,0.5796787964966195,1.090000000000001,0.5845004766168882,1.090000000000001,0.5885831324260637,1.090000000000001,0.5921004811746997,1.090000000000001,0.597887522634199,1.090000000000001,0.6024307923922692,1.090000000000001,0.6062205557477485,1.090000000000001,0.6094354579531021,1.090000000000001,0.6122010945674954,1.090000000000001,0.6146083331318439,1.090000000000001,0.6167246192639609
1.100000000000001,0.5513734663865409,1.100000000000001,0.5586277332337383,1.100000000000001,0.568633352536512,1.100000000000001,0.5765641475614975,1.100000000000001,0.5838071883365125,1.100000000000001,0.5896351727856246,1.100000000000001,0.594461418828224,1.100000000000001,0.5985477297176106,1.100000000000001,0.6020680766867474,1.100000000000001,0.6078597577669702,1.100000000000001,0.6124065432482471,1.100000000000001,0.6161990272675977,1.100000000000001,0.6194160972250203,1.100000000000001,0.6221835018113691,1.100000000000001,0.6245922100175452,1.100000000000001,0.6267097372854968
1.110000000000001,0.56125743949394,1.110000000000001,0.5685426724869156,1.110000000000001,0.5785647822152412,1.110000000000001,0.5865062611221257,1.110000000000001,0.5937572322958321,1.110000000000001,0.5995911288130882,1.110000000000001,0.604421966932582,1.110000000000001,0.6085119569269558,1.110000000000001,0.6120353238646481,1.110000000000001,0.6178316818299183,1.110000000000001,0.6223820146434188,1.110000000000001,0.626177245762888,1.110000000000001,0.6293965056835864,1.110000000000001,0.6321656970614652,1.110000000000001,0.6345758910060754,1.110000000000001,0.6366946733056723
1.120000000000001,0.571141084162984,1.120000000000001,0.5784571523364958,1.120000000000001,0.5884957376047005,1.120000000000001,0.5964479140630794,1.120000000000001,0.6037068387415635,1.120000000000001,0.6095466730609203,1.120000000000001,0.6143821281899312,1.120000000000001,0.6184758203617817,1.120000000000001,0.6220022282575033,1.120000000000001,0.6278032992487443,1.120000000000001,0.6323572102574959,1.120000000000001,0.6361552143649574,1.120000000000001,0.6393766860440985,1.120000000000001,0.6421476827087317,1.120000000000001,0.6445593782295796,1.120000000000001,0.6466794292460124
1.130000000000001,0.5810244192896785,1.130000000000001,0.5883711900633244,1.130000000000001,0.5984262331051233,1.130000000000001,0.6063891184298034,1.130000000000001,0.6136560176177303,1.130000000000001,0.6195018139128915,1.130000000000001,0.6243419097937,1.130000000000001,0.6284393262846808,1.130000000000001,0.6319687953843005,1.130000000000001,0.6377746144375548,1.130000000000001,0.642332133767363,1.130000000000001,0.6461329362069616,1.130000000000001,0.6493566410261822,1.130000000000001,0.6521294611498005,1.130000000000001,0.6545426738265891,1.130000000000001,0.6566640070347481
1.140000000000001,0.5909074629643853,1.140000000000001,0.5982848024228892,1.140000000000001,0.6083562827838362,1.140000000000001,0.6163298860525592,1.140000000000001,0.6236047787281001,1.140000000000001,0.6294565596595694,1.140000000000001,0.6343013188750328,1.140000000000001,0.6384024809169963,1.140000000000001,0.6419350307374991,1.140000000000001,0.6477456318021069,1.140000000000001,0.6523067888497813,1.140000000000001,0.6561104144261785,1.140000000000001,0.6593363733558018,1.140000000000001,0.6621110347887578,1.140000000000001,0.6645257799436072,1.140000000000001,0.6666484086082605
1.150000000000001,0.6007902325160702,1.150000000000001,0.6081980056681728,1.150000000000001,0.6182859003881731,1.150000000000001,0.626270228554774,1.150000000000001,0.6335531317422604,1.150000000000001,0.6394109185032507,1.150000000000001,0.6442603625070707,1.150000000000001,0.6483652904427223,1.150000000000001,0.6519009397866771,1.150000000000001,0.6577163557432018,1.150000000000001,0.6622811791842597,1.150000000000001,0.6660876521664925,1.150000000000001,0.6693158857674285,1.150000000000001,0.6720924060390712,1.150000000000001,0.6745086987368314,1.150000000000001,0.6766326359126185
1.160000000000001,0.6106727445538773,1.160000000000001,0.6181108155714418,1.160000000000001,0.628215099357939,1.160000000000001,0.6362101573611554,1.160000000000001,0.6435010862016159,1.160000000000001,0.6493648985628608,1.160000000000001,0.6542190477092722,1.160000000000001,0.6583277610124816,1.160000000000001,0.6618665279823177,1.160000000000001,0.6676867906602164,1.160000000000001,0.6722553084560817,1.160000000000001,0.6760646525810341,1.160000000000001,0.6792951810063752,1.160000000000001,0.6820735773256767,1.160000000000001,0.684491432374031,1.160000000000001,0.6866166909053075
1.170000000000001,0.6205550150061915,1.170000000000001,0.628023247445004,1.170000000000001,0.6381438928373833,1.170000000000001,0.6461496837055914,1.170000000000001,0.6534486515252773,1.170000000000001,0.6593185078788379,1.170000000000001,0.6641773814517624,1.170000000000001,0.6682898987475906,1.170000000000001,0.6718318007596848,1.170000000000001,0.6776569409548172,1.170000000000001,0.6822291803595306,1.170000000000001,0.6860414188350131,1.170000000000001,0.6892742618313271,1.170000000000001,0.6920545510872499,1.170000000000001,0.6944739830366145,1.170000000000001,0.6966005755570983
1.180000000000001,0.6304370591573255,1.180000000000001,0.6379353161609915,1.180000000000001,0.648072293686739,1.180000000000001,0.6560888186388319,1.180000000000001,0.6633958370158646,1.180000000000001,0.6692717544180269,1.180000000000001,0.674135370659749,1.180000000000001,0.6782517097442109,1.180000000000001,0.6817967635428499,1.180000000000001,0.6876268110348625,1.180000000000001,0.6922027986013188,1.180000000000001,0.6960179541087752,1.180000000000001,0.6992531310170707,1.180000000000001,0.7020353297786781,1.180000000000001,0.7044563529218817,1.180000000000001,0.7065842918541257
1.190000000000001,0.6403188916819895,1.190000000000001,0.6478470361701837,1.190000000000001,0.6580003144933005,1.190000000000001,0.6660275730359622,1.190000000000001,0.6733426518652359,1.190000000000001,0.6792246460785426,1.190000000000001,0.6840930222179779,1.190000000000001,0.6882132000776154,1.190000000000001,0.6917614217488608,1.190000000000001,0.6975964053185268,1.190000000000001,0.7021761669042601,1.190000000000001,0.7059942616010922,1.190000000000001,0.7092317913574864,1.190000000000001,0.7120159158737831,1.190000000000001,0.7144385442455088,1.190000000000001,0.7165678418001713
1.200000000000001,0.6502005266776543,1.200000000000001,0.6577584215199349,1.200000000000001,0.6679279675820806,1.200000000000001,0.6759659576036772,1.200000000000001,0.6832891051601302,1.200000000000001,0.6891771906946758,1.200000000000001,0.6940503429752836,1.200000000000001,0.6981743758065799,1.200000000000001,0.7017257807920876,1.200000000000001,0.7075657282386683,1.200000000000001,0.7121492890112046,1.200000000000001,0.7159703445327373,1.200000000000001,0.7192102456687871,1.200000000000001,0.7219963118682894,1.200000000000001,0.7244205592442974,1.200000000000001,0.7265512274192127
1.210000000000001,0.660081977694943,1.210000000000001,0.6676694858712331,1.210000000000001,0.6778552650260641,1.210000000000001,0.6859039828873634,1.210000000000001,0.6932352058877506,1.210000000000001,0.6991293960417891,1.210000000000001,0.7040073397492089,1.210000000000001,0.7081352429779182,1.210000000000001,0.7116898460887549,1.210000000000001,0.7175347842474739,1.210000000000001,0.7221221686892856,1.210000000000001,0.7259462061503537,1.210000000000001,0.7291884967930863,1.210000000000001,0.7319765202831134,1.210000000000001,0.7344024001792062,1.210000000000001,0.7365344507582388
1.220000000000001,0.6699632577662034,1.220000000000001,0.6775802425149251,1.220000000000001,0.6877822186560595,1.220000000000001,0.6958416592780023,1.220000000000001,0.7031809629412911,1.220000000000001,0.709081269841269,1.220000000000001,0.7139640193307415,1.220000000000001,0.7180958076311843,1.220000000000001,0.721653623061699,1.220000000000001,0.7275035778214236,1.220000000000001,0.7320948097344958,1.220000000000001,0.7359218497306956,1.220000000000001,0.7391665476023089,1.220000000000001,0.7419565436679905,1.220000000000001,0.7443840693387331,1.220000000000001,0.7465175138904161
1.230000000000001,0.6798443794323217,1.230000000000001,0.6874907043871739,1.230000000000001,0.697708840070175,1.230000000000001,0.7057789970189126,1.230000000000001,0.7131263851254316,1.230000000000001,0.7190328197655153,1.230000000000001,0.7239203884891635,1.230000000000001,0.7280560758035552,1.230000000000001,0.73161711714537,1.230000000000001,0.7374721134666193,1.230000000000001,0.7420672159766718,1.230000000000001,0.745897278585266,1.230000000000001,0.7491444010025156,1.230000000000001,0.7519363846055054,1.230000000000001,0.7543655690426877,1.230000000000001,0.7565004189186184
1.240000000000001,0.6897253547679458,1.240000000000001,0.6974008840841568,1.240000000000001,0.7076351406429562,1.240000000000001,0.7157160062123353,1.240000000000001,0.7230714811617829,1.240000000000001,0.7289840534429943,1.240000000000001,0.7338764539770539,1.240000000000001,0.738016053534945,1.240000000000001,0.7415803337911304,1.240000000000001,0.7474403957245002,1.240000000000001,0.7520393912849035,1.240000000000001,0.7558724960653993,1.240000000000001,0.7591220599386722,1.240000000000001,0.7619160457155795,1.240000000000001,0.7643469016464011,1.240000000000001,0.7664831679793985
1.250000000000001,0.6996061954051752,1.250000000000001,0.707310793876078,1.250000000000001,0.7175611315341586,1.250000000000001,0.7256526968258818,1.250000000000001,0.7330162596943359,1.250000000000001,0.7389349784633762,1.250000000000001,0.7438322225354518,1.250000000000001,0.7479757468733401,1.250000000000001,0.7515432784728446,1.250000000000001,0.7574084291780325,1.250000000000001,0.7620113395734611,1.250000000000001,0.7658475055678908,1.250000000000001,0.7690995273999712,1.250000000000001,0.7718955296604821,1.250000000000001,0.7743280695454723,1.250000000000001,0.7764657632474836
1.260000000000001,0.7094869125558507,1.260000000000001,0.7172204457205007,1.260000000000001,0.7274868236972347,1.260000000000001,0.7355890786988551,1.260000000000001,0.7429607292948992,1.260000000000001,0.7488856023827759,1.260000000000001,0.7537877008992028,1.260000000000001,0.7579351618804347,1.260000000000001,0.761505956692852,1.260000000000001,0.7673762184584159,1.260000000000001,0.771983064808283,1.260000000000001,0.7758223105412065,1.260000000000001,0.7790768064257388,1.260000000000001,0.7818748391504595,1.260000000000001,0.7843090751811053,1.260000000000001,0.7864482069408372
1.270000000000001,0.7193675170325116,1.270000000000001,0.7271298512750479,1.270000000000001,0.7374122278874983,1.270000000000001,0.7455251615484656,1.270000000000001,0.752904898468558,1.270000000000001,0.7588359327291007,1.270000000000001,0.7637428958025364,1.270000000000001,0.7678943046375548,1.270000000000001,0.7714683739883246,1.270000000000001,0.7773437682523645,1.270000000000001,0.7819545710141194,1.270000000000001,0.7857969144923836,1.270000000000001,0.7890539001120642,1.270000000000001,0.791853976950053,1.270000000000001,0.7942899210461459,1.270000000000001,0.7964305013264299
1.280000000000001,0.7292480192681192,1.280000000000001,0.7370390219095263,1.280000000000001,0.7473373546700185,1.280000000000001,0.7554609549759421,1.280000000000001,0.7628487756591593,1.280000000000001,0.7687859770075501,1.280000000000001,0.7736978139848724,1.280000000000001,0.7778531812519406,1.280000000000001,0.7814305359380908,1.280000000000001,0.7873110833100569,1.280000000000001,0.7919258622824081,1.280000000000001,0.7957713209947119,1.280000000000001,0.7990308116192097,1.280000000000001,0.8018329458852318,1.280000000000001,0.8042706096919234,1.280000000000001,0.806412648726797
1.290000000000001,0.7391284293346225,1.290000000000001,0.7469479687174656,1.290000000000001,0.7572622144272556,1.290000000000001,0.7653964684725746,1.290000000000001,0.772792369254845,1.290000000000001,0.7787357427062744,1.290000000000001,0.7836524621969128,1.290000000000001,0.7878117978634173,1.290000000000001,0.7913924481699504,1.290000000000001,0.7972781684538294,1.290000000000001,0.8018969427799945,1.290000000000001,0.8057455336963019,1.290000000000001,0.8090075441799514,1.290000000000001,0.8118117488514704,1.290000000000001,0.81425114373603,1.290000000000001,0.8163946515275264
1.300000000000001,0.7490087569604442,1.300000000000001,0.7568567025271571,1.300000000000001,0.7671868173664409,1.300000000000001,0.7753317114256811,1.300000000000001,0.7827356875936563,1.300000000000001,0.7886852373022184,1.300000000000001,0.793606847207038,1.300000000000001,0.7977701606514935,1.300000000000001,0.8013541163685602,1.300000000000001,0.8072450285877062,1.300000000000001,0.8118678167587958,1.300000000000001,0.8157195563296893,1.300000000000001,0.8189841011089907,1.300000000000001,0.8217903888228839,1.300000000000001,0.8242315258711883,1.300000000000001,0.826376512185829
1.310000000000001,0.7588890115469662,1.310000000000001,0.7667652339121701,1.310000000000001,0.7771111735267472,1.310000000000001,0.785266693124527,1.310000000000001,0.7926787389692134,1.310000000000001,0.7986344682671822,1.310000000000001,0.8035609758080445,1.310000000000001,0.8077282758429469,1.310000000000001,0.8113155462839523,1.310000000000001,0.8172116687078694,1.310000000000001,0.821838488566546,1.310000000000001,0.8256933927225879,1.310000000000001,0.8289604858135694,1.310000000000001,0.8317688688626328,1.310000000000001,0.8342117588753695,1.310000000000001,0.8363582332403658
