pch18_Vgs_Vth (ll=2e-07) X,pch18_Vgs_Vth (ll=2e-07) Y,pch18_Vgs_Vth (ll=3e-07) X,pch18_Vgs_Vth (ll=3e-07) Y,pch18_Vgs_Vth (ll=4e-07) X,pch18_Vgs_Vth (ll=4e-07) Y,pch18_Vgs_Vth (ll=5e-07) X,pch18_Vgs_Vth (ll=5e-07) Y,pch18_Vgs_Vth (ll=6e-07) X,pch18_Vgs_Vth (ll=6e-07) Y,pch18_Vgs_Vth (ll=7e-07) X,pch18_Vgs_Vth (ll=7e-07) Y,pch18_Vgs_Vth (ll=8e-07) X,pch18_Vgs_Vth (ll=8e-07) Y,pch18_Vgs_Vth (ll=9e-07) X,pch18_Vgs_Vth (ll=9e-07) Y,pch18_Vgs_Vth (ll=1e-06) X,pch18_Vgs_Vth (ll=1e-06) Y,pch18_Vgs_Vth (ll=1.2e-06) X,pch18_Vgs_Vth (ll=1.2e-06) Y,pch18_Vgs_Vth (ll=1.4e-06) X,pch18_Vgs_Vth (ll=1.4e-06) Y,pch18_Vgs_Vth (ll=1.6e-06) X,pch18_Vgs_Vth (ll=1.6e-06) Y,pch18_Vgs_Vth (ll=1.8e-06) X,pch18_Vgs_Vth (ll=1.8e-06) Y,pch18_Vgs_Vth (ll=2e-06) X,pch18_Vgs_Vth (ll=2e-06) Y,pch18_Vgs_Vth (ll=2.2e-06) X,pch18_Vgs_Vth (ll=2.2e-06) Y,pch18_Vgs_Vth (ll=2.4e-06) X,pch18_Vgs_Vth (ll=2.4e-06) Y
0.3500000000000001,0.2058316958824347,0.3500000000000001,0.1774535410123795,0.3500000000000001,0.1641304044475466,0.3500000000000001,0.156669984677038,0.3500000000000001,0.1494455805193143,0.3500000000000001,0.1444406775136756,0.3500000000000001,0.1407533440124486,0.3500000000000001,0.1379146795064318,0.3500000000000001,0.1356562675182345,0.3500000000000001,0.1322777564296584,0.3500000000000001,0.1288202422857322,0.3500000000000001,0.1262328103278658,0.3500000000000001,0.1242200888435431,0.3500000000000001,0.1226076837930005,0.3500000000000001,0.1212857602724276,0.3500000000000001,0.1201815747837847
0.3600000000000002,0.195832737078932,0.3600000000000002,0.1674543966970291,0.3600000000000002,0.1541311375322904,0.3600000000000002,0.1466706152610432,0.3600000000000002,0.1394461568006849,0.3600000000000002,0.1344412031049683,0.3600000000000002,0.1307538248589144,0.3600000000000002,0.1279151214883182,0.3600000000000002,0.1256566758179484,0.3600000000000002,0.1222781098478948,0.3600000000000002,0.1188205558680689,0.3600000000000002,0.1162330918092572,0.3600000000000002,0.1142203440112657,0.3600000000000002,0.112607917047585,0.3600000000000002,0.1112859750205802,0.3600000000000002,0.1101817737087055
0.3700000000000002,0.1858340691637091,0.3700000000000002,0.1574554935227757,0.3700000000000002,0.1441320754578663,0.3700000000000002,0.1366714206250895,0.3700000000000002,0.1294468905961709,0.3700000000000002,0.1244418709552571,0.3700000000000002,0.1207544349040861,0.3700000000000002,0.1179156815487283,0.3700000000000002,0.1156571926949188,0.3700000000000002,0.1122785565886137,0.3700000000000002,0.1088209520656376,0.3700000000000002,0.1062334473204936,0.3700000000000002,0.1042206661959463,0.3700000000000002,0.1026082114945689,0.3700000000000002,0.101286246052488,0.3700000000000002,0.1001820247277393
0.3800000000000002,0.1758357671392147,0.3800000000000002,0.1474568922145114,0.3800000000000002,0.1341332682343886,0.3800000000000002,0.1266724424414666,0.3800000000000002,0.119447818690606,0.3800000000000002,0.1144427137832107,0.3800000000000002,0.1107552035121874,0.3800000000000002,0.1079163862689319,0.3800000000000002,0.1056578423987188,0.3800000000000002,0.1022791172369099,0.3800000000000002,0.09882144901709039,0.3800000000000002,0.09623389305304036,0.3800000000000002,0.09422107000793056,0.3800000000000002,0.09260858043762121,0.3800000000000002,0.0912865855753256,0.3800000000000002,0.09018233911567108
0.3900000000000002,0.1658379228462618,0.3900000000000002,0.1374586657865045,0.3900000000000002,0.1241347750456541,0.3900000000000002,0.1166737294685979,0.3900000000000002,0.1094489838033333,0.3900000000000002,0.104443769368034,0.3900000000000002,0.1007561644340579,0.3900000000000002,0.09791726608668738,0.3900000000000002,0.09565865261024958,0.3900000000000002,0.09227981517454897,0.3900000000000002,0.08882206726629316,0.3900000000000002,0.0862344473020768,0.3900000000000002,0.08422157192325491,0.3900000000000002,0.08260903885411691,0.3900000000000002,0.0812870073122568,0.3900000000000002,0.08018272953166189
0.4000000000000002,0.1558406477324928,0.4000000000000002,0.1274609007320605,0.4000000000000002,0.1141366646173093,0.4000000000000002,0.1066753375393452,0.4000000000000002,0.09945043440959045,0.4000000000000002,0.09444508028165705,0.4000000000000002,0.09075735549281128,0.4000000000000002,0.08791835495934686,0.4000000000000002,0.08565965409607612,0.4000000000000002,0.08228067623759866,0.4000000000000002,0.07882282942782648,0.4000000000000002,0.07623513014516409,0.4000000000000002,0.07422218997730057,0.4000000000000002,0.07260960310402281,0.4000000000000002,0.07128752622605572,0.4000000000000002,0.07018320975675529
0.4100000000000002,0.1458440756093941,0.4100000000000002,0.1174636977026416,0.4100000000000002,0.1041390149837513,0.4100000000000002,0.09667732899509451,0.4100000000000002,0.08945222405384096,0.4100000000000002,0.08444669316371056,0.4100000000000002,0.08075881785923128,0.4100000000000002,0.07791968965773988,0.4100000000000002,0.07566088002878846,0.4100000000000002,0.0722817280960884,0.4100000000000002,0.06882375960834697,0.4100000000000002,0.06623596290439226,0.4100000000000002,0.06422294326462774,0.4100000000000002,0.062610290463748,0.4100000000000002,0.0612881580833774,0.4100000000000002,0.06018379428535209
0.4200000000000002,0.1358483651150418,0.4200000000000002,0.1074671713677857,0.4200000000000002,0.09414191246384684,0.4200000000000002,0.08667977146859063,0.4200000000000002,0.07945441010669857,0.4200000000000002,0.07444865752260021,0.4200000000000002,0.07076059492054576,0.4200000000000002,0.06792130870760549,0.4200000000000002,0.0656623649986674,0.4200000000000002,0.06228299939006543,0.4200000000000002,0.05882488262265217,0.4200000000000002,0.05623696743265644,0.4200000000000002,0.05422385128591034,0.4200000000000002,0.0526111185253737,0.4200000000000002,0.05128891889926684,0.4200000000000002,0.05018449780906215
0.4300000000000002,0.1258537014708994,0.4300000000000002,0.09747144915989447,0.4300000000000002,0.0841454497537123,0.4300000000000002,0.07668273603538467,0.4300000000000002,0.0694570520329002,0.4300000000000002,0.06445102415360326,0.4300000000000002,0.06076273084418304,0.4300000000000002,0.05792325108396612,0.4300000000000002,0.05566414382216139,0.4300000000000002,0.05228451872282341,0.4300000000000002,0.04882622310117385,0.4300000000000002,0.04623816531558639,0.4300000000000002,0.04422493322810478,0.4300000000000002,0.04261210454222319,0.4300000000000002,0.0412898243378958,0.4300000000000002,0.04018533466452673
0.4400000000000002,0.1158602970064539,0.4400000000000002,0.08747666872083748,0.4400000000000002,0.07414972321819846,0.4400000000000002,0.06668629491040301,0.4400000000000002,0.05946020937176139,0.4400000000000002,0.05445384337707154,0.4400000000000002,0.05076526903190975,0.4400000000000002,0.04792555484297217,0.4400000000000002,0.0456662503201189,0.4400000000000002,0.04228631366239938,0.4400000000000002,0.03882780462595348,0.4400000000000002,0.03623957711345899,0.4400000000000002,0.0342262072911399,0.4400000000000002,0.03261326482446253,0.4400000000000002,0.03129088916509426,0.4400000000000002,0.03018631833358731
0.4500000000000002,0.1058683898804385,0.4500000000000002,0.0774829740914863,0.4500000000000002,0.06415482967271779,0.4500000000000002,0.05669051901164335,0.4500000000000002,0.04946393973459384,0.4500000000000002,0.04445716337221123,0.4500000000000002,0.04076825071085483,0.4500000000000002,0.03792825591169924,0.4500000000000002,0.03566871626376111,0.4500000000000002,0.03228840991391113,0.4500000000000002,0.02882964903584717,0.4500000000000002,0.02624122176643645,0.4500000000000002,0.02422769017035076,0.4500000000000002,0.02261461428251771,0.4500000000000002,0.0212921268408871,0.4500000000000002,0.02018746107609148
0.4600000000000002,0.0958782405186589,0.4600000000000002,0.06749051098233916,0.4600000000000002,0.05416086312012391,0.4600000000000002,0.04669547578524358,0.4600000000000002,0.03946829714784011,0.4600000000000002,0.03446102887904534,0.4600000000000002,0.03077171388946387,0.4600000000000002,0.02793138722918792,0.4600000000000002,0.02567157065439485,0.4600000000000002,0.0222908307892723,0.4600000000000002,0.01883177600433911,0.4600000000000002,0.01624311624934355,0.4600000000000002,0.0142293967679627,0.4600000000000002,0.01261616618154859,0.4600000000000002,0.01129354930737297,0.4600000000000002,0.01018877374429727
0.4700000000000003,0.08589012556456799,0.4700000000000003,0.05749942174087741,0.4700000000000003,0.04416791196640657,0.4700000000000003,0.0367012276448998,0.4700000000000003,0.02947333099758576,0.4700000000000003,0.0244654804571785,0.4700000000000003,0.0207756928207215,0.4700000000000003,0.01793497834832219,0.4700000000000003,0.0156748394226765,0.4700000000000003,0.01229359702921257,0.4700000000000003,0.008834202927598067,0.4700000000000003,0.006245275502174019,0.4700000000000003,0.004231340151919949,0.4700000000000003,0.002617932119734767,0.4700000000000003,0.001295166980694928,0.4700000000000003,0.0001902657846193923
0.4800000000000003,0.07590432958940363,0.4800000000000003,0.04750984077734377,0.4800000000000003,0.03417605714609961,0.4800000000000003,0.02670783123128628,0.4800000000000003,0.01947908568431628,0.4800000000000003,0.01447055435460942,0.4800000000000003,0.01078021799287116,0.4800000000000003,0.007939055498511149,0.4800000000000003,0.005678545534737678,0.4800000000000003,0.002296726951598049,0.4800000000000003,-0.001163054909525507,0.4800000000000003,-0.003752287398592458,0.4800000000000003,-0.005766468273622538,0.4800000000000003,-0.007380077805089924,0.4800000000000003,-0.008703011087638712,0.4800000000000003,-0.009808054606970928
0.4900000000000003,0.06592113533807942,0.4900000000000003,0.03752189114956483,0.4900000000000003,0.02418537137026722,0.4900000000000003,0.01671533749774035,0.4900000000000003,0.009485600930522198,0.4900000000000003,0.004476282902611706,0.4900000000000003,0.0007853165534522089,0.4900000000000003,-0.002056357987469892,0.4900000000000003,-0.004317290590382716,0.4900000000000003,-0.007699763163025564,0.4900000000000003,-0.01115998397320805,0.4900000000000003,-0.0137495609056279,0.4900000000000003,-0.01576401845820269,0.4900000000000003,-0.01737785470733083,0.4900000000000003,-0.01870097694231182,0.4900000000000003,-0.01980618023401243
0.5000000000000002,0.05594081372780113,0.5000000000000002,0.02753568274660556,0.5000000000000002,0.01419591944640008,0.5000000000000002,0.00672379244900545,0.5000000000000002,-0.0005070874450581186,0.5000000000000002,-0.00551730474229789,0.5000000000000002,-0.009208986999442448,0.5000000000000002,-0.01205124103506872,0.5000000000000002,-0.01431265049186969,0.5000000000000002,-0.01769585856707878,0.5000000000000002,-0.02115657203059879,0.5000000000000002,-0.02374653459635295,0.5000000000000002,-0.02576130133890731,0.5000000000000002,-0.02737539057970678,0.5000000000000002,-0.02869872341764163,0.5000000000000002,-0.02980410461645061
0.5100000000000002,0.04596361499493118,0.5100000000000002,0.01755131214123018,0.5100000000000002,0.004207759401604227,0.5100000000000002,-0.003266761745696511,0.5100000000000002,-0.01049894653119554,0.5100000000000002,-0.01551018172032614,0.5100000000000002,-0.0192026700415272,0.5100000000000002,-0.02204557413782465,0.5100000000000002,-0.02430751704804984,0.5100000000000002,-0.0276915455361546,0.5100000000000002,-0.03115280770639567,0.5100000000000002,-0.03374319878189419,0.5100000000000002,-0.03575830849139261,0.5100000000000002,-0.03737267797862448,0.5100000000000002,-0.03869624385142723,0.5100000000000002,-0.03980182172843028
0.5200000000000002,0.03598976220801675,0.5200000000000002,0.007568863830970329,0.5200000000000002,-0.005779055971964264,0.5200000000000002,-0.01325628555915781,0.5200000000000002,-0.02048994533760645,0.5200000000000002,-0.02550232264086955,0.5200000000000002,-0.02919571111601693,0.5200000000000002,-0.03203933874488041,0.5200000000000002,-0.0343018739379109,0.5200000000000002,-0.03768681093862702,0.5200000000000002,-0.04114868011560385,0.5200000000000002,-0.04373954418790416,0.5200000000000002,-0.04575503184827734,0.5200000000000002,-0.04736970977263444,0.5200000000000002,-0.04869353185795328,0.5200000000000002,-0.0497993257916603
0.5300000000000002,0.0260194478723007,0.5300000000000002,-0.002411587638462498,0.5300000000000002,-0.01576447752784249,0.5300000000000002,-0.02324474106984731,0.5300000000000002,-0.03048005398858417,0.5300000000000002,-0.0354937029335084,0.5300000000000002,-0.03918808939652807,0.5300000000000002,-0.04203251680637959,0.5300000000000002,-0.04429570524924153,0.5300000000000002,-0.04768164193194435,0.5300000000000002,-0.05114417860908083,0.5300000000000002,-0.05373556173658994,0.5300000000000002,-0.05575146350909732,0.5300000000000002,-0.05736647897433594,0.5300000000000002,-0.05869058117753845,0.5300000000000002,-0.05979661113942891
0.5400000000000003,0.01605283370479937,0.5400000000000003,-0.01238997523488705,0.5400000000000003,-0.02574845842382711,0.5400000000000003,-0.03323209122834891,0.5400000000000003,-0.04046924318828793,0.5400000000000003,-0.04548429843850932,0.5400000000000003,-0.04917978436151538,0.5400000000000003,-0.05202509050708209,0.5400000000000003,-0.05428899525566883,0.5400000000000003,-0.05767602579808068,0.5400000000000003,-0.06113929263928175,0.5400000000000003,-0.06373124243419814,0.5400000000000003,-0.06574759564400889,0.5400000000000003,-0.06736297865658464,0.5400000000000003,-0.06868738560260662,0.5400000000000003,-0.06979367215062221
0.5500000000000003,0.006090053064852996,0.5500000000000003,-0.0223662371742156,0.5500000000000003,-0.03573095319660957,0.5500000000000003,-0.04321829947873868,0.5500000000000003,-0.05045748397713107,0.5500000000000003,-0.05547408524052416,0.5500000000000003,-0.05917077567594797,0.5500000000000003,-0.06201704217959636,0.5500000000000003,-0.06428172835160778,0.5500000000000003,-0.06766994990539332,0.5500000000000003,-0.07113401173291872,0.5500000000000003,-0.07372657735088517,0.5500000000000003,-0.07574342047869376,0.5500000000000003,-0.07735920194099377,0.5500000000000003,-0.07868393896887232,0.5500000000000003,-0.07979050324292525
0.5600000000000003,-0.003868784857824825,0.5600000000000003,-0.03234031515509717,0.5600000000000003,-0.04571191730213919,0.5600000000000003,-0.05320332971393715,0.5600000000000003,-0.06044474774696457,0.5600000000000003,-0.06546303971067557,0.5600000000000003,-0.06916104324583766,0.5600000000000003,-0.07200835436442737,0.5600000000000003,-0.07427388911426819,0.5600000000000003,-0.0776634017697399,0.5600000000000003,-0.08112832554612454,0.5600000000000003,-0.08372155767095701,0.5600000000000003,-0.08573893034043573,0.5600000000000003,-0.08735514204049172,0.5600000000000003,-0.08868023519482499,0.5600000000000003,-0.08978709890966419
0.5700000000000003,-0.01382359010744705,0.5700000000000003,-0.042312153243665,0.5700000000000003,-0.05569130708220205,0.5700000000000003,-0.06318714649914392,0.5700000000000003,-0.07043100645423095,0.5700000000000003,-0.07545113870271597,0.5700000000000003,-0.07915056739737814,0.5700000000000003,-0.08199900997369969,0.5700000000000003,-0.0842654624538704,0.5700000000000003,-0.08765636918270786,0.5700000000000003,-0.09112222397437836,0.5700000000000003,-0.09371617478908711,0.5700000000000003,-0.09573411774370605,0.5700000000000003,-0.09735079233637006,0.5700000000000003,-0.09867626835182847,0.5700000000000003,-0.09978345378408365
0.5800000000000003,-0.02377428716679975,0.5800000000000003,-0.05228169740962341,0.5800000000000003,-0.06566908006541861,0.5800000000000003,-0.07316971547871953,0.5800000000000003,-0.08041623296123301,0.5800000000000003,-0.08543835984471498,0.5800000000000003,-0.08913932913066142,0.5800000000000003,-0.0919889925151654,0.5800000000000003,-0.09425643381386722,0.5800000000000003,-0.09764884037632815,0.5800000000000003,-0.10111569729123,0.5800000000000003,-0.1037104204301245,0.5800000000000003,-0.1057289754955517,0.5800000000000003,-0.1073461464723587,0.5800000000000003,-0.1086720327490359,0.5800000000000003,-0.109779562716722
0.5900000000000003,-0.03372081092920665,0.5900000000000003,-0.06224889561534286,0.5900000000000003,-0.07564519549102389,0.5900000000000003,-0.08315100388212648,0.5900000000000003,-0.09040040143986394,0.5900000000000003,-0.09542468187321923,0.5900000000000003,-0.09912731040385109,0.5900000000000003,-0.101978286338864,0.5900000000000003,-0.1042467893885088,0.5900000000000003,-0.1076408041985986,0.5900000000000003,-0.1111087362945214,0.5900000000000003,-0.1137042867742717,0.5900000000000003,-0.1157234968049681,0.5900000000000003,-0.1173411984516787,0.5900000000000003,-0.1186675230205899,0.5900000000000003,-0.1197754208545651
0.6000000000000003,-0.04366310376513216,0.6000000000000003,-0.07221369830976998,0.6000000000000003,-0.08561961494718229,0.6000000000000003,-0.09313098105629303,0.6000000000000003,-0.1003834877835729,0.6000000000000003,-0.10541008496728,0.6000000000000003,-0.1091144944129927,0.6000000000000003,-0.1119668768772458,0.6000000000000003,-0.1142365163327461,0.6000000000000003,-0.117632250280552,0.6000000000000003,-0.1211013324442686,0.6000000000000003,-0.1236977665743063,0.6000000000000003,-0.1257176753847448,0.6000000000000003,-0.1273359427270066,0.6000000000000003,-0.1286627342061563,0.6000000000000003,-0.1297710237138896
0.6100000000000003,-0.05360111374870713,0.6100000000000003,-0.08217605916867288,0.6100000000000003,-0.09559230303230459,0.6100000000000003,-0.10310961896846,0.6100000000000003,-0.1103654699873393,0.6100000000000003,-0.11539455105151,0.6100000000000003,-0.1191008658428658,0.6100000000000003,-0.1219547508584322,0.6100000000000003,-0.1242256029472376,0.6100000000000003,-0.127623169181836,0.6100000000000003,-0.1310934779817681,0.6100000000000003,-0.1336908532561519,0.6100000000000003,-0.1357115055383646,0.6100000000000003,-0.1373303742769006,0.6100000000000003,-0.1386576618190735,0.6100000000000003,-0.1397663672417245
0.6200000000000003,-0.06353479392275363,0.6200000000000003,-0.09213593593794212,0.6200000000000003,-0.1055632279699801,0.6200000000000003,-0.1130868926409317,0.6200000000000003,-0.1203463284690355,0.6200000000000003,-0.1253780640484959,0.6200000000000003,-0.1290864110734719,0.6200000000000003,-0.1319418964801707,0.6200000000000003,-0.1342140388281683,0.6200000000000003,-0.1376135525072708,0.6200000000000003,-0.1410851660239577,0.6200000000000003,-0.1436835409979257,0.6200000000000003,-0.1457049822278852,0.6200000000000003,-0.14732448866521,0.6200000000000003,-0.1486523018991061,0.6200000000000003,-0.149761447863263
0.6300000000000003,-0.07346410237646606,0.6300000000000003,-0.1020932912649678,0.6300000000000003,-0.1155323621306729,0.6300000000000003,-0.1230627804947662,0.6300000000000003,-0.1303260463173679,0.6300000000000003,-0.1353606100700889,0.6300000000000003,-0.1390711183344343,0.6300000000000003,-0.1419283035385058,0.6300000000000003,-0.144201814977049,0.6300000000000003,-0.1476033929910565,0.6300000000000003,-0.1510763906306481,0.6300000000000003,-0.1536758247856569,0.6300000000000003,-0.1556981011213696,0.6300000000000003,-0.1573182820822628,0.6300000000000003,-0.1586466510488017,0.6300000000000003,-0.1597562625143565
0.6400000000000003,-0.08338900287438566,0.6400000000000003,-0.1120480934353305,0.6400000000000003,-0.1254996824331199,0.6400000000000003,-0.1330372645921455,0.6400000000000003,-0.1403046094608191,0.6400000000000003,-0.1453421775444326,0.6400000000000003,-0.1490549778054051,0.6400000000000003,-0.1519139635100016,0.6400000000000003,-0.1541889238698758,0.6400000000000003,-0.1575926845485794,0.6400000000000003,-0.161067146844806,0.6400000000000003,-0.1636677004459565,0.6400000000000003,-0.1656908586202278,0.6400000000000003,-0.1673117513682919,0.6400000000000003,-0.1686407064539091,0.6400000000000003,-0.1697508086595749
0.6500000000000004,-0.0933094657878687,0.6500000000000004,-0.1220003169623489,0.6500000000000004,-0.1354651706143778,0.6500000000000004,-0.1430103307767923,0.6500000000000004,-0.1502820067589042,0.6500000000000004,-0.1553227572806365,0.6500000000000004,-0.1590379816646435,0.6500000000000004,-0.161898869589793,0.6500000000000004,-0.1641753594878534,0.6500000000000004,-0.1675814222978053,0.6500000000000004,-0.1710574307077459,0.6500000000000004,-0.1736591646574163,0.6500000000000004,-0.1756832518680836,0.6500000000000004,-0.1773048940205317,0.6500000000000004,-0.1786344658892115,0.6500000000000004,-0.1797450842970831
0.6600000000000004,-0.1032254691202229,0.6600000000000004,-0.1319499430027289,0.6600000000000004,-0.1454288133694659,0.6600000000000004,-0.1529819687185335,0.6600000000000004,-0.1602582300216052,0.6600000000000004,-0.1653023424765187,0.6600000000000004,-0.1690201240906806,0.6600000000000004,-0.1718830166898396,0.6600000000000004,-0.1741611173136542,0.6600000000000004,-0.1775696025536643,0.6600000000000004,-0.1810472392521988,0.6600000000000004,-0.1836502149432847,0.6600000000000004,-0.1856752787434656,0.6600000000000004,-0.1872977081861058,0.6600000000000004,-0.1886279277116595,0.6600000000000004,-0.189739087952055
0.6700000000000004,-0.1131369994677709,0.6700000000000004,-0.1418969595914368,0.6700000000000004,-0.155390602369753,0.6700000000000004,-0.1629521718724891,0.6700000000000004,-0.1702332739657457,0.6700000000000004,-0.1752809286768249,0.6700000000000004,-0.179001401223444,0.6700000000000004,-0.1818664014030181,0.6700000000000004,-0.1841461942982616,0.6700000000000004,-0.1875572227994795,0.6700000000000004,-0.1910365704767042,0.6700000000000004,-0.1936408496484412,0.6700000000000004,-0.1956669378389816,0.6700000000000004,-0.1972901926430409,0.6700000000000004,-0.1986210908429609,0.6700000000000004,-0.1997328186606194
0.6800000000000004,-0.1230440528102339,0.6800000000000004,-0.1518413617033162,0.6800000000000004,-0.1653505341744796,0.6800000000000004,-0.1729209373656774,0.6800000000000004,-0.1802071361185089,0.6800000000000004,-0.1852585136903074,0.6800000000000004,-0.1889818110919456,0.6800000000000004,-0.1918490219391734,0.6800000000000004,-0.194130588803722,0.6800000000000004,-0.1975442816397484,0.6800000000000004,-0.2010254233049152,0.6800000000000004,-0.2036310679037635,0.6800000000000004,-0.2056582284296588,0.6800000000000004,-0.2072823467718319,0.6800000000000004,-0.20861395474378,0.6800000000000004,-0.2097262759462376
0.6900000000000004,-0.1329466350689475,0.6900000000000004,-0.1617831511584222,0.6900000000000004,-0.1753086100525382,0.6900000000000004,-0.1828882658248671,0.6900000000000004,-0.1901798166786728,0.6900000000000004,-0.1952350974742361,0.6900000000000004,-0.1989613535156612,0.6900000000000004,-0.2018308780392276,0.6900000000000004,-0.2041143005271647,0.6900000000000004,-0.2075307787385197,0.6900000000000004,-0.2110137975333589,0.6900000000000004,-0.213620869580874,0.6900000000000004,-0.2156491504330958,0.6900000000000004,-0.2172741705198536,0.6900000000000004,-0.2186065193816112,0.6900000000000004,-0.2197194597904504
0.7000000000000004,-0.142844762407621,0.7000000000000004,-0.1717223363935865,0.7000000000000004,-0.1852648357325584,0.7000000000000004,-0.1928541611593073,0.7000000000000004,-0.2001513183459147,0.7000000000000004,-0.2052106819945278,0.7000000000000004,-0.2089400299864211,0.7000000000000004,-0.2118119708731405,0.7000000000000004,-0.2140973304110682,0.7000000000000004,-0.2175167147472709,0.7000000000000004,-0.2210016937708567,0.7000000000000004,-0.2236102552400266,0.7000000000000004,-0.2256397043637739,0.7000000000000004,-0.2272656643607227,0.7000000000000004,-0.2285987851942038,0.7000000000000004,-0.2297123705996232
0.7100000000000004,-0.152738461277259,0.7100000000000004,-0.1816589321251733,0.7100000000000004,-0.1952192210989712,0.7100000000000004,-0.2028186303111805,0.7100000000000004,-0.2101216461276769,0.7100000000000004,-0.215185271069027,0.7100000000000004,-0.2189178435369202,0.7100000000000004,-0.2217923029268854,0.7100000000000004,-0.224079680544311,0.7100000000000004,-0.227502091225844,0.7100000000000004,-0.2309891133725226,0.7100000000000004,-0.2335992260735514,0.7100000000000004,-0.2356298912836526,0.7100000000000004,-0.2372568292504657,0.7100000000000004,-0.2385907530501849,0.7100000000000004,-0.2397050091692394
0.7200000000000004,-0.1626277682252769,0.7200000000000004,-0.1915929589282392,0.7200000000000004,-0.2051717798504911,0.7200000000000004,-0.2127816829853314,0.7200000000000004,-0.2200908071320911,0.7200000000000004,-0.2251588702005531,0.7200000000000004,-0.2288947986013304,0.7200000000000004,-0.2317718778830434,0.7200000000000004,-0.2340613540578739,0.7200000000000004,-0.2374869105594481,0.7200000000000004,-0.2409760583707879,0.7200000000000004,-0.2435877838469542,0.7200000000000004,-0.2456197127508212,0.7200000000000004,-0.2472476665820539,0.7200000000000004,-0.2485824242082948,0.7200000000000004,-0.2496973766469468
0.7300000000000004,-0.1725127295001321,0.7300000000000004,-0.2015244427560359,0.7300000000000004,-0.2151225291356552,0.7300000000000004,-0.2227433313682716,0.7300000000000004,-0.2300588103542209,0.7300000000000004,-0.2351314864053704,0.7300000000000004,-0.2388709008725373,0.7300000000000004,-0.2417507004988289,0.7300000000000004,-0.2440423550185283,0.7300000000000004,-0.2474711758743239,0.7300000000000004,-0.2509625314055396,0.7300000000000004,-0.2535759308393994,0.7300000000000004,-0.2556091707677247,0.7300000000000004,-0.2572381781396137,0.7300000000000004,-0.2585738002763673,0.7300000000000004,-0.2596894744954218
0.7400000000000004,-0.1823934004884865,0.7400000000000004,-0.2114534144215321,0.7400000000000004,-0.2250714891780072,0.7400000000000004,-0.2327035898448923,0.7400000000000004,-0.2400256664616794,0.7400000000000004,-0.2451031280417418,0.7400000000000004,-0.2488461571598068,0.7400000000000004,-0.2517287764847005,0.7400000000000004,-0.2540226883232007,0.7400000000000004,-0.2574548909541032,0.7400000000000004,-0.2609485356550423,0.7400000000000004,-0.2635636697849769,0.7400000000000004,-0.2655982677301346,0.7400000000000004,-0.2672283660533508,0.7400000000000004,-0.2685648831709829,0.7400000000000004,-0.2696813044558993
0.7500000000000004,-0.1922698450234858,0.7500000000000004,-0.2213799090598602,0.7500000000000004,-0.2350186829014359,0.7500000000000004,-0.2426624747196703,0.7500000000000004,-0.2499913875844684,0.7500000000000004,-0.2550738046422913,0.7500000000000004,-0.2588205752498726,0.7500000000000004,-0.2617061123860552,0.7500000000000004,-0.2640023595961234,0.7500000000000004,-0.2674380601585476,0.7500000000000004,-0.2709340747689438,0.7500000000000004,-0.2735510038158233,0.7500000000000004,-0.2755870063777959,0.7500000000000004,-0.2772182327560156,0.7500000000000004,-0.2785556750785442,0.7500000000000004,-0.2796728685129564
0.7600000000000005,-0.2021421346014696,0.7600000000000005,-0.2313039655875698,0.7600000000000005,-0.2449641355640442,0.7600000000000005,-0.2526200039477385,0.7600000000000005,-0.2599559871128091,0.7600000000000005,-0.2650435267530467,0.7600000000000005,-0.268794163773745,0.7600000000000005,-0.2716827154699217,0.7600000000000005,-0.2739813750904198,0.7600000000000005,-0.2774206883458559,0.7600000000000005,-0.280919152804368,0.7600000000000005,-0.2835379364079356,0.7600000000000005,-0.2855753897474592,0.7600000000000005,-0.2872077809414688,0.7600000000000005,-0.288546178418246,0.7600000000000005,-0.2896641688610692
0.7700000000000005,-0.212010347541244,0.7700000000000005,-0.2412256261715571,0.7700000000000005,-0.2549078744070233,0.7700000000000005,-0.2625761968797241,0.7700000000000005,-0.2699194795057401,0.7700000000000005,-0.2750123057812532,0.7700000000000005,-0.2787669320808949,0.7700000000000005,-0.2816585936180034,0.7700000000000005,-0.2839597415952603,0.7700000000000005,-0.2874027807994726,0.7700000000000005,-0.2909037741657662,0.7700000000000005,-0.2935244713302353,0.7700000000000005,-0.2955634211287554,0.7700000000000005,-0.2971970135258151,0.7700000000000005,-0.2985363958073555,0.7700000000000005,-0.2996552078732582
0.7800000000000005,-0.2218745681158524,0.7800000000000005,-0.2511449357177916,0.7800000000000005,-0.2648499283233323,0.7800000000000005,-0.2725310740232152,0.7800000000000005,-0.2798818801124056,0.7800000000000005,-0.2849801538534137,0.7800000000000005,-0.2887388901219721,0.7800000000000005,-0.2916337552270361,0.7800000000000005,-0.2939374663494084,0.7800000000000005,-0.2973843431599594,0.7800000000000005,-0.3008879435490339,0.7800000000000005,-0.3035106125972746,0.7800000000000005,-0.3055511040232639,0.7800000000000005,-0.3071859336113474,0.7800000000000005,-0.3085263300290187,0.7800000000000005,-0.3096459880720248
