nch18_gm_Id (ll=2e-07) X,nch18_gm_Id (ll=2e-07) Y,nch18_gm_Id (ll=3e-07) X,nch18_gm_Id (ll=3e-07) Y,nch18_gm_Id (ll=4e-07) X,nch18_gm_Id (ll=4e-07) Y,nch18_gm_Id (ll=5e-07) X,nch18_gm_Id (ll=5e-07) Y,nch18_gm_Id (ll=6e-07) X,nch18_gm_Id (ll=6e-07) Y,nch18_gm_Id (ll=7e-07) X,nch18_gm_Id (ll=7e-07) Y,nch18_gm_Id (ll=8e-07) X,nch18_gm_Id (ll=8e-07) Y,nch18_gm_Id (ll=9e-07) X,nch18_gm_Id (ll=9e-07) Y,nch18_gm_Id (ll=1e-06) X,nch18_gm_Id (ll=1e-06) Y,nch18_gm_Id (ll=1.2e-06) X,nch18_gm_Id (ll=1.2e-06) Y,nch18_gm_Id (ll=1.4e-06) X,nch18_gm_Id (ll=1.4e-06) Y,nch18_gm_Id (ll=1.6e-06) X,nch18_gm_Id (ll=1.6e-06) Y,nch18_gm_Id (ll=1.8e-06) X,nch18_gm_Id (ll=1.8e-06) Y,nch18_gm_Id (ll=2e-06) X,nch18_gm_Id (ll=2e-06) Y,nch18_gm_Id (ll=2.2e-06) X,nch18_gm_Id (ll=2.2e-06) Y,nch18_gm_Id (ll=2.4e-06) X,nch18_gm_Id (ll=2.4e-06) Y
0.14,28.30086889036163,0.14,28.10579223025868,0.14,28.01152297592346,0.14,27.95296217384394,0.14,27.74804270720932,0.14,27.60509646583898,0.14,27.49881665490543,0.14,27.41614172269279,0.14,27.34962731780559,0.14,27.24842004638803,0.14,26.86923610108649,0.14,26.59303214280381,0.14,26.38251712427721,0.14,26.21652617980523,0.14,26.08214126204391,0.14,25.9710236605989
0.15,28.26488901154021,0.15,28.06852234744759,0.15,27.97108977810519,0.15,27.90960405020499,0.15,27.70159844341643,0.15,27.55596056696922,0.15,27.44730068059831,0.15,27.36249721540075,0.15,27.29406168731239,0.15,27.18950878474969,0.15,26.80951909659504,0.15,26.53248157434333,0.15,26.32115910771543,0.15,26.15440671210053,0.15,26.01931219672954,0.15,25.90753669659499
0.16,28.22536346533511,0.16,28.02754793753789,0.16,27.92648635995567,0.16,27.86164605731823,0.16,27.65013463170564,0.16,27.50144402850433,0.16,27.39008854170207,0.16,27.30287734652087,0.16,27.2322711237745,0.16,27.1239434805383,0.16,26.74320802561975,0.16,26.46535781541129,0.16,26.25322904409363,0.16,26.08570602651156,0.16,25.94988734987337,0.16,25.83743669560669
0.17,28.18173336534906,0.17,27.98229786181274,0.17,27.87708149657212,0.17,27.80840229764025,0.17,27.59292144761335,0.17,27.44078051960715,0.17,27.32638310689153,0.17,27.23645865332378,0.17,27.16340940352804,0.17,27.05084059049404,0.17,26.66946590815597,0.17,26.39085702646592,0.17,26.17794824448657,0.17,26.00966542088936,0.17,25.87312445388045,0.17,25.7599952586754
0.18,28.13335884740307,0.18,27.93212138475201,0.18,27.82215970853349,0.18,27.74909879724598,0.18,27.52914060222199,0.18,27.37311548166116,0.18,27.25529969344372,0.18,27.16233110431415,0.18,27.08654492885317,0.18,26.96923397381478,0.18,26.5873862375238,0.18,26.30811574676057,0.18,26.0944863200996,0.18,25.92548106173346,0.18,25.78824169808604,0.18,25.67444928887087
0.19,28.0795101032405,0.19,27.87628029464733,0.19,27.76091422494433,0.19,27.68286742083838,0.19,27.45788098937392,0.19,27.29750341944997,0.19,27.17586491464897,0.19,27.07949841691763,0.19,27.00066243320122,0.19,26.87807914101475,0.19,26.4959996394673,0.19,26.21621942619897,0.19,26.00197123441339,0.19,25.83231530671472,0.19,25.69443013472189,0.19,25.58001433543761
0.2,28.01935848388179,0.2,27.81394146869013,0.2,27.69244096478712,0.2,27.60874137302797,0.2,27.37813658518492,0.2,27.21290803102755,0.2,27.08701888500477,0.2,26.98688219450542,0.2,26.90466891770436,0.2,26.77626243423267,0.2,26.39428555284878,0.2,26.11421604612909,0.2,25.89950449182851,0.2,25.72931319502581,0.2,25.59087127099613,0.2,25.47590313196364
0.21,27.95196815789362,0.21,27.74417045732655,0.21,27.61573428828851,0.21,27.52565319727594,0.21,27.28880764450954,0.21,27.11820631985994,0.21,26.98762199863697,0.21,26.8833311485161,0.21,26.79740511773977,0.21,26.66261646445438,0.21,26.28119007980058,0.21,26.00113583174643,0.21,25.78618233981296,0.21,25.61562487024602,0.21,25.47676050967626,0.21,25.36134989669275
0.2200000000000001,27.87628900140158,0.2200000000000001,27.66592686195501,0.2200000000000001,27.52968549243744,0.2200000000000001,27.43243641780692,0.2200000000000001,27.18870645719773,0.2200000000000001,27.01219802440867,0.2200000000000001,26.87646765385124,0.2200000000000001,26.76763678960383,0.2200000000000001,26.67766387375171,0.2200000000000001,26.53594311538362,0.2200000000000001,26.15565103817471,0.2200000000000001,25.87601786200685,0.2200000000000001,25.66112359450254,0.2200000000000001,25.49043437142254,0.2200000000000001,25.35133671616301,0.2200000000000001,25.23564052859343
0.2300000000000001,27.79115162713655,0.2300000000000001,27.57806251053687,0.2300000000000001,27.43308526491198,0.2300000000000001,27.32783220237993,0.2300000000000001,27.07656911244282,0.2300000000000001,26.89362182642963,0.2300000000000001,26.75230235575735,0.2300000000000001,26.63855695912545,0.2300000000000001,26.54421669383745,0.2300000000000001,26.39504518720537,0.2300000000000001,26.01663088676532,0.2300000000000001,25.73794391689331,0.2300000000000001,25.52350414483005,0.2300000000000001,25.35299459540425,0.2300000000000001,25.21391748828542,0.2300000000000001,25.0981480690952
