pch18_Cgd_Cgg (ll=2e-07) X,pch18_Cgd_Cgg (ll=2e-07) Y,pch18_Cgd_Cgg (ll=3e-07) X,pch18_Cgd_Cgg (ll=3e-07) Y,pch18_Cgd_Cgg (ll=4e-07) X,pch18_Cgd_Cgg (ll=4e-07) Y,pch18_Cgd_Cgg (ll=5e-07) X,pch18_Cgd_Cgg (ll=5e-07) Y,pch18_Cgd_Cgg (ll=6e-07) X,pch18_Cgd_Cgg (ll=6e-07) Y,pch18_Cgd_Cgg (ll=7e-07) X,pch18_Cgd_Cgg (ll=7e-07) Y,pch18_Cgd_Cgg (ll=8e-07) X,pch18_Cgd_Cgg (ll=8e-07) Y,pch18_Cgd_Cgg (ll=9e-07) X,pch18_Cgd_Cgg (ll=9e-07) Y,pch18_Cgd_Cgg (ll=1e-06) X,pch18_Cgd_Cgg (ll=1e-06) Y,pch18_Cgd_Cgg (ll=1.2e-06) X,pch18_Cgd_Cgg (ll=1.2e-06) Y,pch18_Cgd_Cgg (ll=1.4e-06) X,pch18_Cgd_Cgg (ll=1.4e-06) Y,pch18_Cgd_Cgg (ll=1.6e-06) X,pch18_Cgd_Cgg (ll=1.6e-06) Y,pch18_Cgd_Cgg (ll=1.8e-06) X,pch18_Cgd_Cgg (ll=1.8e-06) Y,pch18_Cgd_Cgg (ll=2e-06) X,pch18_Cgd_Cgg (ll=2e-06) Y,pch18_Cgd_Cgg (ll=2.2e-06) X,pch18_Cgd_Cgg (ll=2.2e-06) Y,pch18_Cgd_Cgg (ll=2.4e-06) X,pch18_Cgd_Cgg (ll=2.4e-06) Y
0.3200000000000001,-0.3078095341152434,0.3200000000000001,-0.2547534347547799,0.3200000000000001,-0.216963142809733,0.3200000000000001,-0.1888323667796369,0.3200000000000001,-0.1667338240452566,0.3200000000000001,-0.1491654193611465,0.3200000000000001,-0.1348900250932202,0.3200000000000001,-0.1230748200407374,0.3200000000000001,-0.1131418386948089,0.3200000000000001,-0.09738478440149051,0.3200000000000001,-0.08540206280339516,0.3200000000000001,-0.07602786797586029,0.3200000000000001,-0.06849877232444689,0.3200000000000001,-0.06232127892577219,0.3200000000000001,-0.05716275529944964,0.3200000000000001,-0.0527910715152741
0.3300000000000001,-0.3084041728512431,0.3300000000000001,-0.2550015301567981,0.3300000000000001,-0.2169028754578002,0.3300000000000001,-0.1885609052976872,0.3300000000000001,-0.1661983852803695,0.3300000000000001,-0.1484502024073669,0.3300000000000001,-0.1340561893400108,0.3300000000000001,-0.1221651520534404,0.3300000000000001,-0.1121859882350996,0.3300000000000001,-0.09639193588836158,0.3300000000000001,-0.08438740888763258,0.3300000000000001,-0.07502118969814102,0.3300000000000001,-0.06751537652885667,0.3300000000000001,-0.06136867771743867,0.3300000000000001,-0.05624418456691994,0.3300000000000001,-0.05190739800337717
0.3400000000000001,-0.3089183408907571,0.3400000000000001,-0.2550463815446066,0.3400000000000001,-0.216550862953628,0.3400000000000001,-0.1879491504867151,0.3400000000000001,-0.165275990846678,0.3400000000000001,-0.1473276048277189,0.3400000000000001,-0.1328101542158875,0.3400000000000001,-0.1208474317222345,0.3400000000000001,-0.1108312265613962,0.3400000000000001,-0.09502497976934639,0.3400000000000001,-0.08302293937970207,0.3400000000000001,-0.07368942804825195,0.3400000000000001,-0.06623011837480774,0.3400000000000001,-0.0601353259433654,0.3400000000000001,-0.0550638076856008,0.3400000000000001,-0.05077884238342695
0.3500000000000001,-0.3093233213421739,0.3500000000000001,-0.2548276267753737,0.3500000000000001,-0.2158307974137081,0.3500000000000001,-0.1869166788748802,0.3500000000000001,-0.1638904848046724,0.3500000000000001,-0.1457298112368615,0.3500000000000001,-0.1310932391710653,0.3500000000000001,-0.1190715921089508,0.3500000000000001,-0.1090351395075651,0.3500000000000001,-0.09325377959621943,0.3500000000000001,-0.08128923180154968,0.3500000000000001,-0.07202091631099031,0.3500000000000001,-0.06463694162335085,0.3500000000000001,-0.05861925105653987,0.3500000000000001,-0.05362264722304834,0.3500000000000001,-0.0494086390419364
0.3600000000000002,-0.3095835193816857,0.3600000000000002,-0.254275677315527,0.3600000000000002,-0.2146610571768498,0.3600000000000002,-0.1853830225945228,0.3600000000000002,-0.161973990589815,0.3600000000000002,-0.1436034499276898,0.3600000000000002,-0.1288653563229179,0.3600000000000002,-0.1168087844818225,0.3600000000000002,-0.1067780831733536,0.3600000000000002,-0.09107210524683523,0.3600000000000002,-0.07919104471720155,0.3600000000000002,-0.07002749377825288,0.3600000000000002,-0.06275222250350518,0.3600000000000002,-0.0568397067187295,0.3600000000000002,-0.05194173962361356,0.3600000000000002,-0.0478188760810459
0.3700000000000002,-0.3096560774684444,0.3700000000000002,-0.2533148185790849,0.3700000000000002,-0.2129620444208701,0.3700000000000002,-0.1832776926927262,0.3700000000000002,-0.1594784224065095,0.3700000000000002,-0.1409209206223522,0.3700000000000002,-0.1261153923326442,0.3700000000000002,-0.1140605505703162,0.3700000000000002,-0.1040711229558791,0.3700000000000002,-0.08850338692881561,0.3700000000000002,-0.07676100123169308,0.3700000000000002,-0.06774663797182626,0.3700000000000002,-0.06061576659441913,0.3700000000000002,-0.05483734305645916,0.3700000000000002,-0.0500617029792971,0.3700000000000002,-0.04604962290938384
0.3800000000000002,-0.3094912158755418,0.3800000000000002,-0.251868849034207,0.3800000000000002,-0.21066644083781,0.3800000000000002,-0.1805523969073966,0.3800000000000002,-0.1563871367886858,0.3800000000000002,-0.13769007063039,0.3800000000000002,-0.1228686378401489,0.3800000000000002,-0.1108641782707757,0.3800000000000002,-0.1009596199625682,0.3800000000000002,-0.08560166424208816,0.3800000000000002,-0.07405835456088664,0.3800000000000002,-0.0652388596977314,0.3800000000000002,-0.05828736259362123,0.3800000000000002,-0.05267025805518177,0.3800000000000002,-0.0480385035331926,0.3800000000000002,-0.0441545523645849
0.3900000000000002,-0.3090336671459965,0.3900000000000002,-0.2498692827977174,0.3900000000000002,-0.207731087920735,0.3900000000000002,-0.1771930494533171,0.3900000000000002,-0.1527235999318324,0.3900000000000002,-0.1339591273319592,0.3900000000000002,-0.1191885521139546,0.3900000000000002,-0.1072920185462436,0.3900000000000002,-0.0975207313131176,0.3900000000000002,-0.08244682164064132,0.3900000000000002,-0.07116268037676268,0.3900000000000002,-0.06258071500832876,0.3900000000000002,-0.05583957935772932,0.3900000000000002,-0.05040682845249888,0.3900000000000002,-0.04593645094289731,0.3900000000000002,-0.04219416558101775
0.4000000000000002,-0.3082255298832416,0.4000000000000002,-0.2472653353746023,0.4000000000000002,-0.2041480420445663,0.4000000000000002,-0.1732282932763963,0.4000000000000002,-0.1485540657874309,0.4000000000000002,-0.1298147429869151,0.4000000000000002,-0.115171632937531,0.4000000000000002,-0.1034443175968669,0.4000000000000002,-0.09385499764296644,0.4000000000000002,-0.07913510229782048,0.4000000000000002,-0.06816406622861952,0.4000000000000002,-0.05985527374673547,0.4000000000000002,-0.05334874448130379,0.4000000000000002,-0.04811726498540844,0.4000000000000002,-0.04382032540082028,0.4000000000000002,-0.04022845674127247
0.4100000000000002,-0.3070106815267708,0.4100000000000002,-0.2440339886949385,0.4100000000000002,-0.1999517784870179,0.4100000000000002,-0.1687315589586562,0.4100000000000002,-0.1439827620602271,0.4100000000000002,-0.1253730854832874,0.4100000000000002,-0.1109363862899083,0.4100000000000002,-0.09943726247273368,0.4100000000000002,-0.09007415230384522,0.4100000000000002,-0.0757674155411006,0.4100000000000002,-0.06515240622757419,0.4100000000000002,-0.0571425396161831,0.4100000000000002,-0.05088641501507109,0.4100000000000002,-0.0458660041743713,0.4100000000000002,-0.04174855922359454,0.4100000000000002,-0.0383107677582377
0.4200000000000002,-0.3053405418934025,0.4200000000000002,-0.2401878073186068,0.4200000000000002,-0.1952200663104074,0.4200000000000002,-0.1638153677012303,0.4200000000000002,-0.1391404294536963,0.4200000000000002,-0.1207661558887995,0.4200000000000002,-0.1066092505207142,0.4200000000000002,-0.09538935871949093,0.4200000000000002,-0.08628830434496219,0.4200000000000002,-0.07243835355119067,0.4200000000000002,-0.06220830974089767,0.4200000000000002,-0.05451192191394458,0.4200000000000002,-0.04851308850798806,0.4200000000000002,-0.04370639589129993,0.4200000000000002,-0.03976869836980267,0.4200000000000002,-0.0364838694204985
0.4300000000000002,-0.3031805262060083,0.4300000000000002,-0.2357782862235391,0.4300000000000002,-0.1900677090377978,0.4300000000000002,-0.1586189963113151,0.4300000000000002,-0.1341691140535576,0.4300000000000002,-0.1161268136223554,0.4300000000000002,-0.1023109358826889,0.4300000000000002,-0.09140933326780626,0.4300000000000002,-0.08259534257483896,0.4300000000000002,-0.06922809215356562,0.4300000000000002,-0.05939715163552763,0.4300000000000002,-0.0520178117434224,0.4300000000000002,-0.0462748681072426,0.4300000000000002,-0.04167815813439057,0.4300000000000002,-0.03791544057501953,0.4300000000000002,-0.03477843826033637
0.4400000000000002,-0.3005161169458657,0.4400000000000002,-0.2308934902496737,0.4400000000000002,-0.184634458759275,0.4400000000000002,-0.1532925963282271,0.4400000000000002,-0.129206909371808,0.4400000000000002,-0.1115758430944297,0.4400000000000002,-0.09814590453282965,0.4400000000000002,-0.0875876923597064,0.4400000000000002,-0.07907418215800546,0.4400000000000002,-0.06619805554769294,0.4400000000000002,-0.05676657421424708,0.4400000000000002,-0.04969823375392191,0.4400000000000002,-0.0442028511167071,0.4400000000000002,-0.03980724867737518,0.4400000000000002,-0.03621082966194488,0.4400000000000002,-0.03321346921973938
0.4500000000000002,-0.2973573112151935,0.4500000000000002,-0.2256502644110978,0.4500000000000002,-0.1790699903785368,0.4500000000000002,-0.1479815150239493,0.4500000000000002,-0.124375716984326,0.4500000000000002,-0.1072131511831658,0.4500000000000002,-0.09419625839463613,0.4500000000000002,-0.08399259299162262,0.4500000000000002,-0.07578207926249388,0.4500000000000002,-0.06339005572685487,0.4500000000000002,-0.05434684272834191,0.4500000000000002,-0.04757584688031848,0.4500000000000002,-0.04231447275168137,0.4500000000000002,-0.03810738556164416,0.4500000000000002,-0.03466585830772845,0.4500000000000002,-0.03179790579215209
0.4600000000000002,-0.2937403961718945,0.4600000000000002,-0.220182712006991,0.4600000000000002,-0.1735192408608271,0.4600000000000002,-0.1428138370222797,0.4600000000000002,-0.1197736256653004,0.4600000000000002,-0.1031136313329094,0.4600000000000002,-0.0905198990826289,0.4600000000000002,-0.08066949139338742,0.4600000000000002,-0.07275524640385871,0.4600000000000002,-0.06082794895631503,0.4600000000000002,-0.05215305608709689,0.4600000000000002,-0.04566033961280116,0.4600000000000002,-0.04061591996435118,0.4600000000000002,-0.0365824041831086,0.4600000000000002,-0.03328273557192081,0.4600000000000002,-0.03053280575924518
0.4700000000000003,-0.2897265449584538,0.4700000000000003,-0.2146293945420289,0.4700000000000003,-0.1681107187677291,0.4700000000000003,-0.1378926711994122,0.4700000000000003,-0.1154719969262904,0.4700000000000003,-0.09932702975589656,0.4700000000000003,-0.08715194772018145,0.4700000000000003,-0.07764341958835666,0.4700000000000003,-0.07001158906319703,0.4700000000000003,-0.05852069835944559,0.4700000000000003,-0.05018823302893684,0.4700000000000003,-0.04395137199735495,0.4700000000000003,-0.03910488138759069,0.4700000000000003,-0.03522881126165206,0.4700000000000003,-0.03205725677648994,0.4700000000000003,-0.02941354369618425
0.4800000000000003,-0.2853974251642554,0.4800000000000003,-0.2091216265382717,0.4800000000000003,-0.1629491057912067,0.4800000000000003,-0.1332932192801627,0.4800000000000003,-0.111516322117001,0.4800000000000003,-0.09588056336786703,0.4800000000000003,-0.08410813248987466,0.4800000000000003,-0.07492266061727351,0.4800000000000003,-0.06755443119952549,0.4800000000000003,-0.05646591016298453,0.4800000000000003,-0.04844653368338082,0.4800000000000003,-0.0424414702162764,0.4800000000000003,-0.03777314818933625,0.4800000000000003,-0.03403813258334288,0.4800000000000003,-0.03098093551065515,0.4800000000000003,-0.02843175903413366
0.4900000000000003,-0.2808486261292052,0.4900000000000003,-0.2037745310362102,0.4900000000000003,-0.1581122118625389,0.4900000000000003,-0.1290636699215074,0.4900000000000003,-0.1079295111739414,0.4900000000000003,-0.09278298798714762,0.4900000000000003,-0.08138899095429768,0.4900000000000003,-0.07250282944444379,0.4900000000000003,-0.06537638001327827,0.4900000000000003,-0.05465321573321074,0.4900000000000003,-0.04691616598699174,0.4900000000000003,-0.04111854122368975,0.4900000000000003,-0.03660881389905372,0.4900000000000003,-0.03299885926851456,0.4900000000000003,-0.03004274352696713,0.4900000000000003,-0.02757692586569583
0.5000000000000002,-0.2761820589629617,0.5000000000000002,-0.1986815785685758,0.5000000000000002,-0.1536514877969657,0.5000000000000002,-0.1252285717311988,0.5000000000000002,-0.1047163397526401,0.5000000000000002,-0.09002907469796242,0.5000000000000002,-0.07898406199559924,0.5000000000000002,-0.07037070811655016,0.5000000000000002,-0.06346281229314829,0.5000000000000002,-0.05306716306606051,0.5000000000000002,-0.04558176931243409,0.5000000000000002,-0.03996787701173883,0.5000000000000002,-0.03559799120472449,0.5000000000000002,-0.03209794211243083,0.5000000000000002,-0.02923042928633847,0.5000000000000002,-0.02683752987862008
0.5100000000000002,-0.2714985113884571,0.5100000000000002,-0.1939124980977651,0.5100000000000002,-0.1495949331298659,0.5100000000000002,-0.1217934052957863,0.5100000000000002,-0.1018680901633452,0.5100000000000002,-0.08760381090880433,0.5100000000000002,-0.0768755868007517,0.5100000000000002,-0.06850749596198297,0.5100000000000002,-0.06179474202189545,0.5100000000000002,-0.05168949831235397,0.5100000000000002,-0.04442623240542282,0.5100000000000002,-0.0389736461695536,0.5100000000000002,-0.03472606576755127,0.5100000000000002,-0.03132186665849832,0.5100000000000002,-0.0285314549088313,0.5100000000000002,-0.02620189603699425
0.5200000000000002,-0.2668913096716504,0.5200000000000002,-0.1895139073446827,0.5200000000000002,-0.1459512567026435,0.5200000000000002,-0.1187493774811422,0.5200000000000002,-0.09936678361289736,0.5200000000000002,-0.08548596814671378,0.5200000000000002,-0.07504151236383599,0.5200000000000002,-0.06689136299414142,0.5200000000000002,-0.06035101790722367,0.5200000000000002,-0.05050085168492532,0.5200000000000002,-0.04343199514487116,0.5200000000000002,-0.038119936652849,0.5200000000000002,-0.03397855611135335,0.5200000000000002,-0.03065737886258344,0.5200000000000002,-0.02793362012194097,0.5200000000000002,-0.02565873337015744
0.5300000000000002,-0.2624416704352665,0.5300000000000002,-0.1855117878065765,0.5300000000000002,-0.1427143829091115,0.5300000000000002,-0.1160778196063661,0.5300000000000002,-0.09718870926476084,0.5300000000000002,-0.08365091645983594,0.5300000000000002,-0.07345777175036143,0.5300000000000002,-0.06549933303552005,0.5300000000000002,-0.05910990674513412,0.5300000000000002,-0.04948190910677516,0.5300000000000002,-0.0425819235321229,0.5300000000000002,-0.03739143791734231,0.5300000000000002,-0.03334166334133675,0.5300000000000002,-0.03009193983409496,0.5300000000000002,-0.02742544642471807,0.5300000000000002,-0.02519746514698392
0.5400000000000003,-0.2582159365954008,0.5400000000000003,-0.1819149536076448,0.5400000000000003,-0.1398676982124737,0.5400000000000003,-0.1137538794449391,0.5400000000000003,-0.09530717170170128,0.5400000000000003,-0.08207271140770392,0.5400000000000003,-0.0720999147180723,0.5400000000000003,-0.06430859140514021,0.5400000000000003,-0.05805016589053168,0.5400000000000003,-0.04861417359912372,0.5400000000000003,-0.04185985499986351,0.5400000000000003,-0.03677385058839718,0.5400000000000003,-0.03280259035576858,0.5400000000000003,-0.02961398179647046,0.5400000000000003,-0.02699638711645442,0.5400000000000003,-0.0248084045060859
0.5500000000000003,-0.254264572432232,0.5500000000000003,-0.1787188277713315,0.5500000000000003,-0.1373877068858674,0.5500000000000003,-0.1117494165823031,0.5500000000000003,-0.09369450636018993,0.5500000000000003,-0.08072555306014742,0.5500000000000003,-0.07094420373086707,0.5500000000000003,-0.06329733416615319,0.5500000000000003,-0.05715171827193397,0.5500000000000003,-0.04788041792113258,0.5500000000000003,-0.04125090217655011,0.5500000000000003,-0.03625410034120202,0.5500000000000003,-0.03234969786712102,0.5500000000000003,-0.02921302498463627,0.5500000000000003,-0.02663691669178574,0.5500000000000003,-0.0244828239031383
0.5600000000000003,-0.2506225869124158,0.5600000000000003,-0.1759090517447477,0.5600000000000003,-0.1352469711286713,0.5600000000000003,-0.1100351433918931,0.5600000000000003,-0.09232347355941575,0.5600000000000003,-0.079584741374222,0.5600000000000003,-0.06996829659524262,0.5600000000000003,-0.06244527202708368,0.5600000000000003,-0.05639603392847199,0.5600000000000003,-0.04726491581586911,0.5600000000000003,-0.04074158770866864,0.5600000000000003,-0.03582041741270332,0.5600000000000003,-0.03197255011312217,0.5600000000000003,-0.02887970171328671,0.5600000000000003,-0.02633854055951762,0.5600000000000003,-0.02421295506507251
0.5700000000000003,-0.247310965407583,0.5700000000000003,-0.1734646527833603,0.5700000000000003,-0.1334163436254487,0.5700000000000003,-0.1085821193930991,0.5700000000000003,-0.09116815937569434,0.5700000000000003,-0.07862724941787495,0.5700000000000003,-0.06915162496081795,0.5700000000000003,-0.06173388602173728,0.5700000000000003,-0.05576630451302828,0.5700000000000003,-0.04675352151889527,0.5700000000000003,-0.04031986627970951,0.5700000000000003,-0.03546232826610782,0.5700000000000003,-0.03166188971312601,0.5700000000000003,-0.02860572171938109,0.5700000000000003,-0.0260937550238031,0.5700000000000003,-0.02399194607325486
0.5800000000000003,-0.2443386945239991,0.5800000000000003,-0.1713606495462864,0.5800000000000003,-0.1318665728929463,0.5800000000000003,-0.1073627277363152,0.5800000000000003,-0.09020450496501886,0.5800000000000003,-0.07783201973843801,0.5800000000000003,-0.06847555878624301,0.5800000000000003,-0.06114651252117841,0.5800000000000003,-0.05524747820878102,0.5800000000000003,-0.04633365020375855,0.5800000000000003,-0.03997507526424381,0.5800000000000003,-0.03517059316934527,0.5800000000000003,-0.03140956994218368,0.5800000000000003,-0.02838380297430642,0.5800000000000003,-0.02589597859826013,0.5800000000000003,-0.02381379418780414
0.5900000000000003,-0.2417050283495595,0.5900000000000003,-0.1695700823160847,0.5900000000000003,-0.1305693912753582,0.5900000000000003,-0.1063512580008633,0.5900000000000003,-0.08941056819366099,0.5900000000000003,-0.07718006871201261,0.5900000000000003,-0.06792342682181306,0.5900000000000003,-0.06066831640816132,0.5900000000000003,-0.05482620529528792,0.5900000000000003,-0.04599419759375645,0.5900000000000003,-0.03969784346944692,0.5900000000000003,-0.03493711331874843,0.5900000000000003,-0.03120846397860316,0.5900000000000003,-0.02820758454242545,0.5900000000000003,-0.02573946897524111,0.5900000000000003,-0.02367326698009368
0.6000000000000003,-0.2394017339978875,0.6000000000000003,-0.1680655167345479,0.6000000000000003,-0.129498198571582,0.6000000000000003,-0.1055242027530776,0.6000000000000003,-0.08876660056621652,0.6000000000000003,-0.07665446379626488,0.6000000000000003,-0.06748044522125424,0.6000000000000003,-0.06028619528922757,0.6000000000000003,-0.05449073039857785,0.6000000000000003,-0.04572542552407346,0.6000000000000003,-0.03947997819112608,0.6000000000000003,-0.03475482349047421,0.6000000000000003,-0.03105236418906968,0.6000000000000003,-0.02807153244712456,0.6000000000000003,-0.02561923503864099,0.6000000000000003,-0.02356581994970938
0.6100000000000003,-0.2374151452834149,0.6100000000000003,-0.1668200997682356,0.6100000000000003,-0.1286284433781021,0.6100000000000003,-0.1048603546691365,0.6100000000000003,-0.08825500265348171,0.6100000000000003,-0.07624022141848366,0.6100000000000003,-0.06713359166506087,0.6100000000000003,-0.05998864492824805,0.6100000000000003,-0.05423075641168635,0.6100000000000003,-0.04551883159370233,0.6100000000000003,-0.03931434399551612,0.6100000000000003,-0.03461758063631794,0.6100000000000003,-0.03093587984401423,0.6100000000000003,-0.02797084549929612,0.6100000000000003,-0.02553094981303629,0.6100000000000003,-0.02348751570883428
0.6200000000000003,-0.235727931242545,0.6200000000000003,-0.1658082548179898,0.6200000000000003,-0.1279377875079056,0.6200000000000003,-0.1043407709923988,0.6200000000000003,-0.08786020434731599,0.6200000000000003,-0.07592415940436839,0.6200000000000003,-0.06687145093344388,0.6200000000000003,-0.05976560645203689,0.6200000000000003,-0.05403729682777362,0.6200000000000003,-0.04536701474583654,0.6200000000000003,-0.03919474176050803,0.6200000000000003,-0.03452005490920174,0.6200000000000003,-0.03085433838893774,0.6200000000000003,-0.02790136526333169,0.6200000000000003,-0.02547086783184439,0.6200000000000003,-0.02343494769563776
0.6300000000000003,-0.23432054514498,0.6300000000000003,-0.1650060984512856,0.6300000000000003,-0.1274061211449787,0.6300000000000003,-0.1039486547327494,0.6300000000000003,-0.08756850277997284,0.6300000000000003,-0.0756947272528375,0.6300000000000003,-0.06668404932217226,0.6300000000000003,-0.05960830881947722,0.6300000000000003,-0.05390252727143944,0.6300000000000003,-0.04526354415502351,0.6300000000000003,-0.03911579311362321,0.6300000000000003,-0.03445762689958613,0.6300000000000003,-0.03080369317189123,0.6300000000000003,-0.02785949245679055,0.6300000000000003,-0.02543574878878137,0.6300000000000003,-0.02340516996156622
0.6400000000000003,-0.2331723594910237,0.6400000000000003,-0.1643916505752133,0.6400000000000003,-0.1270154802188859,0.6400000000000003,-0.1036691879606526,0.6400000000000003,-0.08736788043585475,0.6400000000000003,-0.07554182972158024,0.6400000000000003,-0.06656268911190516,0.6400000000000003,-0.05950911502027016,0.6400000000000003,-0.05381964282728263,0.6400000000000003,-0.04520283572398669,0.6400000000000003,-0.0390728331002928,0.6400000000000003,-0.03442629305308054,0.6400000000000003,-0.03078043905213362,0.6400000000000003,-0.02784211084516796,0.6400000000000003,-0.02542278828114821,0.6400000000000003,-0.02339563365915315
0.6500000000000004,-0.2322625161905738,0.6500000000000004,-0.1639448970927141,0.6500000000000004,-0.1267499038675553,0.6500000000000004,-0.1034893416921932,0.6500000000000004,-0.0872478183706681,0.6500000000000004,-0.07545665355698039,0.6500000000000004,-0.06649978994846535,0.6500000000000004,-0.05946137698521043,0.6500000000000004,-0.05378272489836132,0.6500000000000004,-0.0451800384287343,0.6500000000000004,-0.03906181239706089,0.6500000000000004,-0.03442258006280616,0.6500000000000004,-0.03078153636820809,0.6500000000000004,-0.02784651890911713,0.6500000000000004,-0.02542955578928534,0.6500000000000004,-0.023404130284015
0.6600000000000004,-0.2315705326598804,0.6600000000000004,-0.1636477515624775,0.6600000000000004,-0.1265952589965972,0.6600000000000004,-0.1033976787689987,0.6600000000000004,-0.08719911399121766,0.6600000000000004,-0.07543150326447794,0.6600000000000004,-0.06648874100649073,0.6600000000000004,-0.05945930183861808,0.6600000000000004,-0.0537866194190578,0.6600000000000004,-0.04519093140714138,0.6600000000000004,-0.03907920941719598,0.6600000000000004,-0.03444346829482801,0.6600000000000004,-0.03080434316187046,0.6600000000000004,-0.02787036908677361,0.6600000000000004,-0.02545393963978756,0.6600000000000004,-0.02342874138661832
0.6700000000000004,-0.2310767078267252,0.6700000000000004,-0.1634839512928821,0.6700000000000004,-0.1265390506190606,0.6700000000000004,-0.1033841602816111,0.6700000000000004,-0.08721370903459587,0.6700000000000004,-0.07545964913597768,0.6700000000000004,-0.06652376582035621,0.6700000000000004,-0.05949783058576176,0.6700000000000004,-0.05382682701928098,0.6700000000000004,-0.04523183184666499,0.6700000000000004,-0.03912195206988115,0.6700000000000004,-0.03448632387149406,0.6700000000000004,-0.03084655522007854,0.6700000000000004,-0.02791161412770423,0.6700000000000004,-0.02549409848270416,0.6700000000000004,-0.02346779428816909
0.6800000000000004,-0.2307623702031627,0.6800000000000004,-0.1634389140825731,0.6800000000000004,-0.1265702304794903,0.6800000000000004,-0.1034399619630163,0.6800000000000004,-0.08728453079522279,0.6800000000000004,-0.07553518898366422,0.6800000000000004,-0.06659980038811764,0.6800000000000004,-0.05957252936300131,0.6800000000000004,-0.0538994049837378,0.6800000000000004,-0.04529951323325437,0.6800000000000004,-0.0391873486059711,0.6800000000000004,-0.0345488388065798,0.6800000000000004,-0.03090615332787446,0.6800000000000004,-0.02796845996682324,0.6800000000000004,-0.02554841871355395,0.6800000000000004,-0.02351982325639052
0.6900000000000004,-0.2306100056418725,0.6900000000000004,-0.1634995744961967,0.6900000000000004,-0.1266790120063844,0.6900000000000004,-0.1035573041584911,0.6900000000000004,-0.08740534794634235,0.6900000000000004,-0.07565292391041972,0.6900000000000004,-0.06671238437309882,0.6900000000000004,-0.05967949280913473,0.6900000000000004,-0.0540008804214864,0.6900000000000004,-0.04539113326306998,0.6900000000000004,-0.03927302682674993,0.6900000000000004,-0.03462897848838364,0.6900000000000004,-0.0309813570630225,0.6900000000000004,-0.02803932448761709,0.6900000000000004,-0.02561547724732777,0.6900000000000004,-0.02358353558387074
0.7000000000000004,-0.2306032967509683,0.7000000000000004,-0.1636542129456122,0.7000000000000004,-0.1268566965069284,0.7000000000000004,-0.1037292971101137,0.7000000000000004,-0.0875706412324149,0.7000000000000004,-0.07580824777961902,0.7000000000000004,-0.06685756478784619,0.7000000000000004,-0.05981525881566393,0.7000000000000004,-0.05412817385038723,0.7000000000000004,-0.04550417061198138,0.7000000000000004,-0.03937688088699297,0.7000000000000004,-0.03472493579447048,0.7000000000000004,-0.03107058446929183,0.7000000000000004,-0.02812280156089272,0.7000000000000004,-0.02569400907501821,0.7000000000000004,-0.02365778203891916
0.7100000000000004,-0.2307271002057981,0.7100000000000004,-0.1638922866639892,0.7100000000000004,-0.1270955133858222,0.7100000000000004,-0.1039498021086719,0.7100000000000004,-0.08777548867881992,0.7100000000000004,-0.07599704968816279,0.7100000000000004,-0.06703181133456579,0.7100000000000004,-0.0599767337908141,0.7100000000000004,-0.05427853233308284,0.7100000000000004,-0.04563636974970463,0.7100000000000004,-0.03949702494839409,0.7100000000000004,-0.03483509116182777,0.7100000000000004,-0.03117241699245065,0.7100000000000004,-0.02821762979543816,0.7100000000000004,-0.02578287908421668,0.7100000000000004,-0.02374153120952132
0.7200000000000004,-0.2309673829217598,0.7200000000000004,-0.1642042686294344,0.7200000000000004,-0.1273884757685332,0.7200000000000004,-0.1042133083577692,0.7200000000000004,-0.0880154646348049,0.7200000000000004,-0.07621562859294108,0.7200000000000004,-0.06723194251507857,0.7200000000000004,-0.06016112756321603,0.7200000000000004,-0.05444947132301412,0.7200000000000004,-0.04578569303755707,0.7200000000000004,-0.03963175300551724,0.7200000000000004,-0.03495797800637161,0.7200000000000004,-0.03128556913312557,0.7200000000000004,-0.02832266550517697,0.7200000000000004,-0.02588105769086627,0.7200000000000004,-0.02383384732363585
0.7300000000000004,-0.2313111334937787,0.7300000000000004,-0.1645814983551651,0.7300000000000004,-0.1277292520288203,0.7300000000000004,-0.1045148250124037,0.7300000000000004,-0.08828655183244184,0.7300000000000004,-0.0764606192184251,0.7300000000000004,-0.06745506165516631,0.7300000000000004,-0.06036589711111379,0.7300000000000004,-0.05463872445370844,0.7300000000000004,-0.04595027943450016,0.7300000000000004,-0.03977950429411984,0.7300000000000004,-0.03509225297060015,0.7300000000000004,-0.03140886235114923,0.7300000000000004,-0.02843685947314432,0.7300000000000004,-0.02598759990041873,0.7300000000000004,-0.02393387119595626
0.7400000000000004,-0.2317462615286925,0.7400000000000004,-0.1650160469896572,0.7400000000000004,-0.1281120531996767,0.7400000000000004,-0.1048497876847839,0.7400000000000004,-0.08858506563422425,0.7400000000000004,-0.07672892842850376,0.7400000000000004,-0.0676985020724257,0.7400000000000004,-0.06058869839970773,0.7400000000000004,-0.05484420060592841,0.7400000000000004,-0.04612840923661487,0.7400000000000004,-0.03993883378707975,0.7400000000000004,-0.03523667056687983,0.7400000000000004,-0.03154120283806749,0.7400000000000004,-0.02855923716855673,0.7400000000000004,-0.02610162748712526,0.7400000000000004,-0.02404080401689701
