pch18_Cgd_Cgg (ll=2e-07) X,pch18_Cgd_Cgg (ll=2e-07) Y,pch18_Cgd_Cgg (ll=3e-07) X,pch18_Cgd_Cgg (ll=3e-07) Y,pch18_Cgd_Cgg (ll=4e-07) X,pch18_Cgd_Cgg (ll=4e-07) Y,pch18_Cgd_Cgg (ll=5e-07) X,pch18_Cgd_Cgg (ll=5e-07) Y,pch18_Cgd_Cgg (ll=6e-07) X,pch18_Cgd_Cgg (ll=6e-07) Y,pch18_Cgd_Cgg (ll=7e-07) X,pch18_Cgd_Cgg (ll=7e-07) Y,pch18_Cgd_Cgg (ll=8e-07) X,pch18_Cgd_Cgg (ll=8e-07) Y,pch18_Cgd_Cgg (ll=9e-07) X,pch18_Cgd_Cgg (ll=9e-07) Y,pch18_Cgd_Cgg (ll=1e-06) X,pch18_Cgd_Cgg (ll=1e-06) Y,pch18_Cgd_Cgg (ll=1.2e-06) X,pch18_Cgd_Cgg (ll=1.2e-06) Y,pch18_Cgd_Cgg (ll=1.4e-06) X,pch18_Cgd_Cgg (ll=1.4e-06) Y,pch18_Cgd_Cgg (ll=1.6e-06) X,pch18_Cgd_Cgg (ll=1.6e-06) Y,pch18_Cgd_Cgg (ll=1.8e-06) X,pch18_Cgd_Cgg (ll=1.8e-06) Y,pch18_Cgd_Cgg (ll=2e-06) X,pch18_Cgd_Cgg (ll=2e-06) Y,pch18_Cgd_Cgg (ll=2.2e-06) X,pch18_Cgd_Cgg (ll=2.2e-06) Y,pch18_Cgd_Cgg (ll=2.4e-06) X,pch18_Cgd_Cgg (ll=2.4e-06) Y
0.7500000000000004,-0.2322614944477967,0.7500000000000004,-0.1655005981759453,0.7500000000000004,-0.128531535963147,0.7500000000000004,-0.1052139786707062,0.7500000000000004,-0.08890758970061871,0.7500000000000004,-0.07701768134028435,0.7500000000000004,-0.06795978072407412,0.7500000000000004,-0.06082734571955498,0.7500000000000004,-0.05506394769624873,0.7500000000000004,-0.04631847437677669,0.7500000000000004,-0.04010838737610442,0.7500000000000004,-0.03539006186843027,0.7500000000000004,-0.03168156285162693,0.7500000000000004,-0.02868888214395304,0.7500000000000004,-0.0262223140453315,0.7500000000000004,-0.02415389375988635
0.7600000000000005,-0.2328462789121019,0.7600000000000005,-0.1660283454532504,0.7600000000000005,-0.1289827207745636,0.7600000000000005,-0.1056034601790275,0.7600000000000005,-0.08925092239631154,0.7600000000000005,-0.07732417656274077,0.7600000000000005,-0.06823655977977908,0.7600000000000005,-0.06107977802554077,0.7600000000000005,-0.0552961227330435,0.7600000000000005,-0.04651895390382488,0.7600000000000005,-0.04028688142021902,0.7600000000000005,-0.03555131697443911,0.7600000000000005,-0.03182896537329254,0.7600000000000005,-0.02882492240060252,0.7600000000000005,-0.02634887272277293,0.7600000000000005,-0.02427242403482132
0.7700000000000005,-0.2334906920940968,0.7700000000000005,-0.1665929065263829,0.7700000000000005,-0.1294609246100818,0.7700000000000005,-0.1060145198989157,0.7700000000000005,-0.08961203334016402,0.7700000000000005,-0.07764585003732041,0.7700000000000005,-0.06852661565807698,0.7700000000000005,-0.06134403186565279,0.7700000000000005,-0.05553896777085808,0.7700000000000005,-0.04672839433599522,0.7700000000000005,-0.04047308640864108,0.7700000000000005,-0.03571937103501081,0.7700000000000005,-0.03198247190308575,0.7700000000000005,-0.02896651955862097,0.7700000000000005,-0.02648054648993357,0.7700000000000005,-0.02439570525607227
0.7800000000000005,-0.2341853664584547,0.7800000000000005,-0.1671882543856696,0.7800000000000005,-0.1299617077801748,0.7800000000000005,-0.1064436282809166,0.7800000000000005,-0.08998802956681619,0.7800000000000005,-0.07798024702483761,0.7800000000000005,-0.06882781513089835,0.7800000000000005,-0.06161822055163791,0.7800000000000005,-0.05579079145338067,0.7800000000000005,-0.04694539463564263,0.7800000000000005,-0.04066581453126593,0.7800000000000005,-0.03589319366192593,0.7800000000000005,-0.03214117324199033,0.7800000000000005,-0.02911286070066908,0.7800000000000005,-0.0266166008290394,0.7800000000000005,-0.02452306802047494
0.7900000000000005,-0.2349214304056176,0.7900000000000005,-0.1678086649627777,0.7900000000000005,-0.1304808341879681,0.7900000000000005,-0.1068874069145313,0.7900000000000005,-0.0903761307917266,0.7900000000000005,-0.07832500181176927,0.7900000000000005,-0.06913809813029581,0.7900000000000005,-0.06190051925245251,0.7900000000000005,-0.05604995586275167,0.7900000000000005,-0.04716859557685903,0.7900000000000005,-0.04086391097111903,0.7900000000000005,-0.03607178156959361,0.7900000000000005,-0.03230418312841641,0.7900000000000005,-0.02926315277260381,0.7900000000000005,-0.02675631873932965,0.7900000000000005,-0.02465385860263572
0.8000000000000005,-0.2356904659848454,0.8000000000000005,-0.1684486807075536,0.8000000000000005,-0.1310142443051186,0.8000000000000005,-0.1073426073419849,0.8000000000000005,-0.09077365324667327,0.8000000000000005,-0.0786778246926783,0.8000000000000005,-0.06945546687954891,0.8000000000000005,-0.0621891556821489,0.8000000000000005,-0.05631486838538497,0.8000000000000005,-0.04739667327201895,0.8000000000000005,-0.04106624872786672,0.8000000000000005,-0.03625415428556515,0.8000000000000005,-0.03247063459042606,0.8000000000000005,-0.02941661941988565,0.8000000000000005,-0.02689899795088519,0.8000000000000005,-0.02478743647070484
0.8100000000000005,-0.2364844838340466,0.8100000000000005,-0.1691030891402831,0.8100000000000005,-0.1315580399774001,0.8100000000000005,-0.1078060995491432,0.8100000000000005,-0.09117800147632109,0.8100000000000005,-0.07903649572223834,0.8100000000000005,-0.06977798091644148,0.8100000000000005,-0.06248240600593062,0.8100000000000005,-0.05658397826153079,0.8100000000000005,-0.04762833658754127,0.8100000000000005,-0.04127172674993407,0.8100000000000005,-0.03643935274171238,0.8100000000000005,-0.03263967884980696,0.8100000000000005,-0.0295725001151112,0.8100000000000005,-0.02704395021769569,0.8100000000000005,-0.02492317370574066
0.8200000000000005,-0.2372959145208944,0.8200000000000005,-0.1697669150649852,0.8200000000000005,-0.1321084799579592,0.8200000000000005,-0.1082748692232241,0.8200000000000005,-0.09158666736231241,0.8200000000000005,-0.07939886462422739,0.8200000000000005,-0.07010375748350214,0.8200000000000005,-0.06277859550514772,0.8200000000000005,-0.05685577741083823,0.8200000000000005,-0.047862328116155,0.8200000000000005,-0.04147927109753885,0.8200000000000005,-0.03662644050797398,0.8200000000000005,-0.03281048656971323,0.8200000000000005,-0.02973005139163319,0.8200000000000005,-0.02719050252354694,0.8200000000000005,-0.02506045617348847
0.8300000000000005,-0.2381176145432589,0.8300000000000005,-0.1704354247338423,0.8300000000000005,-0.1326619848115764,0.8300000000000005,-0.1087460226753903,0.8300000000000005,-0.09199723548063547,0.8300000000000005,-0.07976285610584999,0.8300000000000005,-0.07043097663728473,0.8300000000000005,-0.0630761034320458,0.8300000000000005,-0.05712880502650493,0.8300000000000005,-0.04809742828888867,0.8300000000000005,-0.04168783878538883,0.8300000000000005,-0.03681450736516394,0.8300000000000005,-0.0329822511787019,0.8300000000000005,-0.02988854994467052,0.8300000000000005,-0.02733799998518751,0.8300000000000005,-0.02519868625203218
0.8400000000000005,-0.2389428844246968,0.8400000000000005,-0.1711041398585988,0.8400000000000005,-0.1332151495626045,0.8400000000000005,-0.1092167981153668,0.8400000000000005,-0.0924073937187487,0.8400000000000005,-0.08012647966953647,0.8400000000000005,-0.07075789029022296,0.8400000000000005,-0.06337337136054623,0.8400000000000005,-0.05740165531745171,0.8400000000000005,-0.04833246211428317,0.8400000000000005,-0.04189642387002914,0.8400000000000005,-0.03700267483887582,0.8400000000000005,-0.03315419393696464,0.8400000000000005,-0.03004729730035712,0.8400000000000005,-0.02748581018134356,0.8400000000000005,-0.02533728686716689
0.8500000000000005,-0.2397654956610407,0.8500000000000005,-0.171768859012085,0.8500000000000005,-0.1337647622055963,0.8500000000000005,-0.1096845817623491,0.8500000000000005,-0.09281494790447276,0.8500000000000005,-0.08048784286122325,0.8500000000000005,-0.07108283426208686,0.8500000000000005,-0.06366891421617847,0.8500000000000005,-0.0576729876657606,0.8500000000000005,-0.04856630793703626,0.8500000000000005,-0.04210406526330198,0.8500000000000005,-0.03719010324217031,0.8500000000000005,-0.03332557034356919,0.8500000000000005,-0.03020562569222477,0.8500000000000005,-0.02763332858022704,0.8500000000000005,-0.02547570653567857
0.8600000000000005,-0.2405797227949805,0.8600000000000005,-0.1724256836983555,0.8600000000000005,-0.1343078259982941,0.8600000000000005,-0.1101469271126108,0.8600000000000005,-0.09321783905526702,0.8600000000000005,-0.0808451667668055,0.8600000000000005,-0.07140424230366769,0.8600000000000005,-0.0639613330644561,0.8600000000000005,-0.05794153837158198,0.8600000000000005,-0.04879790752703653,0.8600000000000005,-0.04230985568184314,0.8600000000000005,-0.0373759997108553,0.8600000000000005,-0.03349567742582735,0.8600000000000005,-0.03036290473201014,0.8600000000000005,-0.02777998468984388,0.8600000000000005,-0.02561342507200328
0.8700000000000006,-0.2413803766709742,0.8700000000000006,-0.1730710462377865,0.8700000000000006,-0.1348415833477876,0.8700000000000006,-0.1106015755894705,0.8700000000000006,-0.09361416176983414,0.8700000000000006,-0.08119680248927662,0.8700000000000006,-0.07172066098274865,0.8700000000000006,-0.06424932867015146,0.8700000000000006,-0.05820613309584956,0.8700000000000006,-0.04902627675599092,0.8700000000000006,-0.04251295109464368,0.8700000000000006,-0.03755962667202376,0.8700000000000006,-0.03366386141268306,0.8700000000000006,-0.03051854842573046,0.8700000000000006,-0.02792524852224259,0.8700000000000006,-0.02574995958295635
0.8800000000000006,-0.2421628349893338,0.8800000000000006,-0.1737017366480509,0.8800000000000006,-0.1353635391110464,0.8800000000000006,-0.1110464768001,0.8800000000000006,-0.09400218227511253,0.8800000000000006,-0.08154124732648584,0.8800000000000006,-0.07203076430808385,0.8800000000000006,-0.0645317148248484,0.8800000000000006,-0.05846569909587213,0.8800000000000006,-0.04925051610395435,0.8800000000000006,-0.04271258001631049,0.8800000000000006,-0.03774031017282923,0.8800000000000006,-0.03382952528107817,0.8800000000000006,-0.03067202207376709,0.8800000000000006,-0.02806863695132209,0.8800000000000006,-0.02588487036433127
0.8900000000000006,-0.2429230666435207,0.8900000000000006,-0.1743149259195743,0.8900000000000006,-0.1358714812765977,0.8900000000000006,-0.1114798067303996,0.8900000000000006,-0.09438035472334823,0.8900000000000006,-0.08187715943484285,0.8900000000000006,-0.07233336702128673,0.8900000000000006,-0.06480743048618552,0.8900000000000006,-0.05871927638875719,0.8900000000000006,-0.04946982026936624,0.8900000000000006,-0.04290805201919409,0.8900000000000006,-0.03791744751796124,0.8900000000000006,-0.03399213568275088,0.8900000000000006,-0.03082284860990874,0.8900000000000006,-0.0282097195582315,0.8900000000000006,-0.02601776632613214
0.9000000000000006,-0.2436576469612734,0.9000000000000006,-0.1749081834787498,0.9000000000000006,-0.1363634972740645,0.9000000000000006,-0.1118999824248911,0.9000000000000006,-0.09474733450777856,0.9000000000000006,-0.08220336990961268,0.9000000000000006,-0.07262743561124338,0.9000000000000006,-0.0650755498813707,0.9000000000000006,-0.05896602707465753,0.9000000000000006,-0.04968348623555113,0.9000000000000006,-0.04309876490472594,0.9000000000000006,-0.03809051372251589,0.9000000000000006,-0.03415122881031186,0.9000000000000006,-0.03097061398029512,0.9000000000000006,-0.02834812360001244,0.9000000000000006,-0.0261483096112093
0.9100000000000006,-0.244363761816651,0.9100000000000006,-0.1754794871743977,0.9100000000000006,-0.1368379845540378,0.9100000000000006,-0.1123056720100184,0.9100000000000006,-0.09510198762117536,0.9100000000000006,-0.08251889142926656,0.9100000000000006,-0.07291209629384009,0.9100000000000006,-0.06533528989376337,0.9100000000000006,-0.05920524220068727,0.9100000000000006,-0.04989091926978918,0.9100000000000006,-0.04328421007956694,0.9100000000000006,-0.03825906637888603,0.9100000000000006,-0.03430641484305653,0.9100000000000006,-0.03111497123659195,0.9100000000000006,-0.02848353780381436,0.9100000000000006,-0.02627621913317168
0.9200000000000006,-0.2450391995484109,0.9200000000000006,-0.1760272247634032,0.9200000000000006,-0.1372936545581801,0.9200000000000006,-0.1126957993002466,0.9200000000000006,-0.09544339539780108,0.9200000000000006,-0.0828229228817641,0.9200000000000006,-0.0731866394359776,0.9200000000000006,-0.06558601426099483,0.9200000000000006,-0.05943634573489176,0.9200000000000006,-0.05009163648802504,0.9200000000000006,-0.04346397581698327,0.9200000000000006,-0.03842274865448141,0.9200000000000006,-0.03445738071820837,0.9200000000000006,-0.03125564311259178,0.9200000000000006,-0.02861571477538013,0.9200000000000006,-0.02640127283872323
0.9300000000000006,-0.2456823306089006,0.9300000000000006,-0.17655018654836,0.9300000000000006,-0.1377295297137194,0.9300000000000006,-0.1130695426416745,0.9300000000000006,-0.095770854327067,0.9300000000000006,-0.08311484968977077,0.9300000000000006,-0.07345052016534147,0.9300000000000006,-0.06582723434700617,0.9300000000000006,-0.05965889543062947,0.9300000000000006,-0.05028526779472581,0.9300000000000006,-0.04363774823592975,0.9300000000000006,-0.03858129027074388,0.9300000000000006,-0.03460389109254152,0.9300000000000006,-0.03139242296111171,0.9300000000000006,-0.02874447190866354,0.9300000000000006,-0.02652330858978015
0.9400000000000006,-0.246292075777607,0.9400000000000006,-0.1770475494685672,0.9400000000000006,-0.1381449335890333,0.9400000000000006,-0.1134263280585461,0.9400000000000006,-0.09608387097371303,0.9400000000000006,-0.08339423985159514,0.9400000000000006,-0.07370335517160145,0.9400000000000006,-0.06605860648659756,0.9400000000000006,-0.05987258057534245,0.9400000000000006,-0.05047155418678042,0.9400000000000006,-0.04380530998536562,0.9400000000000006,-0.03873450645049837,0.9400000000000006,-0.03474578748140397,0.9400000000000006,-0.03152517403843687,0.9400000000000006,-0.02886969078418303,0.9400000000000006,-0.02664222365339342
0.9500000000000006,-0.2468678645221969,0.9500000000000006,-0.1775188535077805,0.9500000000000006,-0.1385394747927795,0.9500000000000006,-0.113765817137205,0.9500000000000006,-0.09638215235342451,0.9500000000000006,-0.08366083598797777,0.9500000000000006,-0.07394491594670027,0.9500000000000006,-0.06627992611819535,0.9500000000000006,-0.06007721681459243,0.9500000000000006,-0.05065034357636836,0.9500000000000006,-0.04396653676525004,0.9500000000000006,-0.03888229494773631,0.9500000000000006,-0.03488298567592259,0.9500000000000006,-0.03165382722656229,0.9500000000000006,-0.02899131513783969,0.9500000000000006,-0.02675797287416289
0.9600000000000006,-0.2474095856222076,0.9600000000000006,-0.1779639717142362,0.9600000000000006,-0.1389130255527235,0.9600000000000006,-0.1140878903800965,0.9600000000000006,-0.0966655923690192,0.9600000000000006,-0.08391454390948562,0.9600000000000006,-0.07417511891183538,0.9600000000000006,-0.06649111910069266,0.9600000000000006,-0.06027273840616485,0.9600000000000006,-0.05082158442665211,0.9600000000000006,-0.04412139193649439,0.9600000000000006,-0.03902463138087137,0.9600000000000006,-0.03501547163511523,0.9600000000000006,-0.03177837737050038,0.9600000000000006,-0.02910934756154213,0.9600000000000006,-0.02687056567721513
0.9700000000000006,-0.2479175324635444,0.9700000000000006,-0.1783830754065114,0.9700000000000006,-0.1392656961505631,0.9700000000000006,-0.1143926269705058,0.9700000000000006,-0.09693425509404266,0.9700000000000006,-0.08415541838031183,0.9700000000000006,-0.07439401302325746,0.9700000000000006,-0.06669223074124467,0.9700000000000006,-0.06045918837885537,0.9700000000000006,-0.05098531759642605,0.9700000000000006,-0.04426991956152395,0.9700000000000006,-0.03916156316989516,0.9700000000000006,-0.0351432961210576,0.9700000000000006,-0.03189887847284038,0.9700000000000006,-0.02922384515649275,0.9700000000000006,-0.02698006210475798
0.9800000000000006,-0.2483923454735618,0.9800000000000006,-0.178776596258931,0.9800000000000006,-0.1395978065093163,0.9800000000000006,-0.1146802820000801,0.9800000000000006,-0.0971883557912311,0.9800000000000006,-0.084383646845564,0.9800000000000006,-0.07460176553229554,0.9800000000000006,-0.06688341313735784,0.9800000000000006,-0.06063670714115551,0.9800000000000006,-0.05114166685098511,0.9800000000000006,-0.04441223627100232,0.9800000000000006,-0.03929320242605899,0.9800000000000006,-0.03526656838884322,0.9800000000000006,-0.03201543802753624,0.9800000000000006,-0.02933491439658923,0.9800000000000006,-0.02708656812310896
0.9900000000000007,-0.2488349540294492,0.9900000000000007,-0.1791451869364119,0.9900000000000007,-0.1399098562377168,0.9900000000000007,-0.1149512622303483,0.9900000000000007,-0.09742824057587497,0.9900000000000007,-0.08459953191272927,0.9900000000000007,-0.07479864659857885,0.9900000000000007,-0.06706491145961793,0.9900000000000007,-0.06080552010727295,0.9900000000000007,-0.05129082851693195,0.9900000000000007,-0.04454852237097541,0.9900000000000007,-0.03941971815987988,0.9900000000000007,-0.0353854492589167,0.9900000000000007,-0.03212821078958564,0.9900000000000007,-0.02944270547307532,0.9900000000000007,-0.02719023044989343
1.000000000000001,-0.2492465198855172,1.000000000000001,-0.1794896818078126,1.000000000000001,-0.1402024943496864,1.000000000000001,-0.1152061013999226,1.000000000000001,-0.09765436558933381,1.000000000000001,-0.08480347334277427,1.000000000000001,-0.07498501342675165,1.000000000000001,-0.06723704977744453,1.000000000000001,-0.06096592488748812,1.000000000000001,-0.05143306074305264,1.000000000000001,-0.04467901259209194,1.000000000000001,-0.03954132816276845,1.000000000000001,-0.03550014389040163,1.000000000000001,-0.03223739226947808,1.000000000000001,-0.02954740638470784,1.000000000000001,-0.02729123114497685
1.010000000000001,-0.2496283837826258,1.010000000000001,-0.179811059043049,1.010000000000001,-0.1404764897208217,1.010000000000001,-0.1154454359699552,1.010000000000001,-0.09786727645150299,1.010000000000001,-0.08499595022554247,1.010000000000001,-0.07516129452757672,1.010000000000001,-0.06740021696949619,1.010000000000001,-0.06111827853583826,1.010000000000001,-0.05156867278523854,1.010000000000001,-0.04480398684505207,1.010000000000001,-0.03965829088498665,1.010000000000001,-0.03561089454523759,1.010000000000001,-0.03234321221548141,1.010000000000001,-0.02964923701433586,1.010000000000001,-0.02738978218734118
1.020000000000001,-0.2499820164782907,1.020000000000001,-0.18011040512789,1.020000000000001,-0.1407327031445618,1.020000000000001,-0.1156699820430428,1.020000000000001,-0.09806758863068742,1.020000000000001,-0.08517750390298708,1.020000000000001,-0.07532797460752304,1.020000000000001,-0.06755485317461568,1.020000000000001,-0.06126298527118913,1.020000000000001,-0.05169801466961309,1.020000000000001,-0.04492376129166969,1.020000000000001,-0.03977089758468124,1.020000000000001,-0.03571797359027538,1.020000000000001,-0.03244592830841173,1.020000000000001,-0.02974844339783234,1.020000000000001,-0.02748612022805621
1.030000000000001,-0.2503089750137762,1.030000000000001,-0.1803888825437344,1.030000000000001,-0.1409720616333757,1.030000000000001,-0.1158805140156048,1.030000000000001,-0.09825596922240905,1.030000000000001,-0.08534872207731327,1.030000000000001,-0.07548558047994476,1.030000000000001,-0.06770143714032288,1.030000000000001,-0.06140048499859199,1.030000000000001,-0.05182146751349063,1.030000000000001,-0.04503867997665918,1.030000000000001,-0.03987946496622571,1.030000000000001,-0.03582167693404752,1.030000000000001,-0.032545820247994,1.030000000000001,-0.02984529234980883,1.030000000000001,-0.0275805016713541
1.040000000000001,-0.2506108646483016,1.040000000000001,-0.1806477010839686,1.040000000000001,-0.14119553539594,1.040000000000001,-0.1160778453483581,1.040000000000001,-0.09843312048015855,1.040000000000001,-0.08551022441237925,1.040000000000001,-0.07563466827738494,1.040000000000001,-0.06784047472424451,1.040000000000001,-0.06153124286587858,1.040000000000001,-0.05193943470654752,1.040000000000001,-0.04514910719840427,1.040000000000001,-0.03998432846716882,1.040000000000001,-0.03592231804222942,1.040000000000001,-0.03264318436225393,1.040000000000001,-0.02994006656702851,1.040000000000001,-0.02767319819578592
1.050000000000001,-0.250889306561811,1.050000000000001,-0.1808880930323232,1.050000000000001,-0.1414041177255356,1.050000000000001,-0.1162628116771925,1.050000000000001,-0.09859976530255606,1.050000000000001,-0.08566264981591891,1.050000000000001,-0.07577581213748692,1.050000000000001,-0.06797248870775459,1.050000000000001,-0.06165574000323985,1.050000000000001,-0.05205233408099743,1.050000000000001,-0.04525542073310288,1.050000000000001,-0.04008583629666358,1.050000000000001,-0.03602022262526235,1.050000000000001,-0.03273832882560198,1.050000000000001,-0.03003306028859346,1.050000000000001,-0.02776449278891297
1.060000000000001,-0.251145911166975,1.060000000000001,-0.1811112922231596,1.060000000000001,-0.1415988078677415,1.060000000000001,-0.1164362563463532,1.060000000000001,-0.09875663476060563,1.060000000000001,-0.08580664548425047,1.060000000000001,-0.07590959444074433,1.060000000000001,-0.06809800999619403,1.060000000000001,-0.06177446551628624,1.060000000000001,-0.05216059113412683,1.060000000000001,-0.04535800596973791,1.060000000000001,-0.04018434427784016,1.060000000000001,-0.03611572404638006,1.060000000000001,-0.03283156953025351,1.060000000000001,-0.03012457555445809,1.060000000000001,-0.02785467633440373
1.070000000000001,-0.2513822566796382,1.070000000000001,-0.1813185168433532,1.070000000000001,-0.1417805968018322,1.070000000000001,-0.1165990183319651,1.070000000000001,-0.0989044576499449,1.070000000000001,-0.08594285770400667,1.070000000000001,-0.07603659760042474,1.070000000000001,-0.06821757020962277,1.070000000000001,-0.06188790973885414,1.070000000000001,-0.05226463331190583,1.070000000000001,-0.04545725096564614,1.070000000000001,-0.04028021150429154,1.070000000000001,-0.03620915946027464,1.070000000000001,-0.03292322662111848,1.070000000000001,-0.0302149190722141,1.070000000000001,-0.02794404476125469
1.080000000000001,-0.251599872469853,1.080000000000001,-0.1815109557198888,1.080000000000001,-0.1419504557707748,1.080000000000001,-0.1167519224377091,1.080000000000001,-0.09904395197744165,1.080000000000001,-0.08607192433831991,1.080000000000001,-0.07615739734470055,1.080000000000001,-0.0683316956133305,1.080000000000001,-0.0619965587017376,1.080000000000001,-0.05236488531958858,1.080000000000001,-0.04555354239499355,1.080000000000001,-0.04037379678752821,1.080000000000001,-0.03630086666264704,1.080000000000001,-0.03301362167702302,1.080000000000001,-0.03030439967709031,1.080000000000001,-0.0280328967417703
1.090000000000001,-0.2518002266440738,1.090000000000001,-0.1816897577623413,1.090000000000001,-0.1421093273270989,1.090000000000001,-0.116895771584465,1.090000000000001,-0.09917581823820094,1.090000000000001,-0.08619446887711427,1.090000000000001,-0.07627255738778634,1.090000000000001,-0.06844090229789149,1.090000000000001,-0.06210088973728478,1.090000000000001,-0.05246176539406045,1.090000000000001,-0.0456472623350855,1.090000000000001,-0.04046545584784327,1.090000000000001,-0.03639118160885872,1.090000000000001,-0.03310307550106048,1.090000000000001,-0.03039332635168731,1.090000000000001,-0.02812153190790949
1.100000000000001,-0.2519847172823833,1.100000000000001,-0.1818560241890058,1.100000000000001,-0.1422581186220288,1.100000000000001,-0.1170313409788698,1.100000000000001,-0.0993007343055551,1.100000000000001,-0.08631109590067777,1.100000000000001,-0.07638262535900842,1.100000000000001,-0.0685456924929138,1.100000000000001,-0.06220136811609338,1.100000000000001,-0.05255568245212582,1.100000000000001,-0.04573878581726219,1.100000000000001,-0.04055553918474721,1.100000000000001,-0.03648043654516317,1.100000000000001,-0.03319190646940961,1.100000000000001,-0.03048200675958547,1.100000000000001,-0.028210249544144
1.110000000000001,-0.2521546667618763,1.110000000000001,-0.1820108031525975,1.110000000000001,-0.1423976966480771,1.110000000000001,-0.1171593739280474,1.110000000000001,-0.09941935173967505,1.110000000000001,-0.08642238778975811,1.110000000000001,-0.07648812984382686,1.110000000000001,-0.06864655188469769,1.110000000000001,-0.06229844459899481,1.110000000000001,-0.05264703401741101,1.110000000000001,-0.04582847905883119,1.110000000000001,-0.04064439055383405,1.110000000000001,-0.03656895868752826,1.110000000000001,-0.03328042938019028,1.110000000000001,-0.03057074623979246,1.110000000000001,-0.0282993477083158
1.120000000000001,-0.2523113186285028,1.120000000000001,-0.1821550863892998,1.120000000000001,-0.1425288851455884,1.120000000000001,-0.1172805790650813,1.120000000000001,-0.09953229331656349,1.120000000000001,-0.08652890251103723,1.120000000000001,-0.07658957838626919,1.120000000000001,-0.06874394780344978,1.120000000000001,-0.06239255378302351,1.120000000000001,-0.05273620482432644,1.120000000000001,-0.04591669828855752,1.120000000000001,-0.04073234597329465,1.120000000000001,-0.03665706937967723,1.120000000000001,-0.03336895474077848,1.120000000000001,-0.03065984720605966,1.120000000000001,-0.02838912272923062
1.130000000000001,-0.252455836526125,1.130000000000001,-0.1822898075372331,1.130000000000001,-0.1426524628966226,1.130000000000001,-0.117395628758109,1.130000000000001,-0.09964015158499007,1.130000000000001,-0.08663117231108132,1.130000000000001,-0.07668745630543888,1.130000000000001,-0.06883832814818543,1.130000000000001,-0.06248411312204053,1.130000000000001,-0.05282356599883815,1.130000000000001,-0.0460037890791537,1.130000000000001,-0.04081973318397042,1.130000000000001,-0.03674508366248725,1.130000000000001,-0.03345778843239998,1.130000000000001,-0.03074960889541141,1.130000000000001,-0.02847986902998188
1.140000000000001,-0.2525893047463288,1.140000000000001,-0.182415841801832,1.140000000000001,-0.1427691631508187,1.140000000000001,-0.1175051584917036,1.140000000000001,-0.09974348827139615,1.140000000000001,-0.08672970316208858,1.140000000000001,-0.07678222618739866,1.140000000000001,-0.06893012092490669,1.140000000000001,-0.06257352250922679,1.140000000000001,-0.05290947472104372,1.140000000000001,-0.04609008610460112,1.140000000000001,-0.04090687149061069,1.140000000000001,-0.03683331019019246,1.140000000000001,-0.03354723169376807,1.140000000000001,-0.03084032741289002,1.140000000000001,-0.02857187922842076
1.150000000000001,-0.2527127300203246,1.150000000000001,-0.1825340066819047,1.150000000000001,-0.1428796739540166,1.150000000000001,-0.1176097670295289,1.150000000000001,-0.09984283436939734,1.150000000000001,-0.08682497481676506,1.150000000000001,-0.0768743279258263,1.150000000000001,-0.0690197342842846,1.150000000000001,-0.0626611643181543,1.150000000000001,-0.05299427428235668,1.150000000000001,-0.04617591324679265,1.150000000000001,-0.04099407191780561,1.150000000000001,-0.03692205143399036,1.150000000000001,-0.03363758137016501,1.150000000000001,-0.03093229602373192,1.150000000000001,-0.02866544447005477
1.160000000000001,-0.2528270442312865,1.160000000000001,-0.1826450635080546,1.160000000000001,-0.1429846391786913,1.160000000000001,-0.1177100171897989,1.160000000000001,-0.09993869076923968,1.160000000000001,-0.08691744134566096,1.160000000000001,-0.07696417919880799,1.160000000000001,-0.06910755695746364,1.160000000000001,-0.06274740381027853,1.160000000000001,-0.05307829445936107,1.160000000000001,-0.04626158398394163,1.160000000000001,-0.04108163762104618,1.160000000000001,-0.03701160411987336,1.160000000000001,-0.03372913037998284,1.160000000000001,-0.03102580564931204,1.160000000000001,-0.02876085495336404
1.170000000000001,-0.2529331077791724,1.170000000000001,-0.1827497195823655,1.170000000000001,-0.1430846600837113,1.170000000000001,-0.1178064370880958,1.170000000000001,-0.100031529301898,1.170000000000001,-0.08700753204695465,1.170000000000001,-0.07705217628376369,1.170000000000001,-0.06919395900164969,1.170000000000001,-0.06283258982846077,1.170000000000001,-0.05316185213624465,1.170000000000001,-0.04634740200170409,1.170000000000001,-0.04116986450084699,1.170000000000001,-0.03710225985419616,1.170000000000001,-0.03382216835679146,1.170000000000001,-0.03112114552872038,1.170000000000001,-0.02885840061261553
1.180000000000001,-0.2530317133788992,1.180000000000001,-0.1828486307432478,1.180000000000001,-0.1431802972581559,1.180000000000001,-0.1178995217244015,1.180000000000001,-0.1001217940913634,1.180000000000001,-0.08709565263501058,1.180000000000001,-0.07713869512690892,1.180000000000001,-0.06927929278003678,1.180000000000001,-0.0629170557077993,1.180000000000001,-0.05324525211752712,1.180000000000001,-0.04643366197645141,1.180000000000001,-0.04125904197536171,1.180000000000001,-0.03719430589720179,1.180000000000001,-0.03391698243108091,1.180000000000001,-0.03121860401339559,1.180000000000001,-0.02895837192837892
