"pch18_gm_gds  (ll=2e-07,Vd=0.2) X","pch18_gm_gds  (ll=2e-07,Vd=0.2) Y","pch18_gm_gds  (ll=2e-07,Vd=0.25) X","pch18_gm_gds  (ll=2e-07,Vd=0.25) Y","pch18_gm_gds  (ll=2e-07,Vd=0.3) X","pch18_gm_gds  (ll=2e-07,Vd=0.3) Y","pch18_gm_gds  (ll=2e-07,Vd=0.35) X","pch18_gm_gds  (ll=2e-07,Vd=0.35) Y","pch18_gm_gds  (ll=2e-07,Vd=0.4) X","pch18_gm_gds  (ll=2e-07,Vd=0.4) Y","pch18_gm_gds  (ll=2e-07,Vd=0.45) X","pch18_gm_gds  (ll=2e-07,Vd=0.45) Y","pch18_gm_gds  (ll=2e-07,Vd=0.5) X","pch18_gm_gds  (ll=2e-07,Vd=0.5) Y","pch18_gm_gds  (ll=2e-07,Vd=0.55) X","pch18_gm_gds  (ll=2e-07,Vd=0.55) Y","pch18_gm_gds  (ll=2e-07,Vd=0.6) X","pch18_gm_gds  (ll=2e-07,Vd=0.6) Y","pch18_gm_gds  (ll=2e-07,Vd=0.65) X","pch18_gm_gds  (ll=2e-07,Vd=0.65) Y","pch18_gm_gds  (ll=3e-07,Vd=0.2) X","pch18_gm_gds  (ll=3e-07,Vd=0.2) Y","pch18_gm_gds  (ll=3e-07,Vd=0.25) X","pch18_gm_gds  (ll=3e-07,Vd=0.25) Y","pch18_gm_gds  (ll=3e-07,Vd=0.3) X","pch18_gm_gds  (ll=3e-07,Vd=0.3) Y","pch18_gm_gds  (ll=3e-07,Vd=0.35) X","pch18_gm_gds  (ll=3e-07,Vd=0.35) Y","pch18_gm_gds  (ll=3e-07,Vd=0.4) X","pch18_gm_gds  (ll=3e-07,Vd=0.4) Y","pch18_gm_gds  (ll=3e-07,Vd=0.45) X","pch18_gm_gds  (ll=3e-07,Vd=0.45) Y","pch18_gm_gds  (ll=3e-07,Vd=0.5) X","pch18_gm_gds  (ll=3e-07,Vd=0.5) Y","pch18_gm_gds  (ll=3e-07,Vd=0.55) X","pch18_gm_gds  (ll=3e-07,Vd=0.55) Y","pch18_gm_gds  (ll=3e-07,Vd=0.6) X","pch18_gm_gds  (ll=3e-07,Vd=0.6) Y","pch18_gm_gds  (ll=3e-07,Vd=0.65) X","pch18_gm_gds  (ll=3e-07,Vd=0.65) Y","pch18_gm_gds  (ll=4e-07,Vd=0.2) X","pch18_gm_gds  (ll=4e-07,Vd=0.2) Y","pch18_gm_gds  (ll=4e-07,Vd=0.25) X","pch18_gm_gds  (ll=4e-07,Vd=0.25) Y","pch18_gm_gds  (ll=4e-07,Vd=0.3) X","pch18_gm_gds  (ll=4e-07,Vd=0.3) Y","pch18_gm_gds  (ll=4e-07,Vd=0.35) X","pch18_gm_gds  (ll=4e-07,Vd=0.35) Y","pch18_gm_gds  (ll=4e-07,Vd=0.4) X","pch18_gm_gds  (ll=4e-07,Vd=0.4) Y","pch18_gm_gds  (ll=4e-07,Vd=0.45) X","pch18_gm_gds  (ll=4e-07,Vd=0.45) Y","pch18_gm_gds  (ll=4e-07,Vd=0.5) X","pch18_gm_gds  (ll=4e-07,Vd=0.5) Y","pch18_gm_gds  (ll=4e-07,Vd=0.55) X","pch18_gm_gds  (ll=4e-07,Vd=0.55) Y","pch18_gm_gds  (ll=4e-07,Vd=0.6) X","pch18_gm_gds  (ll=4e-07,Vd=0.6) Y","pch18_gm_gds  (ll=4e-07,Vd=0.65) X","pch18_gm_gds  (ll=4e-07,Vd=0.65) Y","pch18_gm_gds  (ll=5e-07,Vd=0.2) X","pch18_gm_gds  (ll=5e-07,Vd=0.2) Y","pch18_gm_gds  (ll=5e-07,Vd=0.25) X","pch18_gm_gds  (ll=5e-07,Vd=0.25) Y","pch18_gm_gds  (ll=5e-07,Vd=0.3) X","pch18_gm_gds  (ll=5e-07,Vd=0.3) Y","pch18_gm_gds  (ll=5e-07,Vd=0.35) X","pch18_gm_gds  (ll=5e-07,Vd=0.35) Y","pch18_gm_gds  (ll=5e-07,Vd=0.4) X","pch18_gm_gds  (ll=5e-07,Vd=0.4) Y","pch18_gm_gds  (ll=5e-07,Vd=0.45) X","pch18_gm_gds  (ll=5e-07,Vd=0.45) Y","pch18_gm_gds  (ll=5e-07,Vd=0.5) X","pch18_gm_gds  (ll=5e-07,Vd=0.5) Y","pch18_gm_gds  (ll=5e-07,Vd=0.55) X","pch18_gm_gds  (ll=5e-07,Vd=0.55) Y","pch18_gm_gds  (ll=5e-07,Vd=0.6) X","pch18_gm_gds  (ll=5e-07,Vd=0.6) Y","pch18_gm_gds  (ll=5e-07,Vd=0.65) X","pch18_gm_gds  (ll=5e-07,Vd=0.65) Y","pch18_gm_gds  (ll=6e-07,Vd=0.2) X","pch18_gm_gds  (ll=6e-07,Vd=0.2) Y","pch18_gm_gds  (ll=6e-07,Vd=0.25) X","pch18_gm_gds  (ll=6e-07,Vd=0.25) Y","pch18_gm_gds  (ll=6e-07,Vd=0.3) X","pch18_gm_gds  (ll=6e-07,Vd=0.3) Y","pch18_gm_gds  (ll=6e-07,Vd=0.35) X","pch18_gm_gds  (ll=6e-07,Vd=0.35) Y","pch18_gm_gds  (ll=6e-07,Vd=0.4) X","pch18_gm_gds  (ll=6e-07,Vd=0.4) Y","pch18_gm_gds  (ll=6e-07,Vd=0.45) X","pch18_gm_gds  (ll=6e-07,Vd=0.45) Y","pch18_gm_gds  (ll=6e-07,Vd=0.5) X","pch18_gm_gds  (ll=6e-07,Vd=0.5) Y","pch18_gm_gds  (ll=6e-07,Vd=0.55) X","pch18_gm_gds  (ll=6e-07,Vd=0.55) Y","pch18_gm_gds  (ll=6e-07,Vd=0.6) X","pch18_gm_gds  (ll=6e-07,Vd=0.6) Y","pch18_gm_gds  (ll=6e-07,Vd=0.65) X","pch18_gm_gds  (ll=6e-07,Vd=0.65) Y","pch18_gm_gds  (ll=7e-07,Vd=0.2) X","pch18_gm_gds  (ll=7e-07,Vd=0.2) Y","pch18_gm_gds  (ll=7e-07,Vd=0.25) X","pch18_gm_gds  (ll=7e-07,Vd=0.25) Y","pch18_gm_gds  (ll=7e-07,Vd=0.3) X","pch18_gm_gds  (ll=7e-07,Vd=0.3) Y","pch18_gm_gds  (ll=7e-07,Vd=0.35) X","pch18_gm_gds  (ll=7e-07,Vd=0.35) Y","pch18_gm_gds  (ll=7e-07,Vd=0.4) X","pch18_gm_gds  (ll=7e-07,Vd=0.4) Y","pch18_gm_gds  (ll=7e-07,Vd=0.45) X","pch18_gm_gds  (ll=7e-07,Vd=0.45) Y","pch18_gm_gds  (ll=7e-07,Vd=0.5) X","pch18_gm_gds  (ll=7e-07,Vd=0.5) Y","pch18_gm_gds  (ll=7e-07,Vd=0.55) X","pch18_gm_gds  (ll=7e-07,Vd=0.55) Y","pch18_gm_gds  (ll=7e-07,Vd=0.6) X","pch18_gm_gds  (ll=7e-07,Vd=0.6) Y","pch18_gm_gds  (ll=7e-07,Vd=0.65) X","pch18_gm_gds  (ll=7e-07,Vd=0.65) Y","pch18_gm_gds  (ll=8e-07,Vd=0.2) X","pch18_gm_gds  (ll=8e-07,Vd=0.2) Y","pch18_gm_gds  (ll=8e-07,Vd=0.25) X","pch18_gm_gds  (ll=8e-07,Vd=0.25) Y","pch18_gm_gds  (ll=8e-07,Vd=0.3) X","pch18_gm_gds  (ll=8e-07,Vd=0.3) Y","pch18_gm_gds  (ll=8e-07,Vd=0.35) X","pch18_gm_gds  (ll=8e-07,Vd=0.35) Y","pch18_gm_gds  (ll=8e-07,Vd=0.4) X","pch18_gm_gds  (ll=8e-07,Vd=0.4) Y","pch18_gm_gds  (ll=8e-07,Vd=0.45) X","pch18_gm_gds  (ll=8e-07,Vd=0.45) Y","pch18_gm_gds  (ll=8e-07,Vd=0.5) X","pch18_gm_gds  (ll=8e-07,Vd=0.5) Y","pch18_gm_gds  (ll=8e-07,Vd=0.55) X","pch18_gm_gds  (ll=8e-07,Vd=0.55) Y","pch18_gm_gds  (ll=8e-07,Vd=0.6) X","pch18_gm_gds  (ll=8e-07,Vd=0.6) Y","pch18_gm_gds  (ll=8e-07,Vd=0.65) X","pch18_gm_gds  (ll=8e-07,Vd=0.65) Y","pch18_gm_gds  (ll=9e-07,Vd=0.2) X","pch18_gm_gds  (ll=9e-07,Vd=0.2) Y","pch18_gm_gds  (ll=9e-07,Vd=0.25) X","pch18_gm_gds  (ll=9e-07,Vd=0.25) Y","pch18_gm_gds  (ll=9e-07,Vd=0.3) X","pch18_gm_gds  (ll=9e-07,Vd=0.3) Y","pch18_gm_gds  (ll=9e-07,Vd=0.35) X","pch18_gm_gds  (ll=9e-07,Vd=0.35) Y","pch18_gm_gds  (ll=9e-07,Vd=0.4) X","pch18_gm_gds  (ll=9e-07,Vd=0.4) Y","pch18_gm_gds  (ll=9e-07,Vd=0.45) X","pch18_gm_gds  (ll=9e-07,Vd=0.45) Y","pch18_gm_gds  (ll=9e-07,Vd=0.5) X","pch18_gm_gds  (ll=9e-07,Vd=0.5) Y","pch18_gm_gds  (ll=9e-07,Vd=0.55) X","pch18_gm_gds  (ll=9e-07,Vd=0.55) Y","pch18_gm_gds  (ll=9e-07,Vd=0.6) X","pch18_gm_gds  (ll=9e-07,Vd=0.6) Y","pch18_gm_gds  (ll=9e-07,Vd=0.65) X","pch18_gm_gds  (ll=9e-07,Vd=0.65) Y","pch18_gm_gds  (ll=1e-06,Vd=0.2) X","pch18_gm_gds  (ll=1e-06,Vd=0.2) Y","pch18_gm_gds  (ll=1e-06,Vd=0.25) X","pch18_gm_gds  (ll=1e-06,Vd=0.25) Y","pch18_gm_gds  (ll=1e-06,Vd=0.3) X","pch18_gm_gds  (ll=1e-06,Vd=0.3) Y","pch18_gm_gds  (ll=1e-06,Vd=0.35) X","pch18_gm_gds  (ll=1e-06,Vd=0.35) Y","pch18_gm_gds  (ll=1e-06,Vd=0.4) X","pch18_gm_gds  (ll=1e-06,Vd=0.4) Y","pch18_gm_gds  (ll=1e-06,Vd=0.45) X","pch18_gm_gds  (ll=1e-06,Vd=0.45) Y","pch18_gm_gds  (ll=1e-06,Vd=0.5) X","pch18_gm_gds  (ll=1e-06,Vd=0.5) Y","pch18_gm_gds  (ll=1e-06,Vd=0.55) X","pch18_gm_gds  (ll=1e-06,Vd=0.55) Y","pch18_gm_gds  (ll=1e-06,Vd=0.6) X","pch18_gm_gds  (ll=1e-06,Vd=0.6) Y","pch18_gm_gds  (ll=1e-06,Vd=0.65) X","pch18_gm_gds  (ll=1e-06,Vd=0.65) Y","pch18_gm_gds  (ll=1.2e-06,Vd=0.2) X","pch18_gm_gds  (ll=1.2e-06,Vd=0.2) Y","pch18_gm_gds  (ll=1.2e-06,Vd=0.25) X","pch18_gm_gds  (ll=1.2e-06,Vd=0.25) Y","pch18_gm_gds  (ll=1.2e-06,Vd=0.3) X","pch18_gm_gds  (ll=1.2e-06,Vd=0.3) Y","pch18_gm_gds  (ll=1.2e-06,Vd=0.35) X","pch18_gm_gds  (ll=1.2e-06,Vd=0.35) Y","pch18_gm_gds  (ll=1.2e-06,Vd=0.4) X","pch18_gm_gds  (ll=1.2e-06,Vd=0.4) Y","pch18_gm_gds  (ll=1.2e-06,Vd=0.45) X","pch18_gm_gds  (ll=1.2e-06,Vd=0.45) Y","pch18_gm_gds  (ll=1.2e-06,Vd=0.5) X","pch18_gm_gds  (ll=1.2e-06,Vd=0.5) Y","pch18_gm_gds  (ll=1.2e-06,Vd=0.55) X","pch18_gm_gds  (ll=1.2e-06,Vd=0.55) Y","pch18_gm_gds  (ll=1.2e-06,Vd=0.6) X","pch18_gm_gds  (ll=1.2e-06,Vd=0.6) Y","pch18_gm_gds  (ll=1.2e-06,Vd=0.65) X","pch18_gm_gds  (ll=1.2e-06,Vd=0.65) Y","pch18_gm_gds  (ll=1.4e-06,Vd=0.2) X","pch18_gm_gds  (ll=1.4e-06,Vd=0.2) Y","pch18_gm_gds  (ll=1.4e-06,Vd=0.25) X","pch18_gm_gds  (ll=1.4e-06,Vd=0.25) Y","pch18_gm_gds  (ll=1.4e-06,Vd=0.3) X","pch18_gm_gds  (ll=1.4e-06,Vd=0.3) Y","pch18_gm_gds  (ll=1.4e-06,Vd=0.35) X","pch18_gm_gds  (ll=1.4e-06,Vd=0.35) Y","pch18_gm_gds  (ll=1.4e-06,Vd=0.4) X","pch18_gm_gds  (ll=1.4e-06,Vd=0.4) Y","pch18_gm_gds  (ll=1.4e-06,Vd=0.45) X","pch18_gm_gds  (ll=1.4e-06,Vd=0.45) Y","pch18_gm_gds  (ll=1.4e-06,Vd=0.5) X","pch18_gm_gds  (ll=1.4e-06,Vd=0.5) Y","pch18_gm_gds  (ll=1.4e-06,Vd=0.55) X","pch18_gm_gds  (ll=1.4e-06,Vd=0.55) Y","pch18_gm_gds  (ll=1.4e-06,Vd=0.6) X","pch18_gm_gds  (ll=1.4e-06,Vd=0.6) Y","pch18_gm_gds  (ll=1.4e-06,Vd=0.65) X","pch18_gm_gds  (ll=1.4e-06,Vd=0.65) Y","pch18_gm_gds  (ll=1.6e-06,Vd=0.2) X","pch18_gm_gds  (ll=1.6e-06,Vd=0.2) Y","pch18_gm_gds  (ll=1.6e-06,Vd=0.25) X","pch18_gm_gds  (ll=1.6e-06,Vd=0.25) Y","pch18_gm_gds  (ll=1.6e-06,Vd=0.3) X","pch18_gm_gds  (ll=1.6e-06,Vd=0.3) Y","pch18_gm_gds  (ll=1.6e-06,Vd=0.35) X","pch18_gm_gds  (ll=1.6e-06,Vd=0.35) Y","pch18_gm_gds  (ll=1.6e-06,Vd=0.4) X","pch18_gm_gds  (ll=1.6e-06,Vd=0.4) Y","pch18_gm_gds  (ll=1.6e-06,Vd=0.45) X","pch18_gm_gds  (ll=1.6e-06,Vd=0.45) Y","pch18_gm_gds  (ll=1.6e-06,Vd=0.5) X","pch18_gm_gds  (ll=1.6e-06,Vd=0.5) Y","pch18_gm_gds  (ll=1.6e-06,Vd=0.55) X","pch18_gm_gds  (ll=1.6e-06,Vd=0.55) Y","pch18_gm_gds  (ll=1.6e-06,Vd=0.6) X","pch18_gm_gds  (ll=1.6e-06,Vd=0.6) Y","pch18_gm_gds  (ll=1.6e-06,Vd=0.65) X","pch18_gm_gds  (ll=1.6e-06,Vd=0.65) Y","pch18_gm_gds  (ll=1.8e-06,Vd=0.2) X","pch18_gm_gds  (ll=1.8e-06,Vd=0.2) Y","pch18_gm_gds  (ll=1.8e-06,Vd=0.25) X","pch18_gm_gds  (ll=1.8e-06,Vd=0.25) Y","pch18_gm_gds  (ll=1.8e-06,Vd=0.3) X","pch18_gm_gds  (ll=1.8e-06,Vd=0.3) Y","pch18_gm_gds  (ll=1.8e-06,Vd=0.35) X","pch18_gm_gds  (ll=1.8e-06,Vd=0.35) Y","pch18_gm_gds  (ll=1.8e-06,Vd=0.4) X","pch18_gm_gds  (ll=1.8e-06,Vd=0.4) Y","pch18_gm_gds  (ll=1.8e-06,Vd=0.45) X","pch18_gm_gds  (ll=1.8e-06,Vd=0.45) Y","pch18_gm_gds  (ll=1.8e-06,Vd=0.5) X","pch18_gm_gds  (ll=1.8e-06,Vd=0.5) Y","pch18_gm_gds  (ll=1.8e-06,Vd=0.55) X","pch18_gm_gds  (ll=1.8e-06,Vd=0.55) Y","pch18_gm_gds  (ll=1.8e-06,Vd=0.6) X","pch18_gm_gds  (ll=1.8e-06,Vd=0.6) Y","pch18_gm_gds  (ll=1.8e-06,Vd=0.65) X","pch18_gm_gds  (ll=1.8e-06,Vd=0.65) Y","pch18_gm_gds  (ll=2e-06,Vd=0.2) X","pch18_gm_gds  (ll=2e-06,Vd=0.2) Y","pch18_gm_gds  (ll=2e-06,Vd=0.25) X","pch18_gm_gds  (ll=2e-06,Vd=0.25) Y","pch18_gm_gds  (ll=2e-06,Vd=0.3) X","pch18_gm_gds  (ll=2e-06,Vd=0.3) Y","pch18_gm_gds  (ll=2e-06,Vd=0.35) X","pch18_gm_gds  (ll=2e-06,Vd=0.35) Y","pch18_gm_gds  (ll=2e-06,Vd=0.4) X","pch18_gm_gds  (ll=2e-06,Vd=0.4) Y","pch18_gm_gds  (ll=2e-06,Vd=0.45) X","pch18_gm_gds  (ll=2e-06,Vd=0.45) Y","pch18_gm_gds  (ll=2e-06,Vd=0.5) X","pch18_gm_gds  (ll=2e-06,Vd=0.5) Y","pch18_gm_gds  (ll=2e-06,Vd=0.55) X","pch18_gm_gds  (ll=2e-06,Vd=0.55) Y","pch18_gm_gds  (ll=2e-06,Vd=0.6) X","pch18_gm_gds  (ll=2e-06,Vd=0.6) Y","pch18_gm_gds  (ll=2e-06,Vd=0.65) X","pch18_gm_gds  (ll=2e-06,Vd=0.65) Y","pch18_gm_gds  (ll=2.2e-06,Vd=0.2) X","pch18_gm_gds  (ll=2.2e-06,Vd=0.2) Y","pch18_gm_gds  (ll=2.2e-06,Vd=0.25) X","pch18_gm_gds  (ll=2.2e-06,Vd=0.25) Y","pch18_gm_gds  (ll=2.2e-06,Vd=0.3) X","pch18_gm_gds  (ll=2.2e-06,Vd=0.3) Y","pch18_gm_gds  (ll=2.2e-06,Vd=0.35) X","pch18_gm_gds  (ll=2.2e-06,Vd=0.35) Y","pch18_gm_gds  (ll=2.2e-06,Vd=0.4) X","pch18_gm_gds  (ll=2.2e-06,Vd=0.4) Y","pch18_gm_gds  (ll=2.2e-06,Vd=0.45) X","pch18_gm_gds  (ll=2.2e-06,Vd=0.45) Y","pch18_gm_gds  (ll=2.2e-06,Vd=0.5) X","pch18_gm_gds  (ll=2.2e-06,Vd=0.5) Y","pch18_gm_gds  (ll=2.2e-06,Vd=0.55) X","pch18_gm_gds  (ll=2.2e-06,Vd=0.55) Y","pch18_gm_gds  (ll=2.2e-06,Vd=0.6) X","pch18_gm_gds  (ll=2.2e-06,Vd=0.6) Y","pch18_gm_gds  (ll=2.2e-06,Vd=0.65) X","pch18_gm_gds  (ll=2.2e-06,Vd=0.65) Y","pch18_gm_gds  (ll=2.4e-06,Vd=0.2) X","pch18_gm_gds  (ll=2.4e-06,Vd=0.2) Y","pch18_gm_gds  (ll=2.4e-06,Vd=0.25) X","pch18_gm_gds  (ll=2.4e-06,Vd=0.25) Y","pch18_gm_gds  (ll=2.4e-06,Vd=0.3) X","pch18_gm_gds  (ll=2.4e-06,Vd=0.3) Y","pch18_gm_gds  (ll=2.4e-06,Vd=0.35) X","pch18_gm_gds  (ll=2.4e-06,Vd=0.35) Y","pch18_gm_gds  (ll=2.4e-06,Vd=0.4) X","pch18_gm_gds  (ll=2.4e-06,Vd=0.4) Y","pch18_gm_gds  (ll=2.4e-06,Vd=0.45) X","pch18_gm_gds  (ll=2.4e-06,Vd=0.45) Y","pch18_gm_gds  (ll=2.4e-06,Vd=0.5) X","pch18_gm_gds  (ll=2.4e-06,Vd=0.5) Y","pch18_gm_gds  (ll=2.4e-06,Vd=0.55) X","pch18_gm_gds  (ll=2.4e-06,Vd=0.55) Y","pch18_gm_gds  (ll=2.4e-06,Vd=0.6) X","pch18_gm_gds  (ll=2.4e-06,Vd=0.6) Y","pch18_gm_gds  (ll=2.4e-06,Vd=0.65) X","pch18_gm_gds  (ll=2.4e-06,Vd=0.65) Y"
0,42.67385078750976,0,46.97743254381642,0,50.75261821930881,0,54.14540836520841,0,57.22809905544027,0,60.04747184116324,0,62.63839472878429,0,65.02875398314325,0,67.24167406053871,0,69.29671972199736,0,77.86585479227655,0,86.13346191225534,0,93.42433584852456,0,100.1075688382825,0,106.3310974715331,0,112.1730867918914,0,117.6840463090764,0,122.901187863422,0,127.8541817991191,0,132.5678092824668,0,98.11124298880145,0,107.4916271328806,0,115.4497803545326,0,122.5856097948162,0,129.1353047694737,0,135.2195158674136,0,140.9130066028482,0,146.2685714083,0,151.3267090278417,0,156.1201207904504,0,113.3132078853964,0,123.2556950761071,0,131.3906273581727,0,138.5326613045378,0,144.9981275101236,0,150.9447068693777,0,156.4672303780277,0,161.6306562075161,0,166.4834333436331,0,171.063722042062,0,130.449854047086,0,141.2953690231017,0,149.8245159082107,0,157.1301725806609,0,163.6347027623829,0,169.5451445585535,0,174.9830593330533,0,180.0295323351657,0,184.7434944701724,0,189.1702717571878,0,144.2348118671342,0,155.7289094735589,0,164.4668180828118,0,171.7936724857637,0,178.2261469877926,0,184.0136055487217,0,189.2994466617457,0,194.1772113235088,0,198.713447159674,0,202.9583598875318,0,155.5395105894211,0,167.5067740646196,0,176.3398820136941,0,183.6095315175203,0,189.9150817120708,0,195.5417302366147,0,200.6505135683958,0,205.3444748046369,0,209.69559716116,0,213.7573071060964,0,164.9589479300834,0,177.2772527351329,0,186.1362089320299,0,193.3071243416717,0,199.4615256089699,0,204.9148848382713,0,209.8424825282308,0,214.3546003527028,0,218.5270631472892,0,222.4153563597674,0,172.9153208788378,0,185.4983859636495,0,194.3410705651093,0,201.3929543642801,0,207.3885895541995,0,212.6691083797858,0,217.421354899615,0,221.7611449423605,0,225.7669967179123,0,229.495651661179,0,185.5896285688108,0,198.5329799776368,0,207.2779654158618,0,214.0744853606853,0,219.7608984688005,0,224.7189855631802,0,229.1528587298983,0,233.1858817243834,0,236.899715633438,0,240.3521281003495,0,214.5954080995647,0,230.6968263705105,0,241.2536848626358,0,249.2666893853434,0,255.8568349589309,0,261.5301492615031,0,266.5533876314163,0,271.0852787685306,0,275.229349782519,0,279.0578974652642,0,242.6992389646857,0,262.1914940331,0,274.6625742432519,0,283.9364538088546,0,291.4482909356023,0,297.8421088302273,0,303.4536817280226,0,308.4802443961835,0,313.048815130879,0,317.2470911695351,0,269.9299021392714,0,293.0257548460589,0,307.508025703095,0,318.0858842553558,0,326.5374567330072,0,333.6576470043668,0,339.8573027207553,0,345.3751733051893,0,350.3633356085317,0,354.9257333228417,0,296.3186711789427,0,323.211838730645,0,339.7966953092379,0,351.7199956937098,0,361.1290723118779,0,368.9817605747613,0,375.7697190143419,0,381.7760859320637,0,387.1795032011133,0,392.1009785700059,0,321.8976915470194,0,352.7639604583846,0,371.537211262963,0,384.8455788167994,0,395.2294322774227,0,403.8207892070092,0,411.1975467085714,0,417.6899722201904,0,423.5047167400782,0,428.7806394058523,0,346.6990460893132,0,381.6974375499234,0,402.7394011464169,0,417.4705252807967,0,428.8457962316226,0,438.1819005910288,0,446.1481013914047,0,453.1244035054158,0,459.3468485286825,0,464.9729031093711
0.05,42.53902075377681,0.05,46.82960696345721,0.05,50.59347695541805,0.05,53.97616434141066,0.05,57.04972963545699,0.05,59.86080062978922,0.05,62.44413071917497,0.05,64.82751503595318,0.05,67.03400288326965,0.05,69.08309600318763,0.05,77.65677744417081,0.05,85.90231645899291,0.05,93.1737448250624,0.05,99.83916638311165,0.05,106.0461204386121,0.05,111.872561463558,0.05,117.3688626128397,0.05,122.5721350076315,0.05,127.5119688174918,0.05,132.2130781869618,0.05,97.8662744338378,0.05,107.2232774173145,0.05,115.1615927590692,0.05,122.2796342098561,0.05,128.8130026589135,0.05,134.8820478965637,0.05,140.5613469734591,0.05,145.9035625140645,0.05,150.94909225963,0.05,155.7305559301971,0.05,113.0411814359508,0.05,122.9598431415809,0.05,131.0752769814573,0.05,138.2001907035725,0.05,144.6501576442138,0.05,150.5824809950587,0.05,156.0917645195512,0.05,161.2428106247704,0.05,166.083952196512,0.05,170.6532580052453,0.05,130.1174190678266,0.05,140.9353599678639,0.05,149.44281462788,0.05,156.7298876337943,0.05,163.2178701901768,0.05,169.1132743518991,0.05,174.5373525041318,0.05,179.5709836765068,0.05,184.2729489660768,0.05,188.6884591299867,0.05,143.8520694853197,0.05,155.3157520252034,0.05,164.0305284800413,0.05,171.3379814302519,0.05,177.753419883685,0.05,183.525548484434,0.05,188.7973864428165,0.05,193.6622272181168,0.05,198.1864423870745,0.05,202.4201048133802,0.05,155.1144757816008,0.05,167.049142835267,0.05,175.8581778635975,0.05,183.1080087679367,0.05,189.3963646408747,0.05,195.0076670580331,0.05,200.1025141320723,0.05,204.7836683342267,0.05,209.1229168864682,0.05,213.1735407542089,0.05,164.4979952266535,0.05,176.7820028649757,0.05,185.6162774492825,0.05,192.7672059047091,0.05,198.9044482537797,0.05,204.3425992272497,0.05,209.256451663804,0.05,213.7559802857282,0.05,217.9167989152088,0.05,221.7942385559005,0.05,172.4235595574085,0.05,184.9709804893855,0.05,193.7885975958257,0.05,200.8204804845638,0.05,206.7991042053244,0.05,212.0646358658279,0.05,216.8033907075992,0.05,221.1308566400465,0.05,225.1253295805993,0.05,228.8433902913294,0.05,185.0479054344832,0.05,197.9536466812537,0.05,206.6731979176565,0.05,213.4499374542389,0.05,219.1197925330765,0.05,224.063436198117,0.05,228.4843880638938,0.05,232.5056536680782,0.05,236.2086569796666,0.05,239.6509978713218,0.05,213.941921003341,0.05,229.9945510441093,0.05,240.5193938278725,0.05,248.508081506783,0.05,255.0782181267737,0.05,260.7342999539443,0.05,265.7422747327143,0.05,270.2603904424217,0.05,274.3918606405252,0.05,278.2087631126385,0.05,241.9371993895426,0.05,261.368577982357,0.05,273.8006780534114,0.05,283.0455523996849,0.05,290.5338838031488,0.05,296.9076862976735,0.05,302.5016862099883,0.05,307.5125025444256,0.05,312.0667570136413,0.05,316.2518729897532,0.05,269.0624698454019,0.05,292.0845195861004,0.05,306.5204775757276,0.05,317.0644884357781,0.05,325.4890041127962,0.05,332.5863908496127,0.05,338.7661842504009,0.05,344.2663710249386,0.05,349.2385421382123,0.05,353.7863091176441,0.05,295.3489309262362,0.05,322.1546009927949,0.05,338.685461327466,0.05,350.569919415478,0.05,359.9483299888636,0.05,367.775414947261,0.05,374.54123410132,0.05,380.5280047642813,0.05,385.9137876427442,0.05,390.8191967393718,0.05,320.8286392419739,0.05,351.5930152680783,0.05,370.3042547905955,0.05,383.5686375523356,0.05,393.9181563039535,0.05,402.4810948752943,0.05,409.8334436668644,0.05,416.3043800827919,0.05,422.0998729700323,0.05,427.3583230034625,0.05,345.5335811570409,0.05,380.4150468985389,0.05,401.3866719138167,0.05,416.0685263885791,0.05,427.4057348438828,0.05,436.7105885310503,0.05,444.6501156668308,0.05,451.6030518036375,0.05,457.8046499596551,0.05,463.4118506065142
