nch18_gm_gds (ll=2e-07) X,nch18_gm_gds (ll=2e-07) Y,nch18_gm_gds (ll=3e-07) X,nch18_gm_gds (ll=3e-07) Y,nch18_gm_gds (ll=4e-07) X,nch18_gm_gds (ll=4e-07) Y,nch18_gm_gds (ll=5e-07) X,nch18_gm_gds (ll=5e-07) Y,nch18_gm_gds (ll=6e-07) X,nch18_gm_gds (ll=6e-07) Y,nch18_gm_gds (ll=7e-07) X,nch18_gm_gds (ll=7e-07) Y,nch18_gm_gds (ll=8e-07) X,nch18_gm_gds (ll=8e-07) Y,nch18_gm_gds (ll=9e-07) X,nch18_gm_gds (ll=9e-07) Y,nch18_gm_gds (ll=1e-06) X,nch18_gm_gds (ll=1e-06) Y,nch18_gm_gds (ll=1.2e-06) X,nch18_gm_gds (ll=1.2e-06) Y,nch18_gm_gds (ll=1.4e-06) X,nch18_gm_gds (ll=1.4e-06) Y,nch18_gm_gds (ll=1.6e-06) X,nch18_gm_gds (ll=1.6e-06) Y,nch18_gm_gds (ll=1.8e-06) X,nch18_gm_gds (ll=1.8e-06) Y,nch18_gm_gds (ll=2e-06) X,nch18_gm_gds (ll=2e-06) Y,nch18_gm_gds (ll=2.2e-06) X,nch18_gm_gds (ll=2.2e-06) Y,nch18_gm_gds (ll=2.4e-06) X,nch18_gm_gds (ll=2.4e-06) Y
0.4700000000000003,61.64244065180279,0.4700000000000003,132.9167313825674,0.4700000000000003,163.9417848054839,0.4700000000000003,183.7043292918631,0.4700000000000003,204.9379454023995,0.4700000000000003,223.4859339794372,0.4700000000000003,239.9232850740006,0.4700000000000003,254.6349988034245,0.4700000000000003,267.9085519402716,0.4700000000000003,290.9827366292805,0.4700000000000003,324.3161421930684,0.4700000000000003,354.423149352773,0.4700000000000003,381.8049740777525,0.4700000000000003,406.8507248249945,0.4700000000000003,429.8708618887226,0.4700000000000003,451.1182205487229
0.4800000000000003,60.88680365390027,0.4800000000000003,130.7668548524986,0.4800000000000003,161.4876512476191,0.4800000000000003,181.2545197202318,0.4800000000000003,202.4506771807253,0.4800000000000003,221.0109772293169,0.4800000000000003,237.4974535713642,0.4800000000000003,252.2855511409182,0.4800000000000003,265.6554237332124,0.4800000000000003,288.9611626295692,0.4800000000000003,322.3575237615257,0.4800000000000003,352.5694723217617,0.4800000000000003,380.0858972072321,0.4800000000000003,405.2880627950572,0.4800000000000003,428.4808594470369,0.4800000000000003,449.9129180482923
0.4900000000000003,60.08422580481507,0.4900000000000003,128.4656454853443,0.4900000000000003,158.8224746126364,0.4900000000000003,178.5553928351908,0.4900000000000003,199.6673438139935,0.4900000000000003,218.2014197468018,0.4900000000000003,234.704746776915,0.4900000000000003,249.5419062243939,0.4900000000000003,262.9847803167787,0.4900000000000003,286.4847618756738,0.4900000000000003,319.8286385730406,0.4900000000000003,350.0457672194477,0.4900000000000003,377.6096777688693,0.4900000000000003,402.8915366359205,0.4900000000000003,426.1889519196348,0.4900000000000003,447.7450173396036
0.5000000000000002,59.23583039421231,0.5000000000000002,126.0167970508127,0.5000000000000002,155.9530544019455,0.5000000000000002,175.6159691956773,0.5000000000000002,196.6010340340532,0.5000000000000002,215.073540766746,0.5000000000000002,231.5638246996708,0.5000000000000002,246.424431213355,0.5000000000000002,259.9181577996145,0.5000000000000002,283.5762344077674,0.5000000000000002,316.7602839093954,0.5000000000000002,346.8892930679149,0.5000000000000002,374.4188748315402,0.5000000000000002,399.7081152254762,0.5000000000000002,423.0458056661087,0.5000000000000002,444.6682981978336
0.5100000000000002,58.34472449160645,0.5100000000000002,123.4323950844345,0.5100000000000002,152.8967916431088,0.5100000000000002,172.45625906862,0.5100000000000002,193.2760749918162,0.5100000000000002,211.6547902816805,0.5100000000000002,228.1043077304267,0.5100000000000002,242.9641820044925,0.5100000000000002,256.4874882680452,0.5100000000000002,280.2680971664749,0.5100000000000002,313.1958584731344,0.5100000000000002,343.1521961271636,0.5100000000000002,370.5728224004764,0.5100000000000002,395.8031177543822,0.5100000000000002,419.121766748185,0.5100000000000002,440.7573536534725
0.5200000000000002,57.41560710621906,0.5200000000000002,120.7309507156686,0.5200000000000002,149.6786416926779,0.5200000000000002,169.1037130702592,0.5200000000000002,189.7240302575044,0.5200000000000002,207.9795361440979,0.5200000000000002,224.3624018644786,0.5200000000000002,239.1984893991929,0.5200000000000002,252.730700096123,0.5200000000000002,276.5984020677105,0.5200000000000002,309.1859509771575,0.5200000000000002,338.8951988600556,0.5200000000000002,366.140586687568,0.5200000000000002,391.2525661528359,0.5200000000000002,414.4987069193539,0.5200000000000002,436.0990074852993
0.5300000000000002,56.4542337818616,0.5300000000000002,117.9349688469195,0.5300000000000002,146.3278300209763,0.5300000000000002,165.5897101988869,0.5300000000000002,185.9799875462701,0.5300000000000002,204.0852950722438,0.5300000000000002,220.3771533176997,0.5300000000000002,235.1672825428323,0.5300000000000002,248.6881350689669,0.5300000000000002,272.6073716507147,0.5300000000000002,304.783961021841,0.5300000000000002,334.1824135728315,0.5300000000000002,361.1951268618768,0.5300000000000002,386.136809945352,0.5300000000000002,409.2632030541576,0.5300000000000002,430.7851194444546
0.5400000000000003,55.46685402486168,0.5400000000000003,115.068553650278,0.5400000000000003,142.8748986712563,0.5400000000000003,161.9465899277029,0.5400000000000003,182.0795692065284,0.5400000000000003,200.009805146793,0.5400000000000003,216.1876208576683,0.5400000000000003,230.9103769147951,0.5400000000000003,244.3999566893393,0.5400000000000003,268.3350418343837,0.5400000000000003,300.0429148558387,0.5400000000000003,329.0774973911155,0.5400000000000003,355.8089157302031,0.5400000000000003,380.5357093499965,0.5400000000000003,403.5013576014381,0.5400000000000003,424.9071019852212
0.5500000000000003,54.45971435379898,0.5500000000000003,112.1554104627944,0.5500000000000003,139.3494206819913,0.5500000000000003,158.2054769176294,0.5500000000000003,178.0568318544239,0.5500000000000003,195.7890361364828,0.5500000000000003,211.8310049321753,0.5500000000000003,226.4657197110205,0.5500000000000003,239.9045052064035,0.5500000000000003,263.8198125671428,0.5500000000000003,295.01340620859,0.5500000000000003,323.6411007513333,0.5500000000000003,350.0509882395393,0.5500000000000003,374.5253554731286,0.5500000000000003,397.2952464014461,0.5500000000000003,418.552139817896
0.5600000000000003,53.43868259081539,0.5600000000000003,109.2174229878248,0.5600000000000003,135.7784928655609,0.5600000000000003,154.3949267088979,0.5600000000000003,173.9430170196625,0.5600000000000003,191.4560496150914,0.5600000000000003,207.3416087935308,0.5600000000000003,221.8684408322607,0.5600000000000003,235.2374277650347,0.5600000000000003,259.0977095297304,0.5600000000000003,289.7424605809084,0.5600000000000003,317.9294045118799,0.5600000000000003,343.9852097379844,0.5600000000000003,368.1761162101386,0.5600000000000003,390.7207790314342,0.5600000000000003,411.8008939887472
0.5700000000000003,52.40901172512844,0.5700000000000003,106.2738262433692,0.5700000000000003,132.1859477767077,0.5700000000000003,150.5402756682668,0.5700000000000003,169.7659942325598,0.5700000000000003,187.0405232956467,0.5700000000000003,202.7504291664062,0.5700000000000003,217.150496926602,0.5700000000000003,230.4313655539021,0.5700000000000003,254.2021357304315,0.5700000000000003,284.2730749066371,0.5700000000000003,311.9934776606889,0.5700000000000003,337.6694803101837,0.5700000000000003,361.5517114191528,0.5700000000000003,383.8466646334076,0.5700000000000003,404.7263744699675
0.5800000000000003,51.37523292091277,0.5800000000000003,103.3408890079515,0.5800000000000003,128.5921306415937,0.5800000000000003,146.6635111586976,0.5800000000000003,165.550193618468,0.5800000000000003,182.5687282146064,0.5800000000000003,198.0851628872173,0.5800000000000003,212.3406963835846,0.5800000000000003,225.5159894469315,0.5800000000000003,249.1639146591314,0.5800000000000003,278.6441963794144,0.5800000000000003,305.8791909629878,0.5800000000000003,331.1555884068106,0.5800000000000003,354.7090129461794,0.5800000000000003,376.7341644803928,0.5800000000000003,397.3936507313352
0.5900000000000003,50.3411502539496,0.5900000000000003,100.4319689360669,0.5900000000000003,125.0140574836863,0.5900000000000003,142.7834707711986,0.5900000000000003,161.3168342336351,0.5900000000000003,178.0637683663839,0.5900000000000003,193.3704453850573,0.5900000000000003,207.4649287231368,0.5900000000000003,220.5182155969746,0.5900000000000003,244.0114721793298,0.5900000000000003,272.8909474330655,0.5900000000000003,299.627462972757,0.5900000000000003,324.4894663787837,0.5900000000000003,347.6983031911082,0.5900000000000003,369.4373496954302,0.5900000000000003,389.86010620885
0.6000000000000003,49.309903696884,0.6000000000000003,97.55779747902945,0.6000000000000003,121.4657856974728,0.6000000000000003,138.9162085645935,0.6000000000000003,157.0842924587432,0.6000000000000003,173.5459360328855,0.6000000000000003,188.6281838555678,0.6000000000000003,202.5464707041153,0.6000000000000003,215.4624822919071,0.6000000000000003,238.7710545227749,0.6000000000000003,267.044957330929,0.6000000000000003,293.2746704480956,0.6000000000000003,317.7116576900979,0.6000000000000003,340.5637842544936,0.6000000000000003,362.0036418326151,0.6000000000000003,382.1760026666141
0.6100000000000003,48.28406873917501,0.6100000000000003,94.72687307854095,0.6100000000000003,117.9588659589288,0.6100000000000003,135.0754103353787,0.6100000000000003,152.8685020569385,0.6100000000000003,169.0330844741599,0.6100000000000003,183.8778963571863,0.6100000000000003,197.606289159655,0.6100000000000003,210.3710160213494,0.6100000000000003,233.4669238914613,0.6100000000000003,261.1347111676023,0.6100000000000003,286.8531100348911,0.6100000000000003,310.8578637698591,0.6100000000000003,333.3441904866129,0.6100000000000003,354.4744768650449,0.6100000000000003,374.3851849164485
0.6200000000000003,47.26576735261846,0.6200000000000003,91.94587405856431,0.6200000000000003,114.5027876765502,0.6200000000000003,131.2727842581484,0.6200000000000003,148.6833214397321,0.6200000000000003,164.540962209929,0.6200000000000003,179.1370088354751,0.6200000000000003,192.6632994236684,0.6200000000000003,205.2640516505692,0.6200000000000003,228.1215065737916,0.6200000000000003,255.185867644612,0.6200000000000003,280.3914439668324,0.6200000000000003,303.9594884079409,0.6200000000000003,326.0734103718476,0.6200000000000003,346.8859887419912,0.6200000000000003,366.5258139989866
0.6300000000000003,46.25677287032207,0.6300000000000003,89.2200361025987,0.6300000000000003,111.1053688358403,0.6300000000000003,127.5183898196576,0.6300000000000003,144.5408381718365,0.6300000000000003,160.0834852333254,0.6300000000000003,174.4210918442314,0.6300000000000003,187.7345657702422,0.6300000000000003,200.1599971320936,0.6300000000000003,222.7554905237614,0.6300000000000003,249.2215258734199,0.6300000000000003,273.9150966177131,0.6300000000000003,297.0441357077527,0.6300000000000003,318.7810649510994,0.6300000000000003,339.2696524703437,0.6300000000000003,358.6310627605438
0.6400000000000003,45.25859876340292,0.6400000000000003,86.55346702981441,0.6400000000000003,107.773070449239,0.6400000000000003,123.8208940392333,0.6400000000000003,140.451604292391,0.6400000000000003,155.6729446109799,0.6400000000000003,169.744037633388,0.6400000000000003,182.8354472194575,0.6400000000000003,195.0755483755541,0.6400000000000003,217.3878816460348,0.6400000000000003,243.2624396296947,0.6400000000000003,267.4465914485586,0.6400000000000003,290.1360438571895,0.6400000000000003,311.4930190427947,0.6400000000000003,331.6528579951548,0.6400000000000003,350.7297409202217
0.6500000000000004,44.27256724092175,0.6500000000000004,83.94939155671455,0.6500000000000004,104.5112351753755,0.6500000000000004,120.1877599788428,0.6500000000000004,136.4248097986511,0.6500000000000004,151.3201586754716,0.6500000000000004,165.1181882701403,0.6500000000000004,177.9797005420697,0.6500000000000004,190.0257670626518,0.6500000000000004,212.0360330627458,0.6500000000000004,237.3271871740272,0.6500000000000004,261.0058312246653,0.6500000000000004,283.2564531980843,0.6500000000000004,304.2318200518545,0.6500000000000004,324.0594065565031,0.6500000000000004,342.8468386570816
0.6600000000000004,43.29985774584847,0.6600000000000004,81.41033110510104,0.6600000000000004,101.3242604333606,0.6600000000000004,116.6253805119428,0.6600000000000004,132.468407929115,0.6600000000000004,147.0345838604854,0.6600000000000004,160.5544290791202,0.6600000000000004,173.17955487696,0.6600000000000004,185.0241358906346,0.6600000000000004,206.7156619188627,0.6600000000000004,231.43230848286,0.6600000000000004,254.6103308463325,0.6600000000000004,276.4239157284372,0.6600000000000004,297.0170695808742,0.6600000000000004,316.5099330682399,0.6600000000000004,335.0039908219591
0.6700000000000004,42.34153789968781,0.6700000000000004,78.93822995976466,0.6700000000000004,98.21572074010396,0.6700000000000004,113.1391726741464,0.6700000000000004,128.5892071584318,0.6700000000000004,142.8243985993175,0.6700000000000004,156.0622613074025,0.6700000000000004,168.4457713693051,0.6700000000000004,180.082604194406,0.6700000000000004,201.4408659147003,0.6700000000000004,225.5924217500281,0.6700000000000004,248.2754140755281,0.6700000000000004,269.6545566701718,0.6700000000000004,289.8657378289706,0.6700000000000004,309.0222638937253,0.6700000000000004,327.2198705749797
0.6800000000000004,41.39858060201571,0.6800000000000004,76.53454100244755,0.6800000000000004,95.18845427643232,0.6800000000000004,109.7336468706217,0.6800000000000004,124.7929431899187,0.6800000000000004,138.6965726083865,0.6800000000000004,151.6498654378875,0.6800000000000004,163.7876984405365,0.6800000000000004,175.2116338378959,0.6800000000000004,196.2241482811376,0.6800000000000004,219.8203290652886,0.6800000000000004,242.0143847380363,0.6800000000000004,262.9622990629442,0.6800000000000004,282.7924319452972,0.6800000000000004,301.6117212832294,0.6800000000000004,319.5105237479977
0.6900000000000004,40.4718712146143,0.6900000000000004,74.2002835148668,0.6900000000000004,92.24462668520684,0.6900000000000004,106.4124624794638,0.6900000000000004,121.0843412805673,0.6900000000000004,134.656930759163,0.6900000000000004,147.3241633269367,0.6900000000000004,159.213329950644,0.6900000000000004,170.4202518302259,0.6900000000000004,191.0764563441921,0.6900000000000004,214.1271184688032,0.6900000000000004,235.8386810068629,0.6900000000000004,256.3590609886286,0.6900000000000004,275.8096286697079,0.6900000000000004,294.2913853489196,0.6900000000000004,311.8896552194212
0.7000000000000004,39.56220841238885,0.7000000000000004,71.93608345376394,0.7000000000000004,89.38578215417637,0.7000000000000004,103.1784781407088,0.7000000000000004,117.4671760008089,0.7000000000000004,130.7102175337152,0.7000000000000004,143.0908841615087,0.7000000000000004,154.7293703595911,0.7000000000000004,165.716112992147,0.7000000000000004,186.0072357291071,0.7000000000000004,208.5222668700334,0.7000000000000004,229.7580190174605,0.7000000000000004,249.8549329880969,0.7000000000000004,268.9278798257413,0.7000000000000004,287.0723229225177,0.7000000000000004,304.3688772638375
0.7100000000000004,38.67030164714775,0.7100000000000004,69.74220405496763,0.7100000000000004,86.61288879009503,0.7100000000000004,100.0338019625374,0.7100000000000004,113.9443326175013,0.7100000000000004,126.8601652733637,0.7100000000000004,138.9546365571104,0.7100000000000004,150.3413084164489,0.7100000000000004,161.1055735006665,0.7100000000000004,181.0244998793116,0.7100000000000004,203.0137460098443,0.7100000000000004,223.7805298481263,0.7100000000000004,243.4583411196323,0.7100000000000004,262.1559972166779,0.7100000000000004,279.9637907231454,0.7100000000000004,296.9579280125166
0.7200000000000004,37.79676744372855,0.7200000000000004,67.61857217108968,0.7200000000000004,83.92638261833174,0.7200000000000004,96.97984436081133,0.7200000000000004,110.51787197064,0.7200000000000004,123.1095672830878,0.7200000000000004,134.918987117377,0.7200000000000004,146.0534990281683,0.7200000000000004,156.5937743670474,0.7200000000000004,176.1349129505653,0.7200000000000004,197.6081318928119,0.7200000000000004,217.9128920786027,0.7200000000000004,237.1761992514288,0.7200000000000004,255.5012216053868,0.7200000000000004,272.9734183896539,0.7200000000000004,289.6648662894744
0.7300000000000004,36.94212605469257,0.7300000000000004,65.56480367209197,0.7300000000000004,81.32621244293823,0.7300000000000004,94.0173743882988,0.7300000000000004,107.1890990581178,0.7300000000000004,119.4603553741003,0.7300000000000004,130.9865444457727,0.7300000000000004,141.8692517564855,0.7300000000000004,152.1847328066225,0.7300000000000004,171.3438832076164,0.7300000000000004,192.3107169345429,0.7300000000000004,212.1604607877558,0.7300000000000004,231.0140527098301,0.7300000000000004,248.9693789058175,0.7300000000000004,266.1073753168461,0.7300000000000004,282.4962474318611
0.7400000000000004,36.10679940609722,0.7400000000000004,63.58022964167182,0.7400000000000004,78.81188630408693,0.7400000000000004,91.14657917619444,0.7400000000000004,103.9586344928749,0.7400000000000004,115.9136805370159,0.7400000000000004,127.1590468470722,0.7400000000000004,137.7909237550119,0.7400000000000004,147.8814389206168,0.7400000000000004,166.655663663682,0.7400000000000004,187.1256233818864,0.7400000000000004,206.5273929515949,0.7400000000000004,224.9762143519399,0.7400000000000004,242.5650255371399,0.7400000000000004,259.3705239682272,0.7400000000000004,275.4572833570069
0.7500000000000004,35.29111079855827,0.7500000000000004,61.66392397701296,0.7500000000000004,76.38251930683123,0.7500000000000004,88.36712540157539,0.7500000000000004,100.8264874404478,0.7500000000000004,112.4699950165109,0.7500000000000004,123.437451651294,0.7500000000000004,133.8200147534993,0.7500000000000004,143.6859549902007,0.7500000000000004,162.073456715791,0.7500000000000004,182.0559162683232,0.7500000000000004,201.0167686810527,0.7500000000000004,219.0658934331196,0.7500000000000004,236.2915840657687,0.7500000000000004,252.766561402249,0.7500000000000004,268.5519891250763
0.7600000000000005,34.49528648522454,0.7600000000000005,59.81473227958732,0.7600000000000005,74.03688206057922,0.7600000000000005,85.6782213849857,0.7600000000000005,97.79212845448562,0.7600000000000005,109.1291339754992,0.7600000000000005,119.8220241045452,0.7600000000000005,129.9572617900623,0.7600000000000005,139.5995148472797,0.7600000000000005,157.5995198047843,0.7600000000000005,177.10371415163,0.7600000000000005,195.6307075053019,0.7600000000000005,213.2853172424383,0.7600000000000005,230.1514697257581,0.7600000000000005,246.2981501131339,0.7600000000000005,261.783317517241
0.7700000000000005,33.71945901747713,0.7700000000000005,58.03130152306345,0.7700000000000005,71.77344874830466,0.7700000000000005,83.07867839038943,0.7700000000000005,94.85456068419242,0.7700000000000005,105.89039507559,0.7700000000000005,116.3124239839138,0.7700000000000005,126.2027316702586,0.7700000000000005,135.622621121893,0.7700000000000005,153.2352695562062,0.7700000000000005,172.2702960477389,0.7700000000000005,190.3704788771016,0.7700000000000005,207.6358452950318,0.7700000000000005,224.1462081069417,0.7700000000000005,239.9670388837936,0.7700000000000005,255.1532826684354
0.7800000000000005,32.96367210987226,0.7800000000000005,56.3121098135251,0.7800000000000005,69.59044383533482,0.7800000000000005,80.56696984171987,0.7800000000000005,92.01238813193598,0.7800000000000005,102.7526145657167,0.7800000000000005,112.907788415082,0.7800000000000005,122.5559095042777,0.7800000000000005,131.7551385835087,0.7800000000000005,148.9813823508211,0.7800000000000005,167.5562032445323,0.7800000000000005,185.2366061753367,0.7800000000000005,202.1180758354252,0.7800000000000005,218.2765441543566,0.7800000000000005,233.7741741182743,0.7800000000000005,248.6630734899489
0.7900000000000005,32.22788670657374,0.7900000000000005,54.65549554041727,0.7900000000000005,67.48588654570959,0.7900000000000005,78.14128740504155,0.7900000000000005,89.26387991610048,0.7900000000000005,99.71423879127235,0.7900000000000005,109.6068097336719,0.7900000000000005,119.0157820748081,0.7900000000000005,127.9963822306455,0.7900000000000005,144.8378897704957,0.7900000000000005,162.9613349916625,0.7900000000000005,180.2289636495183,0.7900000000000005,196.7319444624321,0.7900000000000005,212.5425425916421,0.7900000000000005,227.7198020118071,0.7900000000000005,242.313157448441
0.8000000000000005,31.51198791241656,0.8000000000000005,53.05968529277709,0.8000000000000005,65.45763241656886,0.8000000000000005,75.79959315501785,0.8000000000000005,86.60702979059323,0.8000000000000005,96.77339036267561,0.8000000000000005,106.407807588569,0.8000000000000005,115.5809151749837,0.8000000000000005,124.3451991974127,0.8000000000000005,140.8042678285383,0.8000000000000005,158.485037376401,0.8000000000000005,175.3468659483014,0.8000000000000005,191.4768147918582,0.8000000000000005,206.9436799074543,0.8000000000000005,221.8035618878734,0.8000000000000005,236.1033751814012
0.8100000000000005,30.81579246604351,0.8100000000000005,51.52282003886953,0.8100000000000005,63.50341144405668,0.8100000000000005,73.53966731021008,0.8100000000000005,84.03961045394932,0.8100000000000005,93.92792852426705,0.8100000000000005,103.3087948095373,0.8100000000000005,112.2495244018848,0.8100000000000005,120.8000439133518,0.8100000000000005,136.8795193002017,0.8100000000000005,154.126184985291,0.8100000000000005,170.5891500715129,0.8100000000000005,186.3515611946721,0.8100000000000005,201.4789281104447,0.8100000000000005,216.0245710408857,0.8100000000000005,230.0330264061696
0.8200000000000005,30.13905646697685,0.8200000000000005,50.04297920695076,0.8200000000000005,61.62086252977111,0.8200000000000005,71.35915126086269,0.8200000000000005,81.55922242820036,0.8200000000000005,91.17550352485367,0.8200000000000005,100.3075368373948,0.8200000000000005,109.0195391836677,0.8200000000000005,117.3590462618906,0.8200000000000005,133.0622488094799,0.8200000000000005,149.8832552016798,0.8200000000000005,165.9542497642146,0.8200000000000005,181.3546437714242,0.8200000000000005,196.146830528484,0.8200000000000005,210.3815014594996,0.8200000000000005,224.1009475748137
0.8300000000000005,29.48148311311462,0.8300000000000005,48.61820244048588,0.8300000000000005,59.80756410881281,0.8300000000000005,69.2555858137158,0.8300000000000005,79.16333749158977,0.8300000000000005,88.51360500327587,0.8300000000000005,97.40160473792363,0.8300000000000005,105.8886600533832,0.8300000000000005,114.020072730658,0.8300000000000005,129.3507306016143,0.8300000000000005,145.7543951948193,0.8300000000000005,161.4402625208949,0.8300000000000005,176.4841758278473,0.8300000000000005,190.9455700007861,0.8300000000000005,204.8726488459596,0.8300000000000005,218.3055817476653
0.8400000000000005,28.84273025298143,0.8400000000000005,47.24650892120436,0.8400000000000005,58.06106098179685,0.8400000000000005,67.22644473737627,0.8400000000000005,76.8493368080419,0.8400000000000005,85.93960456577646,0.8400000000000005,94.58842199145604,0.8400000000000005,102.8544093622791,0.8400000000000005,110.7807807362451,0.8400000000000005,125.7429691404802,0.8400000000000005,141.7374818165258,0.8400000000000005,157.045009489495,0.8400000000000005,171.7379842047758,0.8400000000000005,185.8730298679625,0.8400000000000005,199.4959943824563,0.8400000000000005,212.6450411717609
0.8500000000000005,28.2224176034962,0.8500000000000005,45.92591425266123,0.8500000000000005,56.37888748193884,0.8500000000000005,65.2691638103057,0.8500000000000005,74.61454401266357,0.8500000000000005,83.45079285054508,0.8500000000000005,91.86530537344916,0.8500000000000005,99.91417575524714,0.8500000000000005,107.6386664434441,0.8500000000000005,122.2367528235087,0.8500000000000005,137.8301747396556,0.8500000000000005,152.7660886525912,0.8500000000000005,167.1136628797202,0.8500000000000005,180.9268482127546,0.8500000000000005,194.2492597225858,0.8500000000000005,207.1171630651083
0.8600000000000005,27.62013352628517,0.8600000000000005,44.65444497404293,0.8600000000000005,54.7585871866759,0.8600000000000005,63.38116565580407,0.8600000000000005,72.45625359167477,0.8600000000000005,81.04441145440855,0.8600000000000005,89.22950032396237,0.8600000000000005,97.06525281817488,0.8600000000000005,104.5911064916513,0.8600000000000005,118.8297012126478,0.8600000000000005,134.0299632538563,0.8600000000000005,148.6009217234433,0.8600000000000005,162.6086202996665,0.8600000000000005,176.1044658294361,0.8600000000000005,189.1299557042979,0.8600000000000005,201.7195591162832
0.8700000000000006,27.0354412921966,0.8700000000000006,43.43015083006173,0.8700000000000006,53.19772943480007,0.8700000000000006,61.55988069996247,0.8700000000000006,70.37175494301241,0.8700000000000006,78.71768014402501,0.8700000000000006,86.67821125296177,0.8700000000000006,94.3048723591743,0.8700000000000006,101.635394097506,0.8700000000000006,115.5193062460452,0.8700000000000006,130.334207184264,0.8700000000000006,144.5467952318372,0.8700000000000006,158.2201209302297,0.8700000000000006,171.4031684164543,0.8700000000000006,184.1354252851245,0.8700000000000006,196.4496592036284
0.8800000000000006,26.46788479420183,0.8800000000000006,42.2511149604227,0.8800000000000006,51.69392293946514,0.8800000000000006,59.80276461548447,0.8800000000000006,68.35835252681903,0.8800000000000006,76.46781979564612,0.8800000000000006,84.20862725075611,0.8800000000000006,91.63023281002066,0.8800000000000006,98.76877003021571,0.8800000000000006,112.302967930777,0.8800000000000006,126.7401724241126,0.8800000000000006,140.6008962890658,0.8800000000000006,153.9453215126115,0.8800000000000006,166.8201234868497,0.8800000000000006,179.2628811963668,0.8800000000000006,191.304749832702
0.8900000000000006,25.91699369335371,0.8900000000000006,41.11546219457328,0.8900000000000006,50.24482679926921,0.8900000000000006,58.10731262200991,0.8900000000000006,66.41338251886417,0.8900000000000006,74.29207150969964,0.8900000000000006,81.81794367503728,0.8900000000000006,89.03852323751489,0.8900000000000006,95.98844896147561,0.8900000000000006,109.1780250280384,0.8900000000000006,123.2450615775579,0.8900000000000006,136.7603435222182,0.8900000000000006,149.7813025158035,0.8900000000000006,162.3524124814402,0.8900000000000006,174.5094387988681,0.8900000000000006,186.2820077729978
0.9000000000000006,25.38228800145228,0.9000000000000006,40.02136564746273,0.9000000000000006,48.84815920820031,0.9000000000000006,56.47107100717002,0.9000000000000006,64.53422636975502,0.9000000000000006,72.18771233436108,0.9000000000000006,79.50338007338141,0.9000000000000006,86.5269434424093,0.9000000000000006,93.29164168117032,0.9000000000000006,106.1417812360839,0.9000000000000006,119.8460402002006,0.9000000000000006,133.0222136555668,0.9000000000000006,145.7250952556087,0.9000000000000006,157.9970585528756,0.9000000000000006,169.8721446062417,0.9000000000000006,181.378529353642
0.9100000000000006,24.86328211814596,0.9100000000000006,38.96705181272657,0.9100000000000006,47.50170415435257,0.9100000000000006,54.89164621627965,0.9100000000000006,62.71832165291669,0.9100000000000006,70.15206801032528,0.9100000000000006,77.26219487724907,0.9100000000000006,84.09272060075115,0.9100000000000006,90.6755736480456,0.9100000000000006,103.1915273573327,0.9100000000000006,116.5402591049761,0.9100000000000006,129.3835641955578,0.9100000000000006,141.7737051300951,0.9100000000000006,153.7510504637398,0.9100000000000006,165.3480009124421,0.9100000000000006,176.5913558526055
0.9200000000000006,24.35948835016394,0.9200000000000006,37.95080434369919,0.9200000000000006,46.20331637994905,0.9200000000000006,53.36671183574511,0.9200000000000006,60.96317055815139,0.9200000000000006,68.18252312074762,0.9200000000000006,75.09169727415606,0.9200000000000006,81.73312287283152,0.9200000000000006,88.13750031520793,0.9200000000000006,100.3245599087341,0.9200000000000006,113.3248731745501,0.9200000000000006,125.8414526493281,0.9200000000000006,137.9241313935923,0.9200000000000006,149.6113630162271,0.9200000000000006,160.933986936682,0.9200000000000006,171.9174953862661
0.9300000000000006,23.8704199469388,0.9300000000000006,36.97096670200073,0.9300000000000006,44.95092485400836,0.9300000000000006,51.89401376864033,0.9300000000000006,59.26634635787013,0.9300000000000006,66.27652899850806,0.9300000000000006,72.98925663159957,0.9300000000000006,79.44547037125321,0.9300000000000006,85.67471963658591,0.9300000000000006,97.5381966021081,0.9300000000000006,110.1970570903504,0.9300000000000006,122.3929526763606,0.9300000000000006,134.1733838613225,0.9300000000000006,145.5749743983885,0.9300000000000006,156.6270768660041,0.9300000000000006,167.3539416751948
0.9400000000000006,23.39559369073502,0.9400000000000006,36.02594383993873,0.9400000000000006,43.74253498566739,0.9400000000000006,50.4713738725352,0.9400000000000006,57.62549814187837,0.9400000000000006,64.43160970967705,0.9400000000000006,70.95230981170332,0.9400000000000006,77.22714384421388,0.9400000000000006,83.28458212482347,0.9400000000000006,94.82978908608086,0.9400000000000006,107.1540183549775,0.9400000000000006,119.035167540287,0.9400000000000006,130.5184969049847,0.9400000000000006,141.6388808030975,0.9400000000000006,152.4242551468952,0.9400000000000006,162.8976900344176
0.9500000000000006,22.93453208114823,0.9500000000000006,35.11420306789734,0.9500000000000006,42.57622978232574,0.9500000000000006,49.09669230099345,0.9500000000000006,56.03835408532158,0.9500000000000006,62.64536639885242,0.9500000000000006,68.97836668088979,0.9500000000000006,75.07559139456858,0.9500000000000006,80.96449879503301,0.9500000000000006,92.19673330522366,0.9500000000000006,104.1930079508817,0.9500000000000006,115.7652411952005,0.9500000000000006,126.9565410679305,0.9500000000000006,137.800108643334,0.9500000000000006,148.3225293459823,0.9500000000000006,158.5457509028188
