nch18_gm_gds (ll=2e-07) X,nch18_gm_gds (ll=2e-07) Y,nch18_gm_gds (ll=3e-07) X,nch18_gm_gds (ll=3e-07) Y,nch18_gm_gds (ll=4e-07) X,nch18_gm_gds (ll=4e-07) Y,nch18_gm_gds (ll=5e-07) X,nch18_gm_gds (ll=5e-07) Y,nch18_gm_gds (ll=6e-07) X,nch18_gm_gds (ll=6e-07) Y,nch18_gm_gds (ll=7e-07) X,nch18_gm_gds (ll=7e-07) Y,nch18_gm_gds (ll=8e-07) X,nch18_gm_gds (ll=8e-07) Y,nch18_gm_gds (ll=9e-07) X,nch18_gm_gds (ll=9e-07) Y,nch18_gm_gds (ll=1e-06) X,nch18_gm_gds (ll=1e-06) Y,nch18_gm_gds (ll=1.2e-06) X,nch18_gm_gds (ll=1.2e-06) Y,nch18_gm_gds (ll=1.4e-06) X,nch18_gm_gds (ll=1.4e-06) Y,nch18_gm_gds (ll=1.6e-06) X,nch18_gm_gds (ll=1.6e-06) Y,nch18_gm_gds (ll=1.8e-06) X,nch18_gm_gds (ll=1.8e-06) Y,nch18_gm_gds (ll=2e-06) X,nch18_gm_gds (ll=2e-06) Y,nch18_gm_gds (ll=2.2e-06) X,nch18_gm_gds (ll=2.2e-06) Y,nch18_gm_gds (ll=2.4e-06) X,nch18_gm_gds (ll=2.4e-06) Y
0.9600000000000006,22.48676515399563,0.9600000000000006,34.23427424224332,0.9600000000000006,41.45017013329356,0.9600000000000006,47.76794876237962,0.9600000000000006,54.50272348418453,0.9600000000000006,60.91548024988952,0.9600000000000006,67.06501408539913,0.9600000000000006,72.98833352071338,0.9600000000000006,78.71194729369091,0.9600000000000006,89.63647779659469,0.9600000000000006,101.3113289448415,0.9600000000000006,112.5803673092526,0.9600000000000006,123.48463259745,0.9600000000000006,134.0557246574168,0.9600000000000006,144.3189408701343,0.9600000000000006,154.2951612010457
0.9700000000000006,22.05183197364211,0.9700000000000006,33.38474939380266,0.9700000000000006,40.36259437722322,0.9700000000000006,46.48320288318279,0.9700000000000006,53.01649776418596,0.9700000000000006,59.2397142852823,0.9700000000000006,65.20991853172649,0.9700000000000006,70.96296673260086,0.9700000000000006,76.52447647854778,0.9700000000000006,87.14653020977548,0.9700000000000006,98.50634331537229,0.9700000000000006,109.4777964966419,0.9700000000000006,120.0999411614017,0.9700000000000006,130.4028441692649,0.9700000000000006,140.4105738085559,0.9700000000000006,150.1429937776486
0.9800000000000006,21.62928183600124,0.9800000000000006,32.56428190212229,0.9800000000000006,39.31181729078539,0.9800000000000006,45.24059383872157,0.9800000000000006,51.57765064249103,0.9800000000000006,57.61591419931457,0.9800000000000006,63.41082778167432,0.9800000000000006,68.99716596572229,0.9800000000000006,74.39970968412931,0.9800000000000006,84.72446230445252,0.9800000000000006,95.77547725011097,0.9800000000000006,106.4548420004973,0.9800000000000006,116.7996959888399,0.9800000000000006,126.8386377402634,0.9800000000000006,136.5945621322954,0.9800000000000006,146.0863651765501
0.9900000000000007,21.21867521713279,0.9900000000000007,31.77158530685963,0.9900000000000007,38.29622861693146,0.9900000000000007,44.03833939176375,0.9900000000000007,50.18423759759119,0.9900000000000007,56.04200839450922,0.9900000000000007,61.66557154473328,0.9900000000000007,67.08868598793623,0.9900000000000007,72.33534687868433,0.9900000000000007,82.36791364977657,0.9900000000000007,93.11622513205043,0.9900000000000007,103.5088840422067,0.9900000000000007,113.5811906478633,0.9900000000000007,123.3603364247877,0.9900000000000007,132.8680954613314,0.9900000000000007,142.1224419366391
1.000000000000001,20.81958449975103,1.000000000000001,31.00543183487988,1.000000000000001,37.31429123389035,1.000000000000001,42.87473445952857,1.000000000000001,48.83439478096761,1.000000000000001,54.5160073677276,1.000000000000001,59.97206142619123,1.000000000000001,65.2353619686437,1.000000000000001,70.32916589224328,1.000000000000001,80.07459422255508,1.000000000000001,90.52615240735156,1.000000000000001,100.6373730273981,1.000000000000001,110.4417866491444,1.000000000000001,119.9652358176367,1.000000000000001,129.2284235875044,1.000000000000001,138.2484456098153
1.010000000000001,20.4315945071709,1.010000000000001,30.26465071014808,1.010000000000001,36.36453905066707,1.010000000000001,41.74814931171646,1.010000000000001,47.52633748482655,1.010000000000001,53.03600257162531,1.010000000000001,58.32829026754301,1.010000000000001,63.43510935705273,1.010000000000001,68.37902287188729,1.010000000000001,77.84228607658699,1.010000000000001,88.00289750428433,1.010000000000001,97.83783177644449,1.010000000000001,107.3789160428532,1.010000000000001,116.6506990593864,1.010000000000001,125.6728599192462,1.010000000000001,134.4616566646703
1.020000000000001,20.0543028714406,1.020000000000001,29.54812630318601,1.020000000000001,35.44557470130896,1.020000000000001,40.65702748639016,1.020000000000001,46.25835826307807,1.020000000000001,51.6001648588425,1.020000000000001,56.73233099637331,1.020000000000001,61.68592319597023,1.020000000000001,66.48285209925641,1.020000000000001,75.66884423328081,1.020000000000001,85.54417295139345,1.020000000000001,95.10785692670063,1.020000000000001,104.3900831554638,1.020000000000001,113.414158947837,1.020000000000001,122.1987839962433,1.020000000000001,130.7594174235572
1.030000000000001,19.68732025968106,1.030000000000001,28.85479616779638,1.030000000000001,34.55606709830237,1.030000000000001,39.59988349677823,1.030000000000001,45.02882478773335,1.030000000000001,50.2067426002006,1.030000000000001,55.18233508582919,1.030000000000001,59.98587697958848,1.030000000000001,64.63866528663462,1.030000000000001,73.55219692382538,1.030000000000001,83.1477658240549,1.030000000000001,92.44511963539584,1.030000000000001,101.472865595588,1.030000000000001,110.2531192843156,1.030000000000001,118.8036432039082,1.030000000000001,127.1391341639726
1.040000000000001,19.33027048005021,1.040000000000001,28.18364900478675,1.040000000000001,33.69474889523266,1.040000000000001,38.57530039001595,1.040000000000001,43.83617750979657,1.040000000000001,48.8540595540926,1.040000000000001,53.67653070877323,1.040000000000001,58.33312114796248,1.040000000000001,62.84455045146042,1.040000000000001,71.4903452956506,1.040000000000001,80.81153763169604,1.040000000000001,89.8473656955144,1.040000000000001,98.62491464219158,1.040000000000001,107.1651555691005,1.040000000000001,115.4849538028056,1.040000000000001,123.5982785008077
1.050000000000001,18.98279048629822,1.050000000000001,27.53372258551052,1.050000000000001,32.86041389990746,1.050000000000001,37.5819272085267,1.050000000000001,42.6789271824008,1.050000000000001,47.54051255200559,1.050000000000001,52.21322065863647,1.050000000000001,56.72588129704803,1.050000000000001,61.09867045462358,1.050000000000001,69.48136268036525,1.050000000000001,78.53342374292311,1.050000000000001,87.31241516260197,1.050000000000001,95.8439551134215,1.050000000000001,104.1479151460339,1.050000000000001,112.2403013741574,1.050000000000001,120.1343881514926
1.060000000000001,18.64453029762887,1.060000000000001,26.90410166208193,1.060000000000001,32.05191447158678,1.060000000000001,36.61847639576958,1.060000000000001,41.55565229415903,1.060000000000001,46.26456905450748,1.060000000000001,50.79078009766341,1.060000000000001,55.16245617110541,1.060000000000001,59.39926127527816,1.060000000000001,67.5233935067108,1.060000000000001,76.31143243261322,1.060000000000001,84.83816157730864,1.060000000000001,93.12778480283009,1.060000000000001,101.1991168833963,1.060000000000001,109.0673407708639,1.060000000000001,116.7450671748973
1.070000000000001,18.31515284850366,1.070000000000001,26.29391588601569,1.070000000000001,31.26815892944523,1.070000000000001,35.68372118050436,1.070000000000001,40.46499645227829,1.070000000000001,45.02476462292176,1.070000000000001,49.40765418337153,1.070000000000001,53.64121549388064,1.070000000000001,57.74463008389969,1.070000000000001,65.61465193016325,1.070000000000001,74.1436436234612,1.070000000000001,82.42257085741694,1.070000000000001,90.47427355728027,1.070000000000001,98.3165504681383,1.070000000000001,105.9637956510051,1.070000000000001,113.4279857636111
1.080000000000001,17.99433378115177,1.080000000000001,25.70233775268071,1.080000000000001,30.5081089939274,1.080000000000001,34.77649296720205,1.080000000000001,39.40566574786773,1.080000000000001,43.81970034404931,1.080000000000001,48.06235561565941,1.080000000000001,52.16059768591898,1.080000000000001,56.1331531657598,1.080000000000001,63.75342024044373,1.080000000000001,72.028207384307,1.080000000000001,80.06367992299343,1.080000000000001,87.88136206242277,1.080000000000001,95.49807537992289,1.080000000000001,102.9274576647035,1.080000000000001,110.1808796611387
1.090000000000001,17.68176119185703,1.090000000000001,25.12858058527645,1.090000000000001,29.77077727798932,1.090000000000001,33.8956787547619,1.090000000000001,38.37642612970499,1.090000000000001,42.64804023863146,1.090000000000001,46.75346213969661,1.090000000000001,50.71910750759814,1.090000000000001,54.56327373879285,1.090000000000001,61.93804709912884,1.090000000000001,69.96334223880305,1.090000000000001,77.75959510969118,1.090000000000001,85.34706039213813,1.090000000000001,92.74161960415368,1.090000000000001,99.95618535311019,1.090000000000001,107.0015492663375
1.100000000000001,17.37713534058802,1.100000000000001,24.5718965689443,1.100000000000001,29.05522484136656,1.100000000000001,33.04021860101736,1.100000000000001,37.37610080758978,1.100000000000001,41.50850867852692,1.100000000000001,45.47961403355503,1.100000000000001,49.31531366084536,1.100000000000001,53.03349970270722,1.100000000000001,60.16694565182898,1.100000000000001,67.94733333036443,1.100000000000001,75.50849041792169,1.100000000000001,82.86944637161542,1.100000000000001,90.04517813524834,1.100000000000001,97.04790281467179,1.100000000000001,103.8878584817523
1.110000000000001,17.08016833219392,1.110000000000001,24.03157484300802,1.110000000000001,28.36055881773004,1.110000000000001,32.20910314666264,1.110000000000001,36.40356770203967,1.110000000000001,40.39988783276304,1.110000000000001,44.23951160424758,1.110000000000001,47.94784637674883,1.110000000000001,51.54240135015508,1.110000000000001,58.43859155264971,1.110000000000001,65.97853048271725,1.110000000000001,73.30860563893783,1.110000000000001,80.44666379720236,1.110000000000001,87.4068113157295,1.110000000000001,94.20059818624607,1.110000000000001,100.8377333565319
1.120000000000001,16.79058377619834,1.120000000000001,23.50693965719618,1.120000000000001,27.68593012191684,1.120000000000001,31.40137120895673,1.120000000000001,35.4577569533909,1.120000000000001,39.32101515849057,1.120000000000001,43.03191271136732,1.120000000000001,46.61539501148332,1.120000000000001,50.08860906555281,1.120000000000001,56.751520932954,1.120000000000001,64.05534618992573,1.120000000000001,71.15824439374633,1.120000000000001,78.07692055101995,1.120000000000001,84.82464305173195,1.120000000000001,91.41232198214874,1.120000000000001,97.84916057041345
1.130000000000001,16.50811643118901,1.130000000000001,22.9973485958987,1.130000000000001,27.03053124220637,1.130000000000001,30.61610745283928,1.130000000000001,34.53764850031166,1.130000000000001,38.27078094949356,1.130000000000001,41.85563033372345,1.130000000000001,45.31670566878419,1.130000000000001,48.67081103277082,1.130000000000001,55.10432834155579,1.130000000000001,62.1762535648098,1.130000000000001,69.05577211576713,1.130000000000001,75.75848664394488,1.130000000000001,82.29685894098466,1.130000000000001,88.68118533109617,1.130000000000001,94.92018580204157
1.140000000000001,16.23251183888006,1.140000000000001,22.50219087303115,1.140000000000001,26.39359412076235,1.140000000000001,29.85244014487505,1.140000000000001,33.64226973517358,1.140000000000001,37.24812595196392,1.140000000000001,40.70953019116685,1.140000000000001,44.0505788638017,1.140000000000001,47.28775096913795,1.140000000000001,53.49566467934864,1.140000000000001,60.33978427093944,1.140000000000001,66.99961400498464,1.140000000000001,73.48969221713743,1.140000000000001,79.82170434714111,1.140000000000001,86.00535814807026,1.140000000000001,92.04891202278472
1.150000000000001,15.96352595212339,1.150000000000001,22.02088569889812,1.150000000000001,25.7743881238954,1.150000000000001,29.10953899359579,1.150000000000001,32.77069324156955,1.150000000000001,36.25203905487304,1.150000000000001,39.59252843115203,1.150000000000001,42.81586724018354,1.150000000000001,45.93822590010696,1.150000000000001,51.92423514797369,1.150000000000001,58.5445264599716,1.150000000000001,64.98825297771528,1.150000000000001,71.26892552958964,1.150000000000001,77.39748245107801,1.150000000000001,83.38306727622845,1.150000000000001,89.23349775689833
1.160000000000001,15.70092476045925,1.160000000000001,21.55288071945969,1.160000000000001,25.17221810260794,1.160000000000001,28.3866130782764,1.160000000000001,31.9220346175563,1.160000000000001,35.281555060268,1.160000000000001,38.50358938730868,1.160000000000001,41.61147334980057,1.160000000000001,44.62108398627424,1.160000000000001,50.38879722928822,1.160000000000001,56.78912273360886,1.160000000000001,63.02022763443454,1.160000000000001,69.09463095755839,1.160000000000001,75.02255230977725,1.160000000000001,80.81259463462543,1.160000000000001,86.47215534878117
1.170000000000001,15.44448391617946,1.170000000000001,21.09765052763159,1.170000000000001,24.5864225429031,1.170000000000001,27.68290886699377,1.170000000000001,31.09545038673008,1.170000000000001,34.33575253716352,1.170000000000001,37.44172341548546,1.170000000000001,40.43634750254598,1.170000000000001,43.33522241230373,1.170000000000001,48.88815871014905,1.170000000000001,55.07226814748345,1.170000000000001,61.09413026632289,1.170000000000001,66.96530703079343,1.170000000000001,72.69532695245016,1.170000000000001,78.29227540754435,1.170000000000001,83.76314928151972
1.180000000000001,15.19398836337114,1.180000000000001,20.65469524564217,1.180000000000001,24.01637180460487,1.180000000000001,26.9977083238028,1.180000000000001,30.29013599809675,1.180000000000001,33.41375176135607,1.180000000000001,36.40598481114902,1.180000000000001,39.28948569190482,1.180000000000001,42.07958534553453,1.180000000000001,47.42117576527607,1.180000000000001,53.39270827290834,1.180000000000001,59.20860492035312,1.180000000000001,64.8795045304493,1.180000000000001,70.41427154540939,1.180000000000001,75.82049631442641,1.180000000000001,81.10479459374407
1.190000000000001,14.94923197194102,1.190000000000001,20.22353917697328,1.190000000000001,23.46146644682313,1.190000000000001,26.33032710409445,1.190000000000001,29.50532391473468,1.190000000000001,32.51471274238477,1.190000000000001,35.395469810888,1.190000000000001,38.16992760072492,1.190000000000001,40.85316197064738,1.190000000000001,45.98675110969874,1.190000000000001,51.74923733169764,1.190000000000001,57.36234554309707,1.190000000000001,62.8358246748436,1.190000000000001,68.17790165893354,1.190000000000001,73.3956940028785,1.190000000000001,78.49545544862231
1.200000000000001,14.71001717825518,1.200000000000001,19.80372952605234,1.200000000000001,22.92113563778176,1.200000000000001,25.68011283659352,1.200000000000001,28.74028179051698,1.200000000000001,31.63783333796509,1.200000000000001,34.40931467961435,1.200000000000001,37.07675469044576,1.200000000000001,39.65498460568242,1.200000000000001,44.58383223148158,1.200000000000001,50.140696419119,1.200000000000001,55.55409422385848,1.200000000000001,60.83291742112456,1.200000000000001,65.98478167392278,1.200000000000001,71.01635361385406,1.200000000000001,75.93354391752187
1.210000000000001,14.47615463367608,1.210000000000001,19.39483518360266,1.210000000000001,22.39483564635002,1.210000000000001,25.04644348995485,1.210000000000001,27.99431073355956,1.210000000000001,30.78234745557431,1.210000000000001,33.44669388445114,1.210000000000001,36.00908837633784,1.210000000000001,38.48412690389837,1.210000000000001,43.21140971507675,1.210000000000001,48.56597183052664,1.210000000000001,53.78263955982711,1.210000000000001,58.86947991461034,1.210000000000001,63.8335233712296,1.210000000000001,68.6810075758719,1.210000000000001,73.41751905173354
1.220000000000001,14.24746286201408,1.220000000000001,18.99644557532621,1.220000000000001,21.88204841241933,1.220000000000001,24.42872582158325,1.220000000000001,27.26674365461168,1.220000000000001,29.94752334024622,1.220000000000001,32.50681835553837,1.220000000000001,34.96608829057482,1.220000000000001,37.33970214543882,1.220000000000001,41.86851566575763,1.220000000000001,47.02399350842848,1.220000000000001,52.04681516848712,1.220000000000001,56.94425512238666,1.220000000000001,61.72278475462623,1.220000000000001,66.38823469669066,1.220000000000001,70.94588633129506
1.230000000000001,14.02376792665802,1.230000000000001,18.60816957150496,1.230000000000001,21.3822801930755,1.230000000000001,23.82639390603534,1.230000000000001,26.55694369826412,1.230000000000001,29.13266194726223,1.230000000000001,31.58893383362888,1.230000000000001,33.94695063461273,1.230000000000001,36.22086162248839,1.230000000000001,40.55422224615977,1.230000000000001,45.51373362868363,1.230000000000001,50.34549837665907,1.230000000000001,55.05603069435801,1.230000000000001,59.65126916836297,1.230000000000001,64.13665963466325,1.230000000000001,68.51719759875024
1.240000000000001,13.80490310795515,1.240000000000001,18.22963445498291,1.240000000000001,20.8950602814449,1.240000000000001,23.23890774017179,1.240000000000001,25.86430275458539,1.240000000000001,28.33709539819162,1.240000000000001,30.69231930400207,1.240000000000001,32.95090662212012,1.240000000000001,35.12679312157594,1.240000000000001,39.26764033704928,1.240000000000001,44.03420534730792,1.240000000000001,48.67760912073202,1.240000000000001,53.20363810392185,1.240000000000001,57.61772478315886,1.240000000000001,61.92495285069925,1.240000000000001,66.13005160958144
1.250000000000001,13.59070859122628,1.250000000000001,17.86048494498264,1.250000000000001,20.41993979501624,1.250000000000001,22.66575192212064,1.250000000000001,25.18824004867567,1.250000000000001,27.5601855183638,1.250000000000001,29.81628551608205,1.250000000000001,31.97722101355103,1.250000000000001,34.05671950685701,1.250000000000001,38.00791833605243,1.250000000000001,42.58446173318083,1.250000000000001,47.04210909968948,1.250000000000001,51.38595213123165,1.250000000000001,55.62094454099778,1.250000000000001,59.75183116347848,1.250000000000001,63.78309536114892
1.260000000000001,13.3810311656717,1.260000000000001,17.50038227418161,1.260000000000001,19.95649053026803,1.260000000000001,22.10643440105834,1.260000000000001,24.52820080546171,1.260000000000001,26.80132245393577,1.260000000000001,28.96017358797116,1.260000000000001,31.02519074364351,1.260000000000001,33.00989740868259,1.260000000000001,36.77424111031838,1.260000000000001,41.1635949168011,1.260000000000001,45.43800123124979,1.260000000000001,49.6018907662306,1.260000000000001,53.65976666948598,1.260000000000001,57.6160590595158,1.260000000000001,61.47502639777512
1.270000000000001,13.1757239342916,1.270000000000001,17.14900331650883,1.270000000000001,19.50430388043736,1.270000000000001,21.56048529478027,1.270000000000001,23.88365498706929,1.270000000000001,26.05992336652789,1.270000000000001,28.12335369527801,1.270000000000001,30.09414364326168,1.270000000000001,31.98561602241413,1.270000000000001,35.56582912198815,1.270000000000001,39.7707354914545,1.270000000000001,43.86432947241019,1.270000000000001,47.85041562576774,1.270000000000001,51.73307590117758,1.270000000000001,55.51645094252167,1.270000000000001,59.20459633372872
1.280000000000001,12.97464603484801,1.280000000000001,16.80603976315216,1.280000000000001,19.06298981331789,1.280000000000001,21.02745577206672,1.280000000000001,23.25409610006039,1.280000000000001,25.33543120347502,1.280000000000001,27.3052238436077,1.280000000000001,29.18343725746997,1.280000000000001,30.98319602341549,1.280000000000001,34.38193774900135,1.280000000000001,38.40505221080001,1.280000000000001,42.32017907918473,1.280000000000001,46.13053300016713,1.280000000000001,49.83980556375748,1.280000000000001,53.45187454757853,1.280000000000001,56.97061588707829
1.290000000000001,12.7776623718136,1.290000000000001,16.4711973443316,1.290000000000001,18.63217590607512,1.290000000000001,20.50691699688635,1.290000000000001,22.63904006990474,1.290000000000001,24.62731354181346,1.290000000000001,26.50520872436864,1.290000000000001,28.29245776219403,1.290000000000001,30.00198860538136,1.290000000000001,33.22185682826211,1.290000000000001,37.0657520362187,1.290000000000001,40.80467739654685,1.290000000000001,44.44129566975807,1.290000000000001,47.97894074243028,1.290000000000001,51.42125579274967,1.290000000000001,54.77196177736056
1.300000000000001,12.58464335918173,1.300000000000001,16.14419509445865,1.300000000000001,18.21150643411185,1.300000000000001,19.99845913154309,1.300000000000001,22.03802418006783,1.300000000000001,23.93506150420336,1.300000000000001,25.7227586537851,1.300000000000001,27.42061898260704,1.300000000000001,29.04137465065113,1.300000000000001,32.08491045364323,1.300000000000001,35.75208059846452,1.300000000000001,39.31699528897991,1.300000000000001,42.78180566155929,1.300000000000001,46.14952275745843,1.300000000000001,49.42358539476509,1.300000000000001,52.60758590634362
1.310000000000001,12.39546467396007,1.310000000000001,15.82476465838499,1.310000000000001,17.8006415111627,1.310000000000001,19.50169039597782,1.310000000000001,21.45060607325991,1.310000000000001,23.25818874521122,1.310000000000001,24.95734859545835,1.310000000000001,26.56736151715442,1.310000000000001,28.10076404308353,1.310000000000001,30.97045706773628,1.310000000000001,34.46332315136659,1.310000000000001,37.85634934465682,1.310000000000001,41.15121815036967,1.310000000000001,44.35065524655712,1.310000000000001,47.45792763552075,1.310000000000001,50.47652731301825
1.320000000000001,12.2100070201271,1.320000000000001,15.51264963652546,1.320000000000001,17.39925627787103,1.320000000000001,19.01623618051019,1.320000000000001,20.87636281243383,1.320000000000001,22.59623050652732,1.320000000000001,24.20847726716475,1.320000000000001,25.73215197226493,1.320000000000001,27.17959513619076,1.320000000000001,29.87788989379041,1.320000000000001,33.19880611055424,1.320000000000001,36.42200501193829,1.320000000000001,39.54874674657015,1.320000000000001,42.58151219248991,1.320000000000001,45.52343172807774,1.320000000000001,48.3779274655618
1.330000000000001,12.02815590278888,1.330000000000001,15.20760496672135,1.330000000000001,17.00704013623177,1.330000000000001,18.54173820943079,1.330000000000001,20.31488999932119,1.330000000000001,21.94874273996993,1.330000000000001,23.47566633325114,1.330000000000001,24.91448231396911,1.330000000000001,26.27733439187316,1.330000000000001,28.80663776282821,1.330000000000001,31.95789928734586,1.330000000000001,35.01328085519556,1.330000000000001,37.97367045339713,1.330000000000001,40.8413482884237,1.330000000000001,43.61934629121389,1.330000000000001,46.31104951567303
1.340000000000001,11.84980141225791,1.340000000000001,14.90939634082872,1.340000000000001,16.62369602738882,1.340000000000001,18.07785375297258,1.340000000000001,19.76580094840806,1.340000000000001,21.31530129738714,1.340000000000001,22.7584596845148,1.340000000000001,24.11386934405765,1.340000000000001,25.39347620799136,1.340000000000001,27.75616640046816,1.340000000000001,30.74001894651886,1.340000000000001,33.62955414646489,1.340000000000001,36.42534261634346,1.340000000000001,39.12951207993154,1.340000000000001,41.74503748935695,1.340000000000001,44.27530218137934
1.350000000000001,11.67483801775078,1.350000000000001,14.61779965407202,1.350000000000001,16.24893975039823,1.350000000000001,17.62425488529798,1.350000000000001,19.22872591442725,1.350000000000001,20.69550118690183,1.350000000000001,22.056422808237,1.350000000000001,23.32985431011071,1.350000000000001,24.52754295641482,1.350000000000001,26.72598024810274,1.350000000000001,29.54463183575064,1.350000000000001,32.27026803788841,1.350000000000001,34.90320222206938,1.350000000000001,37.44546235703137,1.350000000000001,39.90001141706932,1.350000000000001,42.27026892085918
1.360000000000001,11.50316437038026,1.360000000000001,14.33260048532335,1.360000000000001,15.88249931969822,1.360000000000001,17.18062778627997,1.360000000000001,18.70331137163472,1.360000000000001,20.08895589531504,1.360000000000001,21.36914225183368,1.360000000000001,22.5620026604258,1.360000000000001,23.67908525675697,1.360000000000001,25.71562490330176,1.360000000000001,28.37126035230439,1.360000000000001,30.93494058276825,1.360000000000001,33.40678792465317,1.360000000000001,35.78878827465216,1.360000000000001,38.08394128013184,1.360000000000001,40.29574297940469
1.370000000000001,11.33468311512494,1.370000000000001,14.05359360655323,1.370000000000001,15.52411435910234,1.370000000000001,16.74667208497777,1.370000000000001,18.18921934330291,1.370000000000001,19.49529677680098,1.370000000000001,20.69622518448731,1.370000000000001,21.80990395695373,1.370000000000001,22.84768251498296,1.370000000000001,24.7246902736425,1.370000000000001,27.21948902616212,1.370000000000001,29.62317588424473,1.370000000000001,31.93575517182416,1.370000000000001,34.15923363753198,1.370000000000001,36.2966998195832,1.370000000000001,38.35176869297981
1.380000000000001,11.16930071143892,1.380000000000001,13.78058251977416,1.380000000000001,15.17353553030783,1.380000000000001,16.32210024284332,1.380000000000001,17.68612678010755,1.380000000000001,18.91417250856105,1.380000000000001,20.03729906207132,1.380000000000001,21.07317196139255,1.380000000000001,22.03294375997346,1.380000000000001,23.75281454491743,1.380000000000001,26.08897250373542,1.380000000000001,28.33467763956359,1.380000000000001,30.48989675297504,1.380000000000001,32.55672566362497,1.380000000000001,34.53839719462778,1.380000000000001,36.43868905449843
1.390000000000001,11.00692726216905,1.390000000000001,13.51337901991014,1.390000000000001,14.83052399396181,1.390000000000001,15.90663697480798,1.390000000000001,17.19372498623415,1.390000000000001,18.34524861442429,1.390000000000001,19.39201140178081,1.390000000000001,20.35144491178406,1.390000000000001,21.23450881483644,1.390000000000001,22.79968906659225,1.390000000000001,24.97944520578969,1.390000000000001,27.06926530071057,1.390000000000001,29.06916697047012,1.390000000000001,30.98140830091856,1.390000000000001,32.80942413359568,1.390000000000001,34.55719892426364
1.400000000000001,10.84747635044634,1.400000000000001,13.25180278208975,1.400000000000001,14.49485090147053,1.400000000000001,15.50001870656481,1.400000000000001,16.7117190923151,1.400000000000001,17.78820705800024,1.400000000000001,18.76002967390646,1.400000000000001,19.64438600905981,1.400000000000001,20.4520498427845,1.400000000000001,21.86506425070248,1.400000000000001,23.89073279774003,1.400000000000001,25.8268929688705,1.400000000000001,27.67370941131173,1.400000000000001,29.43367976665208,1.400000000000001,31.11049951283212,1.400000000000001,32.70840231931727
1.410000000000001,10.69086488422426,1.410000000000001,12.99568097194753,1.410000000000001,14.16629691584581,1.410000000000001,15.10199306644937,1.410000000000001,16.2398275744846,1.410000000000001,17.24274590736316,1.410000000000001,18.14104131925004,1.410000000000001,18.95168413473105,1.410000000000001,19.68527330893023,1.410000000000001,20.94875656026021,1.410000000000001,22.82276553713519,1.410000000000001,24.60767095579416,1.410000000000001,26.30388792861059,1.410000000000001,27.91423335108917,1.410000000000001,29.44272056956231,1.410000000000001,30.89387088166464
1.420000000000001,10.53701294813833,1.420000000000001,12.74484787761002,1.420000000000001,13.84465175995094,1.420000000000001,14.71231841048989,1.420000000000001,15.77778181909927,1.420000000000001,16.70857907385389,1.420000000000001,17.534753901758,1.420000000000001,18.27305482223895,1.420000000000001,18.93392239847947,1.420000000000001,20.05065662286281,1.420000000000001,21.77559343537565,1.420000000000001,23.4118896497397,1.420000000000001,24.96031988803907,1.420000000000001,26.42409963057776,1.420000000000001,27.8076126498875,1.420000000000001,29.11569887853419
1.430000000000001,10.38584366236577,1.430000000000001,12.49914456208951,1.430000000000001,13.5297137906418,1.430000000000001,14.33076337931282,1.430000000000001,15.32532573290045,1.430000000000001,16.18543612800413,1.430000000000001,16.94089540666807,1.430000000000001,17.60824150463338,1.430000000000001,18.19777992692615,1.430000000000001,19.17073843591074,1.430000000000001,20.7494029692283,1.430000000000001,22.24004488620177,1.430000000000001,23.6439099575273,1.430000000000001,24.96468703927108,1.430000000000001,26.20717374112904,1.430000000000001,27.37654798808821
1.440000000000001,10.23728304818159,1.440000000000001,12.25841853492246,1.440000000000001,13.22128959737816,1.440000000000001,13.95710648569508,1.440000000000001,14.88221539865453,1.440000000000001,15.67306219614645,1.440000000000001,16.35921469503419,1.440000000000001,16.95701705989484,1.440000000000001,17.47667176721165,1.440000000000001,18.30906952153461,1.440000000000001,19.7445347823773,1.440000000000001,21.09286341936943,1.440000000000001,22.35588170589406,1.440000000000001,23.53781628178958,1.440000000000001,24.6439071373707,1.440000000000001,25.67967287824421
1.450000000000001,10.09125989989973,1.450000000000001,12.02252344190996,1.450000000000001,12.91919362395335,1.450000000000001,13.59113573173689,1.450000000000001,14.44821877650033,1.450000000000001,15.17121794156398,1.450000000000001,15.78948212544833,1.450000000000001,16.31918567129136,1.450000000000001,16.7704707994138,1.450000000000001,17.46582173090717,1.450000000000001,18.76150141168292,1.450000000000001,19.97132631345975,1.450000000000001,21.09780306434184,1.450000000000001,22.14574245111017,1.450000000000001,23.12083368690598,1.450000000000001,24.02891660845679
1.460000000000001,9.947705662916249,1.460000000000001,11.79131877192567,1.460000000000001,12.62324781210896,1.460000000000001,13.23264825469556,1.460000000000001,14.02311545152575,1.460000000000001,14.67967963440608,1.460000000000001,15.23149035289098,1.460000000000001,15.69458501276368,1.460000000000001,16.07910135761728,1.460000000000001,16.64128217939398,1.460000000000001,17.80100355308206,1.460000000000001,18.87668715719419,1.460000000000001,19.87160041441888,1.460000000000001,20.79115720852895,1.460000000000001,21.64147361879546,1.460000000000001,22.42866383593817
