nch18_Vdsat  (ll=2e-07) X,nch18_Vdsat  (ll=2e-07) Y,nch18_Vdsat  (ll=3e-07) X,nch18_Vdsat  (ll=3e-07) Y,nch18_Vdsat  (ll=4e-07) X,nch18_Vdsat  (ll=4e-07) Y,nch18_Vdsat  (ll=5e-07) X,nch18_Vdsat  (ll=5e-07) Y,nch18_Vdsat  (ll=6e-07) X,nch18_Vdsat  (ll=6e-07) Y,nch18_Vdsat  (ll=7e-07) X,nch18_Vdsat  (ll=7e-07) Y,nch18_Vdsat  (ll=8e-07) X,nch18_Vdsat  (ll=8e-07) Y,nch18_Vdsat  (ll=9e-07) X,nch18_Vdsat  (ll=9e-07) Y,nch18_Vdsat  (ll=1e-06) X,nch18_Vdsat  (ll=1e-06) Y,nch18_Vdsat  (ll=1.2e-06) X,nch18_Vdsat  (ll=1.2e-06) Y,nch18_Vdsat  (ll=1.4e-06) X,nch18_Vdsat  (ll=1.4e-06) Y,nch18_Vdsat  (ll=1.6e-06) X,nch18_Vdsat  (ll=1.6e-06) Y,nch18_Vdsat  (ll=1.8e-06) X,nch18_Vdsat  (ll=1.8e-06) Y,nch18_Vdsat  (ll=2e-06) X,nch18_Vdsat  (ll=2e-06) Y,nch18_Vdsat  (ll=2.2e-06) X,nch18_Vdsat  (ll=2.2e-06) Y,nch18_Vdsat  (ll=2.4e-06) X,nch18_Vdsat  (ll=2.4e-06) Y
0.4600000000000002,0.05324544026827097,0.4600000000000002,0.05579078948526429,0.4600000000000002,0.05833677896934707,0.4600000000000002,0.06044332870455237,0.4600000000000002,0.06253666809963764,0.4600000000000002,0.06431433282341145,0.4600000000000002,0.06585424059107678,0.4600000000000002,0.06720824536222567,0.4600000000000002,0.06841268392593307,0.4600000000000002,0.0704724679487054,0.4600000000000002,0.07099711842134891,0.4600000000000002,0.07152995871291987,0.4600000000000002,0.07204803416210029,0.4600000000000002,0.07254104541234158,0.4600000000000002,0.07300503453532121,0.4600000000000002,0.07343923982226665
0.4700000000000003,0.0552195150287042,0.4700000000000003,0.05805933450501079,0.4700000000000003,0.06091291263062424,0.4700000000000003,0.06326180360780889,0.4700000000000003,0.06557393503132118,0.4700000000000003,0.06752742873719293,0.4700000000000003,0.0692125085008016,0.4700000000000003,0.07068893988498359,0.4700000000000003,0.07199837659362912,0.4700000000000003,0.07422971319891027,0.4700000000000003,0.07484680299890374,0.4700000000000003,0.07545671178037867,0.4700000000000003,0.07604043689875523,0.4700000000000003,0.07659022762974103,0.4700000000000003,0.07710390162481419,0.4700000000000003,0.07758199749721754
0.4800000000000003,0.05740649730912338,0.4800000000000003,0.0605724539452341,0.4800000000000003,0.06374681816836521,0.4800000000000003,0.06634433859303815,0.4800000000000003,0.06887770527743579,0.4800000000000003,0.07100773878018077,0.4800000000000003,0.07283780602687637,0.4800000000000003,0.07443600360466457,0.4800000000000003,0.07584952626451448,0.4800000000000003,0.07825028424377545,0.4800000000000003,0.07896077338626505,0.4800000000000003,0.07964782880745799,0.4800000000000003,0.08029679071534766,0.4800000000000003,0.08090267536785488,0.4800000000000003,0.08146520196980775,0.4800000000000003,0.08198628402278875
0.4900000000000003,0.0598031057393294,0.4900000000000003,0.06332795583088244,0.4900000000000003,0.06683450194955928,0.4900000000000003,0.06968541495369093,0.4900000000000003,0.07244105967690116,0.4900000000000003,0.07474732320708961,0.4900000000000003,0.07672143399041147,0.4900000000000003,0.07844016050663381,0.4900000000000003,0.07995641073861078,0.4900000000000003,0.08252382909774938,0.4900000000000003,0.08332783850295573,0.4900000000000003,0.08409148182869472,0.4900000000000003,0.08480476192440223,0.4900000000000003,0.08546564162193843,0.4900000000000003,0.08607584392052361,0.4900000000000003,0.08663871601092948
0.5000000000000002,0.06240270528117679,0.5000000000000002,0.06632020049302309,0.5000000000000002,0.07016891205933322,0.5000000000000002,0.07327685527096342,0.5000000000000002,0.07625478664409792,0.5000000000000002,0.07873625447630145,0.5000000000000002,0.08085295792985568,0.5000000000000002,0.08269060978413249,0.5000000000000002,0.08430795995986395,0.5000000000000002,0.08703892639609369,0.5000000000000002,0.08793573518194135,0.5000000000000002,0.08877479338206035,0.5000000000000002,0.0895510030603108,0.5000000000000002,0.09026540749306398,0.5000000000000002,0.09092180806274566,0.5000000000000002,0.09152502649744178
0.5100000000000002,0.06519586704995943,0.5100000000000002,0.06954066782737638,0.5100000000000002,0.07374056225455865,0.5100000000000002,0.0771084601203411,0.5100000000000002,0.08030800661202231,0.5100000000000002,0.08296321825555182,0.5100000000000002,0.08522078162939604,0.5100000000000002,0.08717557123187232,0.5100000000000002,0.08889227418799055,0.5100000000000002,0.09178355415069953,0.5100000000000002,0.09277162970370539,0.5100000000000002,0.09368435582379268,0.5100000000000002,0.09452168164270087,0.5100000000000002,0.0952878154986004,0.5100000000000002,0.09598868207748949,0.5100000000000002,0.0966305994694988
0.5200000000000002,0.06817100860866827,0.5200000000000002,0.07297859781540608,0.5200000000000002,0.07753817019705887,0.5200000000000002,0.08116861544662735,0.5200000000000002,0.084588738775266,0.5200000000000002,0.08741603857721898,0.5200000000000002,0.08981263322131691,0.5200000000000002,0.0918827359111799,0.5200000000000002,0.09369704295788567,0.5200000000000002,0.09674545539380956,0.5200000000000002,0.09782251483395007,0.5200000000000002,0.09880664510263171,0.5200000000000002,0.09970290242493036,0.5200000000000002,0.1005186954348497,0.5200000000000002,0.1012620872719201,0.5200000000000002,0.1019408952499347
0.5300000000000002,0.07131503684348339,0.5300000000000002,0.07662162787274862,0.5300000000000002,0.08154924729251586,0.5300000000000002,0.08544482277166139,0.5300000000000002,0.08908437548443557,0.5300000000000002,0.09208210288681029,0.5300000000000002,0.09461594774675865,0.5300000000000002,0.09679961237081504,0.5300000000000002,0.09870986018705753,0.5300000000000002,0.1019124033883902,0.5300000000000002,0.1030755022314964,0.5300000000000002,0.104128327494821,0.5300000000000002,0.1050810210769803,0.5300000000000002,0.1059441806512407,0.5300000000000002,0.1067279948183678,0.5300000000000002,0.1074417651017354
0.5400000000000003,0.07461393370129735,0.5400000000000003,0.08045636937888161,0.5400000000000003,0.08576060017824071,0.5400000000000003,0.08992412761562817,0.5400000000000003,0.09378205115189731,0.5400000000000003,0.09694868212747439,0.5400000000000003,0.09961814733696499,0.5400000000000003,0.1019137740158661,0.5400000000000003,0.103918444313169,0.5400000000000003,0.107272379641974,0.5400000000000003,0.1085180214744823,0.5400000000000003,0.109636469484415,0.5400000000000003,0.1106428589896437,0.5400000000000003,0.1115509242550467,0.5400000000000003,0.112372941247846,0.5400000000000003,0.1131196647487308
0.5500000000000003,0.07805324866236761,0.5500000000000003,0.08446888922336251,0.5500000000000003,0.09015872668203123,0.5500000000000003,0.09459344171148273,0.5500000000000003,0.0986689094319176,0.5500000000000003,0.1020031549957592,0.5500000000000003,0.1048068317095596,0.5500000000000003,0.1072130226876103,0.5500000000000003,0.1093107801082822,0.5500000000000003,0.112813683080163,0.5500000000000003,0.1141379430303531,0.5500000000000003,0.115318667506159,0.5500000000000003,0.1163758355850594,0.5500000000000003,0.1173262314878644,0.5500000000000003,0.1181841594075699,0.5500000000000003,0.1189617830423546
0.5600000000000003,0.08161848446557653,0.5600000000000003,0.08864508438710599,0.5600000000000003,0.09473010754682541,0.5600000000000003,0.09943976898656058,0.5600000000000003,0.1037322832100577,0.5600000000000003,0.1072331534674785,0.5600000000000003,0.1101698974568637,0.5600000000000003,0.1126854876018711,0.5600000000000003,0.1148752015500552,0.5600000000000003,0.1185249895404099,0.5600000000000003,0.119923644203292,0.5600000000000003,0.1211631164357161,0.5600000000000003,0.1222680369219966,0.5600000000000003,0.1232581269970861,0.5600000000000003,0.12414964356912,0.5600000000000003,0.1249561044606732
0.5700000000000003,0.08529538013550114,0.5700000000000003,0.09297095461334795,0.5700000000000003,0.09946140738323041,0.5700000000000003,0.1044503532739983,0.5700000000000003,0.1089598068562839,0.5700000000000003,0.1126266494201156,0.5700000000000003,0.1156956057499658,0.5700000000000003,0.118319678776263,0.5700000000000003,0.1206004342550849,0.5700000000000003,0.1243953787229161,0.5700000000000003,0.1258640357686866,0.5700000000000003,0.1271586348048088,0.5700000000000003,0.1283082386904484,0.5700000000000003,0.1293353751529994,0.5700000000000003,0.1302581668537219,0.5700000000000003,0.1310914235857138
0.5800000000000003,0.08907010618622507,0.5800000000000003,0.09743278869365571,0.5800000000000003,0.1043396042058522,0.5800000000000003,0.1096127682114689,0.5800000000000003,0.1143394805653473,0.5800000000000003,0.118172001157627,0.5800000000000003,0.1213726161357142,0.5800000000000003,0.1241045115080398,0.5800000000000003,0.126475612983017,0.5800000000000003,0.1304143422538324,0.5800000000000003,0.1319485640074435,0.5800000000000003,0.1332946620068221,0.5800000000000003,0.1344858991655904,0.5800000000000003,0.1355474691366363,0.5800000000000003,0.1364992667746266,0.5800000000000003,0.1373573273909173
0.5900000000000003,0.0929293914370551,0.5900000000000003,0.1020172842658401,0.5900000000000003,0.1093520678065852,0.5900000000000003,0.1149149684173422,0.5900000000000003,0.1198597040889464,0.5900000000000003,0.123857975463315,0.5900000000000003,0.1271900005542379,0.5900000000000003,0.1300293147195022,0.5900000000000003,0.1324902858873401,0.5900000000000003,0.136571782678355,0.5900000000000003,0.1381671992482601,0.5900000000000003,0.1395612393346663,0.5900000000000003,0.1407911343832575,0.5900000000000003,0.1418846013013594,0.5900000000000003,0.1428632115287008,0.5900000000000003,0.143744158020807
0.6000000000000003,0.0968606007477366,0.6000000000000003,0.1067116208151657,0.6000000000000003,0.1144866048657483,0.6000000000000003,0.1203453175097445,0.6000000000000003,0.1255092932683988,0.6000000000000003,0.1296737567949045,0.6000000000000003,0.1331372477085445,0.6000000000000003,0.136083832072503,0.6000000000000003,0.1386344133903199,0.6000000000000003,0.1428580096648366,0.6000000000000003,0.1445104185533194,0.6000000000000003,0.145948983280557,0.6000000000000003,0.1472146844391524,0.6000000000000003,0.1483376239964446,0.6000000000000003,0.1493409563881059,0.6000000000000003,0.1502429655125984
0.6100000000000003,0.1008517800525239,0.6100000000000003,0.1115035025926789,0.6100000000000003,0.1197314847519164,0.6100000000000003,0.125892604260184,0.6100000000000003,0.1312774886420409,0.6100000000000003,0.135608951316721,0.6100000000000003,0.1392042642354262,0.6100000000000003,0.1422582213067583,0.6100000000000003,0.1448983663283916,0.6100000000000003,0.1492637368564269,0.6100000000000003,0.1509691872535741,0.6100000000000003,0.1524490565696872,0.6100000000000003,0.1537478768622847,0.6100000000000003,0.154898007095175,0.6100000000000003,0.1559240966198446,0.6100000000000003,0.1568454569883291
0.6200000000000003,0.1048916809890685,0.6200000000000003,0.1163811840110984,0.6200000000000003,0.1250754556729855,0.6200000000000003,0.1315460540983324,0.6200000000000003,0.137153961736154,0.6200000000000003,0.1416535901647895,0.6200000000000003,0.1453813761472001,0.6200000000000003,0.1485430545524433,0.6200000000000003,0.1512729255527685,0.6200000000000003,0.1557800807307917,0.6200000000000003,0.1575349417971891,0.6200000000000003,0.1590531400804864,0.6200000000000003,0.1603825906447078,0.6200000000000003,0.1615577960874998,0.6200000000000003,0.1626048209680787,0.6200000000000003,0.1635439464655125
0.6300000000000003,0.1089697733470613,0.6300000000000003,0.1213334858874859,0.6300000000000003,0.1305077570098176,0.6300000000000003,0.1372953398386653,0.6300000000000003,0.1431288217841798,0.6300000000000003,0.1477981338690325,0.6300000000000003,0.1516593318617714,0.6300000000000003,0.1549293204779268,0.6300000000000003,0.1577492834964707,0.6300000000000003,0.1623985614909159,0.6300000000000003,0.1641995748300736,0.6300000000000003,0.1657534071321557,0.6300000000000003,0.1671112227794412,0.6300000000000003,0.1683095728306154,0.6300000000000003,0.1693758679493929,0.6300000000000003,0.1703313076397202
0.6400000000000003,0.1130762501626491,0.6400000000000003,0.1263498073449572,0.6400000000000003,0.1360181306754762,0.6400000000000003,0.1431305930640899,0.6400000000000003,0.1491926236328168,0.6400000000000003,0.1540334782117865,0.6400000000000003,0.1580293067603755,0.6400000000000003,0.1614084279660894,0.6400000000000003,0.1643190472193891,0.6400000000000003,0.1691111052683466,0.6400000000000003,0.1709554224632762,0.6400000000000003,0.1725425005372762,0.6400000000000003,0.1739266579852869,0.6400000000000003,0.1751464198256585,0.6400000000000003,0.1762304859578943,0.6400000000000003,0.1772009307218106
0.6500000000000004,0.1172020278123258,0.6500000000000004,0.1314201355390315,0.6500000000000004,0.141596832283971,0.6500000000000004,0.1490424160496755,0.6500000000000004,0.1553363763915435,0.6500000000000004,0.1603509608615309,0.6500000000000004,0.164482908467346,0.6500000000000004,0.1679722104209926,0.6500000000000004,0.1709742419766423,0.6500000000000004,0.1759100466246612,0.6500000000000004,0.1777952531805334,0.6500000000000004,0.1794135121751118,0.6500000000000004,0.1808222415876921,0.6500000000000004,0.1820618881287351,0.6500000000000004,0.1831623973854118,0.6500000000000004,0.1841466835949706
0.6600000000000004,0.1213387418988014,0.6600000000000004,0.1365350536506091,0.6600000000000004,0.147234641691378,0.6600000000000004,0.1550218932903683,0.6600000000000004,0.1615515518030984,0.6600000000000004,0.1667423677148777,0.6600000000000004,0.1710121817711034,0.6600000000000004,0.1746129296270169,0.6600000000000004,0.1777073142448071,0.6600000000000004,0.182788130332334,0.6600000000000004,0.1847122576494863,0.6600000000000004,0.1863599645464585,0.6600000000000004,0.187791755142894,0.6600000000000004,0.1890499685748648,0.6600000000000004,0.1901657664915053,0.6600000000000004,0.191162877076425
0.6700000000000004,0.1254787389111608,0.6700000000000004,0.1416857466490407,0.6700000000000004,0.1529228719107408,0.6700000000000004,0.1610606014138271,0.6700000000000004,0.1678300911716736,0.6700000000000004,0.1731999378385348,0.6700000000000004,0.1776096121335886,0.6700000000000004,0.1813232781630199,0.6700000000000004,0.1845111332618909,0.6700000000000004,0.1897385115868238,0.6700000000000004,0.1917000387226864,0.6700000000000004,0.1933757936898401,0.6700000000000004,0.1948293942517144,0.6700000000000004,0.1961050658052982,0.6700000000000004,0.1972351705492677,0.6700000000000004,0.1982442338223133
0.6800000000000004,0.1296150633686512,0.6800000000000004,0.1468640039748167,0.6800000000000004,0.1586533752996373,0.6800000000000004,0.167150616334218,0.6800000000000004,0.1741644098208944,0.6800000000000004,0.1797163660807795,0.6800000000000004,0.18426812694115,0.6800000000000004,0.1880963795976714,0.6800000000000004,0.1913789903723726,0.6800000000000004,0.1967547540484202,0.6800000000000004,0.1987526010383023,0.6800000000000004,0.2004553328851366,0.6800000000000004,0.201929748004045,0.6800000000000004,0.2032219745480342,0.6800000000000004,0.2043655737186719,0.6800000000000004,0.2053858603327682
0.6900000000000004,0.1337414402198786,0.6900000000000004,0.1520622183233214,0.6900000000000004,0.1644185460978227,0.6900000000000004,0.1732845167705432,0.6900000000000004,0.1805473983286414,0.6900000000000004,0.1862848026998797,0.6900000000000004,0.1909810939290783,0.6900000000000004,0.1949257859689075,0.6900000000000004,0.1983045957391572,0.6900000000000004,0.203830825373923,0.6900000000000004,0.2058643398091234,0.6900000000000004,0.2075932966918084,0.6900000000000004,0.2090877795745139,0.6900000000000004,0.2103958576512913,0.6900000000000004,0.2115523031335581,0.6900000000000004,0.2125832215313331
0.7000000000000004,0.1378522524982037,0.7000000000000004,0.1572733799571473,0.7000000000000004,0.170211318709401,0.7000000000000004,0.1794553836023497,0.7000000000000004,0.1869724201113487,0.7000000000000004,0.1928988496638102,0.7000000000000004,0.1977423165001664,0.7000000000000004,0.2018054723235103,0.7000000000000004,0.2052820722467436,0.7000000000000004,0.2109610901345178,0.7000000000000004,0.2130300285641009,0.7000000000000004,0.2147847650075202,0.7000000000000004,0.2162988075958011,0.7000000000000004,0.2176222254591168,0.7000000000000004,0.2187910267585661,0.7000000000000004,0.21983211744831
0.7100000000000004,0.141942514511089,0.7100000000000004,0.1624910663038243,0.7100000000000004,0.1760251614750232,0.7100000000000004,0.1856567948815572,0.7100000000000004,0.19343330523498,0.7100000000000004,0.1995525535506294,0.7100000000000004,0.2045460259112242,0.7100000000000004,0.2087298283284282,0.7100000000000004,0.2123059466375565,0.7100000000000004,0.2181403002126151,0.7100000000000004,0.2202448057675543,0.7100000000000004,0.2220251669593491,0.7100000000000004,0.2235584880525017,0.7100000000000004,0.224896916216157,0.7100000000000004,0.2260777326650091,0.7100000000000004,0.2271286616282755
0.7200000000000004,0.1460078410915163,0.7200000000000004,0.1677094269252386,0.7200000000000004,0.181854066003656,0.7200000000000004,0.1918828166210952,0.7200000000000004,0.1999243405925582,0.7200000000000004,0.2062403952104278,0.7200000000000004,0.2113868705086073,0.7200000000000004,0.2156936471504487,0.7200000000000004,0.2193711380922609,0.7200000000000004,0.2253635829084588,0.7200000000000004,0.2275041603625542,0.7200000000000004,0.2293102645595919,0.7200000000000004,0.2308627965438244,0.7200000000000004,0.2322160772885352,0.7200000000000004,0.2334087094663294,0.7200000000000004,0.2344692609639131
0.7300000000000004,0.1500444136237974,0.7300000000000004,0.1729231642216705,0.7300000000000004,0.1876925323937366,0.7300000000000004,0.1981279897114328,0.7300000000000004,0.2064402567774105,0.7300000000000004,0.2129572765120392,0.7300000000000004,0.218259902333058,0.7300000000000004,0.2226921119261752,0.7300000000000004,0.2264729445774251,0.7300000000000004,0.2326264270825472,0.7300000000000004,0.2348039163778073,0.7300000000000004,0.2366361361385375,0.7300000000000004,0.2382080108365334,0.7300000000000004,0.2395761470639142,0.7300000000000004,0.2407805277268995,0.7300000000000004,0.2418505967373106
0.7400000000000004,0.1540489436629562,0.7400000000000004,0.1781275104351981,0.7400000000000004,0.1935355508582074,0.7400000000000004,0.2043873134738945,0.7400000000000004,0.2129762121129028,0.7400000000000004,0.2196985046063485,0.7400000000000004,0.2251605615093631,0.7400000000000004,0.2297207802239252,0.7400000000000004,0.2336070273510818,0.7400000000000004,0.2399246677082253,0.7400000000000004,0.2421402167917257,0.7400000000000004,0.2439991596285782,0.7400000000000004,0.2455906937051402,0.7400000000000004,0.2469738374584283,0.7400000000000004,0.2481900222283087,0.7400000000000004,0.2492696067101301
0.7500000000000004,0.1580186349992063,0.7500000000000004,0.1833182016418161,0.7500000000000004,0.1993785803793568,0.7500000000000004,0.2106562264485469,0.7500000000000004,0.2195277743666316,0.7500000000000004,0.2264597741925603,0.7500000000000004,0.2320846588753701,0.7500000000000004,0.2367755669303282,0.7500000000000004,0.2407693940425208,0.7500000000000004,0.2472544692250912,0.7500000000000004,0.2495095068767588,0.7500000000000004,0.2513959958117416,0.7500000000000004,0.253007676085197,0.7500000000000004,0.2544061170053568,0.7500000000000004,0.2556342750186102,0.7500000000000004,0.2567234681598379
0.7600000000000005,0.1619511449910543,0.7600000000000005,0.1884914494738605,0.7600000000000005,0.205217525065361,0.7600000000000005,0.2169305850453352,0.7600000000000005,0.2260909006995644,0.7600000000000005,0.2332371482846671,0.7600000000000005,0.2390283573129456,0.7600000000000005,0.2438527259956682,0.7600000000000005,0.2479563807171296,0.7600000000000005,0.254612308070959,0.7600000000000005,0.2569085172540567,0.7600000000000005,0.2588235716569739,0.7600000000000005,0.2604560405978842,0.7600000000000005,0.2618701945237542,0.7600000000000005,0.2631105992069793,0.7600000000000005,0.2642095817881406
0.7700000000000005,0.16584454591787,0.7700000000000005,0.1936439113114241,0.7700000000000005,0.2110487088772066,0.7700000000000005,0.2232066406768537,0.7700000000000005,0.2326619163836549,0.7700000000000005,0.2400270379586416,0.7700000000000005,0.2459881522200659,0.7700000000000005,0.2509488314483198,0.7700000000000005,0.2551646333145288,0.7700000000000005,0.2619949547433688,0.7700000000000005,0.2643342468777512,0.7700000000000005,0.2662790638788819,0.7700000000000005,0.2679331055123638,0.7700000000000005,0.2693635033908916,0.7700000000000005,0.2706165234874268,0.7700000000000005,0.2717255564582622
0.7800000000000005,0.1696972870024242,0.7800000000000005,0.1987726596340012,0.7800000000000005,0.2168688493532788,0.7800000000000005,0.2294810159455707,0.7800000000000005,0.2392374927830127,0.7800000000000005,0.2468261815198583,0.7800000000000005,0.2529608515257797,0.7800000000000005,0.2580607580494633,0.7800000000000005,0.2623910888049937,0.7800000000000005,0.2693994557031413,0.7800000000000005,0.2717839461497297,0.7800000000000005,0.2737598828413169,0.7800000000000005,0.2754364092136272,0.7800000000000005,0.2768836864409685,0.7800000000000005,0.2781497773860021,0.7800000000000005,0.2792691947299543
0.7900000000000005,0.173508157639202,0.7900000000000005,0.2038751511509755,0.7900000000000005,0.2226750308943826,0.7900000000000005,0.2357506803986847,0.7900000000000005,0.2458146250366677,0.7900000000000005,0.2536316234792824,0.7900000000000005,0.2599435555998674,0.7900000000000005,0.2651856619103988,0.7900000000000005,0.2696329563670564,0.7900000000000005,0.2768231153849931,0.7900000000000005,0.2792551003390558,0.7900000000000005,0.2812636569156504,0.7900000000000005,0.2829636952381718,0.7900000000000005,0.2844285815219206,0.7900000000000005,0.2857082772300321,0.7900000000000005,0.2868384791736138
0.8000000000000005,0.1772762522477692,0.8000000000000005,0.2089491962394984,0.8000000000000005,0.228464678094324,0.8000000000000005,0.2420129262887549,0.8000000000000005,0.2523906098168731,0.8000000000000005,0.2604406936677967,0.8000000000000005,0.2669336373517864,0.8000000000000005,0.2723209613450128,0.8000000000000005,0.2768876988354892,0.8000000000000005,0.2842634785370561,0.8000000000000005,0.2867454134503681,0.8000000000000005,0.2887882173842912,0.8000000000000005,0.2905128979319606,0.8000000000000005,0.2919962077289053,0.8000000000000005,0.2932901128447011,0.8000000000000005,0.294431559442346
0.8100000000000005,0.1810009370585421,0.8100000000000005,0.2139929291244418,0.8100000000000005,0.2342355295184937,0.8100000000000005,0.2482653447043315,0.8100000000000005,0.2589630234727586,0.8100000000000005,0.2672509867599417,0.8100000000000005,0.2739287227643675,0.8100000000000005,0.2794643181765189,0.8100000000000005,0.2841530146239386,0.8100000000000005,0.2917183130662896,0.8100000000000005,0.294252792658133,0.8100000000000005,0.2963315839627887,0.8100000000000005,0.2980821287684882,0.8100000000000005,0.2995847523365854,0.8100000000000005,0.3008935349719809,0.8100000000000005,0.3020467400918322
0.8200000000000005,0.1846818190375087,0.8200000000000005,0.2190047791421453,0.8200000000000005,0.2399856122515461,0.8200000000000005,0.2545058023609331,0.8200000000000005,0.2655297008052893,0.8200000000000005,0.2740603424211892,0.8200000000000005,0.2809266720507111,0.8200000000000005,0.2866136196728318,0.8200000000000005,0.2914268202792047,0.8200000000000005,0.2991855935243546,0.8200000000000005,0.3017753333946264,0.8200000000000005,0.3038919509969331,0.8200000000000005,0.3056696633603423,0.8200000000000005,0.307192558435905,0.8200000000000005,0.3085169434071372,0.8200000000000005,0.309682469125
0.8300000000000005,0.1883187170688642,0.8300000000000005,0.2239834433424741,0.8300000000000005,0.2457132174603677,0.8300000000000005,0.2607324192746183,0.8300000000000005,0.2720887146615165,0.8300000000000005,0.2808668262420894,0.8300000000000005,0.2879255615796591,0.8300000000000005,0.2937669612379307,0.8300000000000005,0.2987072337854254,0.8300000000000005,0.3066634853335876,0.8300000000000005,0.3093113051543911,0.8300000000000005,0.3114676743665479,0.8300000000000005,0.3132739291770109,0.8300000000000005,0.3148181132806261,0.8300000000000005,0.3161588758442521,0.8300000000000005,0.3173373272469417
0.8400000000000005,0.1919116354413875,0.8400000000000005,0.2289278606080941,0.8400000000000005,0.251416877149009,0.8400000000000005,0.2669435474799686,0.8400000000000005,0.2786383564833321,0.8400000000000005,0.2876687115756631,0.8400000000000005,0.2949236666716726,0.8400000000000005,0.3009226299506769,0.8400000000000005,0.3059925586979154,0.8400000000000005,0.3141503298204637,0.8400000000000005,0.3168591380559126,0.8400000000000005,0.3190572591212304,0.8400000000000005,0.3208934939764266,0.8400000000000005,0.3224600373333642,0.8400000000000005,0.3238179974155708,0.8400000000000005,0.3250100178054919
0.8500000000000005,0.1954607396260007,0.8500000000000005,0.2338371874020728,0.8500000000000005,0.2570953422257556,0.8500000000000005,0.2731377509024149,0.8500000000000005,0.2851771179040797,0.8500000000000005,0.2944644623564327,0.8500000000000005,0.30191944533208,0.8500000000000005,0.3080790890099986,0.8500000000000005,0.3132812691597388,0.8500000000000005,0.3216446300965783,0.8500000000000005,0.324417410182486,0.8500000000000005,0.3266593478540123,0.8500000000000005,0.3285270549475099,0.8500000000000005,0.3301170740042761,0.8500000000000005,0.3314930909036963,0.8500000000000005,0.3326993573922798
0.8600000000000005,0.1989663342858777,0.8600000000000005,0.2387107752005233,0.8600000000000005,0.2627475619510631,0.8600000000000005,0.2793137864496311,0.8600000000000005,0.2917036734451707,0.8600000000000005,0.3012527169453019,0.8600000000000005,0.3089115229585998,0.8600000000000005,0.3152349631163662,0.8600000000000005,0.3205719958259619,0.8600000000000005,0.3291450378071383,0.8600000000000005,0.3319848357081562,0.8600000000000005,0.3342727098065157,0.8600000000000005,0.3361734285488735,0.8600000000000005,0.3377880800593454,0.8600000000000005,0.3391830476060314,0.8600000000000005,0.3404042670811818
0.8700000000000006,0.2024288434278447,0.8700000000000006,0.2435481496220546,0.8700000000000006,0.2683726647956775,0.8700000000000006,0.2854705863523189,0.8700000000000006,0.298216864337567,0.8700000000000006,0.3080322730188161,0.8700000000000006,0.3158986780376828,0.8700000000000006,0.3223890248004542,0.8700000000000006,0.3278635127026955,0.8700000000000006,0.3366503407455017,0.8700000000000006,0.3395602538013706,0.8700000000000006,0.3418962306966251,0.8700000000000006,0.3438315410287859,0.8700000000000006,0.3454720166786192,0.8700000000000006,0.346886858824864,0.8700000000000006,0.3481237642711159
0.8800000000000006,0.2058487925791798,0.8800000000000006,0.2483489912302955,0.8800000000000006,0.273969940705707,0.8800000000000006,0.291607241754918,0.8800000000000006,0.304715683466636,0.8800000000000006,0.3148020734989185,0.8800000000000006,0.3228798288223255,0.8800000000000006,0.3295401816900282,0.8800000000000006,0.3351547248900572,0.8800000000000006,0.3441594513234844,0.8800000000000006,0.3471426182906086,0.8800000000000006,0.3495289032445553,0.8800000000000006,0.3515004195998505,0.8800000000000006,0.3531679411379014,0.8800000000000006,0.3546036079553573,0.8800000000000006,0.3558569551062973
0.8900000000000006,0.2092267928600355,0.8900000000000006,0.2531131179598215,0.8900000000000006,0.2795388247468319,0.8900000000000006,0.2977229875345763,0.8900000000000006,0.3111992614204446,0.8900000000000006,0.3215611935031748,0.8900000000000006,0.3298540209716027,0.8900000000000006,0.3366874646933762,0.8900000000000006,0.3424446572076728,0.8900000000000006,0.3516713958719934,0.8900000000000006,0.3547309880663636,0.8900000000000006,0.3571698183729036,0.8900000000000006,0.3591791842432029,0.8900000000000006,0.360874999084298,0.8900000000000006,0.3623324631389929,0.8900000000000006,0.3636030274429862
0.9000000000000006,0.2125635268126072,0.9000000000000006,0.2578404690959551,0.9000000000000006,0.2850788820811472,0.9000000000000006,0.303817188310739,0.9000000000000006,0.3176668536075241,0.9000000000000006,0.3283088282835806,0.9000000000000006,0.3368204161199932,0.9000000000000006,0.3438300170689403,0.9000000000000006,0.3497324436709796,0.9000000000000006,0.3591853047412396,0.9000000000000006,0.3623245181909059,0.9000000000000006,0.3648181570517391,0.9000000000000006,0.3668670401110369,0.9000000000000006,0.3685924173771603,0.9000000000000006,0.3700726704578077,0.9000000000000006,0.3713612443312727
0.9100000000000006,0.2158597358457672,0.9100000000000006,0.2625310907264609,0.9100000000000006,0.2905897942164137,0.9100000000000006,0.3098893255949281,0.9100000000000006,0.3241178283997131,0.9100000000000006,0.3350442821116587,0.9100000000000006,0.3437782813365657,0.9100000000000006,0.3509670843417305,0.9100000000000006,0.357017317780504,0.9100000000000006,0.3667004031642188,0.9100000000000006,0.3699224516809052,0.9100000000000006,0.3724731827551467,0.9100000000000006,0.3745632704966226,0.9100000000000006,0.3763194974602592,0.9100000000000006,0.3778235476318531,0.9100000000000006,0.3791309379812792
