"pch18_gm_Id  (ll=2.4e-06,Vd=0.65) X","pch18_gm_Id  (ll=2.4e-06,Vd=0.65) Y","pch18_gm_Id  (ll=2.4e-06,Vd=0.6) X","pch18_gm_Id  (ll=2.4e-06,Vd=0.6) Y","pch18_gm_Id  (ll=2.4e-06,Vd=0.55) X","pch18_gm_Id  (ll=2.4e-06,Vd=0.55) Y","pch18_gm_Id  (ll=2.4e-06,Vd=0.5) X","pch18_gm_Id  (ll=2.4e-06,Vd=0.5) Y","pch18_gm_Id  (ll=2.4e-06,Vd=0.45) X","pch18_gm_Id  (ll=2.4e-06,Vd=0.45) Y","pch18_gm_Id  (ll=2.4e-06,Vd=0.4) X","pch18_gm_Id  (ll=2.4e-06,Vd=0.4) Y","pch18_gm_Id  (ll=2.4e-06,Vd=0.35) X","pch18_gm_Id  (ll=2.4e-06,Vd=0.35) Y","pch18_gm_Id  (ll=2.4e-06,Vd=0.3) X","pch18_gm_Id  (ll=2.4e-06,Vd=0.3) Y","pch18_gm_Id  (ll=2.4e-06,Vd=0.25) X","pch18_gm_Id  (ll=2.4e-06,Vd=0.25) Y","pch18_gm_Id  (ll=2.4e-06,Vd=0.2) X","pch18_gm_Id  (ll=2.4e-06,Vd=0.2) Y","pch18_gm_Id  (ll=2.2e-06,Vd=0.65) X","pch18_gm_Id  (ll=2.2e-06,Vd=0.65) Y","pch18_gm_Id  (ll=2.2e-06,Vd=0.6) X","pch18_gm_Id  (ll=2.2e-06,Vd=0.6) Y","pch18_gm_Id  (ll=2.2e-06,Vd=0.55) X","pch18_gm_Id  (ll=2.2e-06,Vd=0.55) Y","pch18_gm_Id  (ll=2.2e-06,Vd=0.5) X","pch18_gm_Id  (ll=2.2e-06,Vd=0.5) Y","pch18_gm_Id  (ll=2.2e-06,Vd=0.45) X","pch18_gm_Id  (ll=2.2e-06,Vd=0.45) Y","pch18_gm_Id  (ll=2.2e-06,Vd=0.4) X","pch18_gm_Id  (ll=2.2e-06,Vd=0.4) Y","pch18_gm_Id  (ll=2.2e-06,Vd=0.35) X","pch18_gm_Id  (ll=2.2e-06,Vd=0.35) Y","pch18_gm_Id  (ll=2.2e-06,Vd=0.3) X","pch18_gm_Id  (ll=2.2e-06,Vd=0.3) Y","pch18_gm_Id  (ll=2.2e-06,Vd=0.25) X","pch18_gm_Id  (ll=2.2e-06,Vd=0.25) Y","pch18_gm_Id  (ll=2.2e-06,Vd=0.2) X","pch18_gm_Id  (ll=2.2e-06,Vd=0.2) Y","pch18_gm_Id  (ll=2e-06,Vd=0.65) X","pch18_gm_Id  (ll=2e-06,Vd=0.65) Y","pch18_gm_Id  (ll=2e-06,Vd=0.6) X","pch18_gm_Id  (ll=2e-06,Vd=0.6) Y","pch18_gm_Id  (ll=2e-06,Vd=0.55) X","pch18_gm_Id  (ll=2e-06,Vd=0.55) Y","pch18_gm_Id  (ll=2e-06,Vd=0.5) X","pch18_gm_Id  (ll=2e-06,Vd=0.5) Y","pch18_gm_Id  (ll=2e-06,Vd=0.45) X","pch18_gm_Id  (ll=2e-06,Vd=0.45) Y","pch18_gm_Id  (ll=2e-06,Vd=0.4) X","pch18_gm_Id  (ll=2e-06,Vd=0.4) Y","pch18_gm_Id  (ll=2e-06,Vd=0.35) X","pch18_gm_Id  (ll=2e-06,Vd=0.35) Y","pch18_gm_Id  (ll=2e-06,Vd=0.3) X","pch18_gm_Id  (ll=2e-06,Vd=0.3) Y","pch18_gm_Id  (ll=2e-06,Vd=0.25) X","pch18_gm_Id  (ll=2e-06,Vd=0.25) Y","pch18_gm_Id  (ll=2e-06,Vd=0.2) X","pch18_gm_Id  (ll=2e-06,Vd=0.2) Y","pch18_gm_Id  (ll=1.8e-06,Vd=0.65) X","pch18_gm_Id  (ll=1.8e-06,Vd=0.65) Y","pch18_gm_Id  (ll=1.8e-06,Vd=0.6) X","pch18_gm_Id  (ll=1.8e-06,Vd=0.6) Y","pch18_gm_Id  (ll=1.8e-06,Vd=0.55) X","pch18_gm_Id  (ll=1.8e-06,Vd=0.55) Y","pch18_gm_Id  (ll=1.8e-06,Vd=0.5) X","pch18_gm_Id  (ll=1.8e-06,Vd=0.5) Y","pch18_gm_Id  (ll=1.8e-06,Vd=0.45) X","pch18_gm_Id  (ll=1.8e-06,Vd=0.45) Y","pch18_gm_Id  (ll=1.8e-06,Vd=0.4) X","pch18_gm_Id  (ll=1.8e-06,Vd=0.4) Y","pch18_gm_Id  (ll=1.8e-06,Vd=0.35) X","pch18_gm_Id  (ll=1.8e-06,Vd=0.35) Y","pch18_gm_Id  (ll=1.8e-06,Vd=0.3) X","pch18_gm_Id  (ll=1.8e-06,Vd=0.3) Y","pch18_gm_Id  (ll=1.8e-06,Vd=0.25) X","pch18_gm_Id  (ll=1.8e-06,Vd=0.25) Y","pch18_gm_Id  (ll=1.8e-06,Vd=0.2) X","pch18_gm_Id  (ll=1.8e-06,Vd=0.2) Y","pch18_gm_Id  (ll=1.6e-06,Vd=0.65) X","pch18_gm_Id  (ll=1.6e-06,Vd=0.65) Y","pch18_gm_Id  (ll=1.6e-06,Vd=0.6) X","pch18_gm_Id  (ll=1.6e-06,Vd=0.6) Y","pch18_gm_Id  (ll=1.6e-06,Vd=0.55) X","pch18_gm_Id  (ll=1.6e-06,Vd=0.55) Y","pch18_gm_Id  (ll=1.6e-06,Vd=0.5) X","pch18_gm_Id  (ll=1.6e-06,Vd=0.5) Y","pch18_gm_Id  (ll=1.6e-06,Vd=0.45) X","pch18_gm_Id  (ll=1.6e-06,Vd=0.45) Y","pch18_gm_Id  (ll=1.6e-06,Vd=0.4) X","pch18_gm_Id  (ll=1.6e-06,Vd=0.4) Y","pch18_gm_Id  (ll=1.6e-06,Vd=0.35) X","pch18_gm_Id  (ll=1.6e-06,Vd=0.35) Y","pch18_gm_Id  (ll=1.6e-06,Vd=0.3) X","pch18_gm_Id  (ll=1.6e-06,Vd=0.3) Y","pch18_gm_Id  (ll=1.6e-06,Vd=0.25) X","pch18_gm_Id  (ll=1.6e-06,Vd=0.25) Y","pch18_gm_Id  (ll=1.6e-06,Vd=0.2) X","pch18_gm_Id  (ll=1.6e-06,Vd=0.2) Y","pch18_gm_Id  (ll=1.4e-06,Vd=0.65) X","pch18_gm_Id  (ll=1.4e-06,Vd=0.65) Y","pch18_gm_Id  (ll=1.4e-06,Vd=0.6) X","pch18_gm_Id  (ll=1.4e-06,Vd=0.6) Y","pch18_gm_Id  (ll=1.4e-06,Vd=0.55) X","pch18_gm_Id  (ll=1.4e-06,Vd=0.55) Y","pch18_gm_Id  (ll=1.4e-06,Vd=0.5) X","pch18_gm_Id  (ll=1.4e-06,Vd=0.5) Y","pch18_gm_Id  (ll=1.4e-06,Vd=0.45) X","pch18_gm_Id  (ll=1.4e-06,Vd=0.45) Y","pch18_gm_Id  (ll=1.4e-06,Vd=0.4) X","pch18_gm_Id  (ll=1.4e-06,Vd=0.4) Y","pch18_gm_Id  (ll=1.4e-06,Vd=0.35) X","pch18_gm_Id  (ll=1.4e-06,Vd=0.35) Y","pch18_gm_Id  (ll=1.4e-06,Vd=0.3) X","pch18_gm_Id  (ll=1.4e-06,Vd=0.3) Y","pch18_gm_Id  (ll=1.4e-06,Vd=0.25) X","pch18_gm_Id  (ll=1.4e-06,Vd=0.25) Y","pch18_gm_Id  (ll=1.4e-06,Vd=0.2) X","pch18_gm_Id  (ll=1.4e-06,Vd=0.2) Y","pch18_gm_Id  (ll=1.2e-06,Vd=0.65) X","pch18_gm_Id  (ll=1.2e-06,Vd=0.65) Y","pch18_gm_Id  (ll=1.2e-06,Vd=0.6) X","pch18_gm_Id  (ll=1.2e-06,Vd=0.6) Y","pch18_gm_Id  (ll=1.2e-06,Vd=0.55) X","pch18_gm_Id  (ll=1.2e-06,Vd=0.55) Y","pch18_gm_Id  (ll=1.2e-06,Vd=0.5) X","pch18_gm_Id  (ll=1.2e-06,Vd=0.5) Y","pch18_gm_Id  (ll=1.2e-06,Vd=0.45) X","pch18_gm_Id  (ll=1.2e-06,Vd=0.45) Y","pch18_gm_Id  (ll=1.2e-06,Vd=0.4) X","pch18_gm_Id  (ll=1.2e-06,Vd=0.4) Y","pch18_gm_Id  (ll=1.2e-06,Vd=0.35) X","pch18_gm_Id  (ll=1.2e-06,Vd=0.35) Y","pch18_gm_Id  (ll=1.2e-06,Vd=0.3) X","pch18_gm_Id  (ll=1.2e-06,Vd=0.3) Y","pch18_gm_Id  (ll=1.2e-06,Vd=0.25) X","pch18_gm_Id  (ll=1.2e-06,Vd=0.25) Y","pch18_gm_Id  (ll=1.2e-06,Vd=0.2) X","pch18_gm_Id  (ll=1.2e-06,Vd=0.2) Y","pch18_gm_Id  (ll=1e-06,Vd=0.65) X","pch18_gm_Id  (ll=1e-06,Vd=0.65) Y","pch18_gm_Id  (ll=1e-06,Vd=0.6) X","pch18_gm_Id  (ll=1e-06,Vd=0.6) Y","pch18_gm_Id  (ll=1e-06,Vd=0.55) X","pch18_gm_Id  (ll=1e-06,Vd=0.55) Y","pch18_gm_Id  (ll=1e-06,Vd=0.5) X","pch18_gm_Id  (ll=1e-06,Vd=0.5) Y","pch18_gm_Id  (ll=1e-06,Vd=0.45) X","pch18_gm_Id  (ll=1e-06,Vd=0.45) Y","pch18_gm_Id  (ll=1e-06,Vd=0.4) X","pch18_gm_Id  (ll=1e-06,Vd=0.4) Y","pch18_gm_Id  (ll=1e-06,Vd=0.35) X","pch18_gm_Id  (ll=1e-06,Vd=0.35) Y","pch18_gm_Id  (ll=1e-06,Vd=0.3) X","pch18_gm_Id  (ll=1e-06,Vd=0.3) Y","pch18_gm_Id  (ll=1e-06,Vd=0.25) X","pch18_gm_Id  (ll=1e-06,Vd=0.25) Y","pch18_gm_Id  (ll=1e-06,Vd=0.2) X","pch18_gm_Id  (ll=1e-06,Vd=0.2) Y","pch18_gm_Id  (ll=9e-07,Vd=0.65) X","pch18_gm_Id  (ll=9e-07,Vd=0.65) Y","pch18_gm_Id  (ll=9e-07,Vd=0.6) X","pch18_gm_Id  (ll=9e-07,Vd=0.6) Y","pch18_gm_Id  (ll=9e-07,Vd=0.55) X","pch18_gm_Id  (ll=9e-07,Vd=0.55) Y","pch18_gm_Id  (ll=9e-07,Vd=0.5) X","pch18_gm_Id  (ll=9e-07,Vd=0.5) Y","pch18_gm_Id  (ll=9e-07,Vd=0.45) X","pch18_gm_Id  (ll=9e-07,Vd=0.45) Y","pch18_gm_Id  (ll=9e-07,Vd=0.4) X","pch18_gm_Id  (ll=9e-07,Vd=0.4) Y","pch18_gm_Id  (ll=9e-07,Vd=0.35) X","pch18_gm_Id  (ll=9e-07,Vd=0.35) Y","pch18_gm_Id  (ll=9e-07,Vd=0.3) X","pch18_gm_Id  (ll=9e-07,Vd=0.3) Y","pch18_gm_Id  (ll=9e-07,Vd=0.25) X","pch18_gm_Id  (ll=9e-07,Vd=0.25) Y","pch18_gm_Id  (ll=9e-07,Vd=0.2) X","pch18_gm_Id  (ll=9e-07,Vd=0.2) Y","pch18_gm_Id  (ll=8e-07,Vd=0.65) X","pch18_gm_Id  (ll=8e-07,Vd=0.65) Y","pch18_gm_Id  (ll=8e-07,Vd=0.6) X","pch18_gm_Id  (ll=8e-07,Vd=0.6) Y","pch18_gm_Id  (ll=8e-07,Vd=0.55) X","pch18_gm_Id  (ll=8e-07,Vd=0.55) Y","pch18_gm_Id  (ll=8e-07,Vd=0.5) X","pch18_gm_Id  (ll=8e-07,Vd=0.5) Y","pch18_gm_Id  (ll=8e-07,Vd=0.45) X","pch18_gm_Id  (ll=8e-07,Vd=0.45) Y","pch18_gm_Id  (ll=8e-07,Vd=0.4) X","pch18_gm_Id  (ll=8e-07,Vd=0.4) Y","pch18_gm_Id  (ll=8e-07,Vd=0.35) X","pch18_gm_Id  (ll=8e-07,Vd=0.35) Y","pch18_gm_Id  (ll=8e-07,Vd=0.3) X","pch18_gm_Id  (ll=8e-07,Vd=0.3) Y","pch18_gm_Id  (ll=8e-07,Vd=0.25) X","pch18_gm_Id  (ll=8e-07,Vd=0.25) Y","pch18_gm_Id  (ll=8e-07,Vd=0.2) X","pch18_gm_Id  (ll=8e-07,Vd=0.2) Y","pch18_gm_Id  (ll=7e-07,Vd=0.65) X","pch18_gm_Id  (ll=7e-07,Vd=0.65) Y","pch18_gm_Id  (ll=7e-07,Vd=0.6) X","pch18_gm_Id  (ll=7e-07,Vd=0.6) Y","pch18_gm_Id  (ll=7e-07,Vd=0.55) X","pch18_gm_Id  (ll=7e-07,Vd=0.55) Y","pch18_gm_Id  (ll=7e-07,Vd=0.5) X","pch18_gm_Id  (ll=7e-07,Vd=0.5) Y","pch18_gm_Id  (ll=7e-07,Vd=0.45) X","pch18_gm_Id  (ll=7e-07,Vd=0.45) Y","pch18_gm_Id  (ll=7e-07,Vd=0.4) X","pch18_gm_Id  (ll=7e-07,Vd=0.4) Y","pch18_gm_Id  (ll=7e-07,Vd=0.35) X","pch18_gm_Id  (ll=7e-07,Vd=0.35) Y","pch18_gm_Id  (ll=7e-07,Vd=0.3) X","pch18_gm_Id  (ll=7e-07,Vd=0.3) Y","pch18_gm_Id  (ll=7e-07,Vd=0.25) X","pch18_gm_Id  (ll=7e-07,Vd=0.25) Y","pch18_gm_Id  (ll=7e-07,Vd=0.2) X","pch18_gm_Id  (ll=7e-07,Vd=0.2) Y","pch18_gm_Id  (ll=6e-07,Vd=0.65) X","pch18_gm_Id  (ll=6e-07,Vd=0.65) Y","pch18_gm_Id  (ll=6e-07,Vd=0.6) X","pch18_gm_Id  (ll=6e-07,Vd=0.6) Y","pch18_gm_Id  (ll=6e-07,Vd=0.55) X","pch18_gm_Id  (ll=6e-07,Vd=0.55) Y","pch18_gm_Id  (ll=6e-07,Vd=0.5) X","pch18_gm_Id  (ll=6e-07,Vd=0.5) Y","pch18_gm_Id  (ll=6e-07,Vd=0.45) X","pch18_gm_Id  (ll=6e-07,Vd=0.45) Y","pch18_gm_Id  (ll=6e-07,Vd=0.4) X","pch18_gm_Id  (ll=6e-07,Vd=0.4) Y","pch18_gm_Id  (ll=6e-07,Vd=0.35) X","pch18_gm_Id  (ll=6e-07,Vd=0.35) Y","pch18_gm_Id  (ll=6e-07,Vd=0.3) X","pch18_gm_Id  (ll=6e-07,Vd=0.3) Y","pch18_gm_Id  (ll=6e-07,Vd=0.25) X","pch18_gm_Id  (ll=6e-07,Vd=0.25) Y","pch18_gm_Id  (ll=6e-07,Vd=0.2) X","pch18_gm_Id  (ll=6e-07,Vd=0.2) Y","pch18_gm_Id  (ll=5e-07,Vd=0.65) X","pch18_gm_Id  (ll=5e-07,Vd=0.65) Y","pch18_gm_Id  (ll=5e-07,Vd=0.6) X","pch18_gm_Id  (ll=5e-07,Vd=0.6) Y","pch18_gm_Id  (ll=5e-07,Vd=0.55) X","pch18_gm_Id  (ll=5e-07,Vd=0.55) Y","pch18_gm_Id  (ll=5e-07,Vd=0.5) X","pch18_gm_Id  (ll=5e-07,Vd=0.5) Y","pch18_gm_Id  (ll=5e-07,Vd=0.45) X","pch18_gm_Id  (ll=5e-07,Vd=0.45) Y","pch18_gm_Id  (ll=5e-07,Vd=0.4) X","pch18_gm_Id  (ll=5e-07,Vd=0.4) Y","pch18_gm_Id  (ll=5e-07,Vd=0.35) X","pch18_gm_Id  (ll=5e-07,Vd=0.35) Y","pch18_gm_Id  (ll=5e-07,Vd=0.3) X","pch18_gm_Id  (ll=5e-07,Vd=0.3) Y","pch18_gm_Id  (ll=5e-07,Vd=0.25) X","pch18_gm_Id  (ll=5e-07,Vd=0.25) Y","pch18_gm_Id  (ll=5e-07,Vd=0.2) X","pch18_gm_Id  (ll=5e-07,Vd=0.2) Y","pch18_gm_Id  (ll=4e-07,Vd=0.65) X","pch18_gm_Id  (ll=4e-07,Vd=0.65) Y","pch18_gm_Id  (ll=4e-07,Vd=0.6) X","pch18_gm_Id  (ll=4e-07,Vd=0.6) Y","pch18_gm_Id  (ll=4e-07,Vd=0.55) X","pch18_gm_Id  (ll=4e-07,Vd=0.55) Y","pch18_gm_Id  (ll=4e-07,Vd=0.5) X","pch18_gm_Id  (ll=4e-07,Vd=0.5) Y","pch18_gm_Id  (ll=4e-07,Vd=0.45) X","pch18_gm_Id  (ll=4e-07,Vd=0.45) Y","pch18_gm_Id  (ll=4e-07,Vd=0.4) X","pch18_gm_Id  (ll=4e-07,Vd=0.4) Y","pch18_gm_Id  (ll=4e-07,Vd=0.35) X","pch18_gm_Id  (ll=4e-07,Vd=0.35) Y","pch18_gm_Id  (ll=4e-07,Vd=0.3) X","pch18_gm_Id  (ll=4e-07,Vd=0.3) Y","pch18_gm_Id  (ll=4e-07,Vd=0.25) X","pch18_gm_Id  (ll=4e-07,Vd=0.25) Y","pch18_gm_Id  (ll=4e-07,Vd=0.2) X","pch18_gm_Id  (ll=4e-07,Vd=0.2) Y","pch18_gm_Id  (ll=3e-07,Vd=0.65) X","pch18_gm_Id  (ll=3e-07,Vd=0.65) Y","pch18_gm_Id  (ll=3e-07,Vd=0.6) X","pch18_gm_Id  (ll=3e-07,Vd=0.6) Y","pch18_gm_Id  (ll=3e-07,Vd=0.55) X","pch18_gm_Id  (ll=3e-07,Vd=0.55) Y","pch18_gm_Id  (ll=3e-07,Vd=0.5) X","pch18_gm_Id  (ll=3e-07,Vd=0.5) Y","pch18_gm_Id  (ll=3e-07,Vd=0.45) X","pch18_gm_Id  (ll=3e-07,Vd=0.45) Y","pch18_gm_Id  (ll=3e-07,Vd=0.4) X","pch18_gm_Id  (ll=3e-07,Vd=0.4) Y","pch18_gm_Id  (ll=3e-07,Vd=0.35) X","pch18_gm_Id  (ll=3e-07,Vd=0.35) Y","pch18_gm_Id  (ll=3e-07,Vd=0.3) X","pch18_gm_Id  (ll=3e-07,Vd=0.3) Y","pch18_gm_Id  (ll=3e-07,Vd=0.25) X","pch18_gm_Id  (ll=3e-07,Vd=0.25) Y","pch18_gm_Id  (ll=3e-07,Vd=0.2) X","pch18_gm_Id  (ll=3e-07,Vd=0.2) Y","pch18_gm_Id  (ll=2e-07,Vd=0.65) X","pch18_gm_Id  (ll=2e-07,Vd=0.65) Y","pch18_gm_Id  (ll=2e-07,Vd=0.6) X","pch18_gm_Id  (ll=2e-07,Vd=0.6) Y","pch18_gm_Id  (ll=2e-07,Vd=0.55) X","pch18_gm_Id  (ll=2e-07,Vd=0.55) Y","pch18_gm_Id  (ll=2e-07,Vd=0.5) X","pch18_gm_Id  (ll=2e-07,Vd=0.5) Y","pch18_gm_Id  (ll=2e-07,Vd=0.45) X","pch18_gm_Id  (ll=2e-07,Vd=0.45) Y","pch18_gm_Id  (ll=2e-07,Vd=0.4) X","pch18_gm_Id  (ll=2e-07,Vd=0.4) Y","pch18_gm_Id  (ll=2e-07,Vd=0.35) X","pch18_gm_Id  (ll=2e-07,Vd=0.35) Y","pch18_gm_Id  (ll=2e-07,Vd=0.3) X","pch18_gm_Id  (ll=2e-07,Vd=0.3) Y","pch18_gm_Id  (ll=2e-07,Vd=0.25) X","pch18_gm_Id  (ll=2e-07,Vd=0.25) Y","pch18_gm_Id  (ll=2e-07,Vd=0.2) X","pch18_gm_Id  (ll=2e-07,Vd=0.2) Y"
0,30.00519635303666,0,30.00519671941213,0,30.00519708692849,0,30.00519745545215,0,30.00519782423286,0,30.00519819343919,0,30.00519856194915,0,30.00519892791563,0,30.0051992867492,0,30.00519962416718,0,30.01220957804977,0,30.0122099694872,0,30.01221036233917,0,30.01221075647488,0,30.01221115111126,0,30.01221154646393,0,30.01221194140314,0,30.01221233411139,0,30.01221272010007,0,30.01221308545661,0,30.02067346535184,0,30.02067388478696,0,30.02067430598576,0,30.02067472882176,0,30.02067515247619,0,30.02067557721844,0,30.02067600191172,0,30.02067642477563,0,30.02067684143859,0,30.02067723841994,0,30.03109144964796,0,30.03109190038782,0,30.03109235334542,0,30.0310928084,0,30.03109326469394,0,30.03109372256096,0,30.0310941808586,0,30.03109463785155,0,30.03109508930904,0,30.03109552225875,0,30.04423103000631,0,30.04423151565164,0,30.04423200411572,0,30.04423249528887,0,30.04423298827041,0,30.04423348347247,0,30.04423397974945,0,30.04423447542412,0,30.0442349664383,0,30.04423544042722,0,30.06132342750166,0,30.06132395165022,0,30.06132447943305,0,30.06132501075778,0,30.06132554467914,0,30.0613260817062,0,30.06132662069676,0,30.06132716005159,0,30.06132769592798,0,30.06132821670595,0,30.08447701593862,0,30.08447758132671,0,30.08447815148315,0,30.0844787263437,0,30.08447930492409,0,30.08447988785352,0,30.08448047401023,0,30.08448106190242,0,30.08448164796934,0,30.08448222152334,0,30.13489923148019,0,30.13489974758409,0,30.1349002679478,0,30.13490079249263,0,30.13490132012479,0,30.13490185156624,0,30.13490238563377,0,30.13490292085292,0,30.13490345379727,0,30.13490397439155,0,30.16938373016733,0,30.1693842157236,0,30.16938470522431,0,30.16938519858392,0,30.16938569464634,0,30.16938619418354,0,30.16938669598025,0,30.16938719857389,0,30.16938769862664,0,30.16938818645497,0,30.21351553393422,0,30.21351598361279,0,30.21351643686765,0,30.21351689360313,0,30.21351735259986,0,30.2135178146799,0,30.21351827859484,0,30.21351874290091,0,30.21351920436909,0,30.21351965378894,0,30.27201433108984,0,30.27201473805338,0,30.27201514815757,0,30.27201556129605,0,30.27201597618499,0,30.27201639369358,0,30.27201681254436,0,30.27201723131837,0,30.27201764692726,0,30.2720180507452,0,30.35328469836493,0,30.35328505410883,0,30.3532854124714,0,30.35328577333421,0,30.35328613535847,0,30.35328649944757,0,30.35328686430367,0,30.35328722854717,0,30.35328758927261,0,30.3532879385962,0,30.47389061063144,0,30.47389091180431,0,30.47389121496611,0,30.47389151998421,0,30.47389182549308,0,30.4738921323976,0,30.47389243940065,0,30.47389274518567,0,30.47389304709411,0,30.47389333820633,0,30.17977457347163,0,30.17977502084016,0,30.17977546962716,0,30.17977591965883,0,30.17977636924655,0,30.17977681953056,0,30.17977726895308,0,30.179777716029,0,30.1797781579122,0,30.17977858762026,0,29.63118957367635,0,29.63119341031674,0,29.63119724694602,0,29.63120108332963,0,29.63120491724317,0,29.63120875024086,0,29.63121258032594,0,29.63121640572679,0,29.63122022324404,0,29.6312240256684,0,28.24637448208047,0,28.24644515594187,0,28.24651561173656,0,28.24658584875254,0,28.24665586972419,0,28.24672567159778,0,28.24679525446884,0,28.2468646166549,0,28.24693375476477,0,28.24700266122356
0.05,29.90406738203323,0.05,29.9040690157868,0.05,29.90407065444301,0.05,29.904072297226,0.05,29.90407394290437,0.05,29.90407558938388,0.05,29.90407723275761,0.05,29.90407886478565,0.05,29.90408046499903,0.05,29.90408196969286,0.05,29.91226869217012,0.05,29.9122704384108,0.05,29.91227219076407,0.05,29.91227394845333,0.05,29.91227571024827,0.05,29.91227747406431,0.05,29.91227923603381,0.05,29.91228098804866,0.05,29.91228271007728,0.05,29.91228434004121,0.05,29.92215654896304,0.05,29.92215842104969,0.05,29.92216030079626,0.05,29.92216218743027,0.05,29.92216407972711,0.05,29.92216597561965,0.05,29.92216787129159,0.05,29.9221697587943,0.05,29.92217161861102,0.05,29.92217339055447,0.05,29.93431336836544,0.05,29.93431538143073,0.05,29.93431740417027,0.05,29.93431943582328,0.05,29.93432147518104,0.05,29.93432352020447,0.05,29.93432556714778,0.05,29.93432760826029,0.05,29.93432962464091,0.05,29.93433155833234,0.05,29.94962577743642,0.05,29.94962794809949,0.05,29.94963013111307,0.05,29.94963232574287,0.05,29.94963453081118,0.05,29.94963674432737,0.05,29.94963896264491,0.05,29.94964117826681,0.05,29.94964337304531,0.05,29.94964549169532,0.05,29.96951376627999,0.05,29.96951611143479,0.05,29.96951847257947,0.05,29.9695208490322,0.05,29.96952323967488,0.05,29.96952564259955,0.05,29.96952805430826,0.05,29.96953046764148,0.05,29.96953286539913,0.05,29.96953519556536,0.05,29.99640432301864,0.05,29.99640685618598,0.05,29.99640941042007,0.05,29.99641198514058,0.05,29.99641457934318,0.05,29.99641719126698,0.05,29.99641981764644,0.05,29.99642245179745,0.05,29.99642507775539,0.05,29.99642764761111,0.05,30.04897765293414,0.05,30.04897997142252,0.05,30.04898230871297,0.05,30.0489846641276,0.05,30.04898703655517,0.05,30.04898942412446,0.05,30.04899182349035,0.05,30.04899422802241,0.05,30.04899662231999,0.05,30.04899896109389,0.05,30.08488281667969,0.05,30.08488500188634,0.05,30.08488720449419,0.05,30.08488942376752,0.05,30.08489165853074,0.05,30.08489390684937,0.05,30.08489616533384,0.05,30.08489842739893,0.05,30.08490067801358,0.05,30.08490287356678,0.05,30.13078042620733,0.05,30.13078245462703,0.05,30.13078449880835,0.05,30.13078655794989,0.05,30.13078863080491,0.05,30.13079071536844,0.05,30.13079280820847,0.05,30.13079490280384,0.05,30.13079698458209,0.05,30.13079901196568,0.05,30.19153979298154,0.05,30.19154163427954,0.05,30.19154348939747,0.05,30.19154535746043,0.05,30.19154723714298,0.05,30.19154912636638,0.05,30.19155102165938,0.05,30.1915529165989,0.05,30.19155479719827,0.05,30.19155662439738,0.05,30.27581895186545,0.05,30.27582056698152,0.05,30.27582219359188,0.05,30.2758238307412,0.05,30.27582547702066,0.05,30.27582713027698,0.05,30.275828787014,0.05,30.2758304409614,0.05,30.27583207890439,0.05,30.27583366498456,0.05,30.40065016605791,0.05,30.40065151820325,0.05,30.40065287903397,0.05,30.40065424751289,0.05,30.40065562214843,0.05,30.40065700072252,0.05,30.40065837974535,0.05,30.40065975319035,0.05,30.40066110889119,0.05,30.40066241517398,0.05,30.10433238853371,0.05,30.10433391676051,0.05,30.10433545087656,0.05,30.10433698959206,0.05,30.10433853109126,0.05,30.10434007273764,0.05,30.10434161050092,0.05,30.10434313768663,0.05,30.10434464145704,0.05,30.10434609031664,0.05,29.55117224938623,0.05,29.55117996428304,0.05,29.55118767971701,0.05,29.55119539403685,0.05,29.55120310495463,0.05,29.5512108092071,0.05,29.55121850193022,0.05,29.55122617534885,0.05,29.55123381543149,0.05,29.55124139053209,0.05,28.15265480485897,0.05,28.15278218139522,0.05,28.15290913747285,0.05,28.15303567243196,0.05,28.1531617847826,0.05,28.15328747176583,0.05,28.15341272858336,0.05,28.15353754689794,0.05,28.15366191141268,0.05,28.15378578973627
