pch18_Id_W  (ll=2e-07) X,pch18_Id_W  (ll=2e-07) Y,pch18_Id_W  (ll=3e-07) X,pch18_Id_W  (ll=3e-07) Y,pch18_Id_W  (ll=4e-07) X,pch18_Id_W  (ll=4e-07) Y,pch18_Id_W  (ll=5e-07) X,pch18_Id_W  (ll=5e-07) Y,pch18_Id_W  (ll=6e-07) X,pch18_Id_W  (ll=6e-07) Y,pch18_Id_W  (ll=7e-07) X,pch18_Id_W  (ll=7e-07) Y,pch18_Id_W  (ll=8e-07) X,pch18_Id_W  (ll=8e-07) Y,pch18_Id_W  (ll=9e-07) X,pch18_Id_W  (ll=9e-07) Y,pch18_Id_W  (ll=1e-06) X,pch18_Id_W  (ll=1e-06) Y,pch18_Id_W  (ll=1.2e-06) X,pch18_Id_W  (ll=1.2e-06) Y,pch18_Id_W  (ll=1.4e-06) X,pch18_Id_W  (ll=1.4e-06) Y,pch18_Id_W  (ll=1.6e-06) X,pch18_Id_W  (ll=1.6e-06) Y,pch18_Id_W  (ll=1.8e-06) X,pch18_Id_W  (ll=1.8e-06) Y,pch18_Id_W  (ll=2e-06) X,pch18_Id_W  (ll=2e-06) Y,pch18_Id_W  (ll=2.2e-06) X,pch18_Id_W  (ll=2.2e-06) Y,pch18_Id_W  (ll=2.4e-06) X,pch18_Id_W  (ll=2.4e-06) Y
0.3900000000000002,-0.0796251753759932,0.3900000000000002,-0.06807154919291028,0.3900000000000002,-0.05858850023898313,0.3900000000000002,-0.05047567182422041,0.3900000000000002,-0.04611820107167631,0.3900000000000002,-0.04205579064960113,0.3900000000000002,-0.03847179179159085,0.3900000000000002,-0.03535970479764294,0.3900000000000002,-0.03266310331644094,0.3900000000000002,-0.02827007707439337,0.3900000000000002,-0.0251247465036432,0.3900000000000002,-0.02257951896122811,0.3900000000000002,-0.02048703721834472,0.3900000000000002,-0.01874072474690426,0.3900000000000002,-0.01726346103096815,0.3900000000000002,-0.01599873309097848
0.4000000000000002,-0.1018333932195825,0.4000000000000002,-0.08718210729832493,0.4000000000000002,-0.074884059822504,0.4000000000000002,-0.06439679507469026,0.4000000000000002,-0.05866722367767706,0.4000000000000002,-0.05339089316313482,0.4000000000000002,-0.04876697538207698,0.4000000000000002,-0.04476916076546995,0.4000000000000002,-0.04131564254010758,0.4000000000000002,-0.03570718647381906,0.4000000000000002,-0.03171702208542782,0.4000000000000002,-0.02849194669218402,0.4000000000000002,-0.02584280863472796,0.4000000000000002,-0.02363338230318156,0.4000000000000002,-0.02176534167997732,0.4000000000000002,-0.02016675735995806
0.4100000000000002,-0.1297712127342954,0.4100000000000002,-0.1110985213230196,0.4100000000000002,-0.09515355701242963,0.4100000000000002,-0.08163694563990552,0.4100000000000002,-0.07414926424691412,0.4100000000000002,-0.0673370648910559,0.4100000000000002,-0.06140729464144037,0.4100000000000002,-0.05630293388717075,0.4100000000000002,-0.05190735493499117,0.4100000000000002,-0.04479223390840349,0.4100000000000002,-0.03976257990452574,0.4100000000000002,-0.03570243890735759,0.4100000000000002,-0.03237045653093344,0.4100000000000002,-0.02959354126779474,0.4100000000000002,-0.02724707853953812,0.4100000000000002,-0.02524006881192417
0.4200000000000002,-0.16473166049531,0.4200000000000002,-0.1408013824993133,0.4200000000000002,-0.1201414534464801,0.4200000000000002,-0.1027816595648687,0.4200000000000002,-0.09306065835848601,0.4200000000000002,-0.08432241439998425,0.4200000000000002,-0.07676779569810412,0.4200000000000002,-0.07029395857073244,0.4200000000000002,-0.06473710320268711,0.4200000000000002,-0.05577259649941833,0.4200000000000002,-0.04947606155415633,0.4200000000000002,-0.04440021577029042,0.4200000000000002,-0.04023896956658927,0.4200000000000002,-0.03677374807276965,0.4200000000000002,-0.03384761484561098,0.4200000000000002,-0.03134618344214446
0.4300000000000002,-0.2082244821733754,0.4300000000000002,-0.1773804552775653,0.4300000000000002,-0.1506472338692771,0.4300000000000002,-0.1284462948419986,0.4300000000000002,-0.1159158707926979,0.4300000000000002,-0.1047861877416237,0.4300000000000002,-0.09523027659386132,0.4300000000000002,-0.08707905826165588,0.4300000000000002,-0.08010570954835793,0.4300000000000002,-0.0688953377375346,0.4300000000000002,-0.06107051699049055,0.4300000000000002,-0.05477218565010409,0.4300000000000002,-0.04961461977718234,0.4300000000000002,-0.0453236132405485,0.4300000000000002,-0.04170285115028471,0.4300000000000002,-0.03860953745557077
0.4400000000000002,-0.2619804467045207,0.4400000000000002,-0.2220128590521811,0.4400000000000002,-0.1875020564814287,0.4400000000000002,-0.1592560955827014,0.4400000000000002,-0.143230028305889,0.4400000000000002,-0.129163537258892,0.4400000000000002,-0.1171699273671008,0.4400000000000002,-0.1069871241338833,0.4400000000000002,-0.09830540105242315,0.4400000000000002,-0.08439858418969552,0.4400000000000002,-0.07474993172010402,0.4400000000000002,-0.06699638170053905,0.4400000000000002,-0.0606551283150455,0.4400000000000002,-0.05538457099722693,0.4400000000000002,-0.0509408958964406,0.4400000000000002,-0.04714714928867016
0.4500000000000002,-0.3279409617783153,0.4500000000000002,-0.2759305039780189,0.4500000000000002,-0.2315410089033411,0.4500000000000002,-0.1958251061899512,0.4500000000000002,-0.1755015991920366,0.4500000000000002,-0.1578711169487831,0.4500000000000002,-0.1429431531327894,0.4500000000000002,-0.1303286586802131,0.4500000000000002,-0.1196107045686613,0.4500000000000002,-0.1025043776499996,0.4500000000000002,-0.09070321785344508,0.4500000000000002,-0.08123681249782383,0.4500000000000002,-0.07350518089627406,0.4500000000000002,-0.06708592050128545,0.4500000000000002,-0.06167853073276794,0.4500000000000002,-0.05706543289576424
0.4600000000000002,-0.4082290896536551,0.4600000000000002,-0.3403796712206613,0.4600000000000002,-0.2835749767806681,0.4600000000000002,-0.2387373482461068,0.4600000000000002,-0.2131980634149907,0.4600000000000002,-0.191295861112899,0.4600000000000002,-0.1728785515129317,0.4600000000000002,-0.1573883544522178,0.4600000000000002,-0.1442722246319314,0.4600000000000002,-0.1234140956879303,0.4600000000000002,-0.1091005629193316,0.4600000000000002,-0.09764047330068451,0.4600000000000002,-0.08829392785302304,0.4600000000000002,-0.08054269701261789,0.4600000000000002,-0.07401937038524777,0.4600000000000002,-0.06845858691645496
0.4700000000000003,-0.5051003013651085,0.4700000000000003,-0.4165780009634288,0.4700000000000003,-0.344366641332182,0.4700000000000003,-0.2885333154749671,0.4700000000000003,-0.2567467849921106,0.4700000000000003,-0.2297885773071591,0.4700000000000003,-0.2072722744579623,0.4700000000000003,-0.1884216548258831,0.4700000000000003,-0.1725140461692771,0.4700000000000003,-0.1473069150579465,0.4700000000000003,-0.1300924620568577,0.4700000000000003,-0.1163367447326386,0.4700000000000003,-0.1051346276991361,0.4700000000000003,-0.09585548389638661,0.4700000000000003,-0.0880537931979497,0.4700000000000003,-0.08140861013235676
0.4800000000000003,-0.620874979072619,0.4800000000000003,-0.5056753995417709,0.4800000000000003,-0.4146143214773046,0.4800000000000003,-0.3457035670316732,0.4800000000000003,-0.3065320282107123,0.4800000000000003,-0.2736628141225618,0.4800000000000003,-0.2463879495325011,0.4800000000000003,-0.2236552969252361,0.4800000000000003,-0.2045346522907236,0.4800000000000003,-0.1743410933587752,0.4800000000000003,-0.1538111542133291,0.4800000000000003,-0.1374388763252285,0.4800000000000003,-0.1241261247447122,0.4800000000000003,-0.1131118576932117,0.4800000000000003,-0.103860340815951,0.4800000000000003,-0.09598665025630498
0.4900000000000003,-0.7578589887498643,0.4900000000000003,-0.6087248555673058,0.4900000000000003,-0.4949454961853861,0.4900000000000003,-0.410689473597296,0.4900000000000003,-0.3628976214734659,0.4900000000000003,-0.3231982773784861,0.4900000000000003,-0.2904603465185251,0.4900000000000003,-0.263291001058936,0.4900000000000003,-0.2405105315287358,0.4900000000000003,-0.2046572995059839,0.4900000000000003,-0.180373738848658,0.4900000000000003,-0.1610468819851492,0.4900000000000003,-0.1453555364182255,0.4900000000000003,-0.1323888864277805,0.4900000000000003,-0.1215080471918326,0.4900000000000003,-0.1122551819521225
0.5000000000000002,-0.9182622367050173,0.5000000000000002,-0.7266669250361824,0.5000000000000002,-0.5859195702260396,0.5000000000000002,-0.4838896167774265,0.5000000000000002,-0.4261536577906852,0.5000000000000002,-0.3786472476531605,0.5000000000000002,-0.3397013538337008,0.5000000000000002,-0.3075109886578901,0.5000000000000002,-0.2806012663832592,0.5000000000000002,-0.2383829704908962,0.5000000000000002,-0.2098860690185773,0.5000000000000002,-0.1872510418124451,0.5000000000000002,-0.1689014264021716,0.5000000000000002,-0.1537560253491634,0.5000000000000002,-0.1410590983854469,0.5000000000000002,-0.1302704642134178
0.5100000000000002,-1.104126578442065,0.5100000000000002,-0.8603284839038263,0.5100000000000002,-0.6880375673343767,0.5100000000000002,-0.5656694292972585,0.5100000000000002,-0.4965851160293875,0.5100000000000002,-0.4402421743657836,0.5100000000000002,-0.3943066844904926,0.5100000000000002,-0.3564839471910278,0.5100000000000002,-0.32495488292451,0.5100000000000002,-0.2756367151484299,0.5100000000000002,-0.2424465872124034,0.5100000000000002,-0.2161352882583029,0.5100000000000002,-0.1948368289542301,0.5100000000000002,-0.1772778453082472,0.5100000000000002,-0.1625713152073781,0.5100000000000002,-0.1500848161793961
0.5200000000000002,-1.317273002174404,0.5200000000000002,-1.01043335296652,0.5200000000000002,-0.8017554649434332,0.5200000000000002,-0.6563715318263402,0.5200000000000002,-0.574460398601587,0.5200000000000002,-0.508202833467431,0.5200000000000002,-0.4544619827591739,0.5200000000000002,-0.410370324124356,0.5200000000000002,-0.3737125040551806,0.5200000000000002,-0.316532032133314,0.5200000000000002,-0.2781495023524072,0.5200000000000002,-0.2477799701992078,0.5200000000000002,-0.2232316894603333,0.5200000000000002,-0.203016214069273,0.5200000000000002,-0.1861001227634477,0.5200000000000002,-0.171748410819532
0.5300000000000002,-1.559273996456334,0.5300000000000002,-1.177620467228116,0.5300000000000002,-0.927497907428852,0.5300000000000002,-0.7563247096351268,0.5300000000000002,-0.6600383106690788,0.5300000000000002,-0.5827419415068051,0.5300000000000002,-0.5203474685719417,0.5300000000000002,-0.4693262568629067,0.5300000000000002,-0.4270117362088386,0.5300000000000002,-0.3611799339299083,0.5300000000000002,-0.3170869910877682,0.5300000000000002,-0.2822637405817119,0.5300000000000002,-0.2541545116297823,0.5300000000000002,-0.2310317541680817,0.5300000000000002,-0.2116998558728067,0.5300000000000002,-0.195310455304279
0.5400000000000003,-1.831451747473423,0.5400000000000003,-1.362464738041714,0.5400000000000003,-1.065669782676295,0.5400000000000003,-0.8658502683969175,0.5400000000000003,-0.7535726893812225,0.5400000000000003,-0.6640686990865179,0.5400000000000003,-0.592140753418647,0.5400000000000003,-0.5335058760499168,0.5400000000000003,-0.4849885968417214,0.5400000000000003,-0.4096903687227756,0.5400000000000003,-0.3593503596507383,0.5400000000000003,-0.3196645311024328,0.5400000000000003,-0.287673192229535,0.5400000000000003,-0.2613845697818451,0.5400000000000003,-0.2394244007014448,0.5400000000000003,-0.2208197638695668
0.5500000000000003,-2.134897970624871,0.5500000000000003,-1.56549643831417,0.5500000000000003,-1.216664210978746,0.5500000000000003,-0.9852653174361728,0.5500000000000003,-0.8553145149514788,0.5500000000000003,-0.7523902312469473,0.5500000000000003,-0.6700178650434827,0.5500000000000003,-0.6030620568576303,0.5500000000000003,-0.5477780775249901,0.5500000000000003,-0.4621725506220031,0.5500000000000003,-0.4050302808991771,0.5500000000000003,-0.3600597268755388,0.5500000000000003,-0.3238551522559195,0.5500000000000003,-0.294134346573622,0.5500000000000003,-0.2693272714451434,0.5500000000000003,-0.24832481700086
0.5600000000000003,-2.470508061310839,0.5600000000000003,-1.787216312376209,0.5600000000000003,-1.38086651766516,0.5600000000000003,-1.114883161699262,0.5600000000000003,-0.9655117828076234,0.5600000000000003,-0.8479112260544615,0.5600000000000003,-0.7541527778130366,0.5600000000000003,-0.6781459014423276,0.5600000000000003,-0.6155136093506409,0.5600000000000003,-0.518734432575936,0.5600000000000003,-0.4542163176138121,0.5600000000000003,-0.4035257318237973,0.5600000000000003,-0.3627669378956103,0.5600000000000003,-0.3293399830417267,0.5600000000000003,-0.3014612679021944,0.5600000000000003,-0.2778734418415785
0.5700000000000003,-2.839021338388096,0.5700000000000003,-2.028105127242021,0.5700000000000003,-1.558654529537108,0.5700000000000003,-1.255011372378528,0.5700000000000003,-1.084407662823311,0.5700000000000003,-0.9508322406860625,0.5700000000000003,-0.8447158659944249,0.5700000000000003,-0.7589053253253276,0.5700000000000003,-0.6883257660373152,0.5700000000000003,-0.5794815993726038,0.5700000000000003,-0.5069959722130318,0.5700000000000003,-0.4501371358688063,0.5700000000000003,-0.4044734791837445,0.5700000000000003,-0.3670589224780926,0.5700000000000003,-0.3358778675195068,0.5700000000000003,-0.3095122544064687
0.5800000000000003,-3.241060144196589,0.5800000000000003,-2.28862765360577,0.5800000000000003,-1.750395986552712,0.5800000000000003,-1.405948268958477,0.5800000000000003,-1.212237549809971,0.5800000000000003,-1.06134718117707,0.5800000000000003,-0.9418717119771127,0.5800000000000003,-0.8454831226891713,0.5800000000000003,-0.7663405348898507,0.5800000000000003,-0.6445158455642156,0.5800000000000003,-0.5634534871616225,0.5800000000000003,-0.4999656778780348,0.5800000000000003,-0.4490371769054105,0.5800000000000003,-0.4073463375183937,0.5800000000000003,-0.3726264888477134,0.5800000000000003,-0.343285988113431
0.5900000000000003,-3.677162692517729,0.5900000000000003,-2.569231916748361,0.5900000000000003,-1.956444030891421,0.5900000000000003,-1.567978542700208,0.5900000000000003,-1.349225573008516,0.5900000000000003,-1.179640414425638,0.5900000000000003,-1.045776651083153,0.5900000000000003,-0.9380148356820899,0.5900000000000003,-0.8496774376945495,0.5900000000000003,-0.71393365980829,0.5900000000000003,-0.6236685805843664,0.5900000000000003,-0.5530791619848489,0.5900000000000003,-0.4965169550096244,0.5900000000000003,-0.4502542886720526,0.5900000000000003,-0.4117537350842708,0.5900000000000003,-0.3792368069297463
0.6000000000000003,-4.14780699480951,0.6000000000000003,-2.870344983251703,0.6000000000000003,-2.177131706577982,0.6000000000000003,-1.741368650336405,0.6000000000000003,-1.495581033649918,0.6000000000000003,-1.30588388097973,0.6000000000000003,-1.156576353544104,0.6000000000000003,-1.036626679849611,0.6000000000000003,-0.9384477176381757,0.6000000000000003,-0.7878247821791194,0.6000000000000003,-0.6877152537406955,0.6000000000000003,-0.609540442678441,0.6000000000000003,-0.5469673781215604,0.6000000000000003,-0.4958309442444356,0.6000000000000003,-0.4533026954819335,0.6000000000000003,-0.4174036731115325
0.6100000000000003,-4.653425331034714,0.6100000000000003,-3.192366638073894,0.6100000000000003,-2.412766258927017,0.6100000000000003,-1.92636246219935,0.6100000000000003,-1.651495118629732,0.6100000000000003,-1.440234474952056,0.6100000000000003,-1.274403656596302,0.6100000000000003,-1.141433701507886,0.6100000000000003,-1.032752740994631,0.6100000000000003,-0.8662709467957499,0.6100000000000003,-0.7556607609537273,0.6100000000000003,-0.6694065541347003,0.6100000000000003,-0.6004378985755555,0.6100000000000003,-0.5441199176893258,0.6100000000000003,-0.497312354104714,0.6100000000000003,-0.457821813766902
0.6200000000000003,-5.194410251795368,0.6200000000000003,-3.535662176513363,0.6200000000000003,-2.663623831797587,0.6200000000000003,-2.123177498614392,0.6200000000000003,-1.817138120336864,0.6200000000000003,-1.582831861564429,0.6200000000000003,-1.399376779566088,0.6200000000000003,-1.252538274448158,0.6200000000000003,-1.132682702800368,0.6200000000000003,-0.949344875185352,0.6200000000000003,-0.8275647933637508,0.6200000000000003,-0.732728025672721,0.6200000000000003,-0.6569722680871057,0.6200000000000003,-0.5951597524773363,0.6200000000000003,-0.543817132149562,0.6200000000000003,-0.5005223094097246
0.6300000000000003,-5.771113950134165,0.6300000000000003,-3.900555293835207,0.6300000000000003,-2.929944966982998,0.6300000000000003,-2.332001953452278,0.6300000000000003,-1.992657291010802,0.6300000000000003,-1.733796822367387,0.6300000000000003,-1.531597988818569,0.6300000000000003,-1.370028987738392,0.6300000000000003,-1.238315677868563,0.6300000000000003,-1.037109548652919,0.6300000000000003,-0.9034788972497743,0.6300000000000003,-0.7995483992632454,0.6300000000000003,-0.7166081267122397,0.6300000000000003,-0.6489835647925036,0.6300000000000003,-0.5928465724199541,0.6300000000000003,-0.5455318117767451
0.6400000000000003,-6.383843131104603,0.6400000000000003,-4.287321780390001,0.6400000000000003,-3.211931138987461,0.6400000000000003,-2.552992593670242,0.6400000000000003,-2.178175379660305,0.6400000000000003,-1.893230155948541,0.6400000000000003,-1.671152729180449,0.6400000000000003,-1.493979934530226,0.6400000000000003,-1.34971702281268,0.6400000000000003,-1.129617760638605,0.6400000000000003,-0.9834461254612399,0.6400000000000003,-0.8699039463869362,0.6400000000000003,-0.7793767657464711,0.6400000000000003,-0.7056188403844976,0.6400000000000003,-0.6444251621340144,0.6400000000000003,-0.5928723870508137
0.6500000000000004,-7.032851405526028,0.6500000000000004,-4.696184470642616,0.6500000000000004,-3.509742420559151,0.6500000000000004,-2.786273540456617,0.6500000000000004,-2.37378984060468,0.6500000000000004,-2.061212117201739,0.6500000000000004,-1.818109202877728,0.6500000000000004,-1.624450382525848,0.6500000000000004,-1.466939110065372,0.6500000000000004,-1.226911931458361,0.6500000000000004,-1.067500905614047,0.6500000000000004,-0.9438235691980797,0.6500000000000004,-0.8453030507179429,0.6500000000000004,-0.7650873727974594,0.6500000000000004,-0.6985722822267405,0.6500000000000004,-0.6425614734739769
0.6600000000000004,-7.718330909298767,0.6600000000000004,-5.127309675435812,0.6600000000000004,-3.823496271315582,0.6600000000000004,-3.031935879170646,0.6600000000000004,-2.579572662635486,0.6600000000000004,-2.237802348574069,0.6600000000000004,-1.972518353903711,0.6600000000000004,-1.761484788035897,0.6600000000000004,-1.590021359288018,0.6600000000000004,-1.329024156333091,0.6600000000000004,-1.155669099699636,0.6600000000000004,-1.021328863611032,0.6600000000000004,-0.9144054844769663,0.6600000000000004,-0.8274053249239111,0.6600000000000004,-0.7553022667074503,0.6600000000000004,-0.6946119382674598
0.6700000000000004,-8.440404434176271,0.6700000000000004,-5.580805156509893,0.6700000000000004,-4.153267370496364,0.6700000000000004,-3.290038007812023,0.6700000000000004,-2.795570743248661,0.6700000000000004,-2.423040239180462,0.6700000000000004,-2.134414202470275,0.6700000000000004,-1.90511310509876,0.6700000000000004,-1.71899052305226,0.6700000000000004,-1.435976451571635,0.6700000000000004,-1.247968225214537,0.6700000000000004,-1.102434318354942,0.6700000000000004,-0.9866963874785469,0.6700000000000004,-0.8925833934068522,0.6700000000000004,-0.8146245535684169,0.6700000000000004,-0.7490322169876191
0.6800000000000004,-9.199118939315666,0.6800000000000004,-6.056719579638506,0.6800000000000004,-4.499088370162889,0.6800000000000004,-3.560606612987167,0.6800000000000004,-3.021806719881954,0.6800000000000004,-2.616945639394108,0.6800000000000004,-2.303814468359135,0.6800000000000004,-2.055351336826446,0.6800000000000004,-1.853861180389084,0.6800000000000004,-1.547781161716132,0.6800000000000004,-1.344407806599528,0.6800000000000004,-1.187147623162881,0.6800000000000004,-1.06218217175369,0.6800000000000004,-0.9606270549984438,0.6800000000000004,-0.8765439084539931,0.6800000000000004,-0.8058265182514406
0.6900000000000004,-9.994440946070901,0.6900000000000004,-6.555043301722187,0.6900000000000004,-4.860951421431164,0.6900000000000004,-3.843638154222004,0.6900000000000004,-3.258280166465932,0.6900000000000004,-2.81951985695018,0.6900000000000004,-2.480721421469193,0.6900000000000004,-2.212202276201453,0.6900000000000004,-1.994636392195364,0.6900000000000004,-1.664441491166508,0.6900000000000004,-1.444989826664997,0.6900000000000004,-1.275470060204651,0.6900000000000004,-1.140863686011427,0.6900000000000004,-1.03153687490765,0.6900000000000004,-0.9410607031913488,0.6900000000000004,-0.8649950776213101
0.7000000000000004,-10.82625402358743,0.7000000000000004,-7.075710300036498,0.7000000000000004,-5.238810318334519,0.7000000000000004,-4.139100738473198,0.7000000000000004,-3.504969066211487,0.7000000000000004,-3.030746863643699,0.7000000000000004,-2.665122900939145,0.7000000000000004,-2.375656386528059,0.7000000000000004,-2.141308475314724,0.7000000000000004,-1.785952126308744,0.7000000000000004,-1.549709249975404,0.7000000000000004,-1.367396954964782,0.7000000000000004,-1.222736611222286,0.7000000000000004,-1.10530885891951,0.7000000000000004,-1.008171232896698,0.7000000000000004,-0.9265344459313557
0.7100000000000004,-11.69435835361529,0.7100000000000004,-7.618601030716225,0.7100000000000004,-5.632583107147235,0.7100000000000004,-4.446936273905231,0.7100000000000004,-3.761831478270204,0.7100000000000004,-3.250594647703343,0.7100000000000004,-2.856993449562169,0.7100000000000004,-2.545692776517571,0.7100000000000004,-2.293859856415848,0.7100000000000004,-1.912299917747887,0.7100000000000004,-1.658554593274713,0.7100000000000004,-1.462918165503923,0.7100000000000004,-1.307791888473746,0.7100000000000004,-1.181934833266031,0.7100000000000004,-1.077868057367741,0.7100000000000004,-0.9904377991674695
0.7200000000000004,-12.59847221303128,0.7200000000000004,-8.18354600142464,0.7200000000000004,-6.042155019740923,0.7200000000000004,-4.767062803100233,0.7200000000000004,-4.028807325058949,0.7200000000000004,-3.479016654607543,0.7200000000000004,-3.05629551679395,0.7200000000000004,-2.722280230723226,0.7200000000000004,-2.452263971860186,0.7200000000000004,-2.043464596346126,0.7200000000000004,-1.771508521516954,0.7200000000000004,-1.562018592061221,0.7200000000000004,-1.396016163547724,0.7200000000000004,-1.261402838602929,0.7200000000000004,-1.150140354616158,0.7200000000000004,-1.056695258963958
0.7300000000000004,-13.53823512056244,0.7300000000000004,-8.77032985406634,0.7300000000000004,-6.467381604853811,0.7300000000000004,-5.099376929060083,0.7300000000000004,-4.305820237380596,0.7300000000000004,-3.715953267537801,0.7300000000000004,-3.262980690730354,0.7300000000000004,-2.905378262121695,0.7300000000000004,-2.616486185073608,0.7300000000000004,-2.179419501007667,0.7300000000000004,-1.888548451618518,0.7300000000000004,-1.664678692003436,0.7300000000000004,-1.487392235336522,0.7300000000000004,-1.343697526813188,0.7300000000000004,-1.224974276519728,0.7300000000000004,-1.125294214709172
0.7400000000000004,-14.51321234761817,0.7400000000000004,-9.378695772589973,0.7400000000000004,-6.908091948787206,0.7400000000000004,-5.443756261314003,0.7400000000000004,-4.592779405091153,0.7400000000000004,-3.961333287163572,0.7400000000000004,-3.476990926484396,0.7400000000000004,-3.09493815964398,0.7400000000000004,-2.786484698153863,0.7400000000000004,-2.320132300268296,0.7400000000000004,-2.009647149463194,0.7400000000000004,-1.770874988036924,0.7400000000000004,-1.581899497745111,0.7400000000000004,-1.428800551596598,0.7400000000000004,-1.302353298578211,0.7400000000000004,-1.1962196400663
0.7500000000000004,-15.52290048014824,0.7500000000000004,-10.00835005470732,0.7500000000000004,-7.364091895352172,0.7500000000000004,-5.800061823199004,0.7500000000000004,-4.889581391326286,0.7500000000000004,-4.215075378566737,0.7500000000000004,-3.698259745064378,0.7500000000000004,-3.290904009105281,0.7500000000000004,-2.962211439328229,0.7500000000000004,-2.465565693574116,0.7500000000000004,-2.134773308839455,0.7500000000000004,-1.880580560267386,0.7500000000000004,-1.679514367040448,0.7500000000000004,-1.516690945842585,0.7500000000000004,-1.382258557577527,0.7500000000000004,-1.269454398358356
0.7600000000000005,-16.56673372884755,0.7600000000000005,-10.65896671198663,0.7600000000000005,-7.83516719270288,0.7600000000000005,-6.168140374298118,0.7600000000000005,-5.196111877798013,0.7600000000000005,-4.477089460551924,0.7600000000000005,-3.926713382932773,0.7600000000000005,-3.493213671102487,0.7600000000000005,-3.143612912285559,0.7600000000000005,-2.61567808156793,0.7600000000000005,-2.263892103800392,0.7600000000000005,-1.993765515064283,0.7600000000000005,-1.780210688656614,0.7600000000000005,-1.607345480583105,0.7600000000000005,-1.464669172570327,0.7600000000000005,-1.344979532713189
0.7700000000000005,-17.64409071050637,0.7700000000000005,-11.33019198830589,0.7700000000000005,-8.321086511249559,0.7700000000000005,-6.547826613692084,0.7700000000000005,-5.512247317159861,0.7700000000000005,-4.747278019188927,0.7700000000000005,-4.162271877790754,0.7700000000000005,-3.701799703948161,0.7700000000000005,-3.330630997271758,0.7700000000000005,-2.770424197702182,0.7700000000000005,-2.396965708376236,0.7700000000000005,-2.11039742573837,0.7700000000000005,-1.883960119230935,0.7700000000000005,-1.70073900187249,0.7700000000000005,-1.549562545960167,0.7700000000000005,-1.422774538104508
0.7800000000000005,-18.75430145742772,0.7800000000000005,-12.02164871076534,0.7800000000000005,-8.821604291684064,0.7800000000000005,-6.938945239908545,0.7800000000000005,-5.837856475806455,0.7800000000000005,-5.025537333128304,0.7800000000000005,-4.404850080743565,0.7800000000000005,-3.916590223566432,0.7800000000000005,-3.523203697141795,0.7800000000000005,-2.929755696048979,0.7800000000000005,-2.533953779638503,0.7800000000000005,-2.230441741773515,0.7800000000000005,-1.990732481134986,0.7800000000000005,-1.796844743242971,0.7800000000000005,-1.636914642632905,0.7800000000000005,-1.502817613464736
0.7900000000000005,-19.89665444980034,0.7900000000000005,-12.73294040901924,0.7900000000000005,-9.336463395032128,0.7900000000000005,-7.341312852148977,0.7900000000000005,-6.172801856695878,0.7900000000000005,-5.311758603018251,0.7900000000000005,-4.654358588863974,0.7900000000000005,-4.137509695496842,0.7900000000000005,-3.721265824314424,0.7900000000000005,-3.093621692300447,0.7900000000000005,-2.674813901824768,0.7900000000000005,-2.353862164783817,0.7900000000000005,-2.100496087989013,0.7900000000000005,-1.895634612455106,0.7900000000000005,-1.726700246028391,0.7900000000000005,-1.585085892897657
0.8000000000000005,-21.07040350432223,0.8000000000000005,-13.46365515818067,0.8000000000000005,-9.865397537539828,0.8000000000000005,-7.75473968458348,0.8000000000000005,-6.516940996906872,0.8000000000000005,-5.60582898127335,0.8000000000000005,-4.91070459532488,0.8000000000000005,-4.364479656777778,0.8000000000000005,-3.924749626816813,0.8000000000000005,-3.261969256674257,0.8000000000000005,-2.819501990618354,0.8000000000000005,-2.480620990519191,0.8000000000000005,-2.213218040634001,0.8000000000000005,-1.997079452121734,0.8000000000000005,-1.818893190806057,0.8000000000000005,-1.669555655701171
0.8100000000000005,-22.27477438895323,0.8100000000000005,-14.21336911680453,0.8100000000000005,-10.40813350214225,0.8100000000000005,-8.179031171308125,0.8100000000000005,-6.8701276387452,0.8100000000000005,-5.907632501580579,0.8100000000000005,-5.173792656787677,0.8100000000000005,-4.597419367568468,0.8100000000000005,-4.133585353383936,0.8100000000000005,-3.434743858801387,0.8100000000000005,-2.967972657765037,0.8100000000000005,-2.610679417148118,0.8100000000000005,-2.328864493807201,0.8100000000000005,-2.101149274455451,0.8100000000000005,-1.9134665723527,0.8100000000000005,-1.756202515442261
0.8200000000000005,-23.50897106697764,0.8200000000000005,-14.98164974500558,0.8200000000000005,-10.96439312541266,0.8200000000000005,-8.613989344100904,0.8200000000000005,-7.232212776408327,0.8200000000000005,-6.217050909952581,0.8200000000000005,-5.44352537967154,0.8200000000000005,-4.836246393976964,0.8200000000000005,-4.347701758946759,0.8200000000000005,-3.611889765719873,0.8200000000000005,-3.120179537044748,0.8200000000000005,-2.743997820735517,0.8200000000000005,-2.447400894354557,0.8200000000000005,-2.207813470900455,0.8200000000000005,-2.010392933830496,0.8200000000000005,-1.845001588729306
0.8300000000000005,-24.7721815028749,0.8300000000000005,-15.7680586986913,0.8300000000000005,-11.53389506442539,0.8300000000000005,-9.059414068541582,0.8300000000000005,-7.603045582616212,0.8300000000000005,-6.533964400959929,0.8300000000000005,-5.719804028383273,0.8300000000000005,-5.080877124762623,0.8300000000000005,-4.567026552860722,0.8300000000000005,-3.793350394874068,0.8300000000000005,-3.276075573229037,0.8300000000000005,-2.880535999341858,0.8300000000000005,-2.568792192243283,0.8300000000000005,-2.317040997781704,0.8300000000000005,-2.109644431792163,0.8300000000000005,-1.935927644619598
